telemetry_id,asset_id,reading_ts,power_output_kw,temperature_c,vibration_mm_s,frequency_hz,status_code
AT0000076659,AST000053,2026-04-23 02:00:00,663.515,42.526,3.882,59.9511,NORMAL
AT0000076660,AST000053,2026-04-23 03:00:00,438.103,40.462,0.362,60.0032,NORMAL
AT0000076661,AST000053,2026-04-23 04:00:00,1304.559,25.535,4.188,60.0722,TRIP
AT0000076662,AST000053,2026-04-23 05:00:00,1189.108,27.005,2.511,60.0656,NORMAL
AT0000076663,AST000053,2026-04-23 06:00:00,988.817,43.064,2.720,60.0217,TRIP
AT0000076664,AST000053,2026-04-23 07:00:00,996.503,38.075,1.946,59.9751,NORMAL
AT0000076665,AST000053,2026-04-23 08:00:00,839.637,29.756,2.825,59.9560,WARNING
AT0000076666,AST000053,2026-04-23 09:00:00,1106.781,44.621,3.528,59.9862,NORMAL
AT0000076667,AST000053,2026-04-23 10:00:00,959.436,38.768,3.242,59.9398,TRIP
AT0000076668,AST000053,2026-04-23 11:00:00,641.573,38.163,2.869,60.0010,TRIP
AT0000076669,AST000053,2026-04-23 12:00:00,978.127,33.359,3.390,59.9371,TRIP
AT0000076670,AST000053,2026-04-23 13:00:00,618.800,35.337,2.743,60.0100,NORMAL
AT0000076671,AST000053,2026-04-23 14:00:00,1000.498,26.721,1.963,59.9359,TRIP
AT0000076672,AST000053,2026-04-23 15:00:00,1022.242,33.744,2.315,60.0252,NORMAL
AT0000076673,AST000053,2026-04-23 16:00:00,1403.172,33.039,3.381,60.0062,WARNING
AT0000076674,AST000053,2026-04-23 17:00:00,1001.099,37.815,5.004,60.0288,NORMAL
AT0000076675,AST000053,2026-04-23 18:00:00,1108.486,31.505,1.407,59.9522,NORMAL
AT0000076676,AST000053,2026-04-23 19:00:00,560.745,22.231,2.917,59.9912,NORMAL
AT0000076677,AST000053,2026-04-23 20:00:00,769.334,54.083,3.169,60.0339,NORMAL
AT0000076678,AST000053,2026-04-23 21:00:00,1001.372,74.188,1.834,60.0477,WARNING
AT0000076679,AST000053,2026-04-23 22:00:00,1086.788,41.463,1.037,59.9388,NORMAL
AT0000076680,AST000053,2026-04-23 23:00:00,918.252,39.690,3.780,59.9706,WARNING
AT0000076681,AST000053,2026-04-24 00:00:00,509.425,41.628,2.000,59.9211,NORMAL
AT0000076682,AST000053,2026-04-24 01:00:00,810.639,27.624,2.944,59.9874,NORMAL
AT0000076683,AST000053,2026-04-24 02:00:00,737.937,31.090,2.884,60.0269,TRIP
AT0000076684,AST000053,2026-04-24 03:00:00,1010.066,33.200,3.985,59.9843,NORMAL
AT0000076685,AST000053,2026-04-24 04:00:00,800.134,29.281,1.906,59.9266,NORMAL
AT0000076686,AST000053,2026-04-24 05:00:00,778.694,26.455,4.665,59.9874,NORMAL
AT0000076687,AST000053,2026-04-24 06:00:00,792.643,26.720,4.979,59.9545,NORMAL
AT0000076688,AST000053,2026-04-24 07:00:00,719.142,41.829,2.545,59.9965,normal 
AT0000076689,AST000053,2026-04-24 08:00:00,1100.729,37.761,1.978,59.9488,NORMAL
AT0000076690,AST000053,2026-04-24 09:00:00,1138.539,37.013,3.229,60.0547,NORMAL
AT0000076691,AST000053,2026-04-24 10:00:00,1385.855,29.247,3.276,60.0461,WARNING
AT0000076692,AST000053,2026-04-24 11:00:00,670.221,30.918,2.572,59.9694,NORMAL
AT0000076693,AST000053,2026-04-24 12:00:00,1329.744,28.354,1.502,60.0495,TRIP
AT0000076694,AST000053,2026-04-24 13:00:00,1354.477,35.938,1.661,60.0515,NORMAL
AT0000076695,AST000053,2026-04-24 14:00:00,755.828,36.737,2.800,59.9359,TRIP
AT0000076696,AST000053,2026-04-24 15:00:00,865.632,32.358,1.327,59.9784,NORMAL
AT0000076697,AST000053,2026-04-24 16:00:00,1285.166,47.774,3.897,59.9894,TRIP
AT0000076698,AST000053,2026-04-24 17:00:00,1467.185,28.943,2.029,60.0209,NORMAL
AT0000076699,AST000053,2026-04-24 18:00:00,1188.536,41.697,4.259,59.8912,WARNING
AT0000076700,AST000053,2026-04-24 19:00:00,996.223,37.689,2.598,59.9718,NORMAL
AT0000076701,AST000053,2026-04-24 20:00:00,1144.067,30.566,2.928,60.0417,TRIP
AT0000076702,AST000053,2026-04-24 21:00:00,900.262,35.183,2.802,60.0107,WARNING
AT0000076703,AST000053,2026-04-24 22:00:00,618.523,43.364,4.714,60.1127,NORMAL
AT0000076704,AST000053,2026-04-24 23:00:00,1225.050,37.622,2.176,59.9724,NORMAL
AT0000076705,AST000053,2026-04-25 00:00:00,955.864,45.495,2.285,60.0411,NORMAL
AT0000076706,AST000053,2026-04-25 01:00:00,824.716,30.167,1.663,60.0088,NORMAL
AT0000076707,AST000053,2026-04-25 02:00:00,1051.218,28.601,2.390,60.0387,NORMAL
AT0000076708,AST000053,2026-04-25 03:00:00,871.153,35.989,2.280,60.0530,NORMAL
AT0000076709,AST000053,2026-04-25 04:00:00,1062.456,41.511,3.616,59.9002,TRIP
AT0000076710,AST000053,2026-04-25 05:00:00,1163.487,45.969,3.932,60.0195,normal 
AT0000076711,AST000053,2026-04-25 06:00:00,700.281,35.615,3.645,59.9413,normal 
AT0000076712,AST000053,2026-04-25 07:00:00,922.582,41.028,3.976,59.9617,NORMAL
AT0000076713,AST000053,2026-04-25 08:00:00,1053.033,35.656,1.922,59.9677,NORMAL
AT0000076714,AST000053,2026-04-25 09:00:00,825.779,22.195,2.398,60.0111,normal 
AT0000076715,AST000053,2026-04-25 10:00:00,923.964,32.785,2.730,59.9792,normal 
AT0000076716,AST000053,2026-04-25 11:00:00,651.821,34.519,2.798,60.0038,NORMAL
AT0000076717,AST000053,2026-04-25 12:00:00,896.140,30.461,1.832,60.0608,TRIP
AT0000076718,AST000053,2026-04-25 13:00:00,864.989,37.188,2.570,60.0414,normal 
AT0000076719,AST000053,2026-04-25 14:00:00,739.886,35.505,3.735,60.0338,WARNING
AT0000076720,AST000053,2026-04-25 15:00:00,878.174,34.466,1.733,59.9812,normal 
AT0000076721,AST000053,2026-04-25 16:00:00,1102.836,23.092,1.495,60.0732,normal 
AT0000076722,AST000053,2026-04-25 17:00:00,874.916,26.595,2.512,59.9363,TRIP
AT0000076723,AST000053,2026-04-25 18:00:00,934.064,28.780,1.269,60.0419,WARNING
AT0000076724,AST000053,2026-04-25 19:00:00,1169.643,39.712,2.964,60.0596,NORMAL
AT0000076725,AST000053,2026-04-25 20:00:00,1201.128,33.572,4.444,60.0479,NORMAL
AT0000076726,AST000053,2026-04-25 21:00:00,928.078,31.321,3.783,59.9176,WARNING
AT0000076727,AST000053,2026-04-25 22:00:00,1151.777,31.295,1.522,59.9971,WARNING
AT0000076728,AST000053,2026-04-25 23:00:00,863.558,28.301,2.607,59.9235,WARNING
AT0000076729,AST000053,2026-04-26 00:00:00,1252.001,28.400,2.722,60.0077,TRIP
AT0000076730,AST000053,2026-04-26 01:00:00,668.633,35.204,2.647,60.0224,NORMAL
AT0000076731,AST000053,2026-04-26 02:00:00,1051.944,33.364,3.156,59.9647,normal 
AT0000076732,AST000053,2026-04-26 03:00:00,517.224,37.876,2.593,59.9891,normal 
AT0000076733,AST000053,2026-04-26 04:00:00,807.742,36.650,4.869,60.0073,NORMAL
AT0000076734,AST000053,2026-04-26 05:00:00,848.712,25.218,1.580,60.0079,NORMAL
AT0000076735,AST000053,2026-04-26 06:00:00,1000.561,20.312,3.929,60.0937,WARNING
AT0000076736,AST000053,2026-04-26 07:00:00,1157.267,34.263,2.101,60.0356,NORMAL
AT0000076737,AST000053,2026-04-26 08:00:00,1070.627,39.289,2.269,59.9776,WARNING
AT0000076738,AST000053,2026-04-26 09:00:00,915.788,34.110,2.594,60.0383,TRIP
AT0000076739,AST000053,2026-04-26 10:00:00,959.949,32.163,2.075,60.1415,NORMAL
AT0000076740,AST000053,2026-04-26 11:00:00,773.867,37.984,3.881,60.1206,NORMAL
AT0000076741,AST000053,2026-04-26 12:00:00,726.976,34.527,3.561,60.0154,WARNING
AT0000076742,AST000053,2026-04-26 13:00:00,1180.064,33.380,0.885,59.9780,WARNING
AT0000076743,AST000053,2026-04-26 14:00:00,801.794,43.243,2.566,60.1019,WARNING
AT0000076744,AST000053,2026-04-26 15:00:00,1131.699,31.336,2.688,60.1001,NORMAL
AT0000076745,AST000053,2026-04-26 16:00:00,867.351,35.749,3.360,59.9914,NORMAL
AT0000076746,AST000053,2026-04-26 17:00:00,870.986,35.979,1.308,60.1224,WARNING
AT0000076747,AST000053,2026-04-26 18:00:00,730.803,38.562,2.137,60.0923,TRIP
AT0000076748,AST000053,2026-04-26 19:00:00,837.326,45.425,2.360,59.9767,TRIP
AT0000076749,AST000053,2026-04-26 20:00:00,856.561,30.507,2.488,60.0383,WARNING
AT0000076750,AST000053,2026-04-26 21:00:00,995.539,38.728,0.643,60.0528,TRIP
AT0000076751,AST000053,2026-04-26 22:00:00,977.960,31.657,3.859,60.1562,NORMAL
AT0000076752,AST000053,2026-04-26 23:00:00,1255.375,27.459,1.607,60.1299,TRIP
AT0000076753,AST000053,2026-04-27 00:00:00,673.329,28.692,1.866,59.9652,NORMAL
AT0000076754,AST000053,2026-04-27 01:00:00,971.173,29.702,4.413,60.0518,normal 
AT0000076755,AST000053,2026-04-27 02:00:00,642.115,35.497,2.761,60.0149,normal 
AT0000076756,AST000053,2026-04-27 03:00:00,750.218,28.824,2.388,59.9479,NORMAL
AT0000076757,AST000053,2026-04-27 04:00:00,1199.282,34.983,4.439,59.9866,WARNING
AT0000076758,AST000053,2026-04-27 05:00:00,1038.873,42.852,3.083,59.9682,normal 
AT0000076759,AST000053,2026-04-27 06:00:00,674.748,35.106,1.270,59.9965,WARNING
AT0000076760,AST000053,2026-04-27 07:00:00,1004.828,35.986,2.739,60.0608,NORMAL
AT0000076761,AST000053,2026-04-27 08:00:00,1075.998,18.570,0.830,60.0356,NORMAL
AT0000076762,AST000053,2026-04-27 09:00:00,710.906,32.030,4.207,59.9695,WARNING
AT0000076763,AST000053,2026-04-27 10:00:00,692.857,22.327,3.132,59.9909,NORMAL
AT0000076764,AST000053,2026-04-27 11:00:00,797.208,27.638,3.594,60.0638,NORMAL
AT0000076765,AST000053,2026-04-27 12:00:00,688.443,38.882,3.599,59.9545,NORMAL
AT0000076766,AST000053,2026-04-27 13:00:00,933.812,27.342,3.269,60.0319,NORMAL
AT0000076767,AST000053,2026-04-27 14:00:00,767.477,38.000,1.644,59.9302,NORMAL
AT0000076768,AST000053,2026-04-27 15:00:00,979.824,31.515,3.533,59.9280,normal 
AT0000076769,AST000053,2026-04-27 16:00:00,745.045,42.435,3.675,60.0251,TRIP
AT0000076770,AST000053,2026-04-27 17:00:00,1111.631,22.820,3.372,60.0101,WARNING
AT0000076771,AST000053,2026-04-27 18:00:00,1318.091,30.681,3.182,59.9598,NORMAL
AT0000076772,AST000053,2026-04-27 19:00:00,566.975,32.229,2.235,60.0218,WARNING
AT0000076773,AST000053,2026-04-27 20:00:00,838.979,32.722,0.652,59.9796,WARNING
AT0000076774,AST000053,2026-04-27 21:00:00,837.544,28.814,3.763,59.9754,NORMAL
AT0000076775,AST000053,2026-04-27 22:00:00,1145.470,39.901,3.477,60.0702,NORMAL
AT0000076776,AST000053,2026-04-27 23:00:00,1010.879,30.854,2.691,60.0359,WARNING
AT0000076777,AST000053,2026-04-28 00:00:00,983.251,31.060,3.198,59.9749,NORMAL
AT0000076778,AST000053,2026-04-28 01:00:00,596.945,35.784,3.581,60.0140,normal 
AT0000076779,AST000053,2026-04-28 02:00:00,498.066,50.182,3.976,59.9919,normal 
AT0000076780,AST000053,2026-04-28 03:00:00,855.153,42.807,2.104,60.0577,NORMAL
AT0000076781,AST000053,2026-04-28 04:00:00,1372.090,46.653,1.990,59.9933,NORMAL
AT0000076782,AST000053,2026-04-28 05:00:00,619.332,32.444,3.849,59.9517,normal 
AT0000076783,AST000053,2026-04-28 06:00:00,479.421,37.821,4.136,59.9371,TRIP
AT0000076784,AST000053,2026-04-28 07:00:00,626.848,37.128,3.805,60.0647,TRIP
AT0000076785,AST000053,2026-04-28 08:00:00,778.081,37.798,1.361,59.9323,normal 
AT0000076786,AST000053,2026-04-28 09:00:00,453.614,30.772,0.805,60.0043,NORMAL
AT0000076787,AST000053,2026-04-28 10:00:00,938.963,37.473,3.175,59.9680,NORMAL
AT0000076788,AST000053,2026-04-28 11:00:00,1079.139,20.261,3.637,60.0005,NORMAL
AT0000076789,AST000053,2026-04-28 12:00:00,786.800,39.689,3.045,60.0285,NORMAL
AT0000076790,AST000053,2026-04-28 13:00:00,1071.533,35.603,2.976,59.9158,WARNING
AT0000076791,AST000053,2026-04-28 14:00:00,315.239,33.017,2.052,59.9198,NORMAL
AT0000076792,AST000053,2026-04-28 15:00:00,611.181,38.725,3.530,59.9935,TRIP
AT0000076793,AST000053,2026-04-28 16:00:00,932.849,35.637,3.475,59.9984,normal 
AT0000076794,AST000053,2026-04-28 17:00:00,937.215,26.248,1.583,59.9587,NORMAL
AT0000076795,AST000053,2026-04-28 18:00:00,577.106,39.256,3.912,60.0769,NORMAL
AT0000076796,AST000053,2026-04-28 19:00:00,1350.371,31.025,2.022,59.9958,NORMAL
AT0000076797,AST000053,2026-04-28 20:00:00,855.265,42.362,3.004,59.9927,normal 
AT0000076798,AST000053,2026-04-28 21:00:00,1098.808,31.296,2.989,60.0267,WARNING
AT0000076799,AST000053,2026-04-28 22:00:00,1207.147,31.622,3.867,60.0801,NORMAL
AT0000076800,AST000053,2026-04-28 23:00:00,639.619,35.775,3.026,59.9908,NORMAL
AT0000076801,AST000053,2026-04-29 00:00:00,1242.106,45.611,5.497,59.9350,NORMAL
AT0000076802,AST000053,2026-04-29 01:00:00,1117.552,30.499,3.614,60.0785,normal 
AT0000076803,AST000053,2026-04-29 02:00:00,1370.776,28.012,2.744,60.0366,NORMAL
AT0000076804,AST000053,2026-04-29 03:00:00,793.923,38.980,1.921,59.9969,NORMAL
AT0000076805,AST000053,2026-04-29 04:00:00,851.352,44.958,1.221,59.8686,NORMAL
AT0000076806,AST000053,2026-04-29 05:00:00,1395.120,36.652,3.045,60.0535,TRIP
AT0000076807,AST000053,2026-04-29 06:00:00,1080.595,38.153,3.676,60.0039,TRIP
AT0000076808,AST000053,2026-04-29 07:00:00,535.634,37.334,2.486,59.9359,NORMAL
AT0000076809,AST000053,2026-04-29 08:00:00,717.202,37.343,3.230,60.0296,NORMAL
AT0000076810,AST000053,2026-04-29 09:00:00,1064.018,42.368,2.794,60.0415,NORMAL
AT0000076811,AST000053,2026-04-29 10:00:00,415.161,32.002,2.189,59.9764,NORMAL
AT0000076812,AST000053,2026-04-29 11:00:00,1095.443,26.392,3.686,59.9708,TRIP
AT0000076813,AST000053,2026-04-29 12:00:00,718.785,37.036,3.926,59.9174,WARNING
AT0000076814,AST000053,2026-04-29 13:00:00,1141.343,32.573,2.619,59.9817,TRIP
AT0000076815,AST000053,2026-04-29 14:00:00,1531.445,35.348,2.560,60.0346,NORMAL
AT0000076816,AST000053,2026-04-29 15:00:00,652.978,31.647,4.688,60.0385,NORMAL
AT0000076817,AST000053,2026-04-29 16:00:00,861.549,26.559,3.712,59.9934,NORMAL
AT0000076818,AST000053,2026-04-29 17:00:00,865.783,42.001,5.802,59.9946,NORMAL
AT0000076819,AST000053,2026-04-29 18:00:00,591.770,37.254,2.974,60.0069,NORMAL
AT0000076820,AST000053,2026-04-29 19:00:00,1316.857,33.730,2.678,60.0393,normal 
AT0000076821,AST000053,2026-04-29 20:00:00,962.036,35.056,2.957,60.0267,NORMAL
AT0000076822,AST000053,2026-04-29 21:00:00,788.479,26.560,2.116,60.0917,TRIP
AT0000076823,AST000053,2026-04-29 22:00:00,853.801,42.758,3.160,60.0029,NORMAL
AT0000076824,AST000053,2026-04-29 23:00:00,718.705,43.900,1.581,60.0639,NORMAL
AT0000076825,AST000053,2026-04-30 00:00:00,715.438,31.307,4.062,60.0210,TRIP
AT0000076826,AST000053,2026-04-30 01:00:00,1061.498,37.870,2.876,59.9682,WARNING
AT0000076827,AST000053,2026-04-30 02:00:00,977.209,39.243,4.892,59.9516,NORMAL
AT0000076828,AST000053,2026-04-30 03:00:00,873.785,30.905,1.844,59.9833,WARNING
AT0000076829,AST000053,2026-04-30 04:00:00,705.328,43.753,2.992,60.0518,NORMAL
AT0000076830,AST000053,2026-04-30 05:00:00,577.452,28.945,2.296,59.9692,NORMAL
AT0000076831,AST000053,2026-04-30 06:00:00,484.320,39.267,1.733,60.0600,NORMAL
AT0000076832,AST000053,2026-04-30 07:00:00,943.212,24.719,2.692,60.0440,NORMAL
AT0000076833,AST000053,2026-04-30 08:00:00,509.455,31.915,3.456,60.0432,NORMAL
AT0000076834,AST000053,2026-04-30 09:00:00,970.305,34.133,2.214,59.9002,WARNING
AT0000076835,AST000053,2026-04-30 10:00:00,841.187,36.495,3.634,60.0550,TRIP
AT0000076836,AST000053,2026-04-30 11:00:00,1000.213,26.024,3.092,60.0688,NORMAL
AT0000076837,AST000053,2026-04-30 12:00:00,743.147,29.259,3.391,59.9488,TRIP
AT0000076838,AST000053,2026-04-30 13:00:00,826.477,32.900,2.012,60.0223,TRIP
AT0000076839,AST000053,2026-04-30 14:00:00,136.852,44.591,4.422,60.0071,TRIP
AT0000076840,AST000053,2026-04-30 15:00:00,780.978,50.834,1.325,59.9306,NORMAL
AT0000076841,AST000053,2026-04-30 16:00:00,1277.245,42.398,2.013,60.0503,NORMAL
AT0000076842,AST000053,2026-04-30 17:00:00,130.673,42.405,3.089,60.0355,NORMAL
AT0000076843,AST000053,2026-04-30 18:00:00,413.805,34.083,2.598,59.9777,normal 
AT0000076844,AST000053,2026-04-30 19:00:00,1162.122,47.716,2.165,59.9798,normal 
AT0000076845,AST000053,2026-04-30 20:00:00,956.302,30.168,3.258,60.1054,WARNING
AT0000076846,AST000053,2026-04-30 21:00:00,729.661,42.038,2.349,60.0112,WARNING
AT0000076847,AST000053,2026-04-30 22:00:00,1166.840,34.417,3.732,59.9988,WARNING
AT0000076848,AST000053,2026-04-30 23:00:00,968.812,41.241,3.926,59.9461,NORMAL
AT0000076849,AST000053,2026-05-01 00:00:00,1034.430,35.283,1.509,60.0105,NORMAL
AT0000076850,AST000053,2026-05-01 01:00:00,1148.662,45.411,1.535,59.9720,normal 
AT0000076851,AST000053,2026-05-01 02:00:00,871.189,37.113,2.743,60.0767,NORMAL
AT0000076852,AST000053,2026-05-01 03:00:00,304.479,41.195,2.645,59.9097,NORMAL
AT0000076853,AST000053,2026-05-01 04:00:00,540.579,36.765,2.460,60.0608,normal 
AT0000076854,AST000053,2026-05-01 05:00:00,1015.041,36.019,3.490,59.9988,NORMAL
AT0000076855,AST000053,2026-05-01 06:00:00,890.094,32.461,2.224,60.0483,NORMAL
AT0000076856,AST000053,2026-05-01 07:00:00,782.490,35.102,2.301,60.0696,NORMAL
AT0000076857,AST000053,2026-05-01 08:00:00,871.045,31.020,2.718,60.0387,WARNING
AT0000076858,AST000053,2026-05-01 09:00:00,1206.719,32.301,3.122,60.0025,WARNING
AT0000076859,AST000053,2026-05-01 10:00:00,1254.869,39.225,1.799,60.0132,TRIP
AT0000076860,AST000053,2026-05-01 11:00:00,799.768,40.616,1.849,59.9928,normal 
AT0000076861,AST000053,2026-05-01 12:00:00,702.104,38.733,4.921,60.0353,WARNING
AT0000076862,AST000053,2026-05-01 13:00:00,948.686,39.062,2.398,60.0691,TRIP
AT0000076863,AST000053,2026-05-01 14:00:00,428.478,34.579,3.316,60.0726,NORMAL
AT0000076864,AST000053,2026-05-01 15:00:00,1075.368,25.342,4.073,59.9668,TRIP
AT0000076865,AST000053,2026-05-01 16:00:00,490.625,29.935,3.349,60.0421,NORMAL
AT0000076866,AST000053,2026-05-01 17:00:00,700.705,43.420,1.399,60.0456,TRIP
AT0000076867,AST000053,2026-05-01 18:00:00,636.809,38.058,3.143,60.0438,NORMAL
AT0000076868,AST000053,2026-05-01 19:00:00,1146.185,41.927,3.592,59.9993,NORMAL
AT0000076869,AST000053,2026-05-01 20:00:00,1111.962,34.822,3.590,59.9885,NORMAL
AT0000076870,AST000053,2026-05-01 21:00:00,1147.456,39.880,4.846,60.0639,NORMAL
AT0000076871,AST000053,2026-05-01 22:00:00,594.162,36.986,2.558,59.9395,WARNING
AT0000076872,AST000053,2026-05-01 23:00:00,466.615,29.489,1.965,60.0592,normal 
AT0000076873,AST000053,2026-05-02 00:00:00,741.052,21.715,3.893,60.0300,TRIP
AT0000076874,AST000053,2026-05-02 01:00:00,1191.070,37.536,3.535,59.9516,NORMAL
AT0000076875,AST000053,2026-05-02 02:00:00,937.415,23.155,2.477,59.9437,NORMAL
AT0000076876,AST000053,2026-05-02 03:00:00,977.989,31.429,1.319,59.9453,NORMAL
AT0000076877,AST000053,2026-05-02 04:00:00,929.125,34.169,5.008,60.0188,TRIP
AT0000076878,AST000053,2026-05-02 05:00:00,977.236,33.992,2.461,59.9333,NORMAL
AT0000076879,AST000053,2026-05-02 06:00:00,1162.074,31.352,2.778,60.0579,NORMAL
AT0000076880,AST000053,2026-05-02 07:00:00,647.352,41.205,2.557,59.9276,WARNING
AT0000076881,AST000053,2026-05-02 08:00:00,725.082,46.302,2.653,59.9925,WARNING
AT0000076882,AST000053,2026-05-02 09:00:00,1321.520,24.053,3.040,60.0109,NORMAL
AT0000076883,AST000053,2026-05-02 10:00:00,884.257,25.883,4.311,60.0824,NORMAL
AT0000076884,AST000053,2026-05-02 11:00:00,1436.401,32.748,0.880,60.0919,NORMAL
AT0000076885,AST000053,2026-05-02 12:00:00,1310.866,32.296,3.018,59.9600,NORMAL
AT0000076886,AST000053,2026-05-02 13:00:00,867.797,34.178,3.297,60.0699,TRIP
AT0000076887,AST000053,2026-05-02 14:00:00,1169.264,34.043,3.697,59.9120,NORMAL
AT0000076888,AST000053,2026-05-02 15:00:00,853.808,31.203,3.452,60.0772,WARNING
AT0000076889,AST000053,2026-05-02 16:00:00,783.843,35.416,2.374,60.0608,normal 
AT0000076890,AST000053,2026-05-02 17:00:00,1097.957,44.130,1.667,59.9141,NORMAL
AT0000076891,AST000053,2026-05-02 18:00:00,1038.138,31.426,2.555,60.0157,TRIP
AT0000076892,AST000053,2026-05-02 19:00:00,317.063,35.988,3.604,60.0056,normal 
AT0000076893,AST000053,2026-05-02 20:00:00,809.533,35.490,2.047,60.0289,NORMAL
AT0000076894,AST000053,2026-05-02 21:00:00,1001.897,31.970,2.379,60.0129,NORMAL
AT0000076895,AST000053,2026-05-02 22:00:00,1013.193,48.551,2.216,59.9643,NORMAL
AT0000076896,AST000053,2026-05-02 23:00:00,1010.751,25.012,2.613,60.0422,NORMAL
AT0000076897,AST000053,2026-05-03 00:00:00,931.415,38.181,2.527,59.9459,NORMAL
AT0000076898,AST000053,2026-05-03 01:00:00,482.017,28.565,2.718,59.9192,TRIP
AT0000076899,AST_BAD,2026-05-03 02:00:00,837.125,32.911,1.846,59.9418,WARNING
AT0000076900,AST000053,2026-05-03 03:00:00,596.204,24.473,1.961,59.9965,NORMAL
AT0000076901,AST000053,2026-05-03 04:00:00,971.691,41.479,3.334,60.0605,normal 
AT0000076902,AST000053,2026-05-03 05:00:00,897.067,41.236,2.348,59.9319,NORMAL
AT0000076903,AST000053,2026-05-03 06:00:00,710.089,36.188,3.474,60.0595,NORMAL
AT0000076904,AST000053,2026-05-03 07:00:00,1011.359,35.985,3.423,60.0358,normal 
AT0000076905,AST000053,2026-05-03 08:00:00,1138.135,45.475,2.227,59.9150,NORMAL
AT0000076906,AST000053,2026-05-03 09:00:00,700.105,37.960,3.589,60.0131,NORMAL
AT0000076907,AST000053,2026-05-03 10:00:00,923.410,29.884,2.702,60.0338,normal 
AT0000076908,AST000053,2026-05-03 11:00:00,870.596,38.537,2.025,59.9638,WARNING
AT0000076909,AST000053,2026-05-03 12:00:00,1213.722,32.346,3.022,60.0348,WARNING
AT0000076910,AST000053,2026-05-03 13:00:00,1116.999,39.704,3.760,59.9991,NORMAL
AT0000076911,AST000053,2026-05-03 14:00:00,1120.368,36.622,2.358,60.0261,NORMAL
AT0000076912,AST000053,2026-05-03 15:00:00,939.125,39.104,2.498,59.9375,TRIP
AT0000076913,AST000053,2026-05-03 16:00:00,610.434,41.164,3.622,59.9667,NORMAL
AT0000076914,AST000053,2026-05-03 17:00:00,697.889,35.431,3.880,59.9780,NORMAL
AT0000076915,AST000053,2026-05-03 18:00:00,1239.116,40.683,3.412,60.0473,normal 
AT0000076916,AST000053,2026-05-03 19:00:00,941.223,32.151,3.164,60.0168,NORMAL
AT0000076917,AST000053,2026-05-03 20:00:00,1441.085,27.855,1.371,60.0839,normal 
AT0000076918,AST000053,2026-05-03 21:00:00,817.855,35.737,2.756,59.9983,TRIP
AT0000076919,AST000053,2026-05-03 22:00:00,874.401,44.103,1.937,59.8967,NORMAL
AT0000076920,AST000053,2026-05-03 23:00:00,917.227,34.355,3.083,59.9945,NORMAL
AT0000076921,AST000053,2026-05-04 00:00:00,935.190,40.572,2.848,60.0074,normal 
AT0000076922,AST000053,2026-05-04 01:00:00,570.158,30.899,2.676,60.0249,WARNING
AT0000076923,AST000053,2026-05-04 02:00:00,804.178,30.970,3.390,60.0648,normal 
AT0000076924,AST000053,2026-05-04 03:00:00,1344.218,41.148,2.556,59.9955,NORMAL
AT0000076925,AST000053,2026-05-04 04:00:00,1136.865,36.241,2.382,60.0644,NORMAL
AT0000076926,AST000053,2026-05-04 05:00:00,473.151,34.814,2.981,59.8781,WARNING
AT0000076927,AST000053,2026-05-04 06:00:00,610.457,29.897,3.217,60.0658,WARNING
AT0000076928,AST000053,2026-05-04 07:00:00,777.792,40.080,0.954,59.9356,NORMAL
AT0000076929,AST000053,2026-05-04 08:00:00,650.316,33.145,2.923,59.9778,TRIP
AT0000076930,AST000053,2026-05-04 09:00:00,453.697,33.751,1.794,59.9181,NORMAL
AT0000076931,AST000053,2026-05-04 10:00:00,1032.470,40.720,3.973,60.0291,NORMAL
AT0000076932,AST000053,2026-05-04 11:00:00,1236.039,37.078,4.572,60.0155,NORMAL
AT0000076933,AST000053,2026-05-04 12:00:00,867.023,28.142,2.888,59.9990,normal 
AT0000076934,AST000053,2026-05-04 13:00:00,802.649,36.748,4.003,59.9649,NORMAL
AT0000076935,AST000053,2026-05-04 14:00:00,812.970,37.273,3.007,59.9555,normal 
AT0000076936,AST000053,2026-05-04 15:00:00,667.462,39.514,2.370,59.9741,TRIP
AT0000076937,AST000053,2026-05-04 16:00:00,797.892,34.163,3.315,59.9431,NORMAL
AT0000076938,AST000053,2026-05-04 17:00:00,1048.105,42.833,2.907,59.9847,normal 
AT0000076939,AST000053,2026-05-04 18:00:00,1498.864,35.651,3.524,60.0575,NORMAL
AT0000076940,AST000053,2026-05-04 19:00:00,1524.950,23.665,3.301,59.9568,normal 
AT0000076941,AST000053,2026-05-04 20:00:00,786.111,32.317,3.627,60.0054,normal 
AT0000076942,AST000053,2026-05-04 21:00:00,148.450,24.526,3.905,60.0233,normal 
AT0000076943,AST000053,2026-05-04 22:00:00,657.550,30.949,1.665,59.9671,NORMAL
AT0000076944,AST000053,2026-05-04 23:00:00,1304.418,32.111,2.652,59.9734,NORMAL
AT0000076945,AST000053,2026-05-05 00:00:00,862.498,34.180,4.996,60.0492,NORMAL
AT0000076946,AST000053,2026-05-05 01:00:00,707.180,36.402,1.797,60.0187,NORMAL
AT0000076947,AST000053,2026-05-05 02:00:00,1040.276,37.295,4.216,59.9739,NORMAL
AT0000076948,AST000053,2026-05-05 03:00:00,1074.810,33.446,3.323,59.9884,NORMAL
AT0000076949,AST000053,2026-05-05 04:00:00,1372.767,30.458,4.164,59.9541,normal 
AT0000076950,AST000053,2026-05-05 05:00:00,774.460,35.882,2.863,59.9982,TRIP
