transaction_id,account_id,card_id,merchant_id,transaction_ts,transaction_type,channel,direction,amount,currency,transaction_status,description,source_system,ingestion_batch_id,transaction_date
T00002809,A000143,,,2026-04-15 02:21:00,ACH,Api,debit,319.47,GBP,Pending,Purchase,core_banking,BATCH_20260602_A,2026-04-15
T00002810,A000102,,,,INTEREST,Branch,credit,182.78,EUR,Posted,Transfer,branch_teller,BATCH_20260602_A,
T00002811,A000009,CRD000013,M0042,2026-02-11 18:51:00,POS,Online,debit,422.36,USD,Posted,Purchase,branch_teller,BATCH_20260602_A,2026-02-11
T00002812,A000138,,,,ACH,Atm,debit,40.34,USD,Posted,Bill Pay,core_banking,BATCH_20260601_A,
T00002813,A000186,CRD000110,M0078,,POS,Branch,debit,56.6,INR,Posted,Bill Pay,core_banking,BATCH_20260601_B,
T00002814,A000078,,M0004,,POS,Api,debit,222.1,GBP,Failed,Purchase,mobile_app,BATCH_20260601_B,
T00002815,A000136,,,2026-01-23 01:07:00,ACH,Card,debit,78.33,CAD,Reversed,Transfer,branch_teller,BATCH_20260601_A,2026-01-23
T00002816,A000210,CRD000045,M0015,2026-02-19 06:33:00,POS,Online,debit,119.47,INR,Posted,Bill Pay,branch_teller,BATCH_20260602_A,2026-02-19
T00002817,A000027,CRD000043,M0057,,POS,Api,debit,56.18,INR,Posted,Transfer,branch_teller,BATCH_20260601_A,
T00002818,A000174,CRD000148,M0024,,POS,Card,debit,49.84,USD,Failed,Transfer,core_banking,BATCH_20260602_A,
T00002819,A000018,,,2026-05-01 07:00:00,ATM,Online,debit,164.49,CAD,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,2026-05-01
T00002820,A000092,,,,PAYROLL,Online,credit,439.65,INR,Posted,Direct Deposit,card_processor,BATCH_20260602_A,
T00002821,A000011,CRD000043,M0056,2026-04-30 05:36:00,POS,Api,debit,181.89,EUR,Pending,Transfer,branch_teller,BATCH_20260602_A,2026-04-30
T00002822,A000171,,,,INTEREST,Mobile,credit,352.1,INR,Posted,Monthly Fee,card_processor,BATCH_20260602_A,
T00002823,A999999,,M0026,2026-02-20 19:59:00,REFUND,Branch,credit,296.61,USD,Posted,Purchase,mobile_app,BATCH_20260601_A,2026-02-20
T00002824,A000187,CRD000122,M0010,2026-02-21 14:50:00,POS,Online,debit,213.08,CAD,Posted,Transfer,mobile_app,BATCH_20260601_B,2026-02-21
T00002825,A000051,,,,INTEREST,Online,credit,26.5,INR,Failed,Bill Pay,branch_teller,BATCH_20260602_A,
T00002826,A000073,CRD000153,M0072,,POS,Mobile,debit,220.25,USD,Posted,Direct Deposit,branch_teller,BATCH_20260601_A,
T00002827,A000120,,,,FEE,Mobile,debit,29.26,INR,Failed,Bill Pay,mobile_app,BATCH_20260601_A,
T00002828,A000193,,,2026-04-10 07:12:00,PAYROLL,Online,credit,123.87,EUR,Pending,Direct Deposit,mobile_app,BATCH_20260601_A,2026-04-10
T00002829,A000174,,,2026-03-14 17:10:00,ACH,Online,debit,30.49,EUR,Posted,Direct Deposit,core_banking,BATCH_20260602_A,2026-03-14
T00002830,A000145,,,2026-04-03 11:07:00,ACH,Online,debit,13.53,EUR,Posted,Bill Pay,branch_teller,BATCH_20260601_A,2026-04-03
T00002831,A000008,CRD000180,M0058,,POS,Online,debit,52.57,EUR,Pending,Transfer,branch_teller,BATCH_20260601_B,
T00002832,A000051,,,,ACH,Online,debit,131.43,INR,Failed,Monthly Fee,mobile_app,BATCH_20260602_A,
T00002833,A000178,,,,INTEREST,Api,credit,56.2,USD,Failed,Direct Deposit,card_processor,BATCH_20260602_A,
T00002834,A000172,,,2026-02-17 14:44:00,FEE,Online,debit,37.6,USD,Posted,Cash Withdrawal,core_banking,BATCH_20260601_A,2026-02-17
T00002835,A000210,,,,ACH,Api,debit,409.31,INR,Reversed,Transfer,card_processor,BATCH_20260601_A,
T00002836,A000208,,,,ATM,Mobile,debit,234.44,CAD,Failed,Cash Withdrawal,mobile_app,BATCH_20260601_A,
T00002837,A000125,,,2026-04-10 03:30:00,FEE,Api,debit,9.19,USD,Pending,Transfer,core_banking,BATCH_20260602_A,2026-04-10
T00002838,A000008,,,,ACH,Atm,debit,1.12,EUR,Failed,Direct Deposit,branch_teller,BATCH_20260601_A,
T00002839,A000080,CRD000060,M0059,,POS,Atm,debit,85.41,GBP,Posted,Direct Deposit,card_processor,BATCH_20260601_B,
T00002840,A000198,CRD000175,M0019,,POS,Mobile,debit,40.45,GBP,Failed,Cash Withdrawal,core_banking,BATCH_20260601_A,
T00002841,A999999,,,,WIRE,Atm,debit,1746.3,USD,Failed,Cash Withdrawal,branch_teller,BATCH_20260601_B,
T00002842,A000199,,M0050,,REFUND,Online,credit,95.81,INR,Pending,Purchase,mobile_app,BATCH_20260601_A,
T00002843,A000070,,,2026-01-08 22:14:00,ACH,Mobile,debit,158.05,EUR,Failed,Direct Deposit,core_banking,BATCH_20260602_A,2026-01-08
T00002844,A000033,,,,FEE,Online,debit,36.83,USD,Reversed,Purchase,mobile_app,BATCH_20260601_A,
T00002845,A000190,,,2026-05-26 03:22:00,ACH,Online,debit,92.54,INR,Posted,Bill Pay,branch_teller,BATCH_20260602_A,2026-05-26
T00002846,A000178,,M0028,,REFUND,Atm,credit,30.14,USD,Reversed,Monthly Fee,branch_teller,BATCH_20260601_A,
T00002847,A000061,,,2026-05-04 20:33:00,WIRE,Card,debit,1408.25,INR,Pending,Transfer,core_banking,BATCH_20260601_B,2026-05-04
T00002848,A000052,,,,WIRE,Api,debit,946.7,USD,Failed,Cash Withdrawal,branch_teller,BATCH_20260602_A,
T00002849,A000201,,,2026-01-22 15:42:00,ACH,Atm,debit,13.95,USD,Posted,Cash Withdrawal,card_processor,BATCH_20260601_A,2026-01-22
T00002850,A000188,CRD000108,M0001,2026-05-30 08:06:00,POS,Online,debit,32.63,GBP,Reversed,Monthly Fee,branch_teller,BATCH_20260602_A,2026-05-30
T00002851,A000124,,,,ACH,Api,debit,198.28,CAD,Posted,Monthly Fee,core_banking,BATCH_20260601_B,
T00002852,A000107,,,,FEE,Card,debit,16.37,INR,Posted,Purchase,branch_teller,BATCH_20260601_B,
T00002853,A000020,,,2026-05-18 19:20:00,ACH,Branch,debit,397.61,USD,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,2026-05-18
T00002854,A000173,,,2026-04-28 09:35:00,FEE,Branch,debit,14.48,CAD,Failed,Transfer,core_banking,BATCH_20260601_B,2026-04-28
T00002855,A000122,,,2026-02-04 09:45:00,WIRE,Card,debit,231.75,USD,Posted,Purchase,mobile_app,BATCH_20260601_A,2026-02-04
T00002856,A000142,,,,ATM,Mobile,debit,143.24,EUR,Posted,Bill Pay,card_processor,BATCH_20260602_A,
T00002857,A000157,,,,ACH,Online,debit,598.4,USD,Posted,Monthly Fee,mobile_app,BATCH_20260601_B,
T00002858,A000003,,,2026-04-05 21:08:00,ACH,Api,debit,12.91,EUR,Failed,Cash Withdrawal,core_banking,BATCH_20260601_B,2026-04-05
T00002859,A000215,CRD000131,M0055,2026-05-05 21:07:00,POS,Online,debit,224.96,USD,Reversed,Monthly Fee,core_banking,BATCH_20260601_A,2026-05-05
T00002860,A000072,,,,PAYROLL,Api,credit,312.42,INR,Posted,Purchase,branch_teller,BATCH_20260601_A,
T00002861,A000013,,,2026-04-24 12:00:00,WIRE,Atm,debit,1170.15,EUR,Posted,Direct Deposit,mobile_app,BATCH_20260602_A,2026-04-24
T00002862,A000119,CRD000126,M0047,2026-01-09 06:32:00,POS,Branch,debit,54.36,USD,Posted,Cash Withdrawal,branch_teller,BATCH_20260601_B,2026-01-09
T00002863,A000162,,,2026-01-02 15:18:00,ACH,Api,debit,355.65,GBP,Failed,Purchase,branch_teller,BATCH_20260601_A,2026-01-02
T00002864,A000082,CRD000093,M0075,,POS,Mobile,debit,444.88,CAD,Posted,Monthly Fee,card_processor,BATCH_20260602_A,
T00002865,A000085,,,,ATM,Api,debit,89.88,GBP,Posted,Bill Pay,core_banking,BATCH_20260601_A,
T00002866,A000196,,,2026-05-17 22:24:00,ACH,Online,debit,316.79,INR,Pending,Monthly Fee,core_banking,BATCH_20260602_A,2026-05-17
T00002867,A000065,CRD000010,M0064,2026-01-29 07:52:00,POS,Online,debit,208.34,GBP,Pending,Cash Withdrawal,mobile_app,BATCH_20260602_A,2026-01-29
T00002868,A000074,,,2026-04-16 01:22:00,WIRE,Online,debit,313.85,CAD,Posted,Bill Pay,branch_teller,BATCH_20260601_A,2026-04-16
T00002869,A000116,CRD000155,M0076,,POS,Online,debit,388.68,GBP,Failed,Cash Withdrawal,core_banking,BATCH_20260602_A,
T00002870,A000218,,,2026-02-21 13:34:00,ACH,Branch,debit,130.83,GBP,Reversed,Direct Deposit,branch_teller,BATCH_20260602_A,2026-02-21
T00002871,A000060,,M0077,,REFUND,Online,credit,427.57,USD,Failed,Monthly Fee,core_banking,BATCH_20260601_B,
T00002872,A000186,,,2026-02-05 08:56:00,WIRE,Mobile,debit,822.05,INR,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_B,2026-02-05
T00002873,A000037,CRD000105,M0016,2026-04-16 17:19:00,POS,Api,debit,76.62,GBP,Failed,Cash Withdrawal,mobile_app,BATCH_20260601_B,2026-04-16
T00002874,A000057,,,,INTEREST,Api,credit,770.55,GBP,Pending,Cash Withdrawal,card_processor,BATCH_20260602_A,
T00002875,A000112,,M0079,2026-03-12 08:02:00,REFUND,Mobile,credit,30.93,GBP,Reversed,Transfer,core_banking,BATCH_20260601_B,2026-03-12
T00002876,A000020,,,,ACH,Online,debit,44.28,USD,Posted,Transfer,core_banking,BATCH_20260601_B,
T00002877,A000124,,,2026-02-07 20:15:00,PAYROLL,Card,credit,271.05,CAD,Posted,Monthly Fee,branch_teller,BATCH_20260601_A,2026-02-07
T00002878,A000166,,,2026-02-01 00:37:00,ATM,Online,debit,71.28,USD,Posted,Monthly Fee,branch_teller,BATCH_20260601_B,2026-02-01
T00002879,A000139,CRD000112,M0010,,POS,Online,debit,151.43,EUR,Posted,Purchase,mobile_app,BATCH_20260601_A,
T00002880,A000220,,,2026-04-26 15:54:00,WIRE,Mobile,debit,690.4,CAD,Posted,Bill Pay,branch_teller,BATCH_20260601_B,2026-04-26
T00002881,A000013,,,,PAYROLL,Card,credit,159.5,EUR,Posted,Transfer,card_processor,BATCH_20260601_B,
T00002882,A000139,CRD000045,M0023,,POS,Mobile,debit,33.6,EUR,Failed,Monthly Fee,mobile_app,BATCH_20260601_A,
T00002883,A000127,CRD000011,M0032,,POS,Atm,debit,565.64,CAD,Failed,Purchase,core_banking,BATCH_20260601_B,
T00002884,A000032,,,,PAYROLL,Mobile,credit,246.91,GBP,Pending,Purchase,mobile_app,BATCH_20260601_B,
T00002885,A000171,,,2026-03-07 21:15:00,ATM,Online,debit,64.98,INR,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,2026-03-07
T00002886,A000033,CRD000062,M0054,,POS,Online,debit,56.36,EUR,Posted,Transfer,card_processor,BATCH_20260602_A,
T00002887,A000218,,,,ACH,Api,debit,31.38,GBP,Posted,Cash Withdrawal,branch_teller,BATCH_20260601_B,
T00002888,A000097,,,2026-04-28 07:55:00,PAYROLL,Atm,credit,146.68,EUR,Failed,Direct Deposit,mobile_app,BATCH_20260601_A,2026-04-28
T00002889,A000204,CRD000157,M0016,2026-01-17 14:18:00,POS,Atm,debit,92.6,USD,Reversed,Bill Pay,mobile_app,BATCH_20260601_A,2026-01-17
T00002890,A000101,CRD000072,M0031,,POS,Atm,debit,545.92,INR,Pending,Monthly Fee,branch_teller,BATCH_20260601_A,
T00002891,A000127,,M0014,2026-01-31 05:27:00,POS,Atm,debit,827.72,CAD,Failed,Monthly Fee,core_banking,BATCH_20260601_A,2026-01-31
T00002892,A000189,,,,WIRE,Atm,debit,131.15,EUR,Posted,Monthly Fee,core_banking,BATCH_20260601_A,
T00002893,A000041,,,2026-02-09 22:32:00,PAYROLL,Mobile,credit,243.92,EUR,Reversed,Cash Withdrawal,branch_teller,BATCH_20260601_A,2026-02-09
T00002894,A000121,,,,ACH,Online,debit,257.74,EUR,Posted,Monthly Fee,mobile_app,BATCH_20260601_B,
T00002895,A000218,,,,ATM,Branch,debit,236.19,GBP,Failed,Bill Pay,mobile_app,BATCH_20260601_B,
T00002896,A000152,,,2026-03-07 15:00:00,PAYROLL,Card,credit,580.65,EUR,Posted,Transfer,core_banking,BATCH_20260601_A,2026-03-07
T00002897,A000214,,,,PAYROLL,Online,credit,397.84,INR,Pending,Bill Pay,core_banking,BATCH_20260602_A,
T00002898,A000188,,M0061,2026-04-29 12:15:00,REFUND,Branch,credit,207.1,GBP,Posted,Cash Withdrawal,core_banking,BATCH_20260601_B,2026-04-29
T00002899,A000067,,,,INTEREST,Atm,credit,46.75,EUR,Reversed,Direct Deposit,card_processor,BATCH_20260601_B,
T00002900,A000106,,M0061,,REFUND,Card,credit,196.43,USD,Failed,Transfer,mobile_app,BATCH_20260602_A,
T00002901,A000199,,,,ACH,Online,debit,161.78,INR,Posted,Cash Withdrawal,core_banking,BATCH_20260602_A,
T00002902,A000157,,,2026-05-15 18:45:00,WIRE,Online,debit,1012.95,USD,Posted,Cash Withdrawal,card_processor,BATCH_20260601_A,2026-05-15
T00002903,A000174,,,,WIRE,Api,debit,724.83,EUR,Pending,Purchase,core_banking,BATCH_20260602_A,
T00002904,A000190,,M0056,2026-04-03 11:50:00,REFUND,Mobile,credit,101.91,INR,Failed,Direct Deposit,card_processor,BATCH_20260601_B,2026-04-03
T00002905,A000058,CRD000157,M0051,2026-04-15 15:00:00,POS,Branch,debit,334.18,EUR,Posted,Direct Deposit,card_processor,BATCH_20260602_A,2026-04-15
T00002906,A000014,,,,PAYROLL,Mobile,credit,35.39,GBP,Failed,Direct Deposit,card_processor,BATCH_20260601_A,
T00002907,A000189,,,,PAYROLL,Online,credit,72.38,EUR,Failed,Purchase,mobile_app,BATCH_20260601_B,
T00002908,A000061,,,2026-02-06 11:08:00,WIRE,Mobile,debit,870.75,EUR,Posted,Cash Withdrawal,card_processor,BATCH_20260601_B,2026-02-06
T00002909,A000148,,,2026-02-15 16:03:00,FEE,Card,debit,25.96,EUR,Posted,Bill Pay,mobile_app,BATCH_20260601_B,2026-02-15
T00002910,A000102,,,2026-03-30 03:08:00,FEE,Online,debit,28.57,EUR,Posted,Purchase,branch_teller,BATCH_20260601_A,2026-03-30
T00002911,A000194,CRD000108,M0064,2026-01-14 07:02:00,POS,Online,debit,599.86,EUR,Failed,Direct Deposit,core_banking,BATCH_20260601_A,2026-01-14
T00002912,A000004,CRD000034,M0058,,POS,Online,debit,566.17,EUR,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_B,
T00002913,A000095,CRD000078,M0004,2026-03-15 13:13:00,POS,Atm,debit,35.46,EUR,Posted,Direct Deposit,card_processor,BATCH_20260602_A,2026-03-15
T00002914,A000117,,,,WIRE,Atm,debit,3560.96,EUR,Failed,Monthly Fee,core_banking,BATCH_20260602_A,
T00002915,A000201,,,,ATM,Branch,debit,250.36,CAD,Posted,Monthly Fee,branch_teller,BATCH_20260602_A,
T00002916,A000170,,,,INTEREST,Api,credit,12.24,CAD,Reversed,Direct Deposit,mobile_app,BATCH_20260601_B,
T00002917,A999999,,,2026-04-27 12:00:00,FEE,Api,debit,21.5,CAD,Reversed,Monthly Fee,branch_teller,BATCH_20260601_A,2026-04-27
T00002918,A000130,,,2026-01-15 06:29:00,PAYROLL,Api,credit,58.88,USD,Posted,Transfer,branch_teller,BATCH_20260601_A,2026-01-15
T00002919,A000098,,M0043,,REFUND,Branch,credit,63.31,CAD,Pending,Direct Deposit,branch_teller,BATCH_20260601_A,
T00002920,A000176,,M0003,,POS,Mobile,debit,17.25,USD,Posted,Direct Deposit,core_banking,BATCH_20260601_B,
T00002921,A000012,,,,FEE,Api,debit,36.74,EUR,Failed,Cash Withdrawal,branch_teller,BATCH_20260602_A,
T00002922,A000204,CRD000017,M0017,2026-04-05 23:00:00,POS,Atm,debit,249.46,USD,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_A,2026-04-05
T00002923,A000071,CRD000171,M0070,,POS,Card,debit,90.54,INR,Reversed,Monthly Fee,mobile_app,BATCH_20260601_A,
T00002924,A000089,CRD000063,M0055,2026-01-25 15:11:00,POS,Api,debit,241.88,INR,Reversed,Purchase,mobile_app,BATCH_20260602_A,2026-01-25
T00002925,A000185,CRD000138,M0062,,POS,Api,debit,495.79,USD,Pending,Bill Pay,card_processor,BATCH_20260602_A,
T00002926,A000142,,,2026-04-17 10:21:00,WIRE,Card,debit,543.85,EUR,Pending,Direct Deposit,card_processor,BATCH_20260601_B,2026-04-17
T00002927,A000096,CRD000174,M0040,,POS,Branch,debit,659.05,INR,Posted,Purchase,core_banking,BATCH_20260602_A,
T00002928,A000121,CRD000161,M0012,,POS,Card,debit,96.94,EUR,Posted,Cash Withdrawal,branch_teller,BATCH_20260601_A,
T00002929,A000047,CRD000129,M0004,,POS,Card,debit,521.1,USD,Posted,Direct Deposit,mobile_app,BATCH_20260601_A,
T00002930,A000146,,,,INTEREST,Api,credit,545.52,EUR,Failed,Purchase,card_processor,BATCH_20260601_B,
T00002931,A000028,,,,FEE,Online,debit,28.76,CAD,Failed,Purchase,mobile_app,BATCH_20260601_B,
T00002932,A000021,,,,ACH,Branch,debit,343.41,INR,Posted,Purchase,mobile_app,BATCH_20260601_B,
T00002933,A000186,CRD000042,M0022,,POS,Online,debit,686.83,INR,Posted,Cash Withdrawal,card_processor,BATCH_20260601_B,
T00002934,A000010,,,2026-01-03 01:39:00,ACH,Online,debit,515.09,USD,Failed,Direct Deposit,core_banking,BATCH_20260601_A,2026-01-03
T00002935,A000115,CRD000153,M0076,2026-05-12 01:41:00,POS,Online,debit,235.74,INR,Posted,Direct Deposit,mobile_app,BATCH_20260602_A,2026-05-12
T00002936,A000043,,,,INTEREST,Branch,credit,47.67,INR,Failed,Purchase,branch_teller,BATCH_20260601_A,
T00002937,A000025,,M0058,2026-02-22 21:03:00,REFUND,Card,credit,120.87,CAD,Reversed,Cash Withdrawal,core_banking,BATCH_20260601_A,2026-02-22
T00002938,A000177,,,2026-02-02 16:28:00,ACH,Atm,debit,255.53,USD,Posted,Bill Pay,card_processor,BATCH_20260601_B,2026-02-02
T00002939,A000039,CRD000031,M0044,2026-05-08 03:15:00,POS,Online,debit,58.8,EUR,Pending,Bill Pay,branch_teller,BATCH_20260602_A,2026-05-08
T00002940,A000057,,,,PAYROLL,Online,credit,264.99,GBP,Pending,Direct Deposit,mobile_app,BATCH_20260601_A,
T00002941,A000058,,,,PAYROLL,Atm,credit,394.96,EUR,Posted,Cash Withdrawal,branch_teller,BATCH_20260601_A,
T00002942,A000172,,,2026-05-10 23:52:00,PAYROLL,Branch,credit,102.25,USD,Posted,Transfer,mobile_app,BATCH_20260601_A,2026-05-10
T00002943,A000106,,,,ACH,Online,debit,202.1,USD,Posted,Bill Pay,card_processor,BATCH_20260601_A,
T00002944,A000075,CRD000106,M0052,2026-01-01 16:44:00,POS,Online,debit,111.64,GBP,Failed,Purchase,branch_teller,BATCH_20260602_A,2026-01-01
T00002945,A000030,,,,ACH,Branch,debit,1066.99,USD,Posted,Monthly Fee,card_processor,BATCH_20260601_B,
T00002946,A000080,,,,ACH,Online,debit,59.33,GBP,Pending,Monthly Fee,branch_teller,BATCH_20260601_A,
T00002947,A000212,,M0006,,REFUND,Online,credit,520.71,CAD,Reversed,Cash Withdrawal,core_banking,BATCH_20260601_B,
T00002948,A000008,CRD000118,M0065,,POS,Online,debit,122.98,EUR,Pending,Bill Pay,branch_teller,BATCH_20260601_A,
T00002949,A000024,,,2026-03-31 23:02:00,ACH,Mobile,debit,238.88,USD,Posted,Direct Deposit,core_banking,BATCH_20260602_A,2026-03-31
T00002950,A000179,,,,INTEREST,Atm,credit,87.11,GBP,Posted,Direct Deposit,core_banking,BATCH_20260602_A,
T00002951,A000138,CRD000013,M0027,2026-03-30 03:02:00,POS,Online,debit,493.42,USD,Pending,Direct Deposit,branch_teller,BATCH_20260602_A,2026-03-30
T00002952,A999999,CRD000168,M0056,,POS,Atm,debit,56.25,INR,Pending,Cash Withdrawal,mobile_app,BATCH_20260601_B,
T00002953,A000043,,,2026-01-13 09:35:00,FEE,Api,debit,30.13,INR,Failed,Direct Deposit,mobile_app,BATCH_20260602_A,2026-01-13
T00002954,A000188,CRD000093,M0063,,POS,Branch,debit,152.37,GBP,Posted,Direct Deposit,card_processor,BATCH_20260601_A,
T00002955,A000070,,M0024,2026-01-12 02:38:00,POS,Card,debit,283.19,EUR,Reversed,Monthly Fee,branch_teller,BATCH_20260601_B,2026-01-12
T00002956,A000078,CRD000063,M0061,,POS,Card,debit,10.78,INR,Pending,Monthly Fee,branch_teller,BATCH_20260602_A,
T00002957,A000017,CRD000087,M0040,,POS,Atm,debit,244.64,GBP,Posted,Bill Pay,card_processor,BATCH_20260601_B,
T00002958,A000036,,,2026-02-20 06:21:00,PAYROLL,Card,credit,449.01,CAD,Posted,Cash Withdrawal,card_processor,BATCH_20260602_A,2026-02-20
T00002959,A000105,,,2026-04-01 10:28:00,PAYROLL,Online,credit,619.34,GBP,Failed,Monthly Fee,mobile_app,BATCH_20260601_B,2026-04-01
T00002960,A000104,,,,ATM,Card,debit,24.09,USD,Failed,Monthly Fee,mobile_app,BATCH_20260602_A,
T00002961,A000030,,,,ACH,Online,debit,191.64,USD,Failed,Bill Pay,mobile_app,BATCH_20260601_B,
T00002962,A000122,,,2026-04-03 12:56:00,WIRE,Branch,debit,1454.48,USD,Failed,Cash Withdrawal,core_banking,BATCH_20260601_A,2026-04-03
T00002963,A000202,,,,ACH,Online,debit,16.51,INR,Failed,Monthly Fee,core_banking,BATCH_20260601_A,
T00002964,A000033,,,,INTEREST,Atm,credit,417.81,EUR,Reversed,Purchase,branch_teller,BATCH_20260601_B,
T00002965,A000078,,,2026-01-04 17:28:00,WIRE,Online,debit,1313.04,INR,Failed,Monthly Fee,core_banking,BATCH_20260601_A,2026-01-04
T00002966,A000113,,,,PAYROLL,Mobile,credit,193.22,EUR,Reversed,Bill Pay,card_processor,BATCH_20260601_A,
T00002967,A000155,,,,ACH,Api,debit,105.12,INR,Posted,Transfer,branch_teller,BATCH_20260602_A,
T00002968,A000213,,,,INTEREST,Atm,credit,79.24,EUR,Posted,Monthly Fee,core_banking,BATCH_20260601_B,
T00002969,A000196,,,2026-04-12 01:25:00,ATM,Mobile,debit,174.38,INR,Failed,Transfer,branch_teller,BATCH_20260601_A,2026-04-12
T00002970,A000220,CRD000089,M0014,2026-01-31 10:25:00,POS,Online,debit,79.76,USD,Posted,Transfer,branch_teller,BATCH_20260601_A,2026-01-31
T00002971,A000176,,,2026-02-25 18:15:00,ATM,Card,debit,31.43,USD,Posted,Cash Withdrawal,card_processor,BATCH_20260602_A,2026-02-25
T00002972,A000195,CRD000061,M0068,2026-01-11 14:43:00,POS,Online,debit,113.44,EUR,Posted,Purchase,card_processor,BATCH_20260601_A,2026-01-11
T00002973,A000036,CRD000134,M0060,,POS,Mobile,debit,87.98,USD,Posted,Purchase,mobile_app,BATCH_20260601_B,
T00002974,A000215,CRD000006,M0004,2026-05-25 16:21:00,POS,Api,debit,267.56,CAD,Pending,Direct Deposit,card_processor,BATCH_20260601_B,2026-05-25
T00002975,A000173,,,,ACH,Online,debit,158.16,CAD,Failed,Transfer,card_processor,BATCH_20260602_A,
T00002976,A000185,CRD000099,M0079,,POS,Mobile,debit,194.31,USD,Failed,Monthly Fee,card_processor,BATCH_20260601_B,
T00002977,A000192,,,2026-02-17 00:03:00,ATM,Card,debit,105.43,GBP,Failed,Purchase,branch_teller,BATCH_20260601_B,2026-02-17
T00002978,A000114,CRD000102,M0022,,POS,Online,debit,295.18,INR,Pending,Direct Deposit,core_banking,BATCH_20260601_A,
T00002979,A000028,,M0016,,REFUND,Api,credit,403.5,CAD,Failed,Monthly Fee,mobile_app,BATCH_20260601_A,
T00002980,A000026,,,2026-05-25 02:20:00,WIRE,Api,debit,1548.24,GBP,Posted,Monthly Fee,core_banking,BATCH_20260601_A,2026-05-25
T00002981,A000098,,,,ACH,Branch,debit,225.16,INR,Posted,Direct Deposit,branch_teller,BATCH_20260601_B,
T00002982,A000102,,,2026-05-01 19:02:00,ACH,Card,debit,354.47,EUR,Reversed,Direct Deposit,core_banking,BATCH_20260601_A,2026-05-01
T00002983,A000114,,,2026-03-11 11:37:00,ACH,Api,debit,83.22,INR,Reversed,Cash Withdrawal,mobile_app,BATCH_20260601_B,2026-03-11
T00002984,A000197,,,2026-02-10 19:32:00,ACH,Branch,debit,405.22,USD,Reversed,Bill Pay,card_processor,BATCH_20260601_B,2026-02-10
T00002985,A000139,,,,ACH,Api,debit,23.79,EUR,Posted,Monthly Fee,core_banking,BATCH_20260601_A,
T00002986,A000159,CRD000060,M0011,,POS,Online,debit,42.53,USD,Failed,Purchase,mobile_app,BATCH_20260601_A,
T00002987,A000157,CRD000046,M0001,2026-05-23 03:36:00,POS,Atm,debit,51.92,CAD,Posted,Monthly Fee,core_banking,BATCH_20260601_A,2026-05-23
T00002988,A000154,,,2026-04-12 08:02:00,ACH,Api,debit,59.87,GBP,Posted,Monthly Fee,core_banking,BATCH_20260601_B,2026-04-12
T00002989,A000168,,,,ACH,Branch,debit,240.75,INR,Failed,Direct Deposit,core_banking,BATCH_20260601_A,
T00002990,A000041,,,,WIRE,Card,debit,848.64,EUR,Posted,Transfer,mobile_app,BATCH_20260601_B,
T00002991,A000204,,,2026-02-21 08:48:00,INTEREST,Atm,credit,48.15,USD,Posted,Direct Deposit,mobile_app,BATCH_20260601_B,2026-02-21
T00002992,A000185,,,2026-03-27 15:09:00,ATM,Branch,debit,651.79,USD,Failed,Bill Pay,card_processor,BATCH_20260602_A,2026-03-27
T00002993,A000100,,,2026-01-12 03:47:00,ATM,Atm,debit,165.63,CAD,Posted,Bill Pay,card_processor,BATCH_20260601_B,2026-01-12
T00002994,A000069,,,2026-04-20 13:24:00,INTEREST,Api,credit,92.08,EUR,Posted,Purchase,mobile_app,BATCH_20260601_B,2026-04-20
T00002995,A000050,,,2026-03-13 23:50:00,WIRE,Mobile,debit,822.3000000000001,EUR,Posted,Transfer,branch_teller,BATCH_20260602_A,2026-03-13
T00002996,A000069,,,2026-01-13 13:59:00,WIRE,Online,debit,2374.0,EUR,Posted,Transfer,mobile_app,BATCH_20260601_A,2026-01-13
T00002997,A000178,,M0064,2026-01-06 15:58:00,REFUND,Branch,credit,66.39,USD,Pending,Transfer,card_processor,BATCH_20260601_A,2026-01-06
T00002998,A000108,,M0038,2026-04-08 18:10:00,REFUND,Online,credit,20.68,INR,Posted,Transfer,card_processor,BATCH_20260602_A,2026-04-08
T00002999,A000050,CRD000171,M0020,,POS,Branch,debit,66.85,EUR,Reversed,Transfer,branch_teller,BATCH_20260602_A,
T00003000,A000163,,,,FEE,Online,debit,31.4,CAD,Posted,Monthly Fee,card_processor,BATCH_20260601_B,
T00003001,A000008,,M0034,,REFUND,Api,credit,10.41,EUR,Pending,Direct Deposit,mobile_app,BATCH_20260602_A,
T00003002,A000140,CRD000090,M0048,2026-05-29 21:49:00,POS,Atm,debit,115.87,USD,Reversed,Direct Deposit,branch_teller,BATCH_20260601_B,2026-05-29
T00003003,A000204,CRD000163,M0028,,POS,Branch,debit,210.27,USD,Pending,Monthly Fee,mobile_app,BATCH_20260601_B,
T00003004,A000033,,,,ACH,Online,debit,888.77,EUR,Posted,Purchase,core_banking,BATCH_20260602_A,
T00003005,A000183,,,,WIRE,Card,debit,739.68,GBP,Posted,Monthly Fee,mobile_app,BATCH_20260601_A,
T00003006,A000202,,,,ATM,Online,debit,493.58,INR,Posted,Transfer,core_banking,BATCH_20260602_A,
