return_id,original_transaction_id,transaction_line_id,store_id,product_id,return_date,return_qty,refund_amount,return_reason,return_status
RET00000490,TXN000001787,TL0000006236,STR0002,SKU0000458,2026-06-10,2.0,0.0,Changed Mind,Completed
RET00000491,TXN000001199,TL0000004156,STR0006,SKU0000114,2026-04-24,1.0,0.0,Changed Mind,Completed
RET00000492,TXN000007378,TL0000025829,STR0019,SKU0000433,2026-05-21,,0.0,Damaged,Completed
RET00000493,TXN000006542,TL0000022953,STR0008,SKU0000565,2026-05-12,1.0,0.0,Wrong Item,Rejected
RET00000494,TXN000001998,TL0000006977,STR0009,SKU0000353,2026-06-07,3.0,0.0,Defective,Pending
RET00000495,TXN000000603,TL0000002082,STR0004,SKU0000464,2026-05-14,2.0,46.54,Wrong Item,Completed
RET00000496,TXN000005282,TL0000018531,STR0014,SKU0000348,2026-04-15,2.0,0.0,Price Adjustment,Completed
RET00000497,TXN000000051,TL0000000153,STR0021,SKU0000060,2026-05-29,,114.89,Changed Mind,Completed
RET00000498,TXN000006719,TL0000023561,STR0020,SKU0000378,2026-05-28,3.0,0.0,Defective,Completed
RET00000499,TXN000004704,TL0000016445,STR0017,SKU0000525,2026-04-30,1.0,85.85,Defective,Completed
RET00000500,TXN000005939,TL0000020868,STR0009,SKU0000407,2026-05-06,,0.0,Price Adjustment,Pending
RET00000501,TXN000004510,TL0000015757,STR0001,SKU0000118,2026-04-19,1.0,0.0,Defective,Rejected
RET00000502,TXN000001866,TL0000006503,STR0007,SKU0000239,2026-05-08,1.0,0.0,Damaged,Completed
RET00000503,TXN000007445,TL0000026059,STR0018,SKU0000380,2026-04-16,1.0,0.0,Wrong Item,Pending
RET00000504,TXN000005664,TL0000019893,STR0019,SKU0000155,2026-04-30,2.0,0.0,Damaged,Completed
RET00000505,TXN000006411,TL0000022517,STR0001,SKU0000322,2026-04-26,1.0,197.87,Price Adjustment,Rejected
RET00000506,TXN000004301,TL0000015004,STR0023,SKU0000552,2026-04-17,1.0,0.0,Changed Mind,Pending
RET00000507,TXN000000695,TL0000002417,STR0023,SKU0000364,2026-05-12,2.0,34.4,Wrong Item,Rejected
RET00000508,TXN000005957,TL0000020924,STR0009,SKU0000159,2026-05-24,3.0,0.0,Price Adjustment,Completed
RET00000509,TXN000002708,TL0000009355,STR0011,SKU0000019,2026-04-14,1.0,0.0,Price Adjustment,Completed
RET00000510,TXN000004812,TL0000016852,STR0013,SKU0000490,2026-05-01,1.0,85.98,Defective,Pending
RET00000511,TXN000003205,TL0000011087,STR0008,SKU0000545,2026-04-26,,0.0,Defective,Completed
RET00000512,TXN000007057,TL0000024682,STR0024,SKU0000188,2026-04-27,,0.0,Price Adjustment,Rejected
RET00000513,TXN000003042,TL0000010538,STR0009,SKU0000098,2026-06-05,2.0,0.0,Defective,Completed
RET00000514,TXN000000120,TL0000000413,STR0024,SKU0000382,2026-04-05,1.0,0.0,Changed Mind,Completed
RET00000515,TXN000001616,TL0000005651,STR0019,SKU0000252,2026-06-07,,0.0,Defective,Completed
RET00000516,TXN000002462,TL0000008528,STR0009,SKU0000157,2026-04-05,3.0,0.0,Wrong Item,Completed
RET00000517,TXN000007841,TL0000027523,STR0004,SKU0000535,2026-04-12,1.0,67.51,Wrong Item,Completed
RET00000518,TXN000000798,TL0000002772,STR0015,SKU0000359,2026-05-25,2.0,104.06,Price Adjustment,Completed
RET00000519,TXN000006318,TL0000022215,STR0005,SKU0000259,2026-04-09,1.0,0.0,Wrong Item,Rejected
RET00000520,TXN000000345,TL0000001216,STR0012,SKU0000350,2026-05-27,1.0,0.0,Damaged,Completed
RET00000521,TXN000004701,TL0000016434,STR0018,SKU0000213,2026-04-08,1.0,137.38,Defective,Rejected
RET00000522,TXN000005226,TL0000018353,STR0014,SKU0000385,2026-05-06,,0.0,Damaged,Completed
RET00000523,TXN000002576,TL0000008925,STR0012,SKU0000109,2026-06-04,1.0,44.36,Price Adjustment,Rejected
RET00000524,TXN000002644,TL0000009161,STR0009,SKU0000527,2026-05-03,3.0,0.0,Changed Mind,Rejected
RET00000525,TXN000007702,TL0000026991,STR0013,SKU0000483,2026-05-19,,0.0,Changed Mind,Rejected
RET00000526,TXN000000412,TL0000001432,STR0010,SKU0000302,2026-04-10,2.0,0.0,Price Adjustment,Completed
RET00000527,TXN000004720,TL0000016497,STR0025,SKU0000215,2026-06-01,2.0,0.0,Changed Mind,Completed
RET00000528,TXN000004032,TL0000014071,STR0016,SKU0000192,2026-05-28,1.0,0.0,Changed Mind,Completed
RET00000529,TXN000003937,TL0000013724,STR0019,SKU0000510,2026-05-29,,0.0,Wrong Item,Completed
RET00000530,TXN000007577,TL0000026562,STR0013,SKU0000323,2026-05-10,,0.0,Changed Mind,Completed
RET00000531,TXN000004080,TL0000014252,STR0003,SKU0000364,2026-06-01,1.0,90.12,Price Adjustment,Completed
RET00000532,TXN000006043,TL0000021261,STR0012,SKU0000346,2026-05-28,2.0,0.0,Defective,Pending
RET00000533,TXN000006298,TL0000022144,STR0013,SKU0000094,2026-05-15,,0.0,Wrong Item,Rejected
RET00000534,TXN000000619,TL0000002137,STR0003,SKU0000520,2026-04-18,,0.0,Changed Mind,Pending
RET00000535,TXN000001811,TL0000006316,STR0018,SKU0000256,2026-04-28,,134.6,Changed Mind,Rejected
RET00000536,TXN000003805,TL0000013252,STR0008,SKU0000282,2026-04-06,2.0,0.0,Changed Mind,Completed
RET00000537,TXN000003249,TL0000011238,STR0009,SKU0000352,2026-04-12,,0.0,Damaged,Pending
RET00000538,TXN000002049,TL0000007140,STR0018,SKU0000462,2026-05-27,1.0,0.0,Changed Mind,Rejected
RET00000539,TXN000004848,TL0000016996,STR0020,SKU0000312,2026-04-23,3.0,0.0,Wrong Item,Rejected
RET00000540,TXN000007599,TL0000026646,STR0012,SKU0000149,2026-05-05,1.0,96.96,Changed Mind,Rejected
RET00000541,TXN000004692,TL0000016406,STR0022,SKU0000244,2026-05-22,,0.0,Wrong Item,Pending
RET00000542,TXN000007308,TL0000025577,STR0009,SKU0000365,2026-04-28,1.0,151.35,Changed Mind,Pending
RET00000543,TXN000004922,TL0000017273,STR0017,SKU0000302,2026-06-08,1.0,0.0,Changed Mind,Rejected
RET00000544,TXN000005712,TL0000020080,STR0017,SKU0000526,2026-05-08,2.0,0.0,Changed Mind,Rejected
RET00000545,TXN000003877,TL0000013524,STR0002,SKU0000397,2026-04-08,,29.26,Damaged,Completed
RET00000546,TXN000003756,TL0000013066,STR0018,SKU0000556,2026-05-18,2.0,0.0,Changed Mind,Completed
RET00000547,TXN000002457,TL0000008512,STR0024,SKU0000005,2026-04-30,1.0,0.0,Defective,Completed
RET00000548,TXN000007153,TL0000025028,STR0009,SKU0000189,2026-04-10,2.0,98.93,Changed Mind,Completed
RET00000549,TXN000003448,TL0000011994,STR0024,SKU0000570,2026-05-28,3.0,131.05,Price Adjustment,Pending
RET00000550,TXN000002448,TL0000008485,STR0002,SKU0000160,2026-04-29,1.0,0.0,Defective,Pending
RET00000551,TXN000002885,TL0000009966,STR0014,SKU0000422,2026-05-02,3.0,0.0,Changed Mind,Completed
RET00000552,TXN000000430,TL0000001501,STR0001,SKU0000211,2026-04-19,,149.47,Defective,Completed
RET00000553,TXN000007529,TL0000026374,STR0019,SKU0000466,2026-05-11,2.0,0.0,Changed Mind,Rejected
RET00000554,TXN000001803,TL0000006292,STR0019,SKU0000548,2026-05-21,3.0,0.0,Changed Mind,Completed
RET00000555,TXN000003757,TL0000013072,STR0006,SKU0000197,2026-05-11,,147.84,Changed Mind,Completed
RET00000556,TXN000000891,TL0000003105,STR0002,SKU0000566,2026-06-03,1.0,0.0,Defective,Rejected
RET00000557,TXN000003409,TL0000011842,STR0011,SKU0000440,2026-04-09,,147.76,Price Adjustment,Completed
RET00000558,TXN000006567,TL0000023027,STR0009,SKU0000223,2026-05-07,1.0,0.0,Defective,Rejected
RET00000559,TXN000007072,TL0000024738,STR0024,SKU0000322,2026-04-12,2.0,0.0,Wrong Item,Completed
RET00000560,TXN000004598,TL0000016073,STR0020,SKU0000396,2026-05-30,2.0,0.0,Changed Mind,Pending
RET00000561,TXN000003967,TL0000013816,STR0022,SKU0000399,2026-04-09,2.0,0.0,Changed Mind,Completed
RET00000562,TXN000000674,TL0000002334,STR0003,SKU0000433,2026-05-14,2.0,0.0,Price Adjustment,Pending
RET00000563,TXN000006769,TL0000023727,STR0020,SKU0000365,2026-05-05,1.0,0.0,Price Adjustment,Pending
RET00000564,TXN000001508,TL0000005247,STR0017,SKU0000540,2026-06-07,,156.7,Price Adjustment,Completed
RET00000565,TXN000006186,TL0000021768,STR0005,SKU0000125,2026-06-07,2.0,0.0,Changed Mind,Completed
RET00000566,TXN_UNKNOWN,TL0000012011,STR0021,SKU0000321,2026-05-04,3.0,0.0,Changed Mind,Rejected
RET00000567,TXN000007929,TL0000027819,STR0013,SKU0000062,2026-06-08,1.0,0.0,Damaged,Pending
RET00000568,TXN000000492,TL0000001704,STR0013,SKU0000438,2026-05-26,,46.65,Wrong Item,Completed
RET00000569,TXN000007893,TL0000027690,STR0025,SKU0000262,2026-05-03,3.0,64.61,Price Adjustment,Rejected
RET00000570,TXN000001905,TL0000006639,STR0015,SKU0000535,2026-05-02,2.0,0.0,Wrong Item,Rejected
RET00000571,TXN000006635,TL0000023265,STR0008,SKU0000539,2026-04-29,,0.0,Changed Mind,Completed
RET00000572,TXN_UNKNOWN,TL0000014617,STR0013,SKU0000526,2026-06-07,3.0,14.23,Damaged,Pending
RET00000573,TXN000004469,TL0000015612,STR0016,SKU0000073,2026-05-13,2.0,0.0,Price Adjustment,Pending
RET00000574,TXN000000862,TL0000002994,STR0011,SKU0000425,2026-05-14,3.0,89.81,Wrong Item,Rejected
RET00000575,TXN000001561,TL0000005441,STR0006,SKU0000177,2026-05-10,,65.1,Changed Mind,Pending
RET00000576,TXN000006420,TL0000022547,STR0012,SKU0000377,2026-05-14,1.0,0.0,Defective,Completed
RET00000577,TXN000003832,TL0000013357,STR0007,SKU0000031,2026-04-22,,0.0,Price Adjustment,Rejected
RET00000578,TXN000003626,TL0000012627,STR0003,SKU0000057,2026-04-13,,0.0,Defective,Completed
RET00000579,TXN000000306,TL0000001057,STR0018,SKU0000005,2026-04-19,,0.0,Defective,Completed
RET00000580,TXN000005983,TL0000021023,STR0020,SKU0000556,2026-05-07,3.0,0.0,Price Adjustment,Completed
RET00000581,TXN000001954,TL0000006826,STR0009,SKU0000301,2026-04-23,3.0,20.67,Wrong Item,Completed
RET00000582,TXN000007270,TL0000025433,STR0023,SKU0000157,2026-04-27,3.0,0.0,Wrong Item,Rejected
RET00000583,TXN000001506,TL0000005242,STR0014,SKU0000508,2026-05-11,1.0,0.0,Wrong Item,Completed
RET00000584,TXN000004171,TL0000014564,STR0007,SKU0000022,2026-04-14,3.0,0.0,Wrong Item,Rejected
RET00000585,TXN000003364,TL0000011667,STR0012,SKU0000186,2026-05-29,1.0,2.34,Wrong Item,Completed
RET00000586,TXN000001735,TL0000006069,STR0008,SKU0000277,2026-04-24,,0.0,Defective,Completed
RET00000587,TXN000003488,TL0000012126,STR0007,SKU0000498,2026-05-20,1.0,167.27,Wrong Item,Rejected
RET00000588,TXN000005641,TL0000019807,STR0025,SKU0000119,2026-05-29,3.0,20.44,Damaged,Rejected
RET00000589,TXN000001804,TL0000006294,STR0004,SKU0000259,2026-04-13,1.0,94.41,Defective,Completed
RET00000590,TXN000001941,TL0000006771,STR0001,SKU0000355,2026-06-05,1.0,51.75,Price Adjustment,Rejected
RET00000591,TXN000003434,TL0000011944,STR0002,SKU0000413,2026-04-11,1.0,0.0,Damaged,Pending
RET00000592,TXN000007385,TL0000025850,STR0022,SKU0000262,2026-05-01,,0.0,Changed Mind,Rejected
RET00000593,TXN000007846,TL0000027544,STR0008,SKU0000323,2026-04-11,3.0,0.0,Wrong Item,Pending
RET00000594,TXN000001906,TL0000006644,STR0007,SKU0000128,2026-04-06,3.0,0.0,Changed Mind,Completed
RET00000595,TXN000003312,TL0000011467,STR0021,SKU0000497,2026-05-17,2.0,0.0,Defective,Completed
RET00000596,TXN000000073,TL0000000233,STR0021,SKU0000498,2026-04-25,2.0,197.57,Defective,Completed
RET00000597,TXN000001447,TL0000005045,STR0004,SKU0000194,2026-04-16,2.0,77.59,Wrong Item,Completed
RET00000598,TXN000006565,TL0000023023,STR0021,SKU0000501,2026-06-02,,0.0,Wrong Item,Pending
RET00000599,TXN000000502,TL0000001740,STR0022,SKU0000164,2026-06-08,2.0,0.0,Damaged,Pending
RET00000600,TXN000000992,TL0000003453,STR0022,SKU0000485,2026-04-22,1.0,0.0,Price Adjustment,Rejected
