transaction_id,store_id,register_id,associate_id,customer_id,transaction_ts,transaction_type,sales_channel,receipt_status,batch_id,transaction_date
TXN000004202,STR0017,REG028,ASC000130,CUST00001529,,SALE,Pickup,Voided,POS_C,
TXN000004203,STR0013,REG003,ASC000053,CUST00000119,,VOID,Pickup,Suspended,POS_A,
TXN000004204,STR0025,REG007,ASC000465,CUST00000245,2026-05-20 13:36:00,VOID,Pickup,Completed,POS_B,2026-05-20
TXN000004205,STR0010,REG004,ASC000064,,2026-04-19 06:57:00,SALE,Store,Completed,POS_A,2026-04-19
TXN000004206,STR0008,REG010,ASC000392,CUST00001714,2026-04-17 01:59:00,SALE,Store,Completed,POS_A,2026-04-17
TXN000004207,STR0003,REG022,ASC000067,,,SALE,Store,Completed,POS_C,
TXN000004208,STR0020,REG009,ASC000170,CUST00001736,,SALE,Store,Voided,POS_A,
TXN000004209,STR0018,REG017,ASC000403,CUST00001673,2026-05-13 07:39:00,SALE,Pickup,Suspended,POS_C,2026-05-13
TXN000004210,STR0024,REG016,ASC000225,CUST00000380,,SALE,Store,Completed,POS_A,
TXN000004211,STR0003,REG001,ASC000264,CUST00000270,2026-05-06 10:02:00,VOID,Store,Suspended,POS_A,2026-05-06
TXN000004212,STR0001,REG023,ASC000037,CUST00001375,2026-04-22 16:48:00,SALE,Store,Completed,POS_C,2026-04-22
TXN000004213,STR0010,REG027,ASC000070,CUST00001609,2026-05-10 02:19:00,SALE,Pickup,Completed,POS_B,2026-05-10
TXN000004214,STR0005,REG016,ASC000397,CUST00000613,2026-05-27 20:16:00,VOID,Store,Completed,POS_A,2026-05-27
TXN000004215,STR0018,REG005,ASC000297,CUST00001034,2026-04-21 04:45:00,SALE,Store,Completed,POS_A,2026-04-21
TXN000004216,STR0019,REG012,ASC000292,CUST00001669,2026-04-21 09:32:00,SALE,Store,Voided,POS_B,2026-04-21
TXN000004217,STR0008,REG011,ASC000366,CUST00001402,,VOID,Store,Completed,POS_A,
TXN000004218,STR0004,REG005,ASC000311,CUST00000979,2026-05-05 06:57:00,SALE,Store,Suspended,POS_A,2026-05-05
TXN000004219,STR0019,REG017,ASC000370,CUST00001230,2026-04-25 23:14:00,SALE,Store,Completed,POS_B,2026-04-25
TXN000004220,STR0024,REG025,ASC000289,CUST00000362,2026-04-14 07:12:00,SALE,Store,Completed,POS_A,2026-04-14
TXN000004221,STR0009,REG023,ASC000485,CUST00000725,2026-05-01 07:44:00,SALE,Pickup,Completed,POS_B,2026-05-01
TXN000004222,STR0005,REG018,ASC000111,CUST00001613,,VOID,Pickup,Voided,POS_A,
TXN000004223,STR0008,REG003,ASC000176,,2026-05-17 23:31:00,SALE,Pickup,Suspended,POS_B,2026-05-17
TXN000004224,STR0019,REG002,ASC000279,CUST00001555,,VOID,Store,Completed,POS_C,
TXN000004225,STR0012,REG004,ASC000194,CUST00000108,,SALE,Store,Completed,POS_A,
TXN000004226,STR0021,REG021,ASC000184,CUST00000052,,SALE,Store,Voided,POS_B,
TXN000004227,STR0015,REG013,ASC000029,,2026-04-11 03:56:00,SALE,Pickup,Completed,POS_B,2026-04-11
TXN000004228,STR0021,REG001,ASC000336,CUST00001123,2026-04-22 13:54:00,SALE,Pickup,Completed,POS_A,2026-04-22
TXN000004229,STR0008,REG009,ASC000458,,,SALE,Pickup,Completed,POS_B,
TXN000004230,STR0008,REG024,ASC000159,,2026-04-17 04:02:00,SALE,Pickup,Voided,POS_C,2026-04-17
TXN000004231,STR0017,REG002,ASC000001,CUST00001702,,SALE,Store,Completed,POS_C,
TXN000004232,STR0012,REG021,ASC000333,,,SALE,Store,Completed,POS_C,
TXN000004233,STR0019,REG002,ASC000117,,,SALE,Store,Completed,POS_C,
TXN000004234,STR0008,REG005,ASC000110,CUST00000341,,SALE,Store,Completed,POS_B,
TXN000004235,STR0005,REG010,ASC000442,CUST00001043,,SALE,Store,Suspended,POS_A,
TXN000004236,STR0002,REG002,ASC000025,CUST00000639,2026-05-05 03:40:00,VOID,Store,Completed,POS_B,2026-05-05
TXN000004237,STR0013,REG011,ASC000149,,,SALE,Store,Completed,POS_A,
TXN000004238,STR0021,REG018,ASC000347,CUST00000074,,SALE,Store,Voided,POS_C,
TXN000004239,STR0016,REG002,ASC000152,,2026-05-18 09:39:00,SALE,Pickup,Completed,POS_B,2026-05-18
TXN000004240,STR0014,REG021,ASC000411,CUST00000970,,VOID,Store,Completed,POS_C,
TXN000004241,STR0012,REG008,ASC000333,CUST00000710,,SALE,Store,Voided,POS_A,
TXN000004242,STR0011,REG006,ASC000136,CUST00000003,2026-04-12 19:30:00,SALE,Store,Completed,POS_A,2026-04-12
TXN000004243,STR0018,REG010,ASC000451,CUST00000014,,SALE,Store,Completed,POS_C,
TXN000004244,STR0025,REG022,ASC000083,CUST00001799,,SALE,Pickup,Voided,POS_C,
TXN000004245,STR0003,REG021,ASC000233,CUST00000910,2026-05-14 00:48:00,SALE,Store,Suspended,POS_C,2026-05-14
TXN000004246,STR0018,REG010,ASC000470,CUST00001590,2026-04-11 02:11:00,SALE,Pickup,Completed,POS_A,2026-04-11
TXN000004247,STR0015,REG012,ASC000415,,,SALE,Store,Completed,POS_A,
TXN000004248,STR0008,REG004,ASC000383,,2026-04-28 02:08:00,VOID,Pickup,Completed,POS_B,2026-04-28
TXN000004249,STR0005,REG002,ASC000442,CUST00001156,,SALE,Store,Completed,POS_C,
TXN000004250,STR0013,REG004,ASC000163,,2026-05-26 10:37:00,SALE,Pickup,Completed,POS_A,2026-05-26
TXN000004251,STR0017,REG004,ASC000429,CUST00001217,2026-05-09 04:17:00,SALE,Store,Voided,POS_A,2026-05-09
TXN000004252,STR0009,REG028,ASC000167,CUST00000897,,SALE,Store,Completed,POS_A,
TXN000004253,STR0009,REG023,ASC000155,,,SALE,Store,Voided,POS_B,
TXN000004254,STR0002,REG008,ASC000269,,,SALE,Store,Completed,POS_B,
TXN000004255,STR0020,REG028,ASC000358,CUST00001607,2026-04-02 20:47:00,SALE,Pickup,Suspended,POS_C,2026-04-02
TXN000004256,STR0017,REG007,ASC000250,CUST00000979,,SALE,Pickup,Completed,POS_A,
TXN000004257,STR0002,REG011,ASC000304,CUST00000442,,SALE,Pickup,Voided,POS_B,
TXN000004258,STR0010,REG016,ASC000439,CUST00000255,,SALE,Pickup,Voided,POS_C,
TXN000004259,STR0009,REG026,ASC000362,CUST00001228,,SALE,Store,Completed,POS_B,
TXN000004260,STR0023,REG006,ASC000324,,2026-05-05 06:38:00,SALE,Store,Completed,POS_C,2026-05-05
TXN000004261,STR0025,REG013,ASC000230,,,SALE,Store,Completed,POS_B,
TXN000004262,STR0019,REG011,ASC000279,CUST00001524,2026-05-02 01:54:00,SALE,Store,Completed,POS_B,2026-05-02
TXN000004263,STR0023,REG020,ASC000363,CUST00000221,2026-05-31 12:48:00,SALE,Store,Completed,POS_A,2026-05-31
TXN000004264,STR0004,REG008,ASC000240,CUST00001638,2026-05-08 07:11:00,SALE,Pickup,Completed,POS_B,2026-05-08
TXN000004265,STR0019,REG013,ASC000477,CUST00001754,2026-05-29 10:34:00,SALE,Store,Completed,POS_A,2026-05-29
TXN000004266,STR0019,REG027,ASC000356,CUST00001467,2026-04-07 10:52:00,VOID,Store,Voided,POS_B,2026-04-07
TXN000004267,STR0016,REG006,ASC000105,,,SALE,Store,Voided,POS_C,
TXN000004268,STR0016,REG012,ASC000105,,,SALE,Store,Completed,POS_A,
TXN000004269,STR0002,REG009,ASC000332,,2026-04-02 05:33:00,SALE,Store,Completed,POS_B,2026-04-02
TXN000004270,STR0020,REG009,ASC000109,CUST00000550,2026-05-26 13:52:00,SALE,Pickup,Completed,POS_A,2026-05-26
TXN000004271,STR0020,REG005,ASC000200,CUST00001018,2026-04-02 14:13:00,VOID,Store,Completed,POS_B,2026-04-02
TXN000004272,STR0011,REG015,ASC000177,CUST00000332,,SALE,Store,Voided,POS_B,
TXN000004273,STR0018,REG023,ASC000199,CUST00001792,,SALE,Store,Completed,POS_A,
TXN000004274,STR0018,REG025,ASC000017,,,SALE,Store,Completed,POS_B,
TXN000004275,STR0025,REG015,ASC000493,CUST00001427,,SALE,Store,Suspended,POS_A,
TXN000004276,STR0004,REG013,ASC000062,CUST00000675,,SALE,Store,Completed,POS_B,
TXN000004277,STR0008,REG005,ASC000383,CUST00000955,2026-05-09 07:11:00,VOID,Store,Voided,POS_A,2026-05-09
TXN000004278,STR0013,REG011,ASC000163,,,SALE,Pickup,Voided,POS_A,
TXN000004279,STR_UNKNOWN,REG018,ASC000069,CUST00000100,,SALE,Pickup,Completed,POS_B,
TXN000004280,STR0018,REG002,ASC000427,CUST00001617,2026-05-24 04:43:00,SALE,Store,Completed,POS_C,2026-05-24
TXN000004281,STR0020,REG020,ASC000211,CUST00000495,,SALE,Store,Completed,POS_C,
TXN000004282,STR0017,REG015,ASC000133,,,VOID,Store,Completed,POS_C,
TXN000004283,STR0014,REG024,ASC000202,CUST00000859,2026-05-30 17:39:00,SALE,Pickup,Voided,POS_C,2026-05-30
TXN000004284,STR0016,REG007,ASC000077,CUST00001227,2026-04-23 18:05:00,SALE,Store,Completed,POS_A,2026-04-23
TXN000004285,STR0022,REG026,ASC000406,CUST00001507,2026-05-16 18:38:00,VOID,Store,Completed,POS_C,2026-05-16
TXN000004286,STR0023,REG003,ASC000236,,,SALE,Store,Completed,POS_A,
TXN000004287,STR0017,REG027,ASC000164,,2026-05-25 09:57:00,VOID,Pickup,Completed,POS_B,2026-05-25
TXN000004288,STR0002,REG022,ASC000011,CUST00000974,,SALE,Store,Completed,POS_A,
TXN000004289,STR0002,REG028,ASC000259,,2026-05-06 14:50:00,SALE,Pickup,Suspended,POS_A,2026-05-06
TXN000004290,STR0013,REG024,ASC000452,CUST00000165,2026-05-25 04:41:00,VOID,Pickup,Completed,POS_C,2026-05-25
TXN000004291,STR0013,REG006,ASC000422,CUST00000530,,SALE,Store,Completed,POS_A,
TXN000004292,STR0015,REG021,ASC000415,CUST00001309,,SALE,Pickup,Suspended,POS_B,
TXN000004293,STR0025,REG006,ASC000465,CUST00000604,2026-04-11 15:56:00,SALE,Store,Completed,POS_C,2026-04-11
TXN000004294,STR0009,REG024,ASC000445,,2026-05-07 05:14:00,SALE,Store,Completed,POS_A,2026-05-07
TXN000004295,STR0008,REG023,ASC000303,CUST00001303,,VOID,Store,Completed,POS_B,
TXN000004296,STR0006,REG003,ASC000449,CUST00001316,2026-05-09 13:56:00,VOID,Store,Completed,POS_A,2026-05-09
TXN000004297,STR0016,REG008,ASC000283,CUST00001267,2026-04-20 08:08:00,SALE,Store,Completed,POS_C,2026-04-20
TXN000004298,STR0012,REG024,ASC000023,,,SALE,Store,Voided,POS_A,
TXN000004299,STR0003,REG018,ASC000421,CUST00001044,,SALE,Pickup,Voided,POS_A,
TXN000004300,STR0021,REG006,ASC000492,,,SALE,Store,Completed,POS_B,
TXN000004301,STR0016,REG014,ASC000158,CUST00001188,2026-04-22 15:45:00,SALE,Store,Completed,POS_A,2026-04-22
TXN000004302,STR0006,REG016,ASC000319,,,SALE,Store,Voided,POS_B,
TXN000004303,STR0007,REG014,ASC000119,,2026-05-24 01:16:00,SALE,Store,Completed,POS_C,2026-05-24
TXN000004304,STR0007,REG024,ASC000364,,,SALE,Store,Completed,POS_C,
TXN000004305,STR0022,REG006,ASC000419,CUST00000598,2026-04-10 13:28:00,SALE,Store,Completed,POS_A,2026-04-10
TXN000004306,STR0022,REG027,ASC000219,CUST00001137,,SALE,Store,Completed,POS_A,
TXN000004307,STR0005,REG024,ASC000343,,2026-04-03 02:09:00,SALE,Pickup,Voided,POS_C,2026-04-03
TXN000004308,STR0010,REG020,ASC000396,CUST00000166,2026-05-31 04:27:00,SALE,Store,Completed,POS_A,2026-05-31
TXN000004309,STR0002,REG016,ASC000269,CUST00001102,,SALE,Store,Voided,POS_C,
TXN000004310,STR0005,REG012,ASC000111,CUST00001272,2026-05-31 18:20:00,SALE,Store,Voided,POS_B,2026-05-31
TXN000004311,STR0012,REG021,ASC000092,CUST00000929,,VOID,Store,Completed,POS_B,
TXN000004312,STR0004,REG008,ASC000287,CUST00001308,2026-05-15 00:48:00,SALE,Store,Completed,POS_C,2026-05-15
TXN000004313,STR0011,REG015,ASC000314,,2026-04-12 22:27:00,SALE,Pickup,Completed,POS_B,2026-04-12
TXN000004314,STR0015,REG021,ASC000080,,,SALE,Store,Completed,POS_C,
TXN000004315,STR0020,REG013,ASC000040,CUST00001375,,SALE,Store,Completed,POS_A,
TXN000004316,STR0013,REG002,ASC000380,CUST00000615,,SALE,Store,Completed,POS_B,
TXN000004317,STR0001,REG019,ASC000254,CUST00000740,2026-04-11 07:40:00,SALE,Pickup,Completed,POS_C,2026-04-11
TXN000004318,STR0006,REG017,ASC000050,CUST00000881,2026-05-20 15:12:00,SALE,Store,Suspended,POS_B,2026-05-20
TXN000004319,STR0006,REG012,ASC000446,CUST00001301,,VOID,Store,Suspended,POS_B,
TXN000004320,STR0002,REG004,ASC000301,CUST00000446,,SALE,Store,Completed,POS_C,
TXN000004321,STR0022,REG009,ASC000124,CUST00000644,2026-04-09 07:28:00,SALE,Pickup,Suspended,POS_A,2026-04-09
TXN000004322,STR0015,REG023,ASC000080,,,SALE,Pickup,Suspended,POS_A,
TXN000004323,STR0018,REG028,ASC000430,CUST00001151,2026-04-04 01:45:00,SALE,Pickup,Completed,POS_A,2026-04-04
TXN000004324,STR0001,REG014,ASC000413,,2026-05-10 19:02:00,SALE,Pickup,Voided,POS_C,2026-05-10
TXN000004325,STR0024,REG020,ASC000418,CUST00000028,2026-05-18 01:45:00,SALE,Store,Completed,POS_B,2026-05-18
TXN000004326,STR0009,REG008,ASC000258,CUST00000512,,SALE,Store,Suspended,POS_B,
TXN000004327,STR0022,REG012,ASC000124,CUST00001015,,SALE,Store,Suspended,POS_A,
TXN000004328,STR0002,REG017,ASC000483,CUST00000018,,SALE,Store,Completed,POS_C,
TXN000004329,STR0016,REG012,ASC000105,,,SALE,Pickup,Voided,POS_B,
TXN000004330,STR0010,REG001,ASC000064,CUST00000512,,VOID,Pickup,Completed,POS_C,
TXN000004331,STR0016,REG024,ASC000273,CUST00000505,,SALE,Store,Completed,POS_C,
TXN000004332,STR0019,REG015,ASC000356,,2026-05-05 01:31:00,VOID,Store,Voided,POS_A,2026-05-05
TXN000004333,STR0015,REG013,ASC000078,CUST00001737,2026-04-15 11:02:00,SALE,Store,Completed,POS_C,2026-04-15
TXN000004334,STR0008,REG017,ASC000303,,2026-05-22 17:33:00,SALE,Pickup,Completed,POS_C,2026-05-22
TXN000004335,STR0002,REG013,ASC000301,,2026-04-13 18:06:00,SALE,Store,Voided,POS_A,2026-04-13
TXN000004336,STR0008,REG025,ASC000383,CUST00000772,,SALE,Pickup,Suspended,POS_C,
TXN000004337,STR0007,REG010,ASC000079,,2026-05-02 12:55:00,SALE,Store,Completed,POS_B,2026-05-02
TXN000004338,STR0023,REG004,ASC000061,CUST00001799,,SALE,Store,Completed,POS_B,
TXN000004339,STR0014,REG012,ASC000384,CUST00000286,,SALE,Store,Suspended,POS_C,
TXN000004340,STR0023,REG010,ASC000236,CUST00000996,,SALE,Store,Completed,POS_B,
TXN000004341,STR0019,REG011,ASC000013,,,SALE,Pickup,Suspended,POS_A,
TXN000004342,STR0003,REG018,ASC000073,,,VOID,Store,Voided,POS_A,
TXN000004343,STR0019,REG017,ASC000027,CUST_BAD,2026-04-09 10:29:00,SALE,Store,Suspended,POS_A,2026-04-09
TXN000004344,STR0013,REG007,ASC000435,CUST00001754,2026-05-15 19:22:00,VOID,Pickup,Completed,POS_B,2026-05-15
TXN000004345,STR0006,REG013,ASC000256,CUST00001625,,SALE,Store,Completed,POS_A,
TXN000004346,STR0002,REG021,ASC000011,CUST00001540,,SALE,Pickup,Voided,POS_A,
TXN000004347,STR0018,REG027,ASC000470,CUST00000164,,SALE,Store,Suspended,POS_C,
TXN000004348,STR0015,REG002,ASC000431,CUST00000148,2026-04-19 16:46:00,SALE,Pickup,Suspended,POS_C,2026-04-19
TXN000004349,STR0019,REG002,ASC000147,CUST00001437,,SALE,Store,Suspended,POS_A,
TXN000004350,STR0011,REG003,ASC000367,CUST00001231,2026-04-07 06:21:00,SALE,Store,Completed,POS_A,2026-04-07
TXN000004351,STR0006,REG004,ASC000243,,,SALE,Store,Completed,POS_C,
TXN000004352,STR0022,REG012,ASC000278,CUST00000116,2026-04-17 12:29:00,SALE,Store,Completed,POS_C,2026-04-17
TXN000004353,STR0015,REG024,ASC000003,CUST00000287,,SALE,Store,Completed,POS_B,
TXN000004354,STR0021,REG017,ASC000450,CUST00000894,2026-05-14 14:18:00,SALE,Store,Voided,POS_C,2026-05-14
TXN000004355,STR0020,REG002,ASC000170,CUST00000715,2026-04-28 08:07:00,SALE,Store,Suspended,POS_B,2026-04-28
TXN000004356,STR0004,REG014,ASC000009,CUST00000702,2026-04-07 19:48:00,SALE,Store,Voided,POS_A,2026-04-07
TXN000004357,STR0018,REG025,ASC000157,CUST00001535,,SALE,Pickup,Completed,POS_A,
TXN000004358,STR0008,REG020,ASC000392,CUST00000049,2026-05-06 19:49:00,SALE,Pickup,Voided,POS_C,2026-05-06
TXN000004359,STR0004,REG023,ASC000009,CUST00001601,,SALE,Store,Suspended,POS_C,
TXN000004360,STR0010,REG013,ASC000426,CUST00000038,,VOID,Store,Voided,POS_A,
TXN000004361,STR0019,REG022,ASC000477,CUST00000507,,SALE,Pickup,Completed,POS_A,
TXN000004362,STR0019,REG008,ASC000117,CUST00001231,,SALE,Pickup,Voided,POS_C,
TXN000004363,STR0016,REG012,ASC000100,CUST00001131,,SALE,Pickup,Completed,POS_B,
TXN000004364,STR0018,REG027,ASC000451,CUST00000990,2026-04-07 00:26:00,SALE,Store,Completed,POS_A,2026-04-07
TXN000004365,STR0017,REG010,ASC000221,,,SALE,Store,Completed,POS_B,
TXN000004366,STR0014,REG005,ASC000381,CUST00000339,,SALE,Store,Suspended,POS_A,
TXN000004367,STR0024,REG005,ASC000139,CUST00000558,2026-04-28 11:10:00,SALE,Pickup,Suspended,POS_C,2026-04-28
TXN000004368,STR0020,REG026,ASC000195,,,SALE,Pickup,Completed,POS_C,
TXN000004369,STR0016,REG015,ASC000172,CUST00000641,,SALE,Store,Completed,POS_C,
TXN000004370,STR0008,REG012,ASC000048,CUST00000575,2026-04-03 12:32:00,VOID,Store,Completed,POS_B,2026-04-03
TXN000004371,STR0007,REG010,ASC000079,CUST00000321,,VOID,Store,Completed,POS_B,
TXN000004372,STR0011,REG022,ASC000065,CUST00000791,2026-05-21 05:01:00,VOID,Store,Completed,POS_B,2026-05-21
TXN000004373,STR0006,REG026,ASC000271,CUST00001512,,SALE,Pickup,Suspended,POS_B,
TXN000004374,STR0023,REG014,ASC000088,CUST00001413,2026-04-24 18:52:00,SALE,Store,Completed,POS_C,2026-04-24
TXN000004375,STR0023,REG016,ASC000060,CUST00001044,,VOID,Store,Completed,POS_A,
TXN000004376,STR0008,REG016,ASC000342,CUST00000336,2026-05-24 04:51:00,VOID,Store,Completed,POS_B,2026-05-24
TXN000004377,STR0001,REG010,ASC000006,CUST00000679,,VOID,Store,Completed,POS_B,
TXN000004378,STR0020,REG022,ASC000170,CUST00000942,,VOID,Store,Completed,POS_C,
TXN000004379,STR0008,REG009,ASC000361,CUST00000847,,VOID,Store,Completed,POS_A,
TXN000004380,STR0007,REG023,ASC000263,CUST00001157,,SALE,Store,Voided,POS_C,
TXN000004381,STR0004,REG018,ASC000471,CUST00001541,,SALE,Pickup,Completed,POS_C,
TXN000004382,STR0023,REG019,ASC000339,CUST00001757,,VOID,Store,Completed,POS_C,
TXN000004383,STR0004,REG019,ASC000423,CUST00000480,,SALE,Pickup,Suspended,POS_A,
TXN000004384,STR_UNKNOWN,REG003,ASC000494,,2026-05-05 09:11:00,VOID,Store,Completed,POS_A,2026-05-05
TXN000004385,STR0011,REG020,ASC000300,,2026-05-06 13:15:00,SALE,Store,Completed,POS_C,2026-05-06
TXN000004386,STR0004,REG021,ASC000085,CUST00000945,,SALE,Store,Completed,POS_B,
TXN000004387,STR0019,REG001,ASC000462,CUST00000570,,SALE,Pickup,Completed,POS_C,
TXN000004388,STR0017,REG003,ASC000001,CUST00000851,,SALE,Store,Completed,POS_B,
TXN000004389,STR0017,REG002,ASC000389,,,SALE,Store,Suspended,POS_B,
TXN000004390,STR0006,REG003,ASC000391,CUST00001399,,SALE,Store,Completed,POS_B,
TXN000004391,STR0023,REG010,ASC000236,CUST00000467,2026-05-12 09:44:00,SALE,Store,Completed,POS_C,2026-05-12
TXN000004392,STR0016,REG021,ASC000283,CUST00001322,2026-04-11 08:55:00,SALE,Store,Completed,POS_C,2026-04-11
TXN000004393,STR0012,REG003,ASC000207,CUST00000336,2026-05-01 11:50:00,SALE,Store,Suspended,POS_A,2026-05-01
TXN000004394,STR0016,REG002,ASC000262,,,SALE,Pickup,Completed,POS_B,
TXN000004395,STR0007,REG007,ASC000198,,,SALE,Store,Completed,POS_A,
TXN000004396,STR0012,REG014,ASC000092,CUST00001220,2026-05-11 15:05:00,SALE,Store,Completed,POS_C,2026-05-11
TXN000004397,STR0024,REG003,ASC000323,,2026-05-25 09:52:00,VOID,Store,Completed,POS_A,2026-05-25
TXN000004398,STR0005,REG023,ASC000343,CUST00000510,,SALE,Store,Completed,POS_C,
TXN000004399,STR0022,REG012,ASC000251,CUST00000510,,SALE,Store,Completed,POS_B,
TXN000004400,STR0019,REG016,ASC000260,CUST00001072,2026-04-03 16:39:00,SALE,Store,Completed,POS_A,2026-04-03
TXN000004401,STR0002,REG027,ASC000253,CUST00001254,2026-05-11 20:14:00,SALE,Pickup,Voided,POS_B,2026-05-11
TXN000004402,STR0012,REG002,ASC000043,CUST00001723,2026-04-05 18:54:00,SALE,Store,Completed,POS_B,2026-04-05
TXN000004403,STR0012,REG027,ASC000237,CUST00000667,2026-05-28 06:39:00,SALE,Store,Completed,POS_A,2026-05-28
TXN000004404,STR0025,REG028,ASC000213,CUST00001497,2026-05-25 10:16:00,SALE,Store,Completed,POS_C,2026-05-25
TXN000004405,STR0017,REG014,ASC000087,,,SALE,Pickup,Suspended,POS_A,
TXN000004406,STR0013,REG020,ASC000163,CUST00000589,2026-05-06 05:48:00,VOID,Pickup,Completed,POS_A,2026-05-06
TXN000004407,STR0024,REG007,ASC000323,CUST00001720,,SALE,Pickup,Voided,POS_A,
TXN000004408,STR0005,REG018,ASC000015,CUST00000461,2026-05-12 13:18:00,VOID,Store,Completed,POS_C,2026-05-12
TXN000004409,STR0007,REG028,ASC000474,CUST00001670,2026-04-24 23:56:00,SALE,Pickup,Completed,POS_A,2026-04-24
TXN000004410,STR0011,REG003,ASC000049,,,SALE,Store,Completed,POS_C,
TXN000004411,STR0023,REG012,ASC000018,CUST00000534,,SALE,Pickup,Completed,POS_C,
TXN000004412,STR0023,REG016,ASC000487,,2026-04-04 06:30:00,SALE,Store,Suspended,POS_B,2026-04-04
TXN000004413,STR0001,REG015,ASC000035,CUST00000703,2026-04-29 04:08:00,VOID,Store,Completed,POS_A,2026-04-29
TXN000004414,STR0014,REG024,ASC000247,CUST00001512,,SALE,Pickup,Completed,POS_A,
TXN000004415,STR0014,REG002,ASC000411,CUST00001620,2026-04-11 20:25:00,SALE,Store,Completed,POS_B,2026-04-11
TXN000004416,STR0016,REG022,ASC000152,CUST00001730,2026-05-12 10:54:00,SALE,Pickup,Completed,POS_C,2026-05-12
TXN000004417,STR0021,REG018,ASC000101,,2026-04-02 08:15:00,SALE,Store,Completed,POS_B,2026-04-02
TXN000004418,STR0001,REG005,ASC000308,,2026-05-02 07:19:00,SALE,Store,Completed,POS_A,2026-05-02
TXN000004419,STR0017,REG019,ASC000389,CUST00000438,,SALE,Pickup,Completed,POS_A,
TXN000004420,STR0019,REG014,ASC000019,CUST00001531,2026-05-31 04:26:00,VOID,Pickup,Completed,POS_C,2026-05-31
TXN000004421,STR0008,REG023,ASC000176,CUST00001491,,SALE,Pickup,Suspended,POS_A,
TXN000004422,STR0016,REG010,ASC000047,CUST00001364,,SALE,Store,Voided,POS_C,
TXN000004423,STR0021,REG009,ASC000113,CUST00001019,2026-05-17 13:24:00,SALE,Store,Suspended,POS_A,2026-05-17
TXN000004424,STR0005,REG015,ASC000044,,2026-04-02 15:01:00,SALE,Store,Completed,POS_B,2026-04-02
TXN000004425,STR0016,REG026,ASC000077,CUST00000927,,VOID,Pickup,Suspended,POS_A,
TXN000004426,STR0020,REG014,ASC000466,CUST00001788,,SALE,Pickup,Completed,POS_A,
TXN000004427,STR0007,REG028,ASC000146,,,SALE,Store,Completed,POS_A,
TXN000004428,STR0014,REG009,ASC000046,CUST00001001,2026-05-28 21:24:00,SALE,Store,Completed,POS_B,2026-05-28
TXN000004429,STR0021,REG016,ASC000450,CUST00000266,2026-04-18 00:47:00,SALE,Store,Suspended,POS_B,2026-04-18
TXN000004430,STR0019,REG013,ASC000370,CUST00000296,,SALE,Store,Completed,POS_B,
TXN000004431,STR0016,REG021,ASC000404,CUST00000194,2026-05-31 20:58:00,SALE,Pickup,Completed,POS_B,2026-05-31
TXN000004432,STR0014,REG014,ASC000444,CUST00001783,2026-04-11 18:57:00,SALE,Pickup,Completed,POS_C,2026-04-11
TXN000004433,STR0013,REG015,ASC000149,CUST00000629,2026-04-08 03:37:00,SALE,Store,Voided,POS_B,2026-04-08
TXN000004434,STR0023,REG022,ASC000203,CUST00000678,,VOID,Pickup,Completed,POS_A,
TXN000004435,STR0021,REG014,ASC000484,CUST00000276,2026-04-16 15:45:00,SALE,Store,Completed,POS_A,2026-04-16
TXN000004436,STR0019,REG013,ASC000147,CUST00000909,,SALE,Pickup,Completed,POS_A,
TXN000004437,STR0007,REG011,ASC000474,CUST00000742,2026-04-23 11:44:00,SALE,Pickup,Completed,POS_A,2026-04-23
TXN000004438,STR0012,REG025,ASC000145,,2026-04-02 21:22:00,SALE,Store,Voided,POS_C,2026-04-02
TXN000004439,STR0002,REG028,ASC000038,CUST00000265,,SALE,Store,Voided,POS_C,
TXN000004440,STR0007,REG010,ASC000242,CUST00000551,,VOID,Store,Suspended,POS_B,
TXN000004441,STR0004,REG004,ASC000085,,,SALE,Pickup,Voided,POS_B,
TXN000004442,STR0003,REG012,ASC000028,CUST00001202,2026-04-05 21:59:00,SALE,Store,Completed,POS_C,2026-04-05
TXN000004443,STR0001,REG028,ASC000035,CUST00000990,,VOID,Store,Completed,POS_B,
TXN000004444,STR0006,REG006,ASC000089,CUST00000670,2026-05-07 07:46:00,SALE,Pickup,Completed,POS_A,2026-05-07
TXN000004445,STR0012,REG003,ASC000313,,,SALE,Pickup,Voided,POS_A,
TXN000004446,STR0014,REG012,ASC000247,,2026-04-12 20:15:00,VOID,Store,Completed,POS_B,2026-04-12
TXN000004447,STR0008,REG005,ASC000321,CUST00001772,,SALE,Store,Suspended,POS_A,
TXN000004448,STR0006,REG003,ASC000156,CUST00000626,,SALE,Store,Completed,POS_C,
TXN000004449,STR0005,REG018,ASC000397,,2026-05-16 03:49:00,SALE,Store,Voided,POS_A,2026-05-16
TXN000004450,STR0021,REG004,ASC000492,CUST00000095,,VOID,Store,Completed,POS_A,
TXN000004451,STR0007,REG024,ASC000022,CUST00001649,,SALE,Store,Suspended,POS_A,
TXN000004452,STR0021,REG012,ASC000424,CUST00000976,,VOID,Pickup,Voided,POS_C,
TXN000004453,STR0008,REG008,ASC000400,CUST00001076,,VOID,Store,Completed,POS_B,
TXN000004454,STR0013,REG025,ASC000437,CUST00000628,,VOID,Store,Suspended,POS_C,
TXN000004455,STR0009,REG020,ASC000126,,2026-04-23 19:27:00,SALE,Store,Completed,POS_B,2026-04-23
