transaction_line_id,transaction_id,line_number,product_id,quantity,unit_price,regular_price,promotion_id,coupon_amount,tax_amount,line_status,valid_values
TL0000014391,TXN000004116,5,SKU0000208,,123.62,145.43,,1.0,6.18,Sold,False
TL0000014392,TXN000004117,1,SKU0000098,2.0,58.75,58.75,,0.0,5.88,Sold,True
TL0000014393,TXN000004117,2,SKU0000294,2.0,170.43,170.43,,5.0,30.68,Sold,True
TL0000014394,TXN000004118,1,SKU0000466,-1.0,134.18,167.73,,0.0,0.0,Sold,False
TL0000014395,TXN000004118,2,SKU0000012,1.0,805.82,895.36,,2.0,72.52,Sold,True
TL0000014396,TXN000004119,1,SKU0000142,3.0,518.66,518.66,,1.0,140.04,Sold,True
TL0000014397,TXN000004119,2,SKU0000549,3.0,135.1,158.94,,0.0,0.0,Voided,True
TL0000014398,TXN000004120,1,SKU0000225,1.0,458.74,458.74,,0.0,0.0,Sold,True
TL0000014399,TXN000004120,2,SKU0000213,-1.0,1021.27,1021.27,,0.0,0.0,Voided,False
TL0000014400,TXN000004120,3,SKU0000143,2.0,528.94,661.18,,0.0,74.05,Sold,True
TL0000014401,TXN000004120,4,SKU0000206,1.0,438.92,548.65,,0.0,0.0,Sold,True
TL0000014402,TXN000004120,5,SKU0000520,2.0,158.57,158.57,,5.0,15.86,Sold,True
TL0000014403,TXN000004121,1,SKU0000290,5.0,106.66,106.66,,0.0,48.0,Voided,True
TL0000014404,TXN000004122,1,SKU0000384,,492.81,492.81,,1.0,24.64,Sold,False
TL0000014405,TXN000004123,1,SKU0000236,4.0,70.14,70.14,,0.0,14.03,Sold,True
TL0000014406,TXN000004123,2,SKU0000251,2.0,304.3,380.38,PRM00021,0.0,30.43,Voided,True
TL0000014407,TXN000004124,1,SKU0000123,-1.0,96.72,96.72,PRM00021,0.0,0.0,Sold,False
TL0000014408,TXN000004124,2,SKU0000338,,564.5,705.63,,0.0,50.81,Voided,False
TL0000014409,TXN000004124,3,SKU0000578,,432.38,508.68,,0.0,38.91,Sold,False
TL0000014410,TXN000004124,4,SKU0000337,1.0,678.01,678.01,,0.0,61.02,Sold,True
TL0000014411,TXN000004124,5,SKU0000299,1.0,22.31,27.89,,5.0,2.01,Voided,True
TL0000014412,TXN000004125,1,SKU0000450,2.0,28.93,28.93,,5.0,0.0,Sold,True
TL0000014413,TXN000004125,2,SKU0000427,-1.0,820.77,863.97,,5.0,0.0,Sold,False
TL0000014414,TXN000004125,3,SKU0000361,2.0,227.24,227.24,,0.0,0.0,Sold,True
TL0000014415,TXN000004126,1,SKU0000024,2.0,332.26,349.75,,5.0,0.0,Sold,True
TL0000014416,TXN000004126,2,SKU0000368,3.0,127.98,159.98,PRM00040,0.0,34.56,Sold,True
TL0000014417,TXN000004126,3,SKU0000327,2.0,645.54,806.92,,5.0,116.2,Sold,True
TL0000014418,TXN000004126,4,SKU0000242,1.0,12.72,12.72,,0.0,0.0,Voided,True
TL0000014419,TXN000004126,5,SKU0000460,2.0,435.36,435.36,,0.0,78.36,Sold,True
TL0000014420,TXN000004127,1,SKU0000544,5.0,470.58,470.58,,1.0,117.65,Sold,True
TL0000014421,TXN000004127,2,SKU0000104,5.0,843.04,843.04,,5.0,0.0,Sold,True
TL0000014422,TXN000004128,1,SKU0000455,1.0,465.12,465.12,,0.0,41.86,Voided,True
TL0000014423,TXN000004129,1,SKU0000155,1.0,403.07,403.07,,2.0,20.15,Voided,True
TL0000014424,TXN000004130,1,SKU0000190,,298.79,351.52,PRM00022,1.0,20.92,Sold,False
TL0000014425,TXN000004130,2,SKU0000080,3.0,389.83,433.14,,0.0,81.86,Sold,True
TL0000014426,TXN000004131,1,SKU0000097,1.0,526.51,619.42,,0.0,0.0,Voided,True
TL0000014427,TXN000004131,2,SKU0000100,3.0,136.4,151.55,,2.0,0.0,Sold,True
TL0000014428,TXN000004131,3,SKU0000189,5.0,217.03,241.14,,2.0,0.0,Sold,True
TL0000014429,TXN000004131,4,SKU0000456,3.0,224.21,224.21,,0.0,33.63,Voided,True
TL0000014430,TXN000004131,5,SKU0000071,5.0,454.76,454.76,,0.0,204.64,Sold,True
TL0000014431,TXN000004131,6,SKU0000333,,205.47,205.47,,0.0,0.0,Sold,False
TL0000014432,TXN000004132,1,SKU0000252,3.0,55.13,64.86,,0.0,11.58,Sold,True
TL0000014433,TXN000004133,1,SKU0000017,4.0,84.46,99.36,,0.0,23.65,Voided,True
TL0000014434,TXN000004133,2,SKU0000411,2.0,551.97,551.97,,0.0,99.35,Sold,True
TL0000014435,TXN000004134,1,SKU0000407,5.0,489.82,489.82,PRM00039,2.0,171.44,Sold,True
TL0000014436,TXN000004134,2,SKU0000268,-1.0,366.41,431.07,PRM00039,0.0,0.0,Sold,False
TL0000014437,TXN000004134,3,SKU0000568,4.0,124.61,124.61,PRM00034,0.0,34.89,Voided,True
TL0000014438,TXN000004135,1,SKU0000467,1.0,633.69,667.04,,0.0,31.68,Sold,True
TL0000014439,TXN000004135,2,SKU0000426,2.0,27.92,32.85,,5.0,3.91,Sold,True
TL0000014440,TXN000004135,3,SKU0000246,4.0,188.87,188.87,,0.0,52.88,Sold,True
TL0000014441,TXN000004135,4,SKU0000068,-1.0,202.94,202.94,,5.0,0.0,Sold,False
TL0000014442,TXN000004135,5,SKU0000092,2.0,355.11,417.78,PRM00008,0.0,49.72,Sold,True
TL0000014443,TXN000004135,6,SKU0000076,-1.0,320.38,376.92,,5.0,0.0,Voided,False
TL0000014444,TXN000004136,1,SKU0000142,-1.0,492.73,518.66,PRM00001,0.0,0.0,Voided,False
TL0000014445,TXN000004136,2,SKU0000323,3.0,276.69,325.52,,0.0,0.0,Sold,True
TL0000014446,TXN000004136,3,SKU0000225,,366.99,458.74,,0.0,0.0,Voided,False
TL0000014447,TXN000004137,1,SKU0000175,-1.0,784.33,980.41,,1.0,0.0,Sold,False
TL0000014448,TXN000004137,2,SKU0000377,3.0,104.96,104.96,,0.0,28.34,Sold,True
TL0000014449,TXN000004137,3,SKU0000262,1.0,93.3,103.67,,0.0,6.53,Voided,True
TL0000014450,TXN000004137,4,SKU0000261,1.0,300.06,315.85,PRM00019,0.0,21.0,Sold,True
TL0000014451,TXN000004137,5,SKU0000310,1.0,278.57,278.57,,2.0,0.0,Voided,True
TL0000014452,TXN000004137,6,SKU0000577,-1.0,21.53,26.91,,0.0,0.0,Sold,False
TL0000014453,TXN000004138,1,SKU0000371,2.0,440.03,488.92,PRM00047,1.0,79.21,Sold,True
TL0000014454,TXN000004138,2,SKU0000317,,95.59,95.59,,0.0,4.78,Sold,False
TL0000014455,TXN000004138,3,SKU0000060,5.0,762.81,897.42,PRM00058,0.0,266.98,Sold,True
TL0000014456,TXN000004138,4,SKU0000430,-1.0,309.57,325.86,,0.0,0.0,Sold,False
TL0000014457,TXN000004138,5,SKU0000113,5.0,250.41,313.01,,0.0,0.0,Sold,True
TL0000014458,TXN000004139,1,SKU0000545,1.0,471.5,496.32,,5.0,23.58,Sold,True
TL0000014459,TXN000004139,2,SKU0000328,3.0,661.79,827.24,,0.0,0.0,Sold,True
TL0000014460,TXN000004139,3,SKU0000519,4.0,255.45,268.9,,5.0,71.53,Sold,True
TL0000014461,TXN000004139,4,SKU0000392,1.0,375.22,469.03,,0.0,33.77,Sold,True
TL0000014462,TXN000004139,5,SKU0000125,1.0,434.33,482.59,,5.0,0.0,Sold,True
TL0000014463,TXN000004139,6,SKU0000380,5.0,257.41,321.76,,5.0,0.0,Voided,True
TL0000014464,TXN000004140,1,SKU0000529,1.0,295.09,295.09,,0.0,20.66,Sold,True
TL0000014465,TXN000004140,2,SKU0000057,,208.4,208.4,,0.0,10.42,Sold,False
TL0000014466,TXN000004141,1,SKU0000420,1.0,576.77,678.55,,2.0,40.37,Sold,True
TL0000014467,TXN000004142,1,SKU0000223,3.0,772.35,908.65,,0.0,115.85,Voided,True
TL0000014468,TXN000004142,2,SKU0000292,,119.04,119.04,,0.0,5.95,Sold,False
TL0000014469,TXN000004142,3,SKU0000347,1.0,261.01,261.01,PRM00004,0.0,13.05,Sold,True
TL0000014470,TXN000004142,4,SKU0000074,,376.4,418.22,,5.0,18.82,Sold,False
TL0000014471,TXN000004142,5,SKU0000386,4.0,722.33,722.33,,0.0,144.47,Sold,True
TL0000014472,TXN000004142,6,SKU0000258,4.0,153.28,170.31,,2.0,30.66,Voided,True
TL0000014473,TXN000004143,1,SKU0000171,1.0,398.41,442.68,,0.0,19.92,Sold,True
TL0000014474,TXN000004143,2,SKU0000042,4.0,131.79,131.79,,0.0,0.0,Sold,True
TL0000014475,TXN000004143,3,SKU0000433,2.0,814.73,814.73,,5.0,81.47,Sold,True
TL0000014476,TXN000004144,1,SKU0000053,1.0,276.92,276.92,,5.0,13.85,Sold,True
TL0000014477,TXN000004144,2,SKU0000561,,458.38,539.27,,0.0,32.09,Sold,False
TL0000014478,TXN000004144,3,SKU0000392,5.0,469.03,469.03,,0.0,211.06,Sold,True
TL0000014479,TXN000004145,1,SKU0000259,,26.35,31.0,,0.0,0.0,Sold,False
TL0000014480,TXN000004145,2,SKU0000576,1.0,490.8,490.8,,0.0,24.54,Sold,True
TL0000014481,TXN000004146,1,SKU0000546,3.0,14.36,17.95,PRM00052,0.0,3.88,Voided,True
TL0000014482,TXN000004146,2,SKU0000555,1.0,537.47,537.47,,0.0,48.37,Sold,True
TL0000014483,TXN000004147,1,SKU0000289,3.0,753.66,942.08,,2.0,203.49,Sold,True
TL0000014484,TXN000004147,2,SKU0000245,1.0,378.16,378.16,,2.0,34.03,Sold,True
TL0000014485,TXN000004148,1,SKU0000282,1.0,558.61,558.61,,0.0,50.27,Voided,True
TL0000014486,TXN000004148,2,SKU0000428,2.0,10.48,10.48,,5.0,1.89,Sold,True
TL0000014487,TXN000004148,3,SKU0000116,1.0,910.2,910.2,,1.0,45.51,Sold,True
TL0000014488,TXN000004149,1,SKU0000570,1.0,10.41,11.57,,0.0,0.94,Voided,True
TL0000014489,TXN000004149,2,SKU0000006,3.0,659.54,732.82,,0.0,178.08,Sold,True
TL0000014490,TXN000004149,3,SKU0000494,5.0,702.9,878.63,,0.0,0.0,Sold,True
TL0000014491,TXN000004149,4,SKU0000077,4.0,1163.09,1163.09,,0.0,418.71,Sold,True
TL0000014492,TXN000004150,1,SKU0000303,2.0,283.37,283.37,,2.0,0.0,Sold,True
TL0000014493,TXN000004150,2,SKU0000277,,232.22,244.44,,0.0,11.61,Sold,False
TL0000014494,TXN000004151,1,SKU0000316,1.0,386.69,483.36,,1.0,19.33,Voided,True
TL0000014495,TXN000004151,2,SKU0000312,1.0,340.27,340.27,,1.0,30.62,Sold,True
TL0000014496,TXN000004151,3,SKU0000557,2.0,125.74,157.18,,2.0,17.6,Sold,True
TL0000014497,TXN000004152,1,SKU0000353,1.0,35.18,41.39,,0.0,3.17,Sold,True
TL0000014498,TXN000004152,2,SKU0000454,3.0,173.03,216.29,PRM00046,5.0,36.34,Voided,True
TL0000014499,TXN000004152,3,SKU0000315,3.0,481.09,481.09,,2.0,101.03,Sold,True
TL0000014500,TXN000004152,4,SKU0000169,,445.53,445.53,,0.0,22.28,Sold,False
TL0000014501,TXN000004152,5,SKU0000565,3.0,72.2,80.22,,0.0,10.83,Sold,True
TL0000014502,TXN000004152,6,SKU0000410,1.0,212.02,249.43,,0.0,0.0,Sold,True
TL0000014503,TXN000004153,1,SKU0000200,-1.0,568.09,631.21,,1.0,0.0,Sold,False
TL0000014504,TXN000004153,2,SKU0000462,1.0,37.39,46.74,,5.0,3.37,Sold,True
TL0000014505,TXN000004153,3,SKU0000239,-1.0,211.81,211.81,,2.0,0.0,Sold,False
TL0000014506,TXN000004153,4,SKU0000157,2.0,413.21,486.13,PRM00037,2.0,74.38,Sold,True
TL0000014507,TXN000004153,5,SKU0000285,,343.54,381.71,PRM00046,0.0,30.92,Sold,False
TL0000014508,TXN000004153,6,SKU0000470,5.0,267.24,314.4,,2.0,120.26,Sold,True
TL0000014509,TXN000004154,1,SKU0000318,2.0,93.25,93.25,,0.0,9.33,Sold,True
TL0000014510,TXN000004154,2,SKU0000575,4.0,795.41,795.41,,0.0,159.08,Sold,True
TL0000014511,TXN000004155,1,SKU0000063,,848.14,997.81,,0.0,59.37,Sold,False
TL0000014512,TXN000004156,1,SKU0000125,2.0,386.07,482.59,,0.0,38.61,Sold,True
TL0000014513,TXN000004156,2,SKU0000021,2.0,674.06,748.96,,0.0,121.33,Sold,True
TL0000014514,TXN000004156,3,SKU0000485,3.0,333.66,370.73,,1.0,70.07,Sold,True
TL0000014515,TXN000004156,4,SKU0000579,1.0,225.24,225.24,,0.0,20.27,Voided,True
TL0000014516,TXN000004156,5,SKU0000275,-1.0,964.64,964.64,,0.0,0.0,Sold,False
TL0000014517,TXN000004156,6,SKU0000350,1.0,80.71,94.95,,1.0,7.26,Sold,True
TL0000014518,TXN000004157,1,SKU0000071,-1.0,454.76,454.76,,5.0,0.0,Sold,False
TL0000014519,TXN000004157,2,SKU0000477,1.0,64.16,64.16,,1.0,3.21,Sold,True
TL0000014520,TXN000004157,3,SKU0000089,1.0,117.26,137.95,,1.0,5.86,Sold,True
TL0000014521,TXN000004157,4,SKU0000537,-1.0,6.85,7.21,,0.0,0.0,Sold,False
TL0000014522,TXN000004157,5,SKU0000240,1.0,439.36,439.36,,0.0,30.76,Sold,True
TL0000014523,TXN000004158,1,SKU0000131,4.0,397.27,397.27,,1.0,111.24,Sold,True
TL0000014524,TXN000004159,1,SKU0000366,-1.0,463.8,463.8,,1.0,0.0,Sold,False
TL0000014525,TXN000004159,2,SKU0000294,3.0,170.43,170.43,,0.0,0.0,Voided,True
TL0000014526,TXN000004159,3,SKU0000289,,942.08,942.08,PRM00055,1.0,47.1,Sold,False
TL0000014527,TXN000004159,4,SKU0000362,4.0,551.17,580.18,,2.0,110.23,Sold,True
TL0000014528,TXN000004159,5,SKU0000314,2.0,53.34,53.34,,0.0,9.6,Sold,True
TL0000014529,TXN000004159,6,SKU0000537,,5.77,7.21,PRM00049,0.0,0.4,Voided,False
TL0000014530,TXN000004160,1,SKU0000431,4.0,107.29,134.11,,0.0,38.62,Sold,True
TL0000014531,TXN000004160,2,SKU0000401,5.0,494.72,549.69,,1.0,0.0,Voided,True
TL0000014532,TXN000004161,1,SKU0000540,5.0,387.75,387.75,,0.0,96.94,Sold,True
TL0000014533,TXN000004161,2,SKU0000436,-1.0,92.02,115.02,,0.0,0.0,Sold,False
TL0000014534,TXN000004161,3,SKU0000252,4.0,58.37,64.86,,1.0,11.67,Voided,True
TL0000014535,TXN000004161,4,SKU0000221,,404.92,426.23,,0.0,28.34,Sold,False
TL0000014536,TXN000004161,5,SKU0000207,,541.74,541.74,PRM00007,0.0,0.0,Sold,False
TL0000014537,TXN000004162,1,SKU0000071,-1.0,454.76,454.76,,5.0,0.0,Sold,False
TL0000014538,TXN000004163,1,SKU0000340,5.0,674.52,674.52,,0.0,0.0,Sold,True
TL0000014539,TXN000004163,2,SKU0000491,2.0,1002.11,1002.11,,2.0,0.0,Sold,True
TL0000014540,TXN000004163,3,SKU0000232,1.0,461.17,461.17,,0.0,41.51,Sold,True
TL0000014541,TXN000004164,1,SKU0000148,1.0,479.17,504.39,,5.0,43.13,Sold,True
TL0000014542,TXN000004164,2,SKU0000499,1.0,339.65,377.39,,2.0,23.78,Sold,True
TL0000014543,TXN000004165,1,SKU0000205,5.0,97.45,108.28,,5.0,0.0,Sold,True
TL0000014544,TXN000004165,2,SKU0000349,2.0,87.84,87.84,,2.0,0.0,Sold,True
TL0000014545,TXN000004165,3,SKU0000207,2.0,541.74,541.74,PRM00034,5.0,54.17,Sold,True
TL0000014546,TXN000004165,4,SKU0000507,3.0,621.51,731.19,,1.0,0.0,Voided,True
TL0000014547,TXN000004166,1,SKU0000494,-1.0,878.63,878.63,,5.0,0.0,Sold,False
TL0000014548,TXN000004166,2,SKU0000235,2.0,234.88,234.88,,2.0,42.28,Sold,True
TL0000014549,TXN000004167,1,SKU0000284,3.0,311.82,389.78,,0.0,46.77,Voided,True
TL0000014550,TXN000004167,2,SKU0000377,,83.97,104.96,,0.0,7.56,Voided,False
TL0000014551,TXN000004167,3,SKU0000557,3.0,133.6,157.18,,0.0,28.06,Voided,True
TL0000014552,TXN000004167,4,SKU0000401,4.0,494.72,549.69,,5.0,98.94,Sold,True
TL0000014553,TXN000004167,5,SKU0000244,1.0,391.19,434.65,PRM00001,2.0,0.0,Sold,True
TL0000014554,TXN000004167,6,SKU0000472,1.0,521.44,521.44,PRM00044,5.0,46.93,Sold,True
TL0000014555,TXN000004168,1,SKU0000416,-1.0,272.77,272.77,,0.0,0.0,Sold,False
TL0000014556,TXN000004168,2,SKU0000422,4.0,539.36,539.36,,5.0,151.02,Sold,True
TL0000014557,TXN000004168,3,SKU0000472,-1.0,521.44,521.44,,0.0,0.0,Voided,False
TL0000014558,TXN000004169,1,SKU0000498,4.0,596.67,628.07,PRM00033,0.0,167.07,Sold,True
TL0000014559,TXN000004170,1,SKU0000218,2.0,350.05,388.94,,5.0,35.0,Sold,True
TL0000014560,TXN000004170,2,SKU0000370,1.0,47.03,47.03,,0.0,4.23,Sold,True
TL0000014561,TXN000004170,3,SKU0000541,2.0,358.9,398.78,,0.0,35.89,Sold,True
TL0000014562,TXN000004170,4,SKU0000551,2.0,469.71,469.71,,1.0,84.55,Sold,True
TL0000014563,TXN000004171,1,SKU0000547,-1.0,536.34,595.93,,0.0,0.0,Voided,False
TL0000014564,TXN000004171,2,SKU0000022,2.0,215.73,269.66,PRM00056,5.0,21.57,Sold,True
TL0000014565,TXN000004171,3,SKU0000442,2.0,35.57,39.52,,0.0,4.98,Sold,True
TL0000014566,TXN000004171,4,SKU0000319,1.0,465.2,547.3,,1.0,0.0,Sold,True
TL0000014567,TXN000004171,5,SKU0000142,-1.0,414.93,518.66,,1.0,0.0,Voided,False
TL0000014568,TXN000004171,6,SKU0000535,5.0,459.9,541.06,,5.0,0.0,Voided,True
TL0000014569,TXN000004172,1,SKU0000041,2.0,168.72,177.6,,5.0,0.0,Sold,True
TL0000014570,TXN000004172,2,SKU0000332,2.0,392.31,461.54,,0.0,0.0,Sold,True
TL0000014571,TXN000004172,3,SKU0000303,4.0,255.03,283.37,,0.0,71.41,Voided,True
TL0000014572,TXN000004172,4,SKU0000410,1.0,249.43,249.43,,0.0,0.0,Sold,True
TL0000014573,TXN000004172,5,SKU0000439,1.0,67.95,75.5,,0.0,3.4,Sold,True
TL0000014574,TXN000004173,1,SKU0000135,4.0,62.53,78.16,,0.0,0.0,Sold,True
TL0000014575,TXN000004173,2,SKU0000078,,46.7,46.7,,1.0,2.34,Sold,False
TL0000014576,TXN000004174,1,SKU0000047,3.0,20.65,21.74,PRM00001,0.0,3.1,Sold,True
TL0000014577,TXN000004174,2,SKU0000559,2.0,492.88,492.88,,0.0,88.72,Sold,True
TL0000014578,TXN000004174,3,SKU0000561,1.0,485.34,539.27,,0.0,24.27,Voided,True
TL0000014579,TXN000004174,4,SKU0000103,3.0,421.57,421.57,,0.0,88.53,Sold,True
TL0000014580,TXN000004174,5,SKU0000497,,83.61,88.01,PRM00055,5.0,5.85,Sold,False
TL0000014581,TXN000004175,1,SKU0000135,2.0,62.53,78.16,,0.0,6.25,Sold,True
TL0000014582,TXN000004175,2,SKU0000509,1.0,182.21,214.37,PRM00044,1.0,9.11,Voided,True
TL0000014583,TXN000004175,3,SKU0000023,1.0,264.07,264.07,,2.0,18.48,Sold,True
TL0000014584,TXN000004176,1,SKU0000505,,172.17,181.23,,2.0,8.61,Sold,False
TL0000014585,TXN000004177,1,SKU0000349,4.0,83.45,87.84,,0.0,30.04,Voided,True
TL0000014586,TXN000004177,2,SKU0000336,3.0,429.42,505.2,,2.0,115.94,Sold,True
TL0000014587,TXN000004177,3,SKU0000167,5.0,613.27,721.5,,2.0,153.32,Sold,True
TL0000014588,TXN000004177,4,SKU0000517,4.0,122.87,122.87,PRM00014,0.0,0.0,Sold,True
TL0000014589,TXN000004177,5,SKU0000117,1.0,965.26,1135.6,,0.0,67.57,Sold,True
TL0000014590,TXN000004178,1,SKU0000046,3.0,790.95,790.95,,0.0,213.56,Sold,True
TL0000014591,TXN000004178,2,SKU0000080,1.0,368.17,433.14,,5.0,18.41,Sold,True
TL0000014592,TXN000004178,3,SKU0000285,1.0,381.71,381.71,,0.0,26.72,Sold,True
TL0000014593,TXN000004178,4,SKU0000012,-1.0,716.29,895.36,,1.0,0.0,Sold,False
TL0000014594,TXN000004178,5,SKU0000279,1.0,616.45,648.89,,1.0,55.48,Sold,True
TL0000014595,TXN000004179,1,SKU0000139,4.0,768.63,768.63,,1.0,215.22,Sold,True
TL0000014596,TXN000004180,1,SKU0000574,2.0,434.27,482.52,,0.0,78.17,Sold,True
TL0000014597,TXN000004180,2,SKU0000329,1.0,695.36,869.2,,2.0,0.0,Sold,True
TL0000014598,TXN000004180,3,SKU0000085,5.0,316.37,372.2,,0.0,0.0,Sold,True
TL0000014599,TXN000004180,4,SKU0000037,1.0,166.08,166.08,,0.0,14.95,Sold,True
TL0000014600,TXN000004181,1,SKU0000477,1.0,57.74,64.16,,0.0,2.89,Sold,True
TL0000014601,TXN000004181,2,SKU0000245,1.0,302.53,378.16,,2.0,21.18,Sold,True
TL0000014602,TXN000004181,3,SKU0000572,5.0,237.05,237.05,,0.0,82.97,Sold,True
TL0000014603,TXN000004181,4,SKU0000464,-1.0,470.89,553.99,,0.0,0.0,Sold,False
TL0000014604,TXN000004182,1,SKU0000019,5.0,109.29,115.04,,0.0,49.18,Sold,True
TL0000014605,TXN000004183,1,SKU0000388,-1.0,510.53,600.62,PRM00030,0.0,0.0,Sold,False
TL0000014606,TXN000004183,2,SKU0000550,2.0,915.46,915.46,,1.0,128.16,Sold,True
TL0000014607,TXN000004184,1,SKU0000474,,22.22,27.78,,5.0,1.11,Voided,False
TL0000014608,TXN000004184,2,SKU0000527,,156.1,156.1,,0.0,10.93,Sold,False
TL0000014609,TXN000004184,3,SKU0000395,2.0,247.89,291.63,PRM00026,5.0,44.62,Sold,True
TL0000014610,TXN000004184,4,SKU0000530,5.0,54.09,54.09,,0.0,13.52,Sold,True
TL0000014611,TXN000004185,1,SKU0000081,-1.0,528.22,528.22,,0.0,0.0,Sold,False
TL0000014612,TXN000004185,2,SKU0000132,4.0,58.1,72.62,,0.0,0.0,Sold,True
TL0000014613,TXN000004185,3,SKU0000301,1.0,122.27,143.85,,0.0,8.56,Voided,True
TL0000014614,TXN000004185,4,SKU0000306,5.0,527.73,555.51,,0.0,0.0,Sold,True
TL0000014615,TXN000004185,5,SKU0000500,-1.0,210.74,263.42,,0.0,0.0,Sold,False
TL0000014616,TXN000004186,1,SKU0000420,1.0,610.69,678.55,,0.0,0.0,Voided,True
TL0000014617,TXN000004187,1,SKU0000526,1.0,317.64,317.64,,0.0,0.0,Sold,True
TL0000014618,TXN000004187,2,SKU0000174,,498.93,498.93,,2.0,24.95,Sold,False
TL0000014619,TXN000004187,3,SKU0000215,4.0,872.8,872.8,,0.0,314.21,Sold,True
TL0000014620,TXN000004187,4,SKU0000016,-1.0,550.17,579.13,,5.0,0.0,Sold,False
TL0000014621,TXN000004187,5,SKU0000496,,462.89,487.25,,0.0,32.4,Sold,False
TL0000014622,TXN000004188,1,SKU0000529,2.0,236.07,295.09,,1.0,23.61,Sold,True
TL0000014623,TXN000004188,2,SKU0000247,,402.66,423.85,,0.0,20.13,Sold,False
TL0000014624,TXN000004189,1,SKU0000373,,162.83,180.92,,5.0,11.4,Sold,False
TL0000014625,TXN000004190,1,SKU0000354,1.0,440.41,440.41,,0.0,0.0,Sold,True
TL0000014626,TXN000004191,1,SKU0000065,2.0,165.93,174.66,,0.0,23.23,Sold,True
TL0000014627,TXN000004191,2,SKU0000361,5.0,227.24,227.24,,0.0,79.53,Sold,True
TL0000014628,TXN000004191,3,SKU0000164,,643.13,714.59,,0.0,0.0,Sold,False
TL0000014629,TXN000004191,4,SKU0000449,1.0,116.56,116.56,,0.0,10.49,Sold,True
TL0000014630,TXN000004192,1,SKU0000528,2.0,65.18,65.18,,0.0,9.13,Sold,True
TL0000014631,TXN000004192,2,SKU0000383,1.0,452.6,502.89,,0.0,31.68,Sold,True
TL0000014632,TXN000004192,3,SKU0000217,1.0,462.11,513.46,,0.0,41.59,Sold,True
TL0000014633,TXN000004192,4,SKU0000258,1.0,170.31,170.31,,0.0,11.92,Sold,True
TL0000014634,TXN000004193,1,SKU0000310,,250.71,278.57,,0.0,12.54,Voided,False
TL0000014635,TXN000004193,2,SKU0000520,3.0,158.57,158.57,,2.0,42.81,Voided,True
TL0000014636,TXN000004193,3,SKU0000470,4.0,282.96,314.4,,2.0,0.0,Sold,True
TL0000014637,TXN000004193,4,SKU0000459,5.0,404.06,404.06,,0.0,0.0,Sold,True
TL0000014638,TXN000004194,1,SKU0000054,3.0,187.38,208.2,,0.0,28.11,Sold,True
TL0000014639,TXN000004194,2,SKU0000403,-1.0,354.83,354.83,,1.0,0.0,Sold,False
TL0000014640,TXN000004194,3,SKU0000008,1.0,198.1,247.63,PRM00040,5.0,9.91,Sold,True
TL0000014641,TXN000004194,4,SKU0000333,2.0,205.47,205.47,,0.0,36.98,Sold,True
TL0000014642,TXN000004194,5,SKU0000572,2.0,201.49,237.05,,0.0,28.21,Voided,True
TL0000014643,TXN000004194,6,SKU0000428,,10.12,12.65,,0.0,0.71,Sold,False
TL0000014644,TXN000004195,1,SKU0000551,-1.0,469.71,469.71,,5.0,0.0,Sold,False
TL0000014645,TXN000004195,2,SKU0000146,3.0,42.14,42.14,,0.0,6.32,Sold,True
TL0000014646,TXN000004195,3,SKU0000336,4.0,404.16,505.2,,1.0,0.0,Sold,True
TL0000014647,TXN000004196,1,SKU0000519,-1.0,228.56,268.9,,5.0,0.0,Voided,False
TL0000014648,TXN000004197,1,SKU0000367,1.0,727.13,727.13,,5.0,50.9,Voided,True
TL0000014649,TXN000004198,1,SKU0000173,1.0,195.91,230.48,,1.0,0.0,Voided,True
TL0000014650,TXN000004198,2,SKU0000119,-1.0,340.56,400.66,,2.0,0.0,Sold,False
TL0000014651,TXN000004199,1,SKU0000168,,635.65,635.65,,0.0,0.0,Sold,False
TL0000014652,TXN000004199,2,SKU0000091,5.0,152.45,190.56,,5.0,0.0,Sold,True
TL0000014653,TXN000004199,3,SKU0000395,,233.3,291.63,,0.0,0.0,Sold,False
TL0000014654,TXN000004199,4,SKU0000257,,789.3,789.3,PRM00024,1.0,0.0,Sold,False
TL0000014655,TXN000004200,1,SKU0000578,5.0,508.68,508.68,,0.0,127.17,Sold,True
TL0000014656,TXN000004200,2,SKU0000273,4.0,293.74,326.38,,5.0,82.25,Sold,True
TL0000014657,TXN000004200,3,SKU0000358,5.0,382.5,402.63,,0.0,172.12,Sold,True
TL0000014658,TXN000004200,4,SKU0000318,1.0,93.25,93.25,,0.0,6.53,Sold,True
TL0000014659,TXN000004201,1,SKU0000547,-1.0,566.13,595.93,,0.0,0.0,Voided,False
TL0000014660,TXN000004201,2,SKU0000496,3.0,389.8,487.25,,2.0,81.86,Sold,True
TL0000014661,TXN000004201,3,SKU0000496,3.0,487.25,487.25,,0.0,102.32,Sold,True
TL0000014662,TXN000004201,4,SKU0000033,2.0,569.05,711.31,,0.0,56.9,Voided,True
TL0000014663,TXN000004202,1,SKU0000134,4.0,410.31,512.89,,0.0,0.0,Sold,True
TL0000014664,TXN000004202,2,SKU0000377,5.0,83.97,104.96,,2.0,29.39,Sold,True
TL0000014665,TXN000004202,3,SKU0000383,-1.0,502.89,502.89,,0.0,0.0,Sold,False
TL0000014666,TXN000004202,4,SKU0000006,-1.0,586.26,732.82,PRM00050,0.0,0.0,Voided,False
