transaction_id,store_id,register_id,associate_id,customer_id,transaction_ts,transaction_type,sales_channel,receipt_status,batch_id
TXN000005171,STR0009,REG011,ASC000245,CUST00000047,04/25/2026 14:49,SALE,Pickup,Voided,POS_C
TXN000005172,STR0011,REG011,ASC000136,CUST00000937,04/09/2026 15:55,sale ,Store,Completed,POS_A
TXN000005173,STR0017,REG014,ASC000436,CUST00001084,2026-05-22 23:28:01,SALE,Store,Completed,POS_C
TXN000005174,STR0014,REG003,ASC000066,,05/20/2026 08:44,VOID,Pickup,Suspended,POS_C
TXN000005175,STR0023,REG007,ASC000479,,04/29/2026 14:13,SALE,Store,Voided,POS_A
TXN000005176,STR0005,REG018,ASC000044,CUST00000638,04/14/2026 02:56,SALE,Pickup,Voided,POS_C
TXN000005177,STR0012,REG020,ASC000023,,2026-04-20 09:42:06,SALE,Store,Completed,POS_A
TXN000005178,STR0009,REG001,ASC000126,,2026-05-03 00:03:18,SALE,Store,completed ,POS_A
TXN000005179,STR0007,REG025,ASC000318,CUST00001594,04/17/2026 17:44,SALE,Pickup,Completed,POS_A
TXN000005180,STR0007,REG018,ASC000242,,05/26/2026 02:05,VOID,Store,Completed,POS_C
TXN000005181,STR0018,REG004,ASC000491,,2026-04-09 18:30:09,SALE,Store,Voided,POS_B
TXN000005182,STR0018,REG012,ASC000490,CUST00001403,2026-05-06 02:05:34,SALE,Pickup,Suspended,POS_A
TXN000005183,STR0024,REG025,ASC000289,,2026-05-05 05:55:52,VOID,Store,Completed,POS_A
TXN000005184,STR0011,REG020,ASC000325,CUST00001449,05/28/2026 19:02,SALE,Pickup,Suspended,POS_B
TXN000005185,STR0017,REG021,ASC000024,,2026-05-05 07:14:12,SALE,Store,completed ,POS_C
TXN000005186,STR0024,REG007,ASC000289,CUST00000878,04/04/2026 11:21,SALE,Store,completed ,POS_C
TXN000005187,STR0020,REG007,ASC000358,CUST00000149,04/03/2026 13:02,sale ,Store,Suspended,POS_A
TXN000005188,STR0001,REG016,ASC000413,CUST00000755,2026-05-01 09:59:39,sale ,Pickup,Completed,POS_C
TXN000005189,STR0020,REG013,ASC000382,CUST00000573,2026-05-23 10:22:51,SALE,Store,Completed,POS_A
TXN000005190,STR0018,REG016,ASC000199,CUST00001786,2026-05-21 09:05:42,SALE,Store,Completed,POS_B
TXN000005191,STR0015,REG026,ASC000054,CUST00000202,2026-04-25 16:09:03,SALE,Store,Completed,POS_B
TXN000005192,STR0001,REG016,ASC000360,CUST00000911,2026-05-06 04:53:46,SALE,Store,Suspended,POS_C
TXN000005193,STR0011,REG014,ASC000314,CUST00000286,05/06/2026 07:41,sale ,Store,Voided,POS_B
TXN000005194,STR0005,REG021,ASC000015,,2026-04-08 17:02:00,VOID,Store,Voided,POS_A
TXN000005195,STR0020,REG008,ASC000208,,2026-04-29 02:18:56,SALE,Store,Completed,POS_B
TXN000005196,STR0001,REG003,ASC000467,CUST00000350,2026-04-29 16:21:29,VOID,Store,Suspended,POS_C
TXN000005197,STR0012,REG024,ASC000237,CUST00000774,05/10/2026 20:10,SALE,Store,completed ,POS_C
TXN000005198,STR0002,REG023,ASC000253,CUST00000412,04/15/2026 01:15,VOID,Pickup,Completed,POS_A
TXN000005199,STR0024,REG013,ASC000373,CUST00001300,05/24/2026 00:10,SALE,Store,completed ,POS_C
TXN000005200,STR0010,REG014,ASC000335,,05/24/2026 06:49,sale ,Store,Voided,POS_A
TXN000005201,STR0020,REG026,ASC000358,,05/10/2026 08:36,SALE,Store,Suspended,POS_B
TXN000005202,STR0003,REG004,ASC000249,CUST00001520,2026-04-24 09:17:20,VOID,Store,Completed,POS_B
TXN000005203,STR0015,REG028,ASC000080,CUST00000925,2026-04-21 13:31:23,sale ,Store,Completed,POS_B
TXN000005204,STR0015,REG026,ASC000412,CUST00001706,05/13/2026 14:39,SALE,Store,Voided,POS_A
TXN000005205,STR0016,REG009,ASC000100,CUST00001721,04/27/2026 09:35,sale ,Store,Voided,POS_B
TXN000005206,STR0023,REG007,ASC000162,CUST00001358,2026-05-12 03:27:08,VOID,Pickup,Voided,POS_B
TXN000005207,STR0014,REG022,ASC000469,CUST00000724,2026-04-07 12:45:27,sale ,Store,Voided,POS_C
TXN000005208,STR0018,REG024,ASC000379,CUST00001375,2026-04-20 03:21:50,sale ,Pickup,completed ,POS_A
TXN000005209,STR0017,REG017,ASC000463,,2026-04-08 15:46:25,SALE,Store,Voided,POS_B
TXN000005210,STR0001,REG010,ASC000035,CUST00000200,05/03/2026 14:15,SALE,Store,Suspended,POS_B
TXN000005211,STR0016,REG009,ASC000378,CUST00000247,04/09/2026 08:31,SALE,Store,Completed,POS_C
TXN000005212,STR0016,REG018,ASC000152,CUST00000184,2026-05-08 14:05:22,VOID,Store,completed ,POS_B
TXN000005213,STR0004,REG007,ASC000165,,05/17/2026 07:35,SALE,Pickup,Completed,POS_A
TXN000005214,STR0011,REG023,ASC000300,CUST00000916,05/29/2026 19:54,VOID,Pickup,Completed,POS_A
TXN000005215,STR0009,REG024,ASC000258,CUST00001601,04/06/2026 09:12,VOID,Store,completed ,POS_B
TXN000005216,STR0020,REG028,ASC000183,,04/07/2026 14:30,SALE,Store,Voided,POS_B
TXN000005217,STR0007,REG010,ASC000228,CUST00000597,2026-04-23 17:50:40,sale ,Store,Voided,POS_C
TXN000005218,STR0021,REG009,ASC000101,CUST00000756,2026-04-14 11:51:39,SALE,Store,Voided,POS_A
TXN000005219,STR0005,REG024,ASC000063,CUST00000677,2026-04-16 19:36:41,SALE,Store,Completed,POS_B
TXN000005220,STR0015,REG001,ASC000375,CUST00001088,2026-04-22 06:35:18,VOID,Store,Completed,POS_C
TXN000005221,STR0012,REG013,ASC000448,CUST00000010,04/12/2026 14:13,SALE,Store,Suspended,POS_B
TXN000005222,STR0006,REG022,ASC000319,CUST00000282,2026-04-25 09:32:50,SALE,Store,Voided,POS_A
TXN000005223,STR0018,REG019,ASC000476,,05/07/2026 08:22,sale ,Store,completed ,POS_B
TXN000005224,STR0018,REG026,ASC000451,,04/14/2026 05:29,SALE,Store,Voided,POS_A
TXN000005225,STR0011,REG024,ASC000012,CUST00001107,2026-05-01 07:10:41,SALE,Pickup,Completed,POS_C
TXN000005226,STR0004,REG001,ASC000074,CUST00001057,04/13/2026 16:28,SALE,Store,Voided,POS_A
TXN000005227,STR0005,REG011,ASC000397,CUST00001190,04/20/2026 17:49,SALE,Store,Completed,POS_B
TXN000005228,STR0014,REG018,ASC000247,CUST00001621,04/17/2026 17:05,SALE,Store,Completed,POS_A
TXN000005229,STR0014,REG015,ASC000247,CUST00001449,2026-05-29 21:01:00,SALE,Pickup,Completed,POS_C
TXN000005230,STR0002,REG025,ASC000332,,05/18/2026 11:18,SALE,Pickup,Completed,POS_B
TXN000005231,STR0007,REG020,ASC000168,,2026-04-19 14:12:33,SALE,Store,Completed,POS_C
TXN000005232,STR0011,REG002,ASC000065,,2026-05-15 11:32:41,SALE,Store,Suspended,POS_C
TXN000005233,STR0004,REG021,ASC000398,CUST00001606,05/11/2026 05:30,VOID,Pickup,Completed,POS_A
TXN000005234,STR0025,REG002,ASC000352,CUST00001421,2026-04-09 11:51:05,sale ,Store,Completed,POS_A
TXN000005235,STR0009,REG003,ASC000445,,2026-04-07 09:57:28,SALE,Store,Voided,POS_B
TXN000005236,STR0013,REG008,ASC000422,CUST00001207,04/20/2026 20:05,SALE,Store,Completed,POS_B
TXN000005237,STR0010,REG015,ASC000122,CUST00000486,05/03/2026 00:18,SALE,Store,Suspended,POS_B
TXN000005238,STR0011,REG009,ASC000123,CUST00001052,2026-04-18 10:56:41,sale ,Store,completed ,POS_C
TXN000005239,STR0005,REG028,ASC000063,CUST00001744,05/06/2026 15:09,SALE,Store,Completed,POS_C
TXN000005240,STR0002,REG011,ASC000290,CUST00000427,05/10/2026 22:29,SALE,Store,Completed,POS_B
TXN000005241,STR0020,REG005,ASC000137,,04/07/2026 15:36,SALE,Store,Completed,POS_B
TXN000005242,STR0024,REG026,ASC000376,CUST00000195,2026-05-21 11:25:22,VOID,Pickup,Completed,POS_C
TXN000005243,STR0004,REG022,ASC000154,CUST00001499,2026-04-02 20:09:37,VOID,Store,Completed,POS_B
TXN000005244,STR0024,REG024,ASC000377,CUST00001527,2026-05-18 08:00:23,SALE,Store,Completed,POS_B
TXN000005245,STR0018,REG018,ASC000365,CUST00000431,2026-04-16 05:38:37,SALE,Store,Suspended,POS_B
TXN000005246,STR0011,REG026,ASC000012,CUST00000629,2026-04-12 07:13:09,SALE,Store,completed ,POS_C
TXN000005247,STR0011,REG008,ASC000012,CUST00001650,2026-04-28 08:41:15,sale ,Store,Voided,POS_B
TXN000005248,STR0023,REG015,ASC000363,,05/23/2026 05:25,SALE,Pickup,Voided,POS_C
TXN000005249,STR0017,REG004,ASC000351,CUST00001765,05/21/2026 19:17,SALE,Store,Voided,POS_C
TXN000005250,STR0014,REG013,ASC000411,CUST00000463,05/04/2026 02:39,sale ,Store,Completed,POS_A
TXN000005251,STR0020,REG009,ASC000195,CUST00001752,05/18/2026 22:28,sale ,Store,Suspended,POS_B
TXN000005252,STR0025,REG021,ASC000016,,04/15/2026 10:45,SALE,Store,completed ,POS_C
TXN000005253,STR0001,REG001,ASC000360,,2026-04-18 06:45:29,SALE,Pickup,completed ,POS_C
TXN000005254,STR0023,REG022,ASC000479,CUST00000202,2026-04-28 21:15:30,SALE,Pickup,Completed,POS_B
TXN000005255,STR0007,REG017,ASC000075,CUST00001382,05/02/2026 14:47,SALE,Store,completed ,POS_A
TXN000005256,STR0001,REG010,ASC000045,CUST00001519,2026-04-07 23:06:17,VOID,Store,Completed,POS_C
TXN000005257,STR0011,REG021,ASC000314,,2026-04-26 17:18:13,SALE,Pickup,Completed,POS_C
TXN000005258,STR0006,REG004,ASC000294,,2026-05-05 20:52:57,SALE,Pickup,Completed,POS_A
TXN000005259,STR0009,REG003,ASC000125,CUST00001623,04/02/2026 05:57,SALE,Store,completed ,POS_A
TXN000005260,STR0007,REG022,ASC000263,CUST00000791,2026-05-20 11:52:48,sale ,Pickup,Voided,POS_A
TXN000005261,STR0011,REG022,ASC000123,,04/02/2026 14:36,SALE,Pickup,Completed,POS_B
TXN000005262,STR0010,REG009,ASC000335,CUST00000278,05/23/2026 20:55,sale ,Store,Voided,POS_A
TXN000005263,STR0021,REG001,ASC000424,,2026-04-01 11:44:42,VOID,Store,Completed,POS_C
TXN000005264,STR0007,REG025,ASC000474,CUST00001615,05/23/2026 05:56,SALE,Pickup,Completed,POS_A
TXN000005265,STR0009,REG018,ASC000178,,2026-04-13 01:34:23,SALE,Store,Suspended,POS_A
TXN000005266,STR0016,REG007,ASC000105,CUST00000018,2026-05-06 14:20:55,SALE,Pickup,Voided,POS_B
TXN000005267,STR0004,REG005,ASC000002,CUST00000446,05/11/2026 06:42,VOID,Pickup,completed ,POS_C
TXN000005268,STR0024,REG022,ASC000340,CUST00000234,05/04/2026 16:42,SALE,Store,Completed,POS_B
TXN000005269,STR0015,REG001,ASC000212,CUST00000167,04/12/2026 12:51,SALE,Store,Completed,POS_B
TXN000005270,STR0001,REG013,ASC000360,,2026-05-05 18:47:10,SALE,Store,Completed,POS_B
TXN000005271,STR0010,REG011,ASC000122,,04/03/2026 23:49,VOID,Store,Voided,POS_A
TXN000005272,STR0008,REG012,ASC000048,CUST00001117,2026-05-23 18:22:31,SALE,Store,Voided,POS_C
TXN000005273,STR0011,REG025,ASC000399,CUST00000217,04/25/2026 02:29,SALE,Store,Completed,POS_C
TXN000005274,STR0001,REG006,ASC000299,CUST00001498,2026-04-25 04:12:17,VOID,Store,completed ,POS_A
TXN000005275,STR0013,REG017,ASC000098,CUST00000072,05/22/2026 10:33,SALE,Pickup,Completed,POS_A
TXN000005276,STR0002,REG026,ASC000253,CUST00000903,2026-05-20 01:10:17,sale ,Store,Voided,POS_B
TXN000005277,STR0024,REG026,ASC000418,,2026-05-04 02:51:17,SALE,Store,Voided,POS_B
TXN000005278,STR0001,REG026,ASC000472,CUST00000518,2026-04-16 15:40:10,SALE,Store,Completed,POS_B
TXN000005279,STR0010,REG011,ASC000328,CUST00000731,05/24/2026 03:21,SALE,Pickup,Voided,POS_C
TXN000005280,STR0007,REG018,ASC000168,CUST00000893,2026-05-11 08:10:49,sale ,Store,Suspended,POS_A
TXN000005281,STR0001,REG014,ASC000035,CUST00001078,05/21/2026 16:05,VOID,Store,Voided,POS_A
TXN000005282,STR0005,REG003,ASC000442,,2026-05-12 17:54:54,VOID,Store,Completed,POS_B
TXN000005283,STR0016,REG023,ASC000267,CUST00000913,05/13/2026 16:35,SALE,Pickup,Suspended,POS_A
TXN000005284,STR0024,REG028,ASC000323,,04/14/2026 10:08,SALE,Pickup,Suspended,POS_C
TXN000005285,STR0010,REG013,ASC000426,CUST00001133,2026-04-13 20:15:56,SALE,Store,completed ,POS_A
TXN000005286,STR0020,REG013,ASC000468,CUST00000885,04/16/2026 21:22,SALE,Store,Completed,POS_B
TXN000005287,STR0015,REG022,ASC000274,CUST00000070,05/15/2026 12:43,SALE,Store,Completed,POS_C
TXN000005288,STR0022,REG023,ASC000390,CUST00000661,05/04/2026 10:28,SALE,Store,Suspended,POS_A
TXN000005289,STR0005,REG012,ASC000015,CUST00001635,04/18/2026 08:42,sale ,Store,Completed,POS_B
TXN000005290,STR0001,REG005,ASC000308,,2026-05-03 09:26:51,VOID,Store,Suspended,POS_B
TXN000005291,STR0016,REG018,ASC000112,CUST00000492,05/04/2026 02:34,VOID,Pickup,Completed,POS_C
TXN000005292,STR0013,REG002,ASC000224,CUST00001524,04/07/2026 12:44,SALE,Store,Suspended,POS_B
TXN000005293,STR0012,REG007,ASC000005,CUST00001491,04/20/2026 09:46,SALE,Store,Voided,POS_C
TXN000005294,STR0018,REG017,ASC000341,CUST00001376,2026-04-08 19:19:25,SALE,Pickup,completed ,POS_B
TXN000005295,STR0016,REG019,ASC000273,CUST00000640,2026-04-27 18:09:36,VOID,Pickup,completed ,POS_A
TXN000005296,STR0002,REG018,ASC000332,CUST00001772,04/25/2026 20:53,sale ,Pickup,Completed,POS_B
TXN000005297,STR0006,REG006,ASC000076,CUST00000485,2026-04-17 08:44:02,SALE,Pickup,Suspended,POS_B
TXN000005298,STR0001,REG023,ASC000413,CUST00000661,05/02/2026 05:44,SALE,Pickup,Completed,POS_A
TXN000005299,STR0024,REG018,ASC000272,,04/28/2026 03:37,SALE,Store,Voided,POS_A
TXN000005300,STR0008,REG024,ASC000039,CUST00001603,2026-04-25 01:45:30,SALE,Store,Voided,POS_A
TXN000005301,STR0002,REG022,ASC000483,CUST00001583,05/01/2026 03:16,SALE,Store,Completed,POS_C
TXN000005302,STR0020,REG012,ASC000189,,2026-04-21 13:09:58,SALE,Store,Suspended,POS_C
TXN000005303,STR0009,REG019,ASC000058,,04/29/2026 03:35,SALE,Pickup,Voided,POS_A
TXN000005304,STR0006,REG011,ASC000076,CUST00000761,04/15/2026 06:53,SALE,Store,Completed,POS_A
TXN000005305,STR0001,REG024,ASC000472,CUST00001467,04/20/2026 11:28,SALE,Store,Completed,POS_C
TXN000005306,STR0010,REG015,ASC000433,CUST00000010,2026-05-06 21:06:40,sale ,Pickup,Suspended,POS_B
TXN000005307,STR0011,REG026,ASC000123,CUST00001641,2026-04-22 04:56:25,VOID,Store,Completed,POS_B
TXN000005308,STR0014,REG002,ASC000252,CUST00000333,05/15/2026 11:04,SALE,Store,Suspended,POS_A
TXN000005309,STR0019,REG018,ASC000004,CUST00000292,2026-04-16 00:37:26,SALE,Pickup,Completed,POS_B
TXN000005310,STR_UNKNOWN,REG021,ASC000440,CUST00000984,2026-05-05 09:25:34,sale ,Store,Completed,POS_B
TXN000005311,STR0003,REG008,ASC000115,,05/13/2026 06:00,sale ,Pickup,Suspended,POS_A
TXN000005312,STR0011,REG001,ASC000120,CUST00000028,04/25/2026 10:36,SALE,Pickup,Suspended,POS_B
TXN000005313,STR0004,REG004,ASC000280,,2026-04-01 04:31:41,SALE,Store,Suspended,POS_B
TXN000005314,STR0001,REG009,ASC000425,CUST00000141,2026-04-08 20:13:46,SALE,Store,Voided,POS_C
TXN000005315,STR0007,REG020,ASC000022,,04/15/2026 20:56,SALE,Store,Suspended,POS_B
TXN000005316,STR0014,REG006,ASC000187,,2026-04-11 11:46:47,SALE,Store,Voided,POS_B
TXN000005317,STR0018,REG012,ASC000127,,05/12/2026 08:23,SALE,Store,Completed,POS_A
TXN000005318,STR0022,REG006,ASC000443,CUST00000979,2026-05-01 19:55:44,SALE,Store,completed ,POS_C
TXN000005319,STR0007,REG024,ASC000118,CUST00000354,05/07/2026 14:36,SALE,Store,Completed,POS_A
TXN000005320,STR0015,REG007,ASC000054,,2026-05-17 07:57:26,sale ,Pickup,Completed,POS_B
TXN000005321,STR0013,REG026,ASC000098,,05/04/2026 12:08,SALE,Pickup,Voided,POS_A
TXN000005322,STR0002,REG020,ASC000320,CUST00000940,2026-04-05 20:05:22,SALE,Store,Completed,POS_B
TXN000005323,STR0017,REG028,ASC000351,CUST00001076,04/01/2026 10:21,SALE,Store,Completed,POS_C
TXN000005324,STR0008,REG004,ASC000383,CUST00000455,04/22/2026 05:29,sale ,Store,Suspended,POS_B
TXN000005325,STR0007,REG018,ASC000239,,2026-04-26 10:51:51,SALE,Store,Suspended,POS_C
TXN000005326,STR0004,REG005,ASC000062,CUST00001230,04/17/2026 20:30,sale ,Pickup,Voided,POS_A
TXN000005327,STR0021,REG025,ASC000450,CUST00000626,2026-04-03 07:27:12,sale ,Store,Suspended,POS_A
TXN000005328,STR0014,REG022,ASC000202,CUST00000742,2026-04-29 23:34:58,SALE,Pickup,Completed,POS_A
TXN000005329,STR0025,REG003,ASC000420,CUST00001602,2026-04-07 03:09:47,VOID,Store,Suspended,POS_C
TXN000005330,STR0014,REG016,ASC000494,,2026-05-29 14:25:22,VOID,Pickup,Completed,POS_B
TXN000005331,STR0024,REG002,ASC000186,CUST00001076,05/11/2026 13:50,SALE,Store,Suspended,POS_A
TXN000005332,STR0016,REG006,ASC000158,,05/20/2026 15:56,SALE,Store,Suspended,POS_A
TXN000005333,STR0015,REG021,ASC000212,CUST00001513,2026-05-27 08:56:18,sale ,Pickup,completed ,POS_C
TXN000005334,STR0024,REG024,ASC000377,CUST00000502,2026-05-09 13:55:39,SALE,Pickup,completed ,POS_C
TXN000005335,STR0006,REG020,ASC000271,CUST00000552,2026-04-06 19:34:12,VOID,Store,Completed,POS_B
TXN000005336,STR0005,REG022,ASC000229,CUST00000078,2026-05-29 14:44:50,VOID,Pickup,Suspended,POS_A
TXN000005337,STR0004,REG013,ASC000062,CUST00000258,2026-04-21 22:24:30,SALE,Store,Completed,POS_C
TXN000005338,STR0021,REG004,ASC000489,CUST00001520,05/18/2026 11:31,VOID,Store,Voided,POS_B
TXN000005339,STR0006,REG019,ASC000305,CUST00000422,04/20/2026 09:44,SALE,Pickup,Suspended,POS_A
TXN000005340,STR0024,REG027,ASC000373,,04/04/2026 08:34,VOID,Pickup,Completed,POS_C
TXN000005341,STR0010,REG010,ASC000122,CUST00001423,2026-05-30 20:34:22,SALE,Store,Suspended,POS_C
TXN000005342,STR0022,REG004,ASC000369,CUST00001773,04/12/2026 12:44,sale ,Store,Completed,POS_B
TXN000005343,STR0016,REG022,ASC000152,,04/25/2026 23:04,SALE,Store,Voided,POS_C
TXN000005344,STR0006,REG020,ASC000305,,2026-05-30 10:49:53,SALE,Pickup,completed ,POS_B
TXN000005345,STR0011,REG027,ASC000325,CUST00000345,04/18/2026 15:08,sale ,Store,Voided,POS_A
TXN000005346,STR0010,REG025,ASC000150,CUST00000219,2026-05-20 08:58:14,VOID,Store,Completed,POS_B
TXN000005347,STR0004,REG017,ASC000009,,04/18/2026 22:56,SALE,Pickup,Completed,POS_B
TXN000005348,STR0002,REG026,ASC000320,CUST00001578,2026-04-04 13:12:49,VOID,Store,Suspended,POS_B
TXN000005349,STR0005,REG017,ASC000229,CUST00000539,05/04/2026 07:19,SALE,Pickup,Completed,POS_B
TXN000005350,STR0006,REG014,ASC000191,CUST00000439,04/26/2026 15:55,SALE,Store,completed ,POS_C
TXN000005351,STR0006,REG023,ASC000226,,04/27/2026 07:31,SALE,Store,Completed,POS_B
TXN000005352,STR0014,REG003,ASC000469,CUST00000106,04/28/2026 13:23,SALE,Pickup,Suspended,POS_A
TXN000005353,STR0016,REG002,ASC000218,CUST00000511,2026-05-04 19:09:19,SALE,Store,Voided,POS_C
TXN000005354,STR0006,REG011,ASC000191,CUST00001702,04/28/2026 11:28,SALE,Store,Voided,POS_C
TXN000005355,STR0012,REG025,ASC000092,CUST00000989,05/25/2026 11:33,sale ,Store,Suspended,POS_C
TXN000005356,STR0008,REG010,ASC000140,CUST00000244,04/25/2026 00:54,SALE,Store,Voided,POS_B
TXN000005357,STR0021,REG009,ASC000101,,2026-05-17 13:36:42,SALE,Store,Completed,POS_C
TXN000005358,STR0015,REG015,ASC000438,CUST00001656,2026-05-16 18:24:29,SALE,Pickup,Completed,POS_C
TXN000005359,STR0014,REG013,ASC000498,,04/03/2026 22:09,SALE,Store,Completed,POS_B
TXN000005360,STR0024,REG021,ASC000337,CUST00000122,2026-05-20 11:09:54,VOID,Store,Voided,POS_B
TXN000005361,STR0025,REG025,ASC000286,CUST00001194,2026-05-06 04:40:52,SALE,Pickup,Completed,POS_B
TXN000005362,STR0022,REG022,ASC000131,CUST00000120,2026-04-15 10:47:44,sale ,Store,Completed,POS_C
TXN000005363,STR0001,REG017,ASC000307,CUST00000510,04/25/2026 19:48,SALE,Pickup,Voided,POS_B
TXN000005364,STR0015,REG019,ASC000338,CUST00001493,2026-04-06 13:33:29,SALE,Store,Completed,POS_A
TXN000005365,STR0022,REG025,ASC000219,,05/24/2026 04:52,SALE,Store,completed ,POS_B
TXN000005366,STR0012,REG018,ASC000069,CUST00001694,05/06/2026 03:31,SALE,Pickup,Completed,POS_A
TXN000005367,STR0025,REG009,ASC000329,CUST00000268,05/20/2026 01:49,SALE,Pickup,Voided,POS_A
TXN000005368,STR0009,REG014,ASC000349,CUST00000457,2026-04-21 08:03:41,SALE,Store,Suspended,POS_B
TXN000005369,STR0002,REG007,ASC000290,CUST00000783,04/16/2026 10:37,SALE,Store,completed ,POS_A
TXN000005370,STR0002,REG020,ASC000301,CUST00001185,2026-04-20 00:09:03,SALE,Store,Voided,POS_B
TXN000005371,STR0022,REG010,ASC000124,,2026-05-16 05:16:27,SALE,Store,Voided,POS_A
TXN000005372,STR0025,REG007,ASC000493,CUST00001469,2026-04-01 22:00:42,VOID,Pickup,Completed,POS_B
TXN000005373,STR0020,REG007,ASC000200,CUST00000526,2026-05-05 04:57:31,SALE,Store,Completed,POS_B
TXN000005374,STR0016,REG026,ASC000273,CUST00000678,04/29/2026 00:57,SALE,Store,completed ,POS_A
TXN000005375,STR0021,REG016,ASC000450,CUST00001574,04/29/2026 02:43,VOID,Store,completed ,POS_B
TXN000005376,STR0004,REG016,ASC000398,CUST00001487,04/27/2026 09:14,VOID,Pickup,Voided,POS_C
TXN000005377,STR0009,REG022,ASC000485,CUST00000944,04/07/2026 11:30,VOID,Store,Completed,POS_B
TXN000005378,STR0014,REG011,ASC000381,,05/08/2026 19:43,SALE,Store,Completed,POS_C
TXN000005379,STR0025,REG014,ASC000055,CUST00001794,05/25/2026 04:18,SALE,Pickup,Voided,POS_C
TXN000005380,STR0015,REG028,ASC000080,CUST00000771,2026-04-26 22:23:54,SALE,Store,completed ,POS_B
TXN000005381,STR0003,REG028,ASC000421,CUST00000239,05/12/2026 03:14,SALE,Pickup,Voided,POS_C
TXN000005382,STR0010,REG008,ASC000010,CUST00001259,04/24/2026 14:15,sale ,Pickup,Suspended,POS_B
TXN000005383,STR0002,REG006,ASC000011,CUST00000030,2026-04-21 23:49:53,SALE,Store,Completed,POS_B
TXN000005384,STR0004,REG017,ASC000062,CUST00001060,2026-04-23 02:48:37,SALE,Store,Completed,POS_B
TXN000005385,STR0003,REG025,ASC000115,CUST00000320,04/13/2026 22:35,SALE,Store,Voided,POS_C
TXN000005386,STR0007,REG001,ASC000393,CUST00000972,05/13/2026 19:42,SALE,Pickup,Completed,POS_C
TXN000005387,STR0021,REG025,ASC000450,,05/01/2026 23:20,sale ,Store,Suspended,POS_B
TXN000005388,STR0002,REG019,ASC000011,CUST00000767,2026-05-23 07:44:32,SALE,Pickup,Completed,POS_C
TXN000005389,STR0008,REG018,ASC000257,CUST00000470,05/20/2026 13:32,sale ,Pickup,Completed,POS_C
TXN000005390,STR0020,REG002,ASC000208,CUST00000194,2026-04-29 10:24:19,SALE,Pickup,Voided,POS_A
TXN000005391,STR0023,REG006,ASC000162,CUST00000248,05/24/2026 05:33,VOID,Store,Voided,POS_A
TXN000005392,STR0015,REG019,ASC000020,CUST00001260,2026-04-27 14:47:43,sale ,Store,completed ,POS_C
TXN000005393,STR0025,REG003,ASC000493,CUST00000680,2026-05-29 22:43:11,SALE,Store,completed ,POS_A
TXN000005394,STR0007,REG006,ASC000119,CUST00000107,2026-05-04 16:01:05,VOID,Store,completed ,POS_C
TXN000005395,STR0025,REG021,ASC000464,,05/01/2026 00:44,SALE,Store,Completed,POS_C
TXN000005396,STR0004,REG004,ASC000287,CUST00000632,04/23/2026 15:53,SALE,Store,Suspended,POS_C
TXN000005397,STR0019,REG006,ASC000488,CUST00000702,2026-04-16 10:21:08,SALE,Store,Completed,POS_A
TXN000005398,STR0004,REG013,ASC000009,CUST00001148,2026-05-30 10:42:38,sale ,Store,Completed,POS_A
TXN000005399,STR0012,REG002,ASC000207,CUST00001281,2026-04-16 21:17:47,sale ,Store,Completed,POS_C
TXN000005400,STR0020,REG017,ASC000189,CUST00000976,2026-05-05 10:53:38,sale ,Store,Completed,POS_A
TXN000005401,STR0018,REG006,ASC000470,CUST00001614,04/18/2026 20:59,SALE,Store,Completed,POS_C
TXN000005402,STR0016,REG025,ASC000152,CUST00001217,05/15/2026 00:16,SALE,Pickup,Suspended,POS_A
TXN000005403,STR0011,REG020,ASC000325,CUST00001373,05/28/2026 14:38,SALE,Pickup,Completed,POS_A
TXN000005404,STR0012,REG003,ASC000069,CUST00001281,2026-04-29 23:35:06,SALE,Pickup,Suspended,POS_B
TXN000005405,STR0006,REG008,ASC000243,,05/31/2026 02:34,sale ,Store,Voided,POS_A
TXN000005406,STR0002,REG007,ASC000301,CUST00001433,04/27/2026 19:18,VOID,Pickup,completed ,POS_C
TXN000005407,STR0011,REG025,ASC000123,CUST00001265,04/21/2026 12:36,VOID,Store,Completed,POS_A
TXN000005408,STR0019,REG009,ASC000013,CUST00001761,2026-04-13 15:34:59,sale ,Store,Completed,POS_A
TXN000005409,STR0024,REG004,ASC000376,CUST00000191,2026-05-04 07:53:15,VOID,Pickup,Suspended,POS_A
TXN000005410,STR0025,REG011,ASC000204,,2026-04-18 04:44:19,sale ,Store,Completed,POS_C
TXN000005411,STR0025,REG022,ASC000204,CUST00000435,05/22/2026 21:34,SALE,Store,Completed,POS_C
TXN000005412,STR0003,REG008,ASC000374,CUST00001190,2026-05-01 05:22:39,SALE,Store,Completed,POS_B
TXN000005413,STR0021,REG025,ASC000492,CUST00001718,2026-05-20 00:50:29,SALE,Store,Completed,POS_A
TXN000005414,STR0005,REG017,ASC000161,CUST00000651,05/13/2026 10:51,sale ,Store,Suspended,POS_B
TXN000005415,STR0020,REG022,ASC000109,CUST00001309,2026-05-29 22:58:33,SALE,Pickup,Voided,POS_C
TXN000005416,STR0010,REG013,ASC000426,CUST00001110,2026-05-28 13:16:28,VOID,Store,Suspended,POS_C
TXN000005417,STR0011,REG025,ASC000012,,2026-05-30 02:22:58,sale ,Pickup,completed ,POS_B
