payment_id,transaction_id,payment_method,payment_status,payment_amount
PAY000004070,TXN000003887,credit card,approved ,59.75
PAY000004071,TXN000003888,Cash,Declined,404.62
PAY000004072,TXN000003889,Gift Card,approved ,27.00
PAY000004073,TXN000003890,credit card,Declined,419.76
PAY000004074,TXN000003891,Mobile Pay,Reversed,272.31
PAY000004075,TXN000003891,Cash,Declined,473.95
PAY000004076,TXN000003892,Cash,approved ,216.21
PAY000004077,TXN000003893,Mobile Pay,Declined,231.68
PAY000004078,TXN000003894,Mobile Pay,Reversed,438.62
PAY000004079,TXN000003895,Mobile Pay,Reversed,84.04
PAY000004080,TXN000003896,credit card,approved ,344.15
PAY000004081,TXN000003896,Debit Card,Declined,315.44
PAY000004082,TXN000003897,Gift Card,Declined,38.35
PAY000004083,TXN000003898,Debit Card,Approved,250.25
PAY000004084,TXN000003899,Gift Card,Approved,432.18
PAY000004085,TXN000003900,credit card,Declined,492.38
PAY000004086,TXN000003901,Credit Card,Approved,353.66
PAY000004087,TXN000003902,credit card,Declined,491.74
PAY000004088,TXN000003903,Debit Card,Reversed,246.62
PAY000004089,TXN000003904,Credit Card,Approved,113.69
PAY000004090,TXN000003905,Credit Card,approved ,407.68
PAY000004091,TXN000003906,Cash,Reversed,304.01
PAY000004092,TXN000003907,Cash,Declined,193.66
PAY000004093,TXN000003908,Mobile Pay,approved ,365.01
PAY000004094,TXN000003909,Debit Card,Declined,6.20
PAY000004095,TXN000003910,Cash,Reversed,23.73
PAY000004096,TXN000003911,Gift Card,approved ,470.18
PAY000004097,TXN000003912,Mobile Pay,approved ,418.96
PAY000004098,TXN000003913,Mobile Pay,Reversed,412.93
PAY000004099,TXN000003914,credit card,Approved,400.13
PAY000004100,TXN000003915,Cash,approved ,308.63
PAY000004101,TXN000003915,credit card,Declined,347.11
PAY000004102,TXN000003916,Credit Card,Approved,275.33
PAY000004103,TXN000003917,Gift Card,approved ,262.96
PAY000004104,TXN000003918,Mobile Pay,approved ,106.43
PAY000004105,TXN000003919,Debit Card,Approved,330.45
PAY000004106,TXN000003920,Credit Card,Reversed,85.10
PAY000004107,TXN000003921,Gift Card,Declined,57.56
PAY000004108,TXN000003922,Gift Card,Approved,308.96
PAY000004109,TXN000003923,Gift Card,approved ,92.26
PAY000004110,TXN000003924,Gift Card,approved ,168.38
PAY000004111,TXN000003925,Mobile Pay,Declined,196.42
PAY000004112,TXN000003926,Cash,approved ,134.06
PAY000004113,TXN000003927,Debit Card,Reversed,396.61
PAY000004114,TXN000003928,Debit Card,Approved,52.63
PAY000004115,TXN000003929,credit card,approved ,181.41
PAY000004116,TXN000003930,credit card,Reversed,63.02
PAY000004117,TXN000003931,Gift Card,Reversed,307.23
PAY000004118,TXN000003932,credit card,Reversed,310.99
PAY000004119,TXN000003933,Credit Card,Approved,100.89
PAY000004120,TXN000003934,Gift Card,Approved,21.31
PAY000004121,TXN000003935,Mobile Pay,Declined,83.23
PAY000004122,TXN000003936,Mobile Pay,Reversed,469.82
PAY000004123,TXN000003937,Gift Card,Reversed,112.84
PAY000004124,TXN000003937,credit card,Reversed,43.61
PAY000004125,TXN000003938,Mobile Pay,Approved,290.82
PAY000004126,TXN000003939,Debit Card,Approved,189.28
PAY000004127,TXN000003940,Credit Card,Declined,341.17
PAY000004128,TXN000003941,Credit Card,Approved,121.17
PAY000004129,TXN000003942,Debit Card,Approved,394.19
PAY000004130,TXN000003943,Debit Card,Reversed,153.84
PAY000004131,TXN000003944,Credit Card,Approved,334.46
PAY000004132,TXN000003945,Cash,Approved,226.61
PAY000004133,TXN000003946,Cash,Declined,427.10
PAY000004134,TXN000003947,Mobile Pay,Approved,296.83
PAY000004135,TXN000003948,credit card,Declined,220.92
PAY000004136,TXN000003949,Gift Card,approved ,202.16
PAY000004137,TXN000003950,Credit Card,Approved,339.24
PAY000004138,TXN000003951,Mobile Pay,Declined,325.68
PAY000004139,TXN000003952,Debit Card,Approved,297.66
PAY000004140,TXN000003953,Debit Card,Reversed,256.13
PAY000004141,TXN000003954,Debit Card,approved ,441.73
PAY000004142,TXN000003955,Credit Card,Reversed,38.77
PAY000004143,TXN000003956,credit card,Approved,205.47
PAY000004144,TXN000003957,Mobile Pay,Approved,355.66
PAY000004145,TXN000003958,Credit Card,Approved,113.27
PAY000004146,TXN000003959,Mobile Pay,Declined,355.49
PAY000004147,TXN000003960,Mobile Pay,approved ,225.54
PAY000004148,TXN000003961,Gift Card,Approved,381.36
PAY000004149,TXN000003962,Mobile Pay,Approved,225.78
PAY000004150,TXN000003963,credit card,Declined,471.47
PAY000004151,TXN000003964,Credit Card,Approved,202.61
PAY000004152,TXN000003965,Mobile Pay,Approved,320.71
PAY000004153,TXN000003966,Cash,Approved,149.98
PAY000004154,TXN000003967,Credit Card,approved ,458.42
PAY000004155,TXN000003968,Gift Card,Declined,457.78
PAY000004156,TXN000003969,Cash,Declined,256.37
PAY000004157,TXN000003970,Debit Card,Reversed,120.18
PAY000004158,TXN000003971,Gift Card,approved ,123.80
PAY000004159,TXN000003972,Cash,approved ,327.93
PAY000004160,TXN000003973,Debit Card,Reversed,50.20
PAY000004161,TXN000003974,Debit Card,Approved,481.85
PAY000004162,TXN000003975,credit card,Approved,179.62
PAY000004163,TXN000003976,Credit Card,Approved,376.35
PAY000004164,TXN000003977,credit card,Approved,90.75
PAY000004165,TXN000003978,Credit Card,Declined,413.71
PAY000004166,TXN000003979,Mobile Pay,Reversed,218.84
PAY000004167,TXN000003980,credit card,Reversed,32.89
PAY000004168,TXN000003980,Debit Card,Approved,69.82
PAY000004169,TXN000003981,Cash,Approved,122.64
PAY000004170,TXN000003982,credit card,approved ,385.34
PAY000004171,TXN000003983,Mobile Pay,Approved,191.52
PAY000004172,TXN000003984,Gift Card,Approved,126.46
PAY000004173,TXN000003985,Gift Card,Approved,107.51
PAY000004174,TXN000003985,credit card,Reversed,7.38
PAY000004175,TXN000003986,credit card,Approved,432.91
PAY000004176,TXN000003987,Cash,Declined,185.41
PAY000004177,TXN000003988,Mobile Pay,Approved,333.61
PAY000004178,TXN000003989,Cash,Declined,464.59
PAY000004179,TXN000003990,Mobile Pay,Approved,470.92
PAY000004180,TXN000003991,credit card,Declined,19.38
PAY000004181,TXN000003992,credit card,Approved,285.82
PAY000004182,TXN000003993,Debit Card,Approved,176.47
PAY000004183,TXN000003994,Credit Card,Reversed,389.02
PAY000004184,TXN000003994,Gift Card,Declined,225.66
PAY000004185,TXN000003995,credit card,Approved,296.19
PAY000004186,TXN000003996,Gift Card,Declined,317.64
PAY000004187,TXN000003997,Credit Card,Reversed,51.82
PAY000004188,TXN000003998,Credit Card,Approved,440.71
PAY000004189,TXN000003999,Mobile Pay,Approved,67.53
PAY000004190,TXN000004000,Gift Card,approved ,297.22
PAY000004191,TXN000004001,credit card,Approved,244.30
PAY000004192,TXN000004002,Mobile Pay,Approved,210.13
PAY000004193,TXN000004003,Debit Card,Approved,145.56
PAY000004194,TXN000004004,Gift Card,Declined,88.94
PAY000004195,TXN000004005,Cash,Declined,115.74
PAY000004196,TXN000004006,Debit Card,Approved,465.91
PAY000004197,TXN000004007,Cash,Declined,429.24
PAY000004198,TXN000004008,Credit Card,Approved,161.76
PAY000004199,TXN000004009,Cash,Approved,384.22
PAY000004200,TXN000004010,Debit Card,Approved,162.03
PAY000004201,TXN000004011,Gift Card,Approved,319.06
PAY000004202,TXN000004012,Credit Card,Approved,141.95
PAY000004203,TXN000004013,Gift Card,Approved,458.60
PAY000004204,TXN000004014,Cash,Approved,349.82
PAY000004205,TXN000004015,Mobile Pay,Approved,147.57
PAY000004206,TXN000004016,Gift Card,Approved,117.07
PAY000004207,TXN000004017,Cash,Reversed,459.63
PAY000004208,TXN000004018,Debit Card,approved ,464.29
PAY000004209,TXN000004019,Cash,approved ,227.67
PAY000004210,TXN000004020,Mobile Pay,Reversed,213.82
PAY000004211,TXN000004021,Mobile Pay,approved ,69.98
PAY000004212,TXN000004022,Mobile Pay,Declined,487.28
PAY000004213,TXN000004023,Cash,approved ,155.08
PAY000004214,TXN000004024,credit card,Approved,41.99
PAY000004215,TXN000004025,credit card,Declined,295.73
PAY000004216,TXN000004026,Cash,Declined,291.18
PAY000004217,TXN000004027,Credit Card,approved ,265.01
PAY000004218,TXN000004028,Mobile Pay,Approved,6.93
PAY000004219,TXN000004029,Cash,Approved,467.56
PAY000004220,TXN000004030,Credit Card,approved ,319.97
PAY000004221,TXN000004031,Mobile Pay,Approved,454.28
PAY000004222,TXN000004032,Mobile Pay,approved ,104.20
PAY000004223,TXN000004033,credit card,Approved,446.41
PAY000004224,TXN000004033,Gift Card,Declined,305.94
PAY000004225,TXN000004034,Cash,Declined,215.34
PAY000004226,TXN000004035,credit card,Approved,474.92
PAY000004227,TXN000004036,Debit Card,Declined,12.30
PAY000004228,TXN000004037,credit card,approved ,305.38
PAY000004229,TXN000004038,Cash,Approved,368.65
PAY000004230,TXN000004039,Credit Card,Reversed,329.46
PAY000004231,TXN000004040,Mobile Pay,Reversed,264.84
PAY000004232,TXN000004041,Mobile Pay,Declined,93.37
PAY000004233,TXN000004042,Credit Card,Reversed,12.75
PAY000004234,TXN000004043,Mobile Pay,Approved,444.79
PAY000004235,TXN000004044,Cash,Approved,108.33
PAY000004236,TXN000004045,credit card,Approved,134.55
PAY000004237,TXN000004046,Cash,approved ,133.98
PAY000004238,TXN000004047,Credit Card,approved ,61.41
PAY000004239,TXN000004048,credit card,approved ,82.43
PAY000004240,TXN000004049,credit card,Approved,210.00
PAY000004241,TXN000004050,Credit Card,approved ,56.13
PAY000004242,TXN000004051,Mobile Pay,Reversed,440.72
PAY000004243,TXN000004052,Gift Card,Approved,277.63
PAY000004244,TXN000004053,Gift Card,approved ,148.94
PAY000004245,TXN000004054,Cash,Approved,43.80
PAY000004246,TXN000004055,Mobile Pay,approved ,293.48
PAY000004247,TXN000004056,Mobile Pay,Declined,77.28
PAY000004248,TXN000004057,Debit Card,Approved,404.60
PAY000004249,TXN000004058,Credit Card,Declined,39.71
PAY000004250,TXN000004059,Gift Card,Approved,330.65
PAY000004251,TXN000004060,Debit Card,Declined,257.12
PAY000004252,TXN000004061,Cash,approved ,39.75
PAY000004253,TXN000004061,Cash,Reversed,100.71
PAY000004254,TXN000004062,Cash,Declined,273.01
PAY000004255,TXN000004063,credit card,Declined,333.26
PAY000004256,TXN000004064,Gift Card,Reversed,348.07
PAY000004257,TXN000004065,Debit Card,Declined,488.25
PAY000004258,TXN000004066,credit card,Declined,465.83
PAY000004259,TXN000004067,Debit Card,Approved,243.70
PAY000004260,TXN000004068,Cash,Approved,23.40
PAY000004261,TXN000004069,Gift Card,Declined,255.45
PAY000004262,TXN000004070,Debit Card,approved ,438.33
PAY000004263,TXN000004071,Debit Card,approved ,428.29
PAY000004264,TXN000004072,Gift Card,Reversed,44.12
PAY000004265,TXN000004073,credit card,Approved,375.97
PAY000004266,TXN000004074,credit card,Declined,417.41
PAY000004267,TXN000004075,credit card,approved ,307.91
PAY000004268,TXN000004076,Cash,Reversed,122.28
PAY000004269,TXN000004077,credit card,Approved,499.09
PAY000004270,TXN000004078,Debit Card,Approved,140.63
PAY000004271,TXN000004078,Gift Card,Approved,18.92
PAY000004272,TXN000004079,Mobile Pay,Approved,238.94
PAY000004273,TXN000004080,Debit Card,approved ,209.69
PAY000004274,TXN000004081,Mobile Pay,Declined,447.11
PAY000004275,TXN000004082,Debit Card,Declined,228.36
PAY000004276,TXN000004083,Mobile Pay,Approved,51.02
PAY000004277,TXN000004084,credit card,Declined,80.44
PAY000004278,TXN000004085,Cash,Approved,225.78
PAY000004279,TXN000004086,Mobile Pay,Approved,241.48
PAY000004280,TXN000004087,Credit Card,approved ,248.69
PAY000004281,TXN000004088,Debit Card,Approved,453.42
PAY000004282,TXN000004089,Mobile Pay,Approved,62.39
PAY000004283,TXN000004090,Credit Card,approved ,253.35
PAY000004284,TXN000004091,Gift Card,Reversed,122.93
PAY000004285,TXN000004092,Debit Card,approved ,221.12
PAY000004286,TXN000004093,Mobile Pay,Declined,33.80
PAY000004287,TXN000004094,Mobile Pay,approved ,168.08
PAY000004288,TXN000004095,Cash,Reversed,33.58
PAY000004289,TXN000004096,Gift Card,Approved,23.88
PAY000004290,TXN000004097,Mobile Pay,Reversed,145.78
PAY000004291,TXN000004098,Mobile Pay,Reversed,230.48
PAY000004292,TXN000004099,Credit Card,Declined,339.53
PAY000004293,TXN000004100,Gift Card,Approved,415.20
PAY000004294,TXN000004101,Mobile Pay,Approved,61.51
PAY000004295,TXN000004102,Mobile Pay,Declined,445.73
PAY000004296,TXN000004103,Credit Card,Approved,173.81
PAY000004297,TXN000004104,Mobile Pay,Approved,270.70
PAY000004298,TXN000004105,Cash,approved ,233.39
PAY000004299,TXN000004106,Cash,Reversed,182.18
PAY000004300,TXN000004106,Mobile Pay,Reversed,370.69
PAY000004301,TXN000004107,credit card,Approved,308.55
PAY000004302,TXN000004108,Debit Card,Reversed,466.24
PAY000004303,TXN000004109,credit card,Approved,205.34
PAY000004304,TXN000004110,Mobile Pay,approved ,5.37
PAY000004305,TXN000004111,Credit Card,approved ,15.63
PAY000004306,TXN000004112,Credit Card,Approved,71.25
PAY000004307,TXN000004113,Mobile Pay,Approved,178.55
PAY000004308,TXN000004114,Debit Card,Approved,199.05
PAY000004309,TXN000004115,Debit Card,Reversed,483.45
PAY000004310,TXN000004115,Credit Card,Approved,153.35
PAY000004311,TXN000004116,Mobile Pay,Reversed,bad
PAY000004312,TXN000004117,Debit Card,Approved,492.35
PAY000004313,TXN000004118,credit card,approved ,311.30
PAY000004314,TXN000004119,Cash,Approved,57.46
PAY000004315,TXN000004120,credit card,Reversed,49.53
PAY000004316,TXN000004121,Cash,approved ,23.60
PAY000004317,TXN000004122,Credit Card,Reversed,478.89
PAY000004318,TXN000004123,Mobile Pay,Approved,31.39
PAY000004319,TXN000004124,Mobile Pay,approved ,224.01
PAY000004320,TXN000004125,Gift Card,approved ,370.95
PAY000004321,TXN000004126,Cash,approved ,418.00
PAY000004322,TXN000004126,credit card,Declined,379.10
PAY000004323,TXN000004127,Gift Card,Approved,122.33
PAY000004324,TXN000004128,Credit Card,Declined,224.01
PAY000004325,TXN000004129,Gift Card,Approved,467.47
PAY000004326,TXN000004130,Mobile Pay,Approved,399.06
PAY000004327,TXN000004131,credit card,approved ,157.38
PAY000004328,TXN000004132,credit card,approved ,426.21
PAY000004329,TXN000004133,Mobile Pay,approved ,422.65
PAY000004330,TXN000004134,Mobile Pay,Reversed,393.82
PAY000004331,TXN000004135,Mobile Pay,approved ,6.27
PAY000004332,TXN000004136,Cash,Reversed,469.50
PAY000004333,TXN000004137,Gift Card,Declined,218.25
PAY000004334,TXN000004138,Mobile Pay,Approved,173.07
PAY000004335,TXN000004139,Gift Card,Declined,100.23
PAY000004336,TXN000004140,Mobile Pay,Approved,140.25
PAY000004337,TXN000004141,Mobile Pay,Declined,320.41
PAY000004338,TXN000004142,Credit Card,Reversed,385.19
PAY000004339,TXN000004143,Credit Card,Reversed,134.55
PAY000004340,TXN000004143,Debit Card,Approved,231.20
PAY000004341,TXN000004144,Mobile Pay,Approved,31.17
PAY000004342,TXN000004145,Credit Card,approved ,489.33
PAY000004343,TXN000004146,Debit Card,Approved,119.86
PAY000004344,TXN000004147,Mobile Pay,approved ,203.04
PAY000004345,TXN000004148,Cash,approved ,438.30
PAY000004346,TXN000004149,Cash,Approved,488.37
PAY000004347,TXN000004150,Debit Card,Approved,351.13
PAY000004348,TXN000004151,Gift Card,Reversed,259.14
PAY000004349,TXN000004152,credit card,Reversed,94.41
PAY000004350,TXN000004153,credit card,Approved,47.42
PAY000004351,TXN000004154,credit card,Reversed,481.28
PAY000004352,TXN000004155,Cash,Reversed,428.17
PAY000004353,TXN000004156,Mobile Pay,Approved,98.66
PAY000004354,TXN000004156,Mobile Pay,Reversed,437.07
PAY000004355,TXN000004157,credit card,Approved,318.31
PAY000004356,TXN000004158,Cash,Approved,246.71
PAY000004357,TXN000004159,Mobile Pay,Declined,272.77
PAY000004358,TXN000004160,Cash,Approved,368.03
PAY000004359,TXN000004161,Credit Card,Approved,92.46
PAY000004360,TXN000004162,Cash,Declined,224.25
PAY000004361,TXN000004163,Cash,Approved,419.08
PAY000004362,TXN000004164,credit card,Approved,492.85
PAY000004363,TXN000004165,credit card,Approved,77.90
PAY000004364,TXN000004166,Mobile Pay,Approved,29.18
PAY000004365,TXN000004167,Cash,approved ,13.81
PAY000004366,TXN000004168,Cash,Declined,496.29
PAY000004367,TXN000004169,Debit Card,Approved,86.15
PAY000004368,TXN000004170,credit card,Approved,105.47
PAY000004369,TXN000004171,Credit Card,Approved,205.17
PAY000004370,TXN000004172,Cash,Declined,386.04
PAY000004371,TXN000004172,Cash,Approved,418.66
PAY000004372,TXN000004173,Debit Card,Approved,178.37
PAY000004373,TXN000004174,Mobile Pay,Approved,243.98
PAY000004374,TXN000004175,Credit Card,Reversed,323.54
PAY000004375,TXN000004176,Gift Card,Declined,29.39
PAY000004376,TXN000004177,Gift Card,Approved,438.52
PAY000004377,TXN000004178,Cash,Approved,114.16
PAY000004378,TXN000004179,Cash,Declined,6.22
PAY000004379,TXN000004180,Mobile Pay,approved ,285.17
PAY000004380,TXN000004181,Mobile Pay,Approved,415.48
PAY000004381,TXN000004181,Mobile Pay,Approved,292.53
PAY000004382,TXN000004182,Cash,Reversed,440.69
PAY000004383,TXN000004183,Cash,approved ,39.75
PAY000004384,TXN000004184,Debit Card,Declined,195.51
PAY000004385,TXN000004185,credit card,approved ,133.35
PAY000004386,TXN000004186,Gift Card,Declined,475.50
PAY000004387,TXN000004187,Cash,Approved,9.26
PAY000004388,TXN000004188,Credit Card,Approved,172.38
PAY000004389,TXN000004189,Debit Card,Approved,489.27
PAY000004390,TXN000004190,Debit Card,Declined,212.12
PAY000004391,TXN000004191,Cash,Reversed,176.63
PAY000004392,TXN000004192,Gift Card,Approved,344.24
PAY000004393,TXN000004193,Mobile Pay,Approved,366.19
PAY000004394,TXN000004194,credit card,Approved,478.79
PAY000004395,TXN000004195,Mobile Pay,Reversed,473.77
PAY000004396,TXN000004196,Debit Card,Reversed,481.35
PAY000004397,TXN000004197,Debit Card,Declined,15.62
PAY000004398,TXN000004198,Credit Card,Declined,67.67
PAY000004399,TXN000004199,Mobile Pay,Approved,23.06
PAY000004400,TXN000004200,Gift Card,Approved,247.51
PAY000004401,TXN000004201,Credit Card,Reversed,337.05
PAY000004402,TXN000004202,Credit Card,approved ,412.58
PAY000004403,TXN000004203,Cash,Approved,434.61
PAY000004404,TXN000004204,Mobile Pay,Approved,8.15
PAY000004405,TXN000004205,credit card,Approved,422.53
PAY000004406,TXN000004206,credit card,Approved,431.02
PAY000004407,TXN000004207,credit card,Reversed,109.32
PAY000004408,TXN000004208,credit card,Approved,248.78
PAY000004409,TXN000004209,Debit Card,Approved,273.74
PAY000004410,TXN000004210,Mobile Pay,Approved,383.18
PAY000004411,TXN000004211,Cash,Reversed,350.19
PAY000004412,TXN000004211,Gift Card,Declined,166.53
PAY000004413,TXN000004212,Credit Card,Approved,233.69
PAY000004414,TXN000004213,Debit Card,Declined,451.18
PAY000004415,TXN000004214,Credit Card,Approved,337.56
PAY000004416,TXN000004215,Mobile Pay,Declined,184.58
PAY000004417,TXN000004216,Gift Card,Approved,118.29
PAY000004418,TXN000004217,Cash,approved ,85.09
PAY000004419,TXN000004218,Cash,approved ,108.11
PAY000004420,TXN000004219,Debit Card,Approved,432.47
PAY000004421,TXN000004220,Credit Card,Approved,221.96
PAY000004422,TXN000004220,Debit Card,Approved,380.40
PAY000004423,TXN000004221,Debit Card,Approved,483.49
PAY000004424,TXN000004221,Cash,Declined,222.59
PAY000004425,TXN000004222,credit card,approved ,141.64
PAY000004426,TXN000004223,credit card,Approved,380.29
PAY000004427,TXN000004224,credit card,Reversed,444.85
PAY000004428,TXN000004225,Cash,Approved,8.57
PAY000004429,TXN000004226,credit card,Approved,266.27
PAY000004430,TXN000004227,Debit Card,Reversed,418.11
PAY000004431,TXN000004227,Gift Card,Reversed,273.32
PAY000004432,TXN000004228,Cash,Approved,282.68
PAY000004433,TXN000004228,Credit Card,Reversed,92.20
PAY000004434,TXN000004229,Debit Card,approved ,36.96
PAY000004435,TXN000004230,Debit Card,approved ,168.54
PAY000004436,TXN000004231,credit card,Declined,306.24
PAY000004437,TXN000004232,Gift Card,Approved,25.02
PAY000004438,TXN000004232,Gift Card,approved ,209.03
PAY000004439,TXN000004233,credit card,Reversed,235.95
PAY000004440,TXN000004234,Cash,Approved,377.94
PAY000004441,TXN000004235,Credit Card,Approved,397.81
PAY000004442,TXN000004236,Mobile Pay,Approved,116.35
PAY000004443,TXN000004237,Credit Card,Declined,41.58
PAY000004444,TXN000004238,Mobile Pay,Declined,499.44
PAY000004445,TXN000004239,Credit Card,Approved,304.88
PAY000004446,TXN000004240,Credit Card,approved ,240.74
PAY000004447,TXN000004241,credit card,Approved,245.54
PAY000004448,TXN000004242,Mobile Pay,Declined,280.81
PAY000004449,TXN000004243,Gift Card,approved ,63.22
PAY000004450,TXN000004244,Cash,Approved,174.45
PAY000004451,TXN000004245,Debit Card,Declined,257.37
PAY000004452,TXN000004246,credit card,Reversed,329.33
PAY000004453,TXN000004247,Mobile Pay,approved ,bad
PAY000004454,TXN000004248,Debit Card,Reversed,93.83
PAY000004455,TXN000004249,Gift Card,Approved,317.64
PAY000004456,TXN000004249,credit card,Reversed,178.56
PAY000004457,TXN000004250,Credit Card,Approved,339.27
PAY000004458,TXN000004251,Debit Card,approved ,316.82
PAY000004459,TXN000004252,Debit Card,Reversed,178.55
PAY000004460,TXN000004253,Debit Card,Approved,405.67
PAY000004461,TXN000004254,Debit Card,approved ,74.18
PAY000004462,TXN000004255,Gift Card,approved ,262.48
PAY000004463,TXN000004256,Cash,Reversed,169.98
PAY000004464,TXN000004257,Credit Card,Approved,390.37
PAY000004465,TXN000004258,Debit Card,Declined,218.48
PAY000004466,TXN000004259,Debit Card,Approved,133.55
PAY000004467,TXN000004260,Credit Card,Approved,363.63
PAY000004468,TXN000004261,Debit Card,Reversed,152.52
PAY000004469,TXN000004262,Debit Card,Approved,226.24
PAY000004470,TXN000004263,credit card,Approved,40.94
PAY000004471,TXN000004264,Debit Card,Reversed,333.68
PAY000004472,TXN000004265,credit card,Reversed,466.55
PAY000004473,TXN000004266,credit card,Approved,211.97
PAY000004474,TXN000004267,Gift Card,Declined,255.05
PAY000004475,TXN000004268,Credit Card,Reversed,498.04
PAY000004476,TXN000004269,credit card,Approved,137.83
PAY000004477,TXN000004270,Gift Card,Declined,201.38
PAY000004478,TXN000004271,Gift Card,Approved,253.07
PAY000004479,TXN000004272,Credit Card,Reversed,253.94
PAY000004480,TXN000004273,Debit Card,Declined,494.01
PAY000004481,TXN000004274,credit card,Approved,218.57
PAY000004482,TXN000004274,credit card,Declined,117.78
PAY000004483,TXN000004275,Debit Card,Approved,112.60
PAY000004484,TXN000004275,credit card,approved ,458.89
PAY000004485,TXN000004276,Debit Card,Reversed,135.09
PAY000004486,TXN000004277,Cash,Approved,187.19
PAY000004487,TXN000004278,Debit Card,approved ,38.02
PAY000004488,TXN000004279,Mobile Pay,Declined,208.92
PAY000004489,TXN000004280,Credit Card,Approved,492.85
PAY000004490,TXN000004281,credit card,approved ,34.69
PAY000004491,TXN000004282,credit card,Approved,375.27
PAY000004492,TXN000004283,Cash,Reversed,219.21
PAY000004493,TXN000004284,Debit Card,Declined,188.78
PAY000004494,TXN000004285,Debit Card,approved ,367.41
PAY000004495,TXN000004285,Cash,Approved,28.01
PAY000004496,TXN000004286,Cash,Approved,279.64
PAY000004497,TXN000004286,credit card,Approved,330.27
PAY000004498,TXN000004287,Credit Card,Approved,397.75
PAY000004499,TXN000004288,credit card,Approved,190.62
PAY000004500,TXN000004289,Debit Card,Approved,252.50
PAY000004501,TXN000004290,Credit Card,Declined,440.64
PAY000004502,TXN000004291,Credit Card,Declined,98.14
PAY000004503,TXN000004292,Cash,approved ,403.61
PAY000004504,TXN000004293,Credit Card,Approved,72.58
PAY000004505,TXN000004294,credit card,approved ,293.70
PAY000004506,TXN000004295,Gift Card,Approved,17.14
PAY000004507,TXN000004296,Mobile Pay,Reversed,9.57
PAY000004508,TXN000004297,Debit Card,Approved,470.53
PAY000004509,TXN000004298,Gift Card,Reversed,100.28
PAY000004510,TXN000004299,Credit Card,Declined,211.33
PAY000004511,TXN000004299,credit card,Reversed,126.77
PAY000004512,TXN000004300,credit card,Approved,217.20
PAY000004513,TXN000004301,Cash,Approved,323.48
PAY000004514,TXN000004302,Mobile Pay,Approved,488.28
PAY000004515,TXN000004303,credit card,approved ,266.57
PAY000004516,TXN000004304,credit card,Approved,374.34
PAY000004517,TXN000004305,Gift Card,Reversed,291.44
PAY000004518,TXN000004306,Debit Card,Declined,113.77
PAY000004519,TXN000004307,Credit Card,Reversed,202.48
PAY000004520,TXN000004308,Debit Card,Reversed,438.91
PAY000004521,TXN000004309,Mobile Pay,Reversed,67.00
PAY000004522,TXN000004310,Cash,Approved,425.46
PAY000004523,TXN000004311,Debit Card,approved ,182.26
PAY000004524,TXN000004312,Gift Card,Reversed,84.63
PAY000004525,TXN000004313,Credit Card,Declined,264.15
PAY000004526,TXN000004314,Cash,approved ,427.19
PAY000004527,TXN000004315,Gift Card,Declined,160.68
PAY000004528,TXN000004316,credit card,Approved,181.47
PAY000004529,TXN000004317,Gift Card,Approved,219.18
PAY000004530,TXN000004318,credit card,Approved,55.82
PAY000004531,TXN000004319,Gift Card,Reversed,498.40
PAY000004532,TXN000004320,Gift Card,Declined,311.60
PAY000004533,TXN000004321,credit card,Reversed,411.05
PAY000004534,TXN000004322,Debit Card,Reversed,130.04
PAY000004535,TXN000004323,Credit Card,Declined,182.54
PAY000004536,TXN000004323,Mobile Pay,Reversed,23.93
PAY000004537,TXN000004324,credit card,Approved,294.59
PAY000004538,TXN000004325,Mobile Pay,approved ,196.15
PAY000004539,TXN000004326,credit card,Approved,16.10
PAY000004540,TXN000004327,Debit Card,Approved,118.69
PAY000004541,TXN000004328,Gift Card,approved ,473.99
PAY000004542,TXN000004329,Debit Card,Approved,434.96
PAY000004543,TXN000004330,Gift Card,Declined,318.89
PAY000004544,TXN000004331,Debit Card,Approved,113.86
PAY000004545,TXN000004332,Mobile Pay,approved ,334.10
PAY000004546,TXN000004333,Mobile Pay,Reversed,141.48
PAY000004547,TXN000004334,Gift Card,approved ,295.28
PAY000004548,TXN000004335,Debit Card,Approved,488.86
PAY000004549,TXN000004336,Debit Card,Reversed,246.62
PAY000004550,TXN000004337,Credit Card,Approved,218.50
PAY000004551,TXN000004338,credit card,Approved,128.46
PAY000004552,TXN000004339,Mobile Pay,Approved,487.34
PAY000004553,TXN000004340,Credit Card,approved ,274.38
PAY000004554,TXN000004341,Debit Card,Approved,372.07
PAY000004555,TXN000004342,credit card,Declined,464.54
PAY000004556,TXN000004343,Credit Card,Approved,61.86
PAY000004557,TXN000004344,credit card,Approved,416.55
PAY000004558,TXN000004344,Cash,Approved,344.77
PAY000004559,TXN000004345,credit card,Approved,103.40
PAY000004560,TXN000004345,Mobile Pay,approved ,123.82
PAY000004561,TXN000004346,Gift Card,approved ,300.85
PAY000004562,TXN000004347,Credit Card,Approved,419.74
PAY000004563,TXN000004348,Mobile Pay,Approved,224.92
PAY000004564,TXN000004349,Credit Card,approved ,444.76
PAY000004565,TXN000004350,credit card,Approved,328.01
PAY000004566,TXN000004351,Cash,Reversed,17.80
PAY000004567,TXN000004352,Gift Card,Declined,43.29
PAY000004568,TXN000004353,Debit Card,approved ,54.65
PAY000004569,TXN000004354,credit card,Declined,295.76
PAY000004570,TXN000004355,Debit Card,Approved,116.02
