po_line_id,po_id,line_number,product_id,ordered_qty,unit_cost,line_status,valid_quantity,valid_unit_cost
POL0000000741,PO00000290,2,SKU0000109,-5.0,110.75,Open,False,True
POL0000000742,PO00000291,1,SKU0000481,,123.51,Partial,False,True
POL0000000743,PO00000292,1,SKU0000012,500.0,220.94,Received,True,True
POL0000000744,PO00000292,2,SKU0000387,,243.93,Received,False,True
POL0000000745,PO00000293,1,SKU0000054,1000.0,44.17,Open,True,True
POL0000000746,PO00000294,1,SKU0000393,500.0,79.34,Partial,True,True
POL0000000747,PO00000294,2,SKU0000524,250.0,260.06,Received,True,True
POL0000000748,PO00000294,3,SKU0000055,500.0,200.83,Partial,True,True
POL0000000749,PO00000295,1,SKU0000249,-5.0,19.78,Partial,False,True
POL0000000750,PO00000295,2,SKU0000039,1000.0,186.43,Cancelled,True,True
POL0000000751,PO00000295,3,SKU0000211,,159.18,Open,False,True
POL0000000752,PO00000296,1,SKU0000100,,224.42,Open,False,True
POL0000000753,PO00000296,2,SKU0000487,100.0,98.03,Cancelled,True,True
POL0000000754,PO00000296,3,SKU0000280,100.0,183.17,Open,True,True
POL0000000755,PO00000296,4,SKU0000367,,36.58,Partial,False,True
POL0000000756,PO00000297,1,SKU0000493,500.0,49.69,Open,True,True
POL0000000757,PO00000297,2,SKU0000408,250.0,46.55,Cancelled,True,True
POL0000000758,PO00000298,1,SKU0000076,1000.0,64.98,Cancelled,True,True
POL0000000759,PO00000298,2,SKU0000618,1000.0,17.24,Received,True,True
POL0000000760,PO00000298,3,SKU0000272,50.0,253.68,Partial,True,True
POL0000000761,PO00000299,1,SKU0000316,1000.0,103.84,Cancelled,True,True
POL0000000762,PO00000299,2,SKU0000118,,285.17,Received,False,True
POL0000000763,PO00000299,3,SKU0000028,,209.57,Partial,False,True
POL0000000764,PO00000300,1,SKU0000007,500.0,151.15,Partial,True,True
POL0000000765,PO00000300,2,SKU0000389,-5.0,167.89,Open,False,True
POL0000000766,PO00000301,1,SKU0000355,100.0,180.72,Open,True,True
POL0000000767,PO00000302,1,SKU0000457,1000.0,50.55,Received,True,True
POL0000000768,PO00000303,1,SKU0000336,,160.68,Partial,False,True
POL0000000769,PO00000303,2,SKU0000530,500.0,286.42,Cancelled,True,True
POL0000000770,PO00000304,1,SKU0000284,250.0,166.1,Open,True,True
POL0000000771,PO00000304,2,SKU0000641,-5.0,175.09,Partial,False,True
POL0000000772,PO00000304,3,SKU_UNKNOWN,500.0,142.18,Received,True,True
POL0000000773,PO00000304,4,SKU0000329,50.0,224.29,Open,True,True
POL0000000774,PO00000305,1,SKU0000193,-5.0,229.5,Open,False,True
POL0000000775,PO00000305,2,SKU_UNKNOWN,100.0,118.76,Open,True,True
POL0000000776,PO00000305,3,SKU0000617,250.0,233.25,Cancelled,True,True
POL0000000777,PO00000305,4,SKU0000609,500.0,212.09,Open,True,True
POL0000000778,PO00000306,1,SKU0000427,,97.69,Cancelled,False,True
POL0000000779,PO00000306,2,SKU0000530,,286.42,Open,False,True
POL0000000780,PO00000307,1,SKU0000352,250.0,76.87,Open,True,True
POL0000000781,PO00000307,2,SKU0000209,500.0,228.55,Open,True,True
POL0000000782,PO00000307,3,SKU0000075,500.0,21.18,Open,True,True
POL0000000783,PO00000307,4,SKU0000277,250.0,138.96,Cancelled,True,True
POL0000000784,PO00000308,1,SKU0000200,100.0,224.59,Open,True,True
POL0000000785,PO00000308,2,SKU0000484,-5.0,125.25,Open,False,True
POL0000000786,PO00000308,3,SKU0000208,,160.85,Cancelled,False,True
POL0000000787,PO00000309,1,SKU0000222,-5.0,5.74,Open,False,True
POL0000000788,PO00000309,2,SKU0000444,500.0,234.25,Cancelled,True,True
POL0000000789,PO00000309,3,SKU0000101,250.0,95.8,Received,True,True
POL0000000790,PO00000309,4,SKU0000172,100.0,273.08,Received,True,True
POL0000000791,PO00000310,1,SKU0000637,-5.0,34.31,Open,False,True
POL0000000792,PO00000311,1,SKU0000646,1000.0,172.09,Partial,True,True
POL0000000793,PO00000311,2,SKU0000365,1000.0,111.5,Open,True,True
POL0000000794,PO00000311,3,SKU0000366,500.0,91.53,Open,True,True
POL0000000795,PO00000311,4,SKU0000455,50.0,130.54,Cancelled,True,True
POL0000000796,PO00000312,1,SKU0000159,1000.0,49.49,Received,True,True
POL0000000797,PO00000312,2,SKU0000180,250.0,240.38,Open,True,True
POL0000000798,PO00000313,1,SKU0000493,-5.0,65.26,Open,False,True
POL0000000799,PO00000313,2,SKU0000616,,94.64,Received,False,True
POL0000000800,PO00000314,1,SKU0000240,1000.0,276.39,Open,True,True
POL0000000801,PO00000314,2,SKU0000568,500.0,4.53,Open,True,True
POL0000000802,PO00000314,3,SKU0000055,-5.0,200.83,Open,False,True
POL0000000803,PO00000315,1,SKU0000448,100.0,218.34,Cancelled,True,True
POL0000000804,PO00000316,1,SKU0000581,500.0,24.6,Cancelled,True,True
POL0000000805,PO00000316,2,SKU0000081,1000.0,227.93,Received,True,True
POL0000000806,PO00000317,1,SKU0000438,1000.0,133.72,Received,True,True
POL0000000807,PO00000318,1,SKU0000036,-5.0,18.54,Open,False,True
POL0000000808,PO00000319,1,SKU0000512,-5.0,294.99,Partial,False,True
POL0000000809,PO00000320,1,SKU0000030,250.0,167.95,Open,True,True
POL0000000810,PO00000320,2,SKU0000324,-5.0,289.69,Open,False,True
POL0000000811,PO00000320,3,SKU0000642,500.0,270.26,Received,True,True
POL0000000812,PO00000320,4,SKU0000517,50.0,63.69,Received,True,True
POL0000000813,PO00000321,1,SKU0000083,-5.0,244.15,Open,False,True
POL0000000814,PO00000321,2,SKU0000577,-5.0,233.83,Cancelled,False,True
POL0000000815,PO00000321,3,SKU0000127,-5.0,183.86,Partial,False,True
POL0000000816,PO00000321,4,SKU0000521,50.0,278.47,Partial,True,True
POL0000000817,PO00000322,1,SKU0000201,,201.87,Received,False,True
POL0000000818,PO00000322,2,SKU0000021,1000.0,247.69,Open,True,True
POL0000000819,PO00000322,3,SKU0000316,1000.0,103.84,Open,True,True
POL0000000820,PO00000322,4,SKU0000306,500.0,154.34,Received,True,True
POL0000000821,PO00000323,1,SKU0000440,250.0,140.15,Open,True,True
POL0000000822,PO00000323,2,SKU0000500,50.0,21.62,Received,True,True
POL0000000823,PO00000323,3,SKU0000100,500.0,224.42,Open,True,True
POL0000000824,PO00000324,1,SKU0000291,-5.0,66.92,Received,False,True
POL0000000825,PO00000324,2,SKU0000418,500.0,281.99,Cancelled,True,True
POL0000000826,PO00000324,3,SKU0000106,-5.0,71.95,Partial,False,True
POL0000000827,PO00000325,1,SKU0000602,100.0,62.28,Partial,True,True
POL0000000828,PO00000325,2,SKU0000664,50.0,237.21,Open,True,True
POL0000000829,PO00000325,3,SKU0000269,250.0,,Open,True,False
POL0000000830,PO00000326,1,SKU0000141,-5.0,269.52,Received,False,True
POL0000000831,PO00000326,2,SKU0000066,-5.0,295.43,Partial,False,True
POL0000000832,PO00000326,3,SKU0000321,50.0,128.78,Open,True,True
POL0000000833,PO00000327,1,SKU0000124,500.0,44.0,Open,True,True
POL0000000834,PO00000327,2,SKU0000267,1000.0,41.45,Received,True,True
POL0000000835,PO00000327,3,SKU0000589,250.0,56.46,Open,True,True
POL0000000836,PO00000328,1,SKU0000439,100.0,223.94,Received,True,True
POL0000000837,PO00000328,2,SKU0000629,500.0,42.15,Received,True,True
POL0000000838,PO00000328,3,SKU0000384,100.0,289.4,Received,True,True
POL0000000839,PO00000328,4,SKU0000074,1000.0,101.16,Open,True,True
POL0000000840,PO00000329,1,SKU0000399,100.0,29.14,Partial,True,True
POL0000000841,PO00000329,2,SKU0000337,-5.0,61.11,Open,False,True
POL0000000842,PO00000329,3,SKU0000611,50.0,185.61,Cancelled,True,True
POL0000000843,PO00000329,4,SKU0000511,50.0,118.6,Open,True,True
POL0000000844,PO00000330,1,SKU0000265,50.0,229.09,Received,True,True
POL0000000845,PO00000330,2,SKU0000441,100.0,216.68,Cancelled,True,True
POL0000000846,PO00000330,3,SKU0000252,-5.0,153.07,Partial,False,True
POL0000000847,PO00000331,1,SKU0000018,100.0,77.5,Partial,True,True
POL0000000848,PO00000331,2,SKU0000059,100.0,145.09,Open,True,True
POL0000000849,PO00000331,3,SKU0000487,100.0,98.03,Partial,True,True
POL0000000850,PO00000331,4,SKU0000238,,287.68,Cancelled,False,True
POL0000000851,PO00000332,1,SKU0000244,100.0,61.2,Open,True,True
POL0000000852,PO00000332,2,SKU0000341,,250.42,Received,False,True
POL0000000853,PO00000332,3,SKU0000633,-5.0,50.73,Open,False,True
POL0000000854,PO00000333,1,SKU0000265,100.0,229.09,Received,True,True
POL0000000855,PO00000333,2,SKU0000118,,285.17,Received,False,True
POL0000000856,PO00000334,1,SKU0000596,500.0,6.93,Received,True,True
POL0000000857,PO00000335,1,SKU0000007,,151.15,Cancelled,False,True
POL0000000858,PO00000335,2,SKU0000228,50.0,290.95,Open,True,True
POL0000000859,PO00000335,3,SKU0000516,1000.0,82.03,Received,True,True
POL0000000860,PO00000335,4,SKU0000467,500.0,256.63,Open,True,True
POL0000000861,PO00000336,1,SKU0000667,50.0,282.23,Partial,True,True
POL0000000862,PO00000336,2,SKU0000518,-5.0,123.83,Partial,False,True
POL0000000863,PO00000336,3,SKU0000250,-5.0,120.44,Open,False,True
POL0000000864,PO00000337,1,SKU0000526,100.0,49.91,Partial,True,True
POL0000000865,PO00000337,2,SKU0000079,500.0,175.49,Received,True,True
POL0000000866,PO00000337,3,SKU0000312,100.0,102.23,Open,True,True
POL0000000867,PO00000338,1,SKU0000088,50.0,254.15,Cancelled,True,True
POL0000000868,PO00000338,2,SKU0000041,500.0,227.5,Open,True,True
POL0000000869,PO00000339,1,SKU0000328,250.0,245.84,Open,True,True
POL0000000870,PO00000339,2,SKU0000280,500.0,,Received,True,False
POL0000000871,PO00000339,3,SKU0000326,50.0,234.1,Cancelled,True,True
POL0000000872,PO00000339,4,SKU0000304,100.0,104.7,Open,True,True
POL0000000873,PO00000340,1,SKU0000168,-5.0,94.15,Partial,False,True
POL0000000874,PO00000341,1,SKU0000477,1000.0,57.59,Partial,True,True
POL0000000875,PO00000341,2,SKU0000358,-5.0,44.63,Partial,False,True
POL0000000876,PO00000341,3,SKU0000074,1000.0,101.16,Cancelled,True,True
POL0000000877,PO00000341,4,SKU0000528,100.0,112.12,Partial,True,True
POL0000000878,PO00000342,1,SKU0000628,1000.0,143.58,Cancelled,True,True
POL0000000879,PO00000342,2,SKU0000599,50.0,20.32,Received,True,True
POL0000000880,PO00000342,3,SKU0000510,100.0,285.3,Received,True,True
POL0000000881,PO00000342,4,SKU0000078,500.0,106.21,Received,True,True
POL0000000882,PO00000343,1,SKU0000645,50.0,160.8,Open,True,True
POL0000000883,PO00000344,1,SKU0000169,-5.0,197.43,Open,False,True
POL0000000884,PO00000344,2,SKU0000402,1000.0,262.51,Open,True,True
POL0000000885,PO00000345,1,SKU0000097,-5.0,95.66,Open,False,True
POL0000000886,PO00000345,2,SKU0000310,50.0,285.19,Open,True,True
POL0000000887,PO00000345,3,SKU0000653,500.0,55.07,Cancelled,True,True
POL0000000888,PO00000345,4,SKU0000432,250.0,208.9,Open,True,True
POL0000000889,PO00000346,1,SKU0000307,500.0,291.55,Open,True,True
POL0000000890,PO00000347,1,SKU0000648,50.0,189.22,Cancelled,True,True
POL0000000891,PO00000347,2,SKU0000045,,212.28,Open,False,True
POL0000000892,PO00000348,1,SKU0000196,1000.0,82.38,Open,True,True
POL0000000893,PO00000348,2,SKU0000416,100.0,16.56,Open,True,True
POL0000000894,PO00000349,1,SKU0000444,,234.25,Open,False,True
POL0000000895,PO00000350,1,SKU0000023,250.0,247.82,Partial,True,True
POL0000000896,PO00000351,1,SKU0000410,,59.8,Received,False,True
POL0000000897,PO00000351,2,SKU0000133,50.0,192.78,Partial,True,True
POL0000000898,PO00000351,3,SKU0000030,-5.0,167.95,Partial,False,True
POL0000000899,PO00000351,4,SKU0000579,100.0,289.24,Cancelled,True,True
POL0000000900,PO00000352,1,SKU0000432,,208.9,Cancelled,False,True
POL0000000901,PO00000352,2,SKU0000102,100.0,66.95,Cancelled,True,True
POL0000000902,PO00000352,3,SKU0000122,250.0,100.15,Received,True,True
POL0000000903,PO00000353,1,SKU0000606,,100.02,Open,False,True
POL0000000904,PO00000353,2,SKU0000584,250.0,14.66,Open,True,True
POL0000000905,PO00000353,3,SKU0000347,,41.76,Partial,False,True
POL0000000906,PO00000354,1,SKU0000541,1000.0,107.87,Partial,True,True
POL0000000907,PO00000354,2,SKU0000038,,240.3,Open,False,True
POL0000000908,PO00000355,1,SKU0000515,,143.97,Received,False,True
POL0000000909,PO00000355,2,SKU0000213,100.0,92.2,Partial,True,True
POL0000000910,PO00000355,3,SKU0000027,250.0,144.08,Open,True,True
POL0000000911,PO00000355,4,SKU0000246,,22.56,Received,False,True
POL0000000912,PO00000356,1,SKU0000268,250.0,,Open,True,False
POL0000000913,PO00000356,2,SKU0000378,100.0,170.68,Cancelled,True,True
POL0000000914,PO00000356,3,SKU0000101,250.0,95.8,Open,True,True
POL0000000915,PO00000357,1,SKU0000024,1000.0,222.57,Open,True,True
POL0000000916,PO00000358,1,SKU0000040,-5.0,287.52,Received,False,True
POL0000000917,PO00000358,2,SKU0000651,-5.0,114.63,Open,False,True
POL0000000918,PO00000359,1,SKU0000382,50.0,153.1,Partial,True,True
POL0000000919,PO00000359,2,SKU0000326,50.0,234.1,Open,True,True
POL0000000920,PO00000359,3,SKU0000644,250.0,85.52,Open,True,True
POL0000000921,PO00000359,4,SKU0000234,,86.53,Cancelled,False,True
POL0000000922,PO00000360,1,SKU0000090,50.0,238.51,Open,True,True
POL0000000923,PO00000361,1,SKU0000577,1000.0,233.83,Open,True,True
POL0000000924,PO00000362,1,SKU0000367,,36.58,Received,False,True
POL0000000925,PO00000362,2,SKU0000301,50.0,199.35,Received,True,True
POL0000000926,PO00000362,3,SKU0000281,250.0,104.48,Cancelled,True,True
POL0000000927,PO00000363,1,SKU0000265,,229.09,Open,False,True
POL0000000928,PO00000363,2,SKU0000478,100.0,113.13,Cancelled,True,True
POL0000000929,PO00000364,1,SKU0000342,1000.0,34.76,Open,True,True
POL0000000930,PO00000365,1,SKU0000047,,62.67,Received,False,True
POL0000000931,PO00000365,2,SKU0000122,500.0,100.15,Partial,True,True
POL0000000932,PO00000365,3,SKU0000262,500.0,170.59,Open,True,True
POL0000000933,PO00000366,1,SKU0000414,100.0,278.53,Received,True,True
POL0000000934,PO00000367,1,SKU0000560,500.0,129.95,Partial,True,True
POL0000000935,PO00000368,1,SKU0000248,1000.0,76.11,Open,True,True
POL0000000936,PO00000368,2,SKU0000195,100.0,140.49,Cancelled,True,True
POL0000000937,PO00000369,1,SKU0000213,-5.0,92.2,Partial,False,True
POL0000000938,PO00000369,2,SKU0000224,500.0,164.88,Cancelled,True,True
POL0000000939,PO00000369,3,SKU0000533,500.0,240.22,Open,True,True
POL0000000940,PO00000369,4,SKU0000145,,104.02,Open,False,True
POL0000000941,PO00000370,1,SKU0000159,50.0,49.49,Partial,True,True
POL0000000942,PO00000370,2,SKU0000222,-5.0,5.74,Received,False,True
POL0000000943,PO00000370,3,SKU0000018,100.0,77.5,Partial,True,True
POL0000000944,PO00000370,4,SKU0000645,50.0,160.8,Open,True,True
POL0000000945,PO00000371,1,SKU0000613,-5.0,23.69,Open,False,True
POL0000000946,PO00000371,2,SKU0000171,,111.06,Open,False,True
POL0000000947,PO00000372,1,SKU0000285,,34.95,Cancelled,False,True
POL0000000948,PO00000372,2,SKU0000550,-5.0,79.0,Cancelled,False,True
POL0000000949,PO00000373,1,SKU0000640,,136.35,Open,False,True
POL0000000950,PO00000374,1,SKU0000348,50.0,277.03,Partial,True,True
POL0000000951,PO00000374,2,SKU0000272,,253.68,Cancelled,False,True
POL0000000952,PO00000374,3,SKU0000072,250.0,156.32,Open,True,True
POL0000000953,PO00000375,1,SKU0000547,,3.65,Partial,False,True
POL0000000954,PO00000375,2,SKU0000144,-5.0,283.77,Cancelled,False,True
POL0000000955,PO00000375,3,SKU0000410,1000.0,59.8,Cancelled,True,True
POL0000000956,PO00000375,4,SKU0000412,-5.0,111.97,Cancelled,False,True
POL0000000957,PO00000376,1,SKU0000496,50.0,3.1,Open,True,True
POL0000000958,PO00000377,1,SKU0000507,1000.0,7.71,Partial,True,True
POL0000000959,PO00000378,1,SKU0000616,50.0,94.64,Open,True,True
POL0000000960,PO00000378,2,SKU0000165,100.0,276.82,Cancelled,True,True
POL0000000961,PO00000378,3,SKU0000142,50.0,210.38,Partial,True,True
POL0000000962,PO00000378,4,SKU0000619,100.0,285.44,Open,True,True
POL0000000963,PO00000379,1,SKU0000238,,287.68,Open,False,True
POL0000000964,PO00000379,2,SKU0000550,500.0,79.0,Received,True,True
POL0000000965,PO00000380,1,SKU0000229,500.0,279.32,Open,True,True
POL0000000966,PO00000380,2,SKU0000003,250.0,65.98,Open,True,True
POL0000000967,PO00000380,3,SKU0000643,100.0,250.98,Cancelled,True,True
POL0000000968,PO00000380,4,SKU0000642,-5.0,270.26,Partial,False,True
POL0000000969,PO00000381,1,SKU0000385,,110.68,Cancelled,False,True
POL0000000970,PO00000381,2,SKU0000120,500.0,249.11,Partial,True,True
POL0000000971,PO00000381,3,SKU0000614,250.0,25.52,Open,True,True
POL0000000972,PO00000381,4,SKU0000566,50.0,124.62,Partial,True,True
POL0000000973,PO00000382,1,SKU0000453,250.0,280.17,Partial,True,True
POL0000000974,PO00000383,1,SKU0000156,100.0,203.01,Received,True,True
POL0000000975,PO00000383,2,SKU0000228,1000.0,290.95,Cancelled,True,True
POL0000000976,PO00000383,3,SKU0000053,100.0,104.27,Received,True,True
POL0000000977,PO00000384,1,SKU0000546,100.0,136.23,Cancelled,True,True
POL0000000978,PO00000384,2,SKU0000181,250.0,169.03,Received,True,True
POL0000000979,PO00000384,3,SKU0000505,-5.0,147.45,Cancelled,False,True
POL0000000980,PO00000384,4,SKU0000397,50.0,202.85,Received,True,True
POL0000000981,PO00000385,1,SKU0000639,,203.15,Partial,False,True
POL0000000982,PO00000385,2,SKU0000311,500.0,6.88,Open,True,True
POL0000000983,PO00000386,1,SKU0000164,,148.94,Open,False,True
POL0000000984,PO00000386,2,SKU0000003,1000.0,65.98,Cancelled,True,True
POL0000000985,PO00000387,1,SKU0000298,100.0,149.64,Open,True,True
POL0000000986,PO00000387,2,SKU0000100,250.0,224.42,Open,True,True
POL0000000987,PO00000387,3,SKU0000524,,260.06,Open,False,True
POL0000000988,PO00000388,1,SKU0000053,500.0,104.27,Cancelled,True,True
POL0000000989,PO00000389,1,SKU0000619,50.0,285.44,Partial,True,True
POL0000000990,PO00000389,2,SKU0000256,-5.0,,Received,False,False
POL0000000991,PO00000389,3,SKU0000024,,222.57,Partial,False,True
POL0000000992,PO00000389,4,SKU0000297,1000.0,211.04,Partial,True,True
POL0000000993,PO00000390,1,SKU_UNKNOWN,100.0,217.93,Open,True,True
POL0000000994,PO00000390,2,SKU0000270,-5.0,30.68,Open,False,True
POL0000000995,PO00000390,3,SKU0000004,50.0,11.66,Open,True,True
POL0000000996,PO00000390,4,SKU0000083,1000.0,244.15,Open,True,True
POL0000000997,PO00000391,1,SKU0000238,500.0,287.68,Partial,True,True
POL0000000998,PO00000391,2,SKU0000070,50.0,21.6,Open,True,True
POL0000000999,PO00000391,3,SKU0000540,-5.0,191.55,Open,False,True
POL0000001000,PO00000391,4,SKU0000449,100.0,21.88,Partial,True,True
POL0000001001,PO00000392,1,SKU0000464,100.0,103.0,Cancelled,True,True
POL0000001002,PO00000392,2,SKU0000164,,148.94,Received,False,True
POL0000001003,PO00000392,3,SKU0000031,,81.03,Received,False,True
POL0000001004,PO00000393,1,SKU0000625,,245.97,Open,False,True
POL0000001005,PO00000393,2,SKU0000575,1000.0,46.73,Partial,True,True
POL0000001006,PO00000393,3,SKU0000520,-5.0,125.21,Open,False,True
POL0000001007,PO00000394,1,SKU0000665,50.0,100.23,Cancelled,True,True
POL0000001008,PO00000394,2,SKU0000308,100.0,56.0,Cancelled,True,True
POL0000001009,PO00000395,1,SKU0000377,1000.0,179.97,Open,True,True
POL0000001010,PO00000396,1,SKU0000391,100.0,209.64,Cancelled,True,True
POL0000001011,PO00000396,2,SKU0000449,-5.0,21.88,Open,False,True
POL0000001012,PO00000396,3,SKU0000671,500.0,44.98,Cancelled,True,True
POL0000001013,PO00000396,4,SKU0000122,250.0,100.15,Partial,True,True
POL0000001014,PO00000397,1,SKU0000111,,13.92,Received,False,True
POL0000001015,PO00000397,2,SKU0000085,500.0,227.45,Open,True,True
POL0000001016,PO00000397,3,SKU0000557,50.0,59.04,Open,True,True
POL0000001017,PO00000397,4,SKU0000390,100.0,188.0,Cancelled,True,True
POL0000001018,PO00000398,1,SKU0000592,-5.0,298.69,Open,False,True
POL0000001019,PO00000399,1,SKU0000640,250.0,136.35,Open,True,True
POL0000001020,PO00000399,2,SKU0000412,250.0,111.97,Open,True,True
POL0000001021,PO00000399,3,SKU0000530,-5.0,286.42,Open,False,True
POL0000001022,PO00000399,4,SKU0000077,500.0,83.37,Partial,True,True
POL0000001023,PO00000400,1,SKU0000383,100.0,10.92,Cancelled,True,True
POL0000001024,PO00000400,2,SKU0000010,-5.0,204.35,Cancelled,False,True
POL0000001025,PO00000401,1,SKU0000392,1000.0,57.28,Received,True,True
POL0000001026,PO00000402,1,SKU0000631,500.0,212.84,Open,True,True
POL0000001027,PO00000402,2,SKU0000055,100.0,200.83,Received,True,True
POL0000001028,PO00000403,1,SKU0000352,,76.87,Open,False,True
POL0000001029,PO00000403,2,SKU0000331,500.0,122.63,Cancelled,True,True
POL0000001030,PO00000403,3,SKU0000551,250.0,193.76,Open,True,True
POL0000001031,PO00000403,4,SKU0000573,1000.0,204.84,Open,True,True
POL0000001032,PO00000404,1,SKU0000567,,87.77,Open,False,True
POL0000001033,PO00000404,2,SKU0000211,-5.0,159.18,Open,False,True
POL0000001034,PO00000404,3,SKU0000319,50.0,259.79,Partial,True,True
POL0000001035,PO00000405,1,SKU0000481,,123.51,Received,False,True
POL0000001036,PO00000405,2,SKU0000076,500.0,64.98,Open,True,True
POL0000001037,PO00000406,1,SKU0000122,250.0,100.15,Open,True,True
POL0000001038,PO00000406,2,SKU0000247,-5.0,217.13,Open,False,True
POL0000001039,PO00000407,1,SKU0000181,50.0,169.03,Open,True,True
POL0000001040,PO00000407,2,SKU0000315,1000.0,185.04,Received,True,True
POL0000001041,PO00000407,3,SKU0000590,50.0,131.36,Open,True,True
POL0000001042,PO00000408,1,SKU0000256,100.0,183.29,Open,True,True
POL0000001043,PO00000408,2,SKU0000239,1000.0,85.21,Received,True,True
POL0000001044,PO00000409,1,SKU0000206,100.0,51.47,Received,True,True
POL0000001045,PO00000409,2,SKU0000546,250.0,136.23,Partial,True,True
POL0000001046,PO00000409,3,SKU0000094,500.0,1.93,Partial,True,True
POL0000001047,PO00000409,4,SKU0000572,500.0,284.13,Received,True,True
POL0000001048,PO00000410,1,SKU0000302,-5.0,222.8,Open,False,True
POL0000001049,PO00000410,2,SKU0000041,50.0,227.5,Cancelled,True,True
POL0000001050,PO00000411,1,SKU0000231,100.0,120.81,Partial,True,True
POL0000001051,PO00000411,2,SKU0000385,1000.0,110.68,Received,True,True
POL0000001052,PO00000411,3,SKU0000630,,262.31,Received,False,True
POL0000001053,PO00000411,4,SKU0000293,-5.0,299.08,Received,False,True
POL0000001054,PO00000412,1,SKU0000594,500.0,102.78,Received,True,True
POL0000001055,PO00000412,2,SKU0000049,100.0,163.72,Open,True,True
POL0000001056,PO00000412,3,SKU0000205,50.0,32.83,Partial,True,True
POL0000001057,PO00000413,1,SKU_UNKNOWN,250.0,44.17,Open,True,True
POL0000001058,PO00000414,1,SKU0000246,50.0,22.56,Open,True,True
POL0000001059,PO00000414,2,SKU0000426,1000.0,3.77,Partial,True,True
POL0000001060,PO00000414,3,SKU0000581,50.0,24.6,Open,True,True
POL0000001061,PO00000415,1,SKU0000004,250.0,11.66,Open,True,True
POL0000001062,PO00000416,1,SKU0000107,250.0,183.41,Open,True,True
POL0000001063,PO00000416,2,SKU0000586,-5.0,118.76,Cancelled,False,True
POL0000001064,PO00000417,1,SKU0000509,500.0,172.71,Open,True,True
POL0000001065,PO00000418,1,SKU0000434,100.0,34.39,Received,True,True
POL0000001066,PO00000418,2,SKU0000375,100.0,79.59,Partial,True,True
POL0000001067,PO00000419,1,SKU0000219,-5.0,116.78,Open,False,True
POL0000001068,PO00000419,2,SKU0000195,100.0,140.49,Cancelled,True,True
POL0000001069,PO00000419,3,SKU0000567,1000.0,87.77,Cancelled,True,True
POL0000001070,PO00000420,1,SKU0000114,100.0,145.89,Cancelled,True,True
POL0000001071,PO00000420,2,SKU0000069,1000.0,224.21,Open,True,True
POL0000001072,PO00000421,1,SKU0000580,50.0,64.94,Cancelled,True,True
POL0000001073,PO00000421,2,SKU0000133,,192.78,Partial,False,True
POL0000001074,PO00000422,1,SKU0000017,,62.92,Open,False,True
POL0000001075,PO00000422,2,SKU0000402,-5.0,262.51,Open,False,True
POL0000001076,PO00000422,3,SKU0000511,100.0,118.6,Received,True,True
POL0000001077,PO00000423,1,SKU0000382,1000.0,153.1,Partial,True,True
POL0000001078,PO00000423,2,SKU0000562,1000.0,217.42,Cancelled,True,True
POL0000001079,PO00000424,1,SKU0000395,,239.1,Cancelled,False,True
POL0000001080,PO00000425,1,SKU0000276,1000.0,196.84,Cancelled,True,True
POL0000001081,PO00000425,2,SKU0000307,500.0,291.55,Open,True,True
POL0000001082,PO00000426,1,SKU0000415,1000.0,220.81,Open,True,True
POL0000001083,PO00000427,1,SKU0000039,50.0,186.43,Cancelled,True,True
POL0000001084,PO00000427,2,SKU0000396,250.0,140.96,Partial,True,True
POL0000001085,PO00000427,3,SKU0000633,50.0,50.73,Partial,True,True
POL0000001086,PO00000428,1,SKU0000141,-5.0,269.52,Cancelled,False,True
POL0000001087,PO00000428,2,SKU0000437,250.0,220.45,Cancelled,True,True
POL0000001088,PO00000429,1,SKU0000495,,141.52,Received,False,True
POL0000001089,PO00000429,2,SKU0000333,-5.0,172.56,Open,False,True
POL0000001090,PO00000429,3,SKU0000379,1000.0,90.79,Received,True,True
POL0000001091,PO00000429,4,SKU0000247,1000.0,217.13,Cancelled,True,True
POL0000001092,PO00000430,1,SKU0000349,-5.0,129.43,Partial,False,True
POL0000001093,PO00000430,2,SKU0000487,1000.0,,Partial,True,False
POL0000001094,PO00000431,1,SKU0000360,100.0,184.99,Open,True,True
POL0000001095,PO00000431,2,SKU0000625,100.0,245.97,Partial,True,True
POL0000001096,PO00000431,3,SKU0000523,,261.93,Open,False,True
POL0000001097,PO00000431,4,SKU0000211,100.0,159.18,Cancelled,True,True
POL0000001098,PO00000432,1,SKU0000208,500.0,160.85,Cancelled,True,True
POL0000001099,PO00000432,2,SKU0000579,-5.0,289.24,Partial,False,True
POL0000001100,PO00000433,1,SKU0000390,500.0,188.0,Open,True,True
POL0000001101,PO00000433,2,SKU0000522,100.0,18.75,Partial,True,True
POL0000001102,PO00000433,3,SKU0000452,50.0,47.74,Received,True,True
POL0000001103,PO00000433,4,SKU0000421,100.0,232.75,Open,True,True
POL0000001104,PO00000434,1,SKU0000010,250.0,204.35,Cancelled,True,True
POL0000001105,PO00000434,2,SKU0000550,1000.0,79.0,Received,True,True
POL0000001106,PO00000434,3,SKU0000415,50.0,220.81,Open,True,True
POL0000001107,PO00000435,1,SKU0000218,-5.0,117.62,Received,False,True
POL0000001108,PO00000435,2,SKU0000289,,191.42,Partial,False,True
POL0000001109,PO00000436,1,SKU0000240,,276.39,Partial,False,True
POL0000001110,PO00000436,2,SKU0000640,1000.0,136.35,Partial,True,True
