po_line_id,po_id,line_number,product_id,ordered_qty,unit_cost,line_status,valid_quantity,valid_unit_cost,supplier_id,warehouse_id,po_date,expected_receipt_date,currency,po_status,po_line_amount,rate_date,usd_rate,po_line_amount_usd
POL0000000986,PO00000387,2,SKU0000100,250.0,224.42,Open,True,True,SUP00020,WH0021,,2026-03-06,USD,Cancelled,56105.0,,1.0,56105.0
POL0000000988,PO00000388,1,SKU0000053,500.0,104.27,Cancelled,True,True,SUP00099,WH0001,,2026-01-04,USD,Approved,52135.0,,1.0,52135.0
POL0000000989,PO00000389,1,SKU0000619,50.0,285.44,Partial,True,True,SUP00018,WH0022,,2026-04-24,MXN,Cancelled,14272.0,,1.0,14272.0
POL0000000992,PO00000389,4,SKU0000297,1000.0,211.04,Partial,True,True,SUP00018,WH0022,,2026-04-24,MXN,Cancelled,211040.0,,1.0,211040.0
POL0000000995,PO00000390,3,SKU0000004,50.0,11.66,Open,True,True,SUP00085,WH0024,,2026-03-04,MXN,Cancelled,583.0,,1.0,583.0
POL0000000996,PO00000390,4,SKU0000083,1000.0,244.15,Open,True,True,SUP00085,WH0024,,2026-03-04,MXN,Cancelled,244150.0,,1.0,244150.0
POL0000000997,PO00000391,1,SKU0000238,500.0,287.68,Partial,True,True,SUP00020,WH0016,2026-03-27,2026-05-06,CAD,Approved,143840.0,2026-03-27,0.730822,105121.43647999999
POL0000000998,PO00000391,2,SKU0000070,50.0,21.6,Open,True,True,SUP00020,WH0016,2026-03-27,2026-05-06,CAD,Approved,1080.0,2026-03-27,0.730822,789.2877599999999
POL0000001000,PO00000391,4,SKU0000449,100.0,21.88,Partial,True,True,SUP00020,WH0016,2026-03-27,2026-05-06,CAD,Approved,2188.0,2026-03-27,0.730822,1599.038536
POL0000001001,PO00000392,1,SKU0000464,100.0,103.0,Cancelled,True,True,SUP00042,WH0003,2025-12-23,2026-01-23,MXN,Created,10300.0,2025-12-23,0.066772,687.7515999999999
POL0000001005,PO00000393,2,SKU0000575,1000.0,46.73,Partial,True,True,SUP00014,WH0002,2026-04-28,2026-05-23,CAD,Cancelled,46730.0,2026-04-28,0.74536,34830.6728
POL0000001007,PO00000394,1,SKU0000665,50.0,100.23,Cancelled,True,True,SUP00116,WH0008,2025-12-31,2026-01-11,USD,Approved,5011.5,2025-12-31,1.0,5011.5
POL0000001008,PO00000394,2,SKU0000308,100.0,56.0,Cancelled,True,True,SUP00116,WH0008,2025-12-31,2026-01-11,USD,Approved,5600.0,2025-12-31,1.0,5600.0
POL0000001009,PO00000395,1,SKU0000377,1000.0,179.97,Open,True,True,SUP00025,WH0017,,2026-03-09,EUR,Created,179970.0,,1.0,179970.0
POL0000001010,PO00000396,1,SKU0000391,100.0,209.64,Cancelled,True,True,SUP00085,WH0011,,2026-04-15,CNY,Cancelled,20964.0,,1.0,20964.0
POL0000001012,PO00000396,3,SKU0000671,500.0,44.98,Cancelled,True,True,SUP00085,WH0011,,2026-04-15,CNY,Cancelled,22490.0,,1.0,22490.0
POL0000001013,PO00000396,4,SKU0000122,250.0,100.15,Partial,True,True,SUP00085,WH0011,,2026-04-15,CNY,Cancelled,25037.5,,1.0,25037.5
POL0000001015,PO00000397,2,SKU0000085,500.0,227.45,Open,True,True,SUP00022,WH0009,2025-12-31,2026-01-11,CNY,Received,113725.0,2025-12-31,0.132637,15084.142825
POL0000001016,PO00000397,3,SKU0000557,50.0,59.04,Open,True,True,SUP00022,WH0009,2025-12-31,2026-01-11,CNY,Received,2952.0,2025-12-31,0.132637,391.544424
POL0000001017,PO00000397,4,SKU0000390,100.0,188.0,Cancelled,True,True,SUP00022,WH0009,2025-12-31,2026-01-11,CNY,Received,18800.0,2025-12-31,0.132637,2493.5756
POL0000001019,PO00000399,1,SKU0000640,250.0,136.35,Open,True,True,SUP00054,WH0016,,2026-01-28,EUR,Partially Received,34087.5,,1.0,34087.5
POL0000001020,PO00000399,2,SKU0000412,250.0,111.97,Open,True,True,SUP00054,WH0016,,2026-01-28,EUR,Partially Received,27992.5,,1.0,27992.5
POL0000001022,PO00000399,4,SKU0000077,500.0,83.37,Partial,True,True,SUP00054,WH0016,,2026-01-28,EUR,Partially Received,41685.0,,1.0,41685.0
POL0000001023,PO00000400,1,SKU0000383,100.0,10.92,Cancelled,True,True,SUP00078,WH0001,,2026-03-14,EUR,Received,1092.0,,1.0,1092.0
POL0000001025,PO00000401,1,SKU0000392,1000.0,57.28,Received,True,True,SUP00007,WH0002,,2026-01-26,USD,Approved,57280.0,,1.0,57280.0
POL0000001026,PO00000402,1,SKU0000631,500.0,212.84,Open,True,True,SUP00085,WH0011,,2026-03-22,CAD,Approved,106420.0,,1.0,106420.0
POL0000001027,PO00000402,2,SKU0000055,100.0,200.83,Received,True,True,SUP00085,WH0011,,2026-03-22,CAD,Approved,20083.0,,1.0,20083.0
POL0000001029,PO00000403,2,SKU0000331,500.0,122.63,Cancelled,True,True,SUP00092,WH0024,2026-04-17,2026-05-31,EUR,Received,61315.0,2026-04-17,1.08884,66762.2246
POL0000001030,PO00000403,3,SKU0000551,250.0,193.76,Open,True,True,SUP00092,WH0024,2026-04-17,2026-05-31,EUR,Received,48440.0,2026-04-17,1.08884,52743.4096
POL0000001031,PO00000403,4,SKU0000573,1000.0,204.84,Open,True,True,SUP00092,WH0024,2026-04-17,2026-05-31,EUR,Received,204840.0,2026-04-17,1.08884,223037.9856
POL0000001034,PO00000404,3,SKU0000319,50.0,259.79,Partial,True,True,SUP00041,WH0010,,2026-05-24,MXN,Received,12989.500000000002,,1.0,12989.500000000002
POL0000001036,PO00000405,2,SKU0000076,500.0,64.98,Open,True,True,SUP00036,WH0012,,2026-03-31,CNY,Created,32490.000000000004,,1.0,32490.000000000004
POL0000001037,PO00000406,1,SKU0000122,250.0,100.15,Open,True,True,SUP00053,WH0022,,2026-05-09,CAD,Created,25037.5,,1.0,25037.5
POL0000001039,PO00000407,1,SKU0000181,50.0,169.03,Open,True,True,SUP00011,WH0001,2026-04-19,2026-05-06,USD,Approved,8451.5,2026-04-19,1.0,8451.5
POL0000001040,PO00000407,2,SKU0000315,1000.0,185.04,Received,True,True,SUP00011,WH0001,2026-04-19,2026-05-06,USD,Approved,185040.0,2026-04-19,1.0,185040.0
POL0000001041,PO00000407,3,SKU0000590,50.0,131.36,Open,True,True,SUP00011,WH0001,2026-04-19,2026-05-06,USD,Approved,6568.000000000001,2026-04-19,1.0,6568.000000000001
POL0000001042,PO00000408,1,SKU0000256,100.0,183.29,Open,True,True,SUP00107,WH0010,2026-01-04,2026-02-18,MXN,Created,18329.0,2026-01-04,0.066604,1220.784716
POL0000001043,PO00000408,2,SKU0000239,1000.0,85.21,Received,True,True,SUP00107,WH0010,2026-01-04,2026-02-18,MXN,Created,85210.0,2026-01-04,0.066604,5675.32684
POL0000001044,PO00000409,1,SKU0000206,100.0,51.47,Received,True,True,SUP00007,WH0004,,2026-01-01,EUR,Approved,5147.0,,1.0,5147.0
POL0000001045,PO00000409,2,SKU0000546,250.0,136.23,Partial,True,True,SUP00007,WH0004,,2026-01-01,EUR,Approved,34057.5,,1.0,34057.5
POL0000001046,PO00000409,3,SKU0000094,500.0,1.93,Partial,True,True,SUP00007,WH0004,,2026-01-01,EUR,Approved,965.0,,1.0,965.0
POL0000001047,PO00000409,4,SKU0000572,500.0,284.13,Received,True,True,SUP00007,WH0004,,2026-01-01,EUR,Approved,142065.0,,1.0,142065.0
POL0000001049,PO00000410,2,SKU0000041,50.0,227.5,Cancelled,True,True,SUP00011,WH0005,,2026-01-16,EUR,Cancelled,11375.0,,1.0,11375.0
POL0000001050,PO00000411,1,SKU0000231,100.0,120.81,Partial,True,True,SUP00047,WH0010,2026-01-28,2026-03-07,EUR,Approved,12081.0,2026-01-28,1.070563,12933.471603
POL0000001051,PO00000411,2,SKU0000385,1000.0,110.68,Received,True,True,SUP00047,WH0010,2026-01-28,2026-03-07,EUR,Approved,110680.0,2026-01-28,1.070563,118489.91283999999
POL0000001054,PO00000412,1,SKU0000594,500.0,102.78,Received,True,True,SUP00015,WH0011,2025-12-28,2026-01-21,EUR,Cancelled,51390.0,2025-12-28,1.083067,55658.81313
POL0000001055,PO00000412,2,SKU0000049,100.0,163.72,Open,True,True,SUP00015,WH0011,2025-12-28,2026-01-21,EUR,Cancelled,16372.0,2025-12-28,1.083067,17731.972924
POL0000001056,PO00000412,3,SKU0000205,50.0,32.83,Partial,True,True,SUP00015,WH0011,2025-12-28,2026-01-21,EUR,Cancelled,1641.5,2025-12-28,1.083067,1777.8544805
POL0000001058,PO00000414,1,SKU0000246,50.0,22.56,Open,True,True,SUP00102,WH0009,,2026-04-08,USD,Received,1128.0,,1.0,1128.0
POL0000001059,PO00000414,2,SKU0000426,1000.0,3.77,Partial,True,True,SUP00102,WH0009,,2026-04-08,USD,Received,3770.0,,1.0,3770.0
POL0000001060,PO00000414,3,SKU0000581,50.0,24.6,Open,True,True,SUP00102,WH0009,,2026-04-08,USD,Received,1230.0,,1.0,1230.0
POL0000001061,PO00000415,1,SKU0000004,250.0,11.66,Open,True,True,SUP00072,WH0022,2026-03-25,2026-04-04,EUR,Approved,2915.0,2026-03-25,1.086277,3166.4974549999997
POL0000001062,PO00000416,1,SKU0000107,250.0,183.41,Open,True,True,SUP00116,WH0020,,2026-03-02,USD,Created,45852.5,,1.0,45852.5
POL0000001064,PO00000417,1,SKU0000509,500.0,172.71,Open,True,True,SUP00067,WH0006,2026-02-10,2026-02-28,USD,Received,86355.0,2026-02-10,1.0,86355.0
POL0000001065,PO00000418,1,SKU0000434,100.0,34.39,Received,True,True,SUP00088,WH0003,2026-01-20,2026-02-06,USD,Approved,3439.0,2026-01-20,1.0,3439.0
POL0000001066,PO00000418,2,SKU0000375,100.0,79.59,Partial,True,True,SUP00088,WH0003,2026-01-20,2026-02-06,USD,Approved,7959.0,2026-01-20,1.0,7959.0
POL0000001068,PO00000419,2,SKU0000195,100.0,140.49,Cancelled,True,True,SUP00083,WH0003,,2026-02-08,USD,Approved,14049.0,,1.0,14049.0
POL0000001069,PO00000419,3,SKU0000567,1000.0,87.77,Cancelled,True,True,SUP00083,WH0003,,2026-02-08,USD,Approved,87770.0,,1.0,87770.0
POL0000001070,PO00000420,1,SKU0000114,100.0,145.89,Cancelled,True,True,SUP00034,WH0007,2026-03-10,2026-03-31,CAD,Received,14588.999999999998,2026-03-10,0.749535,10934.966114999997
POL0000001071,PO00000420,2,SKU0000069,1000.0,224.21,Open,True,True,SUP00034,WH0007,2026-03-10,2026-03-31,CAD,Received,224210.0,2026-03-10,0.749535,168053.24235
POL0000001072,PO00000421,1,SKU0000580,50.0,64.94,Cancelled,True,True,SUP00093,WH0004,,2026-06-20,USD,Approved,3247.0,,1.0,3247.0
POL0000001076,PO00000422,3,SKU0000511,100.0,118.6,Received,True,True,SUP00108,WH0009,2026-01-15,2026-01-31,EUR,Received,11860.0,2026-01-15,1.087298,12895.354280000001
POL0000001077,PO00000423,1,SKU0000382,1000.0,153.1,Partial,True,True,SUP00066,WH0006,,2026-02-10,CNY,Approved,153100.0,,1.0,153100.0
POL0000001078,PO00000423,2,SKU0000562,1000.0,217.42,Cancelled,True,True,SUP00066,WH0006,,2026-02-10,CNY,Approved,217420.0,,1.0,217420.0
POL0000001080,PO00000425,1,SKU0000276,1000.0,196.84,Cancelled,True,True,SUP00051,WH0007,,2026-03-01,CNY,Created,196840.0,,1.0,196840.0
POL0000001081,PO00000425,2,SKU0000307,500.0,291.55,Open,True,True,SUP00051,WH0007,,2026-03-01,CNY,Created,145775.0,,1.0,145775.0
POL0000001082,PO00000426,1,SKU0000415,1000.0,220.81,Open,True,True,SUP00045,WH0022,2026-04-16,2026-05-09,CAD,Partially Received,220810.0,2026-04-16,0.749234,165438.35953999998
POL0000001083,PO00000427,1,SKU0000039,50.0,186.43,Cancelled,True,True,SUP00074,WH0012,2025-12-02,2025-12-18,EUR,Cancelled,9321.5,2025-12-02,1.082367,10089.2839905
POL0000001084,PO00000427,2,SKU0000396,250.0,140.96,Partial,True,True,SUP00074,WH0012,2025-12-02,2025-12-18,EUR,Cancelled,35240.0,2025-12-02,1.082367,38142.61308
POL0000001085,PO00000427,3,SKU0000633,50.0,50.73,Partial,True,True,SUP00074,WH0012,2025-12-02,2025-12-18,EUR,Cancelled,2536.5,2025-12-02,1.082367,2745.4238955
POL0000001087,PO00000428,2,SKU0000437,250.0,220.45,Cancelled,True,True,SUP00025,WH0023,,2026-05-16,MXN,Received,55112.5,,1.0,55112.5
POL0000001090,PO00000429,3,SKU0000379,1000.0,90.79,Received,True,True,SUP00075,WH0020,2026-02-20,2026-03-23,CAD,Partially Received,90790.0,2026-02-20,0.732607,66513.38953
POL0000001091,PO00000429,4,SKU0000247,1000.0,217.13,Cancelled,True,True,SUP00075,WH0020,2026-02-20,2026-03-23,CAD,Partially Received,217130.0,2026-02-20,0.732607,159070.95791
POL0000001094,PO00000431,1,SKU0000360,100.0,184.99,Open,True,True,SUP00005,WH0013,2025-12-04,2025-12-12,USD,Approved,18499.0,2025-12-04,1.0,18499.0
POL0000001095,PO00000431,2,SKU0000625,100.0,245.97,Partial,True,True,SUP00005,WH0013,2025-12-04,2025-12-12,USD,Approved,24597.0,2025-12-04,1.0,24597.0
POL0000001097,PO00000431,4,SKU0000211,100.0,159.18,Cancelled,True,True,SUP00005,WH0013,2025-12-04,2025-12-12,USD,Approved,15918.0,2025-12-04,1.0,15918.0
POL0000001098,PO00000432,1,SKU0000208,500.0,160.85,Cancelled,True,True,SUP00023,WH0012,,2025-12-21,CNY,Cancelled,80425.0,,1.0,80425.0
POL0000001100,PO00000433,1,SKU0000390,500.0,188.0,Open,True,True,SUP00017,WH0018,2026-02-22,2026-03-14,USD,Received,94000.0,2026-02-22,1.0,94000.0
POL0000001101,PO00000433,2,SKU0000522,100.0,18.75,Partial,True,True,SUP00017,WH0018,2026-02-22,2026-03-14,USD,Received,1875.0,2026-02-22,1.0,1875.0
POL0000001102,PO00000433,3,SKU0000452,50.0,47.74,Received,True,True,SUP00017,WH0018,2026-02-22,2026-03-14,USD,Received,2387.0,2026-02-22,1.0,2387.0
POL0000001103,PO00000433,4,SKU0000421,100.0,232.75,Open,True,True,SUP00017,WH0018,2026-02-22,2026-03-14,USD,Received,23275.0,2026-02-22,1.0,23275.0
POL0000001104,PO00000434,1,SKU0000010,250.0,204.35,Cancelled,True,True,SUP00066,WH0025,2026-01-29,2026-03-13,USD,Approved,51087.5,2026-01-29,1.0,51087.5
POL0000001105,PO00000434,2,SKU0000550,1000.0,79.0,Received,True,True,SUP00066,WH0025,2026-01-29,2026-03-13,USD,Approved,79000.0,2026-01-29,1.0,79000.0
POL0000001106,PO00000434,3,SKU0000415,50.0,220.81,Open,True,True,SUP00066,WH0025,2026-01-29,2026-03-13,USD,Approved,11040.5,2026-01-29,1.0,11040.5
POL0000001110,PO00000436,2,SKU0000640,1000.0,136.35,Partial,True,True,SUP00035,WH0008,,2026-01-08,USD,Approved,136350.0,,1.0,136350.0
POL0000001111,PO00000436,3,SKU0000196,250.0,82.38,Received,True,True,SUP00035,WH0008,,2026-01-08,USD,Approved,20595.0,,1.0,20595.0
POL0000001112,PO00000436,4,SKU0000116,1000.0,75.87,Cancelled,True,True,SUP00035,WH0008,,2026-01-08,USD,Approved,75870.0,,1.0,75870.0
POL0000001113,PO00000437,1,SKU0000558,50.0,68.72,Partial,True,True,SUP00117,WH0012,2026-02-11,2026-03-05,MXN,Received,3436.0,2026-02-11,0.058966,202.60717599999998
POL0000001114,PO00000437,2,SKU0000224,1000.0,164.88,Cancelled,True,True,SUP00117,WH0012,2026-02-11,2026-03-05,MXN,Received,164880.0,2026-02-11,0.058966,9722.31408
POL0000001118,PO00000439,2,SKU0000073,500.0,238.16,Cancelled,True,True,SUP00044,WH0005,2025-12-22,2025-12-28,MXN,Approved,119080.0,2025-12-22,0.053317,6348.98836
POL0000001119,PO00000440,1,SKU0000593,50.0,197.98,Received,True,True,SUP00010,WH0014,2026-04-20,2026-05-24,CNY,Created,9899.0,2026-04-20,0.141924,1404.9056759999999
POL0000001120,PO00000441,1,SKU0000028,50.0,209.57,Received,True,True,SUP00001,WH0022,,2026-04-25,USD,Approved,10478.5,,1.0,10478.5
POL0000001121,PO00000441,2,SKU0000260,1000.0,274.16,Open,True,True,SUP00001,WH0022,,2026-04-25,USD,Approved,274160.0,,1.0,274160.0
POL0000001125,PO00000443,1,SKU0000204,100.0,253.83,Open,True,True,SUP00077,WH0004,2026-04-14,2026-05-01,MXN,Partially Received,25383.0,2026-04-14,0.064915,1647.737445
POL0000001127,PO00000445,1,SKU0000645,250.0,160.8,Open,True,True,SUP00079,WH0022,,2026-05-13,USD,Approved,40200.0,,1.0,40200.0
POL0000001128,PO00000446,1,SKU0000284,250.0,166.1,Open,True,True,SUP00005,WH0022,2026-04-05,2026-04-23,USD,Partially Received,41525.0,2026-04-05,1.0,41525.0
POL0000001130,PO00000446,3,SKU0000336,1000.0,160.68,Cancelled,True,True,SUP00005,WH0022,2026-04-05,2026-04-23,USD,Partially Received,160680.0,2026-04-05,1.0,160680.0
POL0000001131,PO00000446,4,SKU0000480,100.0,288.48,Cancelled,True,True,SUP00005,WH0022,2026-04-05,2026-04-23,USD,Partially Received,28848.0,2026-04-05,1.0,28848.0
POL0000001134,PO00000448,1,SKU0000510,1000.0,285.3,Open,True,True,SUP00100,WH0010,,2026-06-13,CAD,Approved,285300.0,,1.0,285300.0
POL0000001135,PO00000449,1,SKU0000156,100.0,203.01,Partial,True,True,SUP00059,WH0003,2026-04-10,2026-05-01,CAD,Created,20301.0,2026-04-10,0.745903,15142.576803
POL0000001136,PO00000449,2,SKU0000453,500.0,280.17,Partial,True,True,SUP00059,WH0003,2026-04-10,2026-05-01,CAD,Created,140085.0,2026-04-10,0.745903,104489.821755
POL0000001137,PO00000449,3,SKU0000058,50.0,170.69,Received,True,True,SUP00059,WH0003,2026-04-10,2026-05-01,CAD,Created,8534.5,2026-04-10,0.745903,6365.9091535
POL0000001138,PO00000450,1,SKU0000407,500.0,8.52,Partial,True,True,SUP00015,WH0017,,2026-02-20,CNY,Created,4260.0,,1.0,4260.0
POL0000001139,PO00000450,2,SKU0000040,100.0,287.52,Open,True,True,SUP00015,WH0017,,2026-02-20,CNY,Created,28752.0,,1.0,28752.0
POL0000001142,PO00000451,2,SKU0000031,50.0,81.03,Open,True,True,SUP00076,WH0016,2026-01-21,2026-02-27,USD,Cancelled,4051.5,2026-01-21,1.0,4051.5
POL0000001146,PO00000452,4,SKU0000402,250.0,262.51,Partial,True,True,SUP00103,WH0013,,2026-04-19,USD,Approved,65627.5,,1.0,65627.5
POL0000001147,PO00000453,1,SKU0000267,500.0,41.45,Received,True,True,SUP00074,WH0010,,2026-01-07,MXN,Partially Received,20725.0,,1.0,20725.0
POL0000001150,PO00000454,2,SKU0000320,50.0,6.22,Open,True,True,SUP00059,WH0021,2026-02-03,2026-03-16,USD,Approved,311.0,2026-02-03,1.0,311.0
POL0000001154,PO00000455,3,SKU0000135,100.0,18.79,Received,True,True,SUP00063,WH0003,,2025-12-21,MXN,Created,1879.0,,1.0,1879.0
POL0000001157,PO00000456,2,SKU0000640,500.0,136.35,Received,True,True,SUP00065,WH0003,,2026-02-06,EUR,Created,68175.0,,1.0,68175.0
POL0000001158,PO00000457,1,SKU0000199,500.0,237.35,Open,True,True,SUP00057,WH0004,,2026-05-01,MXN,Cancelled,118675.0,,1.0,118675.0
POL0000001159,PO00000458,1,SKU0000595,1000.0,192.33,Cancelled,True,True,SUP00047,WH0019,2026-04-06,2026-04-18,CNY,Cancelled,192330.0,2026-04-06,0.132146,25415.640180000002
POL0000001160,PO00000458,2,SKU0000441,500.0,216.68,Open,True,True,SUP00047,WH0019,2026-04-06,2026-04-18,CNY,Cancelled,108340.0,2026-04-06,0.132146,14316.697640000002
POL0000001163,PO00000459,2,SKU0000246,100.0,22.56,Received,True,True,SUP00091,WH0017,,2026-01-25,CNY,Created,2256.0,,1.0,2256.0
POL0000001164,PO00000459,3,SKU0000538,1000.0,227.35,Open,True,True,SUP00091,WH0017,,2026-01-25,CNY,Created,227350.0,,1.0,227350.0
POL0000001165,PO00000459,4,SKU0000341,50.0,250.42,Partial,True,True,SUP00091,WH0017,,2026-01-25,CNY,Created,12521.0,,1.0,12521.0
POL0000001167,PO00000460,2,SKU0000139,100.0,82.17,Open,True,True,SUP00086,WH0024,,2026-04-06,CAD,Partially Received,8217.0,,1.0,8217.0
POL0000001168,PO00000460,3,SKU0000110,50.0,170.29,Partial,True,True,SUP00086,WH0024,,2026-04-06,CAD,Partially Received,8514.5,,1.0,8514.5
POL0000001169,PO00000461,1,SKU0000396,500.0,140.96,Received,True,True,SUP00103,WH0012,2026-01-27,2026-02-24,CAD,Approved,70480.0,2026-01-27,0.739214,52099.80272
POL0000001171,PO00000461,3,SKU0000175,100.0,226.42,Received,True,True,SUP00103,WH0012,2026-01-27,2026-02-24,CAD,Approved,22642.0,2026-01-27,0.739214,16737.283388
POL0000001172,PO00000462,1,SKU0000047,50.0,62.67,Partial,True,True,SUP00096,WH0006,,2026-02-23,MXN,Approved,3133.5,,1.0,3133.5
POL0000001174,PO00000463,1,SKU0000633,100.0,50.73,Cancelled,True,True,SUP00037,WH0001,2026-04-02,2026-05-12,MXN,Partially Received,5073.0,2026-04-02,0.065813,333.869349
POL0000001175,PO00000463,2,SKU0000190,500.0,230.54,Open,True,True,SUP00037,WH0001,2026-04-02,2026-05-12,MXN,Partially Received,115270.0,2026-04-02,0.065813,7586.26451
POL0000001178,PO00000464,1,SKU0000650,500.0,14.28,Open,True,True,SUP00062,WH0005,,2026-04-09,CNY,Approved,7140.0,,1.0,7140.0
POL0000001180,PO00000465,2,SKU0000195,250.0,140.49,Open,True,True,SUP00064,WH0018,2026-03-23,2026-04-19,CNY,Approved,35122.5,2026-03-23,0.149435,5248.530787500001
POL0000001181,PO00000465,3,SKU0000342,1000.0,34.76,Open,True,True,SUP00064,WH0018,2026-03-23,2026-04-19,CNY,Approved,34760.0,2026-03-23,0.149435,5194.3606
POL0000001182,PO00000465,4,SKU0000479,100.0,258.67,Open,True,True,SUP00064,WH0018,2026-03-23,2026-04-19,CNY,Approved,25867.0,2026-03-23,0.149435,3865.4351450000004
POL0000001184,PO00000466,2,SKU0000530,100.0,286.42,Open,True,True,SUP00014,WH0014,,2026-05-16,MXN,Received,28642.0,,1.0,28642.0
POL0000001185,PO00000467,1,SKU0000074,500.0,101.16,Open,True,True,SUP00093,WH0007,2026-04-13,2026-05-15,MXN,Cancelled,50580.0,2026-04-13,0.064566,3265.74828
POL0000001186,PO00000467,2,SKU0000266,250.0,151.11,Partial,True,True,SUP00093,WH0007,2026-04-13,2026-05-15,MXN,Cancelled,37777.5,2026-04-13,0.064566,2439.142065
POL0000001189,PO00000468,2,SKU0000438,250.0,133.72,Received,True,True,SUP00109,WH0010,2026-05-08,2026-06-08,CNY,Approved,33430.0,2026-05-08,0.143849,4808.87207
POL0000001190,PO00000469,1,SKU0000521,250.0,278.47,Received,True,True,SUP00043,WH0016,2026-01-19,2026-02-14,CAD,Cancelled,69617.5,2026-01-19,0.744834,51853.480995
POL0000001191,PO00000469,2,SKU0000666,100.0,191.23,Open,True,True,SUP00043,WH0016,2026-01-19,2026-02-14,CAD,Cancelled,19123.0,2026-01-19,0.744834,14243.460582
POL0000001193,PO00000470,1,SKU0000201,100.0,201.87,Cancelled,True,True,SUP00018,WH0025,,2026-02-16,USD,Approved,20187.0,,1.0,20187.0
POL0000001195,PO00000471,1,SKU0000653,1000.0,55.07,Cancelled,True,True,SUP00107,WH0016,2026-02-08,2026-03-09,CNY,Cancelled,55070.0,2026-02-08,0.131585,7246.385950000001
POL0000001196,PO00000471,2,SKU0000609,50.0,212.09,Partial,True,True,SUP00107,WH0016,2026-02-08,2026-03-09,CNY,Cancelled,10604.5,2026-02-08,0.131585,1395.3931325
POL0000001198,PO00000472,1,SKU0000444,50.0,234.25,Partial,True,True,SUP00012,WH0015,2026-02-05,2026-02-21,CAD,Approved,11712.5,2026-02-05,0.738656,8651.5084
POL0000001200,PO00000472,3,SKU0000613,50.0,23.69,Received,True,True,SUP00012,WH0015,2026-02-05,2026-02-21,CAD,Approved,1184.5,2026-02-05,0.738656,874.938032
POL0000001202,PO00000474,1,SKU0000075,50.0,21.18,Open,True,True,SUP00004,WH0024,2025-12-23,2026-01-07,USD,Partially Received,1059.0,2025-12-23,1.0,1059.0
POL0000001203,PO00000474,2,SKU0000355,100.0,180.72,Cancelled,True,True,SUP00004,WH0024,2025-12-23,2026-01-07,USD,Partially Received,18072.0,2025-12-23,1.0,18072.0
POL0000001204,PO00000474,3,SKU0000216,50.0,261.16,Received,True,True,SUP00004,WH0024,2025-12-23,2026-01-07,USD,Partially Received,13058.000000000002,2025-12-23,1.0,13058.000000000002
POL0000001205,PO00000475,1,SKU0000685,250.0,278.17,Cancelled,True,True,SUP00116,WH0015,2026-03-24,2026-05-02,MXN,Approved,69542.5,2026-03-24,0.059538,4140.421365
POL0000001206,PO00000476,1,SKU0000039,250.0,186.43,Open,True,True,SUP00025,WH0006,2026-02-20,2026-03-03,USD,Created,46607.5,2026-02-20,1.0,46607.5
POL0000001207,PO00000476,2,SKU0000604,250.0,253.92,Open,True,True,SUP00025,WH0006,2026-02-20,2026-03-03,USD,Created,63480.0,2026-02-20,1.0,63480.0
POL0000001209,PO00000477,2,SKU0000356,500.0,3.68,Open,True,True,SUP00051,WH0013,2025-12-28,2026-01-25,USD,Received,1840.0,2025-12-28,1.0,1840.0
POL0000001212,PO00000478,1,SKU0000090,500.0,238.51,Received,True,True,SUP00032,WH0017,2026-04-27,2026-05-30,USD,Cancelled,119255.0,2026-04-27,1.0,119255.0
POL0000001213,PO00000479,1,SKU0000565,1000.0,76.53,Partial,True,True,SUP00035,WH0004,2026-01-12,2026-02-18,CNY,Created,76530.0,2026-01-12,0.134819,10317.69807
POL0000001215,PO00000480,2,SKU0000553,100.0,167.03,Received,True,True,SUP00067,WH0014,,2026-05-20,MXN,Partially Received,16703.0,,1.0,16703.0
POL0000001217,PO00000481,1,SKU0000103,1000.0,265.22,Open,True,True,SUP00056,WH0020,,2026-03-31,USD,Received,265220.0,,1.0,265220.0
POL0000001219,PO00000481,3,SKU0000445,50.0,263.85,Received,True,True,SUP00056,WH0020,,2026-03-31,USD,Received,13192.500000000002,,1.0,13192.500000000002
POL0000001221,PO00000482,2,SKU0000203,1000.0,72.74,Open,True,True,SUP00082,WH0016,,2026-02-08,USD,Received,72740.0,,1.0,72740.0
POL0000001223,PO00000483,2,SKU0000420,500.0,158.76,Cancelled,True,True,SUP00092,WH0025,2026-01-10,2026-02-04,USD,Partially Received,79380.0,2026-01-10,1.0,79380.0
POL0000001224,PO00000483,3,SKU0000159,100.0,49.49,Received,True,True,SUP00092,WH0025,2026-01-10,2026-02-04,USD,Partially Received,4949.0,2026-01-10,1.0,4949.0
POL0000001226,PO00000484,1,SKU0000505,1000.0,147.45,Open,True,True,SUP00041,WH0010,,2026-05-14,USD,Cancelled,147450.0,,1.0,147450.0
POL0000001227,PO00000484,2,SKU0000455,250.0,130.54,Cancelled,True,True,SUP00041,WH0010,,2026-05-14,USD,Cancelled,32634.999999999996,,1.0,32634.999999999996
POL0000001228,PO00000484,3,SKU0000561,500.0,144.73,Open,True,True,SUP00041,WH0010,,2026-05-14,USD,Cancelled,72365.0,,1.0,72365.0
POL0000001229,PO00000485,1,SKU0000590,1000.0,131.36,Partial,True,True,SUP00002,WH0008,2026-01-15,2026-02-03,CAD,Received,131360.0,2026-01-15,0.740975,97334.47600000001
