call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date,customer_id,plan_id,device_id,home_region,site_id,technology,duration_minutes,dropped_call_flag
CALL0000012108,SUB00002293,CELL000072,2026-05-07 22:41:00,165.0,MT,Completed,False,switch,2026-05-07,CUST00001021,PLN003,DEV0001126,Northeast,SITE00017,5G NR,2.75,False
CALL0000012109,SUB00001395,CELL000182,2026-05-13 14:36:00,85.0,MO,Failed,True,switch,2026-05-13,CUST00001345,PLN012,DEV0001739,Northeast,SITE00043,4G LTE,1.4166666666666667,False
CALL0000012111,SUB00003516,CELL000059,2026-05-03 03:04:00,81.0,MT,Failed,True,switch,2026-05-03,CUST00003025,PLN019,DEV0001332,Northeast,SITE00013,4G LTE,1.35,False
CALL0000012113,SUB00000192,CELL000098,2026-04-29 05:15:00,41.0,MO,Completed,False,switch,2026-04-29,CUST00003094,PLN009,DEV0000281,Northeast,SITE00023,5G NR,0.6833333333333333,False
CALL0000012119,SUB00001189,CELL000162,2026-05-19 14:24:00,4.0,MO,Completed,True,switch,2026-05-19,CUST00002498,PLN013,DEV0000712,West,SITE00038,4G LTE,0.06666666666666667,False
CALL0000012120,SUB00004264,CELL000158,2026-04-12 16:37:00,45.0,MO,Completed,True,switch,2026-04-12,CUST00000256,PLN013,DEV0000511,Northeast,SITE00037,5G NR,0.75,False
CALL0000012121,SUB00004542,CELL000247,2026-05-02 04:39:00,103.0,MO,Dropped,False,switch,2026-05-02,CUST00001614,PLN002,DEV0002081,Southeast,SITE00058,4G LTE,1.7166666666666666,True
CALL0000012123,SUB00003421,CELL000016,2026-05-18 06:22:00,121.0,MO,Completed,True,switch,2026-05-18,CUST00004459,PLN010,DEV0000405,West,SITE00004,4G LTE,2.0166666666666666,False
CALL0000012124,SUB00001746,CELL000139,2026-04-25 08:11:00,136.0,MT,Completed,False,switch,2026-04-25,CUST00001478,PLN008,DEV0002288,Northeast,SITE00033,5G NR,2.2666666666666666,False
CALL0000012125,SUB00001851,CELL000150,2026-04-21 19:37:00,354.0,MO,Failed,True,switch,2026-04-21,CUST00000067,PLN020,DEV0000504,Midwest,SITE00035,4G LTE,5.9,False
CALL0000012126,SUB00001603,CELL000214,2026-05-20 22:45:00,266.0,MT,Failed,False,switch,2026-05-20,CUST00000914,PLN002,DEV_BAD,Northeast,SITE00050,4G LTE,4.433333333333334,False
CALL0000012127,SUB00003513,CELL000075,2026-05-18 22:19:00,93.0,MO,Completed,False,switch,2026-05-18,CUST00000650,PLN003,DEV0001726,Southeast,SITE00017,5G NR,1.55,False
CALL0000012130,SUB00004427,CELL000076,2026-05-09 09:24:00,305.0,MO,Completed,False,switch,2026-05-09,CUST00004482,PLN020,DEV0002449,Midwest,SITE00017,4G LTE,5.083333333333333,False
CALL0000012132,SUB00002261,CELL000243,2026-05-31 02:44:00,221.0,MT,Failed,False,switch,2026-05-31,CUST00002949,PLN006,DEV0001335,Southeast,SITE00056,5G NR,3.683333333333333,False
CALL0000012133,SUB00004829,CELL000036,2026-04-18 03:41:00,402.0,MO,Completed,False,switch,2026-04-18,CUST00004431,PLN019,DEV0000842,Northeast,SITE00008,4G LTE,6.7,False
CALL0000012134,SUB00000973,CELL000014,2026-04-20 19:44:00,210.0,MO,Completed,False,switch,2026-04-20,CUST00003740,PLN002,DEV0001552,Midwest,SITE00003,4G LTE,3.5,False
CALL0000012135,SUB00002891,CELL000001,2026-04-23 08:36:00,111.0,MT,Failed,True,switch,2026-04-23,CUST00000808,PLN004,DEV0000326,Southwest,SITE00001,4G LTE,1.85,False
CALL0000012136,SUB00003308,CELL000133,2026-04-15 19:00:00,78.0,MT,Completed,False,switch,2026-04-15,CUST00002102,PLN002,DEV0001661,Southwest,SITE00031,4G LTE,1.3,False
CALL0000012137,SUB00002569,CELL000255,2026-05-08 19:52:00,45.0,MO,Completed,False,switch,2026-05-08,CUST00001585,PLN003,DEV0001371,Midwest,SITE00060,5G NR,0.75,False
CALL0000012139,SUB00002788,CELL000052,2026-04-26 12:53:00,16.0,MO,Dropped,False,switch,2026-04-26,CUST00003563,PLN014,DEV0000751,Midwest,SITE00011,5G NR,0.26666666666666666,True
CALL0000012140,SUB00003976,CELL000085,2026-04-28 13:17:00,163.0,MO,Completed,False,switch,2026-04-28,CUST00002483,PLN017,DEV0000660,Midwest,SITE00020,5G NR,2.716666666666667,False
CALL0000012141,SUB00002224,CELL000202,2026-05-13 03:39:00,153.0,MO,Completed,True,switch,2026-05-13,CUST00003631,PLN002,DEV0000855,Southeast,SITE00048,4G LTE,2.55,False
CALL0000012143,SUB00004859,CELL000146,2026-05-11 02:31:00,331.0,MT,Completed,False,switch,2026-05-11,CUST00003762,PLN007,DEV0002274,Southeast,SITE00035,5G NR,5.516666666666667,False
CALL0000012147,SUB00001898,CELL000019,2026-04-05 05:29:00,90.0,MT,Failed,False,switch,2026-04-05,CUST00000817,PLN001,DEV0002255,Southeast,SITE00004,4G LTE,1.5,False
CALL0000012152,SUB00003058,CELL000202,2026-05-10 20:02:00,164.0,MT,Completed,False,switch,2026-05-10,CUST00001671,PLN020,DEV0002477,Northeast,SITE00048,4G LTE,2.7333333333333334,False
CALL0000012153,SUB00003651,CELL000135,2026-05-08 15:54:00,45.0,MO,Completed,False,switch,2026-05-08,CUST00004299,PLN006,DEV0002187,Northeast,SITE00031,4G LTE,0.75,False
CALL0000012157,SUB00000449,CELL000196,2026-05-23 13:00:00,12.0,MO,Failed,False,switch,2026-05-23,CUST00000882,PLN014,DEV0000247,Southeast,SITE00046,4G LTE,0.2,False
CALL0000012158,SUB00000425,CELL000168,2026-05-24 09:17:00,76.0,MO,Completed,False,switch,2026-05-24,CUST00000853,PLN010,DEV0001236,West,SITE00039,4G LTE,1.2666666666666666,False
CALL0000012159,SUB00004105,CELL000116,2026-05-19 01:25:00,207.0,MO,Failed,False,switch,2026-05-19,CUST00004045,PLN018,DEV0002482,West,SITE00027,5G NR,3.45,False
CALL0000012162,SUB00002420,CELL000003,2026-04-27 19:48:00,233.0,MO,Completed,False,switch,2026-04-27,CUST00000206,PLN002,DEV0000514,Southeast,SITE00001,4G LTE,3.8833333333333333,False
CALL0000012165,SUB00003197,CELL000146,2026-05-26 13:41:00,58.0,MT,Completed,False,switch,2026-05-26,CUST00001251,PLN009,DEV0000074,Southwest,SITE00035,5G NR,0.9666666666666667,False
CALL0000012166,SUB00004840,CELL000073,2026-05-14 16:09:00,203.0,MT,Failed,False,switch,2026-05-14,CUST00001173,PLN009,DEV0002058,Northeast,SITE00017,4G LTE,3.3833333333333333,False
CALL0000012170,SUB00000289,CELL000130,2026-04-06 18:15:00,95.0,MO,Dropped,False,switch,2026-04-06,CUST00001099,PLN011,DEV0000792,West,SITE00031,4G LTE,1.5833333333333333,True
CALL0000012177,SUB00004696,CELL000125,2026-04-04 21:28:00,395.0,MO,Failed,False,switch,2026-04-04,CUST00001860,PLN017,DEV0000989,West,SITE00030,5G NR,6.583333333333333,False
CALL0000012180,SUB00002191,CELL000186,2026-04-08 15:12:00,251.0,MO,Completed,False,switch,2026-04-08,CUST00003303,PLN010,DEV0000275,Southwest,SITE00044,5G NR,4.183333333333334,False
CALL0000012182,SUB00002167,CELL000088,2026-04-29 09:42:00,16.0,MO,Dropped,False,switch,2026-04-29,CUST00002051,PLN013,DEV0001955,Midwest,SITE00020,5G NR,0.26666666666666666,True
CALL0000012184,SUB00004840,CELL000249,2026-04-08 05:43:00,224.0,MT,Completed,False,switch,2026-04-08,CUST00001173,PLN009,DEV0002058,Northeast,SITE00058,5G NR,3.7333333333333334,False
CALL0000012185,SUB00000925,CELL000216,2026-05-04 07:09:00,155.0,MO,Failed,False,switch,2026-05-04,CUST00001571,PLN012,DEV0001867,Northeast,SITE00051,5G NR,2.5833333333333335,False
CALL0000012186,SUB00004933,CELL000217,2026-05-27 00:46:00,17.0,MO,Failed,True,switch,2026-05-27,CUST00002048,PLN010,DEV0000327,Northeast,SITE00051,4G LTE,0.2833333333333333,False
CALL0000012187,SUB00002313,CELL000196,2026-05-29 22:14:00,52.0,MT,Completed,False,switch,2026-05-29,CUST00001512,PLN007,DEV0001438,Midwest,SITE00046,4G LTE,0.8666666666666667,False
CALL0000012189,SUB00002204,CELL000060,2026-05-13 02:04:00,518.0,MO,Completed,False,switch,2026-05-13,CUST00002735,PLN008,DEV0001832,Southwest,SITE00013,4G LTE,8.633333333333333,False
CALL0000012191,SUB00002209,CELL000206,2026-04-22 15:20:00,250.0,MT,Failed,False,switch,2026-04-22,CUST00004318,PLN008,DEV0001378,Southeast,SITE00048,4G LTE,4.166666666666667,False
CALL0000012194,SUB00001877,CELL000123,2026-04-02 13:24:00,9.0,MT,Dropped,False,switch,2026-04-02,CUST00001040,PLN002,DEV0000946,Southwest,SITE00029,5G NR,0.15,True
CALL0000012196,SUB00002391,CELL000205,2026-05-13 00:59:00,195.0,MO,Completed,False,switch,2026-05-13,CUST00003520,PLN014,DEV0001295,West,SITE00048,5G NR,3.25,False
CALL0000012197,SUB00002022,CELL000244,2026-04-21 19:30:00,359.0,MO,Dropped,False,switch,2026-04-21,CUST00000439,PLN011,DEV0000478,Southeast,SITE00057,5G NR,5.983333333333333,True
CALL0000012202,SUB00004862,CELL000196,2026-04-17 13:30:00,78.0,MO,Failed,False,switch,2026-04-17,CUST00002957,PLN019,DEV0000262,Midwest,SITE00046,4G LTE,1.3,False
CALL0000012203,SUB00002645,CELL000023,2026-04-27 18:11:00,32.0,MO,Completed,False,switch,2026-04-27,CUST00003336,PLN012,DEV0001772,Southwest,SITE00005,4G LTE,0.5333333333333333,False
CALL0000012204,SUB00001375,CELL000009,2026-04-20 20:43:00,78.0,MT,Completed,False,switch,2026-04-20,CUST00000159,PLN011,DEV0002242,West,SITE00002,4G LTE,1.3,False
CALL0000012210,SUB00000566,CELL000190,2026-04-23 17:10:00,405.0,MO,Completed,False,switch,2026-04-23,CUST00001941,PLN020,DEV0001010,Southeast,SITE00045,4G LTE,6.75,False
CALL0000012212,SUB00001311,CELL000100,2026-05-13 22:39:00,109.0,MO,Dropped,False,switch,2026-05-13,CUST00001000,PLN015,DEV0000667,West,SITE00023,4G LTE,1.8166666666666667,True
CALL0000012214,SUB00003489,CELL000026,2026-05-05 21:46:00,109.0,MO,Completed,False,switch,2026-05-05,CUST00002008,PLN009,DEV0000111,Southeast,SITE00006,5G NR,1.8166666666666667,False
CALL0000012217,SUB00003176,CELL000034,2026-04-15 17:16:00,63.0,MT,Dropped,True,switch,2026-04-15,CUST00001649,PLN014,DEV0002067,Southwest,SITE00007,4G LTE,1.05,True
CALL0000012219,SUB00003925,CELL000090,2026-05-31 08:19:00,565.0,MO,Failed,False,switch,2026-05-31,CUST00003213,PLN007,DEV0001781,West,SITE00020,4G LTE,9.416666666666666,False
CALL0000012223,SUB00001102,CELL000026,2026-05-12 20:01:00,34.0,MT,Dropped,False,switch,2026-05-12,CUST00002888,PLN008,DEV0000023,Southeast,SITE00006,5G NR,0.5666666666666667,True
CALL0000012224,SUB00003048,CELL000195,2026-04-10 21:51:00,305.0,MT,Dropped,False,switch,2026-04-10,CUST00004379,PLN001,DEV0000108,Southeast,SITE00046,4G LTE,5.083333333333333,True
CALL0000012225,SUB00002836,CELL000233,2026-05-08 04:48:00,379.0,MT,Completed,False,switch,2026-05-08,CUST00000333,PLN016,DEV0000559,Southeast,SITE00054,4G LTE,6.316666666666666,False
CALL0000012231,SUB00000960,CELL000177,2026-05-16 15:20:00,605.0,MO,Completed,False,switch,2026-05-16,CUST00000565,PLN002,DEV0001644,Northeast,SITE00042,5G NR,10.083333333333334,False
CALL0000012234,SUB00002111,CELL000030,2026-05-07 12:17:00,102.0,MO,Dropped,False,switch,2026-05-07,CUST00002823,PLN013,DEV0000231,West,SITE00007,4G LTE,1.7,True
CALL0000012237,SUB00004065,CELL000009,2026-05-23 10:46:00,487.0,MO,Completed,False,switch,2026-05-23,CUST00003034,PLN005,DEV0001336,Southwest,SITE00002,4G LTE,8.116666666666667,False
CALL0000012239,SUB00002937,CELL000200,2026-04-24 03:47:00,371.0,MO,Completed,False,switch,2026-04-24,CUST00003084,PLN004,DEV0002479,Southeast,SITE00047,4G LTE,6.183333333333334,False
CALL0000012240,SUB00004694,CELL000107,2026-05-04 03:35:00,5.0,MT,Completed,False,switch,2026-05-04,CUST00004464,PLN014,DEV0001928,Southeast,SITE00025,5G NR,0.08333333333333333,False
CALL0000012241,SUB00000495,CELL000095,2026-05-01 17:39:00,218.0,MO,Failed,False,switch,2026-05-01,CUST00000881,PLN010,DEV0002016,Southwest,SITE00022,4G LTE,3.6333333333333333,False
CALL0000012244,SUB00001647,CELL000143,2026-04-25 23:50:00,32.0,MO,Completed,True,switch,2026-04-25,CUST00003590,PLN011,DEV0000733,Midwest,SITE00034,5G NR,0.5333333333333333,False
CALL0000012245,SUB00000599,CELL000099,2026-05-30 09:55:00,68.0,MT,Completed,True,switch,2026-05-30,CUST00000556,PLN002,DEV0000691,Northeast,SITE00023,4G LTE,1.1333333333333333,False
CALL0000012248,SUB00004631,CELL000178,2026-05-04 06:01:00,106.0,MO,Dropped,True,switch,2026-05-04,CUST00003084,PLN010,DEV0001769,Southeast,SITE00042,5G NR,1.7666666666666666,True
CALL0000012249,SUB00003031,CELL000139,2026-05-27 00:33:00,144.0,MO,Completed,False,switch,2026-05-27,CUST00000558,PLN007,DEV0001674,Northeast,SITE00033,5G NR,2.4,False
CALL0000012250,SUB00003170,CELL000159,2026-05-12 08:51:00,162.0,MO,Completed,False,switch,2026-05-12,CUST00003801,PLN013,DEV0001545,Southeast,SITE00037,5G NR,2.7,False
CALL0000012253,SUB00003691,CELL000175,2026-04-01 11:37:00,43.0,MT,Failed,False,switch,2026-04-01,CUST00004200,PLN018,DEV0000396,Southeast,SITE00041,4G LTE,0.7166666666666667,False
CALL0000012257,SUB00002158,CELL000065,2026-05-18 06:09:00,375.0,MO,Completed,False,switch,2026-05-18,CUST00003447,PLN019,DEV0001458,Midwest,SITE00015,4G LTE,6.25,False
CALL0000012261,SUB00001815,CELL000158,2026-04-03 00:08:00,270.0,MO,Completed,False,switch,2026-04-03,CUST00000111,PLN012,DEV0000636,Southeast,SITE00037,5G NR,4.5,False
CALL0000012262,SUB00000755,CELL000080,2026-05-14 12:55:00,75.0,MO,Completed,True,switch,2026-05-14,CUST00002952,PLN011,DEV0002278,Southeast,SITE00018,5G NR,1.25,False
CALL0000012263,SUB00002214,CELL000227,2026-04-30 12:35:00,340.0,MO,Completed,False,switch,2026-04-30,CUST00001940,PLN018,DEV0002191,Southeast,SITE00053,4G LTE,5.666666666666667,False
CALL0000012265,SUB00003341,CELL000122,2026-04-01 12:04:00,24.0,MO,Completed,False,switch,2026-04-01,CUST00000743,PLN005,DEV0001146,Southeast,SITE00029,5G NR,0.4,False
CALL0000012269,SUB00001800,CELL000059,2026-04-30 04:37:00,20.0,MO,Completed,False,switch,2026-04-30,CUST00002291,PLN007,DEV0001609,West,SITE00013,4G LTE,0.3333333333333333,False
CALL0000012272,SUB00000075,CELL000036,2026-05-10 18:19:00,68.0,MO,Completed,False,switch,2026-05-10,CUST00002703,PLN005,DEV0002036,Southwest,SITE00008,4G LTE,1.1333333333333333,False
CALL0000012273,SUB00004942,CELL000132,2026-05-05 20:05:00,284.0,MO,Completed,False,switch,2026-05-05,CUST00004089,PLN020,DEV0002072,Southwest,SITE00031,4G LTE,4.733333333333333,False
CALL0000012274,SUB00001192,CELL000111,2026-05-17 17:21:00,152.0,MO,Completed,False,switch,2026-05-17,CUST00004220,PLN012,DEV0001548,Northeast,SITE00026,4G LTE,2.533333333333333,False
CALL0000012276,SUB00003344,CELL000197,2026-05-27 01:28:00,540.0,MO,Completed,False,switch,2026-05-27,CUST00000982,PLN014,DEV0001094,West,SITE00046,4G LTE,9.0,False
CALL0000012277,SUB00002351,CELL000015,2026-04-09 04:57:00,160.0,MT,Dropped,False,switch,2026-04-09,CUST00001619,PLN008,DEV0002352,Northeast,SITE00004,5G NR,2.6666666666666665,True
CALL0000012278,SUB00004585,CELL000184,2026-05-19 16:11:00,119.0,MO,Completed,False,switch,2026-05-19,CUST00002091,PLN019,DEV0000464,Northeast,SITE00043,5G NR,1.9833333333333334,False
CALL0000012279,SUB00003276,CELL000191,2026-04-08 13:19:00,30.0,MT,Completed,False,switch,2026-04-08,CUST00001544,PLN013,DEV0002439,West,SITE00045,4G LTE,0.5,False
CALL0000012280,SUB00000083,CELL000099,2026-05-17 19:34:00,615.0,MT,Completed,False,switch,2026-05-17,CUST00004209,PLN019,DEV0002360,West,SITE00023,4G LTE,10.25,False
CALL0000012281,SUB00000463,CELL000104,2026-04-17 06:52:00,179.0,MO,Completed,True,switch,2026-04-17,CUST00004330,PLN010,DEV0000499,Southwest,SITE00024,5G NR,2.9833333333333334,False
CALL0000012285,SUB00001798,CELL000062,2026-05-12 07:52:00,115.0,MO,Dropped,True,switch,2026-05-12,CUST00000994,PLN012,DEV0002257,Southeast,SITE00014,5G NR,1.9166666666666667,True
CALL0000012286,SUB00002350,CELL000033,2026-05-12 04:32:00,128.0,MO,Completed,False,switch,2026-05-12,CUST00000967,PLN020,DEV0002070,Midwest,SITE00007,5G NR,2.1333333333333333,False
CALL0000012287,SUB00001835,CELL000090,2026-05-14 22:47:00,612.0,MO,Failed,False,switch,2026-05-14,CUST00003182,PLN012,DEV0001241,Southeast,SITE00020,4G LTE,10.2,False
CALL0000012290,SUB00003027,CELL000175,2026-05-21 04:04:00,131.0,MT,Completed,False,switch,2026-05-21,CUST00002263,PLN008,DEV0000857,West,SITE00041,4G LTE,2.183333333333333,False
CALL0000012294,SUB00000611,CELL000127,2026-04-23 10:43:00,52.0,MT,Completed,False,switch,2026-04-23,CUST00003913,PLN017,DEV0002089,West,SITE00030,4G LTE,0.8666666666666667,False
CALL0000012296,SUB00002199,CELL000067,2026-05-21 05:28:00,11.0,MO,Dropped,False,switch,2026-05-21,CUST00004479,PLN017,DEV0001289,Southwest,SITE00015,5G NR,0.18333333333333332,True
CALL0000012297,SUB00002176,CELL000220,2026-05-02 11:00:00,132.0,MT,Completed,False,switch,2026-05-02,CUST00001898,PLN014,DEV0001765,Northeast,SITE00052,4G LTE,2.2,False
CALL0000012300,SUB00002121,CELL000059,2026-04-14 05:48:00,34.0,MO,Completed,False,switch,2026-04-14,CUST00000736,PLN007,DEV0001458,Northeast,SITE00013,4G LTE,0.5666666666666667,False
CALL0000012301,SUB00000482,CELL000029,2026-04-06 11:25:00,21.0,MT,Dropped,True,switch,2026-04-06,CUST00001478,PLN006,DEV0001868,Northeast,SITE00006,4G LTE,0.35,True
CALL0000012304,SUB00004988,CELL000079,2026-05-23 06:46:00,97.0,MT,Completed,False,switch,2026-05-23,CUST00000726,PLN003,DEV0002301,Midwest,SITE00018,5G NR,1.6166666666666667,False
CALL0000012305,SUB00004119,CELL000060,2026-05-22 14:11:00,108.0,MO,Dropped,False,switch,2026-05-22,CUST00002439,PLN009,DEV0001182,Southeast,SITE00013,4G LTE,1.8,True
CALL0000012306,SUB00003037,CELL000005,2026-04-24 20:02:00,183.0,MO,Dropped,True,switch,2026-04-24,CUST00000988,PLN006,DEV0000415,Midwest,SITE00001,5G NR,3.05,True
CALL0000012307,SUB00000686,CELL000109,2026-05-11 00:45:00,138.0,MO,Completed,False,switch,2026-05-11,CUST00003086,PLN014,DEV0002293,Southwest,SITE00025,5G NR,2.3,False
CALL0000012308,SUB00004864,CELL000018,2026-04-06 00:19:00,257.0,MO,Completed,True,switch,2026-04-06,CUST00001401,PLN002,DEV0000841,West,SITE00004,5G NR,4.283333333333333,False
CALL0000012311,SUB00000339,CELL000232,2026-04-16 09:33:00,187.0,MO,Completed,True,switch,2026-04-16,CUST00001931,PLN005,DEV0001039,Midwest,SITE00054,4G LTE,3.1166666666666667,False
CALL0000012312,SUB00002300,CELL000252,2026-05-25 17:49:00,391.0,MT,Failed,True,switch,2026-05-25,CUST00004306,PLN009,DEV0000875,Midwest,SITE00059,4G LTE,6.516666666666667,False
CALL0000012316,SUB00003992,CELL000194,2026-05-13 15:28:00,48.0,MT,Completed,False,switch,2026-05-13,CUST00000612,PLN016,DEV0002108,Southeast,SITE00046,5G NR,0.8,False
CALL0000012317,SUB00001945,CELL000118,2026-05-21 00:53:00,149.0,MO,Completed,False,switch,2026-05-21,CUST00000007,PLN008,DEV0001425,West,SITE00028,4G LTE,2.4833333333333334,False
CALL0000012320,SUB00004352,CELL000051,2026-04-28 13:21:00,14.0,MT,Completed,False,switch,2026-04-28,CUST00002249,PLN013,DEV0000037,Southwest,SITE00011,5G NR,0.23333333333333334,False
CALL0000012323,SUB00004867,CELL000089,2026-05-25 08:23:00,817.0,MT,Completed,False,switch,2026-05-25,CUST00001819,PLN018,DEV0002363,Southwest,SITE00020,5G NR,13.616666666666667,False
CALL0000012325,SUB00004737,CELL000033,2026-04-04 03:22:00,104.0,MO,Completed,True,switch,2026-04-04,CUST00003795,PLN007,DEV0000196,Midwest,SITE00007,5G NR,1.7333333333333334,False
CALL0000012327,SUB00004140,CELL000046,2026-05-25 22:19:00,1.0,MO,Dropped,True,switch,2026-05-25,CUST00003639,PLN017,DEV0000812,Northeast,SITE00010,5G NR,0.016666666666666666,True
CALL0000012330,SUB00000150,CELL000092,2026-04-08 07:49:00,42.0,MO,Completed,False,switch,2026-04-08,CUST00003140,PLN011,DEV0002317,West,SITE00021,5G NR,0.7,False
CALL0000012333,SUB00001595,CELL000225,2026-05-06 17:12:00,121.0,MO,Dropped,False,switch,2026-05-06,CUST00003168,PLN006,DEV0000549,Southeast,SITE00053,4G LTE,2.0166666666666666,True
CALL0000012334,SUB00004445,CELL000013,2026-05-13 00:09:00,98.0,MO,Dropped,True,switch,2026-05-13,CUST00003308,PLN007,DEV0000618,Southwest,SITE00003,4G LTE,1.6333333333333333,True
CALL0000012335,SUB00003426,CELL000057,2026-04-27 10:54:00,162.0,MO,Failed,False,switch,2026-04-27,CUST00001264,PLN010,DEV0002273,Southeast,SITE00012,5G NR,2.7,False
CALL0000012336,SUB00004000,CELL000149,2026-04-23 23:18:00,202.0,MO,Completed,False,switch,2026-04-23,CUST00000929,PLN013,DEV0000914,Midwest,SITE00035,4G LTE,3.3666666666666667,False
CALL0000012337,SUB00002670,CELL000070,2026-04-10 16:08:00,621.0,MO,Dropped,True,switch,2026-04-10,CUST00000061,PLN004,DEV0001545,Southwest,SITE00016,5G NR,10.35,True
CALL0000012338,SUB00001023,CELL000057,2026-05-28 08:02:00,118.0,MT,Completed,True,switch,2026-05-28,CUST00002235,PLN015,DEV0000762,Southwest,SITE00012,5G NR,1.9666666666666666,False
CALL0000012339,SUB00000307,CELL000006,2026-05-01 05:09:00,49.0,MO,Completed,False,switch,2026-05-01,CUST00001334,PLN018,DEV0001382,Southwest,SITE00001,4G LTE,0.8166666666666667,False
CALL0000012342,SUB00002563,CELL000117,2026-04-09 13:01:00,129.0,MO,Completed,False,switch,2026-04-09,CUST00001387,PLN007,DEV0000728,Southeast,SITE00027,4G LTE,2.15,False
CALL0000012343,SUB00002548,CELL000065,2026-05-14 19:14:00,174.0,MO,Completed,False,switch,2026-05-14,CUST00000925,PLN004,DEV0001166,Southwest,SITE00015,4G LTE,2.9,False
CALL0000012345,SUB00002817,CELL000141,2026-05-10 18:00:00,266.0,MT,Completed,False,switch,2026-05-10,CUST00002615,PLN014,DEV0000266,Southeast,SITE00033,5G NR,4.433333333333334,False
CALL0000012346,SUB00002093,CELL000251,2026-05-10 20:42:00,237.0,MT,Dropped,True,switch,2026-05-10,CUST00001029,PLN018,DEV0000862,Northeast,SITE00059,5G NR,3.95,True
CALL0000012347,SUB00004576,CELL000218,2026-05-12 07:09:00,89.0,MO,Dropped,False,switch,2026-05-12,CUST00001886,PLN003,DEV0000803,Southeast,SITE00051,4G LTE,1.4833333333333334,True
CALL0000012348,SUB00004309,CELL000193,2026-05-16 05:06:00,43.0,MT,Completed,False,switch,2026-05-16,CUST00003503,PLN018,DEV0001494,Southeast,SITE00046,4G LTE,0.7166666666666667,False
CALL0000012349,SUB00004503,CELL000126,2026-05-27 00:15:00,13.0,MO,Completed,False,switch,2026-05-27,CUST00002858,PLN013,DEV0001943,Northeast,SITE00030,4G LTE,0.21666666666666667,False
CALL0000012350,SUB00002736,CELL000254,2026-05-12 02:34:00,244.0,MT,Failed,False,switch,2026-05-12,CUST00002821,PLN019,DEV0001289,Northeast,SITE00060,4G LTE,4.066666666666666,False
CALL0000012351,SUB00000749,CELL000225,2026-05-02 00:38:00,16.0,MT,Failed,False,switch,2026-05-02,CUST00003877,PLN011,DEV0000732,Southwest,SITE00053,4G LTE,0.26666666666666666,False
CALL0000012352,SUB00002171,CELL000163,2026-05-18 19:24:00,245.0,MT,Completed,False,switch,2026-05-18,CUST00001904,PLN010,DEV0001613,Midwest,SITE00038,5G NR,4.083333333333333,False
CALL0000012353,SUB00002777,CELL000095,2026-04-18 18:22:00,85.0,MO,Completed,False,switch,2026-04-18,CUST00001319,PLN010,DEV0001955,Southwest,SITE00022,4G LTE,1.4166666666666667,False
CALL0000012354,SUB00004248,CELL000028,2026-04-22 10:20:00,157.0,MO,Completed,False,switch,2026-04-22,CUST00000466,PLN011,DEV0001162,West,SITE00006,5G NR,2.6166666666666667,False
CALL0000012355,SUB00001060,CELL000189,2026-05-25 06:36:00,294.0,MO,Failed,False,switch,2026-05-25,CUST00002641,PLN017,DEV0000637,Southwest,SITE00045,5G NR,4.9,False
CALL0000012358,SUB00000985,CELL000066,2026-05-08 20:59:00,109.0,MO,Completed,False,switch,2026-05-08,CUST00002746,PLN002,DEV0001024,West,SITE00015,5G NR,1.8166666666666667,False
CALL0000012360,SUB00003491,CELL000252,2026-05-11 19:58:00,73.0,MO,Failed,False,switch,2026-05-11,CUST00003276,PLN011,DEV0000486,Midwest,SITE00059,4G LTE,1.2166666666666666,False
CALL0000012361,SUB00004663,CELL000147,2026-05-12 16:42:00,39.0,MT,Completed,False,switch,2026-05-12,CUST00003537,PLN013,DEV0000883,Southeast,SITE00035,4G LTE,0.65,False
CALL0000012362,SUB00002378,CELL000187,2026-05-17 12:25:00,11.0,MO,Failed,False,switch,2026-05-17,CUST00001291,PLN001,DEV0002164,Midwest,SITE00044,4G LTE,0.18333333333333332,False
CALL0000012365,SUB00003744,CELL000194,2026-05-23 16:44:00,9.0,MO,Completed,False,switch,2026-05-23,CUST00001080,PLN008,DEV0000140,Southeast,SITE00046,5G NR,0.15,False
CALL0000012367,SUB00002191,CELL000025,2026-05-08 22:42:00,128.0,MO,Completed,False,switch,2026-05-08,CUST00003303,PLN010,DEV0000275,Southwest,SITE00006,5G NR,2.1333333333333333,False
CALL0000012372,SUB00000874,CELL000060,2026-04-18 00:44:00,100.0,MO,Failed,False,switch,2026-04-18,CUST00000591,PLN001,DEV0001258,Northeast,SITE00013,4G LTE,1.6666666666666667,False
CALL0000012373,SUB00000547,CELL000215,2026-05-31 01:08:00,16.0,MO,Completed,True,switch,2026-05-31,CUST00002200,PLN011,DEV0000637,West,SITE00050,4G LTE,0.26666666666666666,False
CALL0000012374,SUB00002625,CELL000046,2026-05-16 11:40:00,39.0,MO,Completed,False,switch,2026-05-16,CUST00003087,PLN007,DEV0001388,West,SITE00010,5G NR,0.65,False
CALL0000012378,SUB00002399,CELL000070,2026-04-13 23:51:00,307.0,MO,Failed,False,switch,2026-04-13,CUST00002123,PLN004,DEV0002448,Southwest,SITE00016,5G NR,5.116666666666666,False
CALL0000012381,SUB00001053,CELL000177,2026-05-18 19:22:00,67.0,MO,Dropped,False,switch,2026-05-18,CUST00002847,PLN008,DEV0000922,Southeast,SITE00042,5G NR,1.1166666666666667,True
