sms_id,subscriber_id,cell_id,sms_ts,direction,delivery_status,roaming_flag,sms_date,customer_id,plan_id,failed_sms_flag
SMS0000009494,SUB00003747,CELL000006,2026-04-05 13:09:52,MT,Failed,False,2026-04-05,CUST00001715,PLN001,True
SMS0000009495,SUB00003484,CELL000236,2026-05-04 06:44:56,MT,Expired,False,2026-05-04,CUST00003947,PLN008,True
SMS0000009496,SUB00004264,CELL000172,2026-05-13 13:36:04,MO,Expired,False,2026-05-13,CUST00000256,PLN013,True
SMS0000009497,SUB00001949,CELL000017,2026-04-16 05:55:52,MT,Expired,True,2026-04-16,CUST00002956,PLN008,True
SMS0000009498,SUB00002399,CELL000150,2026-04-11 14:40:08,MT,Delivered,False,2026-04-11,CUST00002123,PLN004,False
SMS0000009499,SUB00004906,CELL000085,2026-04-02 02:22:29,MT,Delivered,False,2026-04-02,CUST00003763,PLN018,False
SMS0000009500,SUB00002181,CELL000237,2026-05-27 02:01:58,MT,Expired,True,2026-05-27,CUST00001905,PLN002,True
SMS0000009501,SUB00004780,CELL000060,2026-05-17 12:24:28,MT,Expired,False,2026-05-17,CUST00004026,PLN002,True
SMS0000009502,SUB00001435,CELL000083,2026-04-13 15:12:19,MO,Delivered,True,2026-04-13,CUST00003721,PLN012,False
SMS0000009503,SUB00004803,CELL000194,2026-04-10 14:01:02,MT,Delivered,False,2026-04-10,CUST00000086,PLN013,False
SMS0000009504,SUB00003949,CELL000104,2026-04-21 20:00:37,MO,Failed,False,2026-04-21,CUST00000511,PLN002,True
SMS0000009505,SUB00002138,CELL000062,2026-05-11 17:38:16,MO,Expired,False,2026-05-11,CUST00001061,PLN013,True
SMS0000009506,SUB00000433,CELL000221,2026-05-15 03:47:53,MO,Delivered,False,2026-05-15,CUST00000791,PLN018,False
SMS0000009507,SUB00000526,CELL000099,2026-05-17 07:34:39,MT,Delivered,False,2026-05-17,CUST00001800,PLN013,False
SMS0000009508,SUB00004295,CELL000213,2026-04-26 15:51:01,MO,Expired,False,2026-04-26,CUST00003414,PLN011,True
SMS0000009509,SUB00003732,CELL000209,2026-04-13 16:36:47,MT,Delivered,False,2026-04-13,CUST00002584,PLN016,False
SMS0000009510,SUB00003850,CELL000242,2026-04-20 11:47:31,MO,Expired,True,2026-04-20,CUST00003556,PLN005,True
SMS0000009511,SUB00004131,CELL000231,2026-04-04 01:56:08,MO,Delivered,False,2026-04-04,CUST00003666,PLN013,False
SMS0000009512,SUB00003648,CELL000207,2026-04-15 12:51:19,MT,Expired,False,2026-04-15,CUST00001471,PLN017,True
SMS0000009513,SUB00002173,CELL000135,2026-05-20 05:56:40,MO,Failed,True,2026-05-20,CUST00003732,PLN016,True
SMS0000009514,SUB00000675,CELL000029,2026-04-04 23:46:29,MO,Delivered,False,2026-04-04,CUST00001589,PLN015,False
SMS0000009515,SUB00002809,CELL000229,2026-05-19 09:22:50,MT,Delivered,True,2026-05-19,CUST00002119,PLN009,False
SMS0000009516,SUB00002445,CELL000239,2026-05-09 14:07:25,MT,Failed,False,2026-05-09,CUST00000217,PLN013,True
SMS0000009517,SUB00001642,CELL000121,2026-05-31 18:56:57,MT,Delivered,False,2026-05-31,CUST00003541,PLN013,False
SMS0000009518,SUB00001596,CELL000043,2026-05-30 13:10:23,MO,Expired,False,2026-05-30,CUST00001392,PLN005,True
SMS0000009519,SUB00003029,CELL000085,2026-05-24 00:21:42,MO,Delivered,True,2026-05-24,CUST00002437,PLN019,False
SMS0000009520,SUB00002369,CELL000243,2026-05-12 13:14:18,MO,Failed,False,2026-05-12,CUST00003288,PLN014,True
SMS0000009521,SUB00004325,CELL000045,2026-05-05 14:18:21,MT,Expired,True,2026-05-05,CUST00000828,PLN013,True
SMS0000009522,SUB00000623,CELL000124,2026-05-16 03:27:11,MT,Delivered,False,2026-05-16,CUST00001815,PLN008,False
SMS0000009523,SUB00001563,CELL000035,2026-04-21 03:29:37,MO,Failed,False,2026-04-21,CUST00004336,PLN001,True
SMS0000009524,SUB00004928,CELL000201,2026-05-14 17:04:02,MT,Delivered,False,2026-05-14,CUST00003530,PLN013,False
SMS0000009525,SUB00004801,CELL000174,2026-05-25 08:55:08,MT,Expired,True,2026-05-25,CUST00004216,PLN018,True
SMS0000009526,SUB00001287,CELL000190,2026-04-29 01:21:01,MO,Failed,False,2026-04-29,CUST00001053,PLN009,True
SMS0000009527,SUB00000857,CELL000198,2026-04-29 06:31:39,MO,Delivered,False,2026-04-29,CUST00003455,PLN019,False
SMS0000009528,SUB00004965,CELL000039,2026-04-01 17:18:03,MO,Failed,False,2026-04-01,CUST00002567,PLN020,True
SMS0000009529,SUB00002325,CELL000251,2026-05-06 21:30:36,MO,Expired,False,2026-05-06,CUST00002711,PLN015,True
SMS0000009530,SUB00004908,CELL000172,2026-05-19 12:59:11,MT,Failed,True,2026-05-19,CUST00002535,PLN005,True
SMS0000009531,SUB00000635,CELL000186,2026-04-04 22:37:46,MO,Delivered,False,2026-04-04,CUST00002861,PLN011,False
SMS0000009532,SUB00000083,CELL000087,2026-04-19 12:23:20,MT,Expired,False,2026-04-19,CUST00004209,PLN019,True
SMS0000009533,SUB00002523,CELL000166,2026-05-28 05:23:58,MT,Failed,False,2026-05-28,CUST00002160,PLN003,True
SMS0000009534,SUB00000502,CELL000178,2026-05-20 16:36:40,MO,Expired,False,2026-05-20,CUST00000218,PLN002,True
SMS0000009535,SUB00004676,CELL000093,2026-05-01 04:35:13,MT,Failed,False,2026-05-01,CUST00002629,PLN002,True
SMS0000009536,SUB00000860,CELL000151,2026-05-23 07:53:04,MT,Delivered,False,2026-05-23,CUST00000831,PLN011,False
SMS0000009537,SUB00001220,CELL000214,2026-05-12 07:45:21,MT,Failed,False,2026-05-12,CUST00000853,PLN006,True
SMS0000009538,SUB00001583,CELL000211,2026-05-10 19:55:47,MT,Failed,True,2026-05-10,CUST00004063,PLN007,True
SMS0000009539,SUB00002706,CELL000221,2026-04-07 22:53:26,MT,Expired,False,2026-04-07,CUST00000507,PLN010,True
SMS0000009540,SUB00003952,CELL000012,2026-05-29 15:56:04,MO,Failed,True,2026-05-29,CUST00001532,PLN003,True
SMS0000009541,SUB00000658,CELL000150,2026-05-28 05:07:36,MT,Expired,False,2026-05-28,CUST00000470,PLN008,True
SMS0000009542,SUB00000428,CELL000101,2026-05-09 22:52:06,MO,Expired,False,2026-05-09,CUST00000639,PLN001,True
SMS0000009543,SUB00004434,CELL000011,2026-05-19 03:32:30,MO,Failed,True,2026-05-19,CUST00003913,PLN004,True
SMS0000009544,SUB00002501,CELL000079,2026-05-21 23:45:24,MO,Delivered,False,2026-05-21,CUST00002911,PLN012,False
SMS0000009545,SUB00004279,CELL000162,2026-05-08 12:44:09,MO,Delivered,True,2026-05-08,CUST00003989,PLN006,False
SMS0000009546,SUB00003120,CELL000169,2026-04-26 14:21:53,MT,Delivered,True,2026-04-26,CUST00000963,PLN020,False
SMS0000009547,SUB00001376,CELL000012,2026-05-08 10:31:58,MO,Expired,False,2026-05-08,CUST00003012,PLN009,True
SMS0000009548,SUB00003311,CELL000210,2026-05-10 04:22:09,MT,Delivered,False,2026-05-10,CUST00001154,PLN007,False
SMS0000009549,SUB00001255,CELL000239,2026-05-05 22:48:40,MO,Expired,False,2026-05-05,CUST00000529,PLN010,True
SMS0000009550,SUB00001417,CELL000215,2026-05-19 10:05:32,MO,Delivered,False,2026-05-19,CUST00002923,PLN001,False
SMS0000009551,SUB00004314,CELL000148,2026-04-18 04:36:41,MO,Delivered,False,2026-04-18,CUST00001434,PLN012,False
SMS0000009552,SUB00003464,CELL000046,2026-05-21 01:20:20,MT,Expired,True,2026-05-21,CUST00000258,PLN010,True
SMS0000009553,SUB00003182,CELL000178,2026-04-28 17:23:59,MO,Delivered,False,2026-04-28,CUST00002715,PLN006,False
SMS0000009554,SUB00001962,CELL000062,2026-05-17 03:04:04,MT,Delivered,False,2026-05-17,CUST00003465,PLN001,False
SMS0000009555,SUB00000322,CELL000089,2026-04-10 02:48:09,MT,Delivered,False,2026-04-10,CUST00000970,PLN011,False
SMS0000009556,SUB00000575,CELL000018,2026-04-27 00:34:28,MO,Delivered,False,2026-04-27,CUST00001627,PLN020,False
SMS0000009557,SUB00001384,CELL000230,2026-04-14 17:22:26,MT,Delivered,True,2026-04-14,CUST00001179,PLN017,False
SMS0000009558,SUB00000198,CELL000225,2026-04-28 20:02:20,MT,Delivered,True,2026-04-28,CUST00000785,PLN017,False
SMS0000009559,SUB00002190,CELL000018,2026-04-22 09:36:03,MT,Delivered,False,2026-04-22,CUST00003110,PLN005,False
SMS0000009560,SUB00001896,CELL000074,2026-04-28 02:07:01,MO,Expired,False,2026-04-28,CUST00001659,PLN008,True
SMS0000009561,SUB00004858,CELL000198,2026-04-26 17:50:11,MT,Expired,False,2026-04-26,CUST00000850,PLN008,True
SMS0000009562,SUB00003707,CELL000174,2026-04-29 01:17:41,MT,Delivered,True,2026-04-29,CUST00004453,PLN010,False
SMS0000009563,SUB00003197,CELL000145,2026-05-28 18:41:40,MT,Delivered,False,2026-05-28,CUST00001251,PLN009,False
SMS0000009564,SUB00003668,CELL000096,2026-04-21 02:44:47,MT,Delivered,False,2026-04-21,CUST00002252,PLN007,False
SMS0000009565,SUB00004541,CELL000182,2026-05-13 15:59:48,MO,Failed,True,2026-05-13,CUST00003342,PLN016,True
SMS0000009566,SUB00000655,CELL000040,2026-05-10 08:11:08,MT,Delivered,False,2026-05-10,CUST00000757,PLN012,False
SMS0000009567,SUB00001462,CELL000174,2026-04-11 02:01:17,MT,Delivered,False,2026-04-11,CUST00001593,PLN019,False
SMS0000009568,SUB00004967,CELL000244,2026-05-12 19:40:39,MO,Expired,False,2026-05-12,CUST00000071,PLN006,True
SMS0000009569,SUB00001220,CELL000193,2026-05-17 18:47:04,MT,Failed,False,2026-05-17,CUST00000853,PLN006,True
SMS0000009570,SUB00003121,CELL000113,2026-05-22 09:02:28,MO,Failed,True,2026-05-22,CUST00002159,PLN015,True
SMS0000009571,SUB00004132,CELL000106,2026-05-07 12:08:44,MO,Delivered,False,2026-05-07,CUST00002631,PLN004,False
SMS0000009572,SUB00002405,CELL000080,2026-04-22 09:41:26,MO,Expired,False,2026-04-22,CUST00003576,PLN001,True
SMS0000009573,SUB00001779,CELL000033,2026-05-02 19:37:09,MO,Expired,False,2026-05-02,CUST00003590,PLN018,True
SMS0000009574,SUB00000572,CELL000217,2026-04-12 02:23:22,MO,Delivered,False,2026-04-12,CUST00003917,PLN012,False
SMS0000009575,SUB00003918,CELL000039,2026-05-23 19:05:58,MO,Failed,False,2026-05-23,CUST00001904,PLN013,True
SMS0000009576,SUB00000752,CELL000183,2026-05-20 22:21:06,MO,Delivered,True,2026-05-20,CUST00001025,PLN017,False
SMS0000009577,SUB00001907,CELL000097,2026-05-22 11:38:19,MO,Failed,False,2026-05-22,CUST00000840,PLN017,True
SMS0000009578,SUB00002281,CELL000176,2026-04-25 23:35:59,MT,Expired,False,2026-04-25,CUST00003814,PLN013,True
SMS0000009579,SUB00004316,CELL000094,2026-04-15 09:37:27,MO,Delivered,False,2026-04-15,CUST00001038,PLN016,False
SMS0000009580,SUB00002521,CELL000011,2026-05-05 20:23:33,MO,Delivered,False,2026-05-05,CUST00001788,PLN015,False
SMS0000009581,SUB00000288,CELL000110,2026-05-03 07:16:16,MT,Delivered,False,2026-05-03,CUST00004428,PLN008,False
SMS0000009582,SUB00004881,CELL000004,2026-05-25 10:30:46,MO,Failed,False,2026-05-25,CUST00001845,PLN008,True
SMS0000009583,SUB00000547,CELL000158,2026-04-29 19:46:51,MT,Delivered,False,2026-04-29,CUST00002200,PLN011,False
SMS0000009584,SUB00001375,CELL000049,2026-05-15 21:33:53,MO,Delivered,False,2026-05-15,CUST00000159,PLN011,False
SMS0000009585,SUB00000268,CELL000101,2026-04-19 11:56:22,MO,Expired,False,2026-04-19,CUST00004308,PLN009,True
SMS0000009586,SUB00004263,CELL000125,2026-04-10 21:25:07,MT,Delivered,False,2026-04-10,CUST00002747,PLN019,False
SMS0000009587,SUB00003973,CELL000089,2026-05-21 23:27:35,MO,Failed,False,2026-05-21,CUST00000466,PLN008,True
SMS0000009588,SUB00001403,CELL000247,2026-04-21 21:41:44,MO,Delivered,False,2026-04-21,CUST00001411,PLN002,False
SMS0000009589,SUB00004418,CELL000163,2026-04-15 23:10:03,MO,Expired,False,2026-04-15,CUST00003683,PLN015,True
SMS0000009590,SUB00003440,CELL000138,2026-05-29 06:08:33,MO,Failed,True,2026-05-29,CUST00000444,PLN006,True
SMS0000009591,SUB00002743,CELL000218,2026-04-03 03:44:06,MO,Delivered,False,2026-04-03,CUST00003823,PLN015,False
SMS0000009592,SUB00002629,CELL000191,2026-04-09 10:33:02,MT,Expired,False,2026-04-09,CUST00002182,PLN017,True
SMS0000009593,SUB00000199,CELL000247,2026-05-17 19:49:32,MO,Delivered,True,2026-05-17,CUST00001145,PLN015,False
SMS0000009594,SUB00002387,CELL000161,2026-05-24 18:14:55,MT,Delivered,False,2026-05-24,CUST00000586,PLN011,False
SMS0000009595,SUB00000979,CELL000249,2026-05-11 21:11:02,MT,Delivered,False,2026-05-11,CUST00003457,PLN009,False
SMS0000009596,SUB00002035,CELL000137,2026-04-08 07:40:03,MT,Failed,False,2026-04-08,CUST00004335,PLN013,True
SMS0000009597,SUB00002946,CELL000146,2026-04-17 10:44:26,MO,Delivered,False,2026-04-17,CUST00001202,PLN012,False
SMS0000009598,SUB00002272,CELL000030,2026-05-13 00:12:28,MT,Delivered,False,2026-05-13,CUST00001175,PLN016,False
SMS0000009599,SUB00002959,CELL000033,2026-04-14 21:51:57,MO,Delivered,True,2026-04-14,CUST00000396,PLN002,False
SMS0000009600,SUB00001388,CELL000148,2026-05-14 13:46:45,MT,Failed,False,2026-05-14,CUST00000502,PLN002,True
SMS0000009601,SUB00004553,CELL000095,2026-04-28 15:08:27,MO,Failed,False,2026-04-28,CUST00003641,PLN015,True
SMS0000009602,SUB00000945,CELL000010,2026-04-04 17:17:01,MT,Expired,False,2026-04-04,CUST00000362,PLN018,True
SMS0000009603,SUB00001166,CELL000051,2026-04-09 08:58:05,MO,Delivered,False,2026-04-09,CUST00000111,PLN011,False
SMS0000009604,SUB00003115,CELL000176,2026-04-22 17:59:13,MT,Delivered,False,2026-04-22,CUST00001764,PLN009,False
SMS0000009605,SUB00002868,CELL000208,2026-05-11 03:29:25,MO,Delivered,True,2026-05-11,CUST00003904,PLN018,False
SMS0000009606,SUB00001403,CELL000130,2026-04-08 08:48:52,MT,Delivered,False,2026-04-08,CUST00001411,PLN002,False
SMS0000009607,SUB00003914,CELL000228,2026-05-30 02:47:54,MO,Expired,False,2026-05-30,CUST00000788,PLN017,True
SMS0000009608,SUB00004782,CELL000029,2026-04-13 18:46:46,MT,Delivered,False,2026-04-13,CUST00004409,PLN008,False
SMS0000009609,SUB00004567,CELL000024,2026-04-23 10:08:36,MT,Delivered,True,2026-04-23,CUST00000507,PLN019,False
SMS0000009610,SUB00004320,CELL000147,2026-05-29 07:38:05,MO,Failed,False,2026-05-29,CUST00003758,PLN018,True
SMS0000009611,SUB00003243,CELL000042,2026-04-16 08:08:11,MT,Failed,False,2026-04-16,CUST00004018,PLN020,True
SMS0000009612,SUB00002814,CELL000211,2026-05-15 03:13:27,MT,Delivered,False,2026-05-15,CUST00003863,PLN002,False
SMS0000009613,SUB00000815,CELL000089,2026-05-12 17:37:25,MT,Delivered,False,2026-05-12,CUST00002428,PLN001,False
SMS0000009614,SUB00004894,CELL000206,2026-05-07 14:22:49,MO,Failed,True,2026-05-07,CUST00000549,PLN011,True
SMS0000009615,SUB00000547,CELL000195,2026-04-13 01:22:44,MO,Delivered,False,2026-04-13,CUST00002200,PLN011,False
SMS0000009616,SUB00000836,CELL000045,2026-04-18 11:03:48,MO,Expired,False,2026-04-18,CUST00001938,PLN017,True
SMS0000009617,SUB00003900,CELL000097,2026-04-22 01:40:39,MO,Failed,False,2026-04-22,CUST00002119,PLN011,True
SMS0000009618,SUB00003453,CELL000074,2026-05-14 15:28:54,MO,Delivered,True,2026-05-14,CUST00004038,PLN001,False
SMS0000009619,SUB00001025,CELL000189,2026-05-17 14:45:25,MT,Failed,True,2026-05-17,CUST00002812,PLN019,True
SMS0000009620,SUB00003616,CELL000099,2026-05-18 04:48:13,MT,Expired,False,2026-05-18,CUST00003377,PLN011,True
SMS0000009621,SUB00000132,CELL000124,2026-04-17 06:28:14,MO,Delivered,False,2026-04-17,CUST00001904,PLN013,False
SMS0000009622,SUB00000305,CELL000229,2026-05-20 10:46:25,MT,Delivered,False,2026-05-20,CUST00001448,PLN009,False
SMS0000009623,SUB00002250,CELL000122,2026-05-17 18:46:01,MO,Expired,True,2026-05-17,CUST00004293,PLN007,True
SMS0000009624,SUB00001500,CELL000076,2026-05-31 09:35:23,MT,Delivered,True,2026-05-31,CUST00001691,PLN002,False
SMS0000009625,SUB00000337,CELL000027,2026-05-14 17:00:35,MO,Expired,False,2026-05-14,CUST00001714,PLN017,True
SMS0000009626,SUB00000735,CELL000230,2026-05-24 18:57:26,MO,Failed,False,2026-05-24,CUST00003967,PLN006,True
SMS0000009627,SUB00002569,CELL000164,2026-04-07 01:32:57,MT,Failed,True,2026-04-07,CUST00001585,PLN003,True
SMS0000009628,SUB00000756,CELL000141,2026-05-31 09:33:53,MO,Delivered,False,2026-05-31,CUST00002934,PLN008,False
SMS0000009629,SUB00001994,CELL000059,2026-04-08 08:47:26,MT,Failed,False,2026-04-08,CUST00001140,PLN016,True
SMS0000009630,SUB00001331,CELL000177,2026-05-30 04:34:19,MO,Failed,False,2026-05-30,CUST00002724,PLN020,True
SMS0000009631,SUB00001463,CELL000181,2026-05-08 03:25:05,MO,Delivered,True,2026-05-08,CUST00000305,PLN011,False
SMS0000009632,SUB00004490,CELL000101,2026-04-13 03:55:19,MO,Failed,False,2026-04-13,CUST00002633,PLN014,True
SMS0000009633,SUB00003978,CELL000198,2026-04-27 20:02:12,MT,Delivered,False,2026-04-27,CUST00002611,PLN014,False
SMS0000009634,SUB00003526,CELL000254,2026-04-02 13:34:51,MT,Failed,True,2026-04-02,CUST00001732,PLN019,True
SMS0000009635,SUB00001928,CELL000173,2026-04-16 06:54:29,MT,Expired,True,2026-04-16,CUST00003381,PLN003,True
SMS0000009636,SUB00004814,CELL000050,2026-05-20 15:24:07,MT,Delivered,False,2026-05-20,CUST00002983,PLN004,False
SMS0000009637,SUB00004400,CELL000083,2026-04-20 15:26:23,MO,Expired,False,2026-04-20,CUST00000719,PLN019,True
SMS0000009638,SUB00004752,CELL000219,2026-04-24 09:48:57,MT,Expired,True,2026-04-24,CUST00001239,PLN009,True
SMS0000009639,SUB00004788,CELL000052,2026-04-15 01:14:21,MO,Delivered,False,2026-04-15,CUST00003759,PLN012,False
SMS0000009640,SUB00004815,CELL000032,2026-04-28 00:16:51,MO,Delivered,False,2026-04-28,CUST00002743,PLN004,False
SMS0000009641,SUB00003524,CELL000140,2026-05-23 17:41:38,MO,Delivered,True,2026-05-23,CUST00002325,PLN012,False
SMS0000009642,SUB00003790,CELL000026,2026-05-10 05:20:51,MT,Expired,False,2026-05-10,CUST00003568,PLN019,True
SMS0000009643,SUB00003004,CELL000016,2026-05-14 12:51:05,MO,Delivered,False,2026-05-14,CUST00004068,PLN003,False
SMS0000009644,SUB00000201,CELL000233,2026-04-26 05:30:33,MT,Expired,False,2026-04-26,CUST00002276,PLN002,True
SMS0000009645,SUB00000095,CELL000132,2026-05-31 22:03:19,MT,Failed,True,2026-05-31,CUST00002801,PLN004,True
SMS0000009646,SUB00004553,CELL000172,2026-05-24 15:04:22,MT,Delivered,False,2026-05-24,CUST00003641,PLN015,False
SMS0000009647,SUB00000752,CELL000073,2026-04-20 14:12:21,MT,Delivered,False,2026-04-20,CUST00001025,PLN017,False
SMS0000009648,SUB00004863,CELL000156,2026-05-07 16:16:44,MT,Failed,False,2026-05-07,CUST00003073,PLN013,True
SMS0000009649,SUB00001512,CELL000066,2026-05-20 08:12:08,MO,Delivered,False,2026-05-20,CUST00001140,PLN015,False
SMS0000009650,SUB00001563,CELL000227,2026-05-25 21:16:50,MO,Delivered,False,2026-05-25,CUST00004336,PLN001,False
SMS0000009651,SUB00002947,CELL000109,2026-04-17 05:27:42,MT,Delivered,False,2026-04-17,CUST00000842,PLN018,False
SMS0000009652,SUB00000068,CELL000116,2026-04-23 16:17:28,MT,Delivered,True,2026-04-23,CUST00004221,PLN008,False
SMS0000009653,SUB00003818,CELL000141,2026-05-24 14:01:58,MO,Expired,False,2026-05-24,CUST00004093,PLN003,True
SMS0000009654,SUB00004786,CELL000014,2026-05-26 21:32:10,MO,Expired,False,2026-05-26,CUST00003572,PLN019,True
SMS0000009655,SUB00001081,CELL000028,2026-05-07 03:59:19,MT,Delivered,False,2026-05-07,CUST00002124,PLN006,False
SMS0000009656,SUB00000957,CELL000068,2026-05-21 04:55:34,MO,Delivered,False,2026-05-21,CUST00002185,PLN005,False
SMS0000009657,SUB00004311,CELL000035,2026-05-28 10:47:36,MT,Delivered,True,2026-05-28,CUST00002347,PLN014,False
SMS0000009658,SUB00000059,CELL000226,2026-04-26 06:03:30,MT,Expired,True,2026-04-26,CUST00001545,PLN002,True
SMS0000009659,SUB00000568,CELL000238,2026-05-27 22:26:27,MT,Failed,True,2026-05-27,CUST00000330,PLN002,True
SMS0000009660,SUB00004057,CELL000058,2026-05-11 00:13:47,MO,Failed,False,2026-05-11,CUST00001156,PLN001,True
SMS0000009661,SUB00001180,CELL000025,2026-04-25 15:21:02,MO,Delivered,False,2026-04-25,CUST00004219,PLN017,False
SMS0000009662,SUB00004125,CELL000058,2026-04-28 01:44:14,MO,Expired,True,2026-04-28,CUST00002244,PLN014,True
SMS0000009663,SUB00003606,CELL000111,2026-05-10 11:39:43,MT,Expired,False,2026-05-10,CUST00004132,PLN013,True
SMS0000009664,SUB00000847,CELL000132,2026-05-21 15:07:09,MT,Failed,False,2026-05-21,CUST00002848,PLN013,True
SMS0000009665,SUB00002117,CELL000117,2026-05-01 06:05:29,MO,Delivered,False,2026-05-01,CUST00001823,PLN006,False
SMS0000009666,SUB00001374,CELL000240,2026-05-08 17:33:02,MO,Delivered,False,2026-05-08,CUST00003337,PLN015,False
SMS0000009667,SUB00000839,CELL000048,2026-05-08 13:01:00,MT,Failed,False,2026-05-08,CUST00002129,PLN013,True
SMS0000009668,SUB00003153,CELL000075,2026-05-13 23:47:45,MO,Expired,False,2026-05-13,CUST00002711,PLN009,True
SMS0000009669,SUB00000434,CELL000126,2026-05-07 21:51:31,MO,Expired,False,2026-05-07,CUST00001865,PLN017,True
SMS0000009670,SUB00003135,CELL000092,2026-05-14 06:46:19,MT,Delivered,True,2026-05-14,CUST00003077,PLN004,False
SMS0000009671,SUB00004877,CELL000029,2026-05-16 05:30:24,MT,Failed,False,2026-05-16,CUST00001833,PLN001,True
SMS0000009672,SUB00001171,CELL000246,2026-05-30 11:58:00,MT,Delivered,False,2026-05-30,CUST00004198,PLN007,False
SMS0000009673,SUB00000902,CELL000061,2026-04-30 23:30:59,MO,Failed,False,2026-04-30,CUST00004319,PLN009,True
SMS0000009674,SUB00004357,CELL000126,2026-04-21 14:24:20,MT,Delivered,False,2026-04-21,CUST00002186,PLN010,False
SMS0000009675,SUB00004419,CELL000172,2026-04-12 19:11:58,MT,Expired,False,2026-04-12,CUST00003985,PLN016,True
SMS0000009676,SUB00001608,CELL000203,2026-05-26 00:20:05,MT,Delivered,False,2026-05-26,CUST00000325,PLN011,False
SMS0000009677,SUB00000542,CELL000009,2026-05-21 02:51:46,MT,Failed,True,2026-05-21,CUST00000347,PLN005,True
SMS0000009678,SUB00000331,CELL000050,2026-04-20 10:50:34,MT,Delivered,False,2026-04-20,CUST00002005,PLN009,False
SMS0000009679,SUB00001306,CELL000107,2026-04-25 01:36:41,MO,Failed,False,2026-04-25,CUST00002478,PLN005,True
SMS0000009680,SUB00000399,CELL000180,2026-04-02 15:22:37,MT,Expired,False,2026-04-02,CUST00000690,PLN011,True
SMS0000009681,SUB00003093,CELL000197,2026-04-02 14:18:32,MO,Delivered,False,2026-04-02,CUST00002027,PLN013,False
SMS0000009682,SUB00001595,CELL000009,2026-04-16 01:13:12,MO,Failed,False,2026-04-16,CUST00003168,PLN006,True
SMS0000009683,SUB00003388,CELL000144,2026-05-03 20:20:44,MO,Failed,True,2026-05-03,CUST00002189,PLN005,True
SMS0000009684,SUB00000958,CELL000031,2026-05-04 14:11:40,MO,Failed,False,2026-05-04,CUST00002477,PLN002,True
SMS0000009685,SUB00001200,CELL000149,2026-05-14 09:20:21,MT,Delivered,False,2026-05-14,CUST00004332,PLN009,False
SMS0000009686,SUB00000820,CELL000037,2026-05-24 08:41:13,MT,Delivered,False,2026-05-24,CUST_UNKNOWN,PLN014,False
SMS0000009687,SUB00004921,CELL000093,2026-04-09 09:01:59,MO,Expired,False,2026-04-09,CUST00000511,PLN018,True
SMS0000009688,SUB00002265,CELL000054,2026-04-16 07:06:26,MT,Expired,True,2026-04-16,CUST00000811,PLN012,True
SMS0000009689,SUB00002771,CELL000217,2026-05-26 06:00:10,MO,Delivered,False,2026-05-26,CUST00003086,PLN012,False
SMS0000009690,SUB00001154,CELL000072,2026-05-22 22:20:17,MT,Expired,False,2026-05-22,CUST00003703,PLN004,True
SMS0000009691,SUB00004578,CELL000169,2026-04-12 10:59:03,MT,Delivered,True,2026-04-12,CUST00004002,PLN013,False
SMS0000009692,SUB00002209,CELL000056,2026-05-20 18:03:39,MT,Failed,False,2026-05-20,CUST00004318,PLN008,True
SMS0000009693,SUB00004127,CELL000056,2026-04-14 10:44:52,MT,Failed,False,2026-04-14,CUST00003500,PLN020,True
SMS0000009694,SUB00001843,CELL000237,2026-05-20 07:45:32,MT,Delivered,False,2026-05-20,CUST00000972,PLN010,False
SMS0000009695,SUB00001289,CELL000078,2026-04-25 12:57:02,MO,Delivered,False,2026-04-25,CUST00002259,PLN012,False
SMS0000009696,SUB00001875,CELL000181,2026-05-27 16:37:48,MO,Expired,False,2026-05-27,CUST00004495,PLN004,True
SMS0000009697,SUB00002744,CELL000215,2026-04-29 03:06:21,MT,Delivered,True,2026-04-29,CUST00003237,PLN006,False
SMS0000009698,SUB00002123,CELL000052,2026-05-24 05:42:22,MO,Failed,False,2026-05-24,CUST00002289,PLN019,True
SMS0000009699,SUB00000181,CELL000097,2026-05-04 21:43:26,MT,Delivered,True,2026-05-04,CUST00002739,PLN015,False
SMS0000009700,SUB00001999,CELL000144,2026-04-02 03:23:12,MO,Delivered,True,2026-04-02,CUST00002285,PLN019,False
SMS0000009701,SUB00000030,CELL000202,2026-04-28 06:38:47,MO,Delivered,True,2026-04-28,CUST00002007,PLN018,False
SMS0000009702,SUB00000099,CELL000115,2026-04-22 00:39:24,MT,Expired,False,2026-04-22,CUST00004127,PLN009,True
SMS0000009703,SUB00000544,CELL000166,2026-04-10 18:53:40,MT,Delivered,False,2026-04-10,CUST00003942,PLN003,False
SMS0000009704,SUB00004392,CELL000202,2026-05-09 01:45:50,MO,Delivered,False,2026-05-09,CUST00001793,PLN012,False
SMS0000009705,SUB00004065,CELL000248,2026-04-03 06:15:52,MT,Delivered,False,2026-04-03,CUST00003034,PLN005,False
SMS0000009706,SUB00003301,CELL000198,2026-04-11 12:16:12,MT,Expired,False,2026-04-11,CUST00004154,PLN004,True
SMS0000009707,SUB00003237,CELL000140,2026-04-08 23:50:19,MT,Delivered,True,2026-04-08,CUST00001289,PLN011,False
SMS0000009708,SUB00001588,CELL000049,2026-04-19 03:44:57,MO,Expired,True,2026-04-19,CUST00001161,PLN010,True
SMS0000009709,SUB00001422,CELL000220,2026-04-29 06:57:51,MO,Expired,True,2026-04-29,CUST00004299,PLN012,True
