call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date,customer_id,plan_id,device_id,home_region,site_id,technology,duration_minutes,dropped_call_flag,month
CALL0000014503,SUB00001526,CELL000234,2026-04-20 02:42:00,48.0,MO,Dropped,False,switch,2026-04-20,CUST00002808,PLN006,DEV0000204,Midwest,SITE00055,5G NR,0.8,True,2026-04
CALL0000014518,SUB00004088,CELL000126,2026-04-21 20:13:00,6.0,MO,Dropped,True,switch,2026-04-21,CUST00000991,PLN001,DEV0002423,Northeast,SITE00030,4G LTE,0.1,True,2026-04
CALL0000014552,SUB00002276,CELL000189,2026-05-18 01:38:00,91.0,MO,Dropped,False,switch,2026-05-18,CUST00003826,PLN001,DEV0000998,Southwest,SITE00045,5G NR,1.5166666666666666,True,2026-05
CALL0000014553,SUB00003408,CELL000018,2026-04-11 12:57:00,78.0,MT,Dropped,False,switch,2026-04-11,CUST00002984,PLN001,DEV0000898,Southwest,SITE00004,5G NR,1.3,True,2026-04
CALL0000014567,SUB00001052,CELL000194,2026-05-24 05:16:00,120.0,MT,Dropped,True,switch,2026-05-24,CUST00001938,PLN010,DEV0001703,Southwest,SITE00046,5G NR,2.0,True,2026-05
CALL0000014574,SUB00002622,CELL000140,2026-05-03 22:22:00,7.0,MO,Dropped,False,switch,2026-05-03,CUST00000830,PLN004,DEV0002033,Midwest,SITE00033,4G LTE,0.11666666666666667,True,2026-05
CALL0000014581,SUB00001558,CELL000081,2026-04-24 07:58:00,130.0,MO,Dropped,False,switch,2026-04-24,CUST00002852,PLN012,DEV0001107,Southeast,SITE00018,4G LTE,2.1666666666666665,True,2026-04
CALL0000014601,SUB00001595,CELL000119,2026-04-21 09:49:00,432.0,MO,Dropped,False,switch,2026-04-21,CUST00003168,PLN006,DEV0000549,Southeast,SITE00028,4G LTE,7.2,True,2026-04
CALL0000014614,SUB00002145,CELL000232,2026-04-23 14:42:00,66.0,MO,Dropped,True,switch,2026-04-23,CUST00003554,PLN017,DEV0000608,Midwest,SITE00054,4G LTE,1.1,True,2026-04
CALL0000014620,SUB00003620,CELL000219,2026-05-04 06:27:00,32.0,MT,Dropped,True,switch,2026-05-04,CUST00002496,PLN020,DEV0000108,Northeast,SITE00052,5G NR,0.5333333333333333,True,2026-05
CALL0000014631,SUB00002601,CELL000100,2026-04-13 07:42:00,139.0,MT,Dropped,False,switch,2026-04-13,CUST00001504,PLN008,DEV0000050,Southwest,SITE00023,4G LTE,2.316666666666667,True,2026-04
CALL0000014644,SUB00001507,CELL000250,2026-05-30 14:38:00,206.0,MT,Dropped,False,switch,2026-05-30,CUST00002153,PLN002,DEV0001355,Midwest,SITE00059,4G LTE,3.433333333333333,True,2026-05
CALL0000014658,SUB00002134,CELL000186,2026-05-30 08:00:00,103.0,MO,Dropped,False,switch,2026-05-30,CUST00000799,PLN010,DEV0001183,Southeast,SITE00044,5G NR,1.7166666666666666,True,2026-05
CALL0000014686,SUB00002481,CELL000054,2026-05-24 00:35:00,79.0,MO,Dropped,False,switch,2026-05-24,CUST00002835,PLN011,DEV0001138,Southwest,SITE00012,5G NR,1.3166666666666667,True,2026-05
CALL0000014710,SUB00003875,CELL000206,2026-04-26 10:33:00,3.0,MO,Dropped,True,switch,2026-04-26,CUST00003221,PLN011,DEV0002245,Southeast,SITE00048,4G LTE,0.05,True,2026-04
CALL0000014720,SUB00002870,CELL000065,2026-05-03 11:52:00,45.0,MO,Dropped,False,switch,2026-05-03,CUST00002119,PLN007,DEV0002434,Midwest,SITE00015,4G LTE,0.75,True,2026-05
CALL0000014730,SUB00000998,CELL000007,2026-04-12 18:48:00,51.0,MO,Dropped,False,switch,2026-04-12,CUST00003986,PLN002,DEV0001729,Southwest,SITE00002,4G LTE,0.85,True,2026-04
CALL0000014755,SUB00001244,CELL000133,2026-04-08 14:01:00,138.0,MO,Dropped,False,switch,2026-04-08,CUST00001301,PLN002,DEV0001570,Southeast,SITE00031,4G LTE,2.3,True,2026-04
CALL0000014756,SUB00002009,CELL000015,2026-04-15 09:33:00,252.0,MT,Dropped,False,switch,2026-04-15,CUST00001101,PLN013,DEV0000433,Northeast,SITE00004,5G NR,4.2,True,2026-04
CALL0000014757,SUB00002064,CELL000135,2026-05-08 18:55:00,89.0,MT,Dropped,False,switch,2026-05-08,CUST00000569,PLN003,DEV0001556,Northeast,SITE00031,4G LTE,1.4833333333333334,True,2026-05
CALL0000014760,SUB00000738,CELL000060,2026-05-02 02:06:00,32.0,MT,Dropped,False,switch,2026-05-02,CUST00002476,PLN011,DEV0000388,Midwest,SITE00013,4G LTE,0.5333333333333333,True,2026-05
CALL0000014770,SUB00003279,CELL000086,2026-05-13 15:40:00,31.0,MO,Dropped,False,switch,2026-05-13,CUST00003957,PLN002,DEV0001229,Southwest,SITE00020,4G LTE,0.5166666666666667,True,2026-05
CALL0000014772,SUB00000771,CELL000092,2026-05-23 09:34:00,44.0,MO,Dropped,True,switch,2026-05-23,CUST00003375,PLN011,DEV0002132,Southeast,SITE00021,5G NR,0.7333333333333333,True,2026-05
CALL0000014787,SUB00003282,CELL000154,2026-05-17 21:04:00,284.0,MO,Dropped,False,switch,2026-05-17,CUST00002395,PLN016,DEV0002293,Midwest,SITE00036,5G NR,4.733333333333333,True,2026-05
CALL0000014788,SUB00001532,CELL000131,2026-05-24 19:39:00,36.0,MO,Dropped,False,switch,2026-05-24,CUST00004386,PLN003,DEV0000767,Southeast,SITE00031,5G NR,0.6,True,2026-05
CALL0000014803,SUB00002022,CELL000076,2026-05-23 07:55:00,204.0,MO,Dropped,False,switch,2026-05-23,CUST00000439,PLN011,DEV0000478,Southeast,SITE00017,4G LTE,3.4,True,2026-05
CALL0000014817,SUB00004302,CELL000106,2026-04-29 23:12:00,185.0,MT,Dropped,False,switch,2026-04-29,CUST00003739,PLN008,DEV0000775,Southwest,SITE00024,5G NR,3.0833333333333335,True,2026-04
CALL0000014849,SUB00001070,CELL000210,2026-04-07 03:53:00,128.0,MO,Dropped,False,switch,2026-04-07,CUST00000544,PLN013,DEV0001603,Northeast,SITE00049,4G LTE,2.1333333333333333,True,2026-04
CALL0000014854,SUB00001305,CELL000028,2026-04-17 22:03:00,227.0,MO,Dropped,False,switch,2026-04-17,CUST00000827,PLN014,DEV0002293,Southeast,SITE00006,5G NR,3.783333333333333,True,2026-04
CALL0000014857,SUB00003684,CELL000175,2026-04-02 00:30:00,139.0,MT,Dropped,True,switch,2026-04-02,CUST00003444,PLN001,DEV0001732,Northeast,SITE00041,4G LTE,2.316666666666667,True,2026-04
CALL0000014860,SUB00000141,CELL000075,2026-04-27 05:17:00,615.0,MO,Dropped,False,switch,2026-04-27,CUST00003022,PLN011,DEV0000145,Southeast,SITE00017,5G NR,10.25,True,2026-04
CALL0000014861,SUB00003957,CELL000024,2026-04-29 09:37:00,29.0,MO,Dropped,False,switch,2026-04-29,CUST00001118,PLN010,DEV0002365,Southeast,SITE00005,5G NR,0.48333333333333334,True,2026-04
CALL0000014867,SUB00003718,CELL000150,2026-04-23 05:24:00,279.0,MT,Dropped,False,switch,2026-04-23,CUST00000379,PLN018,DEV0000177,Midwest,SITE00035,4G LTE,4.65,True,2026-04
CALL0000014875,SUB00001508,CELL000016,2026-04-19 16:22:00,194.0,MO,Dropped,False,switch,2026-04-19,CUST00003185,PLN001,DEV0000989,Midwest,SITE00004,4G LTE,3.2333333333333334,True,2026-04
CALL0000014899,SUB00004607,CELL000205,2026-05-20 16:22:00,209.0,MT,Dropped,False,switch,2026-05-20,CUST00002621,PLN019,DEV0002438,West,SITE00048,5G NR,3.4833333333333334,True,2026-05
CALL0000014904,SUB00003279,CELL000125,2026-05-19 23:47:00,111.0,MO,Dropped,True,switch,2026-05-19,CUST00003957,PLN002,DEV0001229,Southwest,SITE00030,5G NR,1.85,True,2026-05
CALL0000014912,SUB00003782,CELL000154,2026-05-18 16:20:00,378.0,MO,Dropped,False,switch,2026-05-18,CUST00001964,PLN006,DEV0001274,Northeast,SITE00036,5G NR,6.3,True,2026-05
CALL0000014914,SUB00004880,CELL000015,2026-04-04 11:54:00,90.0,MT,Dropped,False,switch,2026-04-04,CUST00003543,PLN006,DEV0000599,Northeast,SITE00004,5G NR,1.5,True,2026-04
CALL0000014919,SUB00002759,CELL000124,2026-05-18 17:10:00,237.0,MO,Dropped,False,switch,2026-05-18,CUST00003486,PLN004,DEV0000447,Midwest,SITE00029,4G LTE,3.95,True,2026-05
CALL0000014920,SUB00002900,CELL000025,2026-04-14 17:58:00,522.0,MO,Dropped,False,switch,2026-04-14,CUST00002341,PLN019,DEV0000386,Northeast,SITE00006,5G NR,8.7,True,2026-04
CALL0000014955,SUB00001315,CELL000151,2026-04-14 17:25:00,198.0,MO,Dropped,False,switch,2026-04-14,CUST00002565,PLN013,DEV0001355,Midwest,SITE00036,4G LTE,3.3,True,2026-04
CALL0000014965,SUB00004355,CELL000198,2026-04-24 20:08:00,268.0,MO,Dropped,False,switch,2026-04-24,CUST00000075,PLN002,DEV0002018,Southeast,SITE00047,5G NR,4.466666666666667,True,2026-04
CALL0000014974,SUB00002093,CELL000253,2026-04-18 23:21:00,203.0,MO,Dropped,True,switch,2026-04-18,CUST00001029,PLN018,DEV0000862,Northeast,SITE00060,5G NR,3.3833333333333333,True,2026-04
CALL0000014994,SUB00004475,CELL000179,2026-04-24 18:04:00,24.0,MT,Dropped,True,switch,2026-04-24,CUST00003292,PLN005,DEV0001932,West,SITE00042,5G NR,0.4,True,2026-04
CALL0000015001,SUB00002549,CELL000083,2026-04-03 10:29:00,114.0,MT,Dropped,False,switch,2026-04-03,CUST00001450,PLN006,DEV0002247,Southwest,SITE00019,4G LTE,1.9,True,2026-04
CALL0000015023,SUB00001067,CELL000111,2026-05-03 10:03:00,143.0,MO,Dropped,False,switch,2026-05-03,CUST00004193,PLN018,DEV0000034,Midwest,SITE00026,4G LTE,2.3833333333333333,True,2026-05
CALL0000015027,SUB00002696,CELL000066,2026-04-26 09:04:00,21.0,MT,Dropped,True,switch,2026-04-26,CUST00003434,PLN015,DEV0001063,Midwest,SITE00015,5G NR,0.35,True,2026-04
CALL0000015052,SUB00004414,CELL000111,2026-05-29 08:36:00,75.0,MO,Dropped,False,switch,2026-05-29,CUST00002719,PLN009,DEV0000716,West,SITE00026,4G LTE,1.25,True,2026-05
CALL0000015066,SUB00002755,CELL000045,2026-05-26 23:13:00,42.0,MT,Dropped,False,switch,2026-05-26,CUST00000465,PLN011,DEV0000996,Northeast,SITE00010,5G NR,0.7,True,2026-05
CALL0000015072,SUB00001636,CELL000248,2026-05-28 19:22:00,185.0,MO,Dropped,True,switch,2026-05-28,CUST00004384,PLN016,DEV0002018,West,SITE00058,5G NR,3.0833333333333335,True,2026-05
CALL0000015075,SUB00003162,CELL000016,2026-04-08 10:20:00,208.0,MT,Dropped,True,switch,2026-04-08,CUST00003767,PLN012,DEV0002439,Northeast,SITE00004,4G LTE,3.466666666666667,True,2026-04
CALL0000015078,SUB00000257,CELL000097,2026-05-09 09:35:00,59.0,MO,Dropped,False,switch,2026-05-09,CUST00003640,PLN017,DEV0002085,Midwest,SITE00022,4G LTE,0.9833333333333333,True,2026-05
CALL0000015092,SUB00003589,CELL000131,2026-05-29 02:17:00,54.0,MT,Dropped,True,switch,2026-05-29,CUST00004088,PLN002,DEV0002252,Southwest,SITE00031,5G NR,0.9,True,2026-05
CALL0000015096,SUB00001470,CELL000050,2026-04-11 22:37:00,187.0,MO,Dropped,False,switch,2026-04-11,CUST00001310,PLN007,DEV0000038,West,SITE00011,4G LTE,3.1166666666666667,True,2026-04
CALL0000015103,SUB00001351,CELL000002,2026-05-17 06:58:00,28.0,MO,Dropped,False,switch,2026-05-17,CUST00004347,PLN002,DEV0000601,Midwest,SITE00001,5G NR,0.4666666666666667,True,2026-05
CALL0000015104,SUB00003502,CELL000072,2026-05-18 11:29:00,82.0,MO,Dropped,False,switch,2026-05-18,CUST00004263,PLN011,DEV0000503,Northeast,SITE00017,5G NR,1.3666666666666667,True,2026-05
CALL0000015125,SUB00000483,CELL000237,2026-05-08 22:06:00,260.0,MO,Dropped,False,switch,2026-05-08,CUST00001720,PLN010,DEV_BAD,Northeast,SITE00055,4G LTE,4.333333333333333,True,2026-05
CALL0000015133,SUB00000461,CELL000144,2026-05-02 01:27:00,54.0,MO,Dropped,True,switch,2026-05-02,CUST00000752,PLN009,DEV0002096,Southwest,SITE00034,5G NR,0.9,True,2026-05
CALL0000015145,SUB00002678,CELL000041,2026-04-23 07:22:00,629.0,MT,Dropped,False,switch,2026-04-23,CUST00000543,PLN018,DEV0001382,Northeast,SITE00009,5G NR,10.483333333333333,True,2026-04
CALL0000015168,SUB00000079,CELL000123,2026-04-03 03:28:00,20.0,MO,Dropped,True,switch,2026-04-03,CUST00004492,PLN007,DEV0001396,West,SITE00029,5G NR,0.3333333333333333,True,2026-04
CALL0000015171,SUB00000051,CELL000105,2026-05-20 02:11:00,121.0,MO,Dropped,False,switch,2026-05-20,CUST00001126,PLN002,DEV0000310,Southwest,SITE00024,4G LTE,2.0166666666666666,True,2026-05
CALL0000015190,SUB00002002,CELL000104,2026-05-14 06:21:00,380.0,MO,Dropped,False,switch,2026-05-14,CUST00001291,PLN005,DEV0000356,Midwest,SITE00024,5G NR,6.333333333333333,True,2026-05
CALL0000015193,SUB00000564,CELL000170,2026-05-20 11:13:00,17.0,MO,Dropped,True,switch,2026-05-20,CUST00001466,PLN017,DEV0001807,Northeast,SITE00040,4G LTE,0.2833333333333333,True,2026-05
CALL0000015202,SUB00000664,CELL000122,2026-04-25 07:57:00,118.0,MO,Dropped,False,switch,2026-04-25,CUST00001608,PLN010,DEV0002347,Southeast,SITE00029,5G NR,1.9666666666666666,True,2026-04
CALL0000015222,SUB00000092,CELL000098,2026-04-02 17:49:00,247.0,MO,Dropped,True,switch,2026-04-02,CUST00002567,PLN005,DEV0001554,Midwest,SITE00023,5G NR,4.116666666666666,True,2026-04
CALL0000015224,SUB00000280,CELL000085,2026-05-26 16:31:00,88.0,MO,Dropped,False,switch,2026-05-26,CUST00002389,PLN001,DEV0001349,Northeast,SITE00020,5G NR,1.4666666666666666,True,2026-05
CALL0000015234,SUB00000186,CELL000200,2026-05-27 20:15:00,474.0,MT,Dropped,False,switch,2026-05-27,CUST00001206,PLN003,DEV_BAD,Midwest,SITE00047,4G LTE,7.9,True,2026-05
CALL0000015247,SUB00000068,CELL000169,2026-05-01 07:11:00,142.0,MT,Dropped,True,switch,2026-05-01,CUST00004221,PLN008,DEV0000050,West,SITE00040,4G LTE,2.3666666666666667,True,2026-05
CALL0000015258,SUB00004838,CELL000153,2026-04-26 03:14:00,122.0,MO,Dropped,False,switch,2026-04-26,CUST00002196,PLN006,DEV0002300,Southeast,SITE00036,5G NR,2.033333333333333,True,2026-04
CALL0000015259,SUB00002438,CELL000214,2026-05-27 09:22:00,36.0,MT,Dropped,False,switch,2026-05-27,CUST00004200,PLN005,DEV0000467,Southeast,SITE00050,4G LTE,0.6,True,2026-05
CALL0000015260,SUB00002588,CELL000131,2026-04-24 15:59:00,7.0,MO,Dropped,False,switch,2026-04-24,CUST00001394,PLN007,DEV0000034,West,SITE00031,5G NR,0.11666666666666667,True,2026-04
CALL0000015263,SUB00004703,CELL000114,2026-05-27 17:21:00,54.0,MO,Dropped,False,switch,2026-05-27,CUST00001374,PLN004,DEV0000270,West,SITE00026,5G NR,0.9,True,2026-05
CALL0000015267,SUB00003629,CELL000094,2026-05-03 04:19:00,237.0,MO,Dropped,False,switch,2026-05-03,CUST00002531,PLN015,DEV0000311,Midwest,SITE00022,5G NR,3.95,True,2026-05
CALL0000015278,SUB00000239,CELL000203,2026-05-14 01:47:00,410.0,MT,Dropped,False,switch,2026-05-14,CUST00001749,PLN002,DEV0001049,Midwest,SITE00048,5G NR,6.833333333333333,True,2026-05
CALL0000015292,SUB00003889,CELL000247,2026-04-14 15:16:00,83.0,MO,Dropped,False,switch,2026-04-14,CUST00003797,PLN018,DEV0001488,Northeast,SITE00058,4G LTE,1.3833333333333333,True,2026-04
CALL0000015313,SUB00003729,CELL000068,2026-04-10 21:12:00,234.0,MO,Dropped,False,switch,2026-04-10,CUST00003698,PLN016,DEV0002073,Southwest,SITE00015,4G LTE,3.9,True,2026-04
CALL0000015320,SUB00004026,CELL000126,2026-05-31 08:44:00,411.0,MT,Dropped,False,switch,2026-05-31,CUST00002710,PLN011,DEV0001862,Midwest,SITE00030,4G LTE,6.85,True,2026-05
CALL0000015322,SUB00004504,CELL000203,2026-05-29 18:23:00,139.0,MO,Dropped,False,switch,2026-05-29,CUST00000585,PLN019,DEV0001507,West,SITE00048,5G NR,2.316666666666667,True,2026-05
CALL0000015332,SUB00003165,CELL000055,2026-05-22 23:34:00,97.0,MT,Dropped,False,switch,2026-05-22,CUST00002185,PLN009,DEV0000490,Southwest,SITE00012,5G NR,1.6166666666666667,True,2026-05
CALL0000015343,SUB00001224,CELL000192,2026-05-11 07:37:00,182.0,MO,Dropped,False,switch,2026-05-11,CUST00004189,PLN020,DEV0001706,West,SITE00046,4G LTE,3.033333333333333,True,2026-05
CALL0000015356,SUB00003060,CELL000135,2026-04-05 02:05:00,21.0,MT,Dropped,False,switch,2026-04-05,CUST00002670,PLN010,DEV0000360,Northeast,SITE00031,4G LTE,0.35,True,2026-04
CALL0000015357,SUB00001269,CELL000043,2026-05-13 03:12:00,215.0,MT,Dropped,False,switch,2026-05-13,CUST00004230,PLN008,DEV0000742,West,SITE00009,5G NR,3.5833333333333335,True,2026-05
CALL0000015359,SUB00004016,CELL000122,2026-04-13 18:35:00,69.0,MT,Dropped,False,switch,2026-04-13,CUST00004236,PLN017,DEV0001564,Southwest,SITE00029,5G NR,1.15,True,2026-04
CALL0000015371,SUB00003015,CELL000161,2026-05-09 09:36:00,225.0,MO,Dropped,False,switch,2026-05-09,CUST00003767,PLN018,DEV0001244,Northeast,SITE00037,4G LTE,3.75,True,2026-05
CALL0000015372,SUB00001940,CELL000188,2026-05-23 11:16:00,93.0,MO,Dropped,False,switch,2026-05-23,CUST00000783,PLN012,DEV0001044,Midwest,SITE00044,4G LTE,1.55,True,2026-05
CALL0000015387,SUB00004808,CELL000227,2026-04-11 00:21:00,63.0,MO,Dropped,False,switch,2026-04-11,CUST00004466,PLN001,DEV0000388,Midwest,SITE00053,4G LTE,1.05,True,2026-04
CALL0000015391,SUB00000697,CELL000108,2026-04-11 13:11:00,1080.0,MT,Dropped,False,switch,2026-04-11,CUST00002293,PLN002,DEV0001724,Northeast,SITE00025,4G LTE,18.0,True,2026-04
CALL0000015393,SUB00003783,CELL000020,2026-04-26 20:21:00,568.0,MO,Dropped,False,switch,2026-04-26,CUST00000189,PLN007,DEV0000055,Southwest,SITE00004,4G LTE,9.466666666666667,True,2026-04
CALL0000015403,SUB00002189,CELL000108,2026-04-28 21:51:00,39.0,MO,Dropped,False,switch,2026-04-28,CUST00001172,PLN014,DEV0001398,Southeast,SITE00025,4G LTE,0.65,True,2026-04
CALL0000015409,SUB00003953,CELL000029,2026-05-06 13:36:00,9.0,MO,Dropped,False,switch,2026-05-06,CUST00000234,PLN002,DEV0002494,West,SITE00006,4G LTE,0.15,True,2026-05
CALL0000015415,SUB00000881,CELL000031,2026-05-12 23:25:00,199.0,MO,Dropped,False,switch,2026-05-12,CUST00002958,PLN009,DEV0001379,Southwest,SITE00007,4G LTE,3.316666666666667,True,2026-05
CALL0000015435,SUB00003043,CELL000147,2026-04-13 10:00:00,38.0,MO,Dropped,False,switch,2026-04-13,CUST00000680,PLN018,DEV0000722,Northeast,SITE00035,4G LTE,0.6333333333333333,True,2026-04
CALL0000015437,SUB00001975,CELL000032,2026-04-09 04:51:00,150.0,MO,Dropped,False,switch,2026-04-09,CUST00004319,PLN009,DEV0001100,Midwest,SITE00007,4G LTE,2.5,True,2026-04
CALL0000015440,SUB00000560,CELL000236,2026-05-28 06:30:00,382.0,MO,Dropped,True,switch,2026-05-28,CUST00002962,PLN015,DEV0000743,Southeast,SITE00055,5G NR,6.366666666666666,True,2026-05
CALL0000015447,SUB00003289,CELL000009,2026-04-05 04:39:00,82.0,MT,Dropped,True,switch,2026-04-05,CUST00003531,PLN011,DEV0001831,West,SITE00002,4G LTE,1.3666666666666667,True,2026-04
CALL0000015449,SUB00001097,CELL000147,2026-05-11 08:13:00,318.0,MT,Dropped,False,switch,2026-05-11,CUST00002183,PLN002,DEV0001682,Southwest,SITE00035,4G LTE,5.3,True,2026-05
CALL0000015451,SUB00004080,CELL000138,2026-04-10 21:52:00,173.0,MT,Dropped,True,switch,2026-04-10,CUST00004390,PLN020,DEV0000476,Midwest,SITE00032,5G NR,2.8833333333333333,True,2026-04
CALL0000015452,SUB00000881,CELL000209,2026-05-07 07:09:00,1271.0,MO,Dropped,True,switch,2026-05-07,CUST00002958,PLN009,DEV0001379,Southwest,SITE00049,5G NR,21.183333333333334,True,2026-05
CALL0000015453,SUB00004407,CELL000125,2026-05-15 07:18:00,274.0,MT,Dropped,True,switch,2026-05-15,CUST00003155,PLN007,DEV0001914,Northeast,SITE00030,5G NR,4.566666666666666,True,2026-05
CALL0000015456,SUB00003530,CELL000247,2026-04-28 06:47:00,279.0,MO,Dropped,False,switch,2026-04-28,CUST00002153,PLN009,DEV0001096,Midwest,SITE00058,4G LTE,4.65,True,2026-04
CALL0000015460,SUB00001305,CELL000015,2026-05-26 17:16:00,50.0,MT,Dropped,False,switch,2026-05-26,CUST00000827,PLN014,DEV0002293,Southeast,SITE00004,5G NR,0.8333333333333334,True,2026-05
CALL0000015474,SUB00003504,CELL000176,2026-05-17 22:11:00,312.0,MO,Dropped,False,switch,2026-05-17,CUST00002310,PLN001,DEV0001029,Southwest,SITE00042,4G LTE,5.2,True,2026-05
CALL0000015497,SUB00003391,CELL000237,2026-04-15 10:41:00,505.0,MT,Dropped,False,switch,2026-04-15,CUST00004213,PLN011,DEV0000237,Northeast,SITE00055,4G LTE,8.416666666666666,True,2026-04
CALL0000015503,SUB00000007,CELL000123,2026-04-01 17:28:00,1134.0,MO,Dropped,False,switch,2026-04-01,CUST00003662,PLN013,DEV0002007,Southwest,SITE00029,5G NR,18.9,True,2026-04
CALL0000015508,SUB00004188,CELL000187,2026-05-09 17:16:00,162.0,MO,Dropped,False,switch,2026-05-09,CUST00002373,PLN014,DEV0000669,West,SITE00044,4G LTE,2.7,True,2026-05
CALL0000015516,SUB00003800,CELL000102,2026-04-27 15:54:00,264.0,MO,Dropped,False,switch,2026-04-27,CUST00000921,PLN010,DEV0002251,Southwest,SITE00023,4G LTE,4.4,True,2026-04
CALL0000015536,SUB00002707,CELL000008,2026-05-30 11:55:00,57.0,MO,Dropped,False,switch,2026-05-30,CUST00004464,PLN013,DEV0001459,Southeast,SITE00002,4G LTE,0.95,True,2026-05
CALL0000015540,SUB00003323,CELL000082,2026-04-19 20:52:00,62.0,MO,Dropped,False,switch,2026-04-19,CUST00002935,PLN017,DEV0000974,Southeast,SITE00019,5G NR,1.0333333333333334,True,2026-04
CALL0000015563,SUB00003180,CELL000075,2026-05-17 19:20:00,15.0,MT,Dropped,False,switch,2026-05-17,CUST00000120,PLN016,DEV0002368,Northeast,SITE00017,5G NR,0.25,True,2026-05
CALL0000015565,SUB00001540,CELL000205,2026-05-19 02:48:00,425.0,MT,Dropped,False,switch,2026-05-19,CUST00003567,PLN015,DEV0000762,Southeast,SITE00048,5G NR,7.083333333333333,True,2026-05
CALL0000015597,SUB00000145,CELL000089,2026-05-29 15:59:00,197.0,MO,Dropped,False,switch,2026-05-29,CUST00002825,PLN004,DEV0002218,Northeast,SITE00020,5G NR,3.283333333333333,True,2026-05
CALL0000015626,SUB00000865,CELL000010,2026-04-04 22:04:00,438.0,MT,Dropped,False,switch,2026-04-04,CUST00001633,PLN017,DEV0001405,Southwest,SITE00002,4G LTE,7.3,True,2026-04
CALL0000015648,SUB00004605,CELL000020,2026-05-12 04:35:00,83.0,MT,Dropped,False,switch,2026-05-12,CUST00000037,PLN002,DEV0000810,Southeast,SITE00004,4G LTE,1.3833333333333333,True,2026-05
CALL0000015659,SUB00002164,CELL000254,2026-04-10 06:49:00,154.0,MO,Dropped,False,switch,2026-04-10,CUST00003252,PLN016,DEV0000009,West,SITE00060,4G LTE,2.566666666666667,True,2026-04
CALL0000015669,SUB00000894,CELL000042,2026-04-05 10:19:00,34.0,MO,Dropped,False,switch,2026-04-05,CUST00000849,PLN012,DEV0000706,Northeast,SITE00009,4G LTE,0.5666666666666667,True,2026-04
CALL0000015670,SUB00001707,CELL000046,2026-04-08 19:46:00,92.0,MO,Dropped,True,switch,2026-04-08,CUST00003907,PLN007,DEV0002080,Southeast,SITE00010,5G NR,1.5333333333333334,True,2026-04
CALL0000015689,SUB00001101,CELL000027,2026-04-26 19:25:00,178.0,MO,Dropped,False,switch,2026-04-26,CUST00003942,PLN020,DEV0001423,Midwest,SITE00006,4G LTE,2.966666666666667,True,2026-04
CALL0000015691,SUB00003058,CELL000175,2026-04-07 15:19:00,726.0,MO,Dropped,True,switch,2026-04-07,CUST00001671,PLN020,DEV0002477,Northeast,SITE00041,4G LTE,12.1,True,2026-04
CALL0000015692,SUB00001495,CELL000196,2026-04-28 19:25:00,34.0,MO,Dropped,False,switch,2026-04-28,CUST00001220,PLN018,DEV0002296,West,SITE00046,4G LTE,0.5666666666666667,True,2026-04
CALL0000015694,SUB00004101,CELL000095,2026-04-10 16:05:00,371.0,MO,Dropped,False,switch,2026-04-10,CUST00004344,PLN019,DEV0001891,Southeast,SITE00022,4G LTE,6.183333333333334,True,2026-04
CALL0000015696,SUB00000003,CELL000170,2026-04-04 07:49:00,622.0,MO,Dropped,False,switch,2026-04-04,CUST00002693,PLN019,DEV0000816,West,SITE00040,4G LTE,10.366666666666667,True,2026-04
CALL0000015701,SUB00002092,CELL000020,2026-05-23 12:20:00,203.0,MT,Dropped,False,switch,2026-05-23,CUST00000480,PLN013,DEV0000432,Midwest,SITE00004,4G LTE,3.3833333333333333,True,2026-05
CALL0000015706,SUB00001663,CELL000125,2026-05-14 22:00:00,25.0,MO,Dropped,False,switch,2026-05-14,CUST00000195,PLN018,DEV0001547,West,SITE00030,5G NR,0.4166666666666667,True,2026-05
CALL0000015719,SUB00002537,CELL000034,2026-04-18 13:31:00,7.0,MO,Dropped,False,switch,2026-04-18,CUST00001540,PLN012,DEV0001775,West,SITE00007,4G LTE,0.11666666666666667,True,2026-04
CALL0000015725,SUB00001865,CELL000067,2026-04-21 23:22:00,291.0,MO,Dropped,False,switch,2026-04-21,CUST00001301,PLN008,DEV0000335,Southeast,SITE00015,5G NR,4.85,True,2026-04
CALL0000015743,SUB00003062,CELL000015,2026-05-15 19:15:00,233.0,MO,Dropped,False,switch,2026-05-15,CUST00001281,PLN006,DEV0001898,Southeast,SITE00004,5G NR,3.8833333333333333,True,2026-05
CALL0000015757,SUB00004870,CELL000127,2026-04-15 07:44:00,688.0,MO,Dropped,False,switch,2026-04-15,CUST00000241,PLN005,DEV0000511,Midwest,SITE00030,4G LTE,11.466666666666667,True,2026-04
CALL0000015762,SUB00000767,CELL000124,2026-04-16 19:23:00,34.0,MT,Dropped,True,switch,2026-04-16,CUST00002741,PLN019,DEV0002280,Southeast,SITE00029,4G LTE,0.5666666666666667,True,2026-04
CALL0000015772,SUB00001061,CELL000132,2026-04-12 08:16:00,190.0,MO,Dropped,False,switch,2026-04-12,CUST00003779,PLN005,DEV0000128,Midwest,SITE00031,4G LTE,3.1666666666666665,True,2026-04
CALL0000015774,SUB00004777,CELL000231,2026-04-29 04:27:00,306.0,MT,Dropped,False,switch,2026-04-29,CUST00001375,PLN008,DEV0000998,Southwest,SITE00054,5G NR,5.1,True,2026-04
