associate_id,store_id,role,hire_date,employment_status,_loaded_at_utc,_source_file
ASC000459,STR0011,Customer Service,2019-08-28,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000460,STR0006,Stock Associate,2021-01-03,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000461,STR0018,Department Lead,2017-11-15,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000462,STR0019,Stock Associate,2021-03-17,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000463,STR0017,Customer Service,2024-04-23,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000464,STR0025,Cashier,2023-03-30,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000465,STR0025,Customer Service,2022-10-01,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000466,STR0020,Cashier,2018-05-09,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000467,STR0001,Cashier,2021-06-04,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000468,STR0020,Cashier,2024-11-29,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000469,STR0014,Customer Service,2022-06-02,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000470,STR0018,Department Lead,2023-08-01,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000471,STR0004,Department Lead,2018-03-08,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000472,STR0001,Customer Service,2018-03-31,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000473,STR0005,Customer Service,2017-02-11,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000474,STR0007,Cashier,2020-09-16,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000475,STR0001,Customer Service,2021-11-18,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000476,STR0018,Stock Associate,2019-10-15,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000477,STR0019,Department Lead,2018-02-24,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000478,STR0020,Stock Associate,2021-03-22,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000479,STR0023,Store Manager,2021-08-07,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000480,STR0005,Cashier,2022-01-12,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000481,STR0003,Stock Associate,2026-03-04,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000482,STR0016,Customer Service,2020-12-24,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000483,STR0002,Store Manager,2021-01-23,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000484,STR0021,Stock Associate,2017-07-08,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000485,STR0009,Department Lead,2024-08-08,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000486,STR0022,Customer Service,2018-06-09,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000487,STR0023,Cashier,2026-01-04,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000488,STR0019,Cashier,2018-08-15,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000489,STR0021,Cashier,2017-03-07,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000490,STR0018,Customer Service,2020-12-11,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000491,STR0018,Cashier,2023-07-04,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000492,STR0021,Department Lead,2024-05-25,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000493,STR0025,Customer Service,2019-04-14,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000494,STR0014,Department Lead,2017-05-06,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000495,STR0019,Stock Associate,2019-06-09,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000496,STR0007,Customer Service,2017-12-03,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000497,STR0022,Department Lead,2020-02-21,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000498,STR0014,Department Lead,2020-05-02,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000499,STR0022,Department Lead,2018-01-05,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000500,STR0003,Customer Service,2017-12-21,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
