payment_id,transaction_id,payment_method,payment_status,payment_amount,_loaded_at_utc,_source_file
PAY000004679,TXN000004461,Mobile Pay,approved ,229.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004680,TXN000004462,Cash,Approved,146.42,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004681,TXN000004463,Cash,Approved,152.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004682,TXN000004464,Mobile Pay,Approved,70.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004683,TXN000004465,Gift Card,Declined,285.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004684,TXN000004466,Credit Card,Approved,43.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004685,TXN000004467,Cash,Approved,304.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004686,TXN000004468,credit card,Approved,179.45,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004687,TXN000004469,Debit Card,Declined,358.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004688,TXN000004470,Debit Card,Approved,115.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004689,TXN000004471,Credit Card,approved ,288.85,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004690,TXN000004472,Credit Card,Reversed,5.39,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004691,TXN000004472,Debit Card,Declined,336.52,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004692,TXN000004473,credit card,Approved,263.42,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004693,TXN000004474,Mobile Pay,approved ,234.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004694,TXN000004475,credit card,Approved,170.45,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004695,TXN000004476,Cash,Declined,93.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004696,TXN000004477,Credit Card,approved ,292.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004697,TXN000004478,Mobile Pay,Declined,411.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004698,TXN000004479,Debit Card,Declined,26.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004699,TXN000004480,Debit Card,Approved,461.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004700,TXN000004481,Mobile Pay,Reversed,246.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004701,TXN000004482,Credit Card,Approved,398.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004702,TXN000004483,Gift Card,Reversed,369.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004703,TXN000004484,Cash,Approved,199.80,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004704,TXN000004485,credit card,Declined,273.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004705,TXN000004486,Cash,Approved,186.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004706,TXN000004487,Gift Card,Approved,164.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004707,TXN000004488,credit card,Reversed,184.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004708,TXN000004489,Debit Card,Reversed,227.28,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004709,TXN000004490,credit card,Approved,162.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004710,TXN000004491,Debit Card,Reversed,81.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004711,TXN000004492,Cash,Approved,413.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004712,TXN000004493,credit card,Declined,407.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004713,TXN000004494,Cash,approved ,283.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004714,TXN000004495,Mobile Pay,Reversed,499.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004715,TXN000004496,Mobile Pay,approved ,260.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004716,TXN000004497,Mobile Pay,approved ,346.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004717,TXN000004498,Mobile Pay,Declined,87.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004718,TXN000004499,Mobile Pay,Approved,225.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004719,TXN000004500,Debit Card,Declined,86.85,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004720,TXN000004501,Credit Card,Declined,302.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004721,TXN000004502,Mobile Pay,Declined,451.65,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004722,TXN000004503,Gift Card,Approved,149.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004723,TXN000004504,Credit Card,Reversed,207.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004724,TXN000004505,Credit Card,approved ,67.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004725,TXN000004506,Mobile Pay,approved ,278.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004726,TXN000004507,Cash,Approved,482.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004727,TXN000004508,credit card,Reversed,228.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004728,TXN000004509,credit card,Approved,71.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004729,TXN000004510,Credit Card,Approved,381.33,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004730,TXN000004511,Cash,approved ,241.85,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004731,TXN000004512,Cash,Approved,352.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004732,TXN000004513,Debit Card,Reversed,377.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004733,TXN000004514,Cash,approved ,436.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004734,TXN000004514,credit card,Approved,134.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004735,TXN000004515,Cash,Reversed,54.23,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004736,TXN000004516,Cash,Approved,464.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004737,TXN000004517,credit card,approved ,286.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004738,TXN000004518,Debit Card,Approved,380.45,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004739,TXN000004519,Credit Card,Approved,228.07,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004740,TXN000004520,Credit Card,Declined,300.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004741,TXN000004521,Debit Card,approved ,185.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004742,TXN000004522,credit card,Reversed,426.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004743,TXN000004523,Gift Card,approved ,116.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004744,TXN000004524,Mobile Pay,Approved,115.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004745,TXN000004525,Gift Card,Approved,426.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004746,TXN000004526,Mobile Pay,Approved,307.29,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004747,TXN000004527,Credit Card,Approved,257.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004748,TXN000004528,Credit Card,Approved,101.19,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004749,TXN000004529,Mobile Pay,Declined,418.40,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004750,TXN000004530,Mobile Pay,Reversed,498.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004751,TXN000004531,Credit Card,approved ,346.51,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004752,TXN000004531,Gift Card,Reversed,69.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004753,TXN000004532,Debit Card,approved ,348.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004754,TXN000004533,credit card,Reversed,143.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004755,TXN000004534,Debit Card,Approved,93.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004756,TXN000004535,Debit Card,Approved,218.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004757,TXN000004536,Mobile Pay,Reversed,304.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004758,TXN000004537,Gift Card,Approved,339.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004759,TXN000004538,Gift Card,Approved,427.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004760,TXN000004539,Gift Card,approved ,287.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004761,TXN000004540,credit card,Declined,150.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004762,TXN000004540,Credit Card,approved ,378.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004763,TXN000004541,Cash,Approved,311.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004764,TXN000004542,Gift Card,Reversed,99.84,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004765,TXN000004543,Cash,Approved,308.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004766,TXN000004544,credit card,Declined,92.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004767,TXN000004545,Debit Card,Approved,494.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004768,TXN000004546,Cash,Reversed,22.22,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004769,TXN000004547,Credit Card,Reversed,467.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004770,TXN000004548,credit card,Approved,411.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004771,TXN000004549,Credit Card,approved ,482.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004772,TXN000004550,Credit Card,Approved,133.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004773,TXN000004551,Debit Card,Approved,367.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004774,TXN000004552,credit card,approved ,132.51,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004775,TXN000004553,Gift Card,Approved,199.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004776,TXN000004553,Cash,Approved,243.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004777,TXN000004554,Cash,Declined,467.82,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004778,TXN000004555,Credit Card,Reversed,175.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004779,TXN000004556,Credit Card,Approved,385.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004780,TXN000004557,Cash,Approved,142.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004781,TXN000004557,Gift Card,Reversed,457.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004782,TXN000004558,Mobile Pay,Declined,127.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004783,TXN000004559,Mobile Pay,Approved,282.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004784,TXN000004560,Mobile Pay,Reversed,87.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004785,TXN000004561,Debit Card,approved ,239.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004786,TXN000004562,Gift Card,Reversed,328.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004787,TXN000004563,Mobile Pay,Approved,130.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004788,TXN000004564,Gift Card,Reversed,352.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004789,TXN000004565,credit card,Approved,215.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004790,TXN000004566,Debit Card,Approved,165.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004791,TXN000004567,credit card,Reversed,18.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004792,TXN000004568,credit card,Reversed,97.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004793,TXN000004569,Gift Card,Declined,86.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004794,TXN000004570,Debit Card,approved ,233.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004795,TXN000004571,Cash,approved ,392.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004796,TXN000004572,Gift Card,Declined,424.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004797,TXN000004573,Gift Card,approved ,362.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004798,TXN000004574,credit card,Declined,408.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004799,TXN000004575,Debit Card,Declined,409.39,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004800,TXN000004576,Gift Card,approved ,494.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004801,TXN000004577,Credit Card,Reversed,372.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004802,TXN000004578,Credit Card,Reversed,48.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004803,TXN000004579,Gift Card,Approved,343.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004804,TXN000004580,Cash,approved ,259.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004805,TXN000004581,Mobile Pay,Reversed,199.15,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004806,TXN000004582,Mobile Pay,Reversed,420.58,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004807,TXN000004583,Debit Card,approved ,119.29,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004808,TXN000004584,Mobile Pay,Approved,79.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004809,TXN000004585,Cash,Reversed,258.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004810,TXN000004586,credit card,Approved,494.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004811,TXN000004587,Debit Card,Reversed,95.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004812,TXN000004588,Mobile Pay,Approved,45.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004813,TXN000004589,Mobile Pay,Reversed,465.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004814,TXN000004590,credit card,Reversed,314.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004815,TXN000004591,Mobile Pay,Declined,70.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004816,TXN000004592,credit card,approved ,314.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004817,TXN000004593,Gift Card,Declined,358.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004818,TXN000004594,Mobile Pay,Approved,132.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004819,TXN000004595,Debit Card,Approved,12.42,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004820,TXN000004596,Gift Card,approved ,429.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004821,TXN000004597,Mobile Pay,Approved,365.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004822,TXN000004598,credit card,approved ,268.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004823,TXN000004599,Debit Card,Declined,458.24,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004824,TXN000004600,Credit Card,Approved,487.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004825,TXN000004601,Debit Card,approved ,170.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004826,TXN000004602,Cash,Declined,121.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004827,TXN000004603,Debit Card,Declined,303.24,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004828,TXN000004604,Credit Card,Declined,452.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004829,TXN000004604,Cash,Declined,84.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004830,TXN000004605,Credit Card,approved ,172.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004831,TXN000004606,Debit Card,Approved,235.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004832,TXN000004607,credit card,Approved,282.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004833,TXN000004608,Gift Card,Approved,160.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004834,TXN000004609,credit card,Declined,337.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004835,TXN000004610,Gift Card,Approved,466.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004836,TXN000004611,Credit Card,Approved,386.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004837,TXN000004612,credit card,approved ,230.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004838,TXN_BAD,Cash,Reversed,38.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004839,TXN000004614,Debit Card,Reversed,446.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004840,TXN000004615,Mobile Pay,Reversed,431.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004841,TXN000004616,Mobile Pay,Approved,109.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004842,TXN000004617,Gift Card,Approved,160.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004843,TXN000004618,Debit Card,Approved,312.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004844,TXN000004619,Credit Card,approved ,322.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004845,TXN000004620,Credit Card,approved ,51.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004846,TXN000004621,Cash,Declined,235.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004847,TXN000004622,credit card,Approved,233.07,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004848,TXN000004623,Cash,approved ,31.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004849,TXN000004624,Credit Card,Reversed,323.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004850,TXN000004625,credit card,approved ,469.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004851,TXN000004626,Gift Card,Reversed,361.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004852,TXN000004627,credit card,approved ,192.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004853,TXN000004628,Mobile Pay,Reversed,154.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004854,TXN000004629,Gift Card,Declined,238.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004855,TXN000004630,Credit Card,Approved,87.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004856,TXN000004631,Mobile Pay,Reversed,223.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004857,TXN000004632,Gift Card,Approved,222.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004858,TXN000004633,credit card,Approved,163.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004859,TXN000004634,Cash,Approved,198.85,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004860,TXN000004635,Credit Card,approved ,320.80,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004861,TXN000004636,credit card,Reversed,123.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004862,TXN000004637,Debit Card,Declined,38.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004863,TXN000004638,Gift Card,Reversed,457.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004864,TXN000004639,Debit Card,Reversed,138.28,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004865,TXN000004640,Credit Card,Reversed,213.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004866,TXN000004641,Gift Card,Approved,395.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004867,TXN000004642,Gift Card,Reversed,134.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004868,TXN000004643,credit card,Approved,92.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004869,TXN000004644,credit card,approved ,483.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004870,TXN000004645,Mobile Pay,approved ,416.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004871,TXN000004646,Credit Card,Reversed,362.39,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004872,TXN000004647,Gift Card,Declined,10.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004873,TXN000004648,credit card,approved ,388.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004874,TXN000004649,Mobile Pay,Approved,401.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004875,TXN000004650,Cash,approved ,334.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004876,TXN000004651,Cash,Approved,294.19,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004877,TXN000004652,Mobile Pay,Approved,259.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004878,TXN000004653,Debit Card,Approved,79.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004879,TXN000004654,Cash,Approved,327.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004880,TXN000004655,Debit Card,Approved,439.80,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004881,TXN000004656,credit card,approved ,12.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004882,TXN000004657,Credit Card,Declined,70.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004883,TXN000004658,Cash,approved ,23.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004884,TXN000004659,Cash,Declined,478.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004885,TXN000004660,Gift Card,Declined,423.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004886,TXN000004661,credit card,Approved,286.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004887,TXN000004662,Credit Card,approved ,405.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004888,TXN000004663,Debit Card,approved ,261.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004889,TXN000004664,Cash,Approved,379.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004890,TXN000004665,Gift Card,Reversed,446.33,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004891,TXN000004666,Debit Card,Approved,260.70,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004892,TXN000004667,Debit Card,Approved,371.91,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004893,TXN000004668,Mobile Pay,Declined,256.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004894,TXN000004669,Credit Card,Approved,139.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004895,TXN000004670,Cash,Approved,334.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004896,TXN000004671,Mobile Pay,Declined,414.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004897,TXN000004672,Gift Card,Approved,277.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004898,TXN000004673,Mobile Pay,Approved,76.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000004899,TXN000004674,Debit Card,Declined,443.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
