transaction_id,account_id,card_id,merchant_id,transaction_ts,transaction_type,channel,direction,amount,currency,transaction_status,description,source_system,ingestion_batch_id
T00002469,A000082,CRD000058,M0009,2026-01-20 02:54:30,POS,Card,debit,53.1,CAD,Failed,Direct deposit,mobile_app,BATCH_20260602_A
T00002470,A000068,,,2026-05-06 19:06:37,INTEREST,ATM,credit,898.35,GBP,Pending,Direct deposit,core_banking,BATCH_20260601_B
T00002471,A000048,CRD000028,M0073,02/28/2026 14:08,POS,Mobile,debit,451.98,GBP,Failed,Transfer,core_banking,BATCH_20260602_A
T00002472,A000174,,,2026-04-15 08:12:02,FEE,Mobile,debit,27.09,EUR,Reversed,Purchase,mobile_app,BATCH_20260601_A
T00002473,A000092,,,2026-02-02 21:06:11,ATM,Card,debit,457.49,INR,Failed,Bill pay,core_banking,BATCH_20260602_A
T00002474,A000146,,,2026-02-10 00:44:45,PAYROLL,Online,credit,15.31,EUR,Failed,Cash withdrawal,mobile_app,BATCH_20260601_B
T00002475,A000167,CRD000096,M0063,01/01/2026 19:37,POS,online ,debit,137.7,CAD,Posted,Cash withdrawal,mobile_app,BATCH_20260601_B
T00002476,A000123,,,03/20/2026 23:29,ach,Branch,debit,115.27,CAD,Failed,Purchase,core_banking,BATCH_20260601_B
T00002477,A000174,,,2026-02-10 12:14:25,FEE,Online,debit,17.6,EUR,Reversed,Monthly fee,core_banking,BATCH_20260602_A
T00002478,A000137,CRD000041,M0015,2026-05-16 08:42:11,POS,Card,debit,38.2,CAD,posted ,Cash withdrawal,mobile_app,BATCH_20260601_B
T00002479,A000124,,,03/13/2026 17:55,ATM,Card,debit,335.37,CAD,Failed,Purchase,core_banking,BATCH_20260601_A
T00002480,A000153,,,05/11/2026 12:58,INTEREST,Branch,credit,146.33,EUR,Pending,Cash withdrawal,branch_teller,BATCH_20260601_A
T00002481,A000064,,M0012,04/10/2026 04:11,POS,ATM,debit,250.05,EUR,posted ,Bill pay,card_processor,BATCH_20260601_A
T00002482,A000044,,,01/10/2026 11:13,FEE,ATM,debit,13.1,CAD,Pending,Transfer,mobile_app,BATCH_20260602_A
T00002483,A000116,CRD000023,M0068,02/06/2026 19:24,POS,online ,debit,592.62,GBP,posted ,Purchase,branch_teller,BATCH_20260601_B
T00002484,A000137,,,01/09/2026 10:18,PAYROLL,Online,credit,127.69,CAD,Posted,Monthly fee,core_banking,BATCH_20260602_A
T00002485,A000189,,M0020,2026-01-26 18:02:49,POS,Online,debit,87.2,EUR,posted ,Bill pay,branch_teller,BATCH_20260601_B
T00002486,A000026,,,2026-04-17 00:20:59,WIRE,Card,debit,1117.6,EUR,Failed,Bill pay,branch_teller,BATCH_20260601_A
T00002487,A000052,,,01/24/2026 13:43,ACH,Mobile,debit,4.29,USD,Pending,Monthly fee,card_processor,BATCH_20260602_A
T00002488,A000208,,,05/07/2026 12:17,ATM,Mobile,debit,84.72,EUR,Posted,Cash withdrawal,mobile_app,BATCH_20260601_B
T00002489,A000181,CRD000136,M0038,02/26/2026 17:21,POS,API,debit,313.07,INR,POSTED,Cash withdrawal,branch_teller,BATCH_20260601_B
T00002490,A000102,,,02/23/2026 13:39,ACH,Online,debit,333.06,EUR,Failed,Direct deposit,mobile_app,BATCH_20260602_A
T00002491,A000186,,,2026-05-12 21:47:45,PAYROLL,ATM,credit,535.93,INR,Posted,Bill pay,branch_teller,BATCH_20260601_A
T00002492,A000114,,,2026-05-18 20:27:58,ATM,API,debit,220.81,INR,Posted,Direct deposit,branch_teller,BATCH_20260601_B
T00002493,A000138,CRD000028,M0018,03/29/2026 17:59,POS,online ,debit,97.46,USD,Failed,Transfer,branch_teller,BATCH_20260601_A
T00002494,A000108,,M0032,03/24/2026 01:32,REFUND,Branch,credit,34.67,INR,Reversed,Bill pay,card_processor,BATCH_20260601_B
T00002495,A000004,,,02/10/2026 17:38,ACH,Branch,debit,104.08,USD,Posted,Bill pay,core_banking,BATCH_20260602_A
T00002496,A000071,,M0023,01/20/2026 14:54,REFUND,Card,credit,81.96,INR,Failed,Purchase,card_processor,BATCH_20260601_A
T00002497,A000104,,,04/20/2026 13:57,ATM,Mobile,debit,115.52,USD,Failed,Purchase,mobile_app,BATCH_20260602_A
T00002498,A000147,CRD000123,M0022,01/10/2026 20:49,POS,online ,debit,512.72,INR,Posted,Bill pay,branch_teller,BATCH_20260601_A
T00002499,A000089,,,2026-04-18 04:01:48,INTEREST,Mobile,credit,558.82,INR,posted ,Cash withdrawal,core_banking,BATCH_20260601_B
T00002500,A000054,CRD000134,M0051,2026-02-09 12:15:40,POS,API,debit,292.36,GBP,Pending,Direct deposit,branch_teller,BATCH_20260601_B
T00002501,A000132,,,2026-05-16 03:29:05,ACH,online ,debit,32.69,GBP,Pending,Purchase,branch_teller,BATCH_20260602_A
T00002502,A000177,,,04/13/2026 19:51,ACH,Card,debit,121.09,USD,Reversed,Purchase,core_banking,BATCH_20260601_A
T00002503,A000034,CRD000055,M0047,05/23/2026 06:25,POS,ATM,debit,247.7,EUR,Reversed,Bill pay,core_banking,BATCH_20260601_B
T00002504,A000128,CRD000086,M0005,04/24/2026 10:28,POS,API,debit,63.36,INR,Pending,Bill pay,card_processor,BATCH_20260602_A
T00002505,A000121,,,03/29/2026 06:42,PAYROLL,API,credit,186.04,EUR,POSTED,Bill pay,card_processor,BATCH_20260601_A
T00002506,A000203,,,2026-04-10 08:48:23,INTEREST,Card,credit,336.69,USD,Pending,Bill pay,branch_teller,BATCH_20260602_A
T00002507,A000158,,,2026-04-09 11:32:45,INTEREST,online ,credit,240.1,GBP,Failed,Bill pay,mobile_app,BATCH_20260601_A
T00002508,A000213,,,2026-01-16 17:40:08,INTEREST,Mobile,credit,87.51,EUR,posted ,Cash withdrawal,mobile_app,BATCH_20260602_A
T00002509,A000096,,,2026-03-31 22:09:33,ACH,Online,debit,173.22,INR,Reversed,Cash withdrawal,mobile_app,BATCH_20260601_B
T00002510,A000127,,,2026-03-12 01:51:52,WIRE,Mobile,debit,761.4,CAD,Reversed,Cash withdrawal,card_processor,BATCH_20260601_B
T00002511,A000166,CRD000098,M0046,2026-05-19 23:38:31,pos,Mobile,debit,249.31,USD,Failed,Transfer,mobile_app,BATCH_20260602_A
T00002512,A000134,,,2026-05-17 00:48:10,ACH,ATM,debit,238.24,GBP,POSTED,Cash withdrawal,mobile_app,BATCH_20260601_B
T00002513,A000013,,,05/27/2026 14:37,PAYROLL,online ,credit,366.6,EUR,Pending,Purchase,branch_teller,BATCH_20260601_A
T00002514,A000054,CRD000167,M0038,04/29/2026 22:01,POS,online ,debit,67.98,GBP,Reversed,Purchase,core_banking,BATCH_20260601_A
T00002515,A000031,CRD000136,M0004,01/15/2026 11:51,POS,Branch,debit,9.74,INR,Reversed,Direct deposit,mobile_app,BATCH_20260601_B
T00002516,A000155,,,01/04/2026 02:49,ACH,ATM,debit,280.26,CAD,posted ,Monthly fee,mobile_app,BATCH_20260601_A
T00002517,A000186,CRD000135,M0062,04/15/2026 01:29,POS,online ,debit,210.58,INR,POSTED,Bill pay,mobile_app,BATCH_20260602_A
T00002518,A000056,,,2026-04-01 04:33:40,ATM,Online,debit,173.04,EUR,POSTED,Transfer,mobile_app,BATCH_20260602_A
T00002519,A000024,CRD000123,M0047,2026-04-29 17:03:36,POS,Branch,debit,12.82,USD,Failed,Direct deposit,core_banking,BATCH_20260601_A
T00002520,A000211,,,2026-01-19 06:18:11,ATM,online ,debit,236.49,USD,Pending,Bill pay,core_banking,BATCH_20260602_A
T00002521,A000158,,,2026-04-27 13:41:58,WIRE,Card,debit,612.27,GBP,Reversed,Bill pay,mobile_app,BATCH_20260601_B
T00002522,A000037,,,2026-05-25 09:52:58,FEE,API,debit,31.27,GBP,posted ,Direct deposit,card_processor,BATCH_20260602_A
T00002523,A000064,,M0005,2026-04-26 00:24:02,POS,ATM,debit,336.02,EUR,posted ,Bill pay,card_processor,BATCH_20260602_A
T00002524,A000164,CRD000179,M0062,01/23/2026 05:41,POS,Online,debit,427.12,EUR,posted ,Transfer,card_processor,BATCH_20260601_A
T00002525,A000054,CRD000095,M0037,04/11/2026 10:49,POS,Online,debit,47.85,GBP,Reversed,Cash withdrawal,mobile_app,BATCH_20260601_B
T00002526,A000027,CRD000086,M0016,05/31/2026 01:00,POS,online ,debit,20.64,INR,posted ,Cash withdrawal,branch_teller,BATCH_20260602_A
T00002527,A000138,,M0038,03/07/2026 13:17,REFUND,online ,credit,91.99,USD,posted ,Bill pay,branch_teller,BATCH_20260602_A
T00002528,A000106,,,02/19/2026 21:18,PAYROLL,Branch,credit,334.66,USD,Pending,Bill pay,card_processor,BATCH_20260601_A
T00002529,A000137,,,2026-04-02 09:26:52,ACH,API,debit,34.43,CAD,posted ,Cash withdrawal,branch_teller,BATCH_20260601_A
T00002530,A000195,,,2026-04-26 10:35:56,ATM,Card,debit,262.56,EUR,posted ,Direct deposit,branch_teller,BATCH_20260601_A
T00002531,A000195,CRD000006,M0016,2026-05-29 16:46:42,POS,Online,debit,439.96,EUR,Posted,Cash withdrawal,card_processor,BATCH_20260601_A
T00002532,A000196,CRD000155,M0024,04/05/2026 15:23,POS,online ,debit,167.18,INR,Posted,Bill pay,card_processor,BATCH_20260601_A
T00002533,A000101,,,2026-05-12 20:09:49,ATM,Branch,debit,,INR,posted ,Cash withdrawal,branch_teller,BATCH_20260601_B
T00002534,A000211,CRD000058,M0064,2026-02-21 21:32:26,POS,API,debit,201.99,USD,posted ,Direct deposit,mobile_app,BATCH_20260601_B
T00002535,A000050,,,2026-04-04 17:50:29,PAYROLL,online ,credit,117.17,EUR,Posted,Monthly fee,card_processor,BATCH_20260602_A
T00002536,A000050,,,01/03/2026 16:15,FEE,online ,debit,16.37,EUR,Reversed,Bill pay,mobile_app,BATCH_20260601_B
T00002537,A000104,,,2026-02-10 21:13:33,ATM,Online,debit,99.16,USD,Reversed,Bill pay,mobile_app,BATCH_20260602_A
T00002538,A000183,,M0048,2026-01-04 19:44:53,REFUND,Mobile,credit,793.89,GBP,POSTED,Bill pay,branch_teller,BATCH_20260602_A
T00002539,A000052,,,04/27/2026 09:43,ACH,Branch,debit,97.62,USD,Failed,Cash withdrawal,card_processor,BATCH_20260602_A
T00002540,A000216,,,2026-01-22 01:50:13,ACH,online ,debit,511.04,INR,Posted,Transfer,mobile_app,BATCH_20260602_A
T00002541,A000175,,,01/17/2026 22:29,PAYROLL,API,credit,64.03,USD,Reversed,Cash withdrawal,card_processor,BATCH_20260601_A
T00002542,A000195,CRD000109,M0067,05/13/2026 10:25,POS,online ,debit,86.45,EUR,Reversed,Purchase,mobile_app,BATCH_20260601_A
T00002543,A000117,,,01/02/2026 14:44,INTEREST,online ,credit,172.28,EUR,Reversed,Cash withdrawal,core_banking,BATCH_20260601_B
T00002544,A000040,,,03/09/2026 05:18,PAYROLL,Online,credit,156.14,EUR,Reversed,Transfer,branch_teller,BATCH_20260602_A
T00002545,A000022,,,2026-03-12 16:22:03,ATM,API,debit,194.46,USD,Posted,Cash withdrawal,branch_teller,BATCH_20260601_B
T00002546,A000059,CRD000066,M0070,01/05/2026 08:06,POS,online ,debit,246.3,CAD,Reversed,Transfer,core_banking,BATCH_20260601_B
T00002547,A000209,CRD000018,M0070,05/07/2026 04:37,POS,Card,debit,230.88,USD,Failed,Purchase,core_banking,BATCH_20260601_A
T00002548,A000145,,,02/21/2026 17:32,ATM,Card,debit,326.66,CAD,Failed,Direct deposit,branch_teller,BATCH_20260602_A
T00002549,A000024,,,02/24/2026 15:52,ACH,API,debit,413.77,USD,posted ,Bill pay,card_processor,BATCH_20260601_B
T00002550,A000182,,,2026-01-07 00:25:11,PAYROLL,Online,credit,916.91,CAD,Reversed,Direct deposit,branch_teller,BATCH_20260602_A
T00002551,A000006,,,03/30/2026 03:26,ach,Branch,debit,481.62,EUR,Reversed,Bill pay,core_banking,BATCH_20260601_A
T00002552,A000065,,,2026-05-15 07:48:18,WIRE,Online,debit,2629.68,EUR,Pending,Monthly fee,branch_teller,BATCH_20260601_A
T00002553,A000074,,,2026-01-26 03:32:26,PAYROLL,API,credit,119.81,CAD,Failed,Transfer,card_processor,BATCH_20260602_A
T00002554,A000186,CRD000161,M0037,05/22/2026 11:39,POS,ATM,debit,357.17,INR,Reversed,Purchase,mobile_app,BATCH_20260601_B
T00002555,A000135,,,03/22/2026 08:52,INTEREST,Branch,credit,365.5,USD,Reversed,Bill pay,core_banking,BATCH_20260601_A
T00002556,A000127,CRD000157,M0048,2026-03-05 14:30:25,POS,Online,debit,122.64,EUR,posted ,Transfer,mobile_app,BATCH_20260601_A
T00002557,A000018,CRD000070,M0005,2026-01-25 02:00:00,POS,Online,debit,958.41,CAD,Reversed,Cash withdrawal,core_banking,BATCH_20260601_A
T00002558,A000088,CRD000127,M0042,2026-03-25 20:07:10,POS,online ,debit,219.18,CAD,Failed,Monthly fee,card_processor,BATCH_20260601_B
T00002559,A000179,CRD000107,M0002,2026-03-22 23:30:25,POS,Online,debit,245.91,GBP,Failed,Transfer,card_processor,BATCH_20260601_B
T00002560,A000053,CRD000107,M0053,2026-04-08 18:07:07,POS,ATM,debit,393.4,INR,Pending,Transfer,card_processor,BATCH_20260601_A
T00002561,A000128,CRD000099,M0030,2026-02-02 01:18:44,POS,Card,debit,49.04,INR,posted ,Monthly fee,mobile_app,BATCH_20260601_A
T00002562,A000063,,,2026-05-10 05:13:00,ACH,Mobile,debit,280.01,INR,Failed,Transfer,mobile_app,BATCH_20260602_A
T00002563,A000130,CRD000101,M0011,2026-04-04 13:41:34,POS,ATM,debit,260.6,USD,posted ,Cash withdrawal,core_banking,BATCH_20260601_A
T00002564,A000018,,,2026-04-14 18:23:36,ACH,online ,debit,102.44,CAD,Reversed,Direct deposit,mobile_app,BATCH_20260601_B
T00002565,A000009,,,2026-03-19 05:44:04,WIRE,Mobile,debit,826.11,USD,Pending,Direct deposit,branch_teller,BATCH_20260601_A
T00002566,A000013,,,02/08/2026 15:23,PAYROLL,online ,credit,405.53,EUR,Pending,Cash withdrawal,branch_teller,BATCH_20260601_B
T00002567,A000084,,,2026-03-19 15:18:05,FEE,ATM,debit,18.16,CAD,Reversed,Bill pay,card_processor,BATCH_20260602_A
T00002568,A000215,,,01/03/2026 07:24,ACH,online ,debit,107.72,EUR,POSTED,Bill pay,core_banking,BATCH_20260601_A
T00002569,A000110,,,2026-04-05 13:25:17,PAYROLL,Branch,credit,296.79,CAD,Failed,Cash withdrawal,branch_teller,BATCH_20260602_A
T00002570,A000212,,,2026-05-19 16:54:40,ATM,ATM,debit,178.24,CAD,POSTED,Transfer,core_banking,BATCH_20260601_A
T00002571,A000050,,,04/23/2026 17:20,INTEREST,Branch,credit,127.97,EUR,Failed,Direct deposit,mobile_app,BATCH_20260602_A
T00002572,A000194,CRD000061,M0036,2026-03-24 18:16:45,POS,Online,debit,106.29,EUR,Pending,Transfer,mobile_app,BATCH_20260601_A
T00002573,A000132,,,03/20/2026 05:00,INTEREST,online ,credit,100.76,GBP,Pending,Monthly fee,card_processor,BATCH_20260601_A
T00002574,A000154,,,04/01/2026 18:50,ATM,online ,debit,415.92,GBP,posted ,Transfer,card_processor,BATCH_20260601_B
T00002575,A000137,CRD000025,M0001,01/07/2026 03:38,POS,Branch,debit,79.93,CAD,Failed,Monthly fee,branch_teller,BATCH_20260601_A
T00002576,A000217,,,2026-01-04 17:37:54,FEE,Mobile,debit,7.31,CAD,posted ,Bill pay,card_processor,BATCH_20260601_A
T00002577,A000198,,,01/27/2026 18:27,PAYROLL,API,credit,111.36,GBP,Failed,Cash withdrawal,core_banking,BATCH_20260601_A
T00002578,A000170,,,01/18/2026 06:34,ACH,online ,debit,283.08,CAD,POSTED,Bill pay,card_processor,BATCH_20260601_A
T00002579,A000210,CRD000133,M0013,2026-01-14 05:40:23,POS,Online,debit,214.61,CAD,Posted,Purchase,core_banking,BATCH_20260601_A
T00002580,A000054,CRD000112,M0026,2026-05-02 23:16:26,POS,Mobile,debit,134.52,CAD,POSTED,Transfer,branch_teller,BATCH_20260602_A
T00002581,A000075,,,2026-01-27 16:32:01,WIRE,Online,debit,324.32,GBP,Pending,Bill pay,core_banking,BATCH_20260601_B
T00002582,A000095,CRD000040,M0067,2026-05-09 10:53:37,POS,online ,debit,93.26,GBP,POSTED,Transfer,card_processor,BATCH_20260602_A
T00002583,A000140,,,04/25/2026 01:25,ACH,online ,debit,129.95,USD,POSTED,Transfer,branch_teller,BATCH_20260601_A
T00002584,A000082,,,2026-05-16 17:34:17,PAYROLL,Card,credit,42.24,EUR,Failed,Direct deposit,core_banking,BATCH_20260601_B
T00002585,A000075,,,05/29/2026 07:13,ATM,ATM,debit,481.63,GBP,Reversed,Bill pay,core_banking,BATCH_20260601_A
T00002586,A000119,,,2026-04-08 05:48:24,ACH,Online,debit,84.0,USD,posted ,Direct deposit,branch_teller,BATCH_20260601_A
T00002587,A000211,,,04/05/2026 19:15,ACH,ATM,debit,80.16,USD,POSTED,Bill pay,branch_teller,BATCH_20260601_A
T00002588,A000216,,M0075,2026-01-16 21:27:22,REFUND,Mobile,credit,444.61,INR,POSTED,Bill pay,mobile_app,BATCH_20260602_A
T00002589,A000016,CRD000168,M0075,2026-01-26 20:49:48,POS,Mobile,debit,842.97,INR,POSTED,Monthly fee,card_processor,BATCH_20260601_A
T00002590,A000021,CRD000165,M0004,2026-02-11 15:46:34,POS,API,debit,52.97,EUR,Reversed,Direct deposit,card_processor,BATCH_20260601_A
T00002591,A000062,,,02/03/2026 12:25,WIRE,Card,debit,152.97,INR,POSTED,Bill pay,card_processor,BATCH_20260601_A
T00002592,A000108,CRD000148,M0024,2026-02-10 03:32:22,POS,Online,debit,-255.3,INR,posted ,Purchase,mobile_app,BATCH_20260602_A
T00002593,A000149,,,2026-03-15 21:36:52,INTEREST,Mobile,credit,1165.45,INR,POSTED,Monthly fee,mobile_app,BATCH_20260602_A
T00002594,A000188,,,05/15/2026 09:14,ACH,Card,debit,301.39,GBP,POSTED,Transfer,mobile_app,BATCH_20260601_B
T00002595,A000132,CRD000061,M0061,2026-04-25 10:51:36,POS,Card,debit,458.86,GBP,POSTED,Purchase,core_banking,BATCH_20260601_B
T00002596,A000030,,,04/05/2026 06:49,PAYROLL,Card,credit,179.67,USD,Posted,Bill pay,card_processor,BATCH_20260601_B
T00002597,A000184,CRD000160,M0045,2026-04-30 21:36:25,POS,Card,debit,230.62,CAD,posted ,Transfer,card_processor,BATCH_20260601_B
T00002598,A000045,,,01/18/2026 04:59,WIRE,Card,debit,119.76,INR,posted ,Bill pay,branch_teller,BATCH_20260602_A
T00002599,A000081,,M0046,2026-01-14 18:48:03,POS,online ,debit,107.33,USD,Failed,Bill pay,card_processor,BATCH_20260601_B
T00002600,A000007,,,01/03/2026 19:25,FEE,Online,debit,41.08,USD,Failed,Cash withdrawal,branch_teller,BATCH_20260601_B
T00002601,A000039,CRD000150,M0054,05/01/2026 16:54,POS,ATM,debit,346.2,EUR,Posted,Purchase,core_banking,BATCH_20260602_A
T00002602,A000123,,,02/21/2026 20:46,INTEREST,Mobile,credit,251.44,CAD,POSTED,Purchase,mobile_app,BATCH_20260601_A
T00002603,A000122,CRD000012,M0034,04/09/2026 16:44,POS,Online,debit,159.91,USD,Reversed,Transfer,card_processor,BATCH_20260602_A
T00002604,A000092,CRD000055,M0025,02/10/2026 03:41,POS,Card,debit,409.06,INR,Posted,Purchase,core_banking,BATCH_20260601_A
T00002605,A000115,,,01/03/2026 08:41,ACH,online ,debit,16.94,INR,posted ,Direct deposit,card_processor,BATCH_20260602_A
T00002606,A000199,CRD000012,M0042,04/19/2026 14:58,POS,ATM,debit,98.32,INR,Failed,Cash withdrawal,mobile_app,BATCH_20260602_A
T00002607,A000070,CRD000124,M0049,2026-01-22 18:49:48,POS,online ,debit,42.28,EUR,Failed,Bill pay,branch_teller,BATCH_20260601_A
T00002608,A000011,,,04/06/2026 09:48,FEE,Card,debit,19.92,EUR,Failed,Cash withdrawal,core_banking,BATCH_20260601_A
T00002609,A000149,CRD000147,M0010,2026-03-05 17:18:44,pos,ATM,debit,675.91,INR,POSTED,Bill pay,core_banking,BATCH_20260602_A
T00002610,A000196,,,02/28/2026 19:16,FEE,Online,debit,23.38,INR,Posted,Monthly fee,mobile_app,BATCH_20260601_A
T00002611,A000067,,,2026-05-19 19:02:21,PAYROLL,Card,credit,218.22,EUR,POSTED,Cash withdrawal,card_processor,BATCH_20260601_A
T00002612,A000119,,,2026-05-13 06:51:39,WIRE,API,debit,2582.7,USD,Posted,Bill pay,branch_teller,BATCH_20260602_A
T00002613,A000175,CRD000015,M0027,2026-05-17 19:57:31,POS,API,debit,58.39,USD,Pending,Transfer,branch_teller,BATCH_20260601_B
T00002614,A000094,CRD000161,M0021,02/01/2026 15:18,POS,API,debit,143.55,EUR,Posted,Purchase,core_banking,BATCH_20260602_A
T00002615,A000081,,M0055,2026-01-18 17:20:57,REFUND,Card,credit,2.12,CAD,posted ,Purchase,core_banking,BATCH_20260602_A
T00002616,A000100,,,05/06/2026 12:24,FEE,ATM,debit,4.66,CAD,Failed,Bill pay,core_banking,BATCH_20260601_A
T00002617,A000150,,,03/06/2026 23:47,INTEREST,Card,credit,740.81,USD,posted ,Purchase,mobile_app,BATCH_20260602_A
T00002618,A000176,,,2026-04-26 22:13:33,ATM,Branch,debit,155.45,USD,Failed,Direct deposit,branch_teller,BATCH_20260601_B
T00002619,A000161,,,2026-01-21 02:06:12,ATM,API,debit,66.98,USD,Failed,Cash withdrawal,core_banking,BATCH_20260601_A
T00002620,A000017,,,04/05/2026 10:23,ACH,Mobile,debit,368.28,GBP,Reversed,Purchase,core_banking,BATCH_20260601_A
T00002621,A000121,CRD000046,M0012,2026-02-21 19:14:21,POS,ATM,debit,218.77,EUR,POSTED,Bill pay,branch_teller,BATCH_20260601_B
T00002622,A000170,,,05/17/2026 15:30,FEE,API,debit,31.81,CAD,Reversed,Monthly fee,core_banking,BATCH_20260601_B
T00002623,A000140,CRD000147,M0024,02/24/2026 20:33,POS,Online,debit,238.24,USD,Failed,Bill pay,mobile_app,BATCH_20260602_A
T00002624,A000114,,,04/27/2026 19:33,ach,Branch,debit,358.55,INR,Pending,Monthly fee,card_processor,BATCH_20260601_B
T00002625,A000009,,,03/02/2026 13:40,INTEREST,API,credit,418.86,USD,POSTED,Monthly fee,card_processor,BATCH_20260601_A
T00002626,A000161,,,2026-02-18 12:20:39,PAYROLL,Mobile,credit,33.15,USD,Failed,Monthly fee,mobile_app,BATCH_20260601_B
T00002627,A000172,,,03/12/2026 07:23,ACH,API,debit,133.2,USD,Reversed,Cash withdrawal,core_banking,BATCH_20260601_A
T00002628,A000125,,,03/13/2026 16:56,ACH,Card,debit,965.95,USD,Pending,Cash withdrawal,mobile_app,BATCH_20260601_B
T00002629,A000177,,M0041,2026-04-02 14:02:48,REFUND,ATM,credit,138.94,INR,Failed,Monthly fee,branch_teller,BATCH_20260601_A
T00002630,A000003,,,03/30/2026 11:09,WIRE,ATM,debit,493.36,EUR,Reversed,Bill pay,core_banking,BATCH_20260601_A
T00002631,A000122,CRD000154,M0035,01/05/2026 09:01,POS,ATM,debit,79.51,USD,Reversed,Transfer,core_banking,BATCH_20260601_A
T00002632,A000035,,,04/15/2026 00:56,ach,Online,debit,241.83,USD,Posted,Bill pay,mobile_app,BATCH_20260602_A
T00002633,A000088,,,2026-02-04 02:37:06,PAYROLL,Mobile,credit,374.57,GBP,Posted,Cash withdrawal,core_banking,BATCH_20260602_A
T00002634,A000211,CRD000074,M0040,2026-01-21 00:42:28,POS,Online,debit,128.64,USD,Failed,Cash withdrawal,mobile_app,BATCH_20260601_A
T00002635,A000109,,,2026-01-03 21:53:23,ATM,Branch,debit,472.55,INR,Posted,Monthly fee,branch_teller,BATCH_20260601_B
T00002636,A000189,,,2026-03-02 16:04:32,PAYROLL,Branch,credit,98.11,EUR,Pending,Transfer,mobile_app,BATCH_20260601_B
T00002637,A000203,,,04/03/2026 11:09,ACH,Card,debit,350.45,USD,Posted,Bill pay,branch_teller,BATCH_20260601_A
T00002638,A000061,CRD000011,M0026,2026-05-16 00:51:21,POS,Card,debit,201.52,INR,POSTED,Direct deposit,mobile_app,BATCH_20260601_B
T00002639,A000103,,,2026-01-02 20:52:35,PAYROLL,Online,credit,144.49,EUR,Posted,Monthly fee,core_banking,BATCH_20260601_B
T00002640,A000177,,,01/10/2026 18:39,FEE,Branch,debit,2.23,INR,posted ,Cash withdrawal,core_banking,BATCH_20260602_A
T00002641,A000120,CRD000059,M0043,2026-04-12 01:12:42,POS,Branch,debit,193.5,CAD,Pending,Purchase,card_processor,BATCH_20260601_A
T00002642,A000147,CRD000057,M0066,2026-03-18 15:53:08,POS,Mobile,debit,79.32,EUR,posted ,Bill pay,card_processor,BATCH_20260601_B
T00002643,A000094,,,05/13/2026 19:21,ATM,Mobile,debit,128.68,EUR,posted ,Direct deposit,branch_teller,BATCH_20260601_A
T00002644,A000101,,,04/08/2026 19:27,PAYROLL,Online,credit,475.84,INR,Pending,Transfer,mobile_app,BATCH_20260601_A
T00002645,A000037,,,04/25/2026 03:30,WIRE,Branch,debit,444.95,GBP,Pending,Monthly fee,core_banking,BATCH_20260601_B
T00002646,A000102,,,2026-01-17 10:55:52,FEE,API,debit,31.65,EUR,Pending,Purchase,branch_teller,BATCH_20260602_A
T00002647,A000151,,,05/29/2026 08:45,INTEREST,ATM,credit,23.81,GBP,Pending,Monthly fee,branch_teller,BATCH_20260601_A
T00002648,A000045,,,04/06/2026 03:10,WIRE,Online,debit,802.83,INR,Reversed,Cash withdrawal,branch_teller,BATCH_20260601_B
T00002649,A000158,CRD000089,M0066,02/26/2026 05:46,POS,API,debit,189.5,GBP,Pending,Bill pay,card_processor,BATCH_20260602_A
T00002650,A000002,CRD000115,M0038,03/17/2026 16:53,POS,Card,debit,171.16,EUR,Posted,Purchase,card_processor,BATCH_20260601_B
T00002651,A000026,CRD000066,M0055,05/15/2026 03:32,POS,Branch,debit,25.61,EUR,Posted,Direct deposit,card_processor,BATCH_20260601_B
T00002652,A000218,CRD000062,M0060,01/15/2026 21:52,POS,API,debit,0.24,GBP,Posted,Cash withdrawal,branch_teller,BATCH_20260601_A
T00002653,A000070,,,02/12/2026 14:54,ACH,Mobile,debit,222.16,EUR,Reversed,Direct deposit,branch_teller,BATCH_20260602_A
T00002654,A000079,,,04/17/2026 06:05,PAYROLL,API,credit,300.63,USD,Pending,Purchase,branch_teller,BATCH_20260602_A
T00002655,A000152,,,02/19/2026 23:07,WIRE,Mobile,debit,2045.52,EUR,POSTED,Direct deposit,card_processor,BATCH_20260602_A
T00002656,A999999,,,01/26/2026 13:19,ATM,Card,debit,90.47,INR,Pending,Monthly fee,core_banking,BATCH_20260601_B
T00002657,A000033,,,05/27/2026 20:30,ACH,Online,debit,28.07,EUR,Pending,Direct deposit,mobile_app,BATCH_20260601_A
T00002658,A000220,,,2026-05-13 00:50:59,PAYROLL,Mobile,credit,61.68,USD,posted ,Cash withdrawal,core_banking,BATCH_20260601_A
T00002659,A000074,CRD000050,M0051,2026-01-30 23:22:05,POS,Card,debit,653.88,CAD,Failed,Cash withdrawal,branch_teller,BATCH_20260602_A
T00002660,A000127,,,04/12/2026 00:59,INTEREST,Online,credit,103.29,CAD,Pending,Bill pay,mobile_app,BATCH_20260601_B
T00002661,A000118,,,01/03/2026 14:31,ATM,Online,debit,68.78,CAD,Pending,Transfer,card_processor,BATCH_20260602_A
T00002662,A000072,CRD000012,M0063,05/05/2026 06:50,POS,ATM,debit,157.0,INR,Reversed,Cash withdrawal,branch_teller,BATCH_20260601_B
T00002663,A000093,,,03/16/2026 22:58,FEE,Mobile,debit,37.88,GBP,Reversed,Transfer,card_processor,BATCH_20260602_A
