telemetry_id,asset_id,reading_ts,power_output_kw,temperature_c,vibration_mm_s,frequency_hz,status_code,reading_date,site_id,asset_type,criticality,rated_capacity_kw,temperature_alert,vibration_alert,status_alert,anomaly_flag
AT0000057318,AST000040,2026-04-10 05:00:00,1147.876,55.216,1.856,60.0665,WARNING,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057320,AST000040,2026-04-10 07:00:00,1275.786,31.719,1.466,59.9806,TRIP,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057321,AST000040,2026-04-10 08:00:00,1441.684,63.93,1.268,60.0537,TRIP,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057322,AST000040,2026-04-10 09:00:00,934.55,62.194,1.819,59.9966,TRIP,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057324,AST000040,2026-04-10 11:00:00,1637.386,39.328,1.343,59.9652,TRIP,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057325,AST000040,2026-04-10 12:00:00,874.031,55.201,1.848,60.0022,TRIP,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057328,AST000040,2026-04-10 15:00:00,1091.047,59.459,1.976,59.8823,TRIP,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057330,AST000040,2026-04-10 17:00:00,1779.775,30.164,1.89,59.9858,WARNING,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057334,AST000040,2026-04-10 21:00:00,1160.931,52.516,2.649,60.0379,TRIP,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057336,AST000040,2026-04-10 23:00:00,1051.096,66.767,2.55,59.9505,WARNING,2026-04-10,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057338,AST000040,2026-04-11 01:00:00,683.813,50.909,1.225,60.0224,WARNING,2026-04-11,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057341,AST000040,2026-04-11 04:00:00,985.58,38.294,2.517,60.0266,TRIP,2026-04-11,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057342,AST000040,2026-04-11 05:00:00,950.153,42.541,1.25,60.0565,WARNING,2026-04-11,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057343,AST000040,2026-04-11 06:00:00,1147.681,47.47,1.618,59.9272,WARNING,2026-04-11,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057346,AST000040,2026-04-11 09:00:00,1352.126,46.921,2.66,59.9603,WARNING,2026-04-11,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057353,AST000040,2026-04-11 16:00:00,1544.256,47.175,1.636,60.034,WARNING,2026-04-11,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057356,AST000040,2026-04-11 19:00:00,1228.304,48.279,1.614,60.0037,WARNING,2026-04-11,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057357,AST000040,2026-04-11 20:00:00,2200.203,37.778,2.213,60.0509,TRIP,2026-04-11,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057362,AST000040,2026-04-12 01:00:00,1184.911,71.007,2.238,60.0206,TRIP,2026-04-12,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057379,AST000040,2026-04-12 18:00:00,986.963,41.803,0.943,60.059,TRIP,2026-04-12,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057382,AST000040,2026-04-12 21:00:00,1103.707,43.177,1.974,60.0646,TRIP,2026-04-12,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057384,AST000040,2026-04-12 23:00:00,1879.353,33.532,1.465,59.9957,TRIP,2026-04-12,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057387,AST000040,2026-04-13 02:00:00,1177.268,63.106,2.587,60.0099,WARNING,2026-04-13,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057391,AST000040,2026-04-13 06:00:00,1098.809,63.004,1.438,59.9854,TRIP,2026-04-13,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057392,AST000040,2026-04-13 07:00:00,278.977,34.933,1.35,59.9901,TRIP,2026-04-13,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057394,AST000040,2026-04-13 09:00:00,1704.464,44.005,1.012,60.0725,TRIP,2026-04-13,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057396,AST000040,2026-04-13 11:00:00,636.987,77.109,1.235,60.0006,NORMAL,2026-04-13,SITE0005,Feeder,Medium,3405.37,True,False,False,True
AT0000057400,AST000040,2026-04-13 15:00:00,1506.077,27.631,1.911,60.027,WARNING,2026-04-13,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057401,AST000040,2026-04-13 16:00:00,873.219,46.2,1.859,60.0603,WARNING,2026-04-13,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057407,AST000040,2026-04-13 22:00:00,1142.556,42.351,1.954,60.0546,TRIP,2026-04-13,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057408,AST000040,2026-04-13 23:00:00,903.222,49.686,2.233,59.899,WARNING,2026-04-13,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057411,AST000040,2026-04-14 02:00:00,1459.336,36.704,0.971,60.0221,TRIP,2026-04-14,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057416,AST000040,2026-04-14 07:00:00,1182.723,47.091,1.758,60.0056,TRIP,2026-04-14,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057419,AST000040,2026-04-14 10:00:00,1290.988,36.133,1.503,59.9063,WARNING,2026-04-14,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057420,AST000040,2026-04-14 11:00:00,1054.751,41.426,1.791,59.9396,TRIP,2026-04-14,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057422,AST000040,2026-04-14 13:00:00,1451.61,32.448,1.624,59.9561,TRIP,2026-04-14,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057427,AST000040,2026-04-14 18:00:00,1066.911,41.146,1.084,59.9914,WARNING,2026-04-14,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057429,AST000040,2026-04-14 20:00:00,1563.469,48.654,0.803,60.0573,WARNING,2026-04-14,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057435,AST000040,2026-04-15 02:00:00,1402.825,55.519,1.541,60.0263,WARNING,2026-04-15,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057437,AST000040,2026-04-15 04:00:00,1073.868,43.001,1.002,59.9148,WARNING,2026-04-15,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057441,AST000040,2026-04-15 08:00:00,1798.53,37.777,0.991,60.0255,WARNING,2026-04-15,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057442,AST000040,2026-04-15 09:00:00,1325.194,29.369,1.821,59.9961,TRIP,2026-04-15,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057447,AST000040,2026-04-15 14:00:00,887.37,46.612,2.191,59.9584,TRIP,2026-04-15,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057449,AST000040,2026-04-15 16:00:00,1448.282,42.726,2.459,59.9257,WARNING,2026-04-15,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057452,AST000040,2026-04-15 19:00:00,1191.306,34.183,1.961,59.9949,WARNING,2026-04-15,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057453,AST000040,2026-04-15 20:00:00,1174.417,39.568,1.498,59.974,WARNING,2026-04-15,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057456,AST000040,2026-04-15 23:00:00,1677.289,97.25,2.067,60.0582,TRIP,2026-04-15,SITE0005,Feeder,Medium,3405.37,True,False,True,True
AT0000057459,AST000040,2026-04-16 02:00:00,1248.258,66.395,2.086,60.0377,TRIP,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057460,AST000040,2026-04-16 03:00:00,1344.441,58.828,2.213,59.9802,TRIP,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057461,AST000040,2026-04-16 04:00:00,388.448,38.341,2.717,59.9721,TRIP,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057462,AST000040,2026-04-16 05:00:00,981.795,45.009,2.051,59.9655,WARNING,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057466,AST000040,2026-04-16 09:00:00,1654.604,51.484,2.054,59.9835,WARNING,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057467,AST000040,2026-04-16 10:00:00,1093.563,59.928,2.264,60.0303,WARNING,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057469,AST000040,2026-04-16 12:00:00,1303.114,39.798,1.698,59.9785,TRIP,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057470,AST000040,2026-04-16 13:00:00,1483.666,54.542,1.465,59.9724,TRIP,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057471,AST000040,2026-04-16 14:00:00,1102.35,42.557,1.626,60.0185,WARNING,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057472,AST000040,2026-04-16 15:00:00,828.314,56.04,1.505,60.0881,WARNING,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057474,AST000040,2026-04-16 17:00:00,1459.483,61.921,2.413,59.9513,TRIP,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057478,AST000040,2026-04-16 21:00:00,1832.229,60.507,1.386,59.9795,TRIP,2026-04-16,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057482,AST000040,2026-04-17 01:00:00,1145.856,39.161,1.2,60.0217,TRIP,2026-04-17,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057487,AST000040,2026-04-17 06:00:00,868.559,67.279,1.48,59.9821,WARNING,2026-04-17,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057488,AST000040,2026-04-17 07:00:00,670.57,43.917,1.233,60.0537,WARNING,2026-04-17,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057490,AST000040,2026-04-17 09:00:00,1273.792,81.803,0.668,60.0483,NORMAL,2026-04-17,SITE0005,Feeder,Medium,3405.37,True,False,False,True
AT0000057497,AST000040,2026-04-17 16:00:00,1140.38,62.847,2.36,59.979,WARNING,2026-04-17,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057498,AST000040,2026-04-17 17:00:00,1601.326,60.339,2.077,60.1399,WARNING,2026-04-17,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057500,AST000040,2026-04-17 19:00:00,1273.172,49.947,1.364,60.0413,TRIP,2026-04-17,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057509,AST000040,2026-04-18 04:00:00,988.875,76.403,1.978,60.0574,TRIP,2026-04-18,SITE0005,Feeder,Medium,3405.37,True,False,True,True
AT0000057510,AST000040,2026-04-18 05:00:00,1212.908,39.168,2.084,60.0023,WARNING,2026-04-18,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057511,AST000040,2026-04-18 06:00:00,1123.65,51.497,1.676,60.043,TRIP,2026-04-18,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057515,AST000040,2026-04-18 10:00:00,1011.58,53.262,1.215,59.9923,WARNING,2026-04-18,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057519,AST000040,2026-04-18 14:00:00,848.981,52.095,2.448,60.0056,TRIP,2026-04-18,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057520,AST000040,2026-04-18 15:00:00,1004.099,55.939,1.476,60.0043,TRIP,2026-04-18,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057521,AST000040,2026-04-18 16:00:00,1077.253,40.275,1.652,59.975,WARNING,2026-04-18,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057525,AST000040,2026-04-18 20:00:00,997.069,52.087,1.996,59.9766,WARNING,2026-04-18,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057528,AST000040,2026-04-18 23:00:00,914.209,48.127,2.378,59.9684,WARNING,2026-04-18,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057537,AST000040,2026-04-19 08:00:00,1393.879,36.333,1.817,59.9945,TRIP,2026-04-19,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057541,AST000040,2026-04-19 12:00:00,267.299,62.995,2.125,60.0265,TRIP,2026-04-19,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057542,AST000040,2026-04-19 13:00:00,1201.546,52.367,1.261,59.9582,WARNING,2026-04-19,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057544,AST000040,2026-04-19 15:00:00,1360.62,41.38,1.384,60.0015,TRIP,2026-04-19,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057549,AST000040,2026-04-19 20:00:00,1455.73,42.046,2.354,60.0405,WARNING,2026-04-19,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057552,AST000040,2026-04-19 23:00:00,1533.33,50.908,2.348,60.0654,TRIP,2026-04-19,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057553,AST000040,2026-04-20 00:00:00,1560.521,49.712,1.658,59.9581,TRIP,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057557,AST000040,2026-04-20 04:00:00,1678.974,51.423,1.999,59.9771,WARNING,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057559,AST000040,2026-04-20 06:00:00,810.465,40.825,1.666,59.997,WARNING,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057560,AST000040,2026-04-20 07:00:00,1249.962,37.701,1.706,60.0142,TRIP,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057564,AST000040,2026-04-20 11:00:00,934.052,43.524,1.157,59.9569,WARNING,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057565,AST000040,2026-04-20 12:00:00,1158.613,47.38,2.066,60.0547,TRIP,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057566,AST000040,2026-04-20 13:00:00,1355.351,46.116,1.746,60.0503,TRIP,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057569,AST000040,2026-04-20 16:00:00,869.978,50.575,1.947,60.0142,TRIP,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057573,AST000040,2026-04-20 20:00:00,1724.696,56.61,1.651,59.9729,TRIP,2026-04-20,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057579,AST000040,2026-04-21 02:00:00,1524.898,56.031,1.35,60.0015,WARNING,2026-04-21,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057580,AST000040,2026-04-21 03:00:00,142.487,30.834,1.41,60.0517,WARNING,2026-04-21,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057587,AST000040,2026-04-21 10:00:00,1557.786,62.1,1.474,60.0519,WARNING,2026-04-21,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057592,AST000040,2026-04-21 15:00:00,732.942,41.748,2.543,59.9628,TRIP,2026-04-21,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057595,AST000040,2026-04-21 18:00:00,2012.92,65.012,2.081,60.0532,TRIP,2026-04-21,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057600,AST000040,2026-04-21 23:00:00,1413.281,54.407,1.69,60.0157,WARNING,2026-04-21,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057605,AST000040,2026-04-22 04:00:00,1117.293,47.795,2.178,60.0434,TRIP,2026-04-22,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057606,AST000040,2026-04-22 05:00:00,949.54,58.772,1.274,60.0133,TRIP,2026-04-22,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057609,AST000040,2026-04-22 08:00:00,1074.192,31.107,2.067,59.9979,TRIP,2026-04-22,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057612,AST000040,2026-04-22 11:00:00,1323.548,44.661,2.397,60.0776,WARNING,2026-04-22,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057614,AST000040,2026-04-22 13:00:00,600.397,63.379,1.734,59.9778,TRIP,2026-04-22,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057615,AST000040,2026-04-22 14:00:00,1284.835,39.114,1.669,59.9978,TRIP,2026-04-22,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057617,AST000040,2026-04-22 16:00:00,988.37,59.679,1.288,60.0411,WARNING,2026-04-22,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057624,AST000040,2026-04-22 23:00:00,1728.498,57.409,1.887,60.0322,TRIP,2026-04-22,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057626,AST000040,2026-04-23 01:00:00,1437.588,40.934,1.926,59.946,WARNING,2026-04-23,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057629,AST000040,2026-04-23 04:00:00,1559.415,49.39,1.842,59.9531,WARNING,2026-04-23,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057635,AST000040,2026-04-23 10:00:00,1214.996,41.783,1.915,60.0037,TRIP,2026-04-23,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057638,AST000040,2026-04-23 13:00:00,1636.106,51.426,1.57,59.9461,TRIP,2026-04-23,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057649,AST000040,2026-04-24 00:00:00,1265.327,41.49,0.73,60.0034,WARNING,2026-04-24,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057661,AST000040,2026-04-24 12:00:00,1317.343,43.436,0.793,59.9512,WARNING,2026-04-24,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057665,AST000040,2026-04-24 16:00:00,1064.507,38.792,1.886,60.0442,TRIP,2026-04-24,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057673,AST000040,2026-04-25 00:00:00,1202.022,52.61,2.05,59.9678,TRIP,2026-04-25,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057683,AST000040,2026-04-25 10:00:00,755.109,36.076,0.936,60.0259,WARNING,2026-04-25,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057688,AST000040,2026-04-25 15:00:00,1865.838,35.756,2.261,59.9313,TRIP,2026-04-25,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057689,AST000040,2026-04-25 16:00:00,598.93,52.552,0.988,59.9647,WARNING,2026-04-25,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057695,AST000040,2026-04-25 22:00:00,1145.162,47.203,0.878,60.0407,TRIP,2026-04-25,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057698,AST000040,2026-04-26 01:00:00,867.353,63.198,1.992,59.9661,TRIP,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057700,AST000040,2026-04-26 03:00:00,962.156,30.666,1.164,59.9732,WARNING,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057703,AST000040,2026-04-26 06:00:00,1641.566,45.665,1.303,59.975,TRIP,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057706,AST000040,2026-04-26 09:00:00,721.253,51.355,2.053,59.9845,WARNING,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057710,AST000040,2026-04-26 13:00:00,597.966,48.701,1.322,60.0183,TRIP,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057713,AST000040,2026-04-26 16:00:00,1461.553,35.588,2.362,59.9734,WARNING,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057714,AST000040,2026-04-26 17:00:00,1158.071,33.969,1.283,60.0254,TRIP,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057715,AST000040,2026-04-26 18:00:00,1378.562,34.18,2.209,60.0281,WARNING,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057716,AST000040,2026-04-26 19:00:00,1051.338,51.477,2.864,60.0738,WARNING,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057717,AST000040,2026-04-26 20:00:00,432.366,70.951,2.005,59.9649,WARNING,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057718,AST000040,2026-04-26 21:00:00,1715.246,61.933,2.533,60.0195,WARNING,2026-04-26,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057724,AST000040,2026-04-27 03:00:00,2030.224,40.433,2.44,59.9602,WARNING,2026-04-27,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057730,AST000040,2026-04-27 09:00:00,1660.314,49.314,2.261,60.0486,WARNING,2026-04-27,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057733,AST000040,2026-04-27 12:00:00,905.389,30.339,2.045,60.0023,WARNING,2026-04-27,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057734,AST000040,2026-04-27 13:00:00,1234.484,32.786,2.298,59.9973,WARNING,2026-04-27,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057737,AST000040,2026-04-27 16:00:00,1291.732,45.888,2.164,59.9767,TRIP,2026-04-27,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057741,AST000040,2026-04-27 20:00:00,1826.827,54.591,2.248,59.9357,WARNING,2026-04-27,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057743,AST000040,2026-04-27 22:00:00,773.585,53.046,1.935,60.0743,TRIP,2026-04-27,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057745,AST000040,2026-04-28 00:00:00,1002.367,59.666,1.229,60.0806,TRIP,2026-04-28,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057747,AST000040,2026-04-28 02:00:00,1201.526,41.402,2.473,59.9952,WARNING,2026-04-28,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057750,AST000040,2026-04-28 05:00:00,1576.597,49.695,2.397,60.0115,WARNING,2026-04-28,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057755,AST000040,2026-04-28 10:00:00,1259.659,53.928,1.755,60.1381,TRIP,2026-04-28,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057764,AST000040,2026-04-28 19:00:00,990.161,37.329,2.62,60.1502,WARNING,2026-04-28,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057769,AST000040,2026-04-29 00:00:00,1455.732,53.15,0.983,60.0347,WARNING,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057771,AST000040,2026-04-29 02:00:00,1794.947,45.069,1.479,59.9545,WARNING,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057772,AST000040,2026-04-29 03:00:00,1549.964,46.169,2.874,60.0367,TRIP,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057773,AST000040,2026-04-29 04:00:00,1935.841,35.079,1.57,59.972,TRIP,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057775,AST000040,2026-04-29 06:00:00,755.262,54.973,2.314,60.0144,TRIP,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057776,AST000040,2026-04-29 07:00:00,1654.221,60.566,0.789,59.9315,TRIP,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057778,AST000040,2026-04-29 09:00:00,1488.913,46.807,1.175,59.9195,TRIP,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057783,AST000040,2026-04-29 14:00:00,1459.34,50.674,1.523,59.9773,WARNING,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057786,AST000040,2026-04-29 17:00:00,1684.858,57.208,2.107,60.02,WARNING,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057787,AST000040,2026-04-29 18:00:00,728.725,41.137,1.528,60.0423,WARNING,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057789,AST000040,2026-04-29 20:00:00,1253.009,61.037,1.565,60.0469,TRIP,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057791,AST000040,2026-04-29 22:00:00,1789.038,60.616,2.164,60.084,TRIP,2026-04-29,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057796,AST000040,2026-04-30 03:00:00,1131.653,43.572,3.039,59.9655,TRIP,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057797,AST000040,2026-04-30 04:00:00,787.152,33.223,2.633,59.9274,WARNING,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057798,AST000040,2026-04-30 05:00:00,1287.255,57.333,1.299,59.8991,WARNING,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057801,AST000040,2026-04-30 08:00:00,1465.837,47.769,1.44,59.9656,WARNING,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057802,AST000040,2026-04-30 09:00:00,1461.844,42.083,2.632,59.9772,TRIP,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057804,AST000040,2026-04-30 11:00:00,1030.286,47.628,1.044,60.0866,WARNING,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057805,AST000040,2026-04-30 12:00:00,1784.406,68.949,2.388,59.96,TRIP,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057806,AST000040,2026-04-30 13:00:00,1073.844,71.722,2.14,60.0698,TRIP,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057807,AST000040,2026-04-30 14:00:00,1431.604,44.156,1.808,59.9881,WARNING,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057808,AST000040,2026-04-30 15:00:00,1254.177,48.322,0.712,59.9647,WARNING,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057813,AST000040,2026-04-30 20:00:00,1134.208,51.132,0.769,59.9177,TRIP,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057814,AST000040,2026-04-30 21:00:00,1370.357,42.081,2.105,60.0018,TRIP,2026-04-30,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057819,AST000040,2026-05-01 02:00:00,1663.45,65.644,1.032,60.0806,TRIP,2026-05-01,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057827,AST000040,2026-05-01 10:00:00,890.466,54.928,2.044,59.9928,TRIP,2026-05-01,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057831,AST000040,2026-05-01 14:00:00,1379.698,44.608,1.608,60.1136,WARNING,2026-05-01,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057838,AST000040,2026-05-01 21:00:00,1375.912,35.975,0.925,60.031,TRIP,2026-05-01,SITE0005,Feeder,Medium,3405.37,False,False,True,True
AT0000057843,AST000040,2026-05-02 02:00:00,1069.77,40.889,1.264,59.999,WARNING,2026-05-02,SITE0005,Feeder,Medium,3405.37,False,False,True,True
