reading_date,site_id,site_type,region,grid_zone,generation_mwh,net_generation_mwh,curtailment_mwh,avg_capacity_factor,avg_wind_speed_mps,avg_solar_irradiance_wm2
2026-04-21,SITE0011,Wind Farm,West,ERCOT,1708.8035,1691.2993,17.5042,0.4374171909109153,6.292083333333333,354.63375
2026-04-21,SITE0012,Wind Farm,West,ERCOT,608.7605,592.2507,16.5098,0.405548338529592,5.273416666666667,378.5829166666667
2026-04-21,SITE0014,Wind Farm,West,MISO,1459.9611,1439.461,20.5001,0.41009129549606643,6.176749999999999,339.5421666666667
2026-04-21,SITE0015,Solar Farm,South,PJM,472.9573,453.5671,19.3902,0.40983599880764215,5.5175833333333335,310.5625
2026-04-21,SITE0017,Solar Farm,Midwest,PJM,724.3358,689.2796999999999,35.0561,0.38047802444856266,5.998916666666666,344.37533333333334
2026-04-21,SITE0019,Solar Farm,South,PJM,769.4745,752.3831,17.0914,0.40821274875542707,6.455125,346.4853333333333
2026-04-21,SITE0022,Solar Farm,West,PJM,697.1867,676.3578,20.8289,0.3614958602438225,5.718916666666666,373.83099999999996
2026-04-21,SITE0023,Battery Storage,South,PJM,-51.270300000000006,-87.9762,36.7059,0.24128750785148692,5.690708333333333,406.79962500000005
2026-04-21,SITE0024,Solar Farm,Midwest,CAISO,392.2611,370.1056,22.1555,0.38965818333532004,6.0845416666666665,338.662375
2026-04-21,SITE0025,Battery Storage,Northeast,CAISO,19.431400000000004,-3.340299999999992,22.7717,0.2854182011621245,5.776416666666667,434.98925
2026-04-21,SITE0028,Solar Farm,South,CAISO,629.7067,608.1652,21.5415,0.39017025542651224,6.2601249999999995,352.97262500000005
2026-04-21,SITE0029,Solar Farm,Midwest,CAISO,180.3491,152.45759999999999,27.8915,0.3955648698917373,5.078541666666667,367.1479583333333
2026-04-21,SITE0030,Wind Farm,West,CAISO,1340.0095000000001,1321.3229,18.6866,0.44843127136726396,5.952000000000001,365.15112500000004
2026-04-22,SITE0001,Solar Farm,Northeast,MISO,460.5539,434.481,26.0729,0.37531284633939627,6.15275,407.2461666666666
2026-04-22,SITE0002,Battery Storage,Northeast,SPP,103.73209999999999,85.0725,18.6596,0.3512955612617011,5.480083333333333,413.265375
2026-04-22,SITE0003,Solar Farm,West,SPP,351.93,327.84590000000003,24.0841,0.41391452846698845,5.973333333333333,349.08479166666666
2026-04-22,SITE0004,Solar Farm,Midwest,MISO,1106.6678,1086.9367,19.731099999999998,0.3922851532037375,6.832041666666666,460.1585416666667
2026-04-22,SITE0006,Solar Farm,South,CAISO,473.6805,439.2185,34.462,0.41212544372520354,5.589875,361.7829166666667
2026-04-22,SITE0007,Wind Farm,West,PJM,1162.3599,1139.8493,22.5106,0.4062581785696311,6.3053333333333335,408.59745833333335
2026-04-22,SITE0009,Battery Storage,West,CAISO,-18.5326,-30.411199999999997,11.8786,0.23902186388958876,6.9366666666666665,406.78191666666663
2026-04-22,SITE0011,Wind Farm,West,ERCOT,1496.9888,1466.3779,30.6109,0.38319715269842436,6.297999999999999,362.68024999999994
2026-04-22,SITE0012,Wind Farm,West,ERCOT,615.9621,600.2494,15.7127,0.41034595091534093,6.8535,442.092875
2026-04-22,SITE0014,Wind Farm,West,MISO,1391.4541,1369.4324,22.0217,0.3908482318414601,5.825708333333334,411.17704166666664
2026-04-22,SITE0015,Solar Farm,South,PJM,425.3938,399.0251,26.3687,0.36862036574882845,7.205458333333333,389.10566666666665
2026-04-22,SITE0017,Solar Farm,Midwest,PJM,782.5622,759.3907,23.1715,0.4110631006559678,5.711625000000001,361.5095833333333
2026-04-22,SITE0019,Solar Farm,South,PJM,694.5162,677.9896,16.5266,0.3684467348263964,5.325833333333333,321.81195833333334
2026-04-22,SITE0022,Solar Farm,West,PJM,729.965,708.4822,21.4828,0.3784916230084164,6.216875000000001,395.9849166666666
2026-04-22,SITE0023,Battery Storage,South,PJM,136.3118,115.71780000000001,20.594,0.37742691316626353,5.432666666666666,344.48262500000004
2026-04-22,SITE0024,Solar Farm,Midwest,CAISO,388.4554,364.1762,24.2792,0.38587773671871894,6.547875,387.5130833333333
2026-04-22,SITE0025,Battery Storage,Northeast,CAISO,-19.3032,-33.4478,14.1446,0.21952389720926424,5.681208333333333,351.93170833333335
2026-04-22,SITE0028,Solar Farm,South,CAISO,705.2605,681.6223,23.6382,0.4369838679296722,5.922166666666667,352.9237083333333
2026-04-22,SITE0029,Solar Farm,Midwest,CAISO,174.3485,157.3206,17.0279,0.3824035812672177,5.9465,376.1624583333333
2026-04-22,SITE0030,Wind Farm,West,CAISO,1175.0453,1149.0026,26.0427,0.3932263598079924,5.446625,432.109375
2026-04-23,SITE0001,Solar Farm,Northeast,MISO,468.778,450.0279,18.7501,0.38201479887867523,5.223583333333333,397.6372083333333
2026-04-23,SITE0002,Battery Storage,Northeast,SPP,-65.5296,-95.6103,30.0807,0.3199613629651061,5.379958333333334,409.86362499999996
2026-04-23,SITE0003,Solar Farm,West,SPP,356.961,334.1287,22.8323,0.4198316255962966,6.540791666666667,381.6526666666666
2026-04-23,SITE0004,Solar Farm,Midwest,MISO,1161.2712999999999,1134.4633,26.808,0.41164068370978485,5.6539166666666665,368.0382916666667
2026-04-23,SITE0006,Solar Farm,South,CAISO,456.88439999999997,437.9523,18.932100000000002,0.3975120066819795,6.267666666666667,308.7055833333333
2026-04-23,SITE0007,Wind Farm,West,PJM,1328.4616,1304.8679,23.5937,0.46431263665900535,6.763333333333333,408.00933333333336
2026-04-23,SITE0009,Battery Storage,West,CAISO,5.5428000000000015,-15.171100000000001,20.7139,0.32957434002407543,6.494916666666666,356.86383333333333
2026-04-23,SITE0011,Wind Farm,West,ERCOT,1775.7740000000001,1748.996,26.778,0.4545602082232625,6.377833333333334,381.31087499999995
2026-04-23,SITE0012,Wind Farm,West,ERCOT,591.9128000000001,570.2536,21.6592,0.3943246196072161,5.670750000000001,371.75875
2026-04-23,SITE0014,Wind Farm,West,MISO,1465.2669,1446.6267,18.6402,0.41158165191422236,5.860375,334.32866666666666
2026-04-23,SITE0015,Solar Farm,South,PJM,456.6212,432.3765,24.2447,0.39568012921831236,5.2515833333333335,403.602375
2026-04-23,SITE0017,Solar Farm,Midwest,PJM,749.3366,725.8541,23.4825,0.39361040723791757,6.384416666666667,345.16837499999997
2026-04-23,SITE0019,Solar Farm,South,PJM,732.5765,718.4118,14.1647,0.3886380467950921,5.943375,412.0742083333333
2026-04-23,SITE0022,Solar Farm,West,PJM,784.0392999999999,762.0305999999999,22.0087,0.40652950094782997,5.678249999999999,420.88191666666665
2026-04-23,SITE0023,Battery Storage,South,PJM,30.460099999999994,9.160599999999999,21.2995,0.1815775059226177,5.346291666666667,380.4917083333333
2026-04-23,SITE0024,Solar Farm,Midwest,CAISO,455.5969,433.18309999999997,22.4138,0.45257370763301147,6.364416666666667,363.08691666666664
2026-04-23,SITE0025,Battery Storage,Northeast,CAISO,15.3432,-12.220900000000004,27.5641,0.26984435101072096,6.836708333333333,344.8195
2026-04-23,SITE0028,Solar Farm,South,CAISO,594.0016,574.0846,19.917,0.36804714956305357,6.974291666666667,375.00691666666665
2026-04-23,SITE0029,Solar Farm,Midwest,CAISO,170.8864,140.1759,30.7105,0.37481005772841325,6.352708333333333,286.3585
2026-04-23,SITE0030,Wind Farm,West,CAISO,1112.1779999999999,1085.6551,26.5229,0.37218795428442925,5.806041666666666,388.90970833333336
2026-04-24,SITE0001,Solar Farm,Northeast,MISO,475.3995,450.994,24.4055,0.387410766673186,5.475583333333333,420.857375
2026-04-24,SITE0002,Battery Storage,Northeast,SPP,15.117200000000004,-9.550999999999995,24.6682,0.2386508984165446,5.327833333333333,378.9275
2026-04-24,SITE0003,Solar Farm,West,SPP,328.6774,302.3228,26.354599999999998,0.38656650765423733,5.996041666666667,407.1918333333333
2026-04-24,SITE0004,Solar Farm,Midwest,MISO,1074.4074,1060.8319,13.5755,0.3808496745927092,6.386875,373.30262500000003
2026-04-24,SITE0006,Solar Farm,South,CAISO,469.5177,448.97589999999997,20.541800000000002,0.40850360200459385,6.331583333333334,342.8679583333333
2026-04-24,SITE0007,Wind Farm,West,PJM,1109.6054,1080.2835,29.3219,0.3878198729455713,6.10775,432.41949999999997
2026-04-24,SITE0009,Battery Storage,West,CAISO,44.7971,23.0923,21.7048,0.3061032025979116,6.195875,385.49287499999997
2026-04-24,SITE0011,Wind Farm,West,ERCOT,1488.4188,1470.0455,18.3733,0.38100341577893276,5.913666666666667,376.99708333333336
2026-04-24,SITE0012,Wind Farm,West,ERCOT,584.4606,554.5216,29.939,0.3893600607562555,5.974625,339.5672083333333
2026-04-24,SITE0014,Wind Farm,West,MISO,1643.8562,1620.9828,22.8734,0.46174594560583904,6.924375,352.11550000000005
2026-04-24,SITE0015,Solar Farm,South,PJM,437.1985,416.7215,20.477,0.37884960000554585,6.977708333333333,369.18895833333335
2026-04-24,SITE0017,Solar Farm,Midwest,PJM,772.2715000000001,740.496,31.7755,0.4056576171686228,6.286791666666667,343.41837499999997
2026-04-24,SITE0019,Solar Farm,South,PJM,736.6876,720.8189,15.8687,0.3908190202144952,5.820916666666666,374.62212500000004
2026-04-24,SITE0022,Solar Farm,West,PJM,766.6682,738.8404,27.8278,0.39752247207323804,5.971916666666666,285.99712500000004
2026-04-24,SITE0023,Battery Storage,South,PJM,73.063,55.51749999999999,17.5455,0.27276782843944586,6.2156666666666665,340.78024999999997
2026-04-24,SITE0024,Solar Farm,Midwest,CAISO,372.4377,348.2872,24.1505,0.3699663249493384,5.6959583333333335,365.07216666666665
2026-04-24,SITE0025,Battery Storage,Northeast,CAISO,-77.6514,-100.0672,22.4158,0.2524245028234716,5.462875,352.585875
2026-04-24,SITE0028,Solar Farm,South,CAISO,685.7915,661.8353,23.9562,0.42492075235078636,7.106541666666666,428.85041666666666
2026-04-24,SITE0029,Solar Farm,Midwest,CAISO,165.6606,141.6453,24.0153,0.36334816023582667,5.040416666666666,369.8030416666666
2026-04-24,SITE0030,Wind Farm,West,CAISO,1338.7116,1317.2215,21.490099999999998,0.4479969319486945,7.1972916666666675,350.28229166666665
2026-04-25,SITE0001,Solar Farm,Northeast,MISO,485.7263,459.2841,26.4422,0.3958262435621618,6.390583333333333,333.95225
2026-04-25,SITE0002,Battery Storage,Northeast,SPP,142.9264,115.7869,27.1395,0.34424678878621845,6.498208333333333,354.68333333333334
2026-04-25,SITE0003,Solar Farm,West,SPP,352.6632,333.8053,18.8579,0.41477686510288764,6.881708333333333,352.1399166666667
2026-04-25,SITE0004,Solar Farm,Midwest,MISO,1037.8029,1015.9677,21.8352,0.3678743247267004,5.5681666666666665,341.7110833333333
2026-04-25,SITE0006,Solar Farm,South,CAISO,502.7148,480.8974,21.8174,0.4373867195656713,6.340958333333333,346.28425
2026-04-25,SITE0007,Wind Farm,West,PJM,1210.1609,1185.2828,24.8781,0.42296517886601687,5.9446666666666665,369.7095
2026-04-25,SITE0009,Battery Storage,West,CAISO,8.3645,-10.035499999999999,18.4,0.2943664091150863,6.0135000000000005,383.74441666666667
2026-04-25,SITE0011,Wind Farm,West,ERCOT,1787.5708,1766.108,21.462799999999998,0.45757993700877697,6.270208333333334,386.38658333333336
2026-04-25,SITE0012,Wind Farm,West,ERCOT,596.6713,572.8593,23.812,0.3974946705039038,5.6902083333333335,372.95345833333334
2026-04-25,SITE0014,Wind Farm,West,MISO,1592.1492,1576.1844,15.9648,0.44722186642577383,5.899875000000001,345.5722916666667
2026-04-25,SITE0015,Solar Farm,South,PJM,468.7011,450.7342,17.9669,0.4061478350386823,6.829875,368.824375
2026-04-25,SITE0017,Solar Farm,Midwest,PJM,681.4152,660.4584,20.9568,0.35793275594720325,5.644916666666667,375.2796666666666
2026-04-25,SITE0019,Solar Farm,South,PJM,648.2627,628.8814,19.3813,0.34390886076486593,6.389208333333333,372.5865416666666
2026-04-25,SITE0022,Solar Farm,West,PJM,825.2592999999999,802.7625,22.4968,0.42790234033109753,6.874874999999999,369.6985833333333
2026-04-25,SITE0023,Battery Storage,South,PJM,-116.45590000000001,-136.7486,20.2927,0.29079898462345005,6.730208333333334,400.6657916666666
2026-04-25,SITE0024,Solar Farm,Midwest,CAISO,418.114,394.4148,23.6992,0.41533953192672945,5.645958333333333,386.9316666666667
2026-04-25,SITE0025,Battery Storage,Northeast,CAISO,-21.838300000000004,-40.8323,18.994,0.3240364647270644,6.200541666666666,350.0082916666667
2026-04-25,SITE0028,Solar Farm,South,CAISO,606.5148,582.4536,24.0612,0.37580040745312054,6.5370833333333325,375.133125
2026-04-25,SITE0029,Solar Farm,Midwest,CAISO,173.8731,151.0818,22.7913,0.38136087276938463,5.644458333333334,338.40641666666664
2026-04-25,SITE0030,Wind Farm,West,CAISO,1289.2612,1267.672,21.5892,0.4314484628955872,6.15975,359.730625
2026-04-26,SITE0001,Solar Farm,Northeast,MISO,430.8611,409.4751,21.386,0.35111570180585433,6.227083333333333,410.00695833333333
2026-04-26,SITE0002,Battery Storage,Northeast,SPP,1.3433000000000064,-28.362899999999996,29.7062,0.3412589736171136,5.08125,394.60324999999995
2026-04-26,SITE0003,Solar Farm,West,SPP,307.3288,283.5594,23.7694,0.36145783347917315,6.1394166666666665,373.0095833333333
2026-04-26,SITE0004,Solar Farm,Midwest,MISO,1065.1539,1045.2884,19.8655,0.37756954783274493,5.4725,350.5272916666667
2026-04-26,SITE0006,Solar Farm,South,CAISO,426.9268,407.3682,19.5586,0.37144741421312727,6.0056666666666665,396.2022083333334
2026-04-26,SITE0007,Wind Farm,West,PJM,1308.5352,1291.9308,16.604400000000002,0.4573481302531582,5.976458333333333,403.65820833333333
2026-04-26,SITE0009,Battery Storage,West,CAISO,-21.8454,-48.4377,26.592299999999998,0.22432882618067804,4.919958333333334,386.19191666666666
2026-04-26,SITE0011,Wind Farm,West,ERCOT,1614.6475,1591.01,23.6375,0.4133152663611306,5.404875,363.9241666666667
2026-04-26,SITE0012,Wind Farm,West,ERCOT,691.7121,667.4591,24.253,0.46080961707570545,6.099291666666667,362.3527916666667
2026-04-26,SITE0014,Wind Farm,West,MISO,1577.9328,1557.5551,20.377699999999997,0.4432285943493532,5.665875,377.01079166666665
2026-04-26,SITE0015,Solar Farm,South,PJM,429.8665,406.7706,23.0959,0.37249613523555997,5.726,372.6660416666667
2026-04-26,SITE0017,Solar Farm,Midwest,PJM,781.3752999999999,753.7692,27.6061,0.4104396476011582,5.3851249999999995,378.473125
2026-04-26,SITE0019,Solar Farm,South,PJM,790.8974,765.1486,25.7488,0.4195777789095292,6.246333333333333,424.613875
2026-04-26,SITE0022,Solar Farm,West,PJM,746.1789,722.8446,23.3343,0.38689863612040964,6.822583333333333,286.3785833333333
2026-04-26,SITE0023,Battery Storage,South,PJM,21.052100000000003,-9.374699999999994,30.4268,0.38672511387747227,6.059583333333333,427.9505833333333
2026-04-26,SITE0024,Solar Farm,Midwest,CAISO,403.3476,377.8412,25.5064,0.40067111693884844,5.418625,346.77441666666664
2026-04-26,SITE0025,Battery Storage,Northeast,CAISO,-26.335799999999992,-51.23589999999999,24.9001,0.2382843829282265,6.999874999999999,376.32595833333335
2026-04-26,SITE0028,Solar Farm,South,CAISO,665.0865,638.135,26.9515,0.4120918033518224,5.923416666666667,399.22162499999996
2026-04-26,SITE0029,Solar Farm,Midwest,CAISO,194.8081,176.6844,18.1237,0.4272782105946553,6.115749999999999,323.2289583333333
2026-04-26,SITE0030,Wind Farm,West,CAISO,1255.202,1230.2275,24.9745,0.4200506255237239,5.7115,384.82354166666664
2026-04-27,SITE0001,Solar Farm,Northeast,MISO,473.0083,455.28340000000003,17.724899999999998,0.38546213899211157,5.406958333333333,410.9386666666667
2026-04-27,SITE0002,Battery Storage,Northeast,SPP,-71.1497,-96.1344,24.9847,0.24551884233558163,5.4874583333333335,418.47670833333336
2026-04-27,SITE0003,Solar Farm,West,SPP,322.5635,292.6336,29.9299,0.37937578212474476,6.1297500000000005,369.7236666666667
2026-04-27,SITE0004,Solar Farm,Midwest,MISO,1023.5728,990.9733,32.5995,0.3628301217973258,6.205125,404.008875
2026-04-27,SITE0006,Solar Farm,South,CAISO,424.4396,404.82959999999997,19.61,0.36928342729867053,5.884291666666667,421.7875833333333
2026-04-27,SITE0007,Wind Farm,West,PJM,1207.5781,1176.8729,30.7052,0.4220624605051979,6.255041666666667,386.3204166666667
2026-04-27,SITE0009,Battery Storage,West,CAISO,-0.9406999999999979,-30.828899999999997,29.8882,0.2662344979143921,6.886833333333333,362.96883333333335
2026-04-27,SITE0011,Wind Farm,West,ERCOT,1727.5313,1708.0401,19.4912,0.44221110762980165,5.9651250000000005,389.8245
2026-04-27,SITE0012,Wind Farm,West,ERCOT,679.3442,661.289,18.0552,0.4525702827297679,6.539375,341.93816666666663
2026-04-27,SITE0014,Wind Farm,West,MISO,1518.8399,1495.0067000000001,23.8332,0.4266298754412812,5.752291666666667,337.3770416666667
2026-04-27,SITE0015,Solar Farm,South,PJM,471.0007,453.8206,17.1801,0.408140528380889,6.280874999999999,350.11733333333336
2026-04-27,SITE0017,Solar Farm,Midwest,PJM,755.7113,728.5774,27.1339,0.3969589001088378,6.140458333333334,379.44825
2026-04-27,SITE0019,Solar Farm,South,PJM,661.4935,641.8815,19.612000000000002,0.3509279123854632,6.5,414.48016666666666
2026-04-27,SITE0022,Solar Farm,West,PJM,746.9718,726.5799999999999,20.3918,0.38730975995221445,5.6332916666666675,418.26325
2026-04-27,SITE0023,Battery Storage,South,PJM,122.64049999999999,92.8845,29.756,0.29530338887487567,6.130291666666667,429.52341666666666
2026-04-27,SITE0024,Solar Farm,Midwest,CAISO,425.8812,397.99649999999997,27.8847,0.4230551913219693,5.338375,376.6895833333333
2026-04-27,SITE0025,Battery Storage,Northeast,CAISO,-4.842700000000001,-29.373599999999996,24.5309,0.28887273406170716,5.350416666666667,357.52962499999995
2026-04-27,SITE0028,Solar Farm,South,CAISO,590.0388,564.4571,25.5817,0.36559177361071865,6.490666666666667,349.69420833333334
2026-04-27,SITE0029,Solar Farm,Midwest,CAISO,163.5024,142.3012,21.2012,0.3586145180818024,6.412875,363.69149999999996
2026-04-27,SITE0030,Wind Farm,West,CAISO,1229.8718000000001,1211.8724,17.9994,0.4115739290600144,6.173916666666667,358.23325
2026-04-28,SITE0001,Solar Farm,Northeast,MISO,489.932,462.8822,27.0498,0.39925353673642344,6.320458333333334,369.69291666666663
2026-04-28,SITE0002,Battery Storage,Northeast,SPP,79.94719999999998,59.38259999999999,20.5646,0.23042003459853047,5.303875000000001,373.73745833333334
2026-04-28,SITE0003,Solar Farm,West,SPP,309.885,279.7673,30.1177,0.36446425043046266,6.398666666666667,411.91445833333336
2026-04-28,SITE0004,Solar Farm,Midwest,MISO,1011.8064,981.1806,30.6258,0.35865923688800033,6.30925,402.8896666666667
2026-04-28,SITE0006,Solar Farm,South,CAISO,440.0672,426.04359999999997,14.0236,0.38288021159601865,6.032791666666667,301.57391666666666
2026-04-28,SITE0007,Wind Farm,West,PJM,1147.943,1125.6659,22.2771,0.40121930589807686,5.7080416666666665,384.32129166666664
2026-04-28,SITE0009,Battery Storage,West,CAISO,-4.5885,-29.9222,25.3337,0.23145873575767753,6.114666666666667,335.0685833333333
2026-04-28,SITE0011,Wind Farm,West,ERCOT,1487.441,1459.6208,27.8202,0.38075311986762833,6.46525,385.9340416666667
2026-04-28,SITE0012,Wind Farm,West,ERCOT,605.5559,582.3172,23.2387,0.4034134756308791,5.503875,382.39933333333335
2026-04-28,SITE0014,Wind Farm,West,MISO,1279.04,1251.5753,27.4647,0.3592720179950608,4.885625,344.35604166666667
2026-04-28,SITE0015,Solar Farm,South,PJM,426.3239,408.7539,17.57,0.36942633377700135,6.359083333333333,355.890625
2026-04-28,SITE0017,Solar Farm,Midwest,PJM,835.1429,808.2445,26.8984,0.43868261202089354,5.589125,390.75600000000003
2026-04-28,SITE0019,Solar Farm,South,PJM,667.3855,641.9415,25.444,0.35405366836004976,6.018916666666667,375.33279166666665
2026-04-28,SITE0022,Solar Farm,West,PJM,721.5224,699.8042,21.7182,0.37411407973386096,6.192958333333333,393.434875
2026-04-28,SITE0023,Battery Storage,South,PJM,115.1904,92.1103,23.0801,0.25413903190547554,6.6065000000000005,400.98525
2026-04-28,SITE0024,Solar Farm,Midwest,CAISO,344.5275,317.2375,27.29,0.3422413279294314,6.711541666666666,361.1304583333333
2026-04-28,SITE0025,Battery Storage,Northeast,CAISO,4.729900000000002,-14.446099999999994,19.176000000000002,0.24157216732138473,6.6555,349.8085833333334
2026-04-28,SITE0028,Solar Farm,South,CAISO,637.0256,615.1231,21.9025,0.39470509217263716,5.284583333333333,346.84904166666666
2026-04-28,SITE0029,Solar Farm,Midwest,CAISO,190.0112,174.1808,15.830400000000001,0.41675703181204055,5.657791666666667,377.8599166666667
2026-04-28,SITE0030,Wind Farm,West,CAISO,1224.3404,1202.0421000000001,22.2983,0.4097228580530992,6.71075,382.06675
2026-04-29,SITE0001,Solar Farm,Northeast,MISO,486.834,473.8826,12.9514,0.3967289262663798,6.293708333333334,414.3510833333333
2026-04-29,SITE0002,Battery Storage,Northeast,SPP,106.03229999999999,79.1357,26.8966,0.2654574510406683,6.136208333333333,377.2692916666667
2026-04-29,SITE0003,Solar Farm,West,SPP,358.3712,333.7529,24.618299999999998,0.4214902005062053,6.22075,350.14241666666663
2026-04-29,SITE0004,Solar Farm,Midwest,MISO,1021.5015,999.7831,21.7184,0.3620958994427666,5.327208333333333,388.5072916666666
2026-04-29,SITE0006,Solar Farm,South,CAISO,491.7231,471.3048,20.4183,0.4278233973689705,6.352374999999999,394.9293333333333
2026-04-29,SITE0007,Wind Farm,West,PJM,1132.3843,1112.404,19.9803,0.3957813609699085,6.621833333333334,408.1904583333333
2026-04-29,SITE0009,Battery Storage,West,CAISO,14.631799999999998,-8.609600000000002,23.2414,0.29279135522521765,5.5584999999999996,381.7198333333333
2026-04-29,SITE0011,Wind Farm,West,ERCOT,1831.5291,1808.408,23.1211,0.4688323227296743,6.108375,349.9343333333333
2026-04-29,SITE0012,Wind Farm,West,ERCOT,605.368,578.0769,27.2911,0.4032882990913209,6.401041666666667,380.0829166666667
2026-04-29,SITE0014,Wind Farm,West,MISO,1377.5788,1359.6535,17.9253,0.3869507720033887,6.385208333333334,353.65404166666667
2026-04-29,SITE0015,Solar Farm,South,PJM,422.9428,402.847,20.0958,0.3664964783850484,5.383,363.30766666666665
2026-04-29,SITE0017,Solar Farm,Midwest,PJM,759.6701,742.3666000000001,17.3035,0.3990383726451765,5.893666666666667,403.55016666666666
2026-04-29,SITE0019,Solar Farm,South,PJM,719.0637,707.5163,11.5474,0.3814693917826359,6.25425,367.4085416666667
2026-04-29,SITE0022,Solar Farm,West,PJM,797.7737999999999,775.8329,21.9409,0.41365092895630856,6.663833333333333,409.32625
2026-04-29,SITE0023,Battery Storage,South,PJM,20.0082,-3.992899999999999,24.0011,0.28564834735472894,5.971374999999999,367.27483333333333
2026-04-29,SITE0024,Solar Farm,Midwest,CAISO,395.0482,378.063,16.9852,0.3924267890491517,6.858583333333333,351.61787499999997
2026-04-29,SITE0025,Battery Storage,Northeast,CAISO,41.89739999999999,19.137099999999993,22.7603,0.2789326561093379,6.476583333333333,402.933375
2026-04-29,SITE0028,Solar Farm,South,CAISO,602.2334,576.6146,25.6188,0.3731476249250276,5.819416666666666,394.3188333333333
2026-04-29,SITE0029,Solar Farm,Midwest,CAISO,167.8315,144.8106,23.0209,0.3681096576652454,6.277875000000001,389.36079166666667
2026-04-29,SITE0030,Wind Farm,West,CAISO,1176.2358,1162.1479,14.0879,0.3936247580496189,5.067375,431.10762500000004
2026-04-30,SITE0001,Solar Farm,Northeast,MISO,470.9025,450.09499999999997,20.807499999999997,0.3837460884021122,5.629958333333334,429.7910416666667
2026-04-30,SITE0002,Battery Storage,Northeast,SPP,70.39460000000001,47.51700000000001,22.8776,0.2940921803704574,6.153166666666667,335.207875
2026-04-30,SITE0003,Solar Farm,West,SPP,312.5203,286.1024,26.4179,0.3675636990619207,6.287958333333333,362.8610416666666
2026-04-30,SITE0004,Solar Farm,Midwest,MISO,1121.6341,1099.5328,22.101300000000002,0.3975903200192834,5.986833333333333,413.38579166666665
2026-04-30,SITE0006,Solar Farm,South,CAISO,377.626,354.9459,22.6801,0.32855328182640775,6.276083333333333,426.95533333333333
2026-04-30,SITE0007,Wind Farm,West,PJM,1216.8114,1197.0685,19.7429,0.4252896052477058,5.96275,369.8453333333334
2026-04-30,SITE0009,Battery Storage,West,CAISO,-4.3758,-31.4679,27.0921,0.252427143696985,5.388333333333333,406.43812499999996
2026-04-30,SITE0011,Wind Farm,West,ERCOT,1777.5239,1758.1215,19.4024,0.4550081452402308,5.521541666666667,397.21041666666673
2026-04-30,SITE0012,Wind Farm,West,ERCOT,536.5952,511.3528,25.2424,0.35747275295120845,6.863125,359.188625
2026-04-30,SITE0014,Wind Farm,West,MISO,1441.9347,1411.8408,30.093899999999998,0.40502782515488384,5.535291666666667,411.80145833333336
2026-04-30,SITE0015,Solar Farm,South,PJM,426.8879,405.9644,20.9235,0.369915061836231,6.317875,350.90579166666663
2026-04-30,SITE0017,Solar Farm,Midwest,PJM,728.3829,716.6078,11.7751,0.3826038790766865,5.641333333333333,338.5365
2026-04-30,SITE0019,Solar Farm,South,PJM,675.5559,657.7610999999999,17.794800000000002,0.35838813485950016,5.823333333333333,363.2485
2026-04-30,SITE0022,Solar Farm,West,PJM,698.595,673.1023,25.4927,0.3622260729974241,5.404,389.9883333333333
2026-04-30,SITE0023,Battery Storage,South,PJM,188.7246,165.2535,23.4711,0.20070848850839054,4.882874999999999,402.28849999999994
2026-04-30,SITE0024,Solar Farm,Midwest,CAISO,399.2139,380.0335,19.1804,0.39656484682322085,5.9007499999999995,389.23104166666667
2026-04-30,SITE0025,Battery Storage,Northeast,CAISO,-84.9969,-104.7616,19.7647,0.29365652365169,5.588125000000001,383.0180833333333
2026-04-30,SITE0028,Solar Farm,South,CAISO,618.2685,594.7932,23.4753,0.38308307433788863,6.618666666666667,379.80383333333333
2026-04-30,SITE0029,Solar Farm,Midwest,CAISO,170.0134,151.1505,18.8629,0.37289528171114733,7.218875,334.55654166666665
2026-04-30,SITE0030,Wind Farm,West,CAISO,1255.3922,1232.821,22.5712,0.4201142755409917,6.080749999999999,389.653625
2026-05-01,SITE0001,Solar Farm,Northeast,MISO,449.5052,422.65590000000003,26.8493,0.3663090814264294,6.047041666666666,356.1818333333333
2026-05-01,SITE0002,Battery Storage,Northeast,SPP,35.730700000000006,17.1267,18.604,0.2537283081077497,6.081458333333334,322.25241666666665
2026-05-01,SITE0003,Solar Farm,West,SPP,329.3471,305.302,24.0451,0.38735416019796576,6.1827499999999995,405.5575416666666
2026-05-01,SITE0004,Solar Farm,Midwest,MISO,1257.105,1222.25,34.855,0.44561125526394146,6.223041666666667,343.2765
2026-05-01,SITE0006,Solar Farm,South,CAISO,421.6127,401.2323,20.3804,0.3668238845966451,5.4095,445.52437499999996
2026-05-01,SITE0007,Wind Farm,West,PJM,1185.9621,1171.374,14.588099999999999,0.41450741943060376,5.144458333333334,363.4476666666667
2026-05-01,SITE0009,Battery Storage,West,CAISO,-5.456000000000001,-27.370400000000004,21.9144,0.2797416085775874,6.43,375.1417916666667
2026-05-01,SITE0011,Wind Farm,West,ERCOT,1758.5673,1731.1866,27.3807,0.45015566060918816,5.301583333333333,366.93420833333334
2026-05-01,SITE0012,Wind Farm,West,ERCOT,620.5393,590.8433,29.695999999999998,0.4133952221067498,6.208875,390.967375
2026-05-01,SITE0014,Wind Farm,West,MISO,1567.0403999999999,1544.0729,22.9675,0.4401690070582525,5.967791666666667,346.96162499999997
2026-05-01,SITE0015,Solar Farm,South,PJM,420.0144,389.5914,30.423000000000002,0.36395890524914726,6.262250000000001,357.20116666666667
