generation_id,site_id,reading_ts,generation_mw,available_capacity_mw,curtailment_mw,source_system,reading_date,site_type,region,rated_capacity_mw,grid_zone,weather_ts,temperature_c,wind_speed_mps,solar_irradiance_wm2,humidity_pct,weather_condition,capacity_factor,net_generation_mw
GEN0000018564,SITE0019,2026-05-12 11:00:00,59.4901,73.9742,1.1734,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 11:00:00,29.687,4.184,647.892,62.663,Cloudy,0.7574400631517296,58.3167
GEN0000018565,SITE0019,2026-05-12 12:00:00,56.5158,69.3504,0.0938,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 12:00:00,14.678,8.252,838.402,70.656,Cloudy,0.7195706700958735,56.422
GEN0000018566,SITE0019,2026-05-12 13:00:00,57.0808,76.8144,2.2462,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 13:00:00,8.231,4.569,274.027,60.744,Snow,0.7267643651086695,54.8346
GEN0000018567,SITE0019,2026-05-12 14:00:00,54.04,70.4557,0.0,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 14:00:00,13.934,6.156,288.627,63.807,Clear,0.6880482805159089,54.04
GEN0000018568,SITE0019,2026-05-12 15:00:00,65.4248,75.5161,0.344,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 15:00:00,29.002,8.026,930.272,57.804,Clear,0.8330018716339238,65.08080000000001
GEN0000018569,SITE0019,2026-05-12 16:00:00,76.2357,77.4633,4.8396,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 16:00:00,18.623,5.088,268.589,62.835,Clear,0.9706484511274366,71.39609999999999
GEN0000018570,SITE0019,2026-05-12 17:00:00,58.4628,76.5885,1.1106,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 17:00:00,22.39,11.381,766.402,89.67,Rain,0.7443602704320037,57.3522
GEN0000018571,SITE0019,2026-05-12 18:00:00,59.3512,75.5726,4.0124,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 18:00:00,19.952,5.55,528.446,72.517,Clear,0.7556715600769025,55.3388
GEN0000018572,SITE0019,2026-05-12 19:00:00,2.5994,74.939,0.0,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 19:00:00,16.972,8.77,653.737,43.447,Snow,0.03309608994028597,2.5994
GEN0000018573,SITE0019,2026-05-12 20:00:00,0.0,78.1409,0.1311,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 20:00:00,22.369,4.961,0.0,62.973,Clear,0.0,-0.1311
GEN0000018574,SITE0019,2026-05-12 21:00:00,0.0,76.8109,1.2933,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 21:00:00,21.526,5.018,44.06,70.105,Storm,0.0,-1.2933
GEN0000018575,SITE0019,2026-05-12 22:00:00,0.0,71.2583,0.6917,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 22:00:00,19.849,5.822,71.048,54.442,Clear,0.0,-0.6917
GEN0000018576,SITE0019,2026-05-12 23:00:00,11.4335,70.9533,0.6023,scada,2026-05-12,Solar Farm,South,78.541,PJM,2026-05-12 23:00:00,5.929,5.184,279.029,90.802,Snow,0.14557364943150713,10.8312
GEN0000018577,SITE0019,2026-05-13 00:00:00,11.612,76.3297,1.3961,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 00:00:00,22.23,6.256,0.0,52.58,Snow,0.14784634776740813,10.2159
GEN0000018578,SITE0019,2026-05-13 01:00:00,1.7484,77.5623,0.0875,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 01:00:00,34.919,8.145,32.384,63.664,Clear,0.022260984708623522,1.6609
GEN0000018579,SITE0019,2026-05-13 02:00:00,0.0,72.1969,1.3094,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 02:00:00,28.612,6.306,0.0,81.322,Cloudy,0.0,-1.3094
GEN0000018580,SITE0019,2026-05-13 03:00:00,1.3538,70.453,0.9063,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 03:00:00,23.401,5.771,34.066,58.735,Rain,0.01723685718287264,0.4474999999999999
GEN0000018581,SITE0019,2026-05-13 04:00:00,0.0,78.1161,0.0,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 04:00:00,27.192,6.451,212.865,42.06,Cloudy,0.0,0.0
GEN0000018582,SITE0019,2026-05-13 05:00:00,20.376,74.8159,1.5216,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 05:00:00,5.986,5.16,0.0,91.478,Snow,0.2594313797889001,18.854400000000002
GEN0000018583,SITE0019,2026-05-13 06:00:00,0.0,74.4962,0.0,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 06:00:00,13.147,5.829,628.05,64.372,Storm,0.0,0.0
GEN0000018584,SITE0019,2026-05-13 07:00:00,62.4601,75.5347,2.1897,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 07:00:00,10.119,4.234,647.938,59.467,Clear,0.7952547077322673,60.270399999999995
GEN0000018585,SITE0019,2026-05-13 08:00:00,57.5483,75.8099,0.0,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 08:00:00,2.166,8.034,634.085,28.627,Cloudy,0.7327166702741243,57.5483
GEN0000018586,SITE0019,2026-05-13 09:00:00,56.0938,77.0763,0.0,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 09:00:00,14.983,3.804,624.988,43.298,Clear,0.714197680192511,56.0938
GEN0000018587,SITE0019,2026-05-13 10:00:00,78.541,69.9182,0.5773,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 10:00:00,21.832,6.064,545.442,65.0,Storm,1.0,77.9637
GEN0000018588,SITE0019,2026-05-13 11:00:00,61.3145,70.6783,1.3075,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 11:00:00,33.896,5.515,829.248,90.487,Clear,0.7806686953311011,60.007000000000005
GEN0000018589,SITE0019,2026-05-13 12:00:00,51.5748,74.8656,0.0883,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 12:00:00,23.984,2.277,619.854,55.313,Storm,0.6566608522937065,51.48650000000001
GEN0000018590,SITE0019,2026-05-13 13:00:00,51.6263,69.5877,2.7819,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 13:00:00,22.293,8.165,596.598,54.328,Cloudy,0.6573165607771737,48.8444
GEN0000018591,SITE0019,2026-05-13 14:00:00,70.727,72.1967,0.0,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 14:00:00,12.585,7.103,640.168,40.966,Cloudy,0.9005105613628551,70.727
GEN0000018592,SITE0019,2026-05-13 15:00:00,36.3504,76.0185,1.1987,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 15:00:00,19.103,8.144,550.112,75.254,Storm,0.4628206923772297,35.1517
GEN0000018593,SITE0019,2026-05-13 16:00:00,74.3742,78.5339,1.4852,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 16:00:00,19.704,8.055,506.447,10.0,Storm,0.9469474541958978,72.889
GEN0000018594,SITE0019,2026-05-13 17:00:00,43.3597,70.2189,0.1317,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 17:00:00,28.775,7.336,547.77,86.428,Rain,0.5520645268076546,43.227999999999994
GEN0000018595,SITE0019,2026-05-13 18:00:00,77.9829,70.2467,0.0,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 18:00:00,21.602,4.51,913.423,69.853,Cloudy,0.9928941571917852,77.9829
GEN0000018596,SITE0019,2026-05-13 19:00:00,0.0425,69.1986,0.8115,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 19:00:00,16.496,7.377,523.15,80.693,Clear,0.0005411186514049987,-0.769
GEN0000018597,SITE0019,2026-05-13 20:00:00,0.0,70.3921,1.8212,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 20:00:00,4.597,7.069,0.0,87.323,Clear,0.0,-1.8212
GEN0000018598,SITE0019,2026-05-13 21:00:00,12.8767,72.9074,0.7621,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 21:00:00,32.597,5.518,0.0,64.577,Snow,0.16394876561286462,12.1146
GEN0000018599,SITE0019,2026-05-13 22:00:00,2.4683,71.4678,0.0,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 22:00:00,23.937,3.774,40.383,38.046,Clear,0.031426898053246076,2.4683
GEN0000018600,SITE0019,2026-05-13 23:00:00,13.9666,74.6152,2.757,scada,2026-05-13,Solar Farm,South,78.541,PJM,2026-05-13 23:00:00,12.571,4.452,0.0,34.219,Clear,0.1778255942756013,11.2096
GEN0000018601,SITE0019,2026-05-14 00:00:00,0.0,73.9578,1.7072,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 00:00:00,21.532,4.169,0.0,50.039,Storm,0.0,-1.7072
GEN0000018602,SITE0019,2026-05-14 01:00:00,11.4506,73.6834,1.4131,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 01:00:00,17.588,2.406,119.492,74.392,Snow,0.14579137011242535,10.0375
GEN0000018603,SITE0019,2026-05-14 02:00:00,3.1065,73.1694,0.0,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 02:00:00,21.116,8.2,0.0,67.768,Clear,0.039552590366814785,3.1065
GEN0000018604,SITE0019,2026-05-14 03:00:00,0.0,71.5077,1.4662,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 03:00:00,-2.432,7.615,112.621,88.948,Clear,0.0,-1.4662
GEN0000018605,SITE0019,2026-05-14 04:00:00,4.6679,75.0394,3.0974,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 04:00:00,23.084,5.025,109.457,59.867,Storm,0.05943265300925632,1.5705000000000005
GEN0000018606,SITE0019,2026-05-14 05:00:00,0.0,70.3057,0.5254,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 05:00:00,25.499,4.421,14.029,56.4,Clear,0.0,-0.5254
GEN0000018607,SITE0019,2026-05-14 06:00:00,0.0,72.8548,0.1961,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 06:00:00,12.543,5.328,457.779,59.199,Rain,0.0,-0.1961
GEN0000018608,SITE0019,2026-05-14 07:00:00,69.641,71.2913,1.176,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 07:00:00,29.995,7.652,596.583,75.712,Cloudy,0.8866833882940122,68.465
GEN0000018609,SITE0019,2026-05-14 08:00:00,71.2612,77.1532,0.0,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 08:00:00,20.077,7.492,500.383,62.272,Storm,0.9073121045059269,71.2612
GEN0000018610,SITE0019,2026-05-14 09:00:00,65.8405,70.9826,1.6395,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 09:00:00,13.758,6.222,777.057,45.679,Snow,0.8382946486548428,64.20100000000001
GEN0000018611,SITE0019,2026-05-14 10:00:00,59.8217,69.2472,0.0,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 10:00:00,18.877,6.136,521.447,61.715,Snow,0.761662061853045,59.8217
GEN0000018612,SITE0019,2026-05-14 11:00:00,70.0118,75.3514,0.8717,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 11:00:00,12.771,6.15,640.162,87.672,Storm,0.8914044893749761,69.14009999999999
GEN0000018613,SITE0019,2026-05-14 12:00:00,52.5822,75.4687,0.0,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 12:00:00,42.124,2.647,341.506,85.228,Clear,0.6694872741625394,52.5822
GEN0000018614,SITE0019,2026-05-14 13:00:00,29.879,73.7883,1.8038,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 13:00:00,16.18,2.489,548.135,74.273,Snow,0.3804255102430578,28.075200000000002
GEN0000018615,SITE0019,2026-05-14 14:00:00,41.9404,74.1004,1.1644,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 14:00:00,12.961,3.102,511.308,64.934,Storm,0.5339937102914402,40.775999999999996
GEN0000018616,SITE0019,2026-05-14 15:00:00,46.5857,74.4994,0.0,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 15:00:00,21.965,7.472,469.587,86.373,Cloudy,0.5931386155001847,46.5857
GEN0000018617,SITE0019,2026-05-14 16:00:00,55.9226,71.6846,2.1973,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 16:00:00,19.455,5.175,831.129,42.677,Clear,0.712017926942616,53.725300000000004
GEN0000018618,SITE0019,2026-05-14 17:00:00,65.6945,75.5652,0.1591,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 17:00:00,33.395,8.887,515.923,58.866,Cloudy,0.8364357469347221,65.53540000000001
GEN0000018619,SITE0019,2026-05-14 18:00:00,56.7182,78.2437,0.0,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 18:00:00,27.432,2.738,622.344,53.745,Clear,0.7221476680969175,56.7182
GEN0000018620,SITE0019,2026-05-14 19:00:00,14.8621,77.9118,0.8366,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 19:00:00,11.389,6.36,837.533,77.114,Cloudy,0.18922728256579366,14.0255
GEN0000018621,SITE0019,2026-05-14 20:00:00,0.0,72.9988,0.0,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 20:00:00,13.822,5.614,0.0,54.804,Storm,0.0,0.0
GEN0000018622,SITE0019,2026-05-14 21:00:00,0.2974,69.931,0.228,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 21:00:00,6.479,3.588,245.262,43.147,Clear,0.0037865573394787436,0.06939999999999999
GEN0000018623,SITE0019,2026-05-14 22:00:00,0.0,78.061,0.9419,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 22:00:00,24.763,6.612,0.0,81.734,Snow,0.0,-0.9419
GEN0000018624,SITE0019,2026-05-14 23:00:00,0.0,74.3139,0.0,scada,2026-05-14,Solar Farm,South,78.541,PJM,2026-05-14 23:00:00,22.315,6.643,0.0,43.5,Clear,0.0,0.0
GEN0000018625,SITE0019,2026-05-15 00:00:00,0.0,76.1694,1.6455,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 00:00:00,11.58,4.538,0.0,58.691,Clear,0.0,-1.6455
GEN0000018626,SITE0019,2026-05-15 01:00:00,10.1733,75.5423,0.7012,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 01:00:00,15.156,4.842,85.253,68.713,Rain,0.12952852650208171,9.4721
GEN0000018627,SITE0019,2026-05-15 02:00:00,1.4456,75.7713,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 02:00:00,18.563,7.325,307.39,75.019,Cloudy,0.018405673469907437,1.4456
GEN0000018628,SITE0019,2026-05-15 03:00:00,0.0,74.9004,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 03:00:00,23.579,8.011,0.0,54.953,Snow,0.0,0.0
GEN0000018629,SITE0019,2026-05-15 04:00:00,6.8111,75.0682,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 04:00:00,18.439,6.777,0.0,66.736,Clear,0.08672031168434322,6.8111
GEN0000018630,SITE0019,2026-05-15 05:00:00,0.0,73.2202,0.8398,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 05:00:00,7.84,10.737,123.916,62.098,Storm,0.0,-0.8398
GEN0000018631,SITE0019,2026-05-15 06:00:00,18.8043,71.4615,0.6358,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 06:00:00,13.478,10.79,726.472,62.836,Clear,0.23942017544976513,18.1685
GEN0000018632,SITE0019,2026-05-15 07:00:00,78.541,76.7253,0.1007,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 07:00:00,27.884,2.435,697.809,71.041,Clear,1.0,78.4403
GEN0000018633,SITE0019,2026-05-15 08:00:00,62.3755,72.508,0.6515,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 08:00:00,13.169,7.357,737.266,78.985,Snow,0.7941775633108823,61.724000000000004
GEN0000018634,SITE0019,2026-05-15 09:00:00,69.9866,77.5798,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 09:00:00,21.465,8.275,696.932,73.902,Storm,0.8910836378452018,69.9866
GEN0000018635,SITE0019,2026-05-15 10:00:00,38.013,76.7952,2.6122,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 10:00:00,6.253,5.045,542.918,68.572,Clear,0.48398925402019327,35.4008
GEN0000018636,SITE0019,2026-05-15 11:00:00,52.9959,76.4473,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 11:00:00,20.195,4.74,703.45,77.82,Clear,0.6747545867763334,52.9959
GEN0000018637,SITE0019,2026-05-15 12:00:00,39.0707,72.2397,1.0679,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 12:00:00,21.782,8.131,790.565,61.051,Rain,0.4974561057282184,38.0028
GEN0000018638,SITE0019,2026-05-15 13:00:00,38.3628,75.6544,2.2629,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 13:00:00,17.222,4.459,702.283,53.262,Snow,0.4884429788263455,36.0999
GEN0000018639,SITE0019,2026-05-15 14:00:00,51.8438,73.0399,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 14:00:00,11.874,6.673,776.746,38.125,Clear,0.6600858150520111,51.8438
GEN0000018640,SITE0019,2026-05-15 15:00:00,67.496,73.3252,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 15:00:00,13.368,9.091,502.821,97.799,Clear,0.8593728116525127,67.496
GEN0000018641,SITE0019,2026-05-15 16:00:00,56.2881,75.2812,0.4608,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 16:00:00,12.225,4.963,605.446,74.555,Rain,0.716671547344699,55.8273
GEN0000018642,SITE0019,2026-05-15 17:00:00,58.3378,76.4986,0.0488,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 17:00:00,7.937,9.343,641.353,48.989,Snow,0.7427687449866949,58.289
GEN0000018643,SITE0019,2026-05-15 18:00:00,33.4426,75.777,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 18:00:00,8.635,5.124,701.169,52.202,Clear,0.42579799085827785,33.4426
GEN0000018644,SITE0019,2026-05-15 19:00:00,14.89,71.0324,2.2001,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 19:00:00,11.198,5.772,613.404,39.095,Storm,0.1895825110451866,12.689900000000002
GEN0000018645,SITE0019,2026-05-15 20:00:00,0.0,74.8473,0.0,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 20:00:00,8.718,2.907,0.0,50.822,Snow,0.0,0.0
GEN0000018646,SITE0019,2026-05-15 21:00:00,11.9215,73.2317,1.1462,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 21:00:00,17.35,7.231,0.0,36.382,Clear,0.15178696476999276,10.7753
GEN0000018647,SITE0019,2026-05-15 22:00:00,0.0,73.9481,1.6944,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 22:00:00,20.163,4.967,0.0,55.125,Clear,0.0,-1.6944
GEN0000018648,SITE0019,2026-05-15 23:00:00,0.0,76.6655,2.2728,scada,2026-05-15,Solar Farm,South,78.541,PJM,2026-05-15 23:00:00,25.479,9.711,0.0,48.504,Clear,0.0,-2.2728
GEN0000018649,SITE0019,2026-05-16 00:00:00,0.0,74.7337,0.4338,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 00:00:00,17.281,6.91,0.0,45.41,Storm,0.0,-0.4338
GEN0000018650,SITE0019,2026-05-16 01:00:00,2.8165,70.149,0.4997,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 01:00:00,15.864,4.264,34.384,68.727,Rain,0.03586025133369832,2.3168
GEN0000018651,SITE0019,2026-05-16 02:00:00,17.2256,76.6539,0.0,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 02:00:00,13.128,5.561,0.0,62.847,Clear,0.21931984568569282,17.2256
GEN0000018652,SITE0019,2026-05-16 03:00:00,16.16,69.3413,0.0,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 03:00:00,30.117,2.436,0.0,69.416,Clear,0.2057524095695242,16.16
GEN0000018653,SITE0019,2026-05-16 04:00:00,0.0,74.2769,1.0237,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 04:00:00,20.858,8.214,0.0,34.729,Cloudy,0.0,-1.0237
GEN0000018654,SITE0019,2026-05-16 05:00:00,0.292,73.2162,0.9198,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 05:00:00,24.834,3.79,0.0,52.673,Rain,0.0037178034402414024,-0.6277999999999999
GEN0000018655,SITE0019,2026-05-16 06:00:00,3.1767,76.346,0.3969,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 06:00:00,16.414,5.726,408.388,57.425,Rain,0.04044639105690022,2.7798
GEN0000018656,SITE0019,2026-05-16 07:00:00,45.1374,72.0589,0.8622,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 07:00:00,27.293,4.72,750.82,50.704,Clear,0.5746985650806585,44.2752
GEN0000018657,SITE0019,2026-05-16 08:00:00,73.0104,72.8222,1.5099,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 08:00:00,28.75,9.339,491.32,43.511,Snow,0.9295832749774005,71.5005
GEN0000018658,SITE0019,2026-05-16 09:00:00,42.3851,72.3831,0.0,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 09:00:00,16.765,3.247,518.377,90.182,Snow,0.5396557212156708,42.3851
GEN0000018659,SITE0019,2026-05-16 10:00:00,50.4727,72.2824,2.28,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 10:00:00,7.403,9.482,649.967,79.894,Rain,0.6426286907475077,48.1927
GEN0000018660,SITE0019,2026-05-16 11:00:00,56.9781,75.9919,0.912,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 11:00:00,11.713,7.215,444.77,68.307,Clear,0.7254567678028037,56.0661
GEN0000018661,SITE0019,2026-05-16 12:00:00,60.7001,73.0174,0.2883,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 12:00:00,12.447,3.15,614.337,34.498,Rain,0.7728460294623191,60.4118
GEN0000018662,SITE0019,2026-05-16 13:00:00,66.4865,78.0758,0.7491,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 13:00:00,12.414,6.178,705.505,84.564,Clear,0.8465196521561988,65.73740000000001
GEN0000018663,SITE0019,2026-05-16 14:00:00,29.803,73.0559,1.1039,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 14:00:00,15.339,5.522,526.724,67.857,Clear,0.37945786277231003,28.6991
GEN0000018664,SITE0019,2026-05-16 15:00:00,44.5229,70.7373,0.8185,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 15:00:00,20.588,8.116,862.763,67.749,Cloudy,0.5668746259915204,43.7044
GEN0000018665,SITE0019,2026-05-16 16:00:00,51.8442,70.6262,0.0,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 16:00:00,25.784,3.466,601.351,83.762,Storm,0.660090907933436,51.8442
GEN0000018666,SITE0019,2026-05-16 17:00:00,67.61,70.6714,2.0557,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 17:00:00,1.019,6.113,599.345,46.499,Cloudy,0.8608242828586343,65.5543
GEN0000018667,SITE0019,2026-05-16 18:00:00,45.5383,77.2312,0.0,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 18:00:00,19.409,5.409,1002.221,41.462,Clear,0.5798029054888529,45.5383
GEN0000018668,SITE0019,2026-05-16 19:00:00,0.0,73.2491,1.7484,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 19:00:00,30.812,14.405,1003.613,80.356,Clear,0.0,-1.7484
GEN0000018669,SITE0019,2026-05-16 20:00:00,0.9169,72.6349,0.4449,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 20:00:00,15.909,9.777,0.0,33.737,Cloudy,0.011674157446429254,0.47200000000000003
GEN0000018670,SITE0019,2026-05-16 21:00:00,2.9499,72.9451,2.4954,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 21:00:00,12.056,3.698,214.899,52.028,Cloudy,0.0375587272889319,0.4544999999999999
GEN0000018671,SITE0019,2026-05-16 22:00:00,0.0,71.7001,0.0,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 22:00:00,17.728,6.513,150.627,87.301,Cloudy,0.0,0.0
GEN0000018672,SITE0019,2026-05-16 23:00:00,0.0,70.102,0.3979,scada,2026-05-16,Solar Farm,South,78.541,PJM,2026-05-16 23:00:00,-0.935,5.322,0.0,72.087,Clear,0.0,-0.3979
GEN0000018673,SITE0019,2026-05-17 00:00:00,0.0,71.9874,0.0,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 00:00:00,24.333,5.551,10.28,43.016,Rain,0.0,0.0
GEN0000018674,SITE0019,2026-05-17 01:00:00,0.0,74.4532,0.0,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 01:00:00,18.03,6.814,0.0,82.745,Snow,0.0,0.0
GEN0000018675,SITE0019,2026-05-17 02:00:00,0.0,76.6641,1.3167,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 02:00:00,10.652,10.957,0.0,70.581,Snow,0.0,-1.3167
GEN0000018676,SITE0019,2026-05-17 03:00:00,0.0,71.9924,0.0,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 03:00:00,34.467,3.06,122.939,52.422,Cloudy,0.0,0.0
GEN0000018677,SITE0019,2026-05-17 04:00:00,0.7499,73.1228,0.0,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 04:00:00,22.82,5.759,0.0,43.488,Storm,0.00954787945149667,0.7499
GEN0000018678,SITE0019,2026-05-17 05:00:00,21.019,75.026,0.0056,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 05:00:00,20.307,2.611,0.0,100.0,Rain,0.2676181866795686,21.013399999999997
GEN0000018679,SITE0019,2026-05-17 06:00:00,5.7718,69.6328,1.324,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 06:00:00,15.475,1.77,462.241,75.38,Storm,0.07348773252186756,4.4478
GEN0000018680,SITE0019,2026-05-17 07:00:00,73.4567,78.2828,2.5309,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 07:00:00,19.399,8.216,708.674,65.984,Cloudy,0.9352656574273309,70.9258
GEN0000018681,SITE0019,2026-05-17 08:00:00,49.7956,72.4772,1.7091,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 08:00:00,20.834,2.462,701.665,87.376,Clear,0.6340077157153589,48.0865
GEN0000018682,SITE0019,2026-05-17 09:00:00,63.7528,73.6607,1.8749,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 09:00:00,27.626,5.607,773.657,61.301,Storm,0.811713627277473,61.877900000000004
GEN0000018683,SITE0019,2026-05-17 10:00:00,67.1276,74.9531,0.0543,scada,2026-05-17,Solar Farm,South,78.541,PJM,2026-05-17 10:00:00,2.589,9.726,651.519,48.799,Clear,0.8546822678600986,67.0733
