reading_date,region,segment,meter_count,customer_count,consumption_kwh,peak_demand_kw,estimated_reading_count
2026-05-14,Midwest,Municipal,6,6,11061.6242,503.6613,25
2026-05-14,Midwest,Residential,7,6,9110.9224,564.8182,33
2026-05-14,Midwest,Unknown,6,6,218129.3892,156.049,33
2026-05-14,Northeast,Commercial,4,4,16936.8476,396.3978,20
2026-05-14,Northeast,Industrial,9,9,71877.722,676.3606,44
2026-05-14,Northeast,Municipal,8,7,1055590.3445,470.7682,37
2026-05-14,Northeast,Residential,11,9,34648.5453,558.4526,48
2026-05-14,Northeast,Unknown,6,6,1655.4466,58.768,25
2026-05-14,South,Commercial,10,8,548001.5745,465.5636,38
2026-05-14,South,Industrial,9,9,28192.3692,87.4001,39
2026-05-14,South,Municipal,5,5,14315.8316,103.7054,13
2026-05-14,South,Residential,14,14,274956.6101,469.3501,52
2026-05-14,South,Unknown,8,8,619224.0853,321.7881,29
2026-05-14,West,Commercial,22,18,53648.5745,635.3803,83
2026-05-14,West,Industrial,9,9,33757.2993,372.836,40
2026-05-14,West,Municipal,11,10,79132.3321,464.7661,47
2026-05-14,West,Residential,10,9,72212.5193,442.2832,31
2026-05-14,West,Unknown,10,8,24089.2535,600.1394,42
2026-05-15,Midwest,Commercial,7,7,118976.17569999999,127.2246,28
2026-05-15,Midwest,Industrial,8,8,4828.2445,261.6981,26
2026-05-15,Midwest,Municipal,6,6,11562.2698,511.9277,12
2026-05-15,Midwest,Residential,7,6,9085.4477,624.5917,23
2026-05-15,Midwest,Unknown,6,6,226126.6441,186.9107,26
2026-05-15,Northeast,Commercial,4,4,17687.6632,416.1481,10
2026-05-15,Northeast,Industrial,9,9,73234.7081,695.6752,35
2026-05-15,Northeast,Municipal,8,7,1060988.2751,543.4682,32
2026-05-15,Northeast,Residential,11,9,34295.7823,591.9245,42
2026-05-15,Northeast,Unknown,6,6,1667.9998,62.022,22
2026-05-15,South,Commercial,10,8,547574.3809,506.7233,40
2026-05-15,South,Industrial,9,9,26007.8225,92.4148,31
2026-05-15,South,Municipal,5,5,14374.5526,94.3215,18
2026-05-15,South,Residential,14,14,282336.0608,491.4966,43
2026-05-15,South,Unknown,8,8,616936.1398,372.1094,38
2026-05-15,West,Commercial,22,18,52699.149,628.9211,88
2026-05-15,West,Industrial,9,9,34288.200600000004,414.8386,36
2026-05-15,West,Municipal,11,10,74437.2611,531.1439,45
2026-05-15,West,Residential,10,9,69778.04579999999,420.6162,36
2026-05-15,West,Unknown,10,8,23910.0826,528.4202,34
2026-05-16,Midwest,Commercial,7,7,93466.8309,95.6878,27
2026-05-16,Midwest,Industrial,8,8,4171.8287,240.4592,33
2026-05-16,Midwest,Municipal,6,6,9017.2169,360.2286,24
2026-05-16,Midwest,Residential,7,6,7226.8679,423.909,38
2026-05-16,Midwest,Unknown,6,6,178436.7085,145.3651,30
2026-05-16,Northeast,Commercial,4,4,13930.836299999999,323.3181,19
2026-05-16,Northeast,Industrial,9,9,55264.2411,443.8303,35
2026-05-16,Northeast,Municipal,8,7,834662.4967,373.2276,39
2026-05-16,Northeast,Residential,11,9,27082.1726,674.0727,53
2026-05-16,Northeast,Unknown,6,6,1294.8461,45.5579,18
2026-05-16,South,Commercial,10,8,456653.9835,451.1227,41
2026-05-16,South,Industrial,9,9,21626.6132,74.5022,44
2026-05-16,South,Municipal,5,5,12600.0093,87.3938,14
2026-05-16,South,Residential,14,14,215442.3045,405.7499,41
2026-05-16,South,Unknown,8,8,477371.7583,265.0861,23
2026-05-16,West,Commercial,22,18,44207.1242,407.4182,87
2026-05-16,West,Industrial,9,9,27505.3574,297.6781,28
2026-05-16,West,Municipal,11,10,62119.6789,389.7998,43
2026-05-16,West,Residential,10,9,60454.5617,379.8289,37
2026-05-16,West,Unknown,10,8,19097.6855,531.0729,37
2026-05-17,Midwest,Commercial,7,7,92685.3711,90.5063,30
2026-05-17,Midwest,Industrial,8,8,3661.0275,205.147,38
2026-05-17,Midwest,Municipal,6,6,9244.2688,437.0489,23
2026-05-17,Midwest,Residential,7,6,7299.5259,471.3731,27
2026-05-17,Midwest,Unknown,6,6,155489.3031,132.7518,27
2026-05-17,Northeast,Commercial,4,4,13412.1241,318.9038,16
2026-05-17,Northeast,Industrial,9,9,58614.0917,555.8079,46
2026-05-17,Northeast,Municipal,8,7,895130.2415,409.3592,31
2026-05-17,Northeast,Residential,11,9,26835.5769,522.0794,40
2026-05-17,Northeast,Unknown,6,6,1331.816,53.3004,31
2026-05-17,South,Commercial,10,8,424297.5579,369.179,37
2026-05-17,South,Industrial,9,9,22505.5624,81.2033,50
2026-05-17,South,Municipal,5,5,12195.3246,106.7246,13
2026-05-17,South,Residential,14,14,201427.1123,342.8231,54
2026-05-17,South,Unknown,8,8,502433.5676,306.9194,31
2026-05-17,West,Commercial,22,18,42236.4455,513.3335,94
2026-05-17,West,Industrial,9,9,27329.8587,318.1618,36
2026-05-17,West,Municipal,11,10,63824.4543,390.884,42
2026-05-17,West,Residential,10,9,56608.7757,384.722,37
2026-05-17,West,Unknown,10,8,18129.5708,414.7633,48
2026-05-18,Midwest,Commercial,7,7,112289.8414,117.736,25
2026-05-18,Midwest,Industrial,8,8,4763.3287,251.4449,33
2026-05-18,Midwest,Municipal,6,6,11517.0321,516.8353,22
2026-05-18,Midwest,Residential,7,6,9357.206,633.8112,21
2026-05-18,Midwest,Unknown,6,6,209136.5557,146.7954,20
2026-05-18,Northeast,Commercial,4,4,17248.9097,397.5773,17
2026-05-18,Northeast,Industrial,9,9,71940.599,610.3255,34
2026-05-18,Northeast,Municipal,8,7,1045557.6073,519.0393,29
2026-05-18,Northeast,Residential,11,9,33888.2889,601.523,46
2026-05-18,Northeast,Unknown,6,6,1667.4668,64.3439,25
2026-05-18,South,Commercial,10,8,579042.5855,433.4049,28
2026-05-18,South,Industrial,9,9,27746.4179,106.8677,37
2026-05-18,South,Municipal,5,5,14385.9972,112.4745,14
2026-05-18,South,Residential,14,14,269604.15009999997,407.2186,54
2026-05-18,South,Unknown,8,8,642263.0424,347.4382,41
2026-05-18,West,Commercial,22,18,54032.159,586.3668,101
2026-05-18,West,Industrial,9,9,34534.5982,450.3676,43
2026-05-18,West,Municipal,11,10,76316.3209,554.9601,51
2026-05-18,West,Residential,10,9,73188.1408,388.4451,42
2026-05-18,West,Unknown,10,8,24381.3939,450.2867,46
2026-05-19,Midwest,Commercial,7,7,117400.5982,118.7051,33
2026-05-19,Midwest,Industrial,8,8,5010.6437,248.7458,30
2026-05-19,Midwest,Municipal,6,6,10935.5692,581.2412,19
2026-05-19,Midwest,Residential,7,6,8796.4854,480.9079,36
2026-05-19,Midwest,Unknown,6,6,219236.4606,147.7131,27
2026-05-19,Northeast,Commercial,4,4,17543.0278,416.4651,19
2026-05-19,Northeast,Industrial,9,9,73378.8147,618.2465,32
2026-05-19,Northeast,Municipal,8,7,1004750.5907000001,494.2842,31
2026-05-19,Northeast,Residential,11,9,33465.9368,644.9595,41
2026-05-19,Northeast,Unknown,6,6,1623.2927,69.1143,25
2026-05-19,South,Commercial,10,8,586836.8227,469.1258,38
2026-05-19,South,Industrial,9,9,27890.7545,98.0187,34
2026-05-19,South,Municipal,5,5,14733.5949,115.522,21
2026-05-19,South,Residential,14,14,251202.2037,513.5391,50
2026-05-19,South,Unknown,8,8,625404.9257,328.7679,35
2026-05-19,West,Commercial,22,18,54225.7708,533.0331,105
2026-05-19,West,Industrial,9,9,33146.9695,498.006,31
2026-05-19,West,Municipal,11,10,79436.4538,495.7729,40
2026-05-19,West,Residential,10,9,73181.6165,455.07,48
2026-05-19,West,Unknown,10,8,23829.7218,595.8088,51
2026-05-20,Midwest,Commercial,7,7,123620.9204,111.7884,37
2026-05-20,Midwest,Industrial,8,8,4832.4467,249.7784,39
2026-05-20,Midwest,Municipal,6,6,11066.2469,500.2611,27
2026-05-20,Midwest,Residential,7,6,8919.7953,516.6244,23
2026-05-20,Midwest,Unknown,6,6,212997.1426,135.5746,29
2026-05-20,Northeast,Commercial,4,4,17807.7565,421.0453,14
2026-05-20,Northeast,Industrial,9,9,70515.4069,534.0152,39
2026-05-20,Northeast,Municipal,8,7,1068213.3524,523.9134,27
2026-05-20,Northeast,Residential,11,9,33749.0187,657.9376,51
2026-05-20,Northeast,Unknown,6,6,1624.232,61.5377,24
2026-05-20,South,Commercial,10,8,536959.8125,407.7057,37
2026-05-20,South,Industrial,9,9,27748.5573,89.4131,37
2026-05-20,South,Municipal,5,5,15687.8765,121.1189,18
2026-05-20,South,Residential,14,14,275153.8987,440.3699,59
2026-05-20,South,Unknown,8,8,635092.6102,388.1334,28
2026-05-20,West,Commercial,22,18,53063.0935,547.3357,78
2026-05-20,West,Industrial,9,9,33595.2999,368.0134,38
2026-05-20,West,Municipal,11,10,78109.9629,476.8884,35
2026-05-20,West,Residential,10,9,72201.5589,416.4702,35
2026-05-20,West,Unknown,10,8,23531.0282,519.4067,45
2026-05-21,Midwest,Commercial,7,7,119555.3789,113.2906,30
2026-05-21,Midwest,Industrial,8,8,4765.5276,284.8364,45
2026-05-21,Midwest,Municipal,6,6,11591.6146,541.2633,22
2026-05-21,Midwest,Residential,7,6,8647.5286,633.679,26
2026-05-21,Midwest,Unknown,6,6,218862.6402,163.5106,23
2026-05-21,Northeast,Commercial,4,4,17933.3221,398.9963,13
2026-05-21,Northeast,Industrial,9,9,71922.3494,530.4958,37
2026-05-21,Northeast,Municipal,8,7,1041770.2651,503.3941,33
2026-05-21,Northeast,Residential,11,9,34225.8072,537.1331,36
2026-05-21,Northeast,Unknown,6,6,1672.8091,56.3977,25
2026-05-21,South,Commercial,10,8,569340.064,483.9649,38
2026-05-21,South,Industrial,9,9,27260.206,97.9585,45
2026-05-21,South,Municipal,5,5,14475.7643,96.4942,18
2026-05-21,South,Residential,14,14,254835.7687,446.1688,59
2026-05-21,South,Unknown,8,8,618829.7495,342.7871,36
2026-05-21,West,Commercial,22,18,53938.6095,633.6907,95
2026-05-21,West,Industrial,9,9,34592.878600000004,399.4647,45
2026-05-21,West,Municipal,11,10,79933.6821,478.3378,50
2026-05-21,West,Residential,10,9,76339.9803,414.5165,52
2026-05-21,West,Unknown,10,8,24091.2221,498.9037,43
2026-05-22,Midwest,Commercial,7,7,115319.8076,107.8014,32
2026-05-22,Midwest,Industrial,8,8,4781.4367,232.8309,34
2026-05-22,Midwest,Municipal,6,6,11623.5074,541.1532,20
2026-05-22,Midwest,Residential,7,6,8880.5957,493.9649,30
2026-05-22,Midwest,Unknown,6,6,210782.5541,164.7152,35
2026-05-22,Northeast,Commercial,4,4,18215.4355,373.2321,17
2026-05-22,Northeast,Industrial,9,9,74689.48389999999,577.2374,35
2026-05-22,Northeast,Municipal,8,7,1075259.4939000001,470.5604,37
2026-05-22,Northeast,Residential,11,9,33861.0098,645.8504,38
2026-05-22,Northeast,Unknown,6,6,1708.5945,58.6131,33
2026-05-22,South,Commercial,10,8,508628.9095,511.0665,35
2026-05-22,South,Industrial,9,9,27358.5331,86.8532,28
2026-05-22,South,Municipal,5,5,14909.413,133.1913,15
2026-05-22,South,Residential,14,14,254855.5443,375.8397,50
2026-05-22,South,Unknown,8,8,615350.1125,343.246,29
2026-05-22,West,Commercial,22,18,53714.4089,509.3826,72
2026-05-22,West,Industrial,9,9,33454.0671,426.4357,33
2026-05-22,West,Municipal,11,10,76043.433,489.8391,44
2026-05-22,West,Residential,10,9,73852.8504,445.4904,40
2026-05-22,West,Unknown,10,8,24364.2791,533.4691,42
2026-05-23,Midwest,Commercial,7,7,96226.5397,91.3657,34
2026-05-23,Midwest,Industrial,8,8,3906.7132,216.9274,37
2026-05-23,Midwest,Municipal,6,6,9283.4532,517.4118,22
2026-05-23,Midwest,Residential,7,6,7323.5078,508.8039,42
2026-05-23,Midwest,Unknown,6,6,170783.4985,123.6076,24
2026-05-23,Northeast,Commercial,4,4,14297.7946,412.4501,16
2026-05-23,Northeast,Industrial,9,9,58681.9792,444.266,27
2026-05-23,Northeast,Municipal,8,7,853029.62,341.5531,32
2026-05-23,Northeast,Residential,11,9,27011.5423,409.2903,42
2026-05-23,Northeast,Unknown,6,6,1296.483,54.6175,23
2026-05-23,South,Commercial,10,8,410005.9384,381.2374,33
2026-05-23,South,Industrial,9,9,21853.5888,85.4016,42
2026-05-23,South,Municipal,5,5,12217.8482,74.8706,21
2026-05-23,South,Residential,14,14,200033.258,349.0557,63
2026-05-23,South,Unknown,8,8,496776.1876,261.0681,31
2026-05-23,West,Commercial,22,18,42255.0945,470.5695,98
2026-05-23,West,Industrial,9,9,28650.9555,317.048,44
2026-05-23,West,Municipal,11,10,63789.6886,464.2426,48
2026-05-23,West,Residential,10,9,61025.9605,329.7575,48
2026-05-23,West,Unknown,10,8,18609.9686,508.6247,43
2026-05-24,Midwest,Commercial,7,7,92521.3002,95.1311,28
2026-05-24,Midwest,Industrial,8,8,4087.0974,173.7284,27
2026-05-24,Midwest,Municipal,6,6,8949.3739,459.2607,26
2026-05-24,Midwest,Residential,7,6,7356.2296,469.4566,23
2026-05-24,Midwest,Unknown,6,6,178880.9756,105.3769,25
2026-05-24,Northeast,Commercial,4,4,13416.0841,365.6964,10
2026-05-24,Northeast,Industrial,9,9,58132.2955,482.1806,38
2026-05-24,Northeast,Municipal,8,7,880870.9891,379.8209,35
2026-05-24,Northeast,Residential,11,9,26180.393,536.6317,41
2026-05-24,Northeast,Unknown,6,6,1359.4241,53.7938,21
2026-05-24,South,Commercial,10,8,458012.2574,420.3161,44
2026-05-24,South,Industrial,9,9,21700.203999999998,89.7164,28
2026-05-24,South,Municipal,5,5,11566.2144,93.3868,18
2026-05-24,South,Residential,14,14,211745.6934,339.7508,62
2026-05-24,South,Unknown,8,8,489240.0646,212.1519,24
2026-05-24,West,Commercial,22,18,44377.4751,514.1858,90
2026-05-24,West,Industrial,9,9,26432.0133,320.9284,31
2026-05-24,West,Municipal,11,10,60072.061,407.182,28
2026-05-24,West,Residential,10,9,58114.4533,345.1675,32
2026-05-24,West,Unknown,10,8,18814.3635,508.5508,41
2026-05-25,Midwest,Commercial,7,7,115950.4132,122.8389,30
2026-05-25,Midwest,Industrial,8,8,4748.3903,223.526,39
2026-05-25,Midwest,Municipal,6,6,11820.0611,548.3221,24
2026-05-25,Midwest,Residential,7,6,8851.997299999999,647.2401,28
2026-05-25,Midwest,Unknown,6,6,215360.6087,149.1064,20
2026-05-25,Northeast,Commercial,4,4,17947.5246,437.1304,11
2026-05-25,Northeast,Industrial,9,9,72213.2882,666.0137,48
2026-05-25,Northeast,Municipal,8,7,1082822.8514,498.3919,33
2026-05-25,Northeast,Residential,11,9,31852.5438,598.3447,43
2026-05-25,Northeast,Unknown,6,6,1698.2784,78.8937,22
2026-05-25,South,Commercial,10,8,513072.6861,467.7664,44
2026-05-25,South,Industrial,9,9,27183.7979,100.2308,40
2026-05-25,South,Municipal,5,5,14884.0704,109.5555,20
2026-05-25,South,Residential,14,14,265913.4187,426.1401,51
2026-05-25,South,Unknown,8,8,653786.5509,363.0509,24
2026-05-25,West,Commercial,22,18,53234.1049,541.2888,84
2026-05-25,West,Industrial,9,9,34758.4081,432.2646,37
2026-05-25,West,Municipal,11,10,76166.0666,438.056,39
2026-05-25,West,Residential,10,9,73642.7459,434.2556,44
2026-05-25,West,Unknown,10,8,24161.9073,486.4701,45
2026-05-26,Midwest,Commercial,7,7,117567.0263,123.1211,29
2026-05-26,Midwest,Industrial,8,8,4762.9392,236.5539,32
2026-05-26,Midwest,Municipal,6,6,11652.4327,626.964,19
2026-05-26,Midwest,Residential,7,6,8890.9162,573.845,29
2026-05-26,Midwest,Unknown,6,6,217593.2946,150.0818,33
2026-05-26,Northeast,Commercial,4,4,16967.3915,356.8226,15
2026-05-26,Northeast,Industrial,9,9,70055.78110000001,540.9624,25
2026-05-26,Northeast,Municipal,8,7,1174573.8486,516.2861,31
2026-05-26,Northeast,Residential,11,9,33851.331,642.3615,39
2026-05-26,Northeast,Unknown,6,6,1626.2774,59.2254,24
2026-05-26,South,Commercial,10,8,544385.1651,392.1989,34
2026-05-26,South,Industrial,9,9,26232.6298,99.4448,38
2026-05-26,South,Municipal,5,5,14919.8171,113.1398,26
2026-05-26,South,Residential,14,14,274017.2202,482.0347,52
2026-05-26,South,Unknown,8,8,613723.2547,325.5914,39
2026-05-26,West,Commercial,22,18,53713.6209,577.6096,88
2026-05-26,West,Industrial,9,9,33688.967,442.6846,33
2026-05-26,West,Municipal,11,10,79238.155,515.8014,41
2026-05-26,West,Residential,10,9,74997.2712,449.2635,48
2026-05-26,West,Unknown,10,8,23723.4509,498.0998,41
2026-05-27,Midwest,Commercial,7,7,113836.5038,123.6167,34
2026-05-27,Midwest,Industrial,8,8,4940.7242,285.7032,39
2026-05-27,Midwest,Municipal,6,6,11258.4965,519.5792,24
2026-05-27,Midwest,Residential,7,6,8858.769,451.3147,28
2026-05-27,Midwest,Unknown,6,6,219731.3723,170.9204,27
2026-05-27,Northeast,Commercial,4,4,17451.9258,456.9882,18
2026-05-27,Northeast,Industrial,9,9,72753.155,693.027,50
2026-05-27,Northeast,Municipal,8,7,1028321.884,525.4177,33
2026-05-27,Northeast,Residential,11,9,32435.5681,740.0733,52
2026-05-27,Northeast,Unknown,6,6,1653.0363,65.3327,27
2026-05-27,South,Commercial,10,8,529484.228,409.4822,36
2026-05-27,South,Industrial,9,9,27402.807,108.3828,31
2026-05-27,South,Municipal,5,5,14151.5878,99.0816,16
2026-05-27,South,Residential,14,14,276729.0199,403.9124,62
2026-05-27,South,Unknown,8,8,625690.3933,399.6861,28
2026-05-27,West,Commercial,22,18,53595.9652,564.0792,85
2026-05-27,West,Industrial,9,9,34191.6137,408.9601,37
2026-05-27,West,Municipal,11,10,78186.0767,515.1546,42
2026-05-27,West,Residential,10,9,72000.0296,374.2261,46
2026-05-27,West,Unknown,10,8,23853.2937,570.4796,35
2026-05-28,Midwest,Commercial,7,7,119651.0548,123.0713,31
2026-05-28,Midwest,Industrial,8,8,5147.998,226.5093,29
2026-05-28,Midwest,Municipal,6,6,11746.777900000001,543.9622,25
2026-05-28,Midwest,Residential,7,6,8963.7685,506.0426,31
2026-05-28,Midwest,Unknown,6,6,210065.9808,161.1372,33
2026-05-28,Northeast,Commercial,4,4,17410.8413,421.3954,18
2026-05-28,Northeast,Industrial,9,9,72527.1623,707.4945,35
2026-05-28,Northeast,Municipal,8,7,1054985.3774,435.156,31
2026-05-28,Northeast,Residential,11,9,33364.6743,637.5732,44
2026-05-28,Northeast,Unknown,6,6,1665.851,61.3433,23
2026-05-28,South,Commercial,10,8,549300.8429,435.2119,32
2026-05-28,South,Industrial,9,9,27288.4727,110.3546,30
2026-05-28,South,Municipal,5,5,15268.6334,113.6697,23
2026-05-28,South,Residential,14,14,257197.2278,443.2812,49
2026-05-28,South,Unknown,8,8,601099.77,302.4345,37
2026-05-28,West,Commercial,22,18,52152.4994,580.7451,94
2026-05-28,West,Industrial,9,9,32493.8053,422.2008,33
2026-05-28,West,Municipal,11,10,81380.7403,450.2306,52
2026-05-28,West,Residential,10,9,72486.7837,421.2404,38
2026-05-28,West,Unknown,10,8,23941.581000000002,500.7985,41
2026-05-29,Midwest,Commercial,7,7,115996.5443,127.8779,31
2026-05-29,Midwest,Industrial,8,8,4905.2359,247.5822,25
2026-05-29,Midwest,Municipal,6,6,11047.225699999999,510.494,26
2026-05-29,Midwest,Residential,7,6,9115.3452,587.4458,29
2026-05-29,Midwest,Unknown,6,6,212412.6038,154.3192,20
2026-05-29,Northeast,Commercial,4,4,18356.4554,435.6577,9
2026-05-29,Northeast,Industrial,9,9,72123.419,677.8906,29
2026-05-29,Northeast,Municipal,8,7,996091.9203,462.1153,39
2026-05-29,Northeast,Residential,11,9,33917.1401,640.983,43
2026-05-29,Northeast,Unknown,6,6,1684.8466,64.9036,25
2026-05-29,South,Commercial,10,8,555730.7129,473.5239,45
2026-05-29,South,Industrial,9,9,27727.2402,110.765,39
2026-05-29,South,Municipal,5,5,14888.8629,109.8444,28
2026-05-29,South,Residential,14,14,271678.1833,450.7833,61
2026-05-29,South,Unknown,8,8,630892.5297,350.6129,23
2026-05-29,West,Commercial,22,18,53056.7061,563.6625,89
2026-05-29,West,Industrial,9,9,35225.3693,394.968,35
2026-05-29,West,Municipal,11,10,77391.9619,564.5146,43
2026-05-29,West,Residential,10,9,71278.2072,396.4336,40
2026-05-29,West,Unknown,10,8,24034.7211,552.5531,39
2026-05-30,Midwest,Commercial,7,7,97737.6352,96.0773,25
2026-05-30,Midwest,Industrial,8,8,3719.0746,211.0044,30
2026-05-30,Midwest,Municipal,6,6,9396.0368,446.408,22
2026-05-30,Midwest,Residential,7,6,7243.1751,448.5861,19
2026-05-30,Midwest,Unknown,6,6,167238.98189999998,120.274,26
2026-05-30,Northeast,Commercial,4,4,13811.3321,408.8471,20
2026-05-30,Northeast,Industrial,9,9,58034.1545,524.9458,29
2026-05-30,Northeast,Municipal,8,7,849698.9711,412.9986,36
2026-05-30,Northeast,Residential,11,9,26704.052,486.3008,45
2026-05-30,Northeast,Unknown,6,6,1363.4693,48.2637,22
2026-05-30,South,Commercial,10,8,476656.0716,415.5308,37
2026-05-30,South,Industrial,9,9,20334.0552,91.85,39
2026-05-30,South,Municipal,5,5,11955.3214,93.7429,19
2026-05-30,South,Residential,14,14,213017.4602,449.8166,58
2026-05-30,South,Unknown,8,8,477683.7724,269.876,35
2026-05-30,West,Commercial,22,18,43211.1009,442.3848,97
2026-05-30,West,Industrial,9,9,27036.6493,349.2743,34
2026-05-30,West,Municipal,11,10,63154.516299999996,421.1179,47
2026-05-30,West,Residential,10,9,57079.1319,354.0643,42
2026-05-30,West,Unknown,10,8,18965.3978,452.0262,38
2026-05-31,Midwest,Commercial,7,7,95505.6719,100.1334,38
2026-05-31,Midwest,Industrial,8,8,3793.1775,220.9305,30
2026-05-31,Midwest,Municipal,6,6,9234.9298,445.0354,25
2026-05-31,Midwest,Residential,7,6,7309.2701,470.4877,22
2026-05-31,Midwest,Unknown,6,6,173133.9489,105.4332,36
2026-05-31,Northeast,Commercial,4,4,13482.2672,381.5023,16
2026-05-31,Northeast,Industrial,9,9,58525.939,553.1695,33
2026-05-31,Northeast,Municipal,8,7,804197.858,383.0556,31
2026-05-31,Northeast,Residential,11,9,27181.8437,500.2808,49
2026-05-31,Northeast,Unknown,6,6,1394.7644,58.3722,36
2026-05-31,South,Commercial,10,8,445429.695,375.1188,44
2026-05-31,South,Industrial,9,9,21471.8638,84.491,37
2026-05-31,South,Municipal,5,5,12083.8159,91.996,11
2026-05-31,South,Residential,14,14,212497.7329,421.1246,44
2026-05-31,South,Unknown,8,8,508281.22620000003,328.3044,34
2026-05-31,West,Commercial,22,18,43160.0741,472.284,88
2026-05-31,West,Industrial,9,9,26330.9109,301.1249,36
2026-05-31,West,Municipal,11,10,63527.495,482.1874,44
2026-05-31,West,Residential,10,9,59527.3437,369.3915,58
2026-05-31,West,Unknown,10,8,19714.9881,392.7716,44
