reading_id,meter_id,reading_ts,kwh,kw_demand,voltage,power_factor,quality_flag,source_system,ingestion_batch_id,reading_date
MR0000118123,MTR0000081,2026-05-12 18:00:00,7.0462,7.2901,238.18,0.9354,MISSING,ami_headend,AMI_20260602_A,2026-05-12
MR0000118129,MTR0000081,2026-05-13 00:00:00,6.2422,8.6391,244.57,0.9284,MISSING,ami_headend,AMI_20260602_A,2026-05-13
MR0000118132,MTR0000081,2026-05-13 03:00:00,3.2235,3.4787,242.74,0.9503,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-13
MR0000118138,MTR0000081,2026-05-13 09:00:00,8.7836,11.1004,239.9,0.956,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-13
MR0000118140,MTR0000081,2026-05-13 11:00:00,10.1043,10.3549,228.19,0.9424,MISSING,ami_headend,AMI_20260602_A,2026-05-13
MR0000118148,MTR0000081,2026-05-13 19:00:00,7.7231,10.6127,242.82,0.9251,MISSING,ami_headend,AMI_20260602_A,2026-05-13
MR0000118154,MTR0000081,2026-05-14 01:00:00,5.0538,5.6586,246.19,0.9315,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-14
MR0000118156,MTR0000081,2026-05-14 03:00:00,2.3129,2.9138,241.38,0.9008,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-14
MR0000118163,MTR0000081,2026-05-14 10:00:00,9.5357,11.239,240.1,0.9463,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-14
MR0000118167,MTR0000081,2026-05-14 14:00:00,8.6641,10.9242,243.51,0.9351,MISSING,ami_headend,AMI_20260601_B,2026-05-14
MR0000118170,MTR0000081,2026-05-14 17:00:00,7.9166,10.1462,241.79,0.9763,MISSING,ami_headend,AMI_20260601_A,2026-05-14
MR0000118171,MTR0000081,2026-05-14 18:00:00,9.0063,7.9253,244.25,0.9147,MISSING,ami_headend,AMI_20260601_B,2026-05-14
MR0000118172,MTR0000081,2026-05-14 19:00:00,8.2984,11.2256,244.83,0.9641,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-14
MR0000118173,MTR0000081,2026-05-14 20:00:00,9.9903,9.6168,236.93,0.9816,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-14
MR0000118174,MTR0000081,2026-05-14 21:00:00,2.4891,2.0094,233.55,0.9473,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-14
MR0000118177,MTR0000081,2026-05-15 00:00:00,5.4841,5.476,237.99,0.9543,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-15
MR0000118179,MTR0000081,2026-05-15 02:00:00,4.8546,4.1204,245.36,0.9127,MISSING,ami_headend,AMI_20260602_A,2026-05-15
MR0000118184,MTR0000081,2026-05-15 07:00:00,2.723,2.751,237.77,0.9189,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-15
MR0000118187,MTR0000081,2026-05-15 10:00:00,9.8136,9.777,247.04,0.9614,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-15
MR0000118193,MTR0000081,2026-05-15 16:00:00,10.354,11.9205,236.06,0.9353,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-15
MR0000118198,MTR0000081,2026-05-15 21:00:00,2.7492,3.379,243.17,0.9662,MISSING,ami_headend,AMI_20260601_B,2026-05-15
MR0000118200,MTR0000081,2026-05-15 23:00:00,3.553,4.2292,242.31,0.9196,MISSING,ami_headend,AMI_20260601_B,2026-05-15
MR0000118201,MTR0000081,2026-05-16 00:00:00,5.0426,4.2904,244.62,0.9731,MISSING,ami_headend,AMI_20260601_A,2026-05-16
MR0000118205,MTR0000081,2026-05-16 04:00:00,3.6328,3.194,243.96,0.9819,MISSING,ami_headend,AMI_20260601_B,2026-05-16
MR0000118208,MTR0000081,2026-05-16 07:00:00,2.4167,2.2889,243.79,0.8909,MISSING,ami_headend,AMI_20260601_B,2026-05-16
MR0000118210,MTR0000081,2026-05-16 09:00:00,5.3149,6.5617,235.56,0.9581,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-16
MR0000118221,MTR0000081,2026-05-16 20:00:00,6.5962,7.4186,245.56,0.9095,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-16
MR0000118223,MTR0000081,2026-05-16 22:00:00,2.9236,2.6878,238.49,0.9286,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-16
MR0000118225,MTR0000081,2026-05-17 00:00:00,3.5754,4.0932,236.52,0.9211,MISSING,ami_headend,AMI_20260601_A,2026-05-17
MR0000118226,MTR0000081,2026-05-17 01:00:00,2.2462,2.9421,238.32,0.9275,MISSING,ami_headend,AMI_20260602_A,2026-05-17
MR0000118227,MTR0000081,2026-05-17 02:00:00,4.346,3.5159,245.15,0.9332,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000118230,MTR0000081,2026-05-17 05:00:00,0.957,1.2606,232.7,0.8982,MISSING,ami_headend,AMI_20260601_B,2026-05-17
MR0000118235,MTR0000081,2026-05-17 10:00:00,6.0715,5.5479,236.5,0.9346,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000118237,MTR0000081,2026-05-17 12:00:00,7.9946,6.678,244.44,0.9161,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-17
MR0000118239,MTR0000081,2026-05-17 14:00:00,5.1667,5.0831,234.96,0.9323,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000118241,MTR0000081,2026-05-17 16:00:00,7.064,8.2368,239.44,0.9375,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000118242,MTR0000081,2026-05-17 17:00:00,7.6865,7.8778,239.11,0.9109,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000118243,MTR0000081,2026-05-17 18:00:00,4.8705,5.2243,237.65,0.9321,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-17
MR0000118244,MTR0000081,2026-05-17 19:00:00,3.7578,3.3174,244.84,0.9239,MISSING,ami_headend,AMI_20260601_B,2026-05-17
MR0000118246,MTR0000081,2026-05-17 21:00:00,4.6138,5.7136,239.06,0.9218,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-17
MR0000118259,MTR0000081,2026-05-18 10:00:00,7.8337,7.5144,237.98,0.8509,MISSING,ami_headend,AMI_20260602_A,2026-05-18
MR0000118262,MTR0000081,2026-05-18 13:00:00,8.5019,11.0826,236.83,1.0,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-18
MR0000118265,MTR0000081,2026-05-18 16:00:00,6.9105,5.6319,240.12,0.9509,MISSING,ami_headend,AMI_20260601_A,2026-05-18
MR0000118267,MTR0000081,2026-05-18 18:00:00,9.1668,8.5323,242.1,0.9571,MISSING,ami_headend,AMI_20260602_A,2026-05-18
MR0000118268,MTR0000081,2026-05-18 19:00:00,6.8179,7.2249,238.51,0.8885,MISSING,ami_headend,AMI_20260602_A,2026-05-18
MR0000118269,MTR0000081,2026-05-18 20:00:00,7.5504,10.4255,234.69,0.9408,MISSING,ami_headend,AMI_20260601_B,2026-05-18
MR0000118271,MTR0000081,2026-05-18 22:00:00,4.9312,5.6395,239.27,0.9503,MISSING,ami_headend,AMI_20260601_B,2026-05-18
MR0000118275,MTR0000081,2026-05-19 02:00:00,5.1404,4.7291,230.32,0.9518,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-19
MR0000118276,MTR0000081,2026-05-19 03:00:00,4.4511,5.002,236.68,0.9121,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-19
MR0000118277,MTR0000081,2026-05-19 04:00:00,4.8089,5.4307,241.43,0.9513,MISSING,ami_headend,AMI_20260601_B,2026-05-19
MR0000118281,MTR0000081,2026-05-19 08:00:00,9.1852,8.6107,242.47,0.9637,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-19
MR0000118282,MTR0000081,2026-05-19 09:00:00,9.4137,8.9542,243.24,0.9196,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-19
MR0000118283,MTR0000081,2026-05-19 10:00:00,8.009,11.0907,244.19,0.9667,MISSING,ami_headend,AMI_20260601_B,2026-05-19
MR0000118284,MTR0000081,2026-05-19 11:00:00,8.5451,7.0525,239.51,1.0,MISSING,ami_headend,AMI_20260602_A,2026-05-19
MR0000118287,MTR0000081,2026-05-19 14:00:00,8.3452,8.2937,239.88,0.9588,MISSING,ami_headend,AMI_20260601_B,2026-05-19
MR0000118290,MTR0000081,2026-05-19 17:00:00,6.9313,7.9106,231.61,0.8827,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-19
MR0000118295,MTR0000081,2026-05-19 22:00:00,0.8651,0.8962,239.05,0.928,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-19
MR0000118297,MTR0000081,2026-05-20 00:00:00,2.7588,2.7514,239.15,0.9332,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-20
MR0000118301,MTR0000081,2026-05-20 04:00:00,3.4624,4.6971,237.72,0.9702,MISSING,ami_headend,AMI_20260602_A,2026-05-20
MR0000118303,MTR0000081,2026-05-20 06:00:00,1.168,1.075,235.32,0.8943,MISSING,ami_headend,AMI_20260601_A,2026-05-20
MR0000118307,MTR0000081,2026-05-20 10:00:00,9.0605,11.2705,243.48,0.9647,MISSING,ami_headend,AMI_20260602_A,2026-05-20
MR0000118319,MTR0000081,2026-05-20 22:00:00,3.6951,3.9541,244.5,0.9326,MISSING,ami_headend,AMI_20260602_A,2026-05-20
MR0000118323,MTR0000081,2026-05-21 02:00:00,7.1672,8.906,241.54,0.9014,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-21
MR0000118325,MTR0000081,2026-05-21 04:00:00,3.971,5.0226,240.49,0.875,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-21
MR0000118328,MTR0000081,2026-05-21 07:00:00,4.3589,3.7533,239.06,0.9244,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-21
MR0000118329,MTR0000081,2026-05-21 08:00:00,8.3117,8.4674,240.18,0.9355,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-21
MR0000118330,MTR0000081,2026-05-21 09:00:00,7.9751,8.4757,237.09,0.909,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-21
MR0000118331,MTR0000081,2026-05-21 10:00:00,8.6197,7.8668,245.06,0.959,MISSING,ami_headend,AMI_20260601_B,2026-05-21
MR0000118337,MTR0000081,2026-05-21 16:00:00,7.568,7.4755,238.38,0.8997,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-21
MR0000118340,MTR0000081,2026-05-21 19:00:00,7.8974,9.0765,237.6,0.9386,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-21
MR0000118342,MTR0000081,2026-05-21 21:00:00,1.9102,1.7179,248.75,0.9411,MISSING,ami_headend,AMI_20260602_A,2026-05-21
MR0000118354,MTR0000081,2026-05-22 09:00:00,8.9195,10.5738,239.28,0.9324,MISSING,ami_headend,AMI_20260601_A,2026-05-22
MR0000118355,MTR0000081,2026-05-22 10:00:00,7.6643,8.5274,248.19,0.8833,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-22
MR0000118362,MTR0000081,2026-05-22 17:00:00,8.0323,9.6418,244.96,0.8957,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-22
MR0000118363,MTR0000081,2026-05-22 18:00:00,5.3012,5.9161,234.7,0.9716,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-22
MR0000118368,MTR0000081,2026-05-22 23:00:00,1.9174,2.5,238.69,0.9431,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-22
MR0000118372,MTR0000081,2026-05-23 03:00:00,3.2955,4.0655,231.59,0.953,MISSING,ami_headend,AMI_20260601_A,2026-05-23
MR0000118373,MTR0000081,2026-05-23 04:00:00,3.7995,5.2856,237.66,0.8928,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-23
MR0000118374,MTR0000081,2026-05-23 05:00:00,3.1277,2.6838,237.31,0.994,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-23
MR0000118376,MTR0000081,2026-05-23 07:00:00,3.9953,5.339,239.09,0.9453,MISSING,ami_headend,AMI_20260601_B,2026-05-23
MR0000118378,MTR0000081,2026-05-23 09:00:00,5.6054,7.6874,243.09,0.9084,MISSING,ami_headend,AMI_20260601_B,2026-05-23
MR0000118382,MTR0000081,2026-05-23 13:00:00,9.0058,7.6953,244.45,0.9515,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-23
MR0000118383,MTR0000081,2026-05-23 14:00:00,6.1951,6.2579,245.82,0.9136,MISSING,ami_headend,AMI_20260601_A,2026-05-23
MR0000118397,MTR0000081,2026-05-24 04:00:00,2.5082,2.5034,237.2,0.9761,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-24
MR0000118399,MTR0000081,2026-05-24 06:00:00,2.8343,2.4667,240.34,0.9057,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-24
MR0000118402,MTR0000081,2026-05-24 09:00:00,6.3165,8.6723,239.25,0.9694,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-24
MR0000118403,MTR0000081,2026-05-24 10:00:00,7.7661,8.8353,244.26,0.9947,MISSING,ami_headend,AMI_20260601_B,2026-05-24
MR0000118405,MTR0000081,2026-05-24 12:00:00,6.2198,7.8447,236.04,0.973,MISSING,ami_headend,AMI_20260601_B,2026-05-24
MR0000118408,MTR0000081,2026-05-24 15:00:00,6.6699,5.7319,250.99,0.9055,MISSING,ami_headend,AMI_20260601_B,2026-05-24
MR0000118414,MTR0000081,2026-05-24 21:00:00,2.5892,3.2379,240.64,0.9266,MISSING,ami_headend,AMI_20260601_B,2026-05-24
MR0000118415,MTR0000081,2026-05-24 22:00:00,3.2381,4.0691,237.53,0.8781,MISSING,ami_headend,AMI_20260601_B,2026-05-24
MR0000118425,MTR0000081,2026-05-25 08:00:00,7.7339,7.1978,239.57,0.9604,MISSING,ami_headend,AMI_20260602_A,2026-05-25
MR0000118426,MTR0000081,2026-05-25 09:00:00,6.7917,9.1791,240.75,0.9747,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-25
MR0000118427,MTR0000081,2026-05-25 10:00:00,10.7813,8.7187,245.07,0.9127,MISSING,ami_headend,AMI_20260601_A,2026-05-25
MR0000118435,MTR0000081,2026-05-25 18:00:00,7.4154,10.0587,249.43,0.9322,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-25
MR0000118437,MTR0000081,2026-05-25 20:00:00,5.9853,7.6218,235.11,0.9415,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-25
MR0000118438,MTR0000081,2026-05-25 21:00:00,2.5068,2.5564,233.26,0.9762,MISSING,ami_headend,AMI_20260602_A,2026-05-25
MR0000118445,MTR0000081,2026-05-26 04:00:00,3.189,4.2704,234.12,0.9832,MISSING,ami_headend,AMI_20260601_B,2026-05-26
MR0000118449,MTR0000081,2026-05-26 08:00:00,7.8729,8.1419,238.76,0.9172,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-26
MR0000118451,MTR0000081,2026-05-26 10:00:00,8.3033,7.2423,239.27,0.9188,MISSING,ami_headend,AMI_20260602_A,2026-05-26
MR0000118453,MTR0000081,2026-05-26 12:00:00,6.5191,7.8853,238.99,0.8891,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-26
MR0000118454,MTR0000081,2026-05-26 13:00:00,8.5026,8.5628,235.87,0.9221,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-26
MR0000118456,MTR0000081,2026-05-26 15:00:00,8.778,10.6917,243.31,0.9795,MISSING,ami_headend,AMI_20260602_A,2026-05-26
MR0000118460,MTR0000081,2026-05-26 19:00:00,10.2619,10.1176,237.93,0.9077,MISSING,ami_headend,AMI_20260602_A,2026-05-26
MR0000118463,MTR0000081,2026-05-26 22:00:00,2.9162,2.4241,239.41,0.9177,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-26
MR0000118464,MTR0000081,2026-05-26 23:00:00,3.6673,3.4105,244.61,0.9306,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-26
MR0000118465,MTR0000081,2026-05-27 00:00:00,4.652,5.8365,239.06,0.9549,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-27
MR0000118466,MTR0000081,2026-05-27 01:00:00,4.1114,5.7538,237.4,0.9549,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-27
MR0000118470,MTR0000081,2026-05-27 05:00:00,2.2435,2.707,238.36,0.9708,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-27
MR0000118472,MTR0000081,2026-05-27 07:00:00,2.5803,3.5086,237.86,0.917,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-27
MR0000118473,MTR0000081,2026-05-27 08:00:00,9.8528,8.8725,240.47,0.9661,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-27
MR0000118474,MTR0000081,2026-05-27 09:00:00,9.0444,11.0133,239.43,0.9143,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-27
MR0000118475,MTR0000081,2026-05-27 10:00:00,8.3093,6.6682,236.55,0.9421,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-27
MR0000118476,MTR0000081,2026-05-27 11:00:00,9.4989,7.9746,249.38,0.9844,MISSING,ami_headend,AMI_20260602_A,2026-05-27
MR0000118479,MTR0000081,2026-05-27 14:00:00,8.6714,9.0769,239.52,0.9217,MISSING,ami_headend,AMI_20260602_A,2026-05-27
MR0000118480,MTR0000081,2026-05-27 15:00:00,6.952,8.9926,233.84,0.9157,MISSING,ami_headend,AMI_20260601_B,2026-05-27
MR0000118482,MTR0000081,2026-05-27 17:00:00,9.9251,12.0503,241.13,0.9161,MISSING,ami_headend,AMI_20260601_A,2026-05-27
MR0000118487,MTR0000081,2026-05-27 22:00:00,2.7778,3.5823,241.35,0.9068,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-27
MR0000118491,MTR0000081,2026-05-28 02:00:00,1.9148,1.7026,242.53,0.9468,MISSING,ami_headend,AMI_20260602_A,2026-05-28
MR0000118492,MTR0000081,2026-05-28 03:00:00,1.3344,1.2931,236.85,0.9438,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-28
MR0000118493,MTR0000081,2026-05-28 04:00:00,2.9868,2.5379,237.05,0.8755,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-28
MR0000118498,MTR0000081,2026-05-28 09:00:00,8.2295,8.897,237.92,0.9799,MISSING,ami_headend,AMI_20260601_A,2026-05-28
MR0000118499,MTR0000081,2026-05-28 10:00:00,7.696,8.8382,238.46,1.0,MISSING,ami_headend,AMI_20260601_B,2026-05-28
MR0000118501,MTR0000081,2026-05-28 12:00:00,7.987,8.542,237.45,0.9063,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-28
MR0000118505,MTR0000081,2026-05-28 16:00:00,6.973,5.6768,241.69,0.9001,MISSING,ami_headend,AMI_20260601_B,2026-05-28
MR0000118508,MTR0000081,2026-05-28 19:00:00,7.1735,6.2792,240.12,0.9178,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-28
MR0000118510,MTR0000081,2026-05-28 21:00:00,4.0545,5.1526,242.5,0.9336,MISSING,ami_headend,AMI_20260601_A,2026-05-28
MR0000118513,MTR0000081,2026-05-29 00:00:00,6.01,6.5849,241.08,0.9081,MISSING,ami_headend,AMI_20260601_A,2026-05-29
MR0000118514,MTR0000081,2026-05-29 01:00:00,4.1406,5.3924,245.29,0.91,MISSING,ami_headend,AMI_20260601_B,2026-05-29
MR0000118522,MTR0000081,2026-05-29 09:00:00,8.5616,8.4954,239.09,0.9371,MISSING,ami_headend,AMI_20260601_B,2026-05-29
MR0000118523,MTR0000081,2026-05-29 10:00:00,8.7814,9.9324,247.01,0.9534,MISSING,ami_headend,AMI_20260601_A,2026-05-29
MR0000118526,MTR0000081,2026-05-29 13:00:00,8.3055,6.7607,243.63,0.9421,MISSING,ami_headend,AMI_20260601_B,2026-05-29
MR0000118527,MTR0000081,2026-05-29 14:00:00,8.4115,10.3586,241.56,0.8944,MISSING,ami_headend,AMI_20260601_A,2026-05-29
MR0000118528,MTR0000081,2026-05-29 15:00:00,8.9674,7.736,242.11,0.9635,MISSING,ami_headend,AMI_20260602_A,2026-05-29
MR0000118534,MTR0000081,2026-05-29 21:00:00,4.6824,5.0796,233.39,0.9437,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-29
MR0000118535,MTR0000081,2026-05-29 22:00:00,4.1423,4.9891,242.44,0.9301,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-29
MR0000118543,MTR0000081,2026-05-30 06:00:00,4.0377,5.2384,240.52,0.9454,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-30
MR0000118544,MTR0000081,2026-05-30 07:00:00,3.0686,3.5779,238.9,0.9041,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-30
MR0000118551,MTR0000081,2026-05-30 14:00:00,5.228,5.4786,244.81,0.9611,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-30
MR0000118554,MTR0000081,2026-05-30 17:00:00,6.0874,5.3093,239.41,1.0,MISSING,ami_headend,AMI_20260602_A,2026-05-30
MR0000118555,MTR0000081,2026-05-30 18:00:00,4.8724,4.1731,243.52,0.9465,MISSING,ami_headend,AMI_20260601_A,2026-05-30
MR0000118557,MTR0000081,2026-05-30 20:00:00,6.4988,6.7254,245.51,0.9358,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-30
MR0000118558,MTR0000081,2026-05-30 21:00:00,2.6417,2.4599,247.55,0.9399,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-30
MR0000118560,MTR0000081,2026-05-30 23:00:00,3.5114,3.5148,238.78,0.9036,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-30
MR0000118563,MTR0000081,2026-05-31 02:00:00,3.7204,3.2985,244.44,0.9452,MISSING,ami_headend,AMI_20260602_A,2026-05-31
MR0000118565,MTR0000081,2026-05-31 04:00:00,3.7673,5.2276,243.54,0.9752,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-31
MR0000118566,MTR0000081,2026-05-31 05:00:00,2.2144,2.1869,243.05,0.89,MISSING,ami_headend,AMI_20260601_A,2026-05-31
MR0000118574,MTR0000081,2026-05-31 13:00:00,7.9326,6.8422,238.53,0.9012,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-31
MR0000118583,MTR0000081,2026-05-31 22:00:00,1.0407,1.1127,239.22,0.9827,MISSING,ami_headend,AMI_20260601_A,2026-05-31
MR0000118585,MTR0000082,2026-04-01 00:00:00,4.9185,6.2206,235.68,0.9668,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-01
MR0000118586,MTR0000082,2026-04-01 01:00:00,4.1674,4.7124,246.59,0.9732,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-01
MR0000118591,MTR0000082,2026-04-01 06:00:00,5.0085,6.062,238.01,0.8954,MISSING,ami_headend,AMI_20260601_B,2026-04-01
MR0000118600,MTR0000082,2026-04-01 15:00:00,10.8628,12.5182,234.36,0.9694,MISSING,ami_headend,AMI_20260601_B,2026-04-01
MR0000118601,MTR0000082,2026-04-01 16:00:00,11.3527,13.7717,242.28,0.9407,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-01
MR0000118609,MTR0000082,2026-04-02 00:00:00,5.4825,5.214,234.93,1.0,MISSING,ami_headend,AMI_20260601_A,2026-04-02
MR0000118611,MTR0000082,2026-04-02 02:00:00,3.9011,3.5165,233.51,0.9417,MISSING,ami_headend,AMI_20260601_B,2026-04-02
MR0000118612,MTR0000082,2026-04-02 03:00:00,3.7382,4.6788,242.27,0.9312,MISSING,ami_headend,AMI_20260601_A,2026-04-02
MR0000118613,MTR0000082,2026-04-02 04:00:00,1.677,1.5184,239.94,0.9619,MISSING,ami_headend,AMI_20260602_A,2026-04-02
MR0000118615,MTR0000082,2026-04-02 06:00:00,9.9018,8.3712,240.96,0.9635,MISSING,ami_headend,AMI_20260601_A,2026-04-02
MR0000118622,MTR0000082,2026-04-02 13:00:00,9.1227,11.9504,231.95,0.8971,MISSING,ami_headend,AMI_20260601_A,2026-04-02
MR0000118624,MTR0000082,2026-04-02 15:00:00,12.8974,15.8623,233.55,0.9444,MISSING,ami_headend,AMI_20260601_B,2026-04-02
MR0000118625,MTR0000082,2026-04-02 16:00:00,11.4744,11.7527,239.73,0.934,MISSING,ami_headend,AMI_20260602_A,2026-04-02
MR0000118631,MTR0000082,2026-04-02 22:00:00,8.9031,9.7422,241.5,0.9005,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-02
MR0000118644,MTR0000082,2026-04-03 11:00:00,10.5268,14.1884,240.57,0.8855,MISSING,ami_headend,AMI_20260602_A,2026-04-03
MR0000118645,MTR0000082,2026-04-03 12:00:00,11.5727,13.3781,237.09,0.9147,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-03
MR0000118647,MTR0000082,2026-04-03 14:00:00,14.1239,14.1432,244.22,0.911,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-03
MR0000118651,MTR0000082,2026-04-03 18:00:00,8.3822,10.8469,244.39,0.9639,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-03
MR0000118655,MTR0000082,2026-04-03 22:00:00,4.8988,4.0058,243.65,0.8954,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-03
MR0000118657,MTR0000082,2026-04-04 00:00:00,4.6219,4.4114,238.48,0.9854,MISSING,ami_headend,AMI_20260601_B,2026-04-04
MR0000118671,MTR0000082,2026-04-04 14:00:00,6.7417,8.7761,233.31,0.919,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-04
MR0000118683,MTR0000082,2026-04-05 02:00:00,7.0244,9.7189,246.12,0.9459,MISSING,ami_headend,AMI_20260601_B,2026-04-05
MR0000118684,MTR0000082,2026-04-05 03:00:00,5.5903,5.637,238.59,0.8822,MISSING,ami_headend,AMI_20260601_A,2026-04-05
MR0000118691,MTR0000082,2026-04-05 10:00:00,7.8041,7.1985,242.35,0.9062,MISSING,ami_headend,AMI_20260602_A,2026-04-05
MR0000118694,MTR0000082,2026-04-05 13:00:00,8.4273,9.4092,238.56,0.9405,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-05
MR0000118705,MTR0000082,2026-04-06 00:00:00,5.2846,4.4439,240.89,0.9426,MISSING,ami_headend,AMI_20260602_A,2026-04-06
MR0000118706,MTR0000082,2026-04-06 01:00:00,5.482,6.4016,235.49,0.8744,MISSING,ami_headend,AMI_20260602_A,2026-04-06
MR0000118707,MTR0000082,2026-04-06 02:00:00,2.1596,2.2482,246.5,0.9354,MISSING,ami_headend,AMI_20260601_B,2026-04-06
MR0000118708,MTR0000082,2026-04-06 03:00:00,5.3867,7.424,237.37,0.9536,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-06
MR0000118710,MTR0000082,2026-04-06 05:00:00,2.5654,2.4055,241.67,0.9472,MISSING,ami_headend,AMI_20260602_A,2026-04-06
MR0000118711,MTR0000082,2026-04-06 06:00:00,4.6324,4.319,245.78,0.9095,MISSING,ami_headend,AMI_20260602_A,2026-04-06
MR0000118712,MTR0000082,2026-04-06 07:00:00,5.0428,6.284,229.49,0.9712,MISSING,ami_headend,AMI_20260602_A,2026-04-06
MR0000118713,MTR0000082,2026-04-06 08:00:00,14.2151,17.2296,236.4,0.9246,MISSING,ami_headend,AMI_20260601_A,2026-04-06
MR0000118717,MTR0000082,2026-04-06 12:00:00,8.0718,9.0743,234.69,0.9446,MISSING,ami_headend,AMI_20260601_B,2026-04-06
MR0000118721,MTR0000082,2026-04-06 16:00:00,9.2981,10.7083,237.23,0.9469,MISSING,ami_headend,AMI_20260601_A,2026-04-06
MR0000118722,MTR0000082,2026-04-06 17:00:00,13.5446,13.0782,236.76,0.9363,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-06
