cell_id,kpi_ts,connected_users,throughput_mbps,prb_utilization_pct,drop_call_rate_pct,handover_success_pct,availability_pct,kpi_date,site_id,technology,max_capacity_mbps,high_utilization_flag,high_drop_rate_flag,poor_availability_flag
CELL000084,2026-05-23 17:00:00,109,395.291,6.065,2.9519,97.3685,0.0,2026-05-23,SITE00019,5G NR,2277.2,False,False,True
CELL000085,2026-05-02 00:00:00,179,321.537,78.372,1.458,95.9035,0.0,2026-05-02,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-05 01:00:00,319,381.814,62.955,0.8633,100.0,0.0,2026-05-05,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-10 19:00:00,140,498.703,43.972,1.7465,93.0869,98.9443,2026-05-10,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-15 13:00:00,236,354.422,59.691,2.1189,98.8473,0.0,2026-05-15,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-19 16:00:00,34,442.423,41.004,0.0,97.8578,0.0,2026-05-19,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-23 12:00:00,49,350.094,55.621,0.3333,97.3739,0.0,2026-05-23,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-24 17:00:00,195,412.452,84.613,0.9555,96.5913,0.0,2026-05-24,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-25 19:00:00,243,132.545,29.447,0.0,95.8145,0.0,2026-05-25,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-26 03:00:00,135,566.273,67.788,0.9151,95.9983,0.0,2026-05-26,SITE00020,5G NR,1474.19,False,False,True
CELL000085,2026-05-28 18:00:00,294,630.148,27.202,1.9514,96.4302,0.0,2026-05-28,SITE00020,5G NR,1474.19,False,False,True
CELL000086,2026-05-02 23:00:00,267,665.213,9.809,1.7503,95.3387,98.6934,2026-05-02,SITE00020,4G LTE,1992.54,False,False,True
CELL000086,2026-05-03 10:00:00,148,628.16,39.042,1.8888,98.1174,0.0,2026-05-03,SITE00020,4G LTE,1992.54,False,False,True
CELL000086,2026-05-14 13:00:00,133,513.153,15.04,2.9418,94.6172,98.9835,2026-05-14,SITE00020,4G LTE,1992.54,False,False,True
CELL000086,2026-05-15 09:00:00,119,397.825,60.25,0.4775,94.6783,0.0,2026-05-15,SITE00020,4G LTE,1992.54,False,False,True
CELL000086,2026-05-16 04:00:00,74,453.49,100.0,2.3615,99.7854,0.0,2026-05-16,SITE00020,4G LTE,1992.54,True,False,True
CELL000086,2026-05-17 06:00:00,201,159.498,61.278,1.1339,96.0051,0.0,2026-05-17,SITE00020,4G LTE,1992.54,False,False,True
CELL000086,2026-05-17 10:00:00,68,186.965,69.748,0.1458,96.4246,0.0,2026-05-17,SITE00020,4G LTE,1992.54,False,False,True
CELL000086,2026-05-19 22:00:00,121,717.297,60.414,1.61,96.3161,0.0,2026-05-19,SITE00020,4G LTE,1992.54,False,False,True
CELL000086,2026-05-22 11:00:00,157,426.601,73.763,1.6378,93.5828,0.0,2026-05-22,SITE00020,4G LTE,1992.54,False,False,True
CELL000086,2026-05-28 00:00:00,105,174.09,22.628,0.6992,97.7342,98.9453,2026-05-28,SITE00020,4G LTE,1992.54,False,False,True
CELL000087,2026-05-01 14:00:00,126,0.0,60.888,0.0,97.0365,0.0,2026-05-01,SITE00020,4G LTE,333.41,False,False,True
CELL000087,2026-05-04 11:00:00,176,265.554,100.0,0.8713,93.5352,98.9757,2026-05-04,SITE00020,4G LTE,333.41,True,False,True
CELL000087,2026-05-15 04:00:00,80,159.457,52.863,1.854,95.6053,0.0,2026-05-15,SITE00020,4G LTE,333.41,False,False,True
CELL000087,2026-05-17 12:00:00,58,124.196,53.639,0.0,96.4011,0.0,2026-05-17,SITE00020,4G LTE,333.41,False,False,True
CELL000087,2026-05-17 13:00:00,147,300.54,68.522,0.0,94.5819,98.918,2026-05-17,SITE00020,4G LTE,333.41,False,False,True
CELL000087,2026-05-27 12:00:00,253,434.609,72.918,3.2702,98.9003,98.9616,2026-05-27,SITE00020,4G LTE,333.41,False,True,True
CELL000087,2026-05-30 02:00:00,238,692.956,53.066,0.3705,94.6753,0.0,2026-05-30,SITE00020,4G LTE,333.41,False,False,True
CELL000087,2026-05-30 22:00:00,250,468.31,68.587,2.3356,95.3837,98.7247,2026-05-30,SITE00020,4G LTE,333.41,False,False,True
CELL000087,2026-05-31 03:00:00,238,409.091,44.829,1.2372,98.234,98.9334,2026-05-31,SITE00020,4G LTE,333.41,False,False,True
CELL000088,2026-05-03 15:00:00,147,477.792,39.869,1.2787,94.7403,0.0,2026-05-03,SITE00020,5G NR,1403.92,False,False,True
CELL000088,2026-05-06 00:00:00,249,510.386,42.701,1.9014,94.446,98.975,2026-05-06,SITE00020,5G NR,1403.92,False,False,True
CELL000088,2026-05-08 21:00:00,151,153.501,44.026,1.7631,97.0661,0.0,2026-05-08,SITE00020,5G NR,1403.92,False,False,True
CELL000088,2026-05-10 14:00:00,246,603.999,57.66,1.7786,97.2867,0.0,2026-05-10,SITE00020,5G NR,1403.92,False,False,True
CELL000088,2026-05-16 15:00:00,198,740.034,11.407,1.3362,96.0044,0.0,2026-05-16,SITE00020,5G NR,1403.92,False,False,True
CELL000088,2026-05-21 19:00:00,256,474.838,54.997,0.0,95.8513,0.0,2026-05-21,SITE00020,5G NR,1403.92,False,False,True
CELL000088,2026-05-21 23:00:00,124,408.438,56.035,2.0683,95.0239,98.8782,2026-05-21,SITE00020,5G NR,1403.92,False,False,True
CELL000088,2026-05-30 02:00:00,230,635.966,76.397,1.2665,97.3819,98.9719,2026-05-30,SITE00020,5G NR,1403.92,False,False,True
CELL000089,2026-05-10 12:00:00,121,436.992,77.686,2.3035,99.1063,0.0,2026-05-10,SITE00020,5G NR,2370.25,False,False,True
CELL000089,2026-05-12 04:00:00,175,830.937,13.735,0.0,99.2864,0.0,2026-05-12,SITE00020,5G NR,2370.25,False,False,True
CELL000089,2026-05-16 09:00:00,153,413.068,45.578,1.2201,95.8502,98.8881,2026-05-16,SITE00020,5G NR,2370.25,False,False,True
CELL000090,2026-05-07 23:00:00,96,158.663,22.194,1.346,97.0685,0.0,2026-05-07,SITE00020,4G LTE,1903.1,False,False,True
CELL000090,2026-05-09 00:00:00,155,682.928,64.384,1.6861,98.2381,0.0,2026-05-09,SITE00020,4G LTE,1903.1,False,False,True
CELL000090,2026-05-10 23:00:00,87,101.357,70.864,2.6449,97.5149,98.9298,2026-05-10,SITE00020,4G LTE,1903.1,False,False,True
CELL000090,2026-05-13 11:00:00,203,492.991,53.072,2.3516,96.0999,0.0,2026-05-13,SITE00020,4G LTE,1903.1,False,False,True
CELL000090,2026-05-18 22:00:00,227,408.897,69.981,0.343,92.4021,0.0,2026-05-18,SITE00020,4G LTE,1903.1,False,False,True
CELL000091,2026-05-12 11:00:00,168,492.483,56.325,2.7027,96.0262,0.0,2026-05-12,SITE00021,5G NR,470.96,False,False,True
CELL000091,2026-05-14 10:00:00,265,778.759,74.773,1.266,98.2592,0.0,2026-05-14,SITE00021,5G NR,470.96,False,False,True
CELL000091,2026-05-25 04:00:00,203,289.098,16.971,1.3512,99.0426,0.0,2026-05-25,SITE00021,5G NR,470.96,False,False,True
CELL000091,2026-05-27 09:00:00,56,476.886,31.138,0.0,97.4844,0.0,2026-05-27,SITE00021,5G NR,470.96,False,False,True
CELL000091,2026-05-28 10:00:00,249,229.687,31.74,1.9572,93.2971,98.9228,2026-05-28,SITE00021,5G NR,470.96,False,False,True
CELL000091,2026-05-30 20:00:00,296,734.818,50.385,1.151,95.9609,0.0,2026-05-30,SITE00021,5G NR,470.96,False,False,True
CELL000092,2026-05-14 01:00:00,119,806.189,64.314,1.5448,95.7069,0.0,2026-05-14,SITE00021,5G NR,1757.25,False,False,True
CELL000093,2026-05-01 01:00:00,151,435.684,62.629,2.6385,99.0117,0.0,2026-05-01,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-09 15:00:00,202,651.78,81.073,0.0,97.944,98.882,2026-05-09,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-12 18:00:00,206,447.344,61.198,2.4238,98.1765,0.0,2026-05-12,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-14 14:00:00,158,582.678,62.53,0.8815,97.4217,98.996,2026-05-14,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-14 21:00:00,234,849.354,64.622,0.9408,95.6418,0.0,2026-05-14,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-15 18:00:00,197,535.57,49.348,1.8432,96.4182,98.9899,2026-05-15,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-18 15:00:00,157,820.233,69.382,0.4084,98.6173,0.0,2026-05-18,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-23 18:00:00,256,315.25,73.962,0.9889,98.9137,0.0,2026-05-23,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-27 17:00:00,215,246.291,52.692,2.1713,93.2456,0.0,2026-05-27,SITE00021,5G NR,1725.24,False,False,True
CELL000093,2026-05-30 15:00:00,177,437.684,74.915,1.2261,99.1167,0.0,2026-05-30,SITE00021,5G NR,1725.24,False,False,True
CELL000094,2026-05-02 06:00:00,82,317.539,33.138,1.4504,91.0612,0.0,2026-05-02,SITE00022,5G NR,1440.39,False,False,True
CELL000094,2026-05-14 10:00:00,183,335.46,63.485,2.7251,98.8261,0.0,2026-05-14,SITE00022,5G NR,1440.39,False,False,True
CELL000094,2026-05-25 01:00:00,231,405.827,64.505,1.8199,95.0154,98.9611,2026-05-25,SITE00022,5G NR,1440.39,False,False,True
CELL000094,2026-05-27 07:00:00,91,336.033,55.764,3.1901,92.6994,0.0,2026-05-27,SITE00022,5G NR,1440.39,False,True,True
CELL000094,2026-05-31 05:00:00,147,81.88,55.227,0.697,97.3112,0.0,2026-05-31,SITE00022,5G NR,1440.39,False,False,True
CELL000095,2026-05-08 00:00:00,203,115.33,87.196,0.7687,95.179,0.0,2026-05-08,SITE00022,4G LTE,2031.93,True,False,True
CELL000095,2026-05-09 03:00:00,55,654.226,73.468,0.5787,97.1517,0.0,2026-05-09,SITE00022,4G LTE,2031.93,False,False,True
CELL000095,2026-05-23 21:00:00,241,516.458,40.228,0.3769,96.6257,98.7203,2026-05-23,SITE00022,4G LTE,2031.93,False,False,True
CELL000096,2026-05-03 10:00:00,198,693.478,85.553,0.0,97.4548,0.0,2026-05-03,SITE00022,5G NR,895.37,True,False,True
CELL000096,2026-05-06 07:00:00,190,380.865,42.889,0.2077,96.1466,0.0,2026-05-06,SITE00022,5G NR,895.37,False,False,True
CELL000096,2026-05-12 21:00:00,178,406.657,29.39,0.0,96.35,0.0,2026-05-12,SITE00022,5G NR,895.37,False,False,True
CELL000097,2026-05-16 13:00:00,87,335.034,69.283,0.185,95.1236,98.8895,2026-05-16,SITE00022,4G LTE,487.85,False,False,True
CELL000097,2026-05-23 14:00:00,167,344.096,73.242,0.0,97.3191,0.0,2026-05-23,SITE00022,4G LTE,487.85,False,False,True
CELL000097,2026-05-24 13:00:00,211,317.092,33.603,0.7658,96.3096,98.9857,2026-05-24,SITE00022,4G LTE,487.85,False,False,True
CELL000097,2026-05-25 22:00:00,244,546.28,0.598,0.0,97.9161,98.9436,2026-05-25,SITE00022,4G LTE,487.85,False,False,True
CELL000097,2026-05-26 22:00:00,284,430.065,85.391,1.0012,96.1615,98.9658,2026-05-26,SITE00022,4G LTE,487.85,True,False,True
CELL000098,2026-05-05 23:00:00,91,368.309,64.331,1.5069,100.0,0.0,2026-05-05,SITE00023,5G NR,592.18,False,False,True
CELL000098,2026-05-25 07:00:00,172,234.603,44.727,2.3994,96.015,0.0,2026-05-25,SITE00023,5G NR,592.18,False,False,True
CELL000098,2026-05-25 10:00:00,96,503.818,54.009,0.0,97.0367,0.0,2026-05-25,SITE00023,5G NR,592.18,False,False,True
CELL000098,2026-05-27 14:00:00,107,207.099,61.677,1.7817,91.6632,0.0,2026-05-27,SITE00023,5G NR,592.18,False,False,True
CELL000098,2026-05-31 12:00:00,240,298.081,40.791,0.909,96.3771,0.0,2026-05-31,SITE00023,5G NR,592.18,False,False,True
CELL000099,2026-05-08 06:00:00,185,453.394,53.741,0.5709,97.4444,0.0,2026-05-08,SITE00023,4G LTE,2222.02,False,False,True
CELL000099,2026-05-16 20:00:00,140,272.067,38.886,1.3712,93.1152,98.9716,2026-05-16,SITE00023,4G LTE,2222.02,False,False,True
CELL000099,2026-05-25 01:00:00,286,293.182,33.442,1.6853,99.0664,0.0,2026-05-25,SITE00023,4G LTE,2222.02,False,False,True
CELL000099,2026-05-25 12:00:00,130,739.435,46.267,0.5021,93.2535,0.0,2026-05-25,SITE00023,4G LTE,2222.02,False,False,True
CELL000099,2026-05-26 18:00:00,172,212.77,65.66,0.0,97.2371,0.0,2026-05-26,SITE00023,4G LTE,2222.02,False,False,True
CELL000100,2026-05-18 00:00:00,256,380.829,58.48,1.5559,96.5992,0.0,2026-05-18,SITE00023,4G LTE,1878.12,False,False,True
CELL000100,2026-05-24 16:00:00,232,647.975,39.643,1.2861,93.522,0.0,2026-05-24,SITE00023,4G LTE,1878.12,False,False,True
CELL000100,2026-05-26 17:00:00,0,448.067,82.758,0.0,100.0,0.0,2026-05-26,SITE00023,4G LTE,1878.12,False,False,True
CELL000101,2026-05-12 09:00:00,171,491.339,87.995,1.6956,93.6287,0.0,2026-05-12,SITE00023,4G LTE,1500.5,True,False,True
CELL000101,2026-05-26 13:00:00,298,670.854,41.694,1.0133,95.3176,98.9432,2026-05-26,SITE00023,4G LTE,1500.5,False,False,True
CELL000102,2026-05-02 03:00:00,210,246.589,69.334,0.0,94.7414,0.0,2026-05-02,SITE00023,4G LTE,1261.41,False,False,True
CELL000102,2026-05-04 23:00:00,83,879.63,56.542,1.5866,95.0892,0.0,2026-05-04,SITE00023,4G LTE,1261.41,False,False,True
CELL000102,2026-05-12 11:00:00,173,474.373,81.691,0.0,96.6563,0.0,2026-05-12,SITE00023,4G LTE,1261.41,False,False,True
CELL000102,2026-05-17 21:00:00,52,502.077,75.297,0.0,96.8788,0.0,2026-05-17,SITE00023,4G LTE,1261.41,False,False,True
CELL000102,2026-05-19 01:00:00,63,359.81,48.274,0.0,94.9268,0.0,2026-05-19,SITE00023,4G LTE,1261.41,False,False,True
CELL000102,2026-05-19 23:00:00,145,434.726,41.535,0.0,93.4118,98.9782,2026-05-19,SITE00023,4G LTE,1261.41,False,False,True
CELL000102,2026-05-21 12:00:00,191,235.775,60.327,1.3226,93.4268,98.8684,2026-05-21,SITE00023,4G LTE,1261.41,False,False,True
CELL000102,2026-05-25 11:00:00,271,489.936,84.013,0.3384,98.4706,0.0,2026-05-25,SITE00023,4G LTE,1261.41,False,False,True
CELL000103,2026-05-12 16:00:00,117,242.299,38.676,0.9981,97.8788,0.0,2026-05-12,SITE00023,4G LTE,1927.63,False,False,True
CELL000103,2026-05-12 22:00:00,185,792.165,49.116,1.0536,94.1466,0.0,2026-05-12,SITE00023,4G LTE,1927.63,False,False,True
CELL000103,2026-05-16 02:00:00,254,256.313,70.858,1.946,96.3763,0.0,2026-05-16,SITE00023,4G LTE,1927.63,False,False,True
CELL000103,2026-05-17 11:00:00,259,364.068,71.018,0.7128,94.8072,0.0,2026-05-17,SITE00023,4G LTE,1927.63,False,False,True
CELL000103,2026-05-20 13:00:00,224,522.284,46.383,2.7817,95.1387,98.9328,2026-05-20,SITE00023,4G LTE,1927.63,False,False,True
CELL000103,2026-05-25 16:00:00,218,677.356,89.823,1.9992,100.0,98.9127,2026-05-25,SITE00023,4G LTE,1927.63,True,False,True
CELL000104,2026-05-14 18:00:00,195,381.046,80.928,2.5784,98.1222,98.8002,2026-05-14,SITE00024,5G NR,703.4,False,False,True
CELL000104,2026-05-15 21:00:00,140,568.816,87.868,0.2649,97.8261,0.0,2026-05-15,SITE00024,5G NR,703.4,True,False,True
CELL000104,2026-05-18 09:00:00,136,319.405,56.493,0.1883,95.3939,0.0,2026-05-18,SITE00024,5G NR,703.4,False,False,True
CELL000104,2026-05-18 13:00:00,78,578.68,49.102,1.1312,92.6602,0.0,2026-05-18,SITE00024,5G NR,703.4,False,False,True
CELL000104,2026-05-22 19:00:00,106,533.721,13.226,0.5509,94.6817,0.0,2026-05-22,SITE00024,5G NR,703.4,False,False,True
CELL000105,2026-05-02 06:00:00,74,663.01,14.588,0.793,95.5289,98.9188,2026-05-02,SITE00024,4G LTE,826.15,False,False,True
CELL000105,2026-05-22 20:00:00,69,741.078,58.129,0.0,97.7825,0.0,2026-05-22,SITE00024,4G LTE,826.15,False,False,True
CELL000105,2026-05-28 08:00:00,307,449.54,34.691,0.8396,100.0,0.0,2026-05-28,SITE00024,4G LTE,826.15,False,False,True
CELL000106,2026-05-13 07:00:00,114,0.0,38.557,1.9754,99.2203,98.7003,2026-05-13,SITE00024,5G NR,1415.81,False,False,True
CELL000106,2026-05-18 23:00:00,166,247.799,46.832,0.9666,98.194,0.0,2026-05-18,SITE00024,5G NR,1415.81,False,False,True
CELL000106,2026-05-28 04:00:00,180,493.862,59.805,0.8254,92.1322,98.9503,2026-05-28,SITE00024,5G NR,1415.81,False,False,True
CELL000106,2026-05-30 05:00:00,60,313.376,76.452,1.9696,94.7107,0.0,2026-05-30,SITE00024,5G NR,1415.81,False,False,True
CELL000107,2026-05-08 08:00:00,101,379.748,91.422,2.7254,97.0269,0.0,2026-05-08,SITE00025,5G NR,1181.0,True,False,True
CELL000107,2026-05-10 09:00:00,135,536.733,63.773,1.9941,97.5348,0.0,2026-05-10,SITE00025,5G NR,1181.0,False,False,True
CELL000107,2026-05-25 03:00:00,247,616.422,53.428,1.2927,93.8768,0.0,2026-05-25,SITE00025,5G NR,1181.0,False,False,True
CELL000108,2026-05-02 09:00:00,179,7.349,100.0,0.5203,99.7001,0.0,2026-05-02,SITE00025,4G LTE,1281.9,True,False,True
CELL000108,2026-05-02 13:00:00,75,344.655,4.852,3.6295,99.3287,98.9667,2026-05-02,SITE00025,4G LTE,1281.9,False,True,True
CELL000108,2026-05-11 14:00:00,245,387.417,49.39,1.8561,95.948,0.0,2026-05-11,SITE00025,4G LTE,1281.9,False,False,True
CELL000108,2026-05-29 01:00:00,192,300.066,84.767,0.5002,96.4708,0.0,2026-05-29,SITE00025,4G LTE,1281.9,False,False,True
CELL000108,2026-05-30 02:00:00,242,208.431,39.846,2.435,95.3864,98.7716,2026-05-30,SITE00025,4G LTE,1281.9,False,False,True
CELL000109,2026-05-02 15:00:00,112,450.393,40.981,0.4663,98.0595,98.8997,2026-05-02,SITE00025,5G NR,2362.71,False,False,True
CELL000109,2026-05-08 01:00:00,188,74.98,59.492,0.9869,96.4092,98.9716,2026-05-08,SITE00025,5G NR,2362.71,False,False,True
CELL000109,2026-05-10 06:00:00,209,339.564,65.667,0.0,97.0154,0.0,2026-05-10,SITE00025,5G NR,2362.71,False,False,True
CELL000109,2026-05-12 20:00:00,175,557.811,62.052,1.9467,94.6212,0.0,2026-05-12,SITE00025,5G NR,2362.71,False,False,True
CELL000109,2026-05-17 12:00:00,155,199.848,90.865,0.0,96.4728,0.0,2026-05-17,SITE00025,5G NR,2362.71,True,False,True
CELL000109,2026-05-22 07:00:00,117,521.329,47.772,1.8333,90.3485,0.0,2026-05-22,SITE00025,5G NR,2362.71,False,False,True
CELL000109,2026-05-23 10:00:00,231,489.045,37.814,0.1686,98.2328,98.9774,2026-05-23,SITE00025,5G NR,2362.71,False,False,True
CELL000109,2026-05-26 02:00:00,211,562.932,66.205,1.1031,96.9425,0.0,2026-05-26,SITE00025,5G NR,2362.71,False,False,True
CELL000109,2026-05-26 14:00:00,187,225.416,57.781,1.0009,92.1166,0.0,2026-05-26,SITE00025,5G NR,2362.71,False,False,True
CELL000110,2026-05-09 07:00:00,102,591.162,45.1,1.1366,97.1574,98.972,2026-05-09,SITE00026,5G NR,782.73,False,False,True
CELL000110,2026-05-14 01:00:00,295,513.719,23.007,0.0,94.7625,98.9581,2026-05-14,SITE00026,5G NR,782.73,False,False,True
CELL000110,2026-05-17 20:00:00,232,885.036,36.847,0.2935,100.0,0.0,2026-05-17,SITE00026,5G NR,782.73,False,False,True
CELL000110,2026-05-26 04:00:00,223,358.604,15.079,2.3182,97.4803,0.0,2026-05-26,SITE00026,5G NR,782.73,False,False,True
CELL000110,2026-05-31 12:00:00,217,667.998,34.717,1.1764,91.0181,98.9927,2026-05-31,SITE00026,5G NR,782.73,False,False,True
CELL000111,2026-05-02 05:00:00,165,750.235,49.671,1.8224,97.4117,0.0,2026-05-02,SITE00026,4G LTE,622.62,False,False,True
CELL000111,2026-05-12 12:00:00,42,203.807,78.195,0.3329,91.7045,0.0,2026-05-12,SITE00026,4G LTE,622.62,False,False,True
CELL000111,2026-05-13 14:00:00,119,540.259,71.758,1.0618,94.8222,0.0,2026-05-13,SITE00026,4G LTE,622.62,False,False,True
CELL000111,2026-05-19 13:00:00,127,635.138,78.623,0.5865,97.8211,98.9913,2026-05-19,SITE00026,4G LTE,622.62,False,False,True
CELL000111,2026-05-28 23:00:00,138,590.332,89.333,2.2188,95.8566,0.0,2026-05-28,SITE00026,4G LTE,622.62,True,False,True
CELL000112,2026-05-07 18:00:00,253,423.535,73.983,0.0,94.4023,98.7578,2026-05-07,SITE00026,5G NR,493.63,False,False,True
CELL000112,2026-05-15 23:00:00,233,313.222,52.743,1.0277,97.0076,98.8836,2026-05-15,SITE00026,5G NR,493.63,False,False,True
CELL000112,2026-05-22 01:00:00,163,588.14,58.104,0.9109,95.7134,0.0,2026-05-22,SITE00026,5G NR,493.63,False,False,True
CELL000112,2026-05-31 03:00:00,212,345.651,43.383,0.3121,96.761,98.9659,2026-05-31,SITE00026,5G NR,493.63,False,False,True
CELL000112,2026-05-31 14:00:00,96,514.891,63.299,3.0206,95.7146,0.0,2026-05-31,SITE00026,5G NR,493.63,False,True,True
CELL000113,2026-05-01 02:00:00,184,208.029,65.961,0.0,97.8251,0.0,2026-05-01,SITE00026,5G NR,1365.4,False,False,True
CELL000113,2026-05-06 15:00:00,167,559.725,85.729,1.6765,95.0504,0.0,2026-05-06,SITE00026,5G NR,1365.4,True,False,True
CELL000113,2026-05-19 12:00:00,173,642.846,82.176,2.2152,95.997,0.0,2026-05-19,SITE00026,5G NR,1365.4,False,False,True
CELL000113,2026-05-23 08:00:00,129,349.578,56.586,2.5533,94.5448,98.9679,2026-05-23,SITE00026,5G NR,1365.4,False,False,True
CELL000113,2026-05-24 08:00:00,196,510.427,100.0,0.0,99.3488,98.9671,2026-05-24,SITE00026,5G NR,1365.4,True,False,True
CELL000113,2026-05-25 19:00:00,227,298.959,76.281,1.5745,96.1131,0.0,2026-05-25,SITE00026,5G NR,1365.4,False,False,True
CELL000114,2026-05-02 11:00:00,126,628.964,45.18,0.3507,89.9643,0.0,2026-05-02,SITE00026,5G NR,383.68,False,False,True
CELL000114,2026-05-10 03:00:00,130,479.049,34.236,0.8433,96.4192,0.0,2026-05-10,SITE00026,5G NR,383.68,False,False,True
CELL000114,2026-05-15 13:00:00,188,434.524,40.004,0.374,97.6819,0.0,2026-05-15,SITE00026,5G NR,383.68,False,False,True
CELL000114,2026-05-16 19:00:00,157,197.367,50.689,0.5426,87.9808,98.8969,2026-05-16,SITE00026,5G NR,383.68,False,False,True
CELL000114,2026-05-23 21:00:00,111,317.088,63.36,0.5164,99.8067,98.9793,2026-05-23,SITE00026,5G NR,383.68,False,False,True
CELL000114,2026-05-25 06:00:00,170,325.045,67.411,0.9529,91.3335,0.0,2026-05-25,SITE00026,5G NR,383.68,False,False,True
CELL000115,2026-05-04 01:00:00,147,380.087,57.456,3.2834,95.6389,0.0,2026-05-04,SITE00027,5G NR,2077.02,False,True,True
CELL000115,2026-05-13 17:00:00,99,156.807,74.085,0.0,93.9839,0.0,2026-05-13,SITE00027,5G NR,2077.02,False,False,True
CELL000116,2026-05-01 20:00:00,216,247.99,37.435,0.0,98.405,98.9826,2026-05-01,SITE00027,5G NR,775.95,False,False,True
CELL000116,2026-05-02 13:00:00,0,201.192,86.665,0.0,94.7699,98.9653,2026-05-02,SITE00027,5G NR,775.95,True,False,True
CELL000116,2026-05-09 20:00:00,289,457.606,76.821,1.3264,94.232,0.0,2026-05-09,SITE00027,5G NR,775.95,False,False,True
CELL000116,2026-05-10 14:00:00,139,842.77,67.857,0.2125,97.923,0.0,2026-05-10,SITE00027,5G NR,775.95,False,False,True
CELL000116,2026-05-22 19:00:00,128,167.466,70.295,1.1534,92.7116,0.0,2026-05-22,SITE00027,5G NR,775.95,False,False,True
CELL000116,2026-05-31 22:00:00,215,608.69,68.832,0.2533,96.6745,0.0,2026-05-31,SITE00027,5G NR,775.95,False,False,True
CELL000117,2026-05-27 13:00:00,290,337.148,82.037,3.8404,97.4404,98.893,2026-05-27,SITE00027,4G LTE,324.43,False,True,True
CELL000118,2026-05-03 02:00:00,154,503.014,29.577,0.4698,97.8704,0.0,2026-05-03,SITE00028,4G LTE,552.88,False,False,True
CELL000118,2026-05-05 06:00:00,192,366.247,43.877,2.2735,98.5933,0.0,2026-05-05,SITE00028,4G LTE,552.88,False,False,True
CELL000118,2026-05-12 19:00:00,161,249.101,50.916,2.7231,98.4372,0.0,2026-05-12,SITE00028,4G LTE,552.88,False,False,True
CELL000119,2026-05-01 07:00:00,79,358.851,24.36,2.269,96.6861,98.9634,2026-05-01,SITE00028,4G LTE,2369.48,False,False,True
CELL000119,2026-05-17 03:00:00,199,315.661,95.521,1.5556,98.9164,0.0,2026-05-17,SITE00028,4G LTE,2369.48,True,False,True
CELL000119,2026-05-19 05:00:00,55,583.355,86.744,0.7024,95.7704,0.0,2026-05-19,SITE00028,4G LTE,2369.48,True,False,True
CELL000119,2026-05-19 21:00:00,211,188.305,39.638,2.2841,93.8676,0.0,2026-05-19,SITE00028,4G LTE,2369.48,False,False,True
CELL000119,2026-05-20 10:00:00,154,479.858,65.034,1.3251,95.6967,0.0,2026-05-20,SITE00028,4G LTE,2369.48,False,False,True
CELL000119,2026-05-21 08:00:00,193,453.884,41.401,2.2006,90.719,0.0,2026-05-21,SITE00028,4G LTE,2369.48,False,False,True
CELL000119,2026-05-28 10:00:00,198,151.114,32.38,1.2667,94.3385,98.9795,2026-05-28,SITE00028,4G LTE,2369.48,False,False,True
CELL000119,2026-05-28 19:00:00,255,423.194,51.67,0.7136,99.9476,0.0,2026-05-28,SITE00028,4G LTE,2369.48,False,False,True
CELL000119,2026-05-30 01:00:00,238,44.825,56.756,1.7735,100.0,0.0,2026-05-30,SITE00028,4G LTE,2369.48,False,False,True
CELL000120,2026-05-16 05:00:00,214,895.533,69.684,1.9713,98.4096,0.0,2026-05-16,SITE00028,4G LTE,2082.83,False,False,True
CELL000120,2026-05-20 00:00:00,84,138.062,80.375,2.0292,96.3112,98.9944,2026-05-20,SITE00028,4G LTE,2082.83,False,False,True
CELL000120,2026-05-23 19:00:00,159,561.195,71.514,0.0,93.8302,98.9308,2026-05-23,SITE00028,4G LTE,2082.83,False,False,True
CELL000121,2026-05-04 16:00:00,204,9.025,59.549,2.2861,93.3052,0.0,2026-05-04,SITE00028,4G LTE,1320.23,False,False,True
CELL000121,2026-05-11 19:00:00,165,423.868,100.0,2.1439,96.5916,0.0,2026-05-11,SITE00028,4G LTE,1320.23,True,False,True
CELL000121,2026-05-19 15:00:00,158,284.305,52.252,1.1856,96.5293,98.9498,2026-05-19,SITE00028,4G LTE,1320.23,False,False,True
CELL000121,2026-05-24 07:00:00,171,776.627,35.81,2.3353,93.9653,98.8623,2026-05-24,SITE00028,4G LTE,1320.23,False,False,True
