session_id,subscriber_id,cell_id,session_start_ts,session_end_ts,data_mb,avg_downlink_mbps,avg_uplink_mbps,latency_ms,packet_loss_pct,roaming_flag,source_system,session_date,customer_id,plan_id,device_id,home_region,site_id,technology,data_gb,poor_qoe_flag,month
DATA0000024413,SUB00002747,CELL000023,2026-05-30 03:34:03,2026-05-30 04:44:03,349.042,151.982,37.113,3.999,3.0086,False,pgw,2026-05-30,CUST00001933,PLN010,DEV0000559,Midwest,SITE00005,4G LTE,0.340861328125,True,2026-05
DATA0000024432,SUB00002705,CELL000192,2026-05-16 11:52:10,2026-05-16 13:31:10,595.906,223.432,38.559,41.62,2.0205,False,pgw,2026-05-16,CUST00000689,PLN020,DEV0000592,Northeast,SITE00046,4G LTE,0.581939453125,True,2026-05
DATA0000024476,SUB00004125,CELL000233,2026-05-31 03:37:32,2026-05-31 04:40:32,798.593,133.22,27.726,35.988,2.3126,True,pgw,2026-05-31,CUST00002244,PLN014,DEV0000754,Northeast,SITE00054,4G LTE,0.7798759765625,True,2026-05
DATA0000024498,SUB00004421,CELL000239,2026-04-19 16:00:10,2026-04-19 19:00:10,966.365,84.187,42.506,41.318,2.3702,False,pgw,2026-04-19,CUST00000927,PLN017,DEV0000042,Southeast,SITE00056,4G LTE,0.9437158203125,True,2026-04
DATA0000024535,SUB00003604,CELL000162,2026-04-01 00:23:16,2026-04-01 02:50:16,819.587,168.39,31.774,19.57,2.5388,False,pgw,2026-04-01,CUST00001957,PLN008,DEV0000329,Southeast,SITE00038,4G LTE,0.8003779296875,True,2026-04
DATA0000024541,SUB00000927,CELL000003,2026-04-13 03:14:37,2026-04-13 04:45:37,122.93,103.274,14.715,35.649,2.2312,False,pgw,2026-04-13,CUST00004423,PLN013,DEV0000566,Midwest,SITE00001,4G LTE,0.120048828125,True,2026-04
DATA0000024543,SUB00002670,CELL000026,2026-05-19 07:45:50,2026-05-19 10:03:50,1451.94,117.051,23.757,33.881,2.0267,False,pgw,2026-05-19,CUST00000061,PLN004,DEV0001545,Southwest,SITE00006,5G NR,1.41791015625,True,2026-05
DATA0000024563,SUB00000477,CELL000181,2026-04-07 06:29:44,2026-04-07 07:51:44,92.356,116.286,44.662,43.716,2.0291,False,pgw,2026-04-07,CUST00003749,PLN015,DEV0000220,Midwest,SITE00043,5G NR,0.09019140625,True,2026-04
DATA0000024568,SUB00004090,CELL000165,2026-04-23 12:17:35,2026-04-23 15:14:35,2124.365,98.676,28.53,7.989,2.3625,False,pgw,2026-04-23,CUST00003484,PLN010,DEV0000401,Southwest,SITE00039,5G NR,2.0745751953125,True,2026-04
DATA0000024573,SUB00004574,CELL000052,2026-05-08 14:09:07,2026-05-08 14:33:07,612.991,256.477,1.603,31.768,2.519,False,pgw,2026-05-08,CUST00001167,PLN011,DEV0000391,West,SITE00011,5G NR,0.5986240234375,True,2026-05
DATA0000024582,SUB00004193,CELL000044,2026-04-18 08:59:25,2026-04-18 10:08:25,158.98,76.887,51.157,43.718,2.4875,False,pgw,2026-04-18,CUST00004031,PLN015,DEV0000177,West,SITE00009,4G LTE,0.15525390625,True,2026-04
DATA0000024628,SUB00000210,CELL000033,2026-05-06 09:03:24,2026-05-06 10:30:24,292.89,146.399,28.68,42.732,2.0413,True,pgw,2026-05-06,CUST00000501,PLN020,DEV0000962,Midwest,SITE00007,5G NR,0.286025390625,True,2026-05
DATA0000024632,SUB00001037,CELL000246,2026-04-07 05:29:15,2026-04-07 08:27:15,930.551,198.464,12.253,13.691,2.4299,False,pgw,2026-04-07,CUST00003755,PLN019,DEV0000451,Southwest,SITE00057,4G LTE,0.9087412109375,True,2026-04
DATA0000024676,SUB00000018,CELL000157,2026-05-19 08:48:01,2026-05-19 10:57:01,548.847,139.003,41.278,31.743,2.2035,False,pgw,2026-05-19,CUST00000276,PLN013,DEV0000805,Southwest,SITE00037,5G NR,0.5359833984375,True,2026-05
DATA0000024694,SUB00003052,CELL000005,2026-05-03 13:46:43,2026-05-03 15:39:43,323.783,72.015,27.235,19.067,2.4096,False,pgw,2026-05-03,CUST00001671,PLN003,DEV0001962,Northeast,SITE00001,5G NR,0.3161943359375,True,2026-05
DATA0000024701,SUB00002342,CELL000055,2026-04-22 22:42:26,2026-04-23 00:17:26,1738.326,115.247,14.481,25.813,2.6907,False,pgw,2026-04-22,CUST00000911,PLN011,DEV0000627,Midwest,SITE00012,5G NR,1.697583984375,True,2026-04
DATA0000024713,SUB00004803,CELL000017,2026-04-23 05:51:45,2026-04-23 08:37:45,100.063,0.1,20.279,32.255,2.463,False,pgw,2026-04-23,CUST00000086,PLN013,DEV0002401,Southwest,SITE00004,4G LTE,0.0977177734375,True,2026-04
DATA0000024725,SUB00001156,CELL000140,2026-04-15 08:37:56,2026-04-15 09:41:56,162.314,92.04,13.891,31.607,2.1252,False,pgw,2026-04-15,CUST00004215,PLN006,DEV0000052,Southeast,SITE00033,4G LTE,0.158509765625,True,2026-04
DATA0000024771,SUB00004369,CELL000194,2026-04-07 15:29:04,2026-04-07 16:08:04,275.252,159.39,29.701,31.999,2.1144,False,pgw,2026-04-07,CUST00003683,PLN007,DEV0002419,West,SITE00046,5G NR,0.26880078125,True,2026-04
DATA0000024775,SUB00000373,CELL000247,2026-05-13 22:38:23,2026-05-14 00:16:23,108.874,37.021,43.784,34.217,2.0909,False,pgw,2026-05-13,CUST00002049,PLN016,DEV0000592,Southwest,SITE00058,4G LTE,0.106322265625,True,2026-05
DATA0000024787,SUB00000273,CELL000014,2026-05-30 06:27:54,2026-05-30 09:17:54,729.272,89.237,40.443,42.085,2.2286,True,pgw,2026-05-30,CUST00000725,PLN004,DEV0001318,West,SITE00003,4G LTE,0.7121796875,True,2026-05
DATA0000024796,SUB00004472,CELL000184,2026-04-20 23:15:09,2026-04-21 01:38:09,159.715,123.722,23.389,40.423,2.0148,True,pgw,2026-04-20,CUST00001228,PLN004,DEV0000006,Southeast,SITE00043,5G NR,0.1559716796875,True,2026-04
DATA0000024803,SUB00001111,CELL000118,2026-05-07 05:48:14,2026-05-07 07:05:14,704.453,90.524,28.361,28.255,2.0232,False,pgw,2026-05-07,CUST00001942,PLN018,DEV0000733,Northeast,SITE00028,4G LTE,0.6879423828125,True,2026-05
DATA0000024805,SUB00002976,CELL000038,2026-04-18 09:34:01,2026-04-18 09:58:01,804.736,98.272,62.146,47.659,2.0169,False,pgw,2026-04-18,CUST00001883,PLN016,DEV0001536,Northeast,SITE00008,4G LTE,0.785875,True,2026-04
DATA0000024820,SUB00003547,CELL000152,2026-04-13 01:13:37,2026-04-13 03:42:37,693.112,105.301,58.045,33.447,2.2202,False,pgw,2026-04-13,CUST00001329,PLN014,DEV0001965,Northeast,SITE00036,5G NR,0.6768671875,True,2026-04
DATA0000024825,SUB00003115,CELL000238,2026-05-15 16:22:49,2026-05-15 19:08:49,1239.294,117.183,36.286,26.911,2.2761,True,pgw,2026-05-15,CUST00001764,PLN009,DEV0001816,Northeast,SITE00056,5G NR,1.210248046875,True,2026-05
DATA0000024841,SUB00002811,CELL000094,2026-05-20 07:07:22,2026-05-20 08:33:22,16.067,120.078,23.603,33.111,2.0662,True,pgw,2026-05-20,CUST00000309,PLN007,DEV0000115,Northeast,SITE00022,5G NR,0.0156904296875,True,2026-05
DATA0000024846,SUB00004115,CELL000159,2026-04-14 08:55:52,2026-04-14 11:17:52,466.504,153.673,26.381,8.096,2.1782,False,pgw,2026-04-14,CUST00003812,PLN011,DEV0000556,Northeast,SITE00037,5G NR,0.4555703125,True,2026-04
DATA0000024850,SUB00004988,CELL000048,2026-04-10 02:14:54,2026-04-10 05:08:54,501.939,150.511,23.362,41.896,2.1889,False,pgw,2026-04-10,CUST00000726,PLN003,DEV0002301,Midwest,SITE00010,5G NR,0.4901748046875,True,2026-04
DATA0000024855,SUB00000071,CELL000098,2026-04-30 09:55:23,2026-04-30 10:37:23,73.23,110.486,23.599,26.017,2.2199,False,pgw,2026-04-30,CUST00002491,PLN005,DEV0000979,Southwest,SITE00023,5G NR,0.071513671875,True,2026-04
DATA0000024862,SUB00003249,CELL000229,2026-04-23 23:30:07,2026-04-24 00:34:07,126.006,158.454,37.633,36.23,3.6087,False,pgw,2026-04-23,CUST00003030,PLN018,DEV0002078,West,SITE00054,5G NR,0.123052734375,True,2026-04
DATA0000024885,SUB00003494,CELL000029,2026-05-30 05:21:14,2026-05-30 07:54:14,120.518,144.021,10.66,11.029,2.6369,False,pgw,2026-05-30,CUST00002765,PLN020,DEV0000806,Southwest,SITE00006,4G LTE,0.117693359375,True,2026-05
DATA0000024900,SUB00000877,CELL000023,2026-05-22 08:44:33,2026-05-22 11:20:33,382.375,109.694,21.56,51.844,2.1167,False,pgw,2026-05-22,CUST00003376,PLN006,DEV0001608,Southwest,SITE00005,4G LTE,0.3734130859375,True,2026-05
DATA0000024922,SUB00003810,CELL000006,2026-04-04 02:29:17,2026-04-04 03:23:17,331.238,92.501,26.094,23.967,2.1785,True,pgw,2026-04-04,CUST00002575,PLN007,DEV0000002,West,SITE00001,4G LTE,0.323474609375,True,2026-04
DATA0000024924,SUB00003309,CELL000186,2026-04-05 20:46:33,2026-04-05 22:10:33,375.528,111.445,34.892,54.493,2.1184,False,pgw,2026-04-05,CUST00002867,PLN008,DEV0001766,Southeast,SITE00044,5G NR,0.3667265625,True,2026-04
DATA0000024944,SUB00001193,CELL000231,2026-04-03 09:13:22,2026-04-03 09:59:22,55.357,66.212,30.621,27.42,2.5151,False,pgw,2026-04-03,CUST00004161,PLN005,DEV0000149,Midwest,SITE00054,5G NR,0.0540595703125,True,2026-04
DATA0000024967,SUB00001800,CELL000252,2026-04-11 11:35:33,2026-04-11 13:08:33,285.943,169.852,32.404,89.256,0.8435,False,pgw,2026-04-11,CUST00002291,PLN007,DEV0001609,West,SITE00059,4G LTE,0.2792412109375,True,2026-04
DATA0000024985,SUB00001559,CELL000032,2026-05-21 15:33:48,2026-05-21 16:29:48,208.653,6.495,25.25,34.476,2.3457,True,pgw,2026-05-21,CUST00002273,PLN009,DEV0001368,West,SITE00007,4G LTE,0.2037626953125,True,2026-05
DATA0000024995,SUB00003994,CELL000140,2026-05-07 10:20:47,2026-05-07 12:16:47,310.658,0.1,40.087,59.633,2.2105,False,pgw,2026-05-07,CUST00001433,PLN020,DEV0002227,Northeast,SITE00033,4G LTE,0.303376953125,True,2026-05
DATA0000025000,SUB00004199,CELL000209,2026-05-17 03:19:46,2026-05-17 04:50:46,1857.535,159.348,23.537,81.894,0.7397,False,pgw,2026-05-17,CUST00001086,PLN018,DEV0000979,Midwest,SITE00049,5G NR,1.8139990234375,True,2026-05
DATA0000025050,SUB00000449,CELL000117,2026-04-23 16:45:48,2026-04-23 19:12:48,651.607,172.031,36.925,47.553,2.0352,True,pgw,2026-04-23,CUST00000882,PLN014,DEV0000247,Southeast,SITE00027,4G LTE,0.6363349609375,True,2026-04
DATA0000025076,SUB00004958,CELL000131,2026-04-10 08:52:35,2026-04-10 11:08:35,641.986,159.197,28.708,21.755,2.3666,True,pgw,2026-04-10,CUST00002250,PLN010,DEV0001814,West,SITE00031,5G NR,0.626939453125,True,2026-04
DATA0000025112,SUB00000668,CELL000193,2026-05-26 19:05:37,2026-05-26 20:51:37,324.622,3.993,21.623,34.616,2.0884,False,pgw,2026-05-26,CUST00001341,PLN007,DEV0000840,Northeast,SITE00046,4G LTE,0.317013671875,True,2026-05
DATA0000025134,SUB00000124,CELL000064,2026-05-30 09:41:34,2026-05-30 10:27:34,391.138,234.606,35.668,28.365,3.237,False,pgw,2026-05-30,CUST00002230,PLN004,DEV0001563,Southwest,SITE00014,4G LTE,0.381970703125,True,2026-05
DATA0000025158,SUB00000456,CELL000204,2026-04-02 04:36:43,2026-04-02 05:07:43,518.694,152.712,26.423,60.829,2.0194,False,pgw,2026-04-02,CUST00003798,PLN013,DEV0001545,Southwest,SITE00048,5G NR,0.506537109375,True,2026-04
DATA0000025182,SUB00001640,CELL000050,2026-04-15 18:22:33,2026-04-15 20:10:33,303.959,198.358,38.851,21.454,2.0414,False,pgw,2026-04-15,CUST00004333,PLN009,DEV0001865,West,SITE00011,4G LTE,0.2968349609375,True,2026-04
DATA0000025198,SUB00001193,CELL000095,2026-04-30 05:05:41,2026-04-30 06:17:41,477.097,92.18,24.057,39.931,2.2105,False,pgw,2026-04-30,CUST00004161,PLN005,DEV0000149,Midwest,SITE00022,4G LTE,0.4659150390625,True,2026-04
DATA0000025224,SUB00002962,CELL000253,2026-04-08 20:55:59,2026-04-08 23:17:59,1153.036,103.394,16.033,35.335,2.1303,False,pgw,2026-04-08,CUST00001385,PLN020,DEV0001749,Southwest,SITE00060,5G NR,1.12601171875,True,2026-04
DATA0000025231,SUB00003048,CELL000212,2026-05-09 23:16:23,2026-05-10 00:32:23,265.379,119.042,34.509,9.829,2.7954,True,pgw,2026-05-09,CUST00004379,PLN001,DEV0000108,Southeast,SITE00050,5G NR,0.2591591796875,True,2026-05
DATA0000025269,SUB00001609,CELL000162,2026-05-27 05:24:23,2026-05-27 08:13:23,912.553,133.184,21.671,23.556,2.2627,False,pgw,2026-05-27,CUST00003541,PLN015,DEV0001910,Midwest,SITE00038,4G LTE,0.8911650390625,True,2026-05
DATA0000025273,SUB00001347,CELL000073,2026-04-14 16:21:12,2026-04-14 16:30:12,285.341,107.803,13.051,16.242,2.3221,False,pgw,2026-04-14,CUST00002772,PLN013,DEV0000844,West,SITE00017,4G LTE,0.2786533203125,True,2026-04
DATA0000025299,SUB00003454,CELL000203,2026-04-06 20:27:58,2026-04-06 23:24:58,1808.668,71.988,16.193,34.295,2.6749,False,pgw,2026-04-06,CUST00002187,PLN020,DEV0000555,Southeast,SITE00048,5G NR,1.76627734375,True,2026-04
DATA0000025358,SUB00004254,CELL000226,2026-04-17 19:00:51,2026-04-17 21:51:51,334.778,109.069,35.472,43.748,2.1006,False,pgw,2026-04-17,CUST00001109,PLN016,DEV0000244,West,SITE00053,4G LTE,0.326931640625,True,2026-04
DATA0000025361,SUB00000103,CELL000041,2026-05-01 18:16:19,2026-05-01 19:47:19,244.024,106.538,36.808,46.584,2.9737,True,pgw,2026-05-01,CUST00004022,PLN013,DEV0000386,Southeast,SITE00009,5G NR,0.2383046875,True,2026-05
DATA0000025379,SUB00003391,CELL000224,2026-04-03 13:44:07,2026-04-03 16:11:07,538.782,140.67,31.91,29.755,2.1243,False,pgw,2026-04-03,CUST00004213,PLN011,DEV0000237,Northeast,SITE00053,5G NR,0.526154296875,True,2026-04
DATA0000025390,SUB00004859,CELL000112,2026-04-30 02:09:28,2026-04-30 04:05:28,225.467,118.656,13.582,88.414,0.5446,True,pgw,2026-04-30,CUST00003762,PLN007,DEV0002274,Southeast,SITE00026,5G NR,0.2201826171875,True,2026-04
DATA0000025397,SUB00003953,CELL000217,2026-04-02 05:32:31,2026-04-02 05:48:31,5108.768,95.907,14.681,15.778,2.5114,False,pgw,2026-04-02,CUST00000234,PLN002,DEV0002494,West,SITE00051,4G LTE,4.98903125,True,2026-04
DATA0000025423,SUB00001095,CELL000074,2026-05-04 10:52:35,2026-05-04 11:19:35,55.883,113.473,26.076,21.99,2.4393,False,pgw,2026-05-04,CUST00000777,PLN019,DEV0001775,Southwest,SITE00017,5G NR,0.0545732421875,True,2026-05
DATA0000025431,SUB00000556,CELL000130,2026-04-09 22:19:48,2026-04-10 01:13:48,419.14,106.727,18.819,25.553,2.0008,False,pgw,2026-04-09,CUST00003628,PLN001,DEV0001703,West,SITE00031,4G LTE,0.40931640625,True,2026-04
DATA0000025437,SUB00000584,CELL000161,2026-04-15 10:17:59,2026-04-15 10:48:59,56.472,114.516,30.363,45.412,2.7593,True,pgw,2026-04-15,CUST00001304,PLN008,DEV0001113,Northeast,SITE00037,4G LTE,0.0551484375,True,2026-04
DATA0000025464,SUB00004257,CELL000171,2026-04-18 14:31:03,2026-04-18 14:52:03,243.021,137.971,18.583,32.536,2.1469,False,pgw,2026-04-18,CUST00001760,PLN014,DEV0000806,Southeast,SITE00040,5G NR,0.2373251953125,True,2026-04
DATA0000025471,SUB00004959,CELL000208,2026-05-23 10:08:36,2026-05-23 10:24:36,230.356,145.159,49.433,46.971,2.4102,False,pgw,2026-05-23,CUST00001158,PLN008,DEV0002365,West,SITE00049,4G LTE,0.22495703125,True,2026-05
DATA0000025474,SUB00003470,CELL000183,2026-04-06 05:36:52,2026-04-06 06:43:52,1225.618,134.757,35.232,14.697,2.3665,False,pgw,2026-04-06,CUST00000564,PLN020,DEV0002423,Southeast,SITE00043,4G LTE,1.196892578125,True,2026-04
DATA0000025546,SUB00001511,CELL000202,2026-04-29 02:23:23,2026-04-29 05:10:23,460.786,196.542,44.582,38.779,2.3464,True,pgw,2026-04-29,CUST00004224,PLN001,DEV0000107,Northeast,SITE00048,4G LTE,0.449986328125,True,2026-04
DATA0000025555,SUB00002313,CELL000143,2026-04-28 13:14:33,2026-04-28 13:33:33,981.555,212.167,20.214,31.984,2.315,False,pgw,2026-04-28,CUST00001512,PLN007,DEV0001438,Midwest,SITE00034,5G NR,0.9585498046875,True,2026-04
DATA0000025569,SUB00002285,CELL000145,2026-05-08 13:04:41,2026-05-08 13:35:41,108.87,151.697,30.157,43.469,2.8701,False,pgw,2026-05-08,CUST00002191,PLN019,DEV0001224,Midwest,SITE00035,4G LTE,0.106318359375,True,2026-05
DATA0000025581,SUB00003732,CELL000004,2026-05-16 23:17:03,2026-05-17 02:10:03,432.452,159.6,2.717,49.704,2.2354,False,pgw,2026-05-16,CUST00002584,PLN016,DEV0001259,Northeast,SITE00001,5G NR,0.42231640625,True,2026-05
DATA0000025604,SUB00001418,CELL000208,2026-04-28 23:13:03,2026-04-28 23:33:03,643.427,72.943,17.057,11.932,2.9951,False,pgw,2026-04-28,CUST00000528,PLN008,DEV0001941,Northeast,SITE00049,4G LTE,0.6283466796875,True,2026-04
DATA0000025609,SUB00003101,CELL000170,2026-05-19 07:47:39,2026-05-19 10:40:39,38.171,228.137,30.759,29.249,2.0677,False,pgw,2026-05-19,CUST00003111,PLN018,DEV0001897,Midwest,SITE00040,4G LTE,0.0372763671875,True,2026-05
DATA0000025618,SUB00001503,CELL000255,2026-05-31 06:29:02,2026-05-31 09:29:02,2100.14,96.841,24.951,45.557,2.2277,False,pgw,2026-05-31,CUST00002171,PLN006,DEV0000120,West,SITE00060,5G NR,2.05091796875,True,2026-05
DATA0000025645,SUB00001137,CELL000081,2026-05-09 05:38:17,2026-05-09 07:14:17,555.548,241.907,2.21,36.356,2.7172,True,pgw,2026-05-09,CUST00004212,PLN011,DEV0001782,Southeast,SITE00018,4G LTE,0.54252734375,True,2026-05
DATA0000025688,SUB00000346,CELL000049,2026-05-22 05:47:04,2026-05-22 08:30:04,886.355,137.695,46.253,18.898,2.1154,False,pgw,2026-05-22,CUST00003411,PLN006,DEV0001407,Midwest,SITE00011,4G LTE,0.8655810546875,True,2026-05
DATA0000025721,SUB00004341,CELL000169,2026-05-24 01:51:32,2026-05-24 03:53:32,136.982,133.77,35.301,12.156,2.1019,False,pgw,2026-05-24,CUST00001951,PLN011,DEV0002130,Midwest,SITE00040,4G LTE,0.133771484375,True,2026-05
DATA0000025737,SUB00003631,CELL000207,2026-04-02 04:44:40,2026-04-02 06:22:40,71.668,127.854,12.662,54.945,2.2412,False,pgw,2026-04-02,CUST00000421,PLN011,DEV0000333,Midwest,SITE00049,5G NR,0.06998828125,True,2026-04
DATA0000025764,SUB00000088,CELL000199,2026-05-10 04:52:55,2026-05-10 07:10:55,168.007,62.011,23.073,25.583,2.131,False,pgw,2026-05-10,CUST00000257,PLN009,DEV0001100,Northeast,SITE00047,5G NR,0.1640693359375,True,2026-05
DATA0000025766,SUB00000881,CELL000101,2026-04-11 07:05:28,2026-04-11 07:41:28,586.634,98.551,37.331,15.052,3.2145,True,pgw,2026-04-11,CUST00002958,PLN009,DEV0001379,Southwest,SITE00023,4G LTE,0.572884765625,True,2026-04
DATA0000025771,SUB00004307,CELL000202,2026-04-30 12:45:03,2026-04-30 15:45:03,301.679,194.8,14.315,44.034,2.1876,True,pgw,2026-04-30,CUST00000838,PLN005,DEV0001064,Northeast,SITE00048,4G LTE,0.2946083984375,True,2026-04
DATA0000025781,SUB00002039,CELL000174,2026-04-22 15:35:35,2026-04-22 16:57:35,285.026,148.359,24.391,19.835,2.1509,True,pgw,2026-04-22,CUST00000392,PLN012,DEV0001474,West,SITE00041,4G LTE,0.278345703125,True,2026-04
DATA0000025784,SUB00003739,CELL000175,2026-05-08 12:33:45,2026-05-08 13:24:45,86.237,79.563,18.9,57.329,2.0923,True,pgw,2026-05-08,CUST00002191,PLN017,DEV0002039,Midwest,SITE00041,4G LTE,0.0842158203125,True,2026-05
DATA0000025806,SUB00004172,CELL000124,2026-05-03 09:05:31,2026-05-03 09:16:31,901.71,119.944,28.569,15.551,2.5774,False,pgw,2026-05-03,CUST00003547,PLN003,DEV0000999,Midwest,SITE00029,4G LTE,0.880576171875,True,2026-05
DATA0000025850,SUB00003622,CELL000066,2026-04-04 09:34:31,2026-04-04 12:01:31,175.365,143.192,16.659,23.765,2.4218,False,pgw,2026-04-04,CUST00000338,PLN001,DEV0001185,Midwest,SITE00015,5G NR,0.1712548828125,True,2026-04
DATA0000025851,SUB00001409,CELL000183,2026-05-26 08:14:13,2026-05-26 09:39:13,341.271,97.418,31.446,28.242,2.0261,True,pgw,2026-05-26,CUST00001147,PLN005,DEV0001021,Midwest,SITE00043,4G LTE,0.3332724609375,True,2026-05
DATA0000025852,SUB00003053,CELL000030,2026-04-12 12:47:30,2026-04-12 12:49:30,1179.287,195.987,0.1,48.139,2.2618,False,pgw,2026-04-12,CUST00001822,PLN005,DEV0001441,Northeast,SITE00007,4G LTE,1.1516474609375,True,2026-04
DATA0000025856,SUB00003318,CELL000170,2026-05-09 15:46:46,2026-05-09 17:19:46,87.566,0.1,36.543,70.339,2.2618,False,pgw,2026-05-09,CUST00001577,PLN002,DEV0000979,Midwest,SITE00040,4G LTE,0.085513671875,True,2026-05
DATA0000025862,SUB00000791,CELL000143,2026-05-19 21:12:10,2026-05-19 22:32:10,604.797,129.067,7.807,3.457,2.1445,False,pgw,2026-05-19,CUST00000461,PLN005,DEV0001449,Midwest,SITE00034,5G NR,0.5906220703125,True,2026-05
DATA0000025868,SUB00004856,CELL000014,2026-04-17 10:25:52,2026-04-17 11:22:52,2795.487,152.195,28.755,96.752,0.0,False,pgw,2026-04-17,CUST00004131,PLN004,DEV0001887,Southeast,SITE00003,4G LTE,2.7299677734375,True,2026-04
DATA0000025875,SUB00003583,CELL000101,2026-05-27 05:45:08,2026-05-27 07:52:08,292.292,152.323,39.54,14.539,2.1233,True,pgw,2026-05-27,CUST00003118,PLN019,DEV0000838,Northeast,SITE00023,4G LTE,0.28544140625,True,2026-05
DATA0000025876,SUB00004193,CELL000001,2026-05-26 23:00:40,2026-05-27 01:14:40,1432.503,128.783,52.134,82.401,0.0,True,pgw,2026-05-26,CUST00004031,PLN015,DEV0000177,West,SITE00001,4G LTE,1.3989287109375,True,2026-05
DATA0000025878,SUB00002419,CELL000073,2026-05-13 07:11:14,2026-05-13 09:04:14,311.917,249.704,14.857,33.565,2.4848,True,pgw,2026-05-13,CUST00000914,PLN005,DEV0002148,Northeast,SITE00017,4G LTE,0.3046064453125,True,2026-05
DATA0000025887,SUB00004028,CELL000128,2026-05-08 08:03:41,2026-05-08 10:47:41,187.537,75.431,22.656,47.996,2.4832,False,pgw,2026-05-08,CUST00003294,PLN006,DEV0001043,Midwest,SITE00030,4G LTE,0.1831416015625,True,2026-05
DATA0000025900,SUB00004598,CELL000098,2026-04-16 05:32:13,2026-04-16 06:59:13,98.057,30.795,25.097,22.866,2.0195,False,pgw,2026-04-16,CUST00004249,PLN015,DEV0000473,Midwest,SITE00023,5G NR,0.0957587890625,True,2026-04
DATA0000025919,SUB00004902,CELL000183,2026-04-03 14:24:26,2026-04-03 14:46:26,763.779,102.012,51.116,34.865,2.3822,False,pgw,2026-04-03,CUST00002686,PLN003,DEV0001691,Northeast,SITE00043,4G LTE,0.7458779296875,True,2026-04
DATA0000025983,SUB00004223,CELL000026,2026-04-09 15:35:33,2026-04-09 17:33:33,284.171,149.838,29.773,27.771,2.408,False,pgw,2026-04-09,CUST00003328,PLN009,DEV0001910,West,SITE00006,5G NR,0.2775107421875,True,2026-04
DATA0000025991,SUB00004057,CELL000107,2026-05-25 05:22:54,2026-05-25 07:35:54,1500.186,79.068,52.078,29.762,2.23,False,pgw,2026-05-25,CUST00001156,PLN001,DEV0002296,Northeast,SITE00025,5G NR,1.465025390625,True,2026-05
DATA0000026013,SUB00001893,CELL000237,2026-05-08 23:20:45,2026-05-09 01:37:45,493.517,125.22,48.575,47.5,2.2976,False,pgw,2026-05-08,CUST00004387,PLN013,DEV0001839,Northeast,SITE00055,4G LTE,0.4819501953125,True,2026-05
DATA0000026015,SUB00000898,CELL000170,2026-04-09 01:35:36,2026-04-09 03:31:36,1265.603,135.178,47.838,21.148,2.0833,False,pgw,2026-04-09,CUST00003481,PLN014,DEV0000880,Southwest,SITE00040,4G LTE,1.2359404296875,True,2026-04
DATA0000026020,SUB00004886,CELL000186,2026-04-16 09:38:38,2026-04-16 11:20:38,719.543,0.1,25.293,26.565,2.3634,False,pgw,2026-04-16,CUST00000181,PLN008,DEV0002305,Northeast,SITE00044,5G NR,0.7026787109375,True,2026-04
DATA0000026035,SUB00003103,CELL000027,2026-04-17 15:16:16,2026-04-17 16:34:16,26.67,64.369,13.002,30.77,2.1056,False,pgw,2026-04-17,CUST00003516,PLN020,DEV0000284,Northeast,SITE00006,4G LTE,0.026044921875,True,2026-04
DATA0000026049,SUB00001290,CELL000164,2026-05-06 16:16:59,2026-05-06 18:59:59,289.025,149.937,24.975,15.967,2.0824,False,pgw,2026-05-06,CUST00000999,PLN007,DEV0002062,Southeast,SITE00038,5G NR,0.2822509765625,True,2026-05
DATA0000026074,SUB00004782,CELL000252,2026-04-13 22:04:59,2026-04-13 22:27:59,202.682,78.099,37.058,37.135,2.3727,False,pgw,2026-04-13,CUST00004409,PLN008,DEV0001424,Midwest,SITE00059,4G LTE,0.197931640625,True,2026-04
DATA0000026077,SUB00001780,CELL000089,2026-05-05 08:22:15,2026-05-05 09:47:15,390.346,217.609,46.949,35.586,2.0235,False,pgw,2026-05-05,CUST00003489,PLN011,DEV0000217,Southwest,SITE00020,5G NR,0.381197265625,True,2026-05
DATA0000026174,SUB00003823,CELL000177,2026-04-06 17:00:02,2026-04-06 19:32:02,487.432,156.689,51.672,44.037,2.0524,False,pgw,2026-04-06,CUST00001684,PLN003,DEV0002087,West,SITE00042,5G NR,0.4760078125,True,2026-04
DATA0000026176,SUB00003557,CELL000099,2026-05-21 23:01:15,2026-05-22 01:07:15,61.337,71.222,41.797,56.412,2.7239,False,pgw,2026-05-21,CUST00003875,PLN017,DEV0000265,Southeast,SITE00023,4G LTE,0.0598994140625,True,2026-05
DATA0000026193,SUB00000710,CELL000192,2026-05-06 00:56:01,2026-05-06 02:04:01,363.634,199.472,29.682,34.685,2.2053,True,pgw,2026-05-06,CUST00002790,PLN014,DEV0000640,Southeast,SITE00046,4G LTE,0.355111328125,True,2026-05
DATA0000026205,SUB00004216,CELL000152,2026-05-29 23:05:51,2026-05-30 02:04:51,819.205,149.615,13.394,39.336,2.0562,False,pgw,2026-05-29,CUST00000077,PLN010,DEV0000233,Southeast,SITE00036,5G NR,0.8000048828125,True,2026-05
DATA0000026218,SUB00003935,CELL000001,2026-04-05 19:44:06,2026-04-05 20:19:06,352.937,115.655,46.942,44.022,2.5474,True,pgw,2026-04-05,CUST00000258,PLN004,DEV0001574,Southwest,SITE00001,4G LTE,0.3446650390625,True,2026-04
