payment_id,bill_id,payment_date,payment_amount,payment_method,payment_status
PAY00000897,BILL00000897,2026-05-08,18166.37,CHECK,Posted
PAY00000898,BILL00000898,2026-07-02,1697.83,CARD,Posted
PAY00000899,BILL00000899,2026-05-23,14670.92,CASH,Posted
PAY00000901,BILL00000901,2026-05-03,3905.6,ACH,Posted
PAY00000903,BILL00000903,2026-06-02,13067.79,CARD,Posted
PAY00000904,BILL00000904,2026-07-02,2957.7,CHECK,Reversed
PAY00000905,BILL00000905,2026-05-03,15014.91,CHECK,Failed
PAY00000906,BILL00000906,2026-06-02,4622.02,ACH,Posted
PAY00000907,BILL00000907,2026-05-03,9067.74,ACH,Posted
PAY00000908,BILL00000908,2026-06-07,6973.52,CARD,Reversed
PAY00000910,BILL00000910,2026-07-02,24957.33,CASH,Posted
PAY00000911,BILL00000911,2026-05-08,22272.21,CHECK,Posted
PAY00000912,BILL00000912,2026-06-22,15597.6,CHECK,Reversed
PAY00000913,BILL00000913,2026-05-08,6841.13,CASH,Failed
PAY00000914,BILL00000914,2026-06-22,20926.16,ACH,Reversed
PAY00000915,BILL00000915,2026-05-23,11592.92,CASH,Failed
PAY00000916,BILL00000916,2026-06-22,8970.2,CARD,Posted
PAY00000917,BILL00000917,2026-05-08,19323.52,CARD,Posted
PAY00000918,BILL00000918,2026-06-02,9519.44,ACH,Failed
PAY00000919,BILL00000919,2026-05-18,4506.63,CARD,Posted
PAY00000920,BILL00000920,2026-06-17,14339.18,ACH,Posted
PAY00000921,BILL00000921,2026-05-03,8567.03,CARD,Reversed
PAY00000922,BILL00000922,2026-06-02,11970.01,CASH,Reversed
PAY00000923,BILL00000923,2026-05-03,22515.6,CARD,Reversed
PAY00000924,BILL00000924,2026-06-17,5682.38,CASH,Reversed
PAY00000925,BILL00000925,2026-06-02,3201.83,CASH,Posted
PAY00000926,BILL00000926,2026-06-22,7031.83,ACH,Failed
PAY00000927,BILL00000927,2026-05-08,21428.24,CHECK,Pending
PAY00000928,BILL00000928,2026-06-02,22014.87,ACH,Posted
PAY00000929,BILL00000929,2026-05-08,1283.95,ACH,Pending
PAY00000930,BILL00000930,2026-06-02,15196.67,ACH,Reversed
PAY00000932,BILL00000932,2026-06-17,6316.7,CARD,Reversed
PAY00000933,BILL00000933,2026-05-23,10307.94,CHECK,Pending
PAY00000934,BILL00000934,2026-07-02,2684.87,CHECK,Posted
PAY00000935,BILL00000935,2026-05-03,8268.41,CHECK,Reversed
PAY00000936,BILL00000936,2026-06-02,7392.3,ACH,Reversed
PAY00000937,BILL00000937,2026-05-08,157.14,ACH,Reversed
PAY00000938,BILL00000938,2026-06-02,14887.09,CASH,Failed
PAY00000939,BILL00000939,2026-05-03,9272.48,ACH,Failed
PAY00000940,BILL00000940,2026-06-02,8313.04,ACH,Reversed
PAY00000941,BILL00000941,2026-05-03,7510.69,CHECK,Posted
PAY00000942,BILL00000942,2026-06-02,15964.12,CHECK,Posted
PAY00000943,BILL00000943,2026-05-03,15548.56,CARD,Posted
PAY00000944,BILL00000944,2026-06-02,923.51,CASH,Reversed
PAY00000945,BILL00000945,2026-05-08,21521.88,ACH,Posted
PAY00000946,BILL00000946,2026-06-07,9890.23,CARD,Reversed
PAY00000947,BILL00000947,2026-06-02,9971.8,CHECK,Reversed
PAY00000948,BILL00000948,2026-06-17,16013.28,CASH,Reversed
PAY00000949,BILL00000949,2026-05-03,784.4,CARD,Posted
PAY00000950,BILL00000950,2026-06-22,1068.42,CASH,Pending
PAY00000951,BILL00000951,2026-05-08,23798.51,CASH,Posted
PAY00000952,BILL00000952,2026-07-02,15173.07,CASH,Posted
PAY00000953,BILL00000953,2026-05-03,3932.5,CHECK,Posted
PAY00000954,BILL00000954,2026-06-22,3544.25,CHECK,Failed
PAY00000955,BILL00000955,2026-05-23,5433.71,ACH,Failed
PAY00000956,BILL00000956,2026-07-02,3840.68,CARD,Failed
PAY00000957,BILL00000957,2026-05-03,9601.0,ACH,Posted
PAY00000958,BILL00000958,2026-06-02,10888.42,CASH,Posted
PAY00000959,BILL00000959,2026-05-03,2001.96,ACH,Posted
PAY00000960,BILL00000960,2026-06-22,17654.22,ACH,Pending
PAY00000961,BILL00000961,2026-05-03,9997.85,CASH,Posted
PAY00000962,BILL00000962,2026-07-02,19031.65,CASH,Reversed
PAY00000963,BILL00000963,2026-05-18,23129.53,ACH,Posted
PAY00000964,BILL00000964,2026-07-02,7385.25,ACH,Posted
PAY00000965,BILL00000965,2026-05-03,347.72,CASH,Pending
PAY00000966,BILL00000966,2026-06-22,12229.63,CASH,Failed
PAY00000967,BILL00000967,2026-05-18,23266.54,ACH,Pending
PAY00000969,BILL00000969,2026-06-02,6125.93,ACH,Pending
PAY00000970,BILL00000970,2026-06-17,4109.89,ACH,Posted
PAY00000973,BILL00000973,2026-05-03,18077.58,CARD,Posted
PAY00000974,BILL00000974,2026-06-17,19759.8,ACH,Posted
PAY00000976,BILL00000976,2026-06-02,10559.56,ACH,Pending
PAY00000977,BILL00000977,2026-06-02,5107.36,CHECK,Pending
PAY00000978,BILL00000978,2026-06-22,22985.57,CHECK,Posted
PAY00000979,BILL00000979,2026-05-18,12384.87,ACH,Posted
PAY00000980,BILL00000980,2026-06-07,13101.04,CASH,Pending
PAY00000981,BILL00000981,2026-05-18,5165.75,CHECK,Posted
PAY00000982,BILL00000982,2026-06-07,23728.64,ACH,Posted
PAY00000983,BILL00000983,2026-05-18,6578.85,CARD,Reversed
PAY00000984,BILL00000984,2026-06-17,22534.69,ACH,Posted
PAY00000986,BILL00000986,2026-06-02,7658.4,CASH,Reversed
PAY00000988,BILL00000988,2026-06-02,1886.23,ACH,Failed
PAY00000989,BILL00000989,2026-06-02,4716.23,ACH,Failed
PAY00000990,BILL00000990,2026-06-17,22841.36,CHECK,Pending
PAY00000991,BILL00000991,2026-05-18,16086.2,ACH,Failed
PAY00000992,BILL00000992,2026-06-22,15028.5,ACH,Pending
PAY00000993,BILL00000993,2026-05-18,13642.16,CASH,Posted
PAY00000994,BILL00000994,2026-06-02,24316.84,CHECK,Pending
PAY00000995,BILL00000995,2026-05-18,4494.45,ACH,Pending
PAY00000996,BILL00000996,2026-06-07,3681.58,CARD,Pending
PAY00000998,BILL00000998,2026-07-02,23759.2,CASH,Reversed
PAY00000999,BILL00000999,2026-05-08,7329.71,ACH,Failed
PAY00001001,BILL00001001,2026-05-08,23431.58,CASH,Pending
PAY00001002,BILL00001002,2026-06-22,9886.78,CHECK,Posted
PAY00001003,BILL00001003,2026-06-02,21378.23,CARD,Reversed
PAY00001004,BILL00001004,2026-07-02,11771.77,CHECK,Pending
PAY00001005,BILL00001005,2026-05-03,19705.81,CHECK,Reversed
PAY00001006,BILL00001006,2026-06-02,2418.0,CASH,Posted
PAY00001007,BILL00001007,2026-05-03,6127.25,ACH,Posted
PAY00001008,BILL00001008,2026-06-07,9698.9,ACH,Reversed
PAY00001009,BILL00001009,2026-06-02,8485.16,ACH,Posted
PAY00001010,BILL00001010,2026-06-22,18665.8,CASH,Posted
PAY00001011,BILL00001011,2026-06-02,10812.52,CASH,Failed
PAY00001012,BILL00001012,2026-06-02,11328.42,ACH,Pending
PAY00001014,BILL00001014,2026-06-22,24974.84,CARD,Failed
PAY00001015,BILL00001015,2026-06-02,1286.84,CHECK,Posted
PAY00001016,BILL00001016,2026-06-07,10110.75,CHECK,Pending
PAY00001017,BILL00001017,2026-05-03,12230.55,ACH,Posted
PAY00001018,BILL00001018,2026-06-17,13870.33,ACH,Reversed
PAY00001019,BILL00001019,2026-05-18,16219.21,CHECK,Pending
PAY00001020,BILL00001020,2026-06-07,10565.11,CHECK,Reversed
PAY00001021,BILL00001021,2026-05-03,3090.14,CHECK,Posted
PAY00001022,BILL00001022,2026-06-22,10370.4,CASH,Posted
PAY00001023,BILL00001023,2026-05-23,19789.62,ACH,Pending
PAY00001024,BILL00001024,2026-06-22,9943.06,CASH,Reversed
PAY00001025,BILL00001025,2026-05-08,24968.74,CHECK,Posted
PAY00001026,BILL00001026,2026-06-02,2302.55,ACH,Posted
PAY00001027,BILL00001027,2026-05-03,7947.96,ACH,Failed
PAY00001028,BILL00001028,2026-07-02,4642.15,CASH,Posted
PAY00001029,BILL00001029,2026-05-03,11302.99,CHECK,Pending
PAY00001030,BILL00001030,2026-06-17,15138.73,CHECK,Reversed
PAY00001031,BILL00001031,2026-06-02,12411.2,CARD,Reversed
PAY00001033,BILL00001033,2026-05-08,2292.43,CARD,Posted
PAY00001034,BILL00001034,2026-06-02,15933.61,ACH,Failed
PAY00001035,BILL00001035,2026-05-08,11604.9,ACH,Pending
PAY00001037,BILL00001037,2026-05-18,12717.04,CARD,Posted
PAY00001038,BILL00001038,2026-06-22,21559.56,CASH,Posted
PAY00001039,BILL00001039,2026-05-08,18192.46,ACH,Failed
PAY00001040,BILL00001040,2026-07-02,15478.92,ACH,Posted
PAY00001041,BILL00001041,2026-05-18,7201.75,ACH,Posted
PAY00001042,BILL00001042,2026-06-17,474.32,ACH,Failed
PAY00001043,BILL00001043,2026-05-23,21864.42,CARD,Reversed
PAY00001044,BILL00001044,2026-06-22,1161.07,ACH,Reversed
PAY00001045,BILL00001045,2026-05-18,3302.37,ACH,Pending
PAY00001046,BILL00001046,2026-07-02,9188.18,CHECK,Failed
PAY00001047,BILL00001047,2026-05-08,10605.16,CHECK,Reversed
PAY00001048,BILL00001048,2026-06-07,12741.08,CARD,Pending
PAY00001049,BILL00001049,2026-05-03,14559.83,CHECK,Reversed
PAY00001050,BILL00001050,2026-07-02,209.74,ACH,Failed
PAY00001051,BILL00001051,2026-05-08,8669.05,CHECK,Reversed
PAY00001052,BILL00001052,2026-06-17,14620.71,ACH,Posted
PAY00001053,BILL00001053,2026-05-23,24008.2,CARD,Pending
PAY00001054,BILL00001054,2026-06-22,6712.38,CASH,Pending
PAY00001056,BILL00001056,2026-06-02,8032.32,CASH,Reversed
PAY00001057,BILL00001057,2026-05-08,18326.33,CASH,Pending
PAY00001058,BILL00001058,2026-06-22,9384.08,CASH,Reversed
PAY00001059,BILL00001059,2026-06-02,24083.47,CARD,Reversed
PAY00001060,BILL00001060,2026-06-02,10142.63,ACH,Posted
PAY00001061,BILL00001061,2026-05-03,24864.9,CHECK,Reversed
PAY00001062,BILL00001062,2026-06-02,2547.33,CARD,Pending
PAY00001063,BILL00001063,2026-05-18,10437.78,ACH,Posted
PAY00001064,BILL00001064,2026-06-02,4427.44,CARD,Reversed
PAY00001065,BILL00001065,2026-05-23,9685.19,ACH,Pending
PAY00001066,BILL00001066,2026-07-02,10827.86,ACH,Posted
PAY00001067,BILL00001067,2026-05-08,6997.88,CASH,Posted
PAY00001068,BILL00001068,2026-06-02,17377.34,CHECK,Reversed
PAY00001069,BILL00001069,2026-06-02,4706.07,ACH,Pending
PAY00001070,BILL00001070,2026-07-02,1912.26,ACH,Failed
PAY00001071,BILL00001071,2026-05-18,10700.05,ACH,Posted
PAY00001072,BILL00001072,2026-06-17,3720.96,ACH,Pending
PAY00001073,BILL00001073,2026-05-08,2449.13,CASH,Posted
PAY00001074,BILL00001074,2026-06-17,22005.38,ACH,Failed
PAY00001076,BILL00001076,2026-07-02,8637.59,CARD,Reversed
PAY00001077,BILL00001077,2026-06-02,2550.51,ACH,Pending
PAY00001078,BILL00001078,2026-06-02,12726.99,ACH,Posted
PAY00001079,BILL00001079,2026-05-23,9283.43,ACH,Posted
PAY00001080,BILL00001080,2026-06-02,13614.29,ACH,Reversed
PAY00001081,BILL00001081,2026-05-23,583.65,ACH,Posted
PAY00001082,BILL00001082,2026-06-02,14437.29,CHECK,Failed
PAY00001083,BILL00001083,2026-06-02,259.67,CASH,Reversed
PAY00001084,BILL00001084,2026-06-07,10094.26,CHECK,Failed
PAY00001086,BILL00001086,2026-06-17,3889.4,CASH,Reversed
PAY00001087,BILL00001087,2026-05-18,181.38,CHECK,Posted
PAY00001088,BILL00001088,2026-06-17,2162.0,CHECK,Failed
PAY00001089,BILL00001089,2026-05-23,11203.92,ACH,Pending
PAY00001090,BILL00001090,2026-07-02,10512.08,ACH,Failed
PAY00001091,BILL00001091,2026-05-23,4529.5,ACH,Failed
PAY00001092,BILL00001092,2026-07-02,23839.28,CHECK,Posted
PAY00001093,BILL00001093,2026-05-18,3253.44,CASH,Posted
PAY00001094,BILL00001094,2026-07-02,12079.89,ACH,Failed
PAY00001095,BILL00001095,2026-05-03,3623.28,CHECK,Pending
PAY00001096,BILL00001096,2026-06-17,12242.21,CASH,Reversed
PAY00001097,BILL00001097,2026-06-02,15420.9,CHECK,Posted
PAY00001099,BILL00001099,2026-05-23,897.06,CASH,Posted
PAY00001100,BILL00001100,2026-07-02,259.79,CARD,Pending
PAY00001101,BILL00001101,2026-05-18,8127.19,CHECK,Pending
PAY00001102,BILL00001102,2026-07-02,6719.3,ACH,Posted
PAY00001103,BILL00001103,2026-06-02,17997.68,CARD,Pending
PAY00001104,BILL00001104,2026-06-02,20505.07,CASH,Posted
PAY00001106,BILL00001106,2026-06-07,6000.56,CARD,Failed
PAY00001108,BILL00001108,2026-07-02,12792.27,ACH,Posted
PAY00001109,BILL00001109,2026-06-02,3964.99,CASH,Reversed
PAY00001110,BILL00001110,2026-06-02,8610.39,CARD,Posted
PAY00001111,BILL00001111,2026-05-18,12671.79,ACH,Pending
PAY00001113,BILL00001113,2026-05-18,2407.34,CHECK,Reversed
PAY00001114,BILL00001114,2026-06-02,15221.88,CASH,Pending
PAY00001115,BILL00001115,2026-06-02,5758.04,CHECK,Posted
PAY00001116,BILL00001116,2026-06-22,11137.95,CARD,Posted
PAY00001118,BILL00001118,2026-06-07,4140.29,CARD,Failed
PAY00001119,BILL00001119,2026-05-18,13967.52,CHECK,Failed
PAY00001121,BILL00001121,2026-05-08,24662.05,ACH,Failed
PAY00001122,BILL00001122,2026-06-17,1134.24,CARD,Posted
PAY00001123,BILL00001123,2026-05-03,12442.1,CHECK,Posted
PAY00001124,BILL00001124,2026-06-17,9227.26,CARD,Reversed
PAY00001125,BILL00001125,2026-05-03,3015.82,CASH,Failed
PAY00001128,BILL00001128,2026-06-07,4809.3,CASH,Pending
PAY00001129,BILL00001129,2026-05-18,9911.42,CASH,Reversed
PAY00001130,BILL00001130,2026-06-02,11818.14,CHECK,Failed
PAY00001131,BILL00001131,2026-06-02,9348.08,ACH,Pending
PAY00001132,BILL00001132,2026-07-02,19706.04,CARD,Posted
PAY00001133,BILL00001133,2026-05-03,9603.97,ACH,Pending
PAY00001134,BILL00001134,2026-06-02,10870.45,CHECK,Failed
PAY00001135,BILL00001135,2026-05-03,4937.7,ACH,Pending
PAY00001136,BILL00001136,2026-06-17,18267.93,ACH,Failed
PAY00001137,BILL00001137,2026-06-02,15194.87,ACH,Posted
PAY00001138,BILL00001138,2026-06-17,5241.12,CHECK,Reversed
PAY00001139,BILL00001139,2026-05-08,18568.51,CHECK,Failed
PAY00001140,BILL00001140,2026-06-22,2095.58,CARD,Posted
PAY00001141,BILL00001141,2026-05-08,13487.65,CASH,Posted
PAY00001142,BILL00001142,2026-06-22,10815.08,ACH,Reversed
PAY00001143,BILL00001143,2026-05-18,20876.98,ACH,Posted
PAY00001144,BILL00001144,2026-07-02,10953.94,CASH,Failed
PAY00001145,BILL00001145,2026-05-23,20079.57,CHECK,Pending
PAY00001146,BILL00001146,2026-06-02,19219.37,ACH,Reversed
PAY00001147,BILL00001147,2026-05-03,13085.17,ACH,Failed
PAY00001148,BILL00001148,2026-06-02,23518.68,CARD,Posted
PAY00001149,BILL00001149,2026-06-02,484.58,ACH,Posted
PAY00001150,BILL00001150,2026-07-02,19403.12,CHECK,Posted
PAY00001151,BILL00001151,2026-06-02,5518.06,CARD,Pending
PAY00001152,BILL00001152,2026-06-07,7414.9,ACH,Pending
PAY00001153,BILL00001153,2026-05-18,8464.02,CHECK,Failed
PAY00001154,BILL00001154,2026-06-02,878.28,CASH,Reversed
PAY00001155,BILL00001155,2026-05-03,9327.9,ACH,Failed
PAY00001156,BILL00001156,2026-06-02,9727.12,CHECK,Pending
PAY00001157,BILL00001157,2026-05-18,6181.99,ACH,Pending
PAY00001158,BILL00001158,2026-06-02,11521.35,ACH,Reversed
PAY00001159,BILL00001159,2026-06-02,5870.26,ACH,Posted
PAY00001160,BILL00001160,2026-06-07,2053.71,ACH,Posted
PAY00001162,BILL00001162,2026-06-07,3998.01,ACH,Reversed
PAY00001163,BILL00001163,2026-05-23,11771.3,CASH,Posted
PAY00001165,BILL00001165,2026-05-03,14371.39,CARD,Pending
PAY00001166,BILL00001166,2026-06-17,6002.86,CASH,Posted
PAY00001167,BILL00001167,2026-05-03,10884.31,ACH,Posted
PAY00001168,BILL00001168,2026-06-22,8935.74,CASH,Pending
PAY00001169,BILL00001169,2026-05-08,22359.02,CHECK,Reversed
PAY00001170,BILL00001170,2026-07-02,2239.11,ACH,Failed
PAY00001171,BILL00001171,2026-05-23,16668.32,ACH,Posted
PAY00001172,BILL00001172,2026-06-17,14759.67,CARD,Reversed
PAY00001173,BILL00001173,2026-06-02,8945.3,CHECK,Posted
PAY00001175,BILL00001175,2026-05-18,7476.75,CASH,Pending
PAY00001176,BILL00001176,2026-06-02,7863.77,ACH,Posted
PAY00001177,BILL00001177,2026-05-18,23607.06,CASH,Reversed
PAY00001178,BILL00001178,2026-06-22,3742.01,ACH,Failed
PAY00001179,BILL00001179,2026-05-08,14774.61,CHECK,Posted
PAY00001180,BILL00001180,2026-07-02,19878.76,CARD,Reversed
PAY00001181,BILL00001181,2026-05-18,24969.63,CHECK,Pending
PAY00001183,BILL00001183,2026-05-23,10204.32,ACH,Reversed
PAY00001184,BILL00001184,2026-07-02,14023.86,CARD,Failed
PAY00001185,BILL00001185,2026-05-03,16186.45,CARD,Posted
PAY00001187,BILL00001187,2026-05-08,21733.56,CASH,Failed
PAY00001188,BILL00001188,2026-07-02,16207.93,ACH,Failed
PAY00001189,BILL00001189,2026-05-03,16948.25,CASH,Failed
PAY00001190,BILL00001190,2026-06-07,10167.04,CASH,Failed
PAY00001192,BILL00001192,2026-06-17,12992.89,CARD,Pending
PAY00001193,BILL00001193,2026-05-03,15823.42,ACH,Reversed
PAY00001194,BILL00001194,2026-06-07,2516.93,ACH,Posted
PAY00001195,BILL00001195,2026-05-03,9411.86,ACH,Reversed
PAY00001196,BILL00001196,2026-06-17,10857.14,ACH,Reversed
PAY00001199,BILL00001199,2026-06-02,20965.55,CHECK,Failed
PAY00001200,BILL00001200,2026-06-17,5168.73,CHECK,Posted
PAY00001203,BILL00001203,2026-05-03,22799.18,ACH,Posted
PAY00001204,BILL00001204,2026-06-02,20219.49,ACH,Reversed
PAY00001205,BILL00001205,2026-05-08,3655.42,CASH,Failed
PAY00001206,BILL00001206,2026-06-17,14455.95,CASH,Reversed
PAY00001207,BILL00001207,2026-06-02,6413.54,ACH,Pending
PAY00001208,BILL00001208,2026-06-07,9247.33,CARD,Pending
PAY00001209,BILL00001209,2026-05-03,603.83,CASH,Posted
PAY00001210,BILL00001210,2026-06-02,4208.22,ACH,Posted
PAY00001211,BILL00001211,2026-05-08,7293.73,ACH,Posted
PAY00001212,BILL00001212,2026-06-02,3444.82,CARD,Reversed
PAY00001213,BILL00001213,2026-05-18,10165.21,ACH,Failed
PAY00001214,BILL00001214,2026-06-22,802.45,CASH,Reversed
PAY00001215,BILL00001215,2026-05-18,19832.95,ACH,Posted
PAY00001216,BILL00001216,2026-07-02,6823.82,CHECK,Reversed
PAY00001217,BILL00001217,2026-05-03,7489.01,ACH,Pending
PAY00001218,BILL00001218,2026-06-17,7332.76,ACH,Reversed
PAY00001219,BILL00001219,2026-05-18,22018.56,CHECK,Posted
PAY00001220,BILL00001220,2026-06-02,24202.16,ACH,Pending
PAY00001221,BILL00001221,2026-05-08,17869.79,CHECK,Failed
PAY00001222,BILL00001222,2026-06-02,23954.67,ACH,Reversed
PAY00001224,BILL00001224,2026-06-22,1091.98,CARD,Pending
PAY00001225,BILL00001225,2026-05-23,15935.37,CARD,Posted
PAY00001226,BILL00001226,2026-06-17,19005.86,ACH,Posted
PAY00001227,BILL00001227,2026-06-02,7714.41,ACH,Reversed
PAY00001228,BILL00001228,2026-06-22,20877.91,ACH,Posted
PAY00001229,BILL00001229,2026-05-18,8568.45,ACH,Pending
PAY00001230,BILL00001230,2026-06-22,8257.59,ACH,Failed
PAY00001231,BILL00001231,2026-05-18,2893.44,CASH,Reversed
PAY00001232,BILL00001232,2026-07-02,8906.39,CASH,Failed
PAY00001233,BILL00001233,2026-05-03,14222.15,CARD,Posted
PAY00001234,BILL00001234,2026-06-07,12583.2,ACH,Failed
PAY00001235,BILL00001235,2026-06-02,511.1,CASH,Posted
PAY00001236,BILL00001236,2026-06-22,18466.89,CHECK,Reversed
PAY00001237,BILL00001237,2026-05-23,8951.85,ACH,Posted
PAY00001238,BILL00001238,2026-06-17,18071.71,ACH,Pending
PAY00001239,BILL00001239,2026-05-03,8237.25,ACH,Posted
PAY00001240,BILL00001240,2026-06-22,13840.14,CHECK,Posted
PAY00001241,BILL00001241,2026-06-02,5069.59,CHECK,Posted
PAY00001242,BILL00001242,2026-06-02,2687.43,CASH,Pending
PAY00001243,BILL00001243,2026-05-03,5510.16,CARD,Pending
PAY00001244,BILL00001244,2026-06-22,8040.32,CASH,Reversed
PAY00001246,BILL00001246,2026-07-02,22444.51,ACH,Reversed
PAY00001247,BILL00001247,2026-05-23,9453.61,CARD,Failed
PAY00001248,BILL00001248,2026-06-17,13867.8,CASH,Reversed
PAY00001249,BILL00001249,2026-05-03,14378.13,CARD,Pending
PAY00001252,BILL00001252,2026-07-02,6855.22,CHECK,Pending
PAY00001253,BILL00001253,2026-05-18,3981.14,ACH,Reversed
PAY00001254,BILL00001254,2026-07-02,23222.17,CASH,Pending
PAY00001256,BILL00001256,2026-07-02,2867.54,ACH,Reversed
PAY00001257,BILL00001257,2026-06-02,21578.83,CHECK,Posted
PAY00001258,BILL00001258,2026-06-07,17854.71,ACH,Posted
PAY00001259,BILL00001259,2026-05-18,14002.76,CARD,Pending
PAY00001261,BILL00001261,2026-05-03,1800.26,ACH,Posted
PAY00001262,BILL00001262,2026-06-17,6847.5,CHECK,Pending
PAY00001263,BILL00001263,2026-05-08,12630.19,CHECK,Posted
PAY00001264,BILL00001264,2026-06-07,16097.58,ACH,Pending
PAY00001265,BILL00001265,2026-05-03,9688.03,CARD,Reversed
PAY00001266,BILL00001266,2026-06-17,17063.94,CASH,Posted
PAY00001267,BILL00001267,2026-05-03,11347.41,CHECK,Pending
PAY00001268,BILL00001268,2026-07-02,22671.6,CHECK,Posted
PAY00001269,BILL00001269,2026-05-08,17106.31,CHECK,Posted
PAY00001270,BILL00001270,2026-06-07,13901.48,CHECK,Reversed
PAY00001271,BILL00001271,2026-05-23,21225.23,CHECK,Posted
PAY00001272,BILL00001272,2026-07-02,12845.51,ACH,Posted
PAY00001273,BILL00001273,2026-05-18,3576.07,CARD,Pending
PAY00001274,BILL00001274,2026-06-17,3878.94,CHECK,Posted
PAY00001275,BILL00001275,2026-05-23,6798.69,ACH,Pending
PAY00001277,BILL00001277,2026-05-03,17198.95,CASH,Posted
PAY00001278,BILL00001278,2026-07-02,17525.76,CARD,Posted
PAY00001279,BILL00001279,2026-05-23,16588.38,CARD,Posted
PAY00001280,BILL00001280,2026-06-07,1578.91,CARD,Failed
PAY00001281,BILL00001281,2026-05-08,14262.32,ACH,Failed
PAY00001282,BILL00001282,2026-06-07,4964.48,CASH,Reversed
PAY00001283,BILL00001283,2026-05-08,13226.64,ACH,Failed
PAY00001284,BILL00001284,2026-06-07,16588.96,CASH,Pending
PAY00001285,BILL00001285,2026-06-02,7869.93,CHECK,Failed
PAY00001287,BILL00001287,2026-05-18,3709.47,ACH,Reversed
PAY00001288,BILL00001288,2026-06-07,13012.51,ACH,Failed
PAY00001289,BILL00001289,2026-05-08,11380.02,ACH,Reversed
PAY00001290,BILL00001290,2026-06-22,8644.73,ACH,Posted
PAY00001291,BILL00001291,2026-05-18,4214.63,CARD,Posted
PAY00001292,BILL00001292,2026-06-07,4493.61,ACH,Pending
PAY00001293,BILL00001293,2026-05-03,8250.21,CASH,Posted
PAY00001294,BILL00001294,2026-07-02,5103.68,CHECK,Posted
PAY00001296,BILL00001296,2026-06-07,11428.6,CHECK,Failed
PAY00001297,BILL00001297,2026-05-18,5294.49,ACH,Failed
PAY00001298,BILL00001298,2026-06-02,3567.28,CHECK,Posted
PAY00001299,BILL00001299,2026-05-08,15591.77,ACH,Pending
PAY00001302,BILL00001302,2026-06-07,2320.9,CHECK,Posted
PAY00001303,BILL00001303,2026-05-23,14957.63,CARD,Pending
PAY00001304,BILL00001304,2026-07-02,7020.46,CARD,Pending
PAY00001305,BILL00001305,2026-05-08,7127.37,CARD,Posted
PAY00001306,BILL00001306,2026-07-02,14190.63,CARD,Posted
PAY00001307,BILL00001307,2026-05-03,7391.11,ACH,Pending
PAY00001309,BILL00001309,2026-06-02,3815.23,ACH,Posted
PAY00001310,BILL00001310,2026-07-02,16039.04,CARD,Posted
PAY00001311,BILL00001311,2026-05-18,17382.29,ACH,Posted
PAY00001312,BILL00001312,2026-07-02,8681.36,ACH,Failed
PAY00001313,BILL00001313,2026-05-23,11414.33,ACH,Failed
PAY00001314,BILL00001314,2026-06-07,23409.56,CHECK,Posted
PAY00001315,BILL00001315,2026-06-02,4144.31,CASH,Posted
PAY00001316,BILL00001316,2026-07-02,7886.83,CASH,Posted
PAY00001317,BILL00001317,2026-05-23,23829.1,CARD,Reversed
PAY00001318,BILL00001318,2026-07-02,1114.71,ACH,Pending
PAY00001320,BILL00001320,2026-07-02,531.94,CHECK,Failed
PAY00001321,BILL00001321,2026-05-03,9967.11,CASH,Posted
PAY00001322,BILL00001322,2026-07-02,12287.1,ACH,Reversed
PAY00001323,BILL00001323,2026-05-23,15194.68,ACH,Posted
PAY00001324,BILL00001324,2026-06-22,19237.9,CARD,Failed
PAY00001326,BILL00001326,2026-07-02,21673.36,CHECK,Failed
PAY00001327,BILL00001327,2026-05-03,3716.81,ACH,Failed
PAY00001329,BILL00001329,2026-05-23,2963.32,ACH,Posted
PAY00001331,BILL00001331,2026-05-03,207.18,ACH,Failed
PAY00001332,BILL00001332,2026-07-02,13377.05,ACH,Pending
PAY00001333,BILL00001333,2026-05-18,22709.22,CARD,Failed
PAY00001334,BILL00001334,2026-06-07,8441.96,ACH,Posted
PAY00001336,BILL00001336,2026-07-02,313.02,CASH,Posted
PAY00001337,BILL00001337,2026-05-03,22556.65,CHECK,Failed
PAY00001338,BILL00001338,2026-06-02,20824.71,CARD,Reversed
PAY00001339,BILL00001339,2026-05-18,9376.19,CARD,Posted
PAY00001340,BILL00001340,2026-07-02,7544.57,ACH,Reversed
PAY00001341,BILL00001341,2026-05-18,21976.9,ACH,Failed
PAY00001342,BILL00001342,2026-06-02,10037.68,ACH,Posted
PAY00001343,BILL00001343,2026-05-08,2708.5,ACH,Reversed
PAY00001344,BILL00001344,2026-06-17,22495.01,ACH,Pending
PAY00001345,BILL00001345,2026-05-03,1383.68,ACH,Pending
PAY00001346,BILL00001346,2026-06-07,607.27,CHECK,Pending
PAY00001347,BILL00001347,2026-06-02,6150.35,CASH,Posted
PAY00001348,BILL00001348,2026-06-22,859.15,ACH,Posted
PAY00001349,BILL00001349,2026-05-23,11741.46,CASH,Failed
PAY00001350,BILL00001350,2026-06-22,5780.78,CASH,Failed
PAY00001351,BILL00001351,2026-05-03,13860.14,ACH,Failed
PAY00001352,BILL00001352,2026-07-02,7356.4,ACH,Posted
PAY00001354,BILL00001354,2026-07-02,10711.32,CHECK,Reversed
PAY00001356,BILL00001356,2026-06-17,22645.29,CASH,Posted
PAY00001358,BILL00001358,2026-06-22,197.35,ACH,Failed
