outage_id,site_id,asset_id,outage_start_ts,outage_end_ts,outage_type,cause_code,customers_affected,estimated_energy_not_served_mwh,outage_status,duration_hours
OUT0000404,SITE0017,AST000143,2026-03-03 02:00:10,2026-03-03 06:00:10,Forced,Storm,4597,52.589,Closed,4.0
OUT0000405,SITE0016,AST000134,2026-05-15 06:54:13,2026-05-15 07:24:13,Grid Event,Unknown,16588,65.246,Investigating,0.5
OUT0000406,SITE0030,AST000251,2026-01-03 12:23:34,2026-01-05 12:23:34,Forced,Equipment Failure,6354,92.33,Open,48.0
OUT0000407,SITE0029,AST000245,2026-03-12 17:43:52,2026-03-15 17:43:52,Weather,Unknown,1823,156.934,Investigating,72.0
OUT0000408,SITE0027,AST000228,2026-01-18 19:21:47,2026-01-21 19:21:47,Planned,Protection Trip,16956,242.27,Closed,72.0
OUT0000409,SITE0026,AST000214,2026-05-10 00:15:31,,Forced,Storm,17867,89.204,Investigating,
OUT0000410,SITE0012,AST000100,2026-02-27 02:06:56,2026-02-27 03:06:56,Planned,Equipment Failure,17692,176.658,Open,1.0
OUT0000411,SITE0017,AST000143,2026-04-21 09:31:55,2026-04-23 09:31:55,Forced,Maintenance,2746,341.873,Open,48.0
OUT0000412,SITE0007,AST000055,2026-05-28 03:58:41,2026-05-28 04:28:41,Forced,Maintenance,9837,121.533,Open,0.5
OUT0000413,SITE0022,AST000183,2026-04-24 06:05:44,2026-04-24 07:05:44,Forced,Protection Trip,17515,322.855,Investigating,1.0
OUT0000414,SITE0013,AST000101,2026-05-26 16:13:48,2026-05-26 16:43:48,Forced,Equipment Failure,17919,53.633,Closed,0.5
OUT0000415,SITE0021,AST000182,2026-02-13 06:09:58,2026-02-13 10:09:58,Forced,Storm,16340,279.471,Closed,4.0
OUT0000416,SITE0008,AST000059,2026-03-11 08:17:46,2026-03-11 12:17:46,Forced,Unknown,7758,311.763,Investigating,4.0
OUT0000417,SITE0016,AST000133,2026-02-26 01:14:44,2026-02-26 09:14:44,Planned,Maintenance,16332,62.273,Closed,8.0
OUT0000418,SITE0028,AST000238,2026-04-27 12:50:52,2026-04-27 14:50:52,Weather,Storm,12450,241.874,Open,2.0
OUT0000419,SITE0004,AST000026,2026-03-10 13:30:09,2026-03-10 14:30:09,Planned,Storm,5842,41.268,Closed,1.0
OUT0000420,SITE0003,AST000023,2026-01-19 07:35:59,2026-01-19 15:35:59,Forced,Equipment Failure,12110,171.081,Closed,8.0
OUT0000421,SITE0014,AST000114,2026-03-07 21:27:41,2026-03-08 09:27:41,Forced,Storm,16095,7.233,Investigating,12.0
OUT0000422,SITE0023,AST000196,2026-04-11 04:03:54,2026-04-11 08:03:54,Forced,Unknown,733,61.328,Closed,4.0
OUT0000423,SITE0020,AST000164,2026-05-08 22:36:50,2026-05-09 06:36:50,Grid Event,Storm,9424,155.864,Closed,8.0
OUT0000424,SITE0029,AST000247,2026-03-16 03:37:33,2026-03-16 04:37:33,Forced,Maintenance,9538,164.413,Investigating,1.0
OUT0000425,SITE0007,AST000057,2026-02-08 02:17:20,2026-02-08 10:17:20,Forced,Unknown,12312,238.896,Closed,8.0
OUT0000426,SITE0025,AST000208,2026-04-04 03:08:51,2026-04-04 04:08:51,Planned,Unknown,14354,224.573,Open,1.0
OUT0000427,SITE0002,AST000010,2026-02-09 17:15:42,2026-02-09 21:15:42,Planned,Unknown,5653,8.428,Closed,4.0
OUT0000428,SITE0001,AST000003,2026-04-23 14:58:41,2026-04-24 02:58:41,Weather,Unknown,14908,249.618,Closed,12.0
OUT0000429,SITE0028,AST000239,2026-04-21 13:33:17,2026-04-22 01:33:17,Planned,Maintenance,1521,8.545,Closed,12.0
OUT0000430,SITE0005,AST000039,2026-03-28 04:16:53,2026-03-31 04:16:53,Planned,Equipment Failure,970,58.229,Investigating,72.0
OUT0000431,SITE0010,AST000077,2026-04-16 06:54:20,2026-04-16 18:54:20,Forced,Storm,5660,64.091,Closed,12.0
OUT0000432,SITE0016,AST000136,2026-05-16 00:08:25,2026-05-16 01:08:25,Forced,Storm,11158,12.59,Closed,1.0
OUT0000433,SITE0008,AST000066,2026-04-07 02:30:07,2026-04-07 04:30:07,Forced,Equipment Failure,5399,59.305,Closed,2.0
OUT0000434,SITE0011,AST000085,2026-01-21 05:27:38,2026-01-21 07:27:38,Grid Event,Storm,5366,221.783,Investigating,2.0
OUT0000435,SITE0023,AST000191,2026-04-12 11:15:52,2026-04-12 11:45:52,Forced,Maintenance,3241,44.501,Investigating,0.5
OUT0000436,SITE0007,AST000052,2026-01-08 09:49:14,2026-01-08 13:49:14,Weather,Maintenance,11362,263.612,Closed,4.0
OUT0000437,SITE0016,AST000132,2026-02-24 10:57:11,2026-02-24 18:57:11,Grid Event,Protection Trip,1036,195.575,Closed,8.0
OUT0000438,SITE0029,AST000243,2026-05-14 03:03:42,,Forced,Storm,2155,281.05,Investigating,
OUT0000439,SITE0017,AST000141,2026-04-27 07:02:53,2026-04-27 07:32:53,Forced,Equipment Failure,7346,218.658,Closed,0.5
OUT0000440,SITE0007,AST000057,2026-03-18 15:41:05,2026-03-18 23:41:05,Planned,Protection Trip,1559,304.31,Closed,8.0
OUT0000441,SITE0005,AST000039,2026-04-03 02:45:55,2026-04-03 04:45:55,Forced,Equipment Failure,7311,111.652,Closed,2.0
OUT0000442,SITE0005,AST000035,2026-03-02 16:01:17,2026-03-03 16:01:17,Planned,Equipment Failure,9344,288.762,Investigating,24.0
OUT0000443,SITE0010,AST000080,2026-05-13 10:12:32,2026-05-13 10:42:32,Planned,Equipment Failure,5979,169.273,Investigating,0.5
OUT0000444,SITE0003,AST000023,2026-01-25 20:02:35,2026-01-25 21:02:35,Grid Event,Unknown,17941,246.657,Closed,1.0
OUT0000445,SITE0006,AST000047,2026-02-22 09:33:27,2026-02-24 09:33:27,Forced,Protection Trip,12270,137.034,Closed,48.0
OUT0000446,SITE0026,AST000214,2026-01-17 21:42:40,2026-01-18 05:42:40,Forced,Storm,9175,106.674,Closed,8.0
OUT0000447,SITE0024,AST000198,2026-01-02 13:22:16,2026-01-02 14:22:16,Planned,Maintenance,12663,97.449,Investigating,1.0
OUT0000448,SITE0002,AST000012,2026-04-10 15:10:39,2026-04-10 16:10:39,Forced,Protection Trip,12908,91.201,Closed,1.0
OUT0000449,SITE0025,AST000207,2026-02-08 05:45:26,2026-02-08 06:15:26,Planned,Storm,12062,143.663,Closed,0.5
OUT0000450,SITE0005,AST000032,2026-04-20 04:37:46,2026-04-20 08:37:46,Grid Event,Maintenance,4034,226.671,Investigating,4.0
OUT0000451,SITE0002,AST000011,2026-03-24 09:33:33,2026-03-24 10:03:33,Weather,Protection Trip,11849,97.028,Closed,0.5
OUT0000452,SITE0014,AST000114,2026-02-19 08:36:06,2026-02-19 09:06:06,Forced,Unknown,4394,188.923,Closed,0.5
OUT0000453,SITE0009,AST000073,2026-02-11 19:17:32,2026-02-11 19:47:32,Forced,Maintenance,6226,208.725,Closed,0.5
OUT0000454,SITE0002,AST000013,2026-05-13 00:40:14,2026-05-13 12:40:14,Planned,Storm,10133,278.394,Closed,12.0
OUT0000455,SITE0021,AST000182,2026-03-11 15:02:49,2026-03-14 15:02:49,Forced,Storm,539,254.2,Investigating,72.0
OUT0000456,SITE0025,AST000210,2026-04-10 23:47:57,2026-04-13 23:47:57,Forced,Protection Trip,4128,335.925,Closed,72.0
OUT0000457,SITE0029,AST000243,2026-03-03 02:44:08,2026-03-03 06:44:08,Forced,Equipment Failure,13227,209.12,Closed,4.0
OUT0000458,SITE0015,AST000122,2026-01-14 03:17:08,2026-01-16 03:17:08,Grid Event,Maintenance,10924,155.657,Investigating,48.0
OUT0000459,SITE0015,AST000125,2026-05-26 05:00:22,2026-05-26 06:00:22,Forced,Maintenance,10938,24.675,Investigating,1.0
OUT0000460,SITE0001,AST000001,2026-03-17 00:22:27,2026-03-20 00:22:27,Forced,Protection Trip,7333,29.858,Open,72.0
OUT0000461,SITE0020,AST000168,2026-03-26 20:40:26,2026-03-27 00:40:26,Forced,Equipment Failure,17646,341.735,Closed,4.0
OUT0000462,SITE0024,AST000202,2026-05-19 10:43:46,2026-05-19 11:43:46,Grid Event,Protection Trip,440,286.643,Closed,1.0
OUT0000463,SITE0022,AST000185,2026-05-07 13:38:39,2026-05-07 17:38:39,Planned,Equipment Failure,17698,211.496,Open,4.0
OUT0000464,SITE0008,AST000066,2026-02-14 14:02:40,2026-02-14 14:32:40,Grid Event,Unknown,3645,14.337,Investigating,0.5
OUT0000465,SITE0018,AST000149,2026-02-25 17:52:02,2026-02-26 17:52:02,Planned,Protection Trip,3726,274.114,Investigating,24.0
OUT0000466,SITE0008,AST000059,2026-01-01 13:30:07,2026-01-01 15:30:07,Forced,Equipment Failure,16142,282.555,Closed,2.0
OUT0000467,SITE0020,AST000169,2026-05-27 18:03:53,,Forced,Maintenance,1864,229.146,Closed,
OUT0000468,SITE0004,AST000030,2026-03-16 16:31:04,2026-03-16 17:01:04,Weather,Storm,14444,253.333,Investigating,0.5
OUT0000469,SITE0030,AST000250,2026-05-26 11:02:25,2026-05-26 12:02:25,Planned,Equipment Failure,3228,47.52,Closed,1.0
OUT0000470,SITE0003,AST000017,2026-05-03 20:44:40,2026-05-03 22:44:40,Grid Event,Protection Trip,10745,278.915,Closed,2.0
OUT0000471,SITE0009,AST000072,2026-03-02 04:09:52,2026-03-03 04:09:52,Forced,Maintenance,436,111.646,Open,24.0
OUT0000472,SITE0026,AST000218,2026-02-03 02:59:13,2026-02-03 10:59:13,Weather,Equipment Failure,4516,286.079,Closed,8.0
OUT0000473,SITE0016,AST000131,2026-01-17 12:59:52,2026-01-17 20:59:52,Planned,Protection Trip,17571,225.511,Closed,8.0
OUT0000474,SITE0009,AST000068,2026-04-04 19:03:02,2026-04-05 03:03:02,Planned,Storm,5208,231.5,Investigating,8.0
OUT0000475,SITE0015,AST000125,2026-01-02 08:59:51,2026-01-02 12:59:51,Forced,Protection Trip,4795,250.87,Closed,4.0
OUT0000476,SITE0002,AST000014,2026-03-06 12:57:19,2026-03-07 12:57:19,Forced,Unknown,5936,106.409,Investigating,24.0
OUT0000477,SITE0026,AST000215,2026-01-14 18:29:22,,Forced,Storm,12018,332.124,Closed,
OUT0000478,SITE0028,AST000234,2026-04-04 18:59:09,2026-04-05 06:59:09,Weather,Storm,9234,43.94,Open,12.0
OUT0000479,SITE0025,AST000210,2026-03-13 15:11:35,2026-03-13 15:41:35,Forced,Storm,7330,249.741,Investigating,0.5
OUT0000480,SITE0029,AST000241,2026-02-21 00:19:11,2026-02-21 00:49:11,Grid Event,Unknown,3791,5.992,Investigating,0.5
OUT0000481,SITE0009,AST000074,2026-05-23 17:00:59,2026-05-26 17:00:59,Grid Event,Unknown,2639,318.67,Investigating,72.0
OUT0000482,SITE0024,AST000202,2026-04-01 21:46:19,,Forced,Protection Trip,17079,155.387,Closed,
OUT0000483,SITE0019,AST000162,2026-05-25 01:38:23,2026-05-27 01:38:23,Forced,Protection Trip,3418,266.897,Closed,48.0
OUT0000484,SITE0020,AST000169,2026-04-30 09:04:40,2026-04-30 09:34:40,Planned,Protection Trip,13176,299.759,Closed,0.5
OUT0000485,SITE0012,AST000099,2026-04-01 06:26:54,2026-04-01 08:26:54,Planned,Storm,9726,150.263,Closed,2.0
OUT0000486,SITE0029,AST000242,2026-03-03 15:52:08,2026-03-03 16:52:08,Forced,Maintenance,12955,137.347,Closed,1.0
OUT0000487,SITE0008,AST000060,2026-04-29 06:27:47,2026-04-29 08:27:47,Weather,Maintenance,3524,173.107,Closed,2.0
OUT0000488,SITE0004,AST000030,2026-01-07 19:58:48,,Planned,Maintenance,16477,250.928,Closed,
OUT0000489,SITE0011,AST000092,2026-01-06 00:35:08,2026-01-08 00:35:08,Forced,Storm,12832,262.842,Investigating,48.0
OUT0000490,SITE0013,AST000102,2026-05-15 03:53:34,,Forced,Protection Trip,2120,94.553,Closed,
OUT0000491,SITE0014,AST000118,2026-03-09 13:13:26,2026-03-12 13:13:26,Forced,Unknown,5892,222.568,Closed,72.0
OUT0000492,SITE0006,AST000046,2026-02-25 10:59:20,2026-02-25 14:59:20,Forced,Protection Trip,7073,57.367,Open,4.0
OUT0000493,SITE0027,AST000223,2026-05-30 22:10:10,2026-05-31 10:10:10,Planned,Protection Trip,1689,202.996,Closed,12.0
OUT0000494,SITE0021,AST000173,2026-03-15 10:51:51,,Grid Event,Protection Trip,4298,311.753,Closed,
OUT0000495,SITE0024,AST000201,2026-03-29 01:29:41,2026-03-31 01:29:41,Forced,Equipment Failure,801,259.949,Investigating,48.0
OUT0000496,SITE0030,AST000252,2026-01-17 06:36:29,2026-01-17 10:36:29,Weather,Storm,6040,269.267,Closed,4.0
OUT0000497,SITE0021,AST000174,2026-02-02 11:39:50,2026-02-04 11:39:50,Grid Event,Equipment Failure,1705,27.161,Closed,48.0
OUT0000498,SITE0013,AST000101,2026-05-01 22:42:37,2026-05-02 00:42:37,Weather,Equipment Failure,12654,277.966,Open,2.0
OUT0000499,SITE0010,AST000082,2026-02-14 22:16:53,2026-02-15 22:16:53,Weather,Equipment Failure,923,169.24,Closed,24.0
OUT0000500,SITE0012,AST000100,2026-04-18 06:15:52,2026-04-18 14:15:52,Weather,Storm,3728,199.509,Open,8.0
