bill_id,customer_id,billing_month,bill_date,due_date,energy_charge,demand_charge,fixed_charge,tax_amount,total_amount,bill_status
BILL00000448,CUST0000224,2026-05-01,2026-05-28,2026-06-17,9961.02,1532.47,383.12,893.94,12770.54,Open
BILL00000449,CUST0000225,2026-04-01,2026-04-28,2026-05-18,17049.29,2622.97,655.74,1530.06,21858.07,Open
BILL00000450,CUST0000225,2026-05-01,2026-05-28,2026-06-17,7265.06,1117.7,279.43,651.99,9314.18,Past Due
BILL00000451,CUST0000226,2026-04-01,2026-04-28,2026-05-18,17130.66,2635.49,658.87,1537.37,21962.38,Paid
BILL00000452,CUST0000226,2026-05-01,2026-05-28,2026-06-17,4639.54,713.78,178.44,416.37,5948.13,Past Due
BILL00000453,CUST0000227,2026-04-01,2026-04-28,2026-05-18,15042.29,2314.2,578.55,1349.95,19284.99,Paid
BILL00000454,CUST0000227,2026-05-01,2026-05-28,2026-06-17,18427.71,2835.03,708.76,1653.77,23625.27,Open
BILL00000455,CUST0000228,2026-04-01,2026-04-28,2026-05-18,4192.55,645.01,161.25,376.25,5375.06,Open
BILL00000456,CUST0000228,2026-05-01,2026-05-28,2026-06-17,10807.75,1662.73,415.68,969.93,13856.09,Open
BILL00000457,CUST0000229,2026-04-01,2026-04-28,2026-05-18,14232.0,2189.54,547.38,1277.23,18246.16,Past Due
BILL00000458,CUST0000229,2026-05-01,2026-05-28,2026-06-17,12398.61,1907.48,476.87,1112.7,15895.66,Cancelled
BILL00000459,CUST0000230,2026-04-01,2026-04-28,2026-05-18,17273.09,2657.4,664.35,1550.15,22144.98,Open
BILL00000460,CUST0000230,2026-05-01,2026-05-28,2026-06-17,17518.03,2695.08,673.77,1572.13,22459.02,Past Due
BILL00000461,CUST0000231,2026-04-01,2026-04-28,2026-05-18,19252.25,2961.88,740.47,1727.77,24682.37,Past Due
BILL00000462,CUST0000231,2026-05-01,2026-05-28,2026-06-17,2478.95,381.38,95.34,222.47,3178.14,Open
BILL00000463,CUST_BAD,2026-04-01,2026-04-28,2026-05-18,9869.91,1518.45,379.61,885.76,12653.73,Open
BILL00000464,CUST0000232,2026-05-01,2026-05-28,2026-06-17,4045.26,622.35,155.59,363.04,5186.23,Paid
BILL00000465,CUST0000233,2026-04-01,2026-04-28,2026-05-18,13979.68,2150.72,537.68,1254.59,17922.67,Open
BILL00000466,CUST0000233,2026-05-01,2026-05-28,2026-06-17,8818.53,1356.7,339.17,791.41,11305.81,Past Due
BILL00000467,CUST0000234,2026-04-01,2026-04-28,2026-05-18,18296.6,2814.86,703.72,1642.0,23457.18,Open
BILL00000468,CUST0000234,2026-05-01,2026-05-28,2026-06-17,1175.34,180.82,45.21,105.48,1506.85,Cancelled
BILL00000469,CUST0000235,2026-04-01,2026-04-28,2026-05-18,11210.85,1724.75,431.19,1006.1,14372.89,Cancelled
BILL00000470,CUST0000235,2026-05-01,2026-05-28,2026-06-17,9991.9,1537.21,384.3,896.71,12810.12,Cancelled
BILL00000471,CUST0000236,2026-04-01,2026-04-28,2026-05-18,11162.47,1717.3,429.33,1001.76,14310.86,Open
BILL00000472,CUST0000236,2026-05-01,2026-05-28,2026-06-17,13286.61,2044.09,511.02,1192.39,17034.11,Open
BILL00000473,CUST0000237,2026-04-01,2026-04-28,2026-05-18,14269.3,2195.28,548.82,1280.58,18293.97,Open
BILL00000474,CUST0000237,2026-05-01,2026-05-28,2026-06-17,2918.64,449.02,112.26,261.93,3741.84,Open
BILL00000475,CUST0000238,2026-04-01,2026-04-28,2026-05-18,6313.47,971.3,242.83,566.59,8094.19,Past Due
BILL00000476,CUST0000238,2026-05-01,2026-05-28,2026-06-17,2423.66,372.87,93.22,217.51,3107.25,Open
BILL00000477,CUST0000239,2026-04-01,2026-04-28,2026-05-18,10822.44,1664.99,416.25,971.24,13874.92,Cancelled
BILL00000478,CUST0000239,2026-05-01,2026-05-28,2026-06-17,6515.56,1002.39,250.6,584.73,8353.28,Open
BILL00000479,CUST0000240,2026-04-01,2026-04-28,2026-05-18,2538.04,390.47,97.62,227.77,3253.9,Past Due
BILL00000480,CUST0000240,2026-05-01,2026-05-28,2026-06-17,6247.87,961.21,240.3,560.71,8010.09,Open
BILL00000481,CUST0000241,2026-04-01,2026-04-28,2026-05-18,8353.53,1285.16,321.29,749.68,10709.65,Open
BILL00000482,CUST0000241,2026-05-01,2026-05-28,2026-06-17,16758.2,2578.18,644.55,1503.94,21484.87,Open
BILL00000483,CUST0000242,2026-04-01,2026-04-28,2026-05-18,7546.51,1161.0,290.25,677.25,9675.02,Open
BILL00000484,CUST0000242,2026-05-01,2026-05-28,2026-06-17,14085.7,2167.03,541.76,1264.1,18058.59,Past Due
BILL00000485,CUST0000243,2026-04-01,2026-04-28,2026-05-18,19088.3,2936.66,734.17,1713.05,24472.18,Past Due
BILL00000486,CUST0000243,2026-05-01,2026-05-28,2026-06-17,11685.12,1797.71,449.43,1048.66,14980.93,Open
BILL00000487,CUST0000244,2026-04-01,2026-04-28,2026-05-18,6807.24,1047.27,261.82,610.91,8727.23,Paid
BILL00000488,CUST0000244,2026-05-01,2026-05-28,2026-06-17,7124.94,1096.14,274.04,639.42,9134.54,Cancelled
BILL00000489,CUST0000245,2026-04-01,2026-04-28,2026-05-18,13418.87,2064.44,516.11,1204.26,17203.68,Open
BILL00000490,CUST0000245,2026-05-01,2026-05-28,2026-06-17,11542.48,1775.77,443.94,1035.86,14798.06,Cancelled
BILL00000491,CUST0000246,2026-04-01,2026-04-28,2026-05-18,16839.4,2590.68,647.67,1511.23,21588.98,Open
BILL00000492,CUST0000246,2026-05-01,2026-05-28,2026-06-17,4931.36,758.67,189.67,442.56,6322.26,Paid
BILL00000493,CUST0000247,2026-04-01,2026-04-28,2026-05-18,12205.75,1877.81,469.45,1095.39,15648.4,Past Due
BILL00000494,CUST0000247,2026-05-01,2026-05-28,2026-06-17,18472.11,2841.86,710.47,1657.75,23682.19,Cancelled
BILL00000495,CUST0000248,2026-04-01,2026-04-28,2026-05-18,13708.63,2109.02,527.25,1230.26,17575.16,Past Due
BILL00000496,CUST0000248,2026-05-01,2026-05-28,2026-06-17,8754.82,1346.9,336.72,785.69,11224.13,Paid
BILL00000497,CUST0000249,2026-04-01,2026-04-28,2026-05-18,14586.23,2244.04,561.01,1309.02,18700.29,Cancelled
BILL00000498,CUST0000249,2026-05-01,2026-05-28,2026-06-17,16949.21,2607.57,651.89,1521.08,21729.76,Open
BILL00000499,CUST0000250,2026-04-01,2026-04-28,2026-05-18,631.81,97.2,24.3,56.7,810.01,Open
BILL00000500,CUST0000250,2026-05-01,2026-05-28,2026-06-17,8166.3,1256.35,314.09,732.87,10469.62,Open
BILL00000501,CUST0000251,2026-04-01,2026-04-28,2026-05-18,18622.22,2864.96,716.24,1671.23,23874.64,Paid
BILL00000502,CUST0000251,2026-05-01,2026-05-28,2026-06-17,7795.78,1199.35,299.84,699.62,9994.58,Paid
BILL00000503,CUST0000252,2026-04-01,2026-04-28,2026-05-18,17146.56,2637.93,659.48,1538.79,21982.78,Paid
BILL00000504,CUST0000252,2026-05-01,2026-05-28,2026-06-17,8987.48,1382.69,345.67,806.57,11522.4,Open
BILL00000505,CUST0000253,2026-04-01,2026-04-28,2026-05-18,1307.67,201.18,50.29,117.35,1676.49,Cancelled
BILL00000506,CUST0000253,2026-05-01,2026-05-28,2026-06-17,6528.45,1004.38,251.09,585.89,8369.81,Open
BILL00000507,CUST0000254,2026-04-01,2026-04-28,2026-05-18,8461.77,1301.81,325.45,759.39,10848.42,Open
BILL00000508,CUST0000254,2026-05-01,2026-05-28,2026-06-17,824.23,126.81,31.7,73.97,1056.71,Open
BILL00000509,CUST0000255,2026-04-01,2026-04-28,2026-05-18,17167.26,2641.12,660.28,1540.65,22009.3,Open
BILL00000510,CUST0000255,2026-05-01,2026-05-28,2026-06-17,4611.52,709.47,177.37,413.85,5912.21,Paid
BILL00000511,CUST0000256,2026-04-01,2026-04-28,2026-05-18,8853.2,1362.03,340.51,794.52,11350.26,Open
BILL00000512,CUST0000256,2026-05-01,2026-05-28,2026-06-17,941.31,144.82,36.2,84.48,1206.81,Paid
BILL00000513,CUST0000257,2026-04-01,2026-04-28,2026-05-18,13034.41,2005.29,501.32,1169.75,16710.78,Open
BILL00000514,CUST0000257,2026-05-01,2026-05-28,2026-06-17,3262.27,501.89,125.47,292.77,4182.4,Paid
BILL00000515,CUST0000258,2026-04-01,2026-04-28,2026-05-18,12175.71,1873.19,468.3,1092.69,15609.89,Paid
BILL00000516,CUST0000258,2026-05-01,2026-05-28,2026-06-17,13542.97,2083.53,520.88,1215.4,17362.79,Past Due
BILL00000517,CUST0000259,2026-04-01,2026-04-28,2026-05-18,11442.41,1760.37,440.09,1026.88,14669.76,Paid
BILL00000518,CUST0000259,2026-05-01,2026-05-28,2026-06-17,13413.03,2063.54,515.89,1203.73,17196.2,Paid
BILL00000519,CUST0000260,2026-04-01,2026-04-28,2026-05-18,7601.9,1169.52,292.38,682.22,9746.02,Paid
BILL00000520,CUST0000260,2026-05-01,2026-05-28,2026-06-17,5155.52,793.16,198.29,462.67,6609.64,Paid
BILL00000521,CUST0000261,2026-04-01,2026-04-28,2026-05-18,16769.9,2579.98,645.0,1504.99,21499.87,Paid
BILL00000522,CUST0000261,2026-05-01,2026-05-28,2026-06-17,18236.62,2805.63,701.41,1636.62,23380.28,Past Due
BILL00000523,CUST0000262,2026-04-01,2026-04-28,2026-05-18,10539.03,1621.39,405.35,945.81,13511.58,Paid
BILL00000524,CUST0000262,2026-05-01,2026-05-28,2026-06-17,5331.72,820.27,205.07,478.49,6835.54,Open
BILL00000525,CUST0000263,2026-04-01,2026-04-28,2026-05-18,3333.12,512.79,128.2,299.13,4273.23,Open
BILL00000526,CUST0000263,2026-05-01,2026-05-28,2026-06-17,1219.58,187.63,46.91,109.45,1563.56,Past Due
BILL00000527,CUST0000264,2026-04-01,2026-04-28,2026-05-18,11058.32,1701.28,425.32,992.41,14177.34,Paid
BILL00000528,CUST0000264,2026-05-01,2026-05-28,2026-06-17,9187.67,1413.49,353.37,824.53,11779.06,Past Due
BILL00000529,CUST0000265,2026-04-01,2026-04-28,2026-05-18,9263.03,1425.08,356.27,831.3,11875.67,Cancelled
BILL00000530,CUST0000265,2026-05-01,2026-05-28,2026-06-17,2593.33,398.97,99.74,232.74,3324.79,Open
BILL00000531,CUST0000266,2026-04-01,2026-04-28,2026-05-18,8524.33,1311.43,327.86,765.0,10928.62,Open
BILL00000532,CUST0000266,2026-05-01,2026-05-28,2026-06-17,7529.56,1158.39,289.6,675.73,9653.29,Paid
BILL00000533,CUST0000267,2026-04-01,2026-04-28,2026-05-18,12773.69,1965.18,491.3,1146.36,16376.53,Paid
BILL00000534,CUST0000267,2026-05-01,2026-05-28,2026-06-17,9318.43,1433.61,358.4,836.27,11946.71,Open
BILL00000535,CUST0000268,2026-04-01,2026-04-28,2026-05-18,3192.25,491.12,122.78,286.48,4092.63,Open
BILL00000536,CUST0000268,2026-05-01,2026-05-28,2026-06-17,1884.31,289.89,72.47,169.1,2415.78,Paid
BILL00000537,CUST0000269,2026-04-01,2026-04-28,2026-05-18,18081.8,2781.82,695.45,1622.73,23181.8,Cancelled
BILL00000538,CUST0000269,2026-05-01,2026-05-28,2026-06-17,7300.59,1123.17,280.79,655.18,9359.73,Past Due
BILL00000539,CUST0000270,2026-04-01,2026-04-28,2026-05-18,253.91,39.06,9.77,22.79,325.53,Cancelled
BILL00000540,CUST0000270,2026-05-01,2026-05-28,2026-06-17,12164.11,1871.4,467.85,1091.65,15595.01,Open
BILL00000541,CUST0000271,2026-04-01,2026-04-28,2026-05-18,527.76,81.19,20.3,47.36,676.61,Open
BILL00000542,CUST0000271,2026-05-01,2026-05-28,2026-06-17,732.94,112.76,28.19,65.78,939.67,Cancelled
BILL00000543,CUST0000272,2026-04-01,2026-04-28,2026-05-18,17722.79,2726.58,681.65,1590.51,22721.52,Open
BILL00000544,CUST0000272,2026-05-01,2026-05-28,2026-06-17,10643.9,1637.52,409.38,955.22,13646.03,Open
BILL00000545,CUST0000273,2026-04-01,2026-04-28,2026-05-18,8466.24,1302.5,325.62,759.79,10854.15,Past Due
BILL00000546,CUST0000273,2026-05-01,2026-05-28,2026-06-17,15116.63,2325.64,581.41,1356.62,19380.29,Open
BILL00000547,CUST0000274,2026-04-01,2026-04-28,2026-05-18,10603.02,1631.23,407.81,951.55,13593.61,Paid
BILL00000548,CUST0000274,2026-05-01,2026-05-28,2026-06-17,10678.49,1642.84,410.71,958.33,13690.37,Paid
BILL00000549,CUST0000275,2026-04-01,2026-04-28,2026-05-18,7686.39,1182.52,295.63,689.8,9854.34,Open
BILL00000550,CUST0000275,2026-05-01,2026-05-28,2026-06-17,12027.71,1850.42,462.6,1079.41,15420.15,Open
BILL00000551,CUST0000276,2026-04-01,2026-04-28,2026-05-18,15695.56,2414.7,603.68,1408.58,20122.52,Open
BILL00000552,CUST0000276,2026-05-01,2026-05-28,2026-06-17,2645.99,407.08,101.77,237.46,3392.29,Open
BILL00000553,CUST0000277,2026-04-01,2026-04-28,2026-05-18,1020.01,156.92,39.23,91.54,1307.7,Cancelled
BILL00000554,CUST0000277,2026-05-01,2026-05-28,2026-06-17,12354.87,1900.75,475.19,1108.77,15839.57,Cancelled
BILL00000555,CUST_BAD,2026-04-01,2026-04-28,2026-05-18,18839.9,2898.45,724.61,1690.76,24153.72,Cancelled
BILL00000556,CUST0000278,2026-05-01,2026-05-28,2026-06-17,1004.71,154.57,38.64,90.17,1288.09,Paid
BILL00000557,CUST0000279,2026-04-01,2026-04-28,2026-05-18,15992.19,2460.34,615.08,1435.2,20502.81,Open
BILL00000558,CUST0000279,2026-05-01,2026-05-28,2026-06-17,17646.82,2714.89,678.72,1583.69,22624.12,Cancelled
BILL00000559,CUST0000280,2026-04-01,2026-04-28,2026-05-18,6732.47,1035.76,258.94,604.2,8631.37,Paid
BILL00000560,CUST0000280,2026-05-01,2026-05-28,2026-06-17,17168.65,2641.33,660.33,1540.78,22011.09,Paid
BILL00000561,CUST0000281,2026-04-01,2026-04-28,2026-05-18,5505.24,846.96,211.74,494.06,7057.99,Cancelled
BILL00000562,CUST0000281,2026-05-01,2026-05-28,2026-06-17,14104.92,2169.99,542.5,1265.83,18083.23,Open
BILL00000563,CUST0000282,2026-04-01,2026-04-28,2026-05-18,19317.96,2971.99,743.0,1733.66,24766.61,Paid
BILL00000564,CUST0000282,2026-05-01,2026-05-28,2026-06-17,15054.73,2316.11,579.03,1351.07,19300.94,Open
BILL00000565,CUST0000283,2026-04-01,2026-04-28,2026-05-18,6949.1,1069.09,267.27,623.64,8909.1,Cancelled
BILL00000566,CUST0000283,2026-05-01,2026-05-28,2026-06-17,2024.87,311.52,77.88,181.72,2595.99,Open
BILL00000567,CUST0000284,2026-04-01,2026-04-28,2026-05-18,1655.24,254.65,63.66,148.55,2122.11,Paid
BILL00000568,CUST0000284,2026-05-01,2026-05-28,2026-06-17,14568.86,2241.36,560.34,1307.46,18678.03,Paid
BILL00000569,CUST0000285,2026-04-01,2026-04-28,2026-05-18,12195.94,1876.3,469.07,1094.51,15635.83,Open
BILL00000570,CUST0000285,2026-05-01,2026-05-28,2026-06-17,19456.63,2993.33,748.33,1746.11,24944.4,Past Due
BILL00000571,CUST0000286,2026-04-01,2026-04-28,2026-05-18,7314.32,1125.28,281.32,656.41,9377.33,Open
BILL00000572,CUST0000286,2026-05-01,2026-05-28,2026-06-17,1266.93,194.91,48.73,113.7,1624.26,Cancelled
BILL00000573,CUST0000287,2026-04-01,2026-04-28,2026-05-18,17104.16,2631.41,657.85,1534.99,21928.41,Paid
BILL00000574,CUST0000287,2026-05-01,2026-05-28,2026-06-17,568.38,87.44,21.86,51.01,728.69,Cancelled
BILL00000575,CUST0000288,2026-04-01,2026-04-28,2026-05-18,13048.87,2007.52,501.88,1171.05,16729.32,Paid
BILL00000576,CUST0000288,2026-05-01,2026-05-28,2026-06-17,6970.84,1072.44,268.11,625.59,8936.98,Past Due
BILL00000577,CUST0000289,2026-04-01,2026-04-28,2026-05-18,14845.21,2283.88,570.97,1332.26,19032.31,Paid
BILL00000578,CUST0000289,2026-05-01,2026-05-28,2026-06-17,2655.69,408.57,102.14,238.33,3404.74,Open
BILL00000579,CUST0000290,2026-04-01,2026-04-28,2026-05-18,775.94,119.38,29.84,69.64,994.79,Past Due
BILL00000580,CUST0000290,2026-05-01,2026-05-28,2026-06-17,1903.17,292.8,73.2,170.8,2439.96,Open
BILL00000581,CUST0000291,2026-04-01,2026-04-28,2026-05-18,4973.3,765.12,191.28,446.32,6376.03,Open
BILL00000582,CUST0000291,2026-05-01,2026-05-28,2026-06-17,442.66,68.1,17.03,39.73,567.52,Open
BILL00000583,CUST0000292,2026-04-01,2026-04-28,2026-05-18,7912.18,1217.26,304.31,710.07,10143.82,Paid
BILL00000584,CUST0000292,2026-05-01,2026-05-28,2026-06-17,3851.03,592.47,148.12,345.61,4937.22,Cancelled
BILL00000585,CUST0000293,2026-04-01,2026-04-28,2026-05-18,8257.69,1270.41,317.6,741.07,10586.78,Open
BILL00000586,CUST0000293,2026-05-01,2026-05-28,2026-06-17,1243.73,191.34,47.84,111.62,1594.52,Open
BILL00000587,CUST0000294,2026-04-01,2026-04-28,2026-05-18,11770.81,1810.89,452.72,1056.35,15090.78,Paid
BILL00000588,CUST0000294,2026-05-01,2026-05-28,2026-06-17,17104.11,2631.4,657.85,1534.98,21928.34,Open
BILL00000589,CUST0000295,2026-04-01,2026-04-28,2026-05-18,11767.91,1810.45,452.61,1056.09,15087.06,Open
BILL00000590,CUST0000295,2026-05-01,2026-05-28,2026-06-17,5434.7,836.11,209.03,487.73,6967.56,Paid
BILL00000591,CUST0000296,2026-04-01,2026-04-28,2026-05-18,3435.07,528.47,132.12,308.28,4403.93,Paid
BILL00000592,CUST0000296,2026-05-01,2026-05-28,2026-06-17,9881.69,1520.26,380.07,886.82,12668.84,Open
BILL00000593,CUST0000297,2026-04-01,2026-04-28,2026-05-18,13630.86,2097.06,524.26,1223.28,17475.46,Paid
BILL00000594,CUST0000297,2026-05-01,2026-05-28,2026-06-17,5854.93,900.76,225.19,525.44,7506.32,Paid
BILL00000595,CUST0000298,2026-04-01,2026-04-28,2026-05-18,18654.36,2869.9,717.48,1674.11,23915.84,Open
BILL00000596,CUST0000298,2026-05-01,2026-05-28,2026-06-17,14784.91,2274.6,568.65,1326.85,18955.01,Past Due
BILL00000597,CUST0000299,2026-04-01,2026-04-28,2026-05-18,9280.03,1427.7,356.92,832.82,11897.47,Open
BILL00000598,CUST0000299,2026-05-01,2026-05-28,2026-06-17,9272.74,1426.57,356.64,832.17,11888.12,Open
BILL00000599,CUST0000300,2026-04-01,2026-04-28,2026-05-18,11647.27,1791.89,447.97,1045.27,14932.4,Open
BILL00000600,CUST0000300,2026-05-01,2026-05-28,2026-06-17,7456.58,1147.17,286.79,669.18,9559.71,Past Due
BILL00000601,CUST0000301,2026-04-01,2026-04-28,2026-05-18,543.53,83.62,20.9,48.78,696.83,Paid
BILL00000602,CUST0000301,2026-05-01,2026-05-28,2026-06-17,10662.86,1640.44,410.11,956.92,13670.33,Paid
BILL00000603,CUST0000302,2026-04-01,2026-04-28,2026-05-18,701.01,107.85,26.96,62.91,898.74,Open
BILL00000604,CUST0000302,2026-05-01,2026-05-28,2026-06-17,3474.87,534.6,133.65,311.85,4454.96,Open
BILL00000605,CUST0000303,2026-04-01,2026-04-28,2026-05-18,18421.55,2834.08,708.52,1653.22,23617.37,Paid
BILL00000606,CUST0000303,2026-05-01,2026-05-28,2026-06-17,8540.25,1313.88,328.47,766.43,10949.04,Paid
BILL00000607,CUST0000304,2026-04-01,2026-04-28,2026-05-18,18545.44,2853.14,713.29,1664.33,23776.2,Paid
BILL00000608,CUST0000304,2026-05-01,2026-05-28,2026-06-17,3087.6,475.01,118.75,277.09,3958.46,Past Due
BILL00000609,CUST0000305,2026-04-01,2026-04-28,2026-05-18,4466.51,687.15,171.79,400.84,5726.29,Cancelled
BILL00000610,CUST0000305,2026-05-01,2026-05-28,2026-06-17,16241.75,2498.73,624.68,1457.59,20822.75,Open
BILL00000611,CUST0000306,2026-04-01,2026-04-28,2026-05-18,13562.54,2086.54,521.64,1217.15,17387.87,Past Due
BILL00000612,CUST0000306,2026-05-01,2026-05-28,2026-06-17,2382.57,366.55,91.64,213.82,3054.57,Cancelled
BILL00000613,CUST0000307,2026-04-01,2026-04-28,2026-05-18,15412.62,2371.17,592.79,1383.18,19759.77,Paid
BILL00000614,CUST0000307,2026-05-01,2026-05-28,2026-06-17,11400.31,1753.89,438.47,1023.1,14615.78,Past Due
BILL00000615,CUST0000308,2026-04-01,2026-04-28,2026-05-18,12325.63,1896.25,474.06,1106.15,15802.09,Open
BILL00000616,CUST0000308,2026-05-01,2026-05-28,2026-06-17,6470.58,995.47,248.87,580.69,8295.62,Paid
BILL00000617,CUST0000309,2026-04-01,2026-04-28,2026-05-18,14379.3,2212.2,553.05,1290.45,18435.0,Cancelled
BILL00000618,CUST0000309,2026-05-01,2026-05-28,2026-06-17,10066.55,1548.7,387.17,903.41,12905.83,Past Due
BILL00000619,CUST0000310,2026-04-01,2026-04-28,2026-05-18,1119.97,172.3,43.08,100.51,1435.86,Open
BILL00000620,CUST0000310,2026-05-01,2026-05-28,2026-06-17,8487.73,1305.81,326.45,761.72,10881.71,Past Due
BILL00000621,CUST0000311,2026-04-01,2026-04-28,2026-05-18,1016.97,156.46,39.11,91.27,1303.8,Past Due
BILL00000622,CUST0000311,2026-05-01,2026-05-28,2026-06-17,897.97,138.15,34.54,80.59,1151.24,Paid
BILL00000623,CUST0000312,2026-04-01,2026-04-28,2026-05-18,9388.39,1444.37,361.09,842.55,12036.4,Paid
BILL00000624,CUST0000312,2026-05-01,2026-05-28,2026-06-17,3768.46,579.76,144.94,338.2,4831.36,Cancelled
BILL00000625,CUST0000313,2026-04-01,2026-04-28,2026-05-18,8872.48,1365.0,341.25,796.25,11374.97,Past Due
BILL00000626,CUST0000313,2026-05-01,2026-05-28,2026-06-17,2623.25,403.58,100.89,235.42,3363.14,Open
BILL00000627,CUST0000314,2026-04-01,2026-04-28,2026-05-18,9711.52,1494.08,373.52,871.55,12450.66,Paid
BILL00000628,CUST0000314,2026-05-01,2026-05-28,2026-06-17,16227.57,2496.55,624.14,1456.32,20804.58,Past Due
BILL00000629,CUST0000315,2026-04-01,2026-04-28,2026-05-18,7706.49,1185.61,296.4,691.61,9880.12,Open
BILL00000630,CUST0000315,2026-05-01,2026-05-28,2026-06-17,13408.05,2062.78,515.69,1203.29,17189.81,Past Due
BILL00000631,CUST0000316,2026-04-01,2026-04-28,2026-05-18,984.03,151.39,37.85,88.31,1261.58,Open
BILL00000632,CUST0000316,2026-05-01,2026-05-28,2026-06-17,17101.18,2630.95,657.74,1534.72,21924.6,Past Due
BILL00000633,CUST0000317,2026-04-01,2026-04-28,2026-05-18,17958.42,2762.83,690.71,1611.65,23023.61,Paid
BILL00000634,CUST0000317,2026-05-01,2026-05-28,2026-06-17,2181.86,335.67,83.92,195.81,2797.25,Open
BILL00000635,CUST0000318,2026-04-01,2026-04-28,2026-05-18,11662.47,1794.23,448.56,1046.63,14951.88,Open
BILL00000636,CUST0000318,2026-05-01,2026-05-28,2026-06-17,6685.89,1028.6,257.15,600.02,8571.65,Cancelled
BILL00000637,CUST0000319,2026-04-01,2026-04-28,2026-05-18,8883.6,1366.71,341.68,797.25,11389.23,Cancelled
BILL00000638,CUST0000319,2026-05-01,2026-05-28,2026-06-17,5666.23,871.73,217.93,508.51,7264.4,Open
BILL00000639,CUST0000320,2026-04-01,2026-04-28,2026-05-18,13191.86,2029.52,507.38,1183.89,16912.65,Paid
BILL00000640,CUST0000320,2026-05-01,2026-05-28,2026-06-17,17852.16,2746.49,686.62,1602.12,22887.39,Cancelled
BILL00000641,CUST0000321,2026-04-01,2026-04-28,2026-05-18,17943.22,2760.5,690.12,1610.29,23004.13,Paid
BILL00000642,CUST0000321,2026-05-01,2026-05-28,2026-06-17,8349.83,1284.59,321.15,749.34,10704.91,Open
BILL00000643,CUST0000322,2026-04-01,2026-04-28,2026-05-18,15687.01,2413.39,603.35,1407.81,20111.55,Paid
BILL00000644,CUST0000322,2026-05-01,2026-05-28,2026-06-17,12660.96,1947.84,486.96,1136.24,16232.01,Open
BILL00000645,CUST0000323,2026-04-01,2026-04-28,2026-05-18,18590.4,2860.06,715.02,1668.37,23833.85,Open
BILL00000646,CUST0000323,2026-05-01,2026-05-28,2026-06-17,9995.64,1537.79,384.45,897.04,12814.92,Paid
BILL00000647,CUST0000324,2026-04-01,2026-04-28,2026-05-18,11865.89,1825.52,456.38,1064.89,15212.69,Past Due
BILL00000648,CUST0000324,2026-05-01,2026-05-28,2026-06-17,11044.07,1699.09,424.77,991.13,14159.07,Past Due
BILL00000649,CUST0000325,2026-04-01,2026-04-28,2026-05-18,13842.05,2129.55,532.39,1242.24,17746.22,Open
BILL00000650,CUST0000325,2026-05-01,2026-05-28,2026-06-17,3756.35,577.9,144.48,337.11,4815.84,Cancelled
BILL00000651,CUST0000326,2026-04-01,2026-04-28,2026-05-18,5403.95,831.38,207.84,484.97,6928.13,Past Due
BILL00000652,CUST0000326,2026-05-01,2026-05-28,2026-06-17,2526.24,388.65,97.16,226.71,3238.76,Open
BILL00000653,CUST0000327,2026-04-01,2026-04-28,2026-05-18,14352.66,2208.1,552.03,1288.06,18400.85,Past Due
BILL00000654,CUST0000327,2026-05-01,2026-05-28,2026-06-17,15724.19,2419.11,604.78,1411.15,20159.22,Paid
BILL00000655,CUST0000328,2026-04-01,2026-04-28,2026-05-18,4066.95,625.68,156.42,364.98,5214.03,Open
BILL00000656,CUST0000328,2026-05-01,2026-05-28,2026-06-17,11717.42,1802.68,450.67,1051.56,15022.33,Past Due
BILL00000657,CUST0000329,2026-04-01,2026-04-28,2026-05-18,7794.15,1199.1,299.78,699.48,9992.51,Open
BILL00000658,CUST0000329,2026-05-01,2026-05-28,2026-06-17,6734.66,1036.1,259.03,604.39,8634.17,Paid
BILL00000659,CUST0000330,2026-04-01,2026-04-28,2026-05-18,5286.33,813.28,203.32,474.41,6777.35,Past Due
BILL00000660,CUST0000330,2026-05-01,2026-05-28,2026-06-17,1553.33,238.97,59.74,139.4,1991.45,Open
BILL00000661,CUST0000331,2026-04-01,2026-04-28,2026-05-18,5295.86,814.75,203.69,475.27,6789.57,Past Due
BILL00000662,CUST0000331,2026-05-01,2026-05-28,2026-06-17,16757.13,2578.02,644.51,1503.85,21483.5,Cancelled
BILL00000663,CUST0000332,2026-04-01,2026-04-28,2026-05-18,9276.99,1427.23,356.81,832.55,11893.58,Cancelled
BILL00000664,CUST0000332,2026-05-01,2026-05-28,2026-06-17,13551.25,2084.81,521.2,1216.14,17373.4,Open
BILL00000665,CUST0000333,2026-04-01,2026-04-28,2026-05-18,16212.65,2494.25,623.56,1454.98,20785.46,Open
BILL00000666,CUST0000333,2026-05-01,2026-05-28,2026-06-17,18786.58,2890.24,722.56,1685.98,24085.36,Open
BILL00000667,CUST0000334,2026-04-01,2026-04-28,2026-05-18,842.13,129.56,32.39,75.58,1079.65,Open
BILL00000668,CUST0000334,2026-05-01,2026-05-28,2026-06-17,13086.64,2013.33,503.33,1174.44,16777.74,Past Due
BILL00000669,CUST0000335,2026-04-01,2026-04-28,2026-05-18,13945.14,2145.41,536.35,1251.49,17878.38,Open
BILL00000670,CUST0000335,2026-05-01,2026-05-28,2026-06-17,8321.68,1280.26,320.06,746.82,10668.82,Cancelled
BILL00000671,CUST0000336,2026-04-01,2026-04-28,2026-05-18,5299.79,815.35,203.84,475.62,6794.6,Paid
