site_id,weather_ts,temperature_c,wind_speed_mps,solar_irradiance_wm2,humidity_pct,weather_condition
SITE0018,2026-04-25 12:00:00,17.254,3.979,576.728,24.301,Cloudy
SITE0018,2026-04-25 13:00:00,18.603,1.736,627.633,68.93,Cloudy
SITE0018,2026-04-25 14:00:00,26.142,6.459,466.637,75.486,Rain
SITE0018,2026-04-25 15:00:00,14.822,4.619,419.387,96.712,Storm
SITE0018,2026-04-25 16:00:00,29.252,3.913,777.202,91.374,Clear
SITE0018,2026-04-25 17:00:00,11.013,7.746,561.66,78.279,Storm
SITE0018,2026-04-25 18:00:00,17.594,3.934,349.992,67.975,Rain
SITE0018,2026-04-25 19:00:00,13.243,7.38,823.92,65.234,Cloudy
SITE0018,2026-04-25 20:00:00,10.928,6.895,38.288,43.671,Rain
SITE0018,2026-04-25 21:00:00,15.097,6.177,0.0,97.387,Cloudy
SITE0018,2026-04-25 22:00:00,11.991,4.357,0.0,47.14,Clear
SITE0018,2026-04-25 23:00:00,16.737,4.816,0.0,39.515,Clear
SITE0018,2026-04-26 00:00:00,18.128,3.165,212.689,62.818,Snow
SITE0018,2026-04-26 01:00:00,25.781,7.239,0.0,69.432,Snow
SITE0018,2026-04-26 02:00:00,17.59,6.076,244.785,52.057,Cloudy
SITE0018,2026-04-26 03:00:00,11.338,4.595,0.0,45.847,Rain
SITE0018,2026-04-26 04:00:00,14.357,7.037,0.0,56.945,Clear
SITE0018,2026-04-26 05:00:00,18.087,6.329,0.0,73.087,Snow
SITE0018,2026-04-26 06:00:00,10.064,5.314,474.706,40.394,Clear
SITE0018,2026-04-26 07:00:00,12.069,6.469,498.963,58.178,Clear
SITE0018,2026-04-26 08:00:00,18.283,5.816,626.84,45.986,Rain
SITE0018,2026-04-26 09:00:00,13.609,6.131,806.251,66.606,Clear
SITE0018,2026-04-26 10:00:00,29.51,1.467,640.545,81.958,Clear
SITE0018,2026-04-26 11:00:00,23.0,7.98,850.64,19.209,Clear
SITE0018,2026-04-26 12:00:00,13.008,6.103,266.3,55.105,Rain
SITE0018,2026-04-26 13:00:00,30.846,8.04,441.745,51.004,Clear
SITE0018,2026-04-26 14:00:00,22.92,4.88,809.421,60.677,Storm
SITE0018,2026-04-26 15:00:00,16.5,9.376,436.215,51.038,Rain
SITE0018,2026-04-26 16:00:00,18.297,5.291,582.865,32.358,Clear
SITE0018,2026-04-26 17:00:00,9.828,7.781,841.341,50.272,Clear
SITE0018,2026-04-26 18:00:00,15.113,4.252,801.492,38.945,Clear
SITE0018,2026-04-26 19:00:00,14.746,4.285,238.185,100.0,Rain
SITE0018,2026-04-26 20:00:00,25.324,8.729,0.0,52.964,Clear
SITE0018,2026-04-26 21:00:00,23.074,8.143,59.595,88.795,Storm
SITE0018,2026-04-26 22:00:00,30.676,6.372,93.783,56.454,Clear
SITE0018,2026-04-26 23:00:00,25.546,4.07,53.347,71.952,Cloudy
SITE0018,2026-04-27 00:00:00,21.611,8.02,0.0,31.512,Clear
SITE0018,2026-04-27 01:00:00,18.198,4.91,52.796,73.078,Snow
SITE0018,2026-04-27 02:00:00,18.813,6.03,95.946,69.658,Storm
SITE0018,2026-04-27 03:00:00,11.916,7.237,532.057,74.375,Snow
SITE0018,2026-04-27 04:00:00,23.757,8.59,0.0,65.359,Storm
SITE0018,2026-04-27 05:00:00,23.903,4.206,0.0,43.906,Cloudy
SITE0018,2026-04-27 06:00:00,22.934,9.095,504.745,31.719,Storm
SITE0018,2026-04-27 07:00:00,17.067,2.957,731.445,92.581,Cloudy
SITE0018,2026-04-27 08:00:00,21.139,5.627,872.118,41.462,Clear
SITE0018,2026-04-27 09:00:00,29.348,10.015,680.979,30.213,Rain
SITE0018,2026-04-27 10:00:00,13.596,5.345,479.246,50.3,Rain
SITE0018,2026-04-27 11:00:00,10.561,7.378,506.529,37.03,Storm
SITE0018,2026-04-27 12:00:00,11.611,4.06,697.065,56.379,Rain
SITE0018,2026-04-27 13:00:00,20.313,8.643,740.102,70.516,Storm
SITE0018,2026-04-27 14:00:00,19.232,7.658,764.693,69.229,Rain
SITE0018,2026-04-27 15:00:00,43.606,7.756,445.097,72.879,Storm
SITE0018,2026-04-27 16:00:00,-2.113,4.863,495.273,60.672,Clear
SITE0018,2026-04-27 17:00:00,13.555,2.405,697.063,56.058,Rain
SITE0018,2026-04-27 18:00:00,20.592,6.724,700.442,58.769,Snow
SITE0018,2026-04-27 19:00:00,16.406,2.731,719.722,53.95,Storm
SITE0018,2026-04-27 20:00:00,11.741,6.995,288.137,54.411,Snow
SITE0018,2026-04-27 21:00:00,27.509,5.527,75.398,51.463,Clear
SITE0018,2026-04-27 22:00:00,29.487,5.249,0.0,61.126,Cloudy
SITE0018,2026-04-27 23:00:00,18.137,9.36,0.0,64.795,Storm
SITE0018,2026-04-28 00:00:00,31.637,1.511,9.16,70.915,Rain
SITE0018,2026-04-28 01:00:00,37.804,6.225,213.975,51.355,Clear
SITE0018,2026-04-28 02:00:00,11.443,5.345,67.352,43.596,Clear
SITE0018,2026-04-28 03:00:00,23.687,3.419,0.0,32.71,Clear
SITE0018,2026-04-28 04:00:00,21.328,7.741,99.157,80.235,Storm
SITE0018,2026-04-28 05:00:00,27.657,4.849,0.0,85.042,Cloudy
SITE0018,2026-04-28 06:00:00,18.475,11.323,815.45,68.474,Storm
SITE0018,2026-04-28 07:00:00,29.495,2.809,693.179,51.455,Cloudy
SITE0018,2026-04-28 08:00:00,15.205,5.523,746.317,85.273,Rain
SITE0018,2026-04-28 09:00:00,24.211,5.319,839.457,77.177,Rain
SITE0018,2026-04-28 10:00:00,29.659,4.573,323.061,51.807,Rain
SITE0018,2026-04-28 11:00:00,24.985,5.268,315.125,48.0,Snow
SITE0018,2026-04-28 12:00:00,29.169,4.759,519.48,38.167,Storm
SITE0018,2026-04-28 13:00:00,6.789,4.236,866.457,43.633,Snow
SITE0018,2026-04-28 14:00:00,33.92,7.375,320.016,20.796,Snow
SITE0018,2026-04-28 15:00:00,31.609,0.728,436.954,51.235,Clear
SITE0018,2026-04-28 16:00:00,25.072,2.64,564.779,100.0,Cloudy
SITE0018,2026-04-28 17:00:00,14.469,3.529,404.534,64.777,Clear
SITE0018,2026-04-28 18:00:00,27.289,6.904,481.993,73.554,Clear
SITE0018,2026-04-28 19:00:00,14.44,2.174,554.447,61.917,Clear
SITE0018,2026-04-28 20:00:00,16.022,5.374,0.0,66.731,Storm
SITE0018,2026-04-28 21:00:00,22.827,11.064,217.958,98.587,Clear
SITE0018,2026-04-28 22:00:00,16.923,6.672,0.0,40.468,Clear
SITE0018,2026-04-28 23:00:00,29.229,11.295,0.0,82.194,Clear
SITE0018,2026-04-29 00:00:00,24.21,3.549,0.0,68.161,Clear
SITE0018,2026-04-29 01:00:00,11.37,6.138,0.0,61.85,Rain
SITE0018,2026-04-29 02:00:00,22.048,5.533,282.249,85.697,Rain
SITE0018,2026-04-29 03:00:00,37.325,5.562,166.632,42.18,Snow
SITE0018,2026-04-29 04:00:00,9.997,4.76,356.484,89.696,Clear
SITE0018,2026-04-29 05:00:00,33.028,8.215,226.031,65.813,Cloudy
SITE0018,2026-04-29 06:00:00,24.441,5.077,502.828,71.751,Clear
SITE0018,2026-04-29 07:00:00,3.945,9.265,217.107,41.457,Rain
SITE0018,2026-04-29 08:00:00,6.626,9.839,671.551,49.449,Storm
SITE0018,2026-04-29 09:00:00,22.467,6.664,786.353,55.119,Cloudy
SITE0018,2026-04-29 10:00:00,32.46,7.285,720.324,22.32,Storm
SITE0018,2026-04-29 11:00:00,29.512,7.775,471.849,86.787,Snow
SITE0018,2026-04-29 12:00:00,38.239,11.411,327.394,88.68,Cloudy
SITE0018,2026-04-29 13:00:00,37.394,7.339,541.809,71.033,Rain
SITE0018,2026-04-29 14:00:00,26.116,0.941,448.378,75.766,Storm
SITE0018,2026-04-29 15:00:00,10.595,5.788,406.588,72.217,Clear
SITE0018,2026-04-29 16:00:00,10.37,3.747,776.937,49.112,Clear
SITE0018,2026-04-29 17:00:00,4.96,6.312,596.507,50.916,Clear
SITE0018,2026-04-29 18:00:00,8.373,4.892,930.437,60.728,Clear
SITE0018,2026-04-29 19:00:00,13.357,6.967,426.301,53.629,Clear
SITE0018,2026-04-29 20:00:00,15.112,3.683,0.0,66.663,Rain
SITE0018,2026-04-29 21:00:00,19.743,0.13,300.575,47.337,Storm
SITE0018,2026-04-29 22:00:00,19.317,5.124,135.979,35.754,Rain
SITE0018,2026-04-29 23:00:00,16.639,6.804,0.0,63.469,Rain
SITE0018,2026-04-30 00:00:00,35.838,4.899,370.532,80.446,Snow
SITE0018,2026-04-30 01:00:00,21.335,6.411,160.079,66.376,Snow
SITE0018,2026-04-30 02:00:00,37.986,6.247,32.073,66.914,Storm
SITE0018,2026-04-30 03:00:00,35.217,4.181,48.847,71.055,Clear
SITE0018,2026-04-30 04:00:00,29.973,2.648,0.0,39.998,Snow
SITE0018,2026-04-30 05:00:00,24.365,4.166,0.0,48.834,Rain
SITE0018,2026-04-30 06:00:00,7.286,8.223,843.225,58.9,Clear
SITE0018,2026-04-30 07:00:00,10.73,3.633,584.985,44.213,Rain
SITE0018,2026-04-30 08:00:00,21.191,6.04,798.902,45.574,Clear
SITE0018,2026-04-30 09:00:00,35.461,7.124,767.978,56.499,Rain
SITE0018,2026-04-30 10:00:00,25.554,7.037,469.419,43.784,Storm
SITE0018,2026-04-30 11:00:00,5.33,6.186,598.718,42.17,Cloudy
SITE0018,2026-04-30 12:00:00,12.847,1.038,488.056,25.046,Snow
SITE0018,2026-04-30 13:00:00,26.246,6.466,372.155,64.436,Snow
SITE0018,2026-04-30 14:00:00,31.787,6.092,744.613,63.074,Snow
SITE0018,2026-04-30 15:00:00,25.631,4.772,630.713,54.382,Rain
SITE0018,2026-04-30 16:00:00,24.545,7.283,549.223,77.868,Cloudy
SITE0018,2026-04-30 17:00:00,31.204,7.405,311.632,61.778,Snow
SITE0018,2026-04-30 18:00:00,14.997,7.364,661.672,96.849,Snow
SITE0018,2026-04-30 19:00:00,24.671,5.327,775.857,97.886,Clear
SITE0018,2026-04-30 20:00:00,26.45,10.133,65.016,59.141,Storm
SITE0018,2026-04-30 21:00:00,24.806,4.422,35.775,55.77,Cloudy
SITE0018,2026-04-30 22:00:00,9.52,11.138,309.88,52.82,Storm
SITE0018,2026-04-30 23:00:00,28.216,4.037,0.0,42.841,Snow
SITE0018,2026-05-01 00:00:00,32.757,1.727,0.0,48.779,Clear
SITE0018,2026-05-01 01:00:00,10.703,6.607,43.191,63.264,Rain
SITE0018,2026-05-01 02:00:00,24.176,6.847,208.19,72.182,Clear
SITE0018,2026-05-01 03:00:00,19.04,5.865,421.438,53.741,Snow
SITE0018,2026-05-01 04:00:00,17.381,9.215,196.651,33.342,Cloudy
SITE0018,2026-05-01 05:00:00,19.258,11.222,285.239,72.132,Snow
SITE0018,2026-05-01 06:00:00,19.465,4.547,355.865,70.897,Snow
SITE0018,2026-05-01 07:00:00,18.327,6.593,647.684,78.355,Snow
SITE0018,2026-05-01 08:00:00,24.693,6.722,582.158,61.457,Clear
SITE0018,2026-05-01 09:00:00,26.065,5.859,495.388,74.839,Clear
SITE0018,2026-05-01 10:00:00,29.37,6.843,619.137,41.93,Snow
SITE0018,2026-05-01 11:00:00,18.47,4.789,683.962,12.974,Snow
SITE0018,2026-05-01 12:00:00,22.683,3.578,832.078,44.745,Cloudy
SITE0018,2026-05-01 13:00:00,27.034,3.961,538.924,62.019,Clear
SITE0018,2026-05-01 14:00:00,23.706,7.713,706.691,45.969,Storm
SITE0018,2026-05-01 15:00:00,13.471,10.08,508.229,49.388,Clear
SITE0018,2026-05-01 16:00:00,17.31,2.73,453.312,52.468,Snow
SITE0018,2026-05-01 17:00:00,42.914,4.042,619.878,59.153,Clear
SITE0018,2026-05-01 18:00:00,9.854,6.894,548.214,47.263,Storm
SITE0018,2026-05-01 19:00:00,22.317,3.429,579.173,22.628,Cloudy
SITE0018,2026-05-01 20:00:00,16.566,5.936,145.203,20.89,Snow
SITE0018,2026-05-01 21:00:00,23.981,5.804,0.0,42.738,Clear
SITE0018,2026-05-01 22:00:00,19.173,4.785,0.0,44.254,Snow
SITE0018,2026-05-01 23:00:00,19.129,7.725,0.0,95.932,Snow
SITE0018,2026-05-02 00:00:00,12.925,5.58,149.78,76.375,Clear
SITE0018,2026-05-02 01:00:00,38.263,5.964,0.0,60.317,Snow
SITE0018,2026-05-02 02:00:00,23.125,7.491,0.0,19.722,Rain
SITE0018,2026-05-02 03:00:00,33.288,3.743,177.736,58.592,Cloudy
SITE0018,2026-05-02 04:00:00,2.908,7.914,54.738,74.109,Cloudy
SITE0018,2026-05-02 05:00:00,21.634,3.739,0.0,52.064,Rain
SITE0018,2026-05-02 06:00:00,18.181,4.152,847.896,54.114,Clear
SITE0018,2026-05-02 07:00:00,11.399,7.954,478.495,78.321,Storm
SITE0018,2026-05-02 08:00:00,18.839,9.073,537.984,62.501,Clear
SITE0018,2026-05-02 09:00:00,32.157,3.776,350.692,27.775,Clear
SITE0018,2026-05-02 10:00:00,22.481,1.099,701.929,55.593,Snow
SITE0018,2026-05-02 11:00:00,14.916,8.107,1069.638,71.071,Storm
SITE0018,2026-05-02 12:00:00,22.798,7.041,359.573,87.527,Clear
SITE0018,2026-05-02 13:00:00,17.876,7.763,390.794,100.0,Cloudy
SITE0018,2026-05-02 14:00:00,23.929,11.098,376.451,79.485,Storm
SITE0018,2026-05-02 15:00:00,23.481,2.109,668.407,59.243,Storm
SITE0018,2026-05-02 16:00:00,4.651,2.236,401.272,62.467,Clear
SITE0018,2026-05-02 17:00:00,27.359,3.895,601.139,53.512,Snow
SITE0018,2026-05-02 18:00:00,42.964,5.254,948.431,80.512,Rain
SITE0018,2026-05-02 19:00:00,20.057,7.626,554.893,24.157,Clear
SITE0018,2026-05-02 20:00:00,5.094,5.805,487.725,65.458,Snow
SITE0018,2026-05-02 21:00:00,28.48,2.115,0.0,54.137,Storm
SITE0018,2026-05-02 22:00:00,16.548,8.56,0.0,45.381,Rain
SITE0018,2026-05-02 23:00:00,11.529,1.37,0.0,91.826,Clear
SITE0018,2026-05-03 00:00:00,34.117,3.984,0.0,28.997,Storm
SITE0018,2026-05-03 01:00:00,23.798,11.599,409.106,20.075,Snow
SITE0018,2026-05-03 02:00:00,8.776,6.547,217.881,29.537,Clear
SITE0018,2026-05-03 03:00:00,15.453,0.463,233.159,74.462,Cloudy
SITE0018,2026-05-03 04:00:00,19.243,6.919,0.0,76.01,Storm
SITE0018,2026-05-03 05:00:00,24.219,1.172,0.0,75.83,Clear
SITE0018,2026-05-03 06:00:00,22.765,3.871,351.301,29.978,Clear
SITE0018,2026-05-03 07:00:00,23.753,10.1,781.667,45.253,Clear
SITE0018,2026-05-03 08:00:00,10.689,7.323,577.656,40.473,Storm
SITE0018,2026-05-03 09:00:00,7.551,3.519,810.126,53.224,Rain
SITE0018,2026-05-03 10:00:00,32.689,7.999,705.636,52.733,Storm
SITE0018,2026-05-03 11:00:00,21.185,7.206,586.688,89.651,Clear
SITE0018,2026-05-03 12:00:00,18.918,5.744,467.659,60.113,Storm
SITE0018,2026-05-03 13:00:00,22.624,6.133,892.847,48.942,Clear
SITE0018,2026-05-03 14:00:00,32.666,1.979,655.809,27.044,Clear
SITE0018,2026-05-03 15:00:00,21.168,4.229,694.091,39.304,Cloudy
SITE0018,2026-05-03 16:00:00,19.304,1.054,1017.427,41.289,Snow
SITE0018,2026-05-03 17:00:00,34.635,3.868,467.966,74.833,Clear
SITE0018,2026-05-03 18:00:00,17.717,4.461,635.22,38.242,Cloudy
SITE0018,2026-05-03 19:00:00,22.574,2.935,716.488,64.577,Snow
SITE0018,2026-05-03 20:00:00,12.814,4.064,229.111,62.126,Clear
SITE0018,2026-05-03 21:00:00,23.116,9.608,0.0,72.549,Rain
SITE0018,2026-05-03 22:00:00,34.814,6.407,176.627,68.386,Clear
SITE0018,2026-05-03 23:00:00,19.178,9.735,163.141,66.585,Storm
SITE0018,2026-05-04 00:00:00,28.697,8.691,0.0,80.394,Snow
SITE0018,2026-05-04 01:00:00,18.761,5.807,0.0,88.001,Cloudy
SITE0018,2026-05-04 02:00:00,-2.415,7.908,128.299,84.695,Snow
SITE0018,2026-05-04 03:00:00,19.014,8.048,0.0,39.77,Snow
SITE0018,2026-05-04 04:00:00,-1.345,3.36,0.0,55.729,Storm
SITE0018,2026-05-04 05:00:00,23.063,3.886,9.84,44.677,Clear
SITE0018,2026-05-04 06:00:00,19.872,5.369,426.679,91.423,Snow
SITE0018,2026-05-04 07:00:00,11.86,3.738,657.258,47.373,Rain
SITE0018,2026-05-04 08:00:00,24.263,9.727,700.452,71.992,Rain
SITE0018,2026-05-04 09:00:00,26.142,9.305,621.682,49.415,Snow
SITE0018,2026-05-04 10:00:00,1.852,6.517,512.369,43.142,Clear
SITE0018,2026-05-04 11:00:00,19.164,5.0,765.474,26.872,Clear
SITE0018,2026-05-04 12:00:00,9.343,6.306,420.883,73.094,Snow
SITE0018,2026-05-04 13:00:00,15.527,6.325,351.947,57.849,Rain
SITE0018,2026-05-04 14:00:00,30.559,4.78,697.23,86.905,Storm
SITE0018,2026-05-04 15:00:00,14.184,3.246,378.357,73.375,Clear
SITE0018,2026-05-04 16:00:00,25.879,0.125,517.415,41.132,Cloudy
SITE0018,2026-05-04 17:00:00,11.833,5.549,615.057,39.794,Rain
SITE0018,2026-05-04 18:00:00,32.433,1.7,448.23,36.458,Rain
SITE0018,2026-05-04 19:00:00,-8.594,3.861,1044.52,38.631,Clear
SITE0018,2026-05-04 20:00:00,21.929,6.861,44.298,50.244,Snow
SITE0018,2026-05-04 21:00:00,41.49,8.771,0.0,42.206,Cloudy
SITE0018,2026-05-04 22:00:00,17.97,3.472,0.0,76.468,Clear
SITE0018,2026-05-04 23:00:00,19.133,3.765,0.0,65.806,Cloudy
SITE0018,2026-05-05 00:00:00,6.578,8.631,0.0,38.565,Snow
SITE0018,2026-05-05 01:00:00,36.653,4.832,0.0,85.142,Cloudy
SITE0018,2026-05-05 02:00:00,13.793,6.107,0.0,60.072,Clear
SITE0018,2026-05-05 03:00:00,18.509,3.061,0.0,90.819,Rain
SITE0018,2026-05-05 04:00:00,16.614,5.524,69.547,60.752,Storm
SITE0018,2026-05-05 05:00:00,5.674,6.461,342.635,50.754,Snow
SITE0018,2026-05-05 06:00:00,18.867,2.866,763.081,61.172,Clear
SITE0018,2026-05-05 07:00:00,21.243,5.027,911.487,55.741,Clear
SITE0018,2026-05-05 08:00:00,15.97,0.825,460.36,57.75,Clear
SITE0018,2026-05-05 09:00:00,40.539,8.639,796.8,48.722,Cloudy
SITE0018,2026-05-05 10:00:00,22.613,6.454,248.776,39.442,Snow
SITE0018,2026-05-05 11:00:00,25.402,10.672,384.185,74.337,Rain
SITE0018,2026-05-05 12:00:00,22.239,5.727,616.328,56.118,Clear
SITE0018,2026-05-05 13:00:00,32.355,10.719,670.958,81.921,Storm
SITE0018,2026-05-05 14:00:00,17.419,5.935,693.0,83.313,Snow
SITE0018,2026-05-05 15:00:00,13.332,8.204,550.885,69.271,Storm
SITE0018,2026-05-05 16:00:00,32.072,7.465,663.497,47.282,Cloudy
SITE0018,2026-05-05 17:00:00,15.004,8.538,838.31,45.229,Rain
SITE0018,2026-05-05 18:00:00,36.216,10.175,687.324,50.647,Clear
SITE0018,2026-05-05 19:00:00,18.47,6.936,490.187,46.401,Storm
SITE0018,2026-05-05 20:00:00,30.033,3.416,121.814,81.839,Snow
SITE0018,2026-05-05 21:00:00,25.997,9.506,0.0,90.01,Clear
SITE0018,2026-05-05 22:00:00,13.172,4.516,89.149,85.933,Storm
SITE0018,2026-05-05 23:00:00,0.68,6.324,128.772,48.746,Clear
SITE0018,2026-05-06 00:00:00,34.3,9.054,367.364,66.907,Storm
SITE0018,2026-05-06 01:00:00,23.306,7.558,171.264,56.262,Cloudy
SITE0018,2026-05-06 02:00:00,24.925,8.323,0.0,67.216,Clear
SITE0018,2026-05-06 03:00:00,10.356,7.072,0.0,59.942,Cloudy
SITE0018,2026-05-06 04:00:00,29.978,6.703,156.236,65.334,Clear
SITE0018,2026-05-06 05:00:00,26.866,12.363,14.878,61.718,Storm
SITE0018,2026-05-06 06:00:00,16.072,7.102,430.464,42.965,Clear
SITE0018,2026-05-06 07:00:00,25.66,6.244,707.554,52.79,Snow
SITE0018,2026-05-06 08:00:00,9.527,7.614,511.744,55.659,Clear
SITE0018,2026-05-06 09:00:00,5.187,3.582,477.129,58.461,Clear
SITE0018,2026-05-06 10:00:00,13.417,13.335,698.573,47.515,Storm
SITE0018,2026-05-06 11:00:00,8.385,7.226,711.051,77.025,Clear
SITE0018,2026-05-06 12:00:00,16.698,3.98,491.057,64.056,Storm
SITE0018,2026-05-06 13:00:00,4.86,7.19,475.118,82.396,Clear
SITE0018,2026-05-06 14:00:00,19.034,3.911,347.74,95.238,Clear
SITE0018,2026-05-06 15:00:00,33.555,1.766,506.378,45.112,Clear
SITE0018,2026-05-06 16:00:00,11.06,5.248,548.566,69.157,Storm
SITE0018,2026-05-06 17:00:00,33.516,3.134,595.499,84.775,Clear
SITE0018,2026-05-06 18:00:00,19.561,5.157,690.787,50.689,Storm
SITE0018,2026-05-06 19:00:00,16.146,7.978,550.756,82.083,Clear
SITE0018,2026-05-06 20:00:00,15.5,6.422,0.0,81.071,Rain
SITE0018,2026-05-06 21:00:00,8.492,9.624,168.886,25.045,Clear
SITE0018,2026-05-06 22:00:00,36.066,3.639,60.702,24.149,Clear
SITE0018,2026-05-06 23:00:00,19.672,2.918,0.0,66.116,Rain
SITE0018,2026-05-07 00:00:00,13.99,7.378,2.411,22.646,Storm
SITE0018,2026-05-07 01:00:00,18.898,7.629,31.05,78.392,Clear
SITE0018,2026-05-07 02:00:00,25.559,4.239,0.0,54.98,Rain
SITE0018,2026-05-07 03:00:00,10.796,4.811,163.419,53.766,Cloudy
SITE0018,2026-05-07 04:00:00,28.982,9.86,87.082,41.998,Clear
SITE0018,2026-05-07 05:00:00,24.968,7.939,348.465,24.712,Snow
SITE0018,2026-05-07 06:00:00,21.067,8.787,650.566,32.737,Clear
SITE0018,2026-05-07 07:00:00,16.586,4.341,873.977,84.605,Snow
SITE0018,2026-05-07 08:00:00,23.678,5.814,345.206,40.457,Rain
SITE0018,2026-05-07 09:00:00,28.952,7.13,569.655,51.263,Snow
SITE0018,2026-05-07 10:00:00,11.35,3.374,532.338,65.335,Clear
SITE0018,2026-05-07 11:00:00,23.361,5.923,856.638,74.554,Clear
SITE0018,2026-05-07 12:00:00,31.669,8.89,663.871,50.917,Clear
SITE0018,2026-05-07 13:00:00,26.408,7.859,655.277,31.056,Storm
SITE0018,2026-05-07 14:00:00,24.101,6.43,626.268,67.241,Snow
SITE0018,2026-05-07 15:00:00,19.201,3.459,818.736,54.831,Storm
SITE0018,2026-05-07 16:00:00,22.195,7.475,441.209,77.294,Clear
SITE0018,2026-05-07 17:00:00,19.003,7.517,546.085,69.925,Clear
SITE0018,2026-05-07 18:00:00,25.775,4.853,554.242,82.802,Cloudy
SITE0018,2026-05-07 19:00:00,20.102,8.734,671.442,34.348,Clear
SITE0018,2026-05-07 20:00:00,28.403,4.218,48.135,69.142,Rain
SITE0018,2026-05-07 21:00:00,25.878,6.385,256.815,38.455,Storm
SITE0018,2026-05-07 22:00:00,-8.666,9.29,366.769,61.195,Snow
SITE0018,2026-05-07 23:00:00,24.776,9.519,0.0,71.873,Cloudy
SITE0018,2026-05-08 00:00:00,37.749,4.88,0.0,69.727,Clear
SITE0018,2026-05-08 01:00:00,21.291,6.7,32.235,62.138,Clear
SITE0018,2026-05-08 02:00:00,9.774,12.425,61.913,66.335,Clear
SITE0018,2026-05-08 03:00:00,31.236,7.504,0.0,18.249,Clear
SITE0018,2026-05-08 04:00:00,31.511,0.386,223.149,41.379,Snow
SITE0018,2026-05-08 05:00:00,15.943,5.046,73.827,58.127,Rain
SITE0018,2026-05-08 06:00:00,17.489,3.991,793.498,51.041,Storm
SITE0018,2026-05-08 07:00:00,31.681,3.291,348.709,73.384,Clear
SITE0018,2026-05-08 08:00:00,13.019,0.072,716.145,18.999,Cloudy
SITE0018,2026-05-08 09:00:00,5.341,3.512,611.495,39.739,Cloudy
SITE0018,2026-05-08 10:00:00,7.315,5.056,690.315,61.276,Rain
SITE0018,2026-05-08 11:00:00,21.195,6.032,425.696,100.0,Storm
SITE0018,2026-05-08 12:00:00,16.961,5.514,562.19,87.811,Rain
SITE0018,2026-05-08 13:00:00,10.325,3.635,739.783,69.055,Clear
SITE0018,2026-05-08 14:00:00,16.275,6.455,717.53,69.053,Clear
SITE0018,2026-05-08 15:00:00,18.188,3.096,728.64,71.167,Snow
SITE0018,2026-05-08 16:00:00,11.634,0.745,801.549,54.053,Clear
SITE0018,2026-05-08 17:00:00,22.305,7.993,381.559,68.196,Storm
SITE0018,2026-05-08 18:00:00,11.969,2.239,536.513,79.744,Rain
SITE0018,2026-05-08 19:00:00,16.695,9.418,621.995,82.32,Snow
SITE0018,2026-05-08 20:00:00,26.347,5.655,0.0,35.405,Cloudy
SITE0018,2026-05-08 21:00:00,26.045,8.163,55.58,64.554,Cloudy
SITE0018,2026-05-08 22:00:00,14.344,3.894,251.199,64.651,Storm
SITE0018,2026-05-08 23:00:00,8.749,6.737,223.441,65.768,Storm
SITE0018,2026-05-09 00:00:00,21.402,7.729,139.701,56.489,Cloudy
SITE0018,2026-05-09 01:00:00,36.218,4.655,0.0,94.406,Snow
SITE0018,2026-05-09 02:00:00,36.046,5.456,0.0,47.575,Storm
SITE0018,2026-05-09 03:00:00,31.722,12.033,0.0,47.838,Clear
SITE0018,2026-05-09 04:00:00,40.591,9.457,82.704,45.811,Clear
SITE0018,2026-05-09 05:00:00,7.399,8.25,307.568,48.127,Clear
SITE0018,2026-05-09 06:00:00,14.181,6.163,642.482,56.857,Snow
SITE0018,2026-05-09 07:00:00,21.11,6.565,863.882,33.798,Storm
SITE0018,2026-05-09 08:00:00,25.062,0.996,504.803,61.66,Cloudy
SITE0018,2026-05-09 09:00:00,13.82,7.066,734.981,63.096,Rain
SITE0018,2026-05-09 10:00:00,31.88,8.965,690.696,47.368,Cloudy
SITE0018,2026-05-09 11:00:00,20.963,7.091,704.239,43.721,Rain
SITE0018,2026-05-09 12:00:00,17.859,8.285,518.693,44.201,Clear
SITE0018,2026-05-09 13:00:00,14.783,9.69,622.178,100.0,Snow
SITE0018,2026-05-09 14:00:00,24.081,2.932,536.328,56.151,Cloudy
SITE0018,2026-05-09 15:00:00,19.79,5.116,577.864,72.453,Rain
SITE0018,2026-05-09 16:00:00,27.332,0.0,507.17,98.108,Clear
SITE0018,2026-05-09 17:00:00,15.694,7.713,599.823,62.218,Storm
SITE0018,2026-05-09 18:00:00,27.578,8.065,669.17,43.66,Rain
SITE0018,2026-05-09 19:00:00,31.605,1.692,722.843,80.101,Cloudy
SITE0018,2026-05-09 20:00:00,13.646,8.516,32.067,35.122,Snow
SITE0018,2026-05-09 21:00:00,16.551,4.813,0.0,96.091,Snow
SITE0018,2026-05-09 22:00:00,29.736,4.544,256.821,59.593,Storm
SITE0018,2026-05-09 23:00:00,7.266,4.505,0.0,87.682,Cloudy
SITE0018,2026-05-10 00:00:00,30.148,2.749,97.868,69.214,Cloudy
SITE0018,2026-05-10 01:00:00,28.813,3.431,0.0,55.517,Storm
SITE0018,2026-05-10 02:00:00,18.994,3.259,0.0,85.601,Storm
SITE0018,2026-05-10 03:00:00,5.271,6.017,0.0,55.982,Storm
SITE0018,2026-05-10 04:00:00,26.852,6.17,83.602,79.074,Cloudy
SITE0018,2026-05-10 05:00:00,19.446,7.694,204.034,53.757,Storm
