generation_id,site_id,reading_ts,generation_mw,available_capacity_mw,curtailment_mw,source_system,reading_date
GEN0000013923,SITE0014,2026-05-02 02:00:00,86.0045,146.399,0.0,scada,2026-05-02
GEN0000013924,SITE0014,2026-05-02 03:00:00,58.625,138.3757,1.7648,scada,2026-05-02
GEN0000013925,SITE0014,2026-05-02 04:00:00,72.9796,134.8771,0.0,scada,2026-05-02
GEN0000013926,SITE0014,2026-05-02 05:00:00,55.5738,147.7724,0.0,scada,2026-05-02
GEN0000013927,SITE0014,2026-05-02 06:00:00,73.7987,142.8605,2.3229,scada,2026-05-02
GEN0000013928,SITE0014,2026-05-02 07:00:00,82.0585,144.8953,0.0,scada,2026-05-02
GEN0000013929,SITE0014,2026-05-02 08:00:00,28.9871,147.1158,1.7692,scada,2026-05-02
GEN0000013930,SITE0014,2026-05-02 09:00:00,71.7906,135.1043,0.2264,scada,2026-05-02
GEN0000013931,SITE0014,2026-05-02 10:00:00,57.8911,137.1145,1.2742,scada,2026-05-02
GEN0000013932,SITE0014,2026-05-02 11:00:00,70.9215,146.7733,0.9815,scada,2026-05-02
GEN0000013933,SITE0014,2026-05-02 12:00:00,50.386,144.4667,1.2539,scada,2026-05-02
GEN0000013934,SITE0014,2026-05-02 13:00:00,69.906,147.2457,0.0,scada,2026-05-02
GEN0000013935,SITE0014,2026-05-02 14:00:00,66.3083,136.3917,1.6471,scada,2026-05-02
GEN0000013936,SITE0014,2026-05-02 15:00:00,53.3045,141.0929,0.0,scada,2026-05-02
GEN0000013937,SITE0014,2026-05-02 16:00:00,50.8183,136.0802,0.9229,scada,2026-05-02
GEN0000013938,SITE0014,2026-05-02 17:00:00,71.8,139.6335,0.0,scada,2026-05-02
GEN0000013939,SITE0014,2026-05-02 18:00:00,76.7414,141.6502,0.8333,scada,2026-05-02
GEN0000013940,SITE0014,2026-05-02 19:00:00,73.1839,139.404,0.0,scada,2026-05-02
GEN0000013941,SITE0014,2026-05-02 20:00:00,63.3081,142.9093,1.8701,scada,2026-05-02
GEN0000013942,SITE0014,2026-05-02 21:00:00,126.8638,131.9241,3.2818,scada,2026-05-02
GEN0000013943,SITE0014,2026-05-02 22:00:00,31.5316,137.1878,0.0,scada,2026-05-02
GEN0000013944,SITE0014,2026-05-02 23:00:00,41.0706,146.6529,1.0087,scada,2026-05-02
GEN0000013945,SITE0014,2026-05-03 00:00:00,52.6125,139.7424,4.2558,scada,2026-05-03
GEN0000013946,SITE0014,2026-05-03 01:00:00,50.9924,136.6476,0.0,scada,2026-05-03
GEN0000013947,SITE0014,2026-05-03 02:00:00,36.6415,145.9773,0.0,scada,2026-05-03
GEN0000013948,SITE0014,2026-05-03 03:00:00,95.7826,147.0994,0.7727,scada,2026-05-03
GEN0000013949,SITE0014,2026-05-03 04:00:00,41.0639,147.0339,1.7822,scada,2026-05-03
GEN0000013950,SITE0014,2026-05-03 05:00:00,108.7382,141.2531,1.0548,scada,2026-05-03
GEN0000013951,SITE0014,2026-05-03 06:00:00,45.1376,142.0739,0.5219,scada,2026-05-03
GEN0000013952,SITE0014,2026-05-03 07:00:00,114.4112,134.0991,0.0,scada,2026-05-03
GEN0000013953,SITE0014,2026-05-03 08:00:00,17.085,142.114,0.0,scada,2026-05-03
GEN0000013954,SITE0014,2026-05-03 09:00:00,95.8001,143.5912,0.0,scada,2026-05-03
GEN0000013955,SITE0014,2026-05-03 10:00:00,73.324,138.4975,0.0806,scada,2026-05-03
GEN0000013956,SITE0014,2026-05-03 11:00:00,66.8434,134.5973,1.0111,scada,2026-05-03
GEN0000013957,SITE0014,2026-05-03 12:00:00,55.0335,140.3942,0.917,scada,2026-05-03
GEN0000013958,SITE0014,2026-05-03 13:00:00,93.3275,148.2894,0.1641,scada,2026-05-03
GEN0000013959,SITE0014,2026-05-03 14:00:00,87.4832,141.0471,0.0,scada,2026-05-03
GEN0000013960,SITE0014,2026-05-03 15:00:00,57.3873,140.6177,2.446,scada,2026-05-03
GEN0000013961,SITE0014,2026-05-03 16:00:00,57.3177,141.1821,0.6809,scada,2026-05-03
GEN0000013962,SITE0014,2026-05-03 17:00:00,56.4797,131.4692,1.4954,scada,2026-05-03
GEN0000013963,SITE0014,2026-05-03 18:00:00,101.2831,140.3233,2.1718,scada,2026-05-03
GEN0000013964,SITE0014,2026-05-03 19:00:00,67.633,136.3916,2.5507,scada,2026-05-03
GEN0000013965,SITE0014,2026-05-03 20:00:00,65.8649,146.1601,1.4881,scada,2026-05-03
GEN0000013966,SITE0014,2026-05-03 21:00:00,55.9938,133.1767,1.2451,scada,2026-05-03
GEN0000013967,SITE0014,2026-05-03 22:00:00,52.9169,136.3152,1.6033,scada,2026-05-03
GEN0000013968,SITE0014,2026-05-03 23:00:00,30.4024,130.9963,0.0,scada,2026-05-03
GEN0000013969,SITE0014,2026-05-04 00:00:00,40.0242,144.8164,0.0,scada,2026-05-04
GEN0000013970,SITE0014,2026-05-04 01:00:00,64.4425,147.3755,0.5591,scada,2026-05-04
GEN0000013971,SITE0014,2026-05-04 02:00:00,63.6021,137.6311,0.3327,scada,2026-05-04
GEN0000013972,SITE0014,2026-05-04 03:00:00,30.7057,136.0553,1.2513,scada,2026-05-04
GEN0000013973,SITE0014,2026-05-04 04:00:00,67.8922,147.4603,1.5545,scada,2026-05-04
GEN0000013974,SITE0014,2026-05-04 05:00:00,68.2611,138.8932,1.7919,scada,2026-05-04
GEN0000013975,SITE0014,2026-05-04 06:00:00,78.8705,134.4394,0.3197,scada,2026-05-04
GEN0000013976,SITE0014,2026-05-04 07:00:00,59.0381,139.7126,0.6118,scada,2026-05-04
GEN0000013977,SITE0014,2026-05-04 08:00:00,79.92,143.1874,1.5858,scada,2026-05-04
GEN0000013978,SITE0014,2026-05-04 09:00:00,54.9257,134.244,0.9704,scada,2026-05-04
GEN0000013979,SITE0014,2026-05-04 10:00:00,64.2562,143.7551,0.0,scada,2026-05-04
GEN0000013980,SITE0014,2026-05-04 11:00:00,84.4656,131.7311,0.0,scada,2026-05-04
GEN0000013981,SITE0014,2026-05-04 12:00:00,67.187,131.6013,0.2444,scada,2026-05-04
GEN0000013982,SITE0014,2026-05-04 13:00:00,87.2173,133.598,0.0,scada,2026-05-04
GEN0000013983,SITE0014,2026-05-04 14:00:00,64.7909,144.8702,2.2539,scada,2026-05-04
GEN0000013984,SITE0014,2026-05-04 15:00:00,35.5409,134.7919,0.503,scada,2026-05-04
GEN0000013985,SITE0014,2026-05-04 16:00:00,86.1022,135.4044,0.0,scada,2026-05-04
GEN0000013986,SITE0014,2026-05-04 17:00:00,38.8995,134.2286,1.2372,scada,2026-05-04
GEN0000013987,SITE0014,2026-05-04 18:00:00,77.5201,135.5589,0.7435,scada,2026-05-04
GEN0000013988,SITE0014,2026-05-04 19:00:00,53.479,139.8631,0.0,scada,2026-05-04
GEN0000013989,SITE0014,2026-05-04 20:00:00,66.0864,143.2337,0.0,scada,2026-05-04
GEN0000013990,SITE0014,2026-05-04 21:00:00,83.7105,142.2291,0.7047,scada,2026-05-04
GEN0000013991,SITE0014,2026-05-04 22:00:00,80.8747,147.5013,1.9325,scada,2026-05-04
GEN0000013992,SITE0014,2026-05-04 23:00:00,24.5248,147.0254,0.5178,scada,2026-05-04
GEN0000013993,SITE0014,2026-05-05 00:00:00,43.9539,140.2807,0.8464,scada,2026-05-05
GEN0000013994,SITE0014,2026-05-05 01:00:00,22.3951,146.8419,0.0,scada,2026-05-05
GEN0000013995,SITE0014,2026-05-05 02:00:00,92.0699,136.5638,0.0,scada,2026-05-05
GEN0000013996,SITE0014,2026-05-05 03:00:00,47.1442,133.1732,0.7515,scada,2026-05-05
GEN0000013997,SITE0014,2026-05-05 04:00:00,41.5795,145.9583,0.0,scada,2026-05-05
GEN0000013998,SITE0014,2026-05-05 05:00:00,21.461,144.6822,2.2176,scada,2026-05-05
GEN0000013999,SITE0014,2026-05-05 06:00:00,49.4753,142.1954,1.3914,scada,2026-05-05
GEN0000014000,SITE0014,2026-05-05 07:00:00,58.6679,141.0454,0.1536,scada,2026-05-05
GEN0000014001,SITE0014,2026-05-05 08:00:00,70.1585,143.5834,1.6096,scada,2026-05-05
GEN0000014002,SITE0014,2026-05-05 09:00:00,33.0153,145.0464,0.5025,scada,2026-05-05
GEN0000014003,SITE0014,2026-05-05 10:00:00,91.182,133.3345,0.2494,scada,2026-05-05
GEN0000014004,SITE0014,2026-05-05 11:00:00,37.2392,138.3785,0.0,scada,2026-05-05
GEN0000014005,SITE0014,2026-05-05 12:00:00,133.1867,135.4353,1.6084,scada,2026-05-05
GEN0000014006,SITE0014,2026-05-05 13:00:00,94.9129,140.8337,1.3956,scada,2026-05-05
GEN0000014007,SITE0014,2026-05-05 14:00:00,84.4333,147.2394,1.8942,scada,2026-05-05
GEN0000014008,SITE0014,2026-05-05 15:00:00,20.208,133.3734,0.0,scada,2026-05-05
GEN0000014009,SITE0014,2026-05-05 16:00:00,81.0612,136.4229,0.5495,scada,2026-05-05
GEN0000014010,SITE0014,2026-05-05 17:00:00,64.5592,136.0142,0.9992,scada,2026-05-05
GEN0000014011,SITE0014,2026-05-05 18:00:00,80.9219,145.1421,1.0985,scada,2026-05-05
GEN0000014012,SITE0014,2026-05-05 19:00:00,39.4164,146.8279,3.1984,scada,2026-05-05
GEN0000014013,SITE0014,2026-05-05 20:00:00,49.7095,141.4206,0.0,scada,2026-05-05
GEN0000014014,SITE0014,2026-05-05 21:00:00,29.2597,138.8587,0.0,scada,2026-05-05
GEN0000014015,SITE0014,2026-05-05 22:00:00,50.9638,139.7576,0.2294,scada,2026-05-05
GEN0000014016,SITE0014,2026-05-05 23:00:00,47.6847,144.5994,0.0,scada,2026-05-05
GEN0000014017,SITE0014,2026-05-06 00:00:00,76.5235,138.2866,0.0,scada,2026-05-06
GEN0000014018,SITE0014,2026-05-06 01:00:00,102.7132,142.4941,2.0473,scada,2026-05-06
GEN0000014019,SITE0014,2026-05-06 02:00:00,42.5468,136.4498,0.0,scada,2026-05-06
GEN0000014020,SITE0014,2026-05-06 03:00:00,78.7527,130.564,0.6648,scada,2026-05-06
GEN0000014021,SITE0014,2026-05-06 04:00:00,73.9079,136.7725,0.238,scada,2026-05-06
GEN0000014022,SITE0014,2026-05-06 05:00:00,68.4311,141.5489,0.8688,scada,2026-05-06
GEN0000014023,SITE0014,2026-05-06 06:00:00,61.6573,145.4732,0.0,scada,2026-05-06
GEN0000014024,SITE0014,2026-05-06 07:00:00,60.1288,140.9291,0.0,scada,2026-05-06
GEN0000014025,SITE0014,2026-05-06 08:00:00,27.6106,141.9223,1.5797,scada,2026-05-06
GEN0000014026,SITE0014,2026-05-06 09:00:00,65.3315,146.2172,1.8063,scada,2026-05-06
GEN0000014027,SITE0014,2026-05-06 10:00:00,109.2734,136.6817,0.774,scada,2026-05-06
GEN0000014028,SITE0014,2026-05-06 11:00:00,51.8093,136.28,1.1313,scada,2026-05-06
GEN0000014029,SITE0014,2026-05-06 12:00:00,68.4484,137.343,1.6314,scada,2026-05-06
GEN0000014030,SITE0014,2026-05-06 13:00:00,45.3994,147.5049,2.235,scada,2026-05-06
GEN0000014031,SITE0014,2026-05-06 14:00:00,23.9418,133.2167,0.566,scada,2026-05-06
GEN0000014032,SITE0014,2026-05-06 15:00:00,77.5176,147.4783,0.6572,scada,2026-05-06
GEN0000014033,SITE0014,2026-05-06 16:00:00,90.7718,138.0733,0.0,scada,2026-05-06
GEN0000014034,SITE0014,2026-05-06 17:00:00,69.5687,143.6912,0.0,scada,2026-05-06
GEN0000014035,SITE0014,2026-05-06 18:00:00,67.724,131.3255,2.7451,scada,2026-05-06
GEN0000014036,SITE0014,2026-05-06 19:00:00,30.1185,132.9034,1.3819,scada,2026-05-06
GEN0000014037,SITE0014,2026-05-06 20:00:00,62.9878,134.6868,0.0,scada,2026-05-06
GEN0000014038,SITE0014,2026-05-06 21:00:00,54.0717,131.2898,2.1796,scada,2026-05-06
GEN0000014039,SITE0014,2026-05-06 22:00:00,58.5294,145.7153,3.0542,scada,2026-05-06
GEN0000014040,SITE0014,2026-05-06 23:00:00,103.137,132.535,0.5327,scada,2026-05-06
GEN0000014041,SITE0014,2026-05-07 00:00:00,60.1005,144.3782,0.0,scada,2026-05-07
GEN0000014042,SITE0014,2026-05-07 01:00:00,94.9599,132.7535,0.0519,scada,2026-05-07
GEN0000014043,SITE0014,2026-05-07 02:00:00,37.2458,144.1991,0.7719,scada,2026-05-07
GEN0000014044,SITE0014,2026-05-07 03:00:00,51.4343,132.43,0.1523,scada,2026-05-07
GEN0000014045,SITE0014,2026-05-07 04:00:00,35.6119,141.4043,0.7936,scada,2026-05-07
GEN0000014046,SITE0014,2026-05-07 05:00:00,61.6546,147.3587,2.7351,scada,2026-05-07
GEN0000014047,SITE0014,2026-05-07 06:00:00,82.8601,131.5031,0.0869,scada,2026-05-07
GEN0000014048,SITE0014,2026-05-07 07:00:00,35.1527,140.5252,0.6444,scada,2026-05-07
GEN0000014049,SITE0014,2026-05-07 08:00:00,44.9146,144.1921,1.3363,scada,2026-05-07
GEN0000014050,SITE0014,2026-05-07 09:00:00,25.8154,148.111,0.0,scada,2026-05-07
GEN0000014051,SITE0014,2026-05-07 10:00:00,64.8158,147.4431,1.2715,scada,2026-05-07
GEN0000014052,SITE0014,2026-05-07 11:00:00,48.6447,146.9072,1.3323,scada,2026-05-07
GEN0000014053,SITE0014,2026-05-07 12:00:00,34.9823,141.1244,1.4384,scada,2026-05-07
GEN0000014054,SITE0014,2026-05-07 13:00:00,23.8771,143.6702,0.9277,scada,2026-05-07
GEN0000014055,SITE0014,2026-05-07 14:00:00,51.4589,137.2615,0.1846,scada,2026-05-07
GEN0000014056,SITE0014,2026-05-07 15:00:00,105.487,145.5316,0.0,scada,2026-05-07
GEN0000014057,SITE0014,2026-05-07 16:00:00,54.4463,137.0997,0.0,scada,2026-05-07
GEN0000014058,SITE0014,2026-05-07 17:00:00,36.8343,142.8521,2.494,scada,2026-05-07
GEN0000014059,SITE0014,2026-05-07 18:00:00,97.582,143.595,2.582,scada,2026-05-07
GEN0000014060,SITE0014,2026-05-07 19:00:00,26.8744,141.0848,0.9206,scada,2026-05-07
GEN0000014061,SITE0014,2026-05-07 20:00:00,54.4566,142.7994,1.3421,scada,2026-05-07
GEN0000014062,SITE0014,2026-05-07 21:00:00,69.455,136.6474,2.5907,scada,2026-05-07
GEN0000014063,SITE0014,2026-05-07 22:00:00,102.1307,135.5638,1.2102,scada,2026-05-07
GEN0000014064,SITE0014,2026-05-07 23:00:00,29.4921,138.4997,0.0,scada,2026-05-07
GEN0000014065,SITE0014,2026-05-08 00:00:00,82.1943,143.1014,0.0,scada,2026-05-08
GEN0000014066,SITE0014,2026-05-08 01:00:00,32.9477,136.3119,0.1878,scada,2026-05-08
GEN0000014067,SITE0014,2026-05-08 02:00:00,53.188,146.0592,1.2702,scada,2026-05-08
GEN0000014068,SITE0014,2026-05-08 03:00:00,33.2808,136.1445,0.0,scada,2026-05-08
GEN0000014069,SITE0014,2026-05-08 04:00:00,65.3155,136.0642,0.0,scada,2026-05-08
GEN0000014070,SITE0014,2026-05-08 05:00:00,60.2471,143.0419,1.6271,scada,2026-05-08
GEN0000014071,SITE0014,2026-05-08 06:00:00,75.1919,132.016,0.9927,scada,2026-05-08
GEN0000014072,SITE0014,2026-05-08 07:00:00,48.2991,138.3076,1.0715,scada,2026-05-08
GEN0000014073,SITE0014,2026-05-08 08:00:00,77.0878,144.6072,1.2685,scada,2026-05-08
GEN0000014074,SITE0014,2026-05-08 09:00:00,94.6025,147.7617,0.8969,scada,2026-05-08
GEN0000014075,SITE0014,2026-05-08 10:00:00,68.6041,140.6028,1.2917,scada,2026-05-08
GEN0000014076,SITE0014,2026-05-08 11:00:00,59.1707,133.2865,1.4971,scada,2026-05-08
GEN0000014077,SITE0014,2026-05-08 12:00:00,74.9505,144.0768,4.6934,scada,2026-05-08
GEN0000014078,SITE0014,2026-05-08 13:00:00,35.6164,144.8229,0.1606,scada,2026-05-08
GEN0000014079,SITE0014,2026-05-08 14:00:00,39.8681,143.858,0.9196,scada,2026-05-08
GEN0000014080,SITE0014,2026-05-08 15:00:00,115.7672,132.4791,0.5374,scada,2026-05-08
GEN0000014081,SITE0014,2026-05-08 16:00:00,76.8447,135.5356,0.9529,scada,2026-05-08
GEN0000014082,SITE0014,2026-05-08 17:00:00,56.8692,142.8373,0.0,scada,2026-05-08
GEN0000014083,SITE0014,2026-05-08 18:00:00,25.5197,141.8029,2.0919,scada,2026-05-08
GEN0000014084,SITE0014,2026-05-08 19:00:00,99.9375,137.7102,0.8877,scada,2026-05-08
GEN0000014085,SITE0014,2026-05-08 20:00:00,65.3036,145.8924,0.7371,scada,2026-05-08
GEN0000014086,SITE0014,2026-05-08 21:00:00,74.2155,144.3758,1.1707,scada,2026-05-08
GEN0000014087,SITE0014,2026-05-08 22:00:00,37.6089,143.7688,0.0,scada,2026-05-08
GEN0000014088,SITE0014,2026-05-08 23:00:00,65.5888,145.2647,1.8699,scada,2026-05-08
GEN0000014089,SITE0014,2026-05-09 00:00:00,89.2391,142.1107,0.1407,scada,2026-05-09
GEN0000014090,SITE0014,2026-05-09 01:00:00,91.131,141.5187,0.7997,scada,2026-05-09
GEN0000014091,SITE0014,2026-05-09 02:00:00,61.3275,144.0143,0.4849,scada,2026-05-09
GEN0000014092,SITE0014,2026-05-09 03:00:00,26.7715,144.6977,1.0691,scada,2026-05-09
GEN0000014093,SITE0014,2026-05-09 04:00:00,73.1011,137.7903,0.0,scada,2026-05-09
GEN0000014094,SITE0014,2026-05-09 05:00:00,57.1406,137.0666,4.617,scada,2026-05-09
GEN0000014095,SITE0014,2026-05-09 06:00:00,75.8228,139.4911,0.2024,scada,2026-05-09
GEN0000014096,SITE0014,2026-05-09 07:00:00,75.4159,140.0696,2.0515,scada,2026-05-09
GEN0000014097,SITE0014,2026-05-09 08:00:00,119.2309,135.9516,0.9007,scada,2026-05-09
GEN0000014098,SITE0014,2026-05-09 09:00:00,31.4404,148.2236,1.0016,scada,2026-05-09
GEN0000014099,SITE0014,2026-05-09 10:00:00,89.6324,136.6544,0.0,scada,2026-05-09
GEN0000014100,SITE0014,2026-05-09 11:00:00,61.9877,140.8962,1.2801,scada,2026-05-09
GEN0000014101,SITE0014,2026-05-09 12:00:00,3.8897,132.984,1.6222,scada,2026-05-09
GEN0000014102,SITE0014,2026-05-09 13:00:00,120.1877,133.6339,1.1082,scada,2026-05-09
GEN0000014103,SITE0014,2026-05-09 14:00:00,29.3789,134.3842,2.0403,scada,2026-05-09
GEN0000014104,SITE0014,2026-05-09 15:00:00,89.364,146.7919,2.6715,scada,2026-05-09
GEN0000014105,SITE0014,2026-05-09 16:00:00,77.1475,138.9288,0.0408,scada,2026-05-09
GEN0000014106,SITE0014,2026-05-09 17:00:00,48.6417,141.0289,0.197,scada,2026-05-09
GEN0000014107,SITE0014,2026-05-09 18:00:00,90.3323,134.9187,0.6235,scada,2026-05-09
GEN0000014108,SITE0014,2026-05-09 19:00:00,66.6851,140.5502,0.5542,scada,2026-05-09
GEN0000014109,SITE0014,2026-05-09 20:00:00,59.99,142.7762,1.3589,scada,2026-05-09
GEN0000014110,SITE0014,2026-05-09 21:00:00,65.8513,132.2287,0.0,scada,2026-05-09
GEN0000014111,SITE0014,2026-05-09 22:00:00,21.5204,141.0177,1.5578,scada,2026-05-09
GEN0000014112,SITE0014,2026-05-09 23:00:00,81.8831,147.5003,0.5604,scada,2026-05-09
GEN0000014113,SITE0014,2026-05-10 00:00:00,56.1152,140.1583,0.4187,scada,2026-05-10
GEN0000014114,SITE0014,2026-05-10 01:00:00,92.6253,131.8431,1.3262,scada,2026-05-10
GEN0000014115,SITE0014,2026-05-10 02:00:00,55.2331,139.1636,0.0,scada,2026-05-10
GEN0000014116,SITE0014,2026-05-10 03:00:00,77.4609,143.4086,2.4336,scada,2026-05-10
GEN0000014117,SITE0014,2026-05-10 04:00:00,38.7421,144.569,0.8344,scada,2026-05-10
GEN0000014118,SITE0014,2026-05-10 05:00:00,69.8527,142.1931,0.2514,scada,2026-05-10
GEN0000014119,SITE0014,2026-05-10 06:00:00,76.4618,138.4529,1.827,scada,2026-05-10
GEN0000014120,SITE0014,2026-05-10 07:00:00,86.8926,135.9964,1.5966,scada,2026-05-10
GEN0000014121,SITE0014,2026-05-10 08:00:00,70.7218,135.474,1.2253,scada,2026-05-10
GEN0000014122,SITE0014,2026-05-10 09:00:00,31.5849,137.8518,0.0,scada,2026-05-10
GEN0000014123,SITE0014,2026-05-10 10:00:00,88.0284,145.4585,0.0,scada,2026-05-10
GEN0000014124,SITE0014,2026-05-10 11:00:00,65.1458,138.7289,0.0,scada,2026-05-10
GEN0000014125,SITE0014,2026-05-10 12:00:00,58.9149,138.3496,2.7281,scada,2026-05-10
GEN0000014126,SITE0014,2026-05-10 13:00:00,77.3631,143.1588,0.6789,scada,2026-05-10
GEN0000014127,SITE0014,2026-05-10 14:00:00,24.1512,148.2994,0.0,scada,2026-05-10
GEN0000014128,SITE0014,2026-05-10 15:00:00,36.508,135.8067,0.0,scada,2026-05-10
GEN0000014129,SITE0014,2026-05-10 16:00:00,70.9603,135.7669,2.3996,scada,2026-05-10
GEN0000014130,SITE0014,2026-05-10 17:00:00,51.0768,143.6505,0.0,scada,2026-05-10
GEN0000014131,SITE0014,2026-05-10 18:00:00,53.6874,146.6146,1.3945,scada,2026-05-10
GEN0000014132,SITE0014,2026-05-10 19:00:00,4.3273,141.5716,0.9531,scada,2026-05-10
GEN0000014133,SITE0014,2026-05-10 20:00:00,44.994,135.7685,0.0,scada,2026-05-10
GEN0000014134,SITE0014,2026-05-10 21:00:00,43.0195,133.2277,0.0,scada,2026-05-10
GEN0000014135,SITE0014,2026-05-10 22:00:00,54.8293,143.2525,0.0,scada,2026-05-10
GEN0000014136,SITE0014,2026-05-10 23:00:00,51.2982,142.3089,0.7075,scada,2026-05-10
GEN0000014137,SITE0014,2026-05-11 00:00:00,77.6944,136.9722,0.0,scada,2026-05-11
GEN0000014138,SITE0014,2026-05-11 01:00:00,51.5156,132.1236,0.0,scada,2026-05-11
GEN0000014139,SITE0014,2026-05-11 02:00:00,52.1112,131.0495,0.3744,scada,2026-05-11
GEN0000014140,SITE0014,2026-05-11 03:00:00,49.8652,137.8039,0.0,scada,2026-05-11
GEN0000014141,SITE0014,2026-05-11 04:00:00,72.802,146.4131,4.5571,scada,2026-05-11
GEN0000014142,SITE0014,2026-05-11 05:00:00,87.404,148.0921,1.9416,scada,2026-05-11
GEN0000014143,SITE0014,2026-05-11 06:00:00,28.2913,131.7597,0.1083,scada,2026-05-11
GEN0000014144,SITE0014,2026-05-11 07:00:00,75.5396,146.7336,2.1162,scada,2026-05-11
GEN0000014145,SITE0014,2026-05-11 08:00:00,64.1587,137.8694,1.9252,scada,2026-05-11
GEN0000014146,SITE0014,2026-05-11 09:00:00,85.8569,144.2325,0.649,scada,2026-05-11
GEN0000014147,SITE0014,2026-05-11 10:00:00,51.8934,136.7302,1.0235,scada,2026-05-11
GEN0000014148,SITE0014,2026-05-11 11:00:00,69.0532,135.5767,0.2588,scada,2026-05-11
GEN0000014149,SITE0014,2026-05-11 12:00:00,61.2722,134.6091,0.9603,scada,2026-05-11
GEN0000014150,SITE0014,2026-05-11 13:00:00,63.6982,133.8911,0.0,scada,2026-05-11
GEN0000014151,SITE0014,2026-05-11 14:00:00,39.2299,144.9061,0.0,scada,2026-05-11
GEN0000014152,SITE0014,2026-05-11 15:00:00,8.9565,138.1933,0.0,scada,2026-05-11
GEN0000014153,SITE0014,2026-05-11 16:00:00,74.1803,137.3189,0.4697,scada,2026-05-11
GEN0000014154,SITE0014,2026-05-11 17:00:00,79.5244,143.9719,1.5002,scada,2026-05-11
GEN0000014155,SITE0014,2026-05-11 18:00:00,39.9876,145.1239,1.1009,scada,2026-05-11
GEN0000014156,SITE0014,2026-05-11 19:00:00,77.2044,147.3313,2.5423,scada,2026-05-11
GEN0000014157,SITE0014,2026-05-11 20:00:00,28.5855,136.5649,0.0,scada,2026-05-11
GEN0000014158,SITE0014,2026-05-11 21:00:00,80.7277,134.2698,1.0048,scada,2026-05-11
GEN0000014159,SITE0014,2026-05-11 22:00:00,63.3946,139.8274,1.8863,scada,2026-05-11
GEN0000014160,SITE0014,2026-05-11 23:00:00,74.1136,143.0325,1.0008,scada,2026-05-11
GEN0000014161,SITE0014,2026-05-12 00:00:00,47.4301,144.4856,0.7418,scada,2026-05-12
GEN0000014162,SITE0014,2026-05-12 01:00:00,63.7578,131.0043,1.8242,scada,2026-05-12
GEN0000014163,SITE0014,2026-05-12 02:00:00,35.0063,132.1649,0.2951,scada,2026-05-12
GEN0000014164,SITE0014,2026-05-12 03:00:00,105.9846,138.3911,0.2893,scada,2026-05-12
GEN0000014165,SITE0014,2026-05-12 04:00:00,88.9873,143.2023,2.4133,scada,2026-05-12
GEN0000014166,SITE0014,2026-05-12 05:00:00,88.0344,144.3478,0.1688,scada,2026-05-12
GEN0000014167,SITE0014,2026-05-12 06:00:00,85.487,137.5844,0.6721,scada,2026-05-12
GEN0000014168,SITE0014,2026-05-12 07:00:00,49.933,136.0158,2.5138,scada,2026-05-12
GEN0000014169,SITE0014,2026-05-12 08:00:00,50.3079,134.1284,1.0546,scada,2026-05-12
GEN0000014170,SITE0014,2026-05-12 09:00:00,57.1372,131.4071,1.8151,scada,2026-05-12
GEN0000014171,SITE0014,2026-05-12 10:00:00,95.7401,143.9111,0.2806,scada,2026-05-12
GEN0000014172,SITE0014,2026-05-12 11:00:00,43.1433,143.0885,1.108,scada,2026-05-12
GEN0000014173,SITE0014,2026-05-12 12:00:00,78.2078,134.1781,1.7375,scada,2026-05-12
GEN0000014174,SITE0014,2026-05-12 13:00:00,11.6153,135.3602,1.6071,scada,2026-05-12
GEN0000014175,SITE0014,2026-05-12 14:00:00,89.5727,134.5759,2.318,scada,2026-05-12
GEN0000014176,SITE0014,2026-05-12 15:00:00,76.3862,138.1107,1.506,scada,2026-05-12
GEN0000014177,SITE0014,2026-05-12 16:00:00,69.6262,142.3513,0.0,scada,2026-05-12
GEN0000014178,SITE0014,2026-05-12 17:00:00,87.6144,146.0128,0.0,scada,2026-05-12
GEN0000014179,SITE0014,2026-05-12 18:00:00,52.3884,144.0209,1.196,scada,2026-05-12
GEN0000014180,SITE0014,2026-05-12 19:00:00,46.3107,138.3173,0.1781,scada,2026-05-12
GEN0000014181,SITE0014,2026-05-12 20:00:00,66.2682,141.7434,0.5156,scada,2026-05-12
GEN0000014182,SITE0014,2026-05-12 21:00:00,21.444,142.9297,1.3046,scada,2026-05-12
GEN0000014183,SITE0014,2026-05-12 22:00:00,90.341,134.3196,3.4781,scada,2026-05-12
GEN0000014184,SITE0014,2026-05-12 23:00:00,51.2841,146.6259,0.0,scada,2026-05-12
GEN0000014185,SITE0014,2026-05-13 00:00:00,69.4317,139.9647,1.4206,scada,2026-05-13
GEN0000014186,SITE0014,2026-05-13 01:00:00,55.941,148.3314,1.228,scada,2026-05-13
GEN0000014187,SITE0014,2026-05-13 02:00:00,89.0069,132.8287,2.6723,scada,2026-05-13
GEN0000014188,SITE0014,2026-05-13 03:00:00,57.4157,141.7204,0.5766,scada,2026-05-13
GEN0000014189,SITE0014,2026-05-13 04:00:00,57.1973,140.2803,0.0,scada,2026-05-13
GEN0000014190,SITE0014,2026-05-13 05:00:00,60.3962,139.8134,0.13,scada,2026-05-13
GEN0000014191,SITE0014,2026-05-13 06:00:00,54.1265,144.4733,0.9152,scada,2026-05-13
GEN0000014192,SITE0014,2026-05-13 07:00:00,70.5123,145.5787,1.5853,scada,2026-05-13
GEN0000014193,SITE0014,2026-05-13 08:00:00,82.6982,146.9035,0.0,scada,2026-05-13
