return_id,order_id,order_line_id,product_id,return_date,return_reason,return_qty,refund_amount,return_status,_bronze_loaded_at_utc,_source_file
RET00000322,SO00000711,SOL0000002178,SKU0000278,2026-03-28,Damaged,3,161.79,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000323,SO00000945,SOL0000002878,SKU0000544,2026-06-13,Customer Cancelled,3,213.83,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000324,SO00000051,SOL0000000157,SKU0000183,2026-05-26,Wrong Item,3,65.89,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000325,SO00001237,SOL0000003772,SKU0000668,2026-05-14,Wrong Item,1,530.13,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000326,SO00001031,SOL0000003141,SKU0000083,2026-04-15,Customer Cancelled,5,61.13,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000327,SO00001795,SOL0000005412,SKU0000636,2026-05-07,Damaged,3,205.85,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000328,SO00001318,SOL0000004023,SKU0000046,2026-06-25,Damaged,1,121.78,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000329,SO00000494,SOL0000001497,SKU0000598,2026-06-10,Wrong Item,3,479.36,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000330,SO00002475,SOL0000007416,SKU0000631,2026-06-18,Damaged,1,67.14,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000331,SO00000430,SOL0000001303,SKU0000002,2026-06-09,Quality Issue,5,574.64,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000332,SO00001005,SOL0000003062,SKU0000098,2026-06-04,Late Delivery,bad,219.47,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000333,SO00002469,SOL0000007399,SKU0000221,2026-07-12,Damaged,3,43.85,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000334,SO00001908,SOL0000005748,SKU0000099,2026-04-25,Late Delivery,1,228.12,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000335,SO00001373,SOL0000004189,SKU0000393,2026-04-25,Quality Issue,3,558.94,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000336,SO00000811,SOL0000002476,SKU0000593,2026-05-12,Quality Issue,1,28.50,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000337,SO00000805,SOL0000002459,SKU0000591,2026-06-05,Damaged,2,546.19,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000338,SO00000410,SOL0000001243,SKU0000168,2026-04-16,Quality Issue,2,463.93,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000339,SO00000008,SOL0000000030,SKU0000001,2026-01-18,Late Delivery,1,376.37,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000340,SO00000752,SOL0000002309,SKU0000305,2026-05-20,Damaged,1,171.12,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000341,SO00002121,SOL0000006375,SKU0000286,2026-06-16,Late Delivery,1,437.46,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000342,SO00000060,SOL0000000188,SKU0000535,2026-07-06,Late Delivery,1,349.36,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000343,SO00001150,SOL0000003512,SKU0000014,2026-05-21,Customer Cancelled,3,423.51,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000344,SO00000572,SOL0000001746,SKU0000567,2026-04-29,Wrong Item,bad,599.30,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000345,SO00002390,SOL0000007166,SKU0000347,2026-04-16,Damaged,3,310.60,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000346,SO00001900,SOL0000005722,SKU0000345,2026-06-19,Late Delivery,3,,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000347,SO00000961,SOL0000002928,SKU0000316,2026-04-01,Customer Cancelled,1,297.71,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000348,SO00001823,SOL0000005505,SKU0000216,2026-05-05,Wrong Item,1,213.44,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000349,SO00002441,SOL0000007322,SKU0000451,2026-05-07,Customer Cancelled,bad,123.84,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000350,SO00002081,SOL0000006252,SKU0000635,2026-05-26,Damaged,bad,324.31,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000351,SO00001426,SOL0000004345,SKU0000496,2026-03-17,Wrong Item,1,71.19,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000352,SO00002120,SOL0000006373,SKU0000306,2026-04-25,Late Delivery,1,253.75,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000353,SO00001146,SOL0000003490,SKU0000041,2026-05-29,Customer Cancelled,2,67.68,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000354,SO00001530,SOL0000004652,SKU0000578,2026-04-07,Quality Issue,1,480.85,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000355,SO00001556,SOL0000004722,SKU0000271,2026-06-05,Damaged,2,590.19,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000356,SO00002055,SOL0000006176,SKU0000674,2026-03-14,Late Delivery,1,222.67,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000357,SO00000070,SOL0000000221,SKU0000211,2026-05-31,Damaged,2,596.16,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000358,SO00002357,SOL0000007068,SKU0000348,2026-05-25,Wrong Item,1,445.64,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000359,SO00002410,SOL0000007232,SKU0000047,2026-03-13,Quality Issue,5,568.70,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000360,SO00001462,SOL0000004451,SKU0000654,2026-04-14,Damaged,2,427.71,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000361,SO00001579,SOL0000004798,SKU0000156,2026-02-02,Late Delivery,1,274.21,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000362,SO00001197,SOL0000003659,SKU0000463,2026-03-28,Damaged,bad,563.29,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000363,SO00000890,SOL0000002713,SKU0000121,2026-03-14,Late Delivery,bad,467.50,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000364,SO00001558,SOL0000004725,SKU0000103,2026-06-23,Damaged,bad,538.51,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000365,SO00001854,SOL0000005594,SKU0000211,2026-02-23,Quality Issue,3,302.82,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000366,SO00001714,SOL0000005186,SKU0000094,2026-02-14,Wrong Item,1,256.80,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000367,SO00001974,SOL0000005949,SKU0000217,2026-04-12,Wrong Item,bad,297.06,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000368,SO00000137,SOL0000000426,SKU0000386,2026-04-12,Wrong Item,2,414.17,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000369,SO00002487,SOL0000007441,SKU0000468,2026-02-28,Late Delivery,2,129.07,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000370,SO00000192,SOL0000000591,SKU0000588,2026-05-25,Customer Cancelled,3,556.46,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000371,SO00002063,SOL0000006197,SKU0000374,2026-05-08,Wrong Item,2,139.34,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000372,SO00001901,SOL0000005723,SKU0000650,2026-05-25,Damaged,3,284.27,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000373,SO00002192,SOL0000006575,SKU0000588,2026-02-23,Late Delivery,1,457.78,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000374,SO00001443,SOL0000004402,SKU0000353,2026-05-22,Damaged,2,408.06,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000375,SO00002014,SOL0000006065,SKU0000012,2026-06-01,Customer Cancelled,1,17.26,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000376,SO00000340,SOL0000001010,SKU0000497,2026-05-27,Customer Cancelled,1,292.07,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000377,SO00000023,SOL0000000076,SKU0000223,2026-03-29,Damaged,2,380.28,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000378,SO00002043,SOL0000006147,SKU0000321,2026-03-03,Wrong Item,1,24.82,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000379,SO00001916,SOL0000005779,SKU0000050,2026-03-27,Wrong Item,2,116.99,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000380,SO00001748,SOL0000005274,SKU0000207,2026-04-08,Wrong Item,3,130.11,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000381,SO00002324,SOL0000006988,SKU0000158,2026-04-15,Customer Cancelled,3,255.18,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000382,SO00000693,SOL0000002122,SKU0000248,2026-07-04,Wrong Item,1,305.06,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000383,SO00001030,SOL0000003139,SKU0000127,2026-05-20,Damaged,1,455.27,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000384,SO00000312,SOL0000000925,SKU0000389,2026-05-09,Wrong Item,1,363.15,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000385,SO00000252,SOL0000000759,SKU0000009,2026-06-03,Customer Cancelled,1,573.03,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000386,SO00000650,SOL0000001996,SKU0000369,2026-03-28,Wrong Item,1,565.38,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000387,SO00000951,SOL0000002900,SKU0000682,2026-05-28,Wrong Item,bad,552.30,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000388,SO00001906,SOL0000005746,SKU0000283,2026-03-04,Quality Issue,bad,13.02,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000389,SO00002061,SOL0000006191,SKU0000595,2026-02-09,Customer Cancelled,1,451.70,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000390,SO00002434,SOL0000007292,SKU0000571,2026-04-08,Wrong Item,1,426.44,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000391,SO00001023,SOL0000003114,SKU0000478,2026-05-04,Wrong Item,1,132.84,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000392,SO00001790,SOL0000005398,SKU0000350,2026-01-16,Damaged,1,148.80,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000393,SO00000608,SOL0000001859,SKU0000414,2026-03-18,Quality Issue,bad,41.50,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000394,SO00000825,SOL0000002517,SKU0000501,2026-07-15,Quality Issue,5,209.33,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000395,SO00000040,SOL0000000126,SKU0000593,2026-04-12,Quality Issue,3,425.06,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000396,SO00001690,SOL0000005115,SKU0000181,2026-06-15,Customer Cancelled,1,187.23,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000397,SO00001785,SOL0000005377,SKU0000089,2026-02-10,Quality Issue,1,251.92,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000398,SO00000873,SOL0000002657,SKU0000018,2026-04-09,Wrong Item,1,214.60,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000399,SO00000138,SOL0000000431,SKU0000005,2026-01-24,Late Delivery,3,103.09,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000400,SO00002131,SOL0000006400,SKU0000512,2026-05-28,Late Delivery,3,81.08,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000401,SO00002030,SOL0000006114,SKU0000249,2026-05-20,Quality Issue,5,269.06,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000402,SO00001284,SOL0000003924,SKU0000443,2026-06-27,Late Delivery,1,428.70,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000403,SO00000259,SOL0000000778,SKU0000563,2026-06-04,Quality Issue,3,319.19,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000404,SO00002460,SOL0000007369,SKU0000637,2026-06-27,Damaged,1,136.73,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000405,SO00001953,SOL0000005892,SKU0000534,2026-06-15,Late Delivery,1,51.01,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000406,SO00000508,SOL0000001551,SKU0000332,2026-06-04,Quality Issue,3,330.08,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000407,SO00000513,SOL0000001569,SKU0000322,2026-04-28,Damaged,1,32.42,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000408,SO00001885,SOL0000005680,SKU0000661,2026-05-01,Wrong Item,bad,505.04,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000409,SO00002347,SOL0000007044,SKU0000025,2026-04-17,Late Delivery,1,464.86,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000410,SO00002425,SOL0000007273,SKU0000321,2026-04-10,Wrong Item,3,131.85,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000411,SO00002172,SOL0000006522,SKU0000158,2026-07-26,Quality Issue,1,394.88,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000412,SO00000063,SOL0000000201,SKU0000470,2026-06-09,Late Delivery,3,293.95,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000413,SO00002208,SOL0000006625,SKU0000613,2026-05-16,Quality Issue,5,332.13,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000414,SO00001960,SOL0000005913,SKU0000492,2026-04-20,Customer Cancelled,bad,288.84,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000415,SO00001189,SOL0000003627,SKU0000305,2026-05-16,Late Delivery,2,221.01,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000416,SO00000479,SOL0000001454,SKU0000525,2026-04-06,Damaged,bad,464.13,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000417,SO00002420,SOL0000007258,SKU0000011,2026-04-22,Damaged,1,14.22,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000418,SO00001701,SOL0000005151,SKU0000142,2026-06-11,Damaged,1,178.06,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000419,SO00002428,SOL_UNKNOWN,SKU0000264,2026-03-13,Wrong Item,1,459.57,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000420,SO00000049,SOL0000000153,SKU0000005,2026-05-20,Late Delivery,1,213.79,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000421,SO00001782,SOL0000005368,SKU0000119,2026-04-21,Customer Cancelled,1,551.41,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000422,SO00000006,SOL0000000019,SKU0000559,2026-03-05,Quality Issue,3,577.67,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000423,SO00001548,SOL0000004693,SKU0000469,2026-01-21,Customer Cancelled,1,117.85,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000424,SO00002148,SOL0000006453,SKU0000495,2026-04-11,Customer Cancelled,3,48.25,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000425,SO00002241,SOL0000006733,SKU0000514,2026-04-30,Quality Issue,1,405.99,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000426,SO00001373,SOL0000004190,SKU0000368,2026-05-07,Wrong Item,1,257.41,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000427,SO00000657,SOL0000002018,SKU0000315,2026-05-06,Customer Cancelled,1,149.38,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000428,SO00001690,SOL0000005114,SKU0000339,2026-06-23,Wrong Item,5,167.56,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000429,SO00001957,SOL0000005906,SKU0000061,2026-02-10,Quality Issue,5,387.98,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000430,SO00000765,SOL0000002347,SKU0000608,2026-02-15,Wrong Item,2,52.97,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000431,SO00001011,SOL0000003077,SKU0000085,2026-06-02,Quality Issue,1,436.72,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000432,SO00001644,SOL0000004986,SKU0000433,2026-05-25,Quality Issue,5,181.57,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000433,SO00000196,SOL0000000603,SKU0000640,2026-05-28,Damaged,bad,307.02,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000434,SO00001450,SOL0000004419,SKU0000571,2026-02-07,Quality Issue,3,584.82,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000435,SO00002147,SOL0000006451,SKU0000481,2026-03-14,Late Delivery,bad,158.40,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000436,SO00001525,SOL0000004637,SKU0000163,2026-06-03,Late Delivery,bad,516.30,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000437,SO00001360,SOL0000004154,SKU0000001,2026-07-29,Quality Issue,5,25.30,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000438,SO00000507,SOL0000001548,SKU0000647,2026-04-20,Customer Cancelled,3,323.28,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000439,SO_UNKNOWN,SOL0000005760,SKU0000094,2026-05-16,Quality Issue,1,230.61,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000440,SO00000795,SOL0000002431,SKU0000165,2026-03-11,Late Delivery,2,569.77,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000441,SO00000832,SOL0000002539,SKU0000439,2026-03-04,Quality Issue,2,344.67,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000442,SO00002162,SOL0000006491,SKU0000084,2026-05-19,Late Delivery,1,357.28,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000443,SO00001053,SOL0000003207,SKU0000256,2026-05-30,Quality Issue,1,285.83,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000444,SO00000135,SOL0000000419,SKU0000651,2026-04-16,Late Delivery,5,135.00,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000445,SO00000471,SOL0000001430,SKU0000122,2026-04-16,Wrong Item,1,498.86,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000446,SO00000434,SOL0000001323,SKU0000212,2026-07-28,Customer Cancelled,3,53.20,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000447,SO00001882,SOL0000005669,SKU0000240,2026-06-02,Late Delivery,3,97.46,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000448,SO00000242,SOL0000000733,SKU_BAD,2026-04-18,Quality Issue,1,285.41,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000449,SO00000024,SOL0000000079,SKU0000503,2026-05-12,Wrong Item,3,347.29,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000450,SO00000631,SOL0000001940,SKU0000112,2026-05-12,Quality Issue,5,67.09,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000451,SO00001473,SOL0000004482,SKU0000613,2026-06-18,Customer Cancelled,2,194.92,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000452,SO00001467,SOL0000004462,SKU0000506,2026-05-02,Quality Issue,5,94.14,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000453,SO00001457,SOL0000004439,SKU0000516,2026-06-08,Wrong Item,2,486.80,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000454,SO00000036,SOL0000000113,SKU0000523,2026-07-16,Damaged,5,487.41,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000455,SO00002422,SOL0000007263,SKU0000268,2026-06-12,Wrong Item,2,450.31,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000456,SO00002106,SOL0000006322,SKU0000179,2026-04-22,Late Delivery,bad,464.83,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000457,SO00000521,SOL0000001591,SKU0000162,2026-02-25,Customer Cancelled,1,467.67,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000458,SO00000537,SOL0000001641,SKU0000613,2026-03-04,Late Delivery,2,510.66,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000459,SO00001098,SOL0000003335,SKU0000576,2026-04-07,Customer Cancelled,5,360.62,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000460,SO00000436,SOL0000001328,SKU0000591,2026-06-08,Late Delivery,3,340.02,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000461,SO00002247,SOL0000006753,SKU0000154,2026-06-02,Damaged,2,434.75,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000462,SO00001689,SOL0000005110,SKU0000095,2026-05-26,Wrong Item,1,90.82,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000463,SO_UNKNOWN,SOL0000005904,SKU0000612,2026-03-07,Late Delivery,1,7.79,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000464,SO00001634,SOL0000004950,SKU0000409,2026-03-25,Damaged,5,426.97,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000465,SO00001749,SOL0000005277,SKU0000297,2026-05-28,Quality Issue,3,457.15,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000466,SO00000925,SOL0000002817,SKU0000353,2026-06-06,Wrong Item,2,153.83,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000467,SO00001786,SOL0000005383,SKU0000448,2026-04-06,Wrong Item,5,509.96,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000468,SO00001012,SOL0000003080,SKU0000133,2026-05-13,Wrong Item,1,115.08,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000469,SO00001084,SOL0000003292,SKU0000585,2026-03-05,Late Delivery,5,126.30,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000470,SO00001180,SOL0000003600,SKU0000368,2026-05-30,Damaged,1,243.89,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000471,SO00001538,SOL0000004668,SKU0000290,2026-03-23,Late Delivery,5,39.20,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000472,SO00000669,SOL0000002052,SKU0000543,2026-03-27,Damaged,2,90.02,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000473,SO00002074,SOL0000006236,SKU0000582,2026-03-28,Late Delivery,1,460.72,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000474,SO00001409,SOL0000004293,SKU0000352,2026-02-08,Wrong Item,bad,437.98,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000475,SO00001648,SOL0000005002,SKU0000086,2026-03-15,Customer Cancelled,1,352.15,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000476,SO00001848,SOL0000005577,SKU0000553,2026-05-15,Quality Issue,1,477.40,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000477,SO00001049,SOL0000003196,SKU0000660,2026-07-01,Quality Issue,1,389.90,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000478,SO00000843,SOL0000002569,SKU0000662,2026-04-22,Late Delivery,bad,282.36,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000479,SO00000168,SOL0000000520,SKU0000470,2026-02-13,Quality Issue,3,118.32,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000480,SO00002485,SOL0000007434,SKU0000501,2026-04-12,Damaged,1,564.22,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000481,SO00002489,SOL0000007447,SKU0000421,2026-05-27,Wrong Item,1,411.32,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000482,SO00001010,SOL0000003075,SKU0000402,2026-04-15,Wrong Item,1,30.03,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
