po_line_id,po_id,line_number,product_id,ordered_qty,unit_cost,line_status,_bronze_loaded_at_utc,_source_file
POL0000000962,PO00000378,4,SKU0000619,100,285.44,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000963,PO00000379,1,SKU0000238,,287.68,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000964,PO00000379,2,SKU0000550,500,79.00,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000965,PO00000380,1,SKU0000229,500,279.32,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000966,PO00000380,2,SKU0000003,250,65.98,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000967,PO00000380,3,SKU0000643,100,250.98,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000968,PO00000380,4,SKU0000642,-5,270.26,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000969,PO00000381,1,SKU0000385,,110.68,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000970,PO00000381,2,SKU0000120,500,249.11,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000971,PO00000381,3,SKU0000614,250,25.52,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000972,PO00000381,4,SKU0000566,50,124.62,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000973,PO00000382,1,SKU0000453,250,280.17,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000974,PO00000383,1,SKU0000156,100,203.01,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000975,PO00000383,2,SKU0000228,1000,290.95,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000976,PO00000383,3,SKU0000053,100,104.27,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000977,PO00000384,1,SKU0000546,100,136.23,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000978,PO00000384,2,SKU0000181,250,169.03,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000979,PO00000384,3,SKU0000505,-5,147.45,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000980,PO00000384,4,SKU0000397,50,202.85,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000981,PO00000385,1,SKU0000639,,203.15,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000982,PO00000385,2,SKU0000311,500,6.88,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000983,PO00000386,1,SKU0000164,,148.94,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000984,PO00000386,2,SKU0000003,1000,65.98,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000985,PO00000387,1,SKU0000298,100,149.64,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000986,PO00000387,2,SKU0000100,250,224.42,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000987,PO00000387,3,SKU0000524,,260.06,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000988,PO00000388,1,SKU0000053,500,104.27,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000989,PO00000389,1,SKU0000619,50,285.44,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000990,PO00000389,2,SKU0000256,-5,bad,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000991,PO00000389,3,SKU0000024,,222.57,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000992,PO00000389,4,SKU0000297,1000,211.04,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000993,PO00000390,1,SKU_UNKNOWN,100,217.93,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000994,PO00000390,2,SKU0000270,-5,30.68,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000995,PO00000390,3,SKU0000004,50,11.66,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000996,PO00000390,4,SKU0000083,1000,244.15,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000997,PO00000391,1,SKU0000238,500,287.68,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000998,PO00000391,2,SKU0000070,50,21.60,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000999,PO00000391,3,SKU0000540,-5,191.55,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001000,PO00000391,4,SKU0000449,100,21.88,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001001,PO00000392,1,SKU0000464,100,103.00,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001002,PO00000392,2,SKU0000164,,148.94,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001003,PO00000392,3,SKU0000031,,81.03,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001004,PO00000393,1,SKU0000625,,245.97,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001005,PO00000393,2,SKU0000575,1000,46.73,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001006,PO00000393,3,SKU0000520,-5,125.21,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001007,PO00000394,1,SKU0000665,50,100.23,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001008,PO00000394,2,SKU0000308,100,56.00,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001009,PO00000395,1,SKU0000377,1000,179.97,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001010,PO00000396,1,SKU0000391,100,209.64,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001011,PO00000396,2,SKU0000449,-5,21.88,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001012,PO00000396,3,SKU0000671,500,44.98,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001013,PO00000396,4,SKU0000122,250,100.15,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001014,PO00000397,1,SKU0000111,,13.92,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001015,PO00000397,2,SKU0000085,500,227.45,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001016,PO00000397,3,SKU0000557,50,59.04,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001017,PO00000397,4,SKU0000390,100,188.00,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001018,PO00000398,1,SKU0000592,-5,298.69,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001019,PO00000399,1,SKU0000640,250,136.35,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001020,PO00000399,2,SKU0000412,250,111.97,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001021,PO00000399,3,SKU0000530,-5,286.42,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001022,PO00000399,4,SKU0000077,500,83.37,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001023,PO00000400,1,SKU0000383,100,10.92,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001024,PO00000400,2,SKU0000010,-5,204.35,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001025,PO00000401,1,SKU0000392,1000,57.28,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001026,PO00000402,1,SKU0000631,500,212.84,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001027,PO00000402,2,SKU0000055,100,200.83,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001028,PO00000403,1,SKU0000352,,76.87,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001029,PO00000403,2,SKU0000331,500,122.63,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001030,PO00000403,3,SKU0000551,250,193.76,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001031,PO00000403,4,SKU0000573,1000,204.84,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001032,PO00000404,1,SKU0000567,,87.77,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001033,PO00000404,2,SKU0000211,-5,159.18,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001034,PO00000404,3,SKU0000319,50,259.79,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001035,PO00000405,1,SKU0000481,,123.51,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001036,PO00000405,2,SKU0000076,500,64.98,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001037,PO00000406,1,SKU0000122,250,100.15,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001038,PO00000406,2,SKU0000247,-5,217.13,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001039,PO00000407,1,SKU0000181,50,169.03,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001040,PO00000407,2,SKU0000315,1000,185.04,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001041,PO00000407,3,SKU0000590,50,131.36,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001042,PO00000408,1,SKU0000256,100,183.29,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001043,PO00000408,2,SKU0000239,1000,85.21,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001044,PO00000409,1,SKU0000206,100,51.47,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001045,PO00000409,2,SKU0000546,250,136.23,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001046,PO00000409,3,SKU0000094,500,1.93,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001047,PO00000409,4,SKU0000572,500,284.13,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001048,PO00000410,1,SKU0000302,-5,222.80,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001049,PO00000410,2,SKU0000041,50,227.50,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001050,PO00000411,1,SKU0000231,100,120.81,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001051,PO00000411,2,SKU0000385,1000,110.68,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001052,PO00000411,3,SKU0000630,,262.31,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001053,PO00000411,4,SKU0000293,-5,299.08,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001054,PO00000412,1,SKU0000594,500,102.78,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001055,PO00000412,2,SKU0000049,100,163.72,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001056,PO00000412,3,SKU0000205,50,32.83,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001057,PO00000413,1,SKU_UNKNOWN,250,44.17,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001058,PO00000414,1,SKU0000246,50,22.56,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001059,PO00000414,2,SKU0000426,1000,3.77,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001060,PO00000414,3,SKU0000581,50,24.60,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001061,PO00000415,1,SKU0000004,250,11.66,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001062,PO00000416,1,SKU0000107,250,183.41,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001063,PO00000416,2,SKU0000586,-5,118.76,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001064,PO00000417,1,SKU0000509,500,172.71,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001065,PO00000418,1,SKU0000434,100,34.39,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001066,PO00000418,2,SKU0000375,100,79.59,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001067,PO00000419,1,SKU0000219,-5,116.78,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001068,PO00000419,2,SKU0000195,100,140.49,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001069,PO00000419,3,SKU0000567,1000,87.77,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001070,PO00000420,1,SKU0000114,100,145.89,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001071,PO00000420,2,SKU0000069,1000,224.21,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001072,PO00000421,1,SKU0000580,50,64.94,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001073,PO00000421,2,SKU0000133,,192.78,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001074,PO00000422,1,SKU0000017,,62.92,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001075,PO00000422,2,SKU0000402,-5,262.51,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001076,PO00000422,3,SKU0000511,100,118.60,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001077,PO00000423,1,SKU0000382,1000,153.10,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001078,PO00000423,2,SKU0000562,1000,217.42,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001079,PO00000424,1,SKU0000395,,239.10,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001080,PO00000425,1,SKU0000276,1000,196.84,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001081,PO00000425,2,SKU0000307,500,291.55,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001082,PO00000426,1,SKU0000415,1000,220.81,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001083,PO00000427,1,SKU0000039,50,186.43,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001084,PO00000427,2,SKU0000396,250,140.96,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001085,PO00000427,3,SKU0000633,50,50.73,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001086,PO00000428,1,SKU0000141,-5,269.52,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001087,PO00000428,2,SKU0000437,250,220.45,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001088,PO00000429,1,SKU0000495,,141.52,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001089,PO00000429,2,SKU0000333,-5,172.56,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001090,PO00000429,3,SKU0000379,1000,90.79,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001091,PO00000429,4,SKU0000247,1000,217.13,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001092,PO00000430,1,SKU0000349,-5,129.43,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001093,PO00000430,2,SKU0000487,1000,bad,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001094,PO00000431,1,SKU0000360,100,184.99,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001095,PO00000431,2,SKU0000625,100,245.97,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001096,PO00000431,3,SKU0000523,,261.93,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001097,PO00000431,4,SKU0000211,100,159.18,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001098,PO00000432,1,SKU0000208,500,160.85,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001099,PO00000432,2,SKU0000579,-5,289.24,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001100,PO00000433,1,SKU0000390,500,188.00,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001101,PO00000433,2,SKU0000522,100,18.75,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001102,PO00000433,3,SKU0000452,50,47.74,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001103,PO00000433,4,SKU0000421,100,232.75,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001104,PO00000434,1,SKU0000010,250,204.35,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001105,PO00000434,2,SKU0000550,1000,79.00,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001106,PO00000434,3,SKU0000415,50,220.81,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001107,PO00000435,1,SKU0000218,-5,117.62,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001108,PO00000435,2,SKU0000289,,191.42,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001109,PO00000436,1,SKU0000240,,276.39,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001110,PO00000436,2,SKU0000640,1000,136.35,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001111,PO00000436,3,SKU0000196,250,82.38,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001112,PO00000436,4,SKU0000116,1000,75.87,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001113,PO00000437,1,SKU0000558,50,68.72,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001114,PO00000437,2,SKU0000224,1000,164.88,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001115,PO00000438,1,SKU0000043,500,298.47,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001116,PO00000438,2,SKU0000401,1000,119.98,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001117,PO00000439,1,SKU0000227,-5,248.23,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001118,PO00000439,2,SKU0000073,500,238.16,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001119,PO00000440,1,SKU0000593,50,197.98,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001120,PO00000441,1,SKU0000028,50,209.57,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001121,PO00000441,2,SKU0000260,1000,274.16,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001122,PO00000442,1,SKU0000101,,bad,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001123,PO00000442,2,SKU0000550,-5,79.00,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001124,PO00000442,3,SKU0000335,,76.57,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001125,PO00000443,1,SKU0000204,100,253.83,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001126,PO00000444,1,SKU0000653,,55.07,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001127,PO00000445,1,SKU0000645,250,160.80,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001128,PO00000446,1,SKU0000284,250,166.10,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001129,PO00000446,2,SKU0000403,,218.14,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001130,PO00000446,3,SKU0000336,1000,160.68,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001131,PO00000446,4,SKU0000480,100,288.48,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001132,PO00000447,1,SKU0000019,-5,61.36,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001133,PO00000447,2,SKU0000068,-5,198.90,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001134,PO00000448,1,SKU0000510,1000,285.30,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001135,PO00000449,1,SKU0000156,100,203.01,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001136,PO00000449,2,SKU0000453,500,280.17,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001137,PO00000449,3,SKU0000058,50,170.69,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001138,PO00000450,1,SKU0000407,500,8.52,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001139,PO00000450,2,SKU0000040,100,287.52,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001140,PO00000450,3,SKU0000078,-5,106.21,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001141,PO00000451,1,SKU0000233,,14.40,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001142,PO00000451,2,SKU0000031,50,81.03,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001143,PO00000452,1,SKU0000441,-5,216.68,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001144,PO00000452,2,SKU0000529,-5,230.58,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001145,PO00000452,3,SKU0000095,-5,129.07,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001146,PO00000452,4,SKU0000402,250,262.51,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001147,PO00000453,1,SKU0000267,500,41.45,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001148,PO00000453,2,SKU0000449,,21.88,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001149,PO00000454,1,SKU0000236,-5,88.70,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001150,PO00000454,2,SKU0000320,50,6.22,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001151,PO00000454,3,SKU0000514,-5,222.39,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
