event_id,shipment_id,event_ts,event_type,event_location,event_notes,_bronze_loaded_at_utc,_source_file
SE0000003794,SHP00000840,2026-01-16 13:20:00,Arrived Hub,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003795,SHP00000840,2026-01-16 14:20:00,Departed Warehouse,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003796,SHP00000841,2026-04-14 05:25:00,Delivered,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003797,SHP00000841,2026-04-15 09:25:00,Out for Delivery,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003798,SHP00000841,2026-04-15 17:25:00,Departed Warehouse,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003799,SHP00000841,2026-04-15 14:25:00,Arrived Hub,Seattle Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003800,SHP00000841,2026-04-15 17:25:00,Picked,Boston Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003801,SHP00000842,2026-05-19 20:47:00,Out for Delivery,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003802,SHP00000842,2026-05-20 02:47:00,Picked,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003803,SHP00000842,2026-05-21 22:47:00,Exception,Denver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003804,SHP00000843,2026-03-27 03:10:00,Out for Delivery,Vancouver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003805,SHP00000843,2026-03-28 01:10:00,Arrived Hub,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003806,SHP00000843,2026-03-28 23:10:00,Picked,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003807,SHP00000843,2026-03-30 06:10:00,Departed Warehouse,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003808,SHP00000843,2026-03-28 23:10:00,Exception,Seattle Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003809,SHP00000844,2026-04-28 07:32:00,Packed,Atlanta Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003810,SHP00000844,2026-04-28 15:32:00,Exception,Seattle Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003811,SHP00000844,2026-04-29 13:32:00,Picked,Guadalajara Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003812,SHP00000844,2026-05-02 01:32:00,Departed Warehouse,Miami DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003813,SHP00000845,2026-03-18 22:45:00,Picked,Guadalajara Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003814,SHP00000845,2026-03-19 15:45:00,Packed,Chicago DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003815,SHP00000845,2026-03-19 06:45:00,Out for Delivery,Vancouver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003816,SHP00000846,2026-01-24 05:12:00,Delivered,Vancouver DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003817,SHP00000846,2026-01-24 22:12:00,Packed,Vancouver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003818,SHP00000846,2026-01-26 15:12:00,Departed Warehouse,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003819,SHP00000847,2026-03-18 10:01:00,Picked,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003820,SHP00000847,2026-03-18 21:01:00,Delivered,Vancouver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003821,SHP00000847,2026-03-20 20:01:00,Packed,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003822,SHP00000847,2026-03-21 19:01:00,Departed Warehouse,Seattle Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003823,SHP00000848,2026-03-01 01:32:00,Delivered,Miami Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003824,SHP00000848,2026-03-01 11:32:00,Packed,Guadalajara Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003825,SHP00000848,2026-03-02 07:32:00,Exception,Guadalajara Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003826,SHP00000848,2026-03-02 07:32:00,Picked,Seattle Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003827,SHP00000849,2026-05-10 21:19:00,Delivered,Chicago DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003828,SHP00000849,2026-05-11 19:19:00,Picked,Guadalajara Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003829,SHP00000849,2026-05-12 15:19:00,Departed Warehouse,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003830,SHP00000850,2026-03-23 08:34:00,Departed Warehouse,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003831,SHP00000850,2026-03-24 05:34:00,Delivered,Monterrey Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003832,SHP00000850,2026-03-23 22:34:00,Arrived Hub,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003833,SHP00000850,2026-03-24 11:34:00,Picked,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003834,SHP00000850,2026-03-27 00:34:00,Out for Delivery,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003835,SHP00000850,2026-03-26 11:34:00,Exception,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003836,SHP00000851,2026-05-01 19:13:00,Delivered,Chicago DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003837,SHP00000851,2026-05-01 23:13:00,Exception,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003838,SHP00000851,2026-05-03 05:13:00,Departed Warehouse,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003839,SHP00000852,2026-04-25 14:26:00,Exception,Vancouver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003840,SHP00000852,2026-04-26 10:26:00,Picked,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003841,SHP00000852,2026-04-26 06:26:00,Arrived Hub,Guadalajara Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003842,SHP00000853,2026-03-12 07:58:00,Out for Delivery,Miami DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003843,SHP00000853,2026-03-13 01:58:00,Departed Warehouse,Miami DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003844,SHP00000853,2026-03-13 15:58:00,Arrived Hub,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003845,SHP00000854,2026-01-27 17:24:00,Departed Warehouse,Guadalajara Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003846,SHP00000854,2026-01-28 00:24:00,Arrived Hub,Miami DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003847,SHP00000854,2026-01-29 05:24:00,Exception,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003848,SHP00000854,2026-01-30 11:24:00,Packed,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003849,SHP00000855,2026-03-02 14:51:00,Delivered,Miami DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003850,SHP00000855,2026-03-03 18:51:00,Exception,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003851,SHP00000855,2026-03-03 20:51:00,Arrived Hub,Vancouver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003852,SHP00000855,2026-03-03 20:51:00,Packed,Seattle Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003853,SHP00000856,2026-05-31 12:22:00,Exception,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003854,SHP00000856,2026-05-31 20:22:00,Packed,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003855,SHP00000856,2026-06-02 04:22:00,Arrived Hub,Boston Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003856,SHP00000856,2026-06-01 00:22:00,Picked,Vancouver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003857,SHP00000856,2026-06-02 20:22:00,Departed Warehouse,Denver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003858,SHP00000857,2026-04-08 06:22:00,Out for Delivery,Guadalajara Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003859,SHP00000857,2026-04-09 01:22:00,Departed Warehouse,Phoenix DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003860,SHP00000857,2026-04-10 08:22:00,Packed,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003861,SHP00000858,2026-02-09 20:28:00,Delivered,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003862,SHP00000858,2026-02-10 14:28:00,Arrived Hub,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003863,SHP00000858,2026-02-10 14:28:00,Packed,Denver Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003864,SHP00000858,2026-02-11 23:28:00,Exception,Monterrey Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003865,SHP00000859,2026-02-18 11:05:00,Picked,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003866,SHP00000859,2026-02-19 03:05:00,Out for Delivery,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003867,SHP00000859,2026-02-19 17:05:00,Exception,Guadalajara Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003868,SHP00000859,2026-02-21 14:05:00,Departed Warehouse,Guadalajara Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003869,SHP00000859,2026-02-19 11:05:00,Arrived Hub,Miami Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003870,SHP00000859,2026-02-24 17:05:00,Packed,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003871,SHP00000860,2026-03-05 22:20:00,Out for Delivery,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003872,SHP00000860,2026-03-06 07:20:00,Picked,Vancouver DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003873,SHP00000860,2026-03-07 04:20:00,Packed,Miami Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003874,SHP00000861,2026-06-02 13:56:00,Delivered,Monterrey Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003875,SHP00000861,2026-06-03 14:56:00,Out for Delivery,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003876,SHP00000861,2026-06-03 05:56:00,Departed Warehouse,Atlanta DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003877,SHP00000861,2026-06-05 10:56:00,Arrived Hub,Guadalajara Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003878,SHP00000862,2026-03-05 03:21:00,Picked,Vancouver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003879,SHP00000862,2026-03-05 22:21:00,Departed Warehouse,Chicago DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003880,SHP00000862,2026-03-07 01:21:00,Packed,Guadalajara Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003881,SHP00000862,2026-03-06 18:21:00,Delivered,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003882,SHP00000862,2026-03-09 07:21:00,Out for Delivery,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003883,SHP00000863,2026-01-12 06:45:00,Exception,Monterrey Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003884,SHP00000863,2026-01-13 08:45:00,Picked,Vancouver DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003885,SHP00000863,2026-01-13 18:45:00,Arrived Hub,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003886,SHP00000864,2026-03-29 08:47:00,Out for Delivery,Vancouver DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003887,SHP00000864,2026-03-29 19:47:00,Arrived Hub,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003888,SHP00000864,2026-03-30 08:47:00,Delivered,Chicago DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003889,SHP00000864,2026-03-30 11:47:00,Packed,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003890,SHP00000864,2026-03-31 04:47:00,Exception,Guadalajara Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003891,SHP00000864,2026-03-31 15:47:00,Picked,Guadalajara Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003892,SHP00000865,2026-01-17 08:52:00,Departed Warehouse,Monterrey Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003893,SHP00000865,2026-01-18 14:52:00,Delivered,Chicago DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003894,SHP00000865,2026-01-19 14:52:00,Picked,Vancouver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003895,SHP00000865,2026-01-18 05:52:00,Packed,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003896,SHP00000865,2026-01-20 16:52:00,Arrived Hub,Vancouver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003897,SHP00000866,2026-01-17 16:47:00,Arrived Hub,Atlanta Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003898,SHP00000866,2026-01-18 00:47:00,Departed Warehouse,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003899,SHP00000866,2026-01-18 08:47:00,Packed,Seattle Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003900,SHP00000867,2026-01-25 15:56:00,Out for Delivery,Vancouver DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003901,SHP00000867,2026-01-26 06:56:00,Departed Warehouse,Atlanta DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003902,SHP00000867,2026-01-26 23:56:00,Exception,Seattle Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003903,SHP00000867,2026-01-28 03:56:00,Arrived Hub,Vancouver DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003904,SHP00000867,2026-01-28 23:56:00,Picked,Boston Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003905,SHP00000868,2026-05-21 17:04:00,Departed Warehouse,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003906,SHP00000868,2026-05-22 23:04:00,Out for Delivery,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003907,SHP00000868,2026-05-22 13:04:00,Delivered,Boston Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003908,SHP00000868,2026-05-24 23:04:00,Picked,Monterrey Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003909,SHP00000868,2026-05-23 17:04:00,Exception,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003910,SHP00000868,2026-05-26 07:04:00,Packed,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003911,SHP00000869,2026-03-15 18:44:00,Packed,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003912,SHP00000869,2026-03-16 20:44:00,Exception,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003913,SHP00000869,2026-03-17 06:44:00,Departed Warehouse,Boston Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003914,SHP00000870,2026-03-31 16:37:00,Packed,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003915,SHP00000870,2026-04-01 06:37:00,Departed Warehouse,Miami Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003916,SHP00000870,2026-04-02 04:37:00,Delivered,Guadalajara Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003917,SHP00000871,2026-04-24 11:21:00,Arrived Hub,Boston Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003918,SHP00000871,2026-04-25 10:21:00,Exception,Boston Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003919,SHP00000871,2026-04-25 01:21:00,Departed Warehouse,Vancouver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003920,SHP00000872,2026-01-29 06:44:00,Departed Warehouse,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003921,SHP00000872,2026-01-30 12:44:00,Packed,Boston Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003922,SHP00000872,2026-01-30 02:44:00,Exception,Boston Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003923,SHP00000872,2026-02-01 06:44:00,Arrived Hub,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003924,SHP00000872,2026-01-31 06:44:00,Out for Delivery,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003925,SHP00000873,2026-03-28 10:20:00,Departed Warehouse,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003926,SHP00000873,2026-03-28 19:20:00,Packed,Denver Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003927,SHP00000873,2026-03-29 16:20:00,Out for Delivery,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003928,SHP00000873,2026-03-30 01:20:00,Delivered,Denver Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003929,SHP00000874,2026-03-21 23:30:00,Picked,Miami DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003930,SHP00000874,2026-03-23 05:30:00,Exception,Miami DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003931,SHP00000874,2026-03-24 07:30:00,Delivered,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003932,SHP00000874,2026-03-22 11:30:00,Out for Delivery,Chicago DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003933,SHP00000875,2026-04-22 03:22:00,Exception,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003934,SHP00000875,2026-04-22 07:22:00,Departed Warehouse,Vancouver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003935,SHP00000875,2026-04-24 11:22:00,Picked,Boston Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003936,SHP00000876,2026-04-01 01:13:00,Departed Warehouse,Vancouver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003937,SHP00000876,2026-04-02 02:13:00,Arrived Hub,Monterrey Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003938,SHP00000876,2026-04-02 23:13:00,Picked,Vancouver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003939,SHP00000876,2026-04-04 07:13:00,Exception,Seattle Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003940,SHP00000876,2026-04-03 21:13:00,Out for Delivery,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003941,SHP00000877,2026-05-15 04:56:00,Packed,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003942,SHP00000877,2026-05-15 16:56:00,Arrived Hub,Chicago DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003943,SHP00000877,2026-05-16 14:56:00,Exception,Denver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003944,SHP00000877,2026-05-17 19:56:00,Delivered,Guadalajara Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003945,SHP00000877,2026-05-16 08:56:00,Picked,Boston Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003946,SHP00000878,2026-04-27 17:00:00,Out for Delivery,Guadalajara Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003947,SHP00000878,2026-04-28 08:00:00,Delivered,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003948,SHP00000878,2026-04-29 11:00:00,Picked,Guadalajara Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003949,SHP00000878,2026-04-28 11:00:00,Exception,Seattle Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003950,SHP00000879,2026-01-17 19:44:00,Departed Warehouse,Seattle Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003951,SHP00000879,2026-01-19 01:44:00,Out for Delivery,Guadalajara Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003952,SHP00000879,2026-01-18 07:44:00,Packed,Seattle Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003953,SHP00000879,2026-01-20 19:44:00,Delivered,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003954,SHP00000879,2026-01-20 15:44:00,Exception,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003955,SHP00000880,2026-04-09 02:36:00,Picked,Guadalajara DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003956,SHP00000880,2026-04-10 05:36:00,Packed,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003957,SHP00000880,2026-04-10 08:36:00,Delivered,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
