call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system
CALL0000011406,SUB00002742,CELL000134,2026-05-23 23:49:20,219,MO,completed ,No,switch
CALL0000011407,SUB00002744,CELL000184,2026-05-29 01:38:13,360,mo ,Dropped,N,switch
CALL0000011408,SUB00003910,CELL000226,04/03/2026 16:34,237,MT,Completed,N,switch
CALL0000011409,SUB00002162,CELL000124,04/19/2026 22:24,73,MT,Completed,Y,switch
CALL0000011410,SUB00002161,CELL000101,2026-05-11 05:59:56,97,MO,completed ,Y,switch
CALL0000011411,SUB00002317,CELL000241,2026-04-21 12:24:56,11,MT,Completed,No,switch
CALL0000011412,SUB00000846,CELL000071,05/30/2026 23:14,286,MT,Completed,Y,switch
CALL0000011413,SUB00002625,CELL000218,04/08/2026 14:14,27,mo ,Completed,N,switch
CALL0000011414,SUB00004095,CELL000009,2026-05-01 10:31:45,310,mo ,Dropped,N,switch
CALL0000011415,SUB00000970,CELL000205,2026-05-24 03:24:27,172,MO,Failed,N,switch
CALL0000011416,SUB00004230,CELL000134,2026-05-26 03:39:23,586,MO,Completed,N,switch
CALL0000011417,SUB00000227,CELL000014,04/22/2026 14:03,497,mo ,Completed,No,switch
CALL0000011418,SUB00002257,CELL000109,2026-04-27 11:07:33,207,MT,Completed,N,switch
CALL0000011419,SUB00000322,CELL000007,2026-04-22 04:36:07,261,MT,Completed,N,switch
CALL0000011420,SUB00002553,CELL000255,04/14/2026 17:24,41,mo ,Completed,Y,switch
CALL0000011421,SUB00001800,CELL000219,04/29/2026 04:29,1,mo ,completed ,N,switch
CALL0000011422,SUB00004133,CELL000120,05/29/2026 03:24,350,MO,Dropped,No,switch
CALL0000011423,SUB00003323,CELL000107,05/01/2026 14:19,410,MT,Dropped,N,switch
CALL0000011424,SUB00002292,CELL000225,2026-05-01 16:59:42,228,MO,Dropped,N,switch
CALL0000011425,SUB00004945,CELL000153,2026-04-14 12:00:47,45,mo ,completed ,Y,switch
CALL0000011426,SUB00000971,CELL000184,2026-04-25 23:14:25,130,MO,Completed,No,switch
CALL0000011427,SUB00004057,CELL000210,04/19/2026 15:22,319,MO,Completed,Y,switch
CALL0000011428,SUB00000826,CELL000084,2026-05-02 02:25:03,83,mo ,Completed,N,switch
CALL0000011429,SUB00001583,CELL000077,04/21/2026 06:27,17,MO,Failed,N,switch
CALL0000011430,SUB00000998,CELL000046,05/08/2026 18:22,206,MO,Completed,N,switch
CALL0000011431,SUB00004317,CELL000218,04/05/2026 21:03,64,mo ,Dropped,N,switch
CALL0000011432,SUB00001664,CELL000178,04/16/2026 03:37,8,mo ,Failed,N,switch
CALL0000011433,SUB00002338,CELL000080,2026-04-09 21:39:40,575,MO,completed ,N,switch
CALL0000011434,SUB00004292,CELL000041,2026-05-13 02:00:03,72,MT,Dropped,N,switch
CALL0000011435,SUB00003749,CELL000003,05/06/2026 07:41,59,mo ,Completed,Y,switch
CALL0000011436,SUB00002896,CELL000097,2026-04-05 20:01:29,71,MO,Completed,No,switch
CALL0000011437,SUB00001452,CELL000016,04/21/2026 19:15,400,MO,Dropped,Y,switch
CALL0000011438,SUB00003064,CELL000137,2026-04-22 12:55:15,391,MO,Completed,Y,switch
CALL0000011439,SUB00000094,CELL000226,2026-04-29 18:34:36,44,MT,completed ,N,switch
CALL0000011440,SUB00001486,CELL000155,2026-05-28 13:41:04,654,mo ,Completed,Y,switch
CALL0000011441,SUB00004950,CELL000092,04/09/2026 08:49,137,MO,Failed,No,switch
CALL0000011442,SUB00004388,CELL000125,04/05/2026 15:16,25,MO,Dropped,N,switch
CALL0000011443,SUB00004919,CELL000126,2026-04-26 18:13:03,1,MO,completed ,N,switch
CALL0000011444,SUB00002792,CELL000056,04/16/2026 06:02,64,MO,Failed,Y,switch
CALL0000011445,SUB00003958,CELL000057,05/04/2026 15:18,165,mo ,Completed,Y,switch
CALL0000011446,SUB00002672,CELL000134,04/12/2026 19:35,218,mo ,Completed,No,switch
CALL0000011447,SUB00004030,CELL000193,04/17/2026 16:04,118,MT,Dropped,N,switch
CALL0000011448,SUB00000551,CELL000229,2026-05-14 14:24:58,74,MO,Failed,No,switch
CALL0000011449,SUB00000048,CELL000070,05/07/2026 15:49,198,MT,Failed,Y,switch
CALL0000011450,SUB00004967,CELL000251,04/23/2026 06:38,14,mo ,Dropped,Y,switch
CALL0000011451,SUB00000204,CELL000032,2026-04-16 12:16:54,173,MT,completed ,Y,switch
CALL0000011452,SUB00000271,CELL000081,05/05/2026 12:26,71,mo ,Dropped,No,switch
CALL0000011453,SUB00004117,CELL000163,2026-04-27 21:59:11,100,MT,Completed,N,switch
CALL0000011454,SUB00001342,CELL000155,04/08/2026 15:13,108,MT,Completed,Y,switch
CALL0000011455,SUB00004122,CELL000112,05/13/2026 00:20,254,MO,Failed,N,switch
CALL0000011456,SUB00004924,CELL000076,05/02/2026 22:55,86,MO,Dropped,N,switch
CALL0000011457,SUB00000064,CELL000051,04/18/2026 19:07,253,MT,completed ,N,switch
CALL0000011458,SUB00003899,CELL000137,2026-04-11 06:21:01,17,MT,Completed,N,switch
CALL0000011459,SUB00001554,CELL000178,05/05/2026 15:56,6,MO,completed ,N,switch
CALL0000011460,SUB00000818,CELL000185,2026-04-26 09:06:28,598,MO,Completed,N,switch
CALL0000011461,SUB00002470,CELL000187,05/05/2026 03:57,326,MO,Completed,N,switch
CALL0000011462,SUB00002982,CELL000084,04/07/2026 11:44,357,MT,Failed,N,switch
CALL0000011463,SUB00001419,CELL000119,2026-04-03 12:52:36,142,MT,completed ,No,switch
CALL0000011464,SUB00002473,CELL000183,04/02/2026 02:45,831,mo ,completed ,No,switch
CALL0000011465,SUB00001753,CELL000111,05/11/2026 03:20,117,mo ,completed ,Y,switch
CALL0000011466,SUB00004459,CELL000040,05/21/2026 08:48,59,mo ,Failed,Y,switch
CALL0000011467,SUB00001928,CELL000013,2026-04-22 16:42:47,278,mo ,Failed,No,switch
CALL0000011468,SUB00000704,CELL000091,2026-05-09 09:21:25,96,MT,Completed,N,switch
CALL0000011469,SUB00003859,CELL000139,2026-05-24 06:21:52,9,MT,Dropped,N,switch
CALL0000011470,SUB00002309,CELL000242,04/23/2026 07:38,22,MO,Completed,No,switch
CALL0000011471,SUB00004746,CELL000091,05/19/2026 23:10,451,mo ,Failed,No,switch
CALL0000011472,SUB00003708,CELL000055,2026-05-15 13:10:51,71,MO,Dropped,No,switch
CALL0000011473,SUB00003788,CELL000038,2026-04-23 19:19:17,213,MT,Dropped,No,switch
CALL0000011474,SUB00003994,CELL000018,2026-04-10 06:08:04,122,MO,Dropped,N,switch
CALL0000011475,SUB00000728,CELL000163,2026-05-02 13:24:08,70,MO,completed ,N,switch
CALL0000011476,SUB00003166,CELL000139,2026-04-10 22:39:59,186,MO,Completed,N,switch
CALL0000011477,SUB00000150,CELL000142,2026-04-02 17:03:11,43,MT,completed ,Y,switch
CALL0000011478,SUB00001890,CELL000220,2026-05-01 21:52:23,71,MO,Failed,No,switch
CALL0000011479,SUB00001740,CELL000122,2026-04-14 07:20:26,71,mo ,completed ,N,switch
CALL0000011480,SUB00000341,CELL000012,2026-05-26 11:49:39,916,mo ,Completed,N,switch
CALL0000011481,SUB00000114,CELL000172,2026-04-24 00:06:01,434,MT,Failed,N,switch
CALL0000011482,SUB00004241,CELL000015,04/12/2026 05:25,19,MT,Completed,N,switch
CALL0000011483,SUB00004847,CELL000166,04/22/2026 10:18,99,MT,completed ,N,switch
CALL0000011484,SUB00003869,CELL000067,04/10/2026 16:38,51,MT,Failed,No,switch
CALL0000011485,SUB00002726,CELL000091,2026-05-19 06:21:24,279,mo ,Completed,N,switch
CALL0000011486,SUB00001642,CELL000215,04/23/2026 10:50,445,mo ,Failed,No,switch
CALL0000011487,SUB00003906,CELL000133,05/28/2026 20:34,234,MO,Dropped,N,switch
CALL0000011488,SUB00001701,CELL000136,05/05/2026 22:49,51,MT,Completed,N,switch
CALL0000011489,SUB00004419,CELL000081,2026-05-26 00:07:05,75,MT,completed ,N,switch
CALL0000011490,SUB00000270,CELL000218,05/13/2026 13:44,17,mo ,Completed,Y,switch
CALL0000011491,SUB00004495,CELL000068,05/04/2026 17:06,117,MT,Failed,Y,switch
CALL0000011492,SUB00004932,CELL000247,04/05/2026 07:12,149,MT,completed ,No,switch
CALL0000011493,SUB00002307,CELL000113,2026-04-13 23:13:18,172,MT,Dropped,N,switch
CALL0000011494,SUB00003614,CELL000191,2026-05-17 23:39:10,864,MT,Completed,No,switch
CALL0000011495,SUB00004146,CELL000116,05/12/2026 08:33,64,mo ,Completed,N,switch
CALL0000011496,SUB00001373,CELL000137,2026-05-30 05:52:26,250,MO,Dropped,No,switch
CALL0000011497,SUB00003416,CELL000096,05/05/2026 07:38,118,MO,completed ,N,switch
CALL0000011498,SUB00003697,CELL000206,05/02/2026 17:49,37,MT,completed ,Y,switch
CALL0000011499,SUB00004374,CELL000220,2026-05-05 06:17:30,39,mo ,Failed,N,switch
CALL0000011500,SUB00003246,CELL000009,04/05/2026 22:49,136,MT,completed ,N,switch
CALL0000011501,SUB00002076,CELL000091,05/15/2026 02:43,547,MT,Dropped,N,switch
CALL0000011502,SUB00001370,CELL000047,04/23/2026 09:10,872,MO,completed ,Y,switch
CALL0000011503,SUB00002851,CELL000062,04/23/2026 06:35,1212,mo ,completed ,No,switch
CALL0000011504,SUB00000501,CELL000100,2026-04-02 15:47:45,64,MO,Completed,Y,switch
CALL0000011505,SUB00002101,CELL000192,2026-05-16 15:13:43,846,mo ,Completed,N,switch
CALL0000011506,SUB00000643,CELL000182,04/22/2026 00:27,163,mo ,Failed,N,switch
CALL0000011507,SUB00000092,CELL000073,05/16/2026 20:27,225,mo ,Completed,N,switch
CALL0000011508,SUB00003066,CELL000163,2026-04-10 13:44:32,258,MO,Completed,Y,switch
CALL0000011509,SUB00003139,CELL000232,2026-05-16 10:24:44,5,MO,completed ,N,switch
CALL0000011510,SUB00003038,CELL000248,2026-04-15 18:23:37,112,mo ,completed ,N,switch
CALL0000011511,SUB00000134,CELL000067,05/07/2026 12:37,298,mo ,completed ,N,switch
CALL0000011512,SUB00003076,CELL000137,2026-04-18 13:59:21,83,MT,Completed,No,switch
CALL0000011513,SUB00002072,CELL000118,2026-05-17 17:48:19,175,MO,completed ,No,switch
CALL0000011514,SUB00002459,CELL000078,05/07/2026 04:15,146,mo ,completed ,Y,switch
CALL0000011515,SUB00002091,CELL000141,2026-05-06 14:54:16,111,MO,Completed,No,switch
CALL0000011516,SUB00001849,CELL000177,2026-04-04 19:12:25,76,MO,completed ,N,switch
CALL0000011517,SUB00004918,CELL000046,04/30/2026 18:45,173,mo ,completed ,N,switch
CALL0000011518,SUB00001672,CELL000226,2026-04-21 23:50:07,164,MT,Failed,Y,switch
CALL0000011519,SUB00000910,CELL000138,2026-05-02 02:44:35,12,MT,Completed,Y,switch
CALL0000011520,SUB00000819,CELL000039,05/05/2026 11:31,284,MO,Completed,Y,switch
CALL0000011521,SUB00002210,CELL000089,2026-04-22 04:50:42,138,mo ,Dropped,No,switch
CALL0000011522,SUB00000498,CELL000222,2026-04-28 17:03:33,546,MT,Dropped,No,switch
CALL0000011523,SUB00001172,CELL000017,04/06/2026 16:46,342,MT,Dropped,N,switch
CALL0000011524,SUB00000273,CELL000232,05/05/2026 06:59,147,MT,Failed,No,switch
CALL0000011525,SUB00003824,CELL000156,04/18/2026 13:12,580,mo ,Completed,N,switch
CALL0000011526,SUB00001930,CELL000124,04/29/2026 21:48,138,MT,Completed,No,switch
CALL0000011527,SUB00001926,CELL000239,05/24/2026 00:59,170,MO,Dropped,N,switch
CALL0000011528,SUB00002667,CELL000086,2026-05-26 16:16:20,396,mo ,Dropped,N,switch
CALL0000011529,SUB00004559,CELL000020,2026-05-16 16:48:28,244,MT,Failed,N,switch
CALL0000011530,SUB00001636,CELL000029,04/20/2026 12:49,109,MT,Completed,N,switch
CALL0000011531,SUB00002072,CELL000009,2026-04-04 13:37:30,251,mo ,Dropped,N,switch
CALL0000011532,SUB00002541,CELL000213,2026-05-26 11:07:39,123,MT,Dropped,N,switch
CALL0000011533,SUB00003634,CELL000202,2026-05-12 02:49:28,299,MT,Failed,No,switch
CALL0000011534,SUB00001368,CELL000159,04/02/2026 09:33,79,MT,Dropped,N,switch
CALL0000011535,SUB00002971,CELL000250,05/02/2026 14:58,37,MT,completed ,N,switch
CALL0000011536,SUB00002168,CELL000231,05/27/2026 05:19,6,mo ,Completed,N,switch
CALL0000011537,SUB00000951,CELL000180,05/10/2026 01:33,7,mo ,Completed,N,switch
CALL0000011538,SUB00002217,CELL000185,2026-05-22 19:53:20,253,MO,Completed,N,switch
CALL0000011539,SUB00003820,CELL000168,2026-04-24 02:14:14,27,MT,Completed,No,switch
CALL0000011540,SUB00001239,CELL000032,04/20/2026 12:04,263,MT,Completed,N,switch
CALL0000011541,SUB00003932,CELL000207,04/26/2026 10:27,237,MO,completed ,N,switch
CALL0000011542,SUB00001087,CELL000128,05/02/2026 16:53,85,MO,Failed,N,switch
CALL0000011543,SUB00000194,CELL000092,05/20/2026 09:56,124,MO,Failed,N,switch
CALL0000011544,SUB00003195,CELL000060,05/18/2026 12:19,176,MT,Completed,Y,switch
CALL0000011545,SUB00002052,CELL000217,2026-05-13 23:29:51,116,MT,Completed,N,switch
CALL0000011546,SUB00002518,CELL000224,2026-05-06 10:50:55,329,MT,Completed,N,switch
CALL0000011547,SUB00000293,CELL000199,05/05/2026 06:09,14,MO,Completed,Y,switch
CALL0000011548,SUB00002619,CELL000172,05/09/2026 22:27,111,MT,completed ,N,switch
CALL0000011549,SUB00001182,CELL000139,2026-05-11 14:49:36,96,MT,completed ,N,switch
CALL0000011550,SUB00002866,CELL000056,2026-04-20 11:54:04,149,mo ,Failed,Y,switch
CALL0000011551,SUB00004866,CELL000186,2026-04-21 14:08:14,123,MT,Dropped,Y,switch
CALL0000011552,SUB00002966,CELL000161,2026-04-19 12:43:40,490,MT,Dropped,No,switch
CALL0000011553,SUB00002363,CELL000227,2026-05-28 15:52:46,428,mo ,Completed,N,switch
CALL0000011554,SUB00002776,CELL000025,05/16/2026 11:10,153,MO,Completed,N,switch
CALL0000011555,SUB00001184,CELL000046,2026-05-24 00:27:13,120,mo ,Failed,N,switch
CALL0000011556,SUB00004052,CELL000031,2026-04-21 10:01:47,476,MT,Completed,N,switch
CALL0000011557,SUB00001171,CELL000088,05/27/2026 15:59,40,mo ,Dropped,N,switch
CALL0000011558,SUB00004950,CELL000009,2026-04-02 18:31:29,720,MT,Failed,N,switch
CALL0000011559,SUB00000249,CELL000049,04/17/2026 21:15,223,MO,Completed,N,switch
CALL0000011560,SUB00001777,CELL000055,2026-05-08 05:17:07,99,mo ,Failed,Y,switch
CALL0000011561,SUB00003995,CELL000221,05/06/2026 04:39,59,mo ,completed ,N,switch
CALL0000011562,SUB00003705,CELL000062,2026-04-05 07:49:29,269,mo ,completed ,Y,switch
CALL0000011563,SUB00002284,CELL000216,05/02/2026 02:50,126,MO,completed ,No,switch
CALL0000011564,SUB00001257,CELL000121,04/18/2026 08:10,647,MO,completed ,Y,switch
CALL0000011565,SUB00003955,CELL000114,05/11/2026 17:52,97,MT,completed ,No,switch
CALL0000011566,SUB00000953,CELL000165,2026-05-26 12:17:37,5,mo ,Failed,No,switch
CALL0000011567,SUB00003763,CELL000074,2026-05-02 05:57:50,124,mo ,completed ,Y,switch
CALL0000011568,SUB00003537,CELL000065,2026-05-09 16:36:35,302,mo ,Completed,N,switch
CALL0000011569,SUB00001388,CELL000008,05/25/2026 11:38,466,MT,Completed,Y,switch
CALL0000011570,SUB00004005,CELL000130,04/21/2026 12:42,115,MO,Dropped,Y,switch
CALL0000011571,SUB00003443,CELL000075,05/05/2026 10:20,560,MT,Completed,Y,switch
CALL0000011572,SUB00004047,CELL000116,05/25/2026 09:20,29,MT,Completed,Y,switch
CALL0000011573,SUB00000999,CELL000021,2026-04-11 23:20:51,49,mo ,Failed,N,switch
CALL0000011574,SUB00000508,CELL000178,2026-04-08 12:30:17,218,MT,Completed,N,switch
CALL0000011575,SUB00002838,CELL000119,05/23/2026 21:11,381,MO,Dropped,N,switch
CALL0000011576,SUB00001284,CELL000093,05/19/2026 19:57,2,MO,Failed,N,switch
CALL0000011577,SUB00002792,CELL000011,2026-05-14 13:23:54,56,MT,Dropped,N,switch
CALL0000011578,SUB00004631,CELL000149,04/06/2026 17:36,443,mo ,Dropped,N,switch
CALL0000011579,SUB00001574,CELL000005,04/01/2026 06:29,184,MT,Dropped,Y,switch
CALL0000011580,SUB00001036,CELL000222,05/15/2026 19:22,233,MO,Completed,Y,switch
CALL0000011581,SUB00000859,CELL000086,2026-04-28 03:52:21,103,mo ,Failed,N,switch
CALL0000011582,SUB00004533,CELL000175,04/17/2026 06:47,93,mo ,Completed,Y,switch
CALL0000011583,SUB00000754,CELL000145,05/19/2026 14:14,17,mo ,Completed,No,switch
CALL0000011584,SUB00004236,CELL000215,04/27/2026 05:18,69,MO,Completed,No,switch
CALL0000011585,SUB00001888,CELL000001,2026-04-02 17:23:47,395,MT,Failed,Y,switch
CALL0000011586,SUB00000303,CELL000174,2026-04-01 23:06:24,121,MO,Completed,N,switch
CALL0000011587,SUB00004721,CELL000188,2026-05-12 05:40:50,67,MT,Dropped,N,switch
CALL0000011588,SUB00003036,CELL000061,04/11/2026 22:12,1220,MT,Completed,N,switch
CALL0000011589,SUB00003987,CELL000177,04/27/2026 03:10,82,mo ,Completed,N,switch
CALL0000011590,SUB00003978,CELL000025,2026-04-10 13:48:17,112,MO,Completed,No,switch
CALL0000011591,SUB00002849,CELL000075,04/29/2026 12:25,350,MO,completed ,N,switch
CALL0000011592,SUB00003262,CELL000154,2026-05-02 21:04:56,117,mo ,Completed,Y,switch
CALL0000011593,SUB00000124,CELL000163,05/24/2026 15:38,248,MT,completed ,N,switch
CALL0000011594,SUB00004459,CELL000181,2026-05-27 03:10:32,52,MO,Completed,N,switch
CALL0000011595,SUB00000517,CELL000024,2026-05-02 12:34:37,214,mo ,Completed,N,switch
CALL0000011596,SUB00004997,CELL000038,05/12/2026 04:55,150,MO,Dropped,Y,switch
CALL0000011597,SUB00003979,CELL000073,04/01/2026 05:07,81,mo ,Failed,No,switch
CALL0000011598,SUB00002992,CELL000199,2026-05-17 12:51:42,68,mo ,Failed,N,switch
CALL0000011599,SUB00000265,CELL000175,2026-05-18 16:09:07,125,mo ,Failed,No,switch
CALL0000011600,SUB00003964,CELL000054,04/12/2026 19:01,206,MT,Completed,N,switch
CALL0000011601,SUB00003326,CELL000096,05/03/2026 09:03,168,MT,Completed,Y,switch
CALL0000011602,SUB00000192,CELL000055,04/04/2026 23:17,156,MT,completed ,N,switch
CALL0000011603,SUB00002069,CELL000016,2026-04-18 18:17:29,103,MO,Dropped,N,switch
CALL0000011604,SUB00002581,CELL000025,04/15/2026 10:39,228,MT,completed ,N,switch
CALL0000011605,SUB00003351,CELL000234,05/08/2026 02:49,5,mo ,Completed,N,switch
CALL0000011606,SUB00002177,CELL000200,2026-04-09 16:57:04,26,MO,Completed,N,switch
CALL0000011607,SUB00001945,CELL000023,2026-05-12 15:47:53,189,MO,Completed,Y,switch
CALL0000011608,SUB00002405,CELL000202,05/05/2026 14:49,173,MO,completed ,N,switch
CALL0000011609,SUB00001834,CELL000214,05/06/2026 21:48,305,MT,Completed,N,switch
CALL0000011610,SUB00000338,CELL000049,04/04/2026 09:52,47,mo ,Dropped,N,switch
CALL0000011611,SUB00002308,CELL000032,2026-04-05 01:43:40,231,MO,Completed,N,switch
CALL0000011612,SUB00002932,CELL000184,2026-04-06 02:09:25,285,MO,Dropped,No,switch
CALL0000011613,SUB00000621,CELL000234,2026-05-10 01:12:06,297,MT,Completed,N,switch
CALL0000011614,SUB00003721,CELL000164,2026-04-07 09:35:34,255,MT,completed ,Y,switch
CALL0000011615,SUB00001444,CELL000216,2026-05-22 04:12:11,92,MO,Dropped,No,switch
CALL0000011616,SUB00003388,CELL000055,05/23/2026 05:16,266,MT,Failed,N,switch
CALL0000011617,SUB00002930,CELL000019,04/03/2026 05:16,135,MT,Failed,No,switch
CALL0000011618,SUB00000729,CELL000243,2026-04-13 07:58:00,167,MO,Completed,N,switch
CALL0000011619,SUB00001646,CELL000116,05/26/2026 12:01,214,mo ,Completed,N,switch
CALL0000011620,SUB00003071,CELL000015,04/30/2026 18:24,133,MO,Completed,Y,switch
CALL0000011621,SUB00003256,CELL000072,05/22/2026 18:56,45,MO,Completed,No,switch
CALL0000011622,SUB00000330,CELL000253,04/05/2026 11:13,208,MO,Completed,Y,switch
CALL0000011623,SUB00002129,CELL000244,2026-04-28 10:05:11,96,mo ,Completed,N,switch
CALL0000011624,SUB00000121,CELL000119,2026-04-08 02:42:26,64,mo ,Completed,N,switch
CALL0000011625,SUB00003196,CELL000086,2026-05-30 09:45:24,136,mo ,Failed,Y,switch
CALL0000011626,SUB00004440,CELL000021,2026-05-08 03:13:08,293,MT,Completed,N,switch
CALL0000011627,SUB00003710,CELL000103,05/31/2026 22:32,256,mo ,Dropped,N,switch
CALL0000011628,SUB00003230,CELL000148,04/10/2026 03:36,324,MT,Completed,No,switch
CALL0000011629,SUB00003440,CELL000050,2026-04-24 04:48:59,263,MO,Failed,N,switch
CALL0000011630,SUB00003266,CELL000093,2026-04-28 09:11:01,81,MO,completed ,Y,switch
CALL0000011631,SUB00000055,CELL000209,05/18/2026 16:06,21,MO,Failed,N,switch
CALL0000011632,SUB00001335,CELL000084,2026-05-29 05:43:55,340,MO,Dropped,N,switch
CALL0000011633,SUB00001865,CELL000103,2026-05-16 11:07:04,240,mo ,Completed,No,switch
CALL0000011634,SUB00004725,CELL000071,05/08/2026 21:14,36,mo ,Dropped,N,switch
CALL0000011635,SUB00001772,CELL000133,2026-04-15 09:00:13,174,MT,completed ,No,switch
CALL0000011636,SUB00004187,CELL000146,2026-05-29 20:43:08,27,MO,Dropped,N,switch
CALL0000011637,SUB00001513,CELL000082,05/30/2026 07:14,154,mo ,Dropped,Y,switch
CALL0000011638,SUB00004252,CELL000125,2026-05-15 05:07:00,847,mo ,Failed,N,switch
CALL0000011639,SUB00002536,CELL000038,04/23/2026 01:18,57,MT,Completed,N,switch
CALL0000011640,SUB00000035,CELL000197,2026-04-05 12:49:59,22,MT,Dropped,No,switch
CALL0000011641,SUB00001218,CELL000133,04/14/2026 06:41,53,MO,Dropped,N,switch
CALL0000011642,SUB00000692,CELL000102,05/02/2026 11:17,438,MO,Completed,N,switch
CALL0000011643,SUB00000654,CELL000194,2026-04-02 23:53:43,87,MO,Dropped,Y,switch
CALL0000011644,SUB00001038,CELL000103,2026-05-04 17:40:14,13,MO,Completed,N,switch
CALL0000011645,SUB00002229,CELL000087,2026-05-09 23:14:07,164,mo ,completed ,N,switch
CALL0000011646,SUB00004264,CELL000151,2026-05-24 06:01:51,83,MO,completed ,No,switch
CALL0000011647,SUB00002626,CELL000032,2026-05-20 08:29:46,95,MT,Completed,N,switch
CALL0000011648,SUB00001640,CELL000067,04/08/2026 04:43,177,MO,Completed,N,switch
CALL0000011649,SUB00003037,CELL000186,2026-04-09 15:11:59,138,mo ,Failed,N,switch
CALL0000011650,SUB00001235,CELL000234,05/20/2026 12:22,292,mo ,Dropped,Y,switch
CALL0000011651,SUB00004984,CELL000208,2026-04-22 00:49:49,260,MO,completed ,No,switch
CALL0000011652,SUB00000982,CELL000011,2026-04-07 20:32:40,208,mo ,Completed,No,switch
CALL0000011653,SUB00001984,CELL000030,2026-04-11 20:16:21,151,MT,Completed,No,switch
CALL0000011654,SUB00000370,CELL000154,04/03/2026 00:19,82,MT,Completed,Y,switch
CALL0000011655,SUB00001139,CELL000064,05/05/2026 09:22,292,mo ,Dropped,N,switch
CALL0000011656,SUB00002194,CELL000037,2026-04-03 13:21:58,285,mo ,completed ,Y,switch
CALL0000011657,SUB00004468,CELL000037,2026-05-20 02:30:27,73,MO,completed ,Y,switch
CALL0000011658,SUB00000602,CELL000125,05/07/2026 20:50,238,MT,Dropped,N,switch
CALL0000011659,SUB00004912,CELL000021,2026-04-10 17:42:32,309,mo ,Failed,No,switch
CALL0000011660,SUB00002635,CELL000185,05/20/2026 06:22,12,mo ,Completed,Y,switch
CALL0000011661,SUB00001526,CELL000046,04/11/2026 04:56,183,MT,Completed,N,switch
CALL0000011662,SUB00002176,CELL000080,2026-05-17 03:43:15,18,MO,completed ,N,switch
CALL0000011663,SUB00003069,CELL000122,2026-04-10 18:22:27,391,MO,Failed,N,switch
CALL0000011664,SUB00002456,CELL000205,2026-04-26 23:16:16,43,mo ,Failed,N,switch
CALL0000011665,SUB00003072,CELL000099,05/04/2026 01:16,221,MO,Dropped,N,switch
CALL0000011666,SUB00001218,CELL000236,05/17/2026 08:03,218,mo ,completed ,N,switch
CALL0000011667,SUB00001971,CELL000209,2026-04-01 08:43:26,408,MO,Completed,N,switch
CALL0000011668,SUB00000586,CELL000110,2026-04-30 19:36:51,803,MT,Completed,N,switch
CALL0000011669,SUB00003877,CELL000051,04/12/2026 13:31,118,MO,completed ,Y,switch
CALL0000011670,SUB00003214,CELL000235,2026-04-30 04:09:16,171,MO,Completed,N,switch
CALL0000011671,SUB00004002,CELL000048,04/13/2026 12:06,63,MT,Completed,N,switch
CALL0000011672,SUB00001344,CELL000198,04/07/2026 04:27,263,MO,Completed,N,switch
CALL0000011673,SUB00002666,CELL000037,2026-04-04 15:38:52,52,mo ,Completed,N,switch
CALL0000011674,SUB00001740,CELL000142,2026-05-28 21:19:35,156,mo ,Completed,N,switch
CALL0000011675,SUB00004446,CELL000049,04/19/2026 02:20,75,mo ,Failed,No,switch
CALL0000011676,SUB00000196,CELL000094,2026-05-02 17:28:59,102,MT,Dropped,N,switch
CALL0000011677,SUB00000787,CELL000042,2026-04-25 14:50:42,135,MT,Completed,N,switch
CALL0000011678,SUB00004238,CELL000004,04/07/2026 21:47,254,MT,completed ,No,switch
CALL0000011679,SUB00003693,CELL000116,04/14/2026 04:01,52,MT,Completed,N,switch
CALL0000011680,SUB00000077,CELL000226,2026-04-29 12:21:41,40,MT,completed ,N,switch
CALL0000011681,SUB00002886,CELL000041,2026-05-21 00:50:45,149,MO,completed ,N,switch
CALL0000011682,SUB00003217,CELL000243,2026-05-23 12:45:50,590,MT,Completed,N,switch
CALL0000011683,SUB00000146,CELL000097,2026-05-16 13:12:06,61,MT,Completed,Y,switch
CALL0000011684,SUB00001744,CELL000132,04/14/2026 02:40,117,MT,completed ,N,switch
CALL0000011685,SUB00001817,CELL000091,2026-05-13 00:29:09,220,mo ,Completed,N,switch
CALL0000011686,SUB00004934,CELL000121,05/12/2026 01:45,377,MT,Completed,Y,switch
CALL0000011687,SUB00001577,CELL000132,2026-04-09 21:29:23,509,mo ,Dropped,No,switch
CALL0000011688,SUB00000189,CELL000013,2026-05-27 06:47:20,107,MT,completed ,N,switch
CALL0000011689,SUB00000741,CELL000148,05/25/2026 02:49,102,MO,Failed,Y,switch
CALL0000011690,SUB00004204,CELL000124,05/09/2026 16:46,194,MO,completed ,Y,switch
CALL0000011691,SUB00002483,CELL000111,04/29/2026 18:30,287,MT,completed ,Y,switch
CALL0000011692,SUB00002023,CELL000225,2026-05-04 18:27:54,37,MT,Dropped,N,switch
CALL0000011693,SUB00002420,CELL000041,05/21/2026 09:51,124,MT,Failed,N,switch
CALL0000011694,SUB00002316,CELL000071,05/13/2026 11:52,140,MO,Completed,N,switch
CALL0000011695,SUB00000910,CELL000101,05/15/2026 11:19,46,mo ,Completed,No,switch
CALL0000011696,SUB00000744,CELL000126,04/08/2026 00:04,65,MT,Dropped,No,switch
CALL0000011697,SUB00002229,CELL000181,2026-05-07 01:33:25,314,MO,Failed,Y,switch
