reading_id,meter_id,reading_ts,kwh,kw_demand,voltage,power_factor,quality_flag,source_system,ingestion_batch_id,reading_date,quarantine_reason
MR0000152011,MTR0000104,2026-05-21 18:00:00,-3.5103,0.0,241.77,0.9628,MISSING,ami_headend,AMI_20260602_A,2026-05-21,"Invalid timestamp, kWh, or negative consumption"
MR0000152224,MTR0000104,,2.9124,2.9183,240.0,0.9145,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000152529,MTR0000105,2026-04-12 08:00:00,-112.962,0.0,236.12,0.9715,GOOD,ami_headend,AMI_20260601_A,2026-04-12,"Invalid timestamp, kWh, or negative consumption"
MR0000152927,MTR0000105,2026-04-28 22:00:00,-40.505,0.0,240.67,0.9209,GOOD,ami_headend,AMI_20260601_A,2026-04-28,"Invalid timestamp, kWh, or negative consumption"
MR0000154048,MTR0000106,2026-04-14 15:00:00,-27.0145,0.0,240.1,0.9289,GOOD,ami_headend,AMI_20260601_A,2026-04-14,"Invalid timestamp, kWh, or negative consumption"
MR0000154354,MTR0000106,,20.0707,22.1394,242.86,0.9505,MISSING,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000154654,MTR0000106,2026-05-09 21:00:00,-15.1461,0.0,237.71,0.8931,MISSING,ami_headend,AMI_20260601_B,2026-05-09,"Invalid timestamp, kWh, or negative consumption"
MR0000154781,MTR0000106,2026-05-15 04:00:00,,19.5501,240.34,0.8924,GOOD,ami_headend,AMI_20260602_A,2026-05-15,"Invalid timestamp, kWh, or negative consumption"
MR0000155602,MTR0000107,2026-04-18 09:00:00,-65.032,0.0,240.04,0.9352,GOOD,ami_headend,AMI_20260601_A,2026-04-18,"Invalid timestamp, kWh, or negative consumption"
MR0000155627,MTR0000107,2026-04-19 10:00:00,,54.2796,247.4,0.9747,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-19,"Invalid timestamp, kWh, or negative consumption"
MR0000155647,MTR0000107,2026-04-20 06:00:00,,16.6728,235.2,0.9215,GOOD,ami_headend,AMI_20260601_B,2026-04-20,"Invalid timestamp, kWh, or negative consumption"
MR0000156414,MTR0000107,2026-05-22 05:00:00,,63.5005,240.8,0.8994,GOOD,ami_headend,AMI_20260601_A,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000156659,MTR0000108,2026-04-01 10:00:00,,7.5294,235.79,1.0,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-01,"Invalid timestamp, kWh, or negative consumption"
MR0000159377,MTR0000109,,390.0162,539.4771,248.11,0.9871,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000159541,MTR0000109,2026-05-30 12:00:00,-385.2966,0.0,237.1,0.9153,MISSING,ami_headend,AMI_20260602_A,2026-05-30,"Invalid timestamp, kWh, or negative consumption"
MR0000159761,MTR0000110,2026-04-08 16:00:00,,175.8216,240.61,0.9236,GOOD,ami_headend,AMI_20260601_B,2026-04-08,"Invalid timestamp, kWh, or negative consumption"
MR0000160084,MTR0000110,2026-04-22 03:00:00,-73.7256,0.0,246.1,0.9507,GOOD,ami_headend,AMI_20260601_B,2026-04-22,"Invalid timestamp, kWh, or negative consumption"
MR0000160285,MTR0000110,,184.9916,152.29,250.14,0.9331,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000160445,MTR0000110,,79.2666,94.1793,243.11,0.9857,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000161104,MTR0000111,2026-04-03 15:00:00,-3.7897,0.0,237.6,0.9516,GOOD,ami_headend,AMI_20260601_A,2026-04-03,"Invalid timestamp, kWh, or negative consumption"
MR0000161223,MTR0000111,,4.2785,3.8027,246.43,0.9657,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000161734,MTR0000111,2026-04-29 21:00:00,-1.7671,0.0,241.9,0.9305,GOOD,ami_headend,AMI_20260601_A,2026-04-29,"Invalid timestamp, kWh, or negative consumption"
MR0000161915,MTR0000111,,4.0274,4.8675,234.38,0.9518,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000162243,MTR0000111,2026-05-21 02:00:00,,1.1537,241.41,0.9537,GOOD,ami_headend,AMI_20260602_A,2026-05-21,"Invalid timestamp, kWh, or negative consumption"
MR0000162529,MTR0000112,2026-04-02 00:00:00,,27.8618,240.17,0.9734,GOOD,ami_headend,AMI_20260601_B,2026-04-02,"Invalid timestamp, kWh, or negative consumption"
MR0000162593,MTR0000112,2026-04-04 16:00:00,,38.8398,240.39,0.919,MISSING,ami_headend,AMI_20260601_A,2026-04-04,"Invalid timestamp, kWh, or negative consumption"
MR0000163479,MTR0000112,2026-05-11 14:00:00,-45.8552,0.0,236.74,0.8832,GOOD,ami_headend,AMI_20260601_A,2026-05-11,"Invalid timestamp, kWh, or negative consumption"
MR0000164209,MTR0000113,2026-04-11 00:00:00,-0.9342,0.0,238.26,0.9863,GOOD,ami_headend,AMI_20260601_A,2026-04-11,"Invalid timestamp, kWh, or negative consumption"
MR0000164373,MTR0000113,,5.3983,6.7356,245.01,0.9845,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000165532,MTR0000114,,148.1687,167.9206,240.69,0.9615,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000166641,MTR0000114,,229.8875,184.0511,239.7,0.9533,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000167469,MTR0000115,,56.2056,61.193,239.38,0.9342,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000168555,MTR0000116,,71.478,83.351,238.57,0.9804,ESTIMATED,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000168589,MTR0000116,2026-04-10 12:00:00,-299.6957,0.0,247.32,0.9403,MISSING,ami_headend,AMI_20260602_A,2026-04-10,"Invalid timestamp, kWh, or negative consumption"
MR0000169278,MTR0000116,2026-05-09 05:00:00,-74.6587,0.0,237.9,1.0,MISSING,ami_headend,AMI_20260601_A,2026-05-09,"Invalid timestamp, kWh, or negative consumption"
MR0000169409,MTR0000116,,275.3646,359.0925,238.25,0.9199,MISSING,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000171338,MTR0000118,2026-04-03 01:00:00,,68.3027,243.31,0.937,GOOD,ami_headend,AMI_20260601_B,2026-04-03,"Invalid timestamp, kWh, or negative consumption"
MR0000171578,MTR0000118,2026-04-13 01:00:00,-65.039,0.0,243.68,0.9428,GOOD,ami_headend,AMI_20260602_A,2026-04-13,"Invalid timestamp, kWh, or negative consumption"
MR0000171707,MTR0000118,2026-04-18 10:00:00,-159.7004,0.0,240.46,0.9164,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-18,"Invalid timestamp, kWh, or negative consumption"
MR0000172116,MTR0000118,2026-05-05 11:00:00,-254.0476,0.0,236.51,0.9383,GOOD,ami_headend,AMI_20260602_A,2026-05-05,"Invalid timestamp, kWh, or negative consumption"
MR0000172849,MTR0000119,2026-04-05 00:00:00,-27.8977,0.0,235.36,0.9228,MISSING,ami_headend,AMI_20260601_A,2026-04-05,"Invalid timestamp, kWh, or negative consumption"
MR0000173022,MTR0000119,2026-04-12 05:00:00,-34.1638,0.0,236.33,0.9566,GOOD,ami_headend,AMI_20260601_A,2026-04-12,"Invalid timestamp, kWh, or negative consumption"
MR0000173094,MTR0000119,2026-04-15 05:00:00,,43.1929,247.66,0.9687,GOOD,ami_headend,AMI_20260601_A,2026-04-15,"Invalid timestamp, kWh, or negative consumption"
MR0000173229,MTR0000119,2026-04-20 20:00:00,-65.1787,0.0,227.33,0.9432,MISSING,ami_headend,AMI_20260601_B,2026-04-20,"Invalid timestamp, kWh, or negative consumption"
MR0000173342,MTR0000119,2026-04-25 13:00:00,,52.7682,241.8,0.9569,GOOD,ami_headend,AMI_20260601_B,2026-04-25,"Invalid timestamp, kWh, or negative consumption"
MR0000174131,MTR0000119,2026-05-28 10:00:00,,75.6981,244.54,0.9633,MISSING,ami_headend,AMI_20260601_B,2026-05-28,"Invalid timestamp, kWh, or negative consumption"
MR0000174398,MTR0000120,2026-04-08 13:00:00,-8.6497,0.0,240.58,0.979,GOOD,ami_headend,AMI_20260602_A,2026-04-08,"Invalid timestamp, kWh, or negative consumption"
MR0000174813,MTR0000120,2026-04-25 20:00:00,,5.7961,242.55,0.905,GOOD,ami_headend,AMI_20260602_A,2026-04-25,"Invalid timestamp, kWh, or negative consumption"
MR0000174867,MTR0000120,2026-04-28 02:00:00,-4.4862,0.0,237.23,0.8937,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-28,"Invalid timestamp, kWh, or negative consumption"
MR0000175074,MTR0000120,,7.4129,6.3783,244.09,0.9756,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000176167,MTR0000121,2026-04-21 06:00:00,-26.6283,0.0,241.63,0.9723,GOOD,ami_headend,AMI_20260601_A,2026-04-21,"Invalid timestamp, kWh, or negative consumption"
MR0000176754,MTR0000121,2026-05-15 17:00:00,-64.367,0.0,237.14,0.9162,GOOD,ami_headend,AMI_20260601_A,2026-05-15,"Invalid timestamp, kWh, or negative consumption"
MR0000176925,MTR0000121,2026-05-22 20:00:00,,73.7226,239.04,0.9398,GOOD,ami_headend,AMI_20260601_B,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000177743,MTR0000122,2026-04-25 22:00:00,,2.8618,234.18,0.8971,GOOD,ami_headend,AMI_20260602_A,2026-04-25,"Invalid timestamp, kWh, or negative consumption"
MR0000177993,MTR0000122,2026-05-06 08:00:00,,7.3886,248.85,0.9865,GOOD,ami_headend,AMI_20260601_B,2026-05-06,"Invalid timestamp, kWh, or negative consumption"
MR0000178396,MTR0000122,,4.3925,3.6463,245.96,0.9744,MISSING,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000178723,MTR0000123,2026-04-05 18:00:00,-4.8348,0.0,239.35,0.909,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-05,"Invalid timestamp, kWh, or negative consumption"
MR0000178912,MTR0000123,2026-04-13 15:00:00,-5.9511,0.0,239.1,0.9394,GOOD,ami_headend,AMI_20260601_B,2026-04-13,"Invalid timestamp, kWh, or negative consumption"
MR0000179398,MTR0000123,2026-05-03 21:00:00,-3.4896,0.0,231.32,0.9227,GOOD,ami_headend,AMI_20260601_A,2026-05-03,"Invalid timestamp, kWh, or negative consumption"
MR0000179636,MTR0000123,2026-05-13 19:00:00,-5.9151,0.0,245.07,0.9531,GOOD,ami_headend,AMI_20260601_A,2026-05-13,"Invalid timestamp, kWh, or negative consumption"
MR0000179994,MTR0000123,2026-05-28 17:00:00,-5.1716,0.0,240.26,0.948,GOOD,ami_headend,AMI_20260601_B,2026-05-28,"Invalid timestamp, kWh, or negative consumption"
MR0000180692,MTR0000124,2026-04-26 19:00:00,-4.8463,0.0,237.22,0.9667,GOOD,ami_headend,AMI_20260601_A,2026-04-26,"Invalid timestamp, kWh, or negative consumption"
MR0000180701,MTR0000124,2026-04-27 04:00:00,,1.4652,231.55,0.9503,GOOD,ami_headend,AMI_20260601_B,2026-04-27,"Invalid timestamp, kWh, or negative consumption"
MR0000181325,MTR0000124,,2.2739,2.3594,238.95,0.914,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000181368,MTR0000124,,2.827,3.4114,236.99,0.9326,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000181684,MTR0000125,,2.108,2.126,242.08,0.9339,MISSING,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000182198,MTR0000125,2026-04-28 13:00:00,-5.437,0.0,240.08,0.9551,GOOD,ami_headend,AMI_20260602_A,2026-04-28,"Invalid timestamp, kWh, or negative consumption"
MR0000182458,MTR_BAD,2026-05-09 09:00:00,,3.6375,239.48,0.8998,GOOD,ami_headend,AMI_20260601_A,2026-05-09,"Invalid timestamp, kWh, or negative consumption"
MR0000183368,MTR0000126,2026-04-16 07:00:00,-2.2511,0.0,240.78,0.908,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-16,"Invalid timestamp, kWh, or negative consumption"
MR0000183709,MTR0000126,2026-04-30 12:00:00,-3.2951,0.0,235.93,0.9305,GOOD,ami_headend,AMI_20260602_A,2026-04-30,"Invalid timestamp, kWh, or negative consumption"
MR0000184481,MTR0000127,2026-04-01 16:00:00,-1.5016,0.0,240.92,0.9468,GOOD,ami_headend,AMI_20260601_B,2026-04-01,"Invalid timestamp, kWh, or negative consumption"
MR0000185044,MTR0000127,,0.909,0.8747,238.96,0.9345,ESTIMATED,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000187017,MTR0000128,2026-05-16 08:00:00,,76.3282,247.51,0.9212,MISSING,ami_headend,AMI_20260601_A,2026-05-16,"Invalid timestamp, kWh, or negative consumption"
MR0000187253,MTR0000128,,57.1861,47.6878,237.3,0.9593,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000187431,MTR0000129,2026-04-02 14:00:00,-125.7801,0.0,238.93,0.9765,GOOD,ami_headend,AMI_20260602_A,2026-04-02,"Invalid timestamp, kWh, or negative consumption"
MR0000187608,MTR0000129,2026-04-09 23:00:00,-47.5702,0.0,240.03,0.9525,GOOD,ami_headend,AMI_20260601_B,2026-04-09,"Invalid timestamp, kWh, or negative consumption"
MR0000187663,MTR0000129,2026-04-12 06:00:00,-30.9481,0.0,241.05,0.9259,MISSING,ami_headend,AMI_20260601_B,2026-04-12,"Invalid timestamp, kWh, or negative consumption"
MR0000187872,MTR0000129,2026-04-20 23:00:00,-32.7156,0.0,235.79,0.8902,GOOD,ami_headend,AMI_20260602_A,2026-04-20,"Invalid timestamp, kWh, or negative consumption"
MR0000188676,MTR0000129,,75.1755,78.0059,239.75,0.9121,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000188803,MTR0000129,2026-05-29 18:00:00,,149.4709,238.97,0.9468,GOOD,ami_headend,AMI_20260602_A,2026-05-29,"Invalid timestamp, kWh, or negative consumption"
MR0000188825,MTR0000129,2026-05-30 16:00:00,-95.2567,0.0,247.64,0.9217,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-30,"Invalid timestamp, kWh, or negative consumption"
MR0000189742,MTR0000130,2026-05-07 21:00:00,-3.8689,0.0,235.92,0.9103,GOOD,ami_headend,AMI_20260602_A,2026-05-07,"Invalid timestamp, kWh, or negative consumption"
MR0000190643,MTR0000131,2026-04-14 10:00:00,,6.0947,242.91,0.9213,MISSING,ami_headend,AMI_20260601_A,2026-04-14,"Invalid timestamp, kWh, or negative consumption"
MR0000191363,MTR0000131,2026-05-14 10:00:00,-4.1754,0.0,238.21,0.9272,GOOD,ami_headend,AMI_20260601_B,2026-05-14,"Invalid timestamp, kWh, or negative consumption"
MR0000191594,MTR0000131,2026-05-24 01:00:00,,2.3199,234.42,0.9785,MISSING,ami_headend,AMI_20260602_A,2026-05-24,"Invalid timestamp, kWh, or negative consumption"
MR0000191631,MTR0000131,2026-05-25 14:00:00,-6.4686,0.0,235.96,1.0,MISSING,ami_headend,AMI_20260601_A,2026-05-25,"Invalid timestamp, kWh, or negative consumption"
MR0000192506,MTR0000132,2026-05-01 01:00:00,-2.3163,0.0,234.56,0.923,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-01,"Invalid timestamp, kWh, or negative consumption"
MR0000193197,MTR0000132,,5.205,6.3969,243.17,0.9821,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000193206,MTR0000132,2026-05-30 05:00:00,-2.8067,0.0,241.03,0.8759,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-30,"Invalid timestamp, kWh, or negative consumption"
MR0000193610,MTR0000133,,0.5995,0.5634,240.85,0.8898,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000194171,MTR0000133,2026-05-09 10:00:00,-0.8593,0.0,240.18,0.9621,MISSING,ami_headend,AMI_20260602_A,2026-05-09,"Invalid timestamp, kWh, or negative consumption"
MR0000194315,MTR0000133,2026-05-15 10:00:00,-0.971,0.0,239.28,0.9155,GOOD,ami_headend,AMI_20260601_A,2026-05-15,"Invalid timestamp, kWh, or negative consumption"
MR0000194463,MTR0000133,2026-05-21 14:00:00,,1.8806,238.7,0.9033,GOOD,ami_headend,AMI_20260601_A,2026-05-21,"Invalid timestamp, kWh, or negative consumption"
MR0000194815,MTR0000134,2026-04-05 06:00:00,-4.1392,0.0,238.19,0.9169,MISSING,ami_headend,AMI_20260601_A,2026-04-05,"Invalid timestamp, kWh, or negative consumption"
MR0000194874,MTR0000134,2026-04-07 17:00:00,-11.296,0.0,247.41,0.9127,GOOD,ami_headend,AMI_20260601_B,2026-04-07,"Invalid timestamp, kWh, or negative consumption"
MR0000196660,MTR0000135,,118.149,137.1098,239.69,0.9345,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000198655,MTR0000136,,0.227,0.2677,242.78,0.9332,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000198876,MTR0000136,2026-05-22 11:00:00,-1.3246,0.0,235.44,0.8743,MISSING,ami_headend,AMI_20260602_A,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000198989,MTR0000136,,0.9457,0.9884,241.24,0.8862,ESTIMATED,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000199560,MTR0000137,,1.1226,1.0515,238.12,0.9272,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000199710,MTR0000137,2026-04-26 05:00:00,-3.1233,0.0,236.74,0.9279,GOOD,ami_headend,AMI_20260602_A,2026-04-26,"Invalid timestamp, kWh, or negative consumption"
MR0000200638,MTR0000138,2026-04-03 21:00:00,,0.2685,239.35,0.9093,GOOD,ami_headend,AMI_20260601_A,2026-04-03,"Invalid timestamp, kWh, or negative consumption"
MR0000200907,MTR0000138,2026-04-15 02:00:00,,0.2149,238.38,1.0,GOOD,ami_headend,AMI_20260601_A,2026-04-15,"Invalid timestamp, kWh, or negative consumption"
MR0000201132,MTR0000138,2026-04-24 11:00:00,,0.7179,234.24,0.9264,GOOD,ami_headend,AMI_20260602_A,2026-04-24,"Invalid timestamp, kWh, or negative consumption"
MR0000201551,MTR0000138,2026-05-11 22:00:00,-0.5766,0.0,246.55,0.9094,MISSING,ami_headend,AMI_20260601_A,2026-05-11,"Invalid timestamp, kWh, or negative consumption"
MR0000202475,MTR0000139,,11.1698,14.9673,244.81,0.9465,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000202552,MTR0000139,2026-04-22 15:00:00,-7.497,0.0,238.16,0.869,GOOD,ami_headend,AMI_20260601_A,2026-04-22,"Invalid timestamp, kWh, or negative consumption"
MR0000203646,MTR0000140,2026-04-07 05:00:00,,5.1296,235.15,0.8936,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-07,"Invalid timestamp, kWh, or negative consumption"
MR0000203842,MTR0000140,2026-04-15 09:00:00,-11.1172,0.0,238.3,0.9046,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-15,"Invalid timestamp, kWh, or negative consumption"
MR0000203852,MTR0000140,,12.9034,12.9119,243.65,0.9488,ESTIMATED,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000204056,MTR0000140,2026-04-24 07:00:00,-4.7566,0.0,240.97,0.978,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-24,"Invalid timestamp, kWh, or negative consumption"
MR0000204133,MTR0000140,2026-04-27 12:00:00,-10.3838,0.0,241.38,0.9672,GOOD,ami_headend,AMI_20260601_A,2026-04-27,"Invalid timestamp, kWh, or negative consumption"
MR0000204199,MTR0000140,2026-04-30 06:00:00,-3.1938,0.0,241.07,0.9646,MISSING,ami_headend,AMI_20260602_A,2026-04-30,"Invalid timestamp, kWh, or negative consumption"
MR0000204547,MTR0000140,2026-05-14 18:00:00,,9.1976,241.46,0.9424,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-14,"Invalid timestamp, kWh, or negative consumption"
MR0000205517,MTR0000141,2026-04-24 04:00:00,-27.9982,0.0,240.42,0.9065,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-24,"Invalid timestamp, kWh, or negative consumption"
MR0000207606,MTR0000142,2026-05-20 05:00:00,-3.329,0.0,238.31,0.9168,MISSING,ami_headend,AMI_20260601_A,2026-05-20,"Invalid timestamp, kWh, or negative consumption"
MR0000209192,MTR0000143,2026-05-25 07:00:00,-1.3241,0.0,234.21,0.9284,MISSING,ami_headend,AMI_20260601_B,2026-05-25,"Invalid timestamp, kWh, or negative consumption"
MR0000209671,MTR0000144,,188.198,244.4123,239.74,0.9388,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000210290,MTR0000144,,119.9919,165.4376,234.48,0.9251,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000210586,MTR0000144,2026-05-22 09:00:00,-311.2887,0.0,249.1,0.8933,GOOD,ami_headend,AMI_20260602_A,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000210615,MTR0000144,,189.5463,210.5203,243.89,0.912,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000211438,MTR0000145,2026-04-26 21:00:00,,1.9326,236.35,0.9749,GOOD,ami_headend,AMI_20260602_A,2026-04-26,"Invalid timestamp, kWh, or negative consumption"
MR0000212096,MTR0000145,2026-05-24 07:00:00,,1.386,239.18,0.8887,MISSING,ami_headend,AMI_20260601_A,2026-05-24,"Invalid timestamp, kWh, or negative consumption"
MR0000212505,MTR0000146,2026-04-10 08:00:00,,8.604,239.2,0.95,GOOD,ami_headend,AMI_20260601_B,2026-04-10,"Invalid timestamp, kWh, or negative consumption"
MR0000212724,MTR0000146,2026-04-19 11:00:00,,5.1895,238.85,0.9361,GOOD,ami_headend,AMI_20260602_A,2026-04-19,"Invalid timestamp, kWh, or negative consumption"
MR0000213358,MTR0000146,2026-05-15 21:00:00,-1.5791,0.0,240.78,0.8999,GOOD,ami_headend,AMI_20260601_B,2026-05-15,"Invalid timestamp, kWh, or negative consumption"
MR0000213457,MTR0000146,,4.0704,4.4329,240.67,0.9325,MISSING,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000214129,MTR0000147,2026-04-17 00:00:00,-3.7958,0.0,230.88,0.9025,GOOD,ami_headend,AMI_20260601_A,2026-04-17,"Invalid timestamp, kWh, or negative consumption"
MR0000214797,MTR0000147,2026-05-14 20:00:00,,14.1819,239.38,0.9202,GOOD,ami_headend,AMI_20260601_B,2026-05-14,"Invalid timestamp, kWh, or negative consumption"
MR0000214848,MTR0000147,2026-05-16 23:00:00,-3.5605,0.0,239.4,0.9154,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-16,"Invalid timestamp, kWh, or negative consumption"
MR0000215736,MTR0000148,2026-04-22 23:00:00,-15.9277,0.0,239.95,0.9346,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-22,"Invalid timestamp, kWh, or negative consumption"
MR0000216362,MTR0000148,2026-05-19 01:00:00,,40.0896,242.67,0.9388,GOOD,ami_headend,AMI_20260601_B,2026-05-19,"Invalid timestamp, kWh, or negative consumption"
MR0000216370,MTR0000148,2026-05-19 09:00:00,-50.5382,0.0,243.9,0.8948,GOOD,ami_headend,AMI_20260601_B,2026-05-19,"Invalid timestamp, kWh, or negative consumption"
MR0000216899,MTR0000149,2026-04-10 10:00:00,,99.4497,242.82,0.9364,MISSING,ami_headend,AMI_20260601_B,2026-04-10,"Invalid timestamp, kWh, or negative consumption"
MR0000217085,MTR0000149,2026-04-18 04:00:00,-24.9124,0.0,246.59,0.8764,GOOD,ami_headend,AMI_20260602_A,2026-04-18,"Invalid timestamp, kWh, or negative consumption"
MR0000217560,MTR0000149,2026-05-07 23:00:00,,37.8289,237.79,0.9751,GOOD,ami_headend,AMI_20260602_A,2026-05-07,"Invalid timestamp, kWh, or negative consumption"
MR0000217648,MTR0000149,2026-05-11 15:00:00,,120.093,238.59,0.9225,GOOD,ami_headend,AMI_20260601_B,2026-05-11,"Invalid timestamp, kWh, or negative consumption"
MR0000218080,MTR0000149,,79.7318,96.0759,231.7,0.9652,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000218372,MTR0000150,2026-04-10 19:00:00,-8.1111,0.0,239.08,0.9052,GOOD,ami_headend,AMI_20260602_A,2026-04-10,"Invalid timestamp, kWh, or negative consumption"
MR0000218678,MTR0000150,2026-04-23 13:00:00,-11.1398,0.0,233.77,0.932,MISSING,ami_headend,AMI_20260602_A,2026-04-23,"Invalid timestamp, kWh, or negative consumption"
MR0000218823,MTR0000150,,9.3476,8.2233,234.43,0.8961,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000219002,MTR0000150,2026-05-07 01:00:00,-4.0704,0.0,238.09,0.9405,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-07,"Invalid timestamp, kWh, or negative consumption"
MR0000220304,MTR0000151,2026-04-30 07:00:00,-1.8415,0.0,239.17,0.9828,GOOD,ami_headend,AMI_20260601_A,2026-04-30,"Invalid timestamp, kWh, or negative consumption"
MR0000220727,MTR0000151,2026-05-17 22:00:00,,2.2899,239.61,0.9295,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-17,"Invalid timestamp, kWh, or negative consumption"
MR0000221250,MTR0000152,2026-04-08 17:00:00,,1.165,239.13,0.9888,GOOD,ami_headend,AMI_20260601_B,2026-04-08,"Invalid timestamp, kWh, or negative consumption"
MR0000221469,MTR0000152,2026-04-17 20:00:00,-0.9414,0.0,230.86,0.9614,GOOD,ami_headend,AMI_20260601_B,2026-04-17,"Invalid timestamp, kWh, or negative consumption"
MR0000221747,MTR0000152,2026-04-29 10:00:00,,0.9691,238.81,0.9901,GOOD,ami_headend,AMI_20260601_B,2026-04-29,"Invalid timestamp, kWh, or negative consumption"
MR0000222080,MTR0000152,2026-05-13 07:00:00,,0.4373,235.66,0.9536,GOOD,ami_headend,AMI_20260602_A,2026-05-13,"Invalid timestamp, kWh, or negative consumption"
MR0000222516,MTR0000152,2026-05-31 11:00:00,,0.9741,238.6,0.9304,GOOD,ami_headend,AMI_20260602_A,2026-05-31,"Invalid timestamp, kWh, or negative consumption"
MR0000223248,MTR0000153,2026-04-30 23:00:00,-3.9677,0.0,243.44,0.9265,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-30,"Invalid timestamp, kWh, or negative consumption"
MR0000223593,MTR0000153,2026-05-15 08:00:00,,19.9868,244.56,0.9718,GOOD,ami_headend,AMI_20260602_A,2026-05-15,"Invalid timestamp, kWh, or negative consumption"
MR0000224304,MTR0000154,2026-04-13 23:00:00,-3.8055,0.0,236.57,0.9874,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-13,"Invalid timestamp, kWh, or negative consumption"
MR0000225068,MTR0000154,,7.3607,6.8803,235.7,0.9255,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
