call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date
CALL0000015138,SUB00004525,CELL000183,,190.0,MO,Completed,True,switch,
CALL0000015139,SUB00002575,CELL000199,2026-04-21 21:17:00,229.0,MT,Failed,False,switch,2026-04-21
CALL0000015140,SUB00002114,CELL000247,2026-05-19 06:52:00,17.0,MO,Completed,False,switch,2026-05-19
CALL0000015141,SUB00000467,CELL000202,,34.0,MT,Dropped,False,switch,
CALL0000015142,SUB00002305,CELL000038,,5.0,MO,Failed,False,switch,
CALL0000015143,SUB00003598,CELL000035,,268.0,MO,Dropped,True,switch,
CALL0000015144,SUB00000403,CELL000211,2026-04-07 02:31:00,180.0,MO,Completed,False,switch,2026-04-07
CALL0000015145,SUB00002678,CELL000041,2026-04-23 07:22:00,629.0,MT,Dropped,False,switch,2026-04-23
CALL0000015146,SUB00000655,CELL000061,,12.0,MO,Failed,False,switch,
CALL0000015147,SUB00002323,CELL000161,,52.0,MO,Completed,False,switch,
CALL0000015148,SUB00004656,CELL000194,2026-04-12 21:44:00,460.0,MT,Completed,False,switch,2026-04-12
CALL0000015149,SUB00001547,CELL000225,2026-04-17 05:42:00,67.0,MT,Completed,True,switch,2026-04-17
CALL0000015150,SUB00002531,CELL000153,2026-05-07 09:26:00,90.0,MT,Failed,False,switch,2026-05-07
CALL0000015151,SUB00004519,CELL000220,,195.0,MO,Completed,False,switch,
CALL0000015152,SUB00003497,CELL000008,,264.0,MT,Failed,False,switch,
CALL0000015153,SUB00001304,CELL000249,,48.0,MO,Failed,False,switch,
CALL0000015154,SUB00003385,CELL000205,,125.0,MO,Dropped,False,switch,
CALL0000015155,SUB00003545,CELL000159,2026-05-07 12:08:00,30.0,MO,Completed,False,switch,2026-05-07
CALL0000015156,SUB00001928,CELL000101,2026-04-23 23:14:00,42.0,MO,Completed,False,switch,2026-04-23
CALL0000015157,SUB00000261,CELL000101,,96.0,MO,Completed,False,switch,
CALL0000015158,SUB00003214,CELL000009,2026-05-09 04:28:00,32.0,MT,Completed,True,switch,2026-05-09
CALL0000015159,SUB00003824,CELL000153,2026-04-08 05:59:00,371.0,MO,Completed,False,switch,2026-04-08
CALL0000015160,SUB00004029,CELL000098,2026-05-16 23:13:00,123.0,MO,Completed,False,switch,2026-05-16
CALL0000015161,SUB00000642,CELL000178,,52.0,MO,Completed,False,switch,
CALL0000015162,SUB00003334,CELL000093,,1.0,MO,Completed,False,switch,
CALL0000015163,SUB00001834,CELL000246,2026-04-17 00:35:00,580.0,MT,Completed,False,switch,2026-04-17
CALL0000015164,SUB00002278,CELL000145,,176.0,MO,Completed,False,switch,
CALL0000015165,SUB00002054,CELL000158,2026-05-20 08:27:00,66.0,MO,Completed,False,switch,2026-05-20
CALL0000015166,SUB00004203,CELL000212,2026-04-29 22:45:00,92.0,MT,Completed,False,switch,2026-04-29
CALL0000015167,SUB00000608,CELL000170,,102.0,MO,Completed,False,switch,
CALL0000015168,SUB00000079,CELL000123,2026-04-03 03:28:00,20.0,MO,Dropped,True,switch,2026-04-03
CALL0000015169,SUB00003797,CELL000045,,86.0,MO,Completed,False,switch,
CALL0000015170,SUB00000456,CELL000060,2026-05-24 13:25:00,41.0,MT,Failed,False,switch,2026-05-24
CALL0000015171,SUB00000051,CELL000105,2026-05-20 02:11:00,121.0,MO,Dropped,False,switch,2026-05-20
CALL0000015172,SUB00004700,CELL000245,2026-05-31 03:34:00,180.0,MO,Completed,True,switch,2026-05-31
CALL0000015173,SUB00004345,CELL000226,2026-05-23 20:22:00,122.0,MO,Completed,True,switch,2026-05-23
CALL0000015174,SUB00002032,CELL000143,2026-04-27 11:47:00,40.0,MO,Completed,False,switch,2026-04-27
CALL0000015175,SUB00004835,CELL000195,,17.0,MO,Completed,False,switch,
CALL0000015176,SUB00001790,CELL000056,2026-04-24 17:20:00,1010.0,MT,Completed,False,switch,2026-04-24
CALL0000015177,SUB00001434,CELL000037,,11.0,MO,Completed,False,switch,
CALL0000015178,SUB00003294,CELL000028,2026-05-30 17:55:00,206.0,MO,Failed,False,switch,2026-05-30
CALL0000015179,SUB00000438,CELL000068,,55.0,MO,Failed,False,switch,
CALL0000015180,SUB00002138,CELL000236,,55.0,MO,Dropped,False,switch,
CALL0000015181,SUB00001934,CELL000209,,459.0,MO,Completed,False,switch,
CALL0000015182,SUB00004103,CELL000178,,37.0,MT,Completed,False,switch,
CALL0000015183,SUB00003932,CELL000167,2026-05-06 08:39:00,10.0,MT,Completed,False,switch,2026-05-06
CALL0000015184,SUB00002226,CELL000163,,16.0,MT,Completed,True,switch,
CALL0000015185,SUB00001151,CELL000204,2026-04-01 07:51:00,67.0,MT,Completed,False,switch,2026-04-01
CALL0000015186,SUB00002479,CELL000158,,451.0,MO,Completed,False,switch,
CALL0000015187,SUB00001077,CELL000039,2026-05-25 11:16:00,26.0,MO,Failed,False,switch,2026-05-25
CALL0000015188,SUB00004685,CELL000061,,146.0,MO,Completed,False,switch,
CALL0000015189,SUB00000203,CELL000150,2026-05-07 11:59:00,28.0,MT,Completed,False,switch,2026-05-07
CALL0000015190,SUB00002002,CELL000104,2026-05-14 06:21:00,380.0,MO,Dropped,False,switch,2026-05-14
CALL0000015191,SUB00001797,CELL000152,2026-05-01 14:26:00,164.0,MO,Failed,False,switch,2026-05-01
CALL0000015192,SUB00000781,CELL000113,,334.0,MO,Dropped,False,switch,
CALL0000015193,SUB00000564,CELL000170,2026-05-20 11:13:00,17.0,MO,Dropped,True,switch,2026-05-20
CALL0000015194,SUB00003015,CELL000134,2026-04-25 07:14:00,134.0,MO,Failed,False,switch,2026-04-25
CALL0000015195,SUB00000209,CELL000006,,62.0,MO,Completed,False,switch,
CALL0000015196,SUB00000785,CELL000163,,76.0,MO,Failed,True,switch,
CALL0000015197,SUB00000146,CELL000132,2026-04-11 04:55:00,426.0,MT,Completed,False,switch,2026-04-11
CALL0000015198,SUB00000613,CELL000246,2026-05-23 01:43:00,646.0,MO,Completed,False,switch,2026-05-23
CALL0000015199,SUB00000395,CELL000253,2026-04-13 12:43:00,41.0,MO,Completed,False,switch,2026-04-13
CALL0000015200,SUB00004429,CELL000172,,145.0,MO,Failed,False,switch,
CALL0000015201,SUB00000031,CELL000255,,48.0,MO,Failed,False,switch,
CALL0000015202,SUB00000664,CELL000122,2026-04-25 07:57:00,118.0,MO,Dropped,False,switch,2026-04-25
CALL0000015203,SUB00003629,CELL000226,,6.0,MO,Completed,True,switch,
CALL0000015204,SUB00003654,CELL000128,,6.0,MT,Completed,False,switch,
CALL0000015205,SUB00004707,CELL000023,2026-04-11 07:44:00,147.0,MO,Completed,False,switch,2026-04-11
CALL0000015206,SUB00004819,CELL000004,,10.0,MT,Completed,False,switch,
CALL0000015207,SUB00004903,CELL000133,,631.0,MO,Completed,False,switch,
CALL0000015208,SUB00002828,CELL000183,2026-04-12 01:50:00,79.0,MO,Completed,True,switch,2026-04-12
CALL0000015209,SUB00004906,CELL000142,,115.0,MT,Failed,True,switch,
CALL0000015210,SUB00001519,CELL000192,2026-05-23 13:49:00,234.0,MO,Failed,False,switch,2026-05-23
CALL0000015211,SUB00002658,CELL000233,,34.0,MO,Dropped,False,switch,
CALL0000015212,SUB00001118,CELL000066,2026-05-27 04:02:00,190.0,MT,Failed,False,switch,2026-05-27
CALL0000015213,SUB00003037,CELL000027,,614.0,MT,Failed,True,switch,
CALL0000015214,SUB00003033,CELL000104,2026-04-26 05:02:00,30.0,MT,Completed,False,switch,2026-04-26
CALL0000015215,SUB00002988,CELL000089,2026-05-30 00:00:00,325.0,MO,Completed,True,switch,2026-05-30
CALL0000015216,SUB00004673,CELL000248,2026-05-25 03:33:00,123.0,MO,Completed,False,switch,2026-05-25
CALL0000015217,SUB00004727,CELL000163,,74.0,MO,Completed,False,switch,
CALL0000015218,SUB00001099,CELL000122,,9.0,MO,Completed,True,switch,
CALL0000015219,SUB00001298,CELL000179,,126.0,MO,Completed,False,switch,
CALL0000015220,SUB00001431,CELL000240,2026-05-26 16:23:00,4.0,MO,Completed,False,switch,2026-05-26
CALL0000015221,SUB00001299,CELL000195,2026-04-10 17:51:00,140.0,MO,Completed,False,switch,2026-04-10
CALL0000015222,SUB00000092,CELL000098,2026-04-02 17:49:00,247.0,MO,Dropped,True,switch,2026-04-02
CALL0000015223,SUB00004877,CELL000078,2026-05-24 21:24:00,154.0,MT,Completed,True,switch,2026-05-24
CALL0000015224,SUB00000280,CELL000085,2026-05-26 16:31:00,88.0,MO,Dropped,False,switch,2026-05-26
CALL0000015225,SUB00001232,CELL000183,,128.0,MO,Dropped,True,switch,
CALL0000015226,SUB00003806,CELL000058,,61.0,MO,Completed,False,switch,
CALL0000015227,SUB00002655,CELL000133,2026-05-07 00:56:00,237.0,MT,Completed,True,switch,2026-05-07
CALL0000015228,SUB00000418,CELL000243,,153.0,MO,Completed,True,switch,
CALL0000015229,SUB00003880,CELL000185,2026-05-15 20:46:00,293.0,MT,Completed,True,switch,2026-05-15
CALL0000015230,SUB00004878,CELL000173,,294.0,MO,Dropped,False,switch,
CALL0000015231,SUB00001216,CELL000044,2026-05-17 10:42:00,287.0,MO,Failed,False,switch,2026-05-17
CALL0000015232,SUB00004639,CELL000044,2026-04-14 14:20:00,34.0,MO,Completed,False,switch,2026-04-14
CALL0000015233,SUB00004559,CELL000067,2026-04-07 07:51:00,153.0,MO,Completed,True,switch,2026-04-07
CALL0000015234,SUB00000186,CELL000200,2026-05-27 20:15:00,474.0,MT,Dropped,False,switch,2026-05-27
CALL0000015235,SUB00004109,CELL000111,2026-04-11 18:59:00,7.0,MO,Failed,False,switch,2026-04-11
CALL0000015236,SUB00004549,CELL000210,,82.0,MT,Completed,False,switch,
CALL0000015237,SUB00001001,CELL000090,2026-04-29 19:09:00,13.0,MO,Completed,False,switch,2026-04-29
CALL0000015238,SUB00001857,CELL000046,,271.0,MO,Completed,False,switch,
CALL0000015239,SUB00003947,CELL000020,2026-04-01 19:39:00,140.0,MT,Failed,True,switch,2026-04-01
CALL0000015240,SUB00004230,CELL000131,,22.0,MO,Completed,False,switch,
CALL0000015241,SUB00004495,CELL000103,2026-05-30 04:06:00,136.0,MO,Completed,True,switch,2026-05-30
CALL0000015242,SUB00004824,CELL000105,2026-04-22 17:47:00,93.0,MO,Completed,True,switch,2026-04-22
CALL0000015243,SUB00004036,CELL000078,,123.0,MO,Failed,False,switch,
CALL0000015244,SUB00003189,CELL000004,,218.0,MT,Failed,False,switch,
CALL0000015245,SUB00001367,CELL000242,,65.0,MO,Failed,False,switch,
CALL0000015246,SUB00001312,CELL000007,,433.0,MT,Failed,False,switch,
CALL0000015247,SUB00000068,CELL000169,2026-05-01 07:11:00,142.0,MT,Dropped,True,switch,2026-05-01
CALL0000015248,SUB00003258,CELL000147,,48.0,MO,Failed,False,switch,
CALL0000015249,SUB00004564,CELL000010,,14.0,MT,Failed,False,switch,
CALL0000015250,SUB00000829,CELL000208,2026-04-08 16:47:00,331.0,MT,Completed,False,switch,2026-04-08
CALL0000015251,SUB00004773,CELL000165,2026-05-25 17:50:00,328.0,MO,Completed,False,switch,2026-05-25
CALL0000015252,SUB00004199,CELL000233,2026-04-14 22:45:00,72.0,MT,Failed,True,switch,2026-04-14
CALL0000015253,SUB00001170,CELL000020,2026-05-13 04:42:00,90.0,MO,Completed,True,switch,2026-05-13
CALL0000015254,SUB00001147,CELL000232,2026-04-30 08:58:00,69.0,MT,Completed,False,switch,2026-04-30
CALL0000015255,SUB00003497,CELL000246,2026-05-10 00:03:00,56.0,MT,Completed,False,switch,2026-05-10
CALL0000015256,SUB00004182,CELL000177,,148.0,MT,Completed,False,switch,
CALL0000015257,SUB00004635,CELL000211,2026-04-18 03:57:00,429.0,MT,Failed,False,switch,2026-04-18
CALL0000015258,SUB00004838,CELL000153,2026-04-26 03:14:00,122.0,MO,Dropped,False,switch,2026-04-26
CALL0000015259,SUB00002438,CELL000214,2026-05-27 09:22:00,36.0,MT,Dropped,False,switch,2026-05-27
CALL0000015260,SUB00002588,CELL000131,2026-04-24 15:59:00,7.0,MO,Dropped,False,switch,2026-04-24
CALL0000015261,SUB00002000,CELL000037,,48.0,MT,Completed,False,switch,
CALL0000015262,SUB00000036,CELL000113,,409.0,MT,Completed,False,switch,
CALL0000015263,SUB00004703,CELL000114,2026-05-27 17:21:00,54.0,MO,Dropped,False,switch,2026-05-27
CALL0000015264,SUB00004976,CELL000139,2026-04-03 13:10:00,17.0,MO,Completed,False,switch,2026-04-03
CALL0000015265,SUB00001389,CELL000202,,858.0,MO,Completed,True,switch,
CALL0000015266,SUB00004991,CELL000201,,247.0,MT,Completed,True,switch,
CALL0000015267,SUB00003629,CELL000094,2026-05-03 04:19:00,237.0,MO,Dropped,False,switch,2026-05-03
CALL0000015268,SUB00003557,CELL000128,,677.0,MO,Failed,True,switch,
CALL0000015269,SUB00001432,CELL000088,,97.0,MO,Completed,True,switch,
CALL0000015270,SUB00001440,CELL000069,,16.0,MT,Completed,False,switch,
CALL0000015271,SUB00001952,CELL000123,2026-05-06 15:32:00,56.0,MO,Completed,False,switch,2026-05-06
CALL0000015272,SUB00004152,CELL000215,2026-04-13 01:29:00,7.0,MO,Completed,False,switch,2026-04-13
CALL0000015273,SUB00004306,CELL000073,,164.0,MO,Completed,True,switch,
CALL0000015274,SUB00003702,CELL000137,2026-05-24 23:11:00,709.0,MO,Failed,False,switch,2026-05-24
CALL0000015275,SUB00001532,CELL000098,2026-04-29 11:06:00,92.0,MT,Completed,False,switch,2026-04-29
CALL0000015276,SUB00000764,CELL000156,2026-05-01 21:02:00,191.0,MT,Completed,False,switch,2026-05-01
CALL0000015277,SUB00004066,CELL000084,,170.0,MT,Completed,False,switch,
CALL0000015278,SUB00000239,CELL000203,2026-05-14 01:47:00,410.0,MT,Dropped,False,switch,2026-05-14
CALL0000015279,SUB00004445,CELL000066,2026-05-25 13:00:00,11.0,MO,Completed,False,switch,2026-05-25
CALL0000015280,SUB00000477,CELL000053,2026-04-09 13:48:00,57.0,MO,Failed,True,switch,2026-04-09
CALL0000015281,SUB00003831,CELL000104,,315.0,MO,Completed,False,switch,
CALL0000015282,SUB00001499,CELL000170,2026-04-16 11:43:00,778.0,MO,Completed,False,switch,2026-04-16
CALL0000015283,SUB00000590,CELL000016,,82.0,MO,Completed,False,switch,
CALL0000015284,SUB00003064,CELL000024,,15.0,MO,Completed,True,switch,
CALL0000015285,SUB00002618,CELL000104,2026-05-13 11:47:00,227.0,MO,Completed,False,switch,2026-05-13
CALL0000015286,SUB00000326,CELL000190,2026-04-16 01:20:00,194.0,MT,Completed,False,switch,2026-04-16
CALL0000015287,SUB00001395,CELL000243,2026-04-27 21:18:00,202.0,MT,Completed,False,switch,2026-04-27
CALL0000015288,SUB00000178,CELL000041,2026-04-21 13:00:00,317.0,MO,Failed,False,switch,2026-04-21
CALL0000015289,SUB00001621,CELL000007,,34.0,MO,Completed,False,switch,
CALL0000015290,SUB00004311,CELL000222,,33.0,MO,Completed,False,switch,
CALL0000015291,SUB00004572,CELL000026,,275.0,MO,Completed,False,switch,
CALL0000015292,SUB00003889,CELL000247,2026-04-14 15:16:00,83.0,MO,Dropped,False,switch,2026-04-14
CALL0000015293,SUB00000543,CELL000192,,86.0,MT,Failed,False,switch,
CALL0000015294,SUB00003577,CELL000235,,134.0,MO,Completed,True,switch,
CALL0000015295,SUB00000099,CELL000203,,28.0,MO,Failed,False,switch,
CALL0000015296,SUB00003980,CELL000154,,60.0,MO,Completed,True,switch,
CALL0000015297,SUB00000497,CELL000234,,35.0,MO,Completed,True,switch,
CALL0000015298,SUB00001110,CELL000220,,79.0,MT,Completed,False,switch,
CALL0000015299,SUB00001609,CELL000246,2026-04-22 03:03:00,419.0,MO,Completed,False,switch,2026-04-22
CALL0000015300,SUB00002869,CELL000054,,154.0,MO,Completed,False,switch,
CALL0000015301,SUB00000823,CELL000038,,330.0,MO,Completed,False,switch,
CALL0000015302,SUB00000773,CELL000252,,35.0,MT,Failed,False,switch,
CALL0000015303,SUB00002022,CELL000035,,161.0,MT,Completed,False,switch,
CALL0000015304,SUB00004905,CELL000167,2026-04-03 18:58:00,177.0,MO,Completed,False,switch,2026-04-03
CALL0000015305,SUB00003983,CELL000044,,149.0,MO,Completed,False,switch,
CALL0000015306,SUB00001308,CELL000229,,247.0,MT,Completed,False,switch,
CALL0000015307,SUB00004248,CELL000160,2026-05-06 11:29:00,2.0,MO,Completed,False,switch,2026-05-06
CALL0000015308,SUB00003515,CELL000029,,102.0,MO,Completed,False,switch,
CALL0000015309,SUB00002744,CELL000149,,175.0,MT,Completed,False,switch,
CALL0000015310,SUB00002466,CELL000103,,114.0,MO,Completed,False,switch,
CALL0000015311,SUB00000765,CELL000093,2026-05-06 21:18:00,40.0,MO,Completed,False,switch,2026-05-06
CALL0000015312,SUB00000928,CELL000246,,523.0,MO,Failed,True,switch,
CALL0000015313,SUB00003729,CELL000068,2026-04-10 21:12:00,234.0,MO,Dropped,False,switch,2026-04-10
CALL0000015314,SUB00000165,CELL000061,,52.0,MO,Failed,False,switch,
CALL0000015315,SUB00001366,CELL000128,,69.0,MO,Failed,False,switch,
CALL0000015316,SUB00003875,CELL000042,2026-05-09 19:07:00,248.0,MO,Completed,False,switch,2026-05-09
CALL0000015317,SUB00002317,CELL000227,,317.0,MT,Completed,False,switch,
CALL0000015318,SUB00001044,CELL000096,2026-04-26 23:06:00,69.0,MT,Completed,False,switch,2026-04-26
CALL0000015319,SUB00002533,CELL000054,,141.0,MO,Completed,True,switch,
CALL0000015320,SUB00004026,CELL000126,2026-05-31 08:44:00,411.0,MT,Dropped,False,switch,2026-05-31
CALL0000015321,SUB00000098,CELL000036,2026-04-26 13:50:00,289.0,MT,Completed,False,switch,2026-04-26
CALL0000015322,SUB00004504,CELL000203,2026-05-29 18:23:00,139.0,MO,Dropped,False,switch,2026-05-29
CALL0000015323,SUB00004276,CELL000013,,109.0,MT,Failed,False,switch,
CALL0000015324,SUB00001226,CELL000101,,57.0,MT,Completed,True,switch,
CALL0000015325,SUB00001038,CELL000122,2026-04-17 22:05:00,498.0,MO,Completed,False,switch,2026-04-17
CALL0000015326,SUB00004182,CELL000251,2026-05-13 03:43:00,359.0,MT,Failed,True,switch,2026-05-13
CALL0000015327,SUB00000384,CELL000044,2026-04-06 07:57:00,325.0,MO,Completed,False,switch,2026-04-06
CALL0000015328,SUB00002032,CELL000232,2026-04-01 08:14:00,71.0,MO,Failed,False,switch,2026-04-01
CALL0000015329,SUB00000595,CELL000034,,155.0,MO,Failed,True,switch,
CALL0000015330,SUB00000562,CELL000065,2026-05-05 09:39:00,58.0,MO,Completed,False,switch,2026-05-05
CALL0000015331,SUB00002498,CELL000130,2026-05-14 14:29:00,295.0,MT,Completed,False,switch,2026-05-14
CALL0000015332,SUB00003165,CELL000055,2026-05-22 23:34:00,97.0,MT,Dropped,False,switch,2026-05-22
CALL0000015333,SUB00000368,CELL000130,2026-04-07 05:25:00,97.0,MT,Completed,False,switch,2026-04-07
CALL0000015334,SUB00000704,CELL000215,,503.0,MO,Failed,False,switch,
CALL0000015335,SUB00000913,CELL000198,,415.0,MT,Completed,False,switch,
CALL0000015336,SUB00002205,CELL000203,2026-05-03 05:11:00,424.0,MO,Completed,False,switch,2026-05-03
CALL0000015337,SUB00004355,CELL000116,2026-04-25 21:13:00,39.0,MO,Failed,False,switch,2026-04-25
CALL0000015338,SUB00004731,CELL000218,2026-05-24 00:47:00,525.0,MO,Completed,False,switch,2026-05-24
CALL0000015339,SUB00004537,CELL000104,,63.0,MO,Completed,False,switch,
CALL0000015340,SUB00003446,CELL000158,,40.0,MO,Completed,False,switch,
CALL0000015341,SUB00000610,CELL000050,,1.0,MT,Failed,False,switch,
CALL0000015342,SUB00000898,CELL000167,2026-05-26 15:03:00,36.0,MO,Completed,False,switch,2026-05-26
CALL0000015343,SUB00001224,CELL000192,2026-05-11 07:37:00,182.0,MO,Dropped,False,switch,2026-05-11
CALL0000015344,SUB00002314,CELL000026,,453.0,MO,Completed,False,switch,
CALL0000015345,SUB00001311,CELL000012,2026-04-24 13:56:00,218.0,MT,Completed,False,switch,2026-04-24
CALL0000015346,SUB00004433,CELL000232,2026-04-11 23:40:00,261.0,MO,Completed,False,switch,2026-04-11
CALL0000015347,SUB00000936,CELL000046,2026-04-03 19:33:00,585.0,MO,Failed,False,switch,2026-04-03
CALL0000015348,SUB00001197,CELL000183,,490.0,MT,Completed,False,switch,
CALL0000015349,SUB00001596,CELL000002,2026-05-05 00:16:00,134.0,MO,Failed,False,switch,2026-05-05
CALL0000015350,SUB00001501,CELL000068,,247.0,MT,Completed,False,switch,
CALL0000015351,SUB00004770,CELL000112,2026-04-12 15:02:00,101.0,MT,Completed,True,switch,2026-04-12
CALL0000015352,SUB00001456,CELL000124,,28.0,MT,Failed,False,switch,
CALL0000015353,SUB00000859,CELL000137,2026-05-07 20:04:00,311.0,MT,Completed,False,switch,2026-05-07
CALL0000015354,SUB00000347,CELL000146,,311.0,MO,Completed,True,switch,
CALL0000015355,SUB00003622,CELL000191,2026-04-07 17:04:00,190.0,MO,Completed,False,switch,2026-04-07
CALL0000015356,SUB00003060,CELL000135,2026-04-05 02:05:00,21.0,MT,Dropped,False,switch,2026-04-05
CALL0000015357,SUB00001269,CELL000043,2026-05-13 03:12:00,215.0,MT,Dropped,False,switch,2026-05-13
CALL0000015358,SUB00003227,CELL000144,,38.0,MT,Failed,False,switch,
CALL0000015359,SUB00004016,CELL000122,2026-04-13 18:35:00,69.0,MT,Dropped,False,switch,2026-04-13
CALL0000015360,SUB00002448,CELL000202,2026-04-20 13:08:00,257.0,MO,Completed,True,switch,2026-04-20
CALL0000015361,SUB00001277,CELL000006,2026-04-16 04:03:00,71.0,MO,Completed,False,switch,2026-04-16
CALL0000015362,SUB00000015,CELL000020,2026-04-17 02:07:00,56.0,MO,Completed,False,switch,2026-04-17
CALL0000015363,SUB00001289,CELL_BAD,,231.0,MO,Dropped,False,switch,
CALL0000015364,SUB00003125,CELL000002,,237.0,MO,Completed,True,switch,
CALL0000015365,SUB00004378,CELL000138,2026-05-24 20:31:00,602.0,MO,Completed,False,switch,2026-05-24
CALL0000015366,SUB00001306,CELL000132,2026-05-02 05:41:00,189.0,MT,Completed,False,switch,2026-05-02
CALL0000015367,SUB00000726,CELL000173,,22.0,MO,Failed,False,switch,
CALL0000015368,SUB00002227,CELL000039,2026-05-17 11:58:00,380.0,MO,Completed,False,switch,2026-05-17
CALL0000015369,SUB00001018,CELL000027,2026-04-17 11:49:00,107.0,MO,Completed,True,switch,2026-04-17
CALL0000015370,SUB00000504,CELL000010,,50.0,MO,Failed,False,switch,
CALL0000015371,SUB00003015,CELL000161,2026-05-09 09:36:00,225.0,MO,Dropped,False,switch,2026-05-09
CALL0000015372,SUB00001940,CELL000188,2026-05-23 11:16:00,93.0,MO,Dropped,False,switch,2026-05-23
CALL0000015373,SUB00000591,CELL000189,,11.0,MT,Completed,True,switch,
CALL0000015374,SUB00002761,CELL000119,,38.0,MO,Failed,False,switch,
CALL0000015375,SUB00004235,CELL000091,,177.0,MO,Dropped,True,switch,
CALL0000015376,SUB00000593,CELL000027,2026-04-26 02:18:00,90.0,MO,Completed,False,switch,2026-04-26
CALL0000015377,SUB00000605,CELL000092,2026-04-09 16:02:00,31.0,MO,Completed,False,switch,2026-04-09
CALL0000015378,SUB00001256,CELL000110,,150.0,MO,Completed,False,switch,
CALL0000015379,SUB00001327,CELL000127,,148.0,MT,Completed,False,switch,
CALL0000015380,SUB00003296,CELL000106,,105.0,MO,Failed,False,switch,
CALL0000015381,SUB00004597,CELL000092,,262.0,MO,Completed,False,switch,
CALL0000015382,SUB00000937,CELL000156,2026-05-08 08:12:00,274.0,MO,Completed,False,switch,2026-05-08
CALL0000015383,SUB00003513,CELL000049,2026-04-10 01:19:00,29.0,MT,Completed,True,switch,2026-04-10
CALL0000015384,SUB00003645,CELL000196,,180.0,MO,Failed,True,switch,
CALL0000015385,SUB00003878,CELL000113,2026-05-06 12:14:00,100.0,MO,Completed,False,switch,2026-05-06
CALL0000015386,SUB00001016,CELL000161,2026-05-11 11:17:00,209.0,MT,Completed,False,switch,2026-05-11
CALL0000015387,SUB00004808,CELL000227,2026-04-11 00:21:00,63.0,MO,Dropped,False,switch,2026-04-11
CALL0000015388,SUB00004865,CELL000039,,75.0,MT,Completed,False,switch,
CALL0000015389,SUB00002836,CELL000226,,52.0,MT,Completed,False,switch,
CALL0000015390,SUB00002076,CELL000181,,110.0,MT,Failed,False,switch,
CALL0000015391,SUB00000697,CELL000108,2026-04-11 13:11:00,1080.0,MT,Dropped,False,switch,2026-04-11
CALL0000015392,SUB00004244,CELL000214,,266.0,MO,Completed,False,switch,
CALL0000015393,SUB00003783,CELL000020,2026-04-26 20:21:00,568.0,MO,Dropped,False,switch,2026-04-26
CALL0000015394,SUB00004238,CELL000040,2026-04-26 02:09:00,213.0,MO,Completed,False,switch,2026-04-26
CALL0000015395,SUB00004966,CELL000249,2026-04-22 20:26:00,45.0,MO,Failed,False,switch,2026-04-22
CALL0000015396,SUB00004187,CELL000055,2026-04-10 04:45:00,298.0,MO,Completed,False,switch,2026-04-10
CALL0000015397,SUB00002947,CELL000168,,277.0,MO,Dropped,False,switch,
CALL0000015398,SUB00000613,CELL_BAD,,28.0,MO,Dropped,False,switch,
CALL0000015399,SUB00000001,CELL000111,,17.0,MO,Failed,False,switch,
CALL0000015400,SUB00004221,CELL000087,,92.0,MO,Completed,False,switch,
CALL0000015401,SUB00000573,CELL000112,2026-04-26 15:40:00,261.0,MT,Completed,True,switch,2026-04-26
CALL0000015402,SUB00004585,CELL000111,2026-04-04 09:59:00,299.0,MT,Completed,False,switch,2026-04-04
CALL0000015403,SUB00002189,CELL000108,2026-04-28 21:51:00,39.0,MO,Dropped,False,switch,2026-04-28
CALL0000015404,SUB00001981,CELL000033,,6.0,MO,Completed,False,switch,
CALL0000015405,SUB00001301,CELL000006,2026-04-03 19:27:00,19.0,MO,Completed,False,switch,2026-04-03
CALL0000015406,SUB00001088,CELL000003,2026-05-30 14:43:00,114.0,MO,Failed,False,switch,2026-05-30
CALL0000015407,SUB00000514,CELL000203,2026-04-23 13:58:00,49.0,MT,Completed,False,switch,2026-04-23
CALL0000015408,SUB00003897,CELL000016,2026-05-04 07:14:00,410.0,MO,Completed,False,switch,2026-05-04
CALL0000015409,SUB00003953,CELL000029,2026-05-06 13:36:00,9.0,MO,Dropped,False,switch,2026-05-06
CALL0000015410,SUB00003840,CELL000032,2026-04-25 04:01:00,32.0,MT,Failed,False,switch,2026-04-25
CALL0000015411,SUB00004523,CELL000034,,121.0,MO,Completed,False,switch,
CALL0000015412,SUB00004382,CELL000052,,2.0,MO,Completed,True,switch,
CALL0000015413,SUB00002606,CELL000075,,43.0,MO,Completed,False,switch,
CALL0000015414,SUB00000688,CELL000103,2026-04-17 22:53:00,35.0,MT,Completed,False,switch,2026-04-17
CALL0000015415,SUB00000881,CELL000031,2026-05-12 23:25:00,199.0,MO,Dropped,False,switch,2026-05-12
CALL0000015416,SUB00002486,CELL000191,2026-04-16 00:44:00,257.0,MO,Completed,False,switch,2026-04-16
CALL0000015417,SUB00004910,CELL000234,,12.0,MT,Completed,True,switch,
CALL0000015418,SUB00003998,CELL000136,,59.0,MO,Completed,False,switch,
CALL0000015419,SUB00002257,CELL000155,,115.0,MO,Completed,False,switch,
CALL0000015420,SUB00003747,CELL000066,,123.0,MT,Completed,False,switch,
CALL0000015421,SUB00002429,CELL000175,,64.0,MT,Failed,False,switch,
CALL0000015422,SUB00003440,CELL000241,2026-04-08 12:35:00,173.0,MO,Completed,False,switch,2026-04-08
