device_id,customer_id,device_type,manufacturer,model,imei_like,activation_date,5g_capable_flag,device_status
DEV0001325,CUST00001124,Tablet,Oneplus,Model-71,519084241846770,2023-06-28,True,Active
DEV0001326,CUST00002218,Tablet,Google,Model-64,478850771881679,2022-02-08,True,Retired
DEV0001327,CUST00004479,Smartphone,Apple,Model-91,741347165235321,2020-12-26,True,Retired
DEV0001328,CUST00000322,Tablet,Samsung,Model-55,200721779928980,2025-06-16,False,Retired
DEV0001329,CUST00000798,Tablet,Oneplus,Model-76,953422704621663,2021-12-11,True,Retired
DEV0001330,CUST00002381,Smartphone,Oneplus,Model-16,999791364784652,2022-07-16,True,Suspended
DEV0001331,CUST00001929,Wearable,Motorola,Model-55,392877483804486,2021-04-03,True,Suspended
DEV0001332,CUST00000444,Iot Router,Oneplus,Model-94,864482932561003,2020-08-12,True,Retired
DEV0001333,CUST00002150,Hotspot,Motorola,Model-51,772261086063322,2025-07-24,True,Suspended
DEV0001334,CUST00000230,Tablet,Apple,Model-78,901788960237724,2023-07-22,False,Suspended
DEV0001335,CUST00000608,Hotspot,Google,Model-98,487084833725996,2022-11-16,True,Suspended
DEV0001336,CUST00004368,Smartphone,Google,Model-76,136690714957834,2021-06-01,True,Suspended
DEV0001337,CUST00003040,Tablet,Nokia,Model-56,247816989816045,2022-10-20,True,Retired
DEV0001338,CUST00001992,Wearable,Nokia,Model-66,734071915619285,2024-10-29,True,Active
DEV0001339,CUST00002129,Wearable,Motorola,Model-51,709640015865197,2024-11-11,True,Active
DEV0001340,CUST00003387,Tablet,Google,Model-70,477680496936875,2022-03-19,True,Suspended
DEV0001341,CUST00001444,Tablet,Nokia,Model-99,766868895924537,2023-06-07,True,Retired
DEV0001342,CUST00003814,Smartphone,Motorola,Model-19,563792757068714,2020-02-03,True,Suspended
DEV0001343,CUST00001854,Hotspot,Motorola,Model-66,418121577520844,2022-10-16,True,Active
DEV0001344,CUST00000912,Iot Router,Apple,Model-62,395589299875868,2022-04-09,True,Retired
DEV0001345,CUST00004042,Hotspot,Samsung,Model-64,142365287552043,2026-03-04,False,Active
DEV0001346,CUST00002045,Tablet,Samsung,Model-19,237571196013640,2022-12-22,True,Active
DEV0001347,CUST00002660,Iot Router,Samsung,Model-23,655755922457747,2025-12-02,True,Active
DEV0001348,CUST00003803,Hotspot,Oneplus,Model-23,749160481255654,2020-02-29,True,Active
DEV0001349,CUST00001078,Hotspot,Motorola,Model-54,719779417740488,2024-08-13,True,Active
DEV0001350,CUST00000554,Smartphone,Apple,Model-53,510883467813454,2024-02-06,True,Active
DEV0001351,CUST00003539,Tablet,Nokia,Model-28,787710441185050,2021-06-15,True,Active
DEV0001352,CUST00003171,Tablet,Samsung,Model-25,552141896707486,2021-11-24,True,Active
DEV0001353,CUST00003627,Hotspot,Google,Model-54,790926356352401,2025-10-10,True,Retired
DEV0001354,CUST00004251,Tablet,Apple,Model-92,321048625301943,2024-11-08,True,Active
DEV0001355,CUST00002765,Smartphone,Apple,Model-90,166972633696362,2020-05-27,True,Active
DEV0001356,CUST00001181,Smartphone,Apple,Model-32,744560507425798,2025-01-20,True,Active
DEV0001357,CUST00004190,Iot Router,Google,Model-32,667278827682229,2023-12-23,True,Suspended
DEV0001358,CUST00004186,Wearable,Apple,Model-62,630851168373479,2020-07-20,False,Suspended
DEV0001359,CUST00001834,Tablet,Motorola,Model-49,375304357486589,2021-11-11,True,Active
DEV0001360,CUST00004033,Tablet,Apple,Model-56,380776115858404,2022-12-27,True,Suspended
DEV0001361,CUST00003652,Iot Router,Motorola,Model-80,126973720157165,2024-07-06,True,Retired
DEV0001362,CUST00001400,Tablet,Google,Model-72,185555908352097,2025-01-05,True,Suspended
DEV0001363,CUST00001598,Iot Router,Oneplus,Model-58,140741129430279,2024-05-21,True,Retired
DEV0001364,CUST00003720,Hotspot,Apple,Model-11,740522199779289,2025-10-16,True,Active
DEV0001365,CUST00000928,Smartphone,Apple,Model-58,734856447171071,2021-07-06,True,Retired
DEV0001366,CUST00000852,Iot Router,Apple,Model-42,214679203392725,2021-07-01,True,Suspended
DEV0001367,CUST00003644,Tablet,Google,Model-69,891708305082542,2022-10-19,True,Active
DEV0001368,CUST00002092,Wearable,Apple,Model-33,261458225658960,2020-10-29,True,Active
DEV0001369,CUST00001950,Wearable,Nokia,Model-67,336867119059799,2020-03-17,True,Active
DEV0001370,CUST00001285,Wearable,Nokia,Model-14,173828480557153,2021-04-10,False,Active
DEV0001371,CUST00000365,Hotspot,Oneplus,Model-75,859517696074431,2025-08-17,True,Active
DEV0001372,CUST00000499,Wearable,Nokia,Model-50,620144560653731,2022-05-16,True,Active
DEV0001373,CUST00000951,Hotspot,Nokia,Model-42,758069919967915,2023-07-07,True,Active
DEV0001374,CUST00001790,Iot Router,Samsung,Model-85,713032017380423,2020-09-23,False,Active
DEV0001375,CUST00000359,Wearable,Motorola,Model-19,694540113303653,2022-12-24,True,Suspended
DEV0001376,CUST00003755,Tablet,Samsung,Model-44,983041996098387,2020-06-18,False,Suspended
DEV0001377,CUST00001243,Wearable,Apple,Model-52,182456299888292,2022-12-19,True,Active
DEV0001378,CUST00000737,Tablet,Oneplus,Model-63,420776473230693,2021-09-09,True,Suspended
DEV0001379,CUST00001202,Tablet,Samsung,Model-15,109997771314941,2021-01-26,False,Active
DEV0001380,CUST00001772,Smartphone,Samsung,Model-11,961049201322932,2022-06-11,True,Retired
DEV0001381,CUST00001628,Wearable,Motorola,Model-27,642664284110330,2023-07-12,True,Active
DEV0001382,CUST00001164,Iot Router,Nokia,Model-30,183657506819282,2024-02-14,True,Retired
DEV0001383,CUST00003899,Smartphone,Samsung,Model-98,509859883560149,2024-07-06,False,Active
DEV0001384,CUST00002629,Hotspot,Apple,Model-16,584743835337013,2021-10-17,True,Retired
DEV0001385,CUST00001976,Smartphone,Apple,Model-39,821405140953503,2021-02-15,True,Suspended
DEV0001386,CUST00003532,Iot Router,Apple,Model-43,845056146231394,2024-04-27,False,Active
DEV0001387,CUST00003466,Tablet,Oneplus,Model-47,319512532736058,2025-07-24,True,Active
DEV0001388,CUST00003207,Tablet,Google,Model-63,400467090521604,2022-04-29,True,Suspended
DEV0001389,CUST00002679,Tablet,Oneplus,Model-87,686854752374674,2020-04-08,False,Active
DEV0001390,CUST00004392,Tablet,Apple,Model-61,447345246988625,2023-05-01,True,Active
DEV0001391,CUST00000457,Tablet,Oneplus,Model-31,908833635456630,2022-11-08,True,Active
DEV0001392,CUST00003833,Wearable,Motorola,Model-76,866612088696624,2025-07-17,False,Suspended
DEV0001393,CUST00000604,Tablet,Apple,Model-53,797200712721919,2024-11-05,True,Suspended
DEV0001394,CUST00004340,Hotspot,Apple,Model-89,744849725320326,2021-08-20,True,Active
DEV0001395,CUST00003569,Iot Router,Apple,Model-39,335375665085008,2021-10-03,False,Retired
DEV0001396,CUST00003135,Hotspot,Samsung,Model-35,264869138158515,2024-08-28,True,Active
DEV0001397,CUST00001538,Smartphone,Samsung,Model-57,554637974466893,2023-03-22,True,Retired
DEV0001398,CUST00000706,Smartphone,Google,Model-34,288741390464151,2025-10-15,True,Active
DEV0001399,CUST00002772,Wearable,Apple,Model-81,678104847179402,2022-10-03,True,Active
DEV0001400,CUST00000254,Wearable,Oneplus,Model-10,472704796151700,2022-11-06,True,Suspended
DEV0001401,CUST00002560,Hotspot,Google,Model-54,647424009277571,2022-03-07,True,Retired
DEV0001402,CUST00002317,Smartphone,Google,Model-40,214717914833812,2025-02-16,False,Active
DEV0001403,CUST00000934,Tablet,Motorola,Model-43,298458222360779,2022-10-26,False,Suspended
DEV0001404,CUST00004385,Iot Router,Motorola,Model-77,783167577102862,2021-10-26,False,Suspended
DEV0001405,CUST_BAD,Tablet,Samsung,Model-10,271977823060172,2024-09-28,True,Active
DEV0001406,CUST00002951,Smartphone,Nokia,Model-51,361212529023225,2020-04-07,False,Retired
DEV0001407,CUST00003363,Hotspot,Motorola,Model-50,963557931054643,2021-11-29,False,Suspended
DEV0001408,CUST00002104,Iot Router,Nokia,Model-84,878046692495435,2022-08-31,True,Suspended
DEV0001409,CUST00004233,Tablet,Apple,Model-45,536360501884028,2024-03-28,True,Active
DEV0001410,CUST00001808,Hotspot,Oneplus,Model-11,390761009393047,2023-01-05,True,Active
DEV0001411,CUST00002075,Tablet,Google,Model-59,848314561279119,2020-04-15,False,Active
DEV0001412,CUST00002751,Wearable,Motorola,Model-72,685886594291445,2022-07-13,True,Active
DEV0001413,CUST00002753,Iot Router,Oneplus,Model-29,404658331873994,2025-11-09,True,Active
DEV0001414,CUST00001062,Wearable,Motorola,Model-97,829074747628601,2021-12-16,True,Active
DEV0001415,CUST00004133,Smartphone,Apple,Model-81,716189446516480,2022-08-06,False,Active
DEV0001416,CUST00000140,Iot Router,Nokia,Model-28,334969159183286,2021-12-20,False,Active
DEV0001417,CUST00001972,Iot Router,Oneplus,Model-95,129291081213239,2024-07-25,True,Retired
DEV0001418,CUST00001181,Wearable,Apple,Model-50,468875795576922,2023-07-08,True,Retired
DEV0001419,CUST00002535,Wearable,Samsung,Model-93,911831057543235,2022-04-23,True,Active
DEV0001420,CUST00004047,Iot Router,Apple,Model-76,929820959153151,2021-04-24,False,Suspended
DEV0001421,CUST00002057,Iot Router,Nokia,Model-29,441027987717745,2024-10-10,True,Retired
DEV0001422,CUST00003351,Iot Router,Samsung,Model-91,495464926302252,2020-02-10,True,Suspended
DEV0001423,CUST00002549,Tablet,Apple,Model-48,780944080271447,2022-08-10,True,Suspended
DEV0001424,CUST00003085,Hotspot,Apple,Model-87,935974429358734,2025-10-23,True,Active
DEV0001425,CUST00004362,Iot Router,Samsung,Model-23,487688974422673,2021-01-20,True,Retired
DEV0001426,CUST00000281,Tablet,Motorola,Model-68,213660825148514,2022-11-03,False,Retired
DEV0001427,CUST00004453,Tablet,Apple,Model-45,914903059422091,2023-09-21,True,Active
DEV0001428,CUST00001043,Iot Router,Motorola,Model-84,928770509795135,2023-06-21,False,Suspended
DEV0001429,CUST00001425,Hotspot,Nokia,Model-94,280251161656657,2021-12-19,True,Active
DEV0001430,CUST00002939,Hotspot,Nokia,Model-38,590407010582618,2021-08-22,False,Retired
DEV0001431,CUST00002589,Tablet,Google,Model-85,980365864001896,2024-07-24,False,Retired
DEV0001432,CUST00001009,Hotspot,Apple,Model-43,590713315261676,2026-03-22,True,Active
DEV0001433,CUST00001692,Wearable,Google,Model-31,827965537826841,2023-07-09,True,Active
DEV0001434,CUST00000094,Wearable,Google,Model-10,332667099121219,2021-01-05,True,Suspended
DEV0001435,CUST00004122,Smartphone,Motorola,Model-60,120609988811903,2021-06-03,True,Active
DEV0001436,CUST00001058,Tablet,Apple,Model-86,870635654900439,2023-04-25,True,Active
DEV0001437,CUST00003525,Smartphone,Nokia,Model-17,587401329453048,2021-04-19,True,Active
DEV0001438,CUST00002701,Tablet,Nokia,Model-51,620685167656785,2024-11-27,True,Active
DEV0001439,CUST00003223,Iot Router,Motorola,Model-72,585096425916386,2020-10-17,False,Suspended
DEV0001440,CUST00002909,Wearable,Apple,Model-36,217099033028004,2021-11-28,True,Retired
DEV0001441,CUST00000106,Tablet,Apple,Model-34,432884558679016,2022-01-03,False,Active
DEV0001442,CUST00000259,Hotspot,Motorola,Model-40,133759453420364,2024-05-16,True,Active
DEV0001443,CUST00002918,Tablet,Oneplus,Model-67,634310322928778,2020-12-03,True,Suspended
DEV0001444,CUST00003256,Hotspot,Google,Model-98,464473277825919,2023-04-15,True,Retired
DEV0001445,CUST00003935,Smartphone,Google,Model-98,239010539870434,2021-10-31,True,Retired
DEV0001446,CUST00000243,Iot Router,Samsung,Model-14,201442964526806,2023-07-07,True,Suspended
DEV0001447,CUST00003448,Wearable,Motorola,Model-98,492532757269676,2020-09-21,True,Active
DEV0001448,CUST00001040,Wearable,Google,Model-64,207324786020782,2022-01-07,True,Active
DEV0001449,CUST00004134,Smartphone,Google,Model-36,480648739649375,2023-05-09,True,Suspended
DEV0001450,CUST00003510,Hotspot,Samsung,Model-67,208426310611937,2024-06-16,False,Active
DEV0001451,CUST00000473,Iot Router,Motorola,Model-24,719828985369242,2023-10-27,True,Active
DEV0001452,CUST00001012,Wearable,Google,Model-40,556978773319602,2021-10-14,False,Active
DEV0001453,CUST00000767,Hotspot,Google,Model-23,122167626593899,2023-06-16,True,Active
DEV0001454,CUST00001195,Tablet,Google,Model-53,148612058458408,2022-03-22,True,Active
DEV0001455,CUST00002861,Smartphone,Nokia,Model-73,813279459684188,2025-03-18,True,Active
DEV0001456,CUST00001892,Wearable,Oneplus,Model-42,968163867031781,2020-11-16,True,Active
DEV0001457,CUST00002684,Iot Router,Samsung,Model-13,649427717107532,2024-04-07,True,Active
DEV0001458,CUST00001397,Iot Router,Nokia,Model-10,578106424308674,2022-06-07,True,Active
DEV0001459,CUST00002652,Smartphone,Google,Model-82,496510557654021,2025-06-15,True,Active
DEV0001460,CUST00003116,Hotspot,Samsung,Model-32,312599715579364,2025-10-06,True,Active
DEV0001461,CUST00004451,Wearable,Google,Model-27,952827839644352,2022-04-04,True,Active
DEV0001462,CUST00004359,Smartphone,Samsung,Model-53,162653070354918,2022-02-09,True,Suspended
DEV0001463,CUST00001838,Tablet,Oneplus,Model-52,763057084831454,2023-09-13,False,Suspended
DEV0001464,CUST00000927,Tablet,Apple,Model-50,924882296107109,2022-05-14,True,Active
DEV0001465,CUST00004326,Tablet,Nokia,Model-22,220965634330397,2021-04-04,True,Suspended
DEV0001466,CUST00002446,Wearable,Motorola,Model-98,341863001284648,2021-04-03,True,Active
DEV0001467,CUST00002030,Tablet,Nokia,Model-11,298167316735276,2025-09-19,True,Retired
DEV0001468,CUST00001620,Wearable,Samsung,Model-82,793408635883857,2021-09-23,True,Active
DEV0001469,CUST00003335,Smartphone,Oneplus,Model-22,967074006393567,2023-11-20,True,Suspended
DEV0001470,CUST00002658,Wearable,Samsung,Model-22,318132113722193,2022-08-17,True,Suspended
DEV0001471,CUST00001473,Hotspot,Oneplus,Model-94,174561953208752,2025-02-14,False,Active
DEV0001472,CUST00001541,Iot Router,Motorola,Model-89,441436824868986,2021-07-18,True,Active
DEV0001473,CUST00002852,Iot Router,Apple,Model-44,426027464088986,2025-12-31,True,Active
DEV0001474,CUST00003247,Smartphone,Google,Model-75,175204876289262,2023-12-27,True,Active
DEV0001475,CUST00003501,Hotspot,Apple,Model-12,244165412748993,2022-08-01,True,Active
DEV0001476,CUST00001965,Hotspot,Samsung,Model-19,755577131684073,2024-03-27,True,Retired
DEV0001477,CUST00001866,Smartphone,Samsung,Model-75,166317261824304,2025-10-22,True,Active
DEV0001478,CUST00000045,Smartphone,Apple,Model-67,445621167201122,2021-08-09,True,Active
DEV0001479,CUST00003852,Hotspot,Motorola,Model-31,426607619083389,2025-03-03,False,Active
DEV0001480,CUST00001240,Iot Router,Google,Model-39,889708526704507,2021-02-17,True,Suspended
DEV0001481,CUST00003202,Tablet,Google,Model-75,560678709033775,2022-12-29,True,Active
DEV0001482,CUST00003991,Tablet,Oneplus,Model-33,100852942068903,2020-05-09,False,Active
DEV0001483,CUST00002557,Tablet,Apple,Model-71,684596575957389,2020-11-03,True,Active
DEV0001484,CUST00002438,Tablet,Google,Model-20,957176035633999,2025-11-30,True,Suspended
DEV0001485,CUST00003921,Iot Router,Motorola,Model-85,451251916641223,2024-08-28,True,Active
DEV0001486,CUST00002302,Iot Router,Samsung,Model-61,182068921367843,2023-05-03,True,Retired
DEV0001487,CUST00002437,Smartphone,Oneplus,Model-51,472585529807303,2021-10-24,True,Active
DEV0001488,CUST00004003,Smartphone,Oneplus,Model-12,598001502540848,2021-03-17,True,Suspended
DEV0001489,CUST00003875,Tablet,Google,Model-45,114797121171014,2023-09-07,True,Retired
DEV0001490,CUST00004063,Tablet,Apple,Model-49,300500977246261,2020-04-27,False,Active
DEV0001491,CUST00003628,Hotspot,Apple,Model-29,831638003025616,2022-12-07,True,Suspended
DEV0001492,CUST00001222,Hotspot,Nokia,Model-75,131654449025945,2024-03-10,True,Active
DEV0001493,CUST00001916,Smartphone,Google,Model-76,403159615597132,2022-11-22,True,Retired
DEV0001494,CUST00002636,Tablet,Apple,Model-80,395306856238567,2025-03-11,True,Active
DEV0001495,CUST00004379,Smartphone,Google,Model-45,235810851944499,2022-09-27,True,Suspended
DEV0001496,CUST00003709,Smartphone,Samsung,Model-95,721115755217185,2022-01-03,False,Active
DEV0001497,CUST00001728,Wearable,Google,Model-82,708952035198198,2021-01-27,True,Retired
DEV0001498,CUST00002739,Wearable,Google,Model-31,537120987093735,2026-04-05,True,Suspended
DEV0001499,CUST00002391,Smartphone,Samsung,Model-44,692586965598117,2025-09-13,True,Active
DEV0001500,CUST00000959,Hotspot,Samsung,Model-35,700626631302587,2022-12-29,True,Retired
DEV0001501,CUST00002948,Tablet,Nokia,Model-38,315206378087664,2025-06-22,True,Suspended
DEV0001502,CUST00001457,Smartphone,Samsung,Model-54,849708071116265,2023-09-24,True,Suspended
DEV0001503,CUST_BAD,Iot Router,Google,Model-80,488473483398389,2021-02-13,True,Active
DEV0001504,CUST00003284,Tablet,Motorola,Model-29,548509322449502,2024-04-06,True,Active
DEV0001505,CUST00004258,Hotspot,Motorola,Model-25,154768200406433,2021-02-21,True,Active
DEV0001506,CUST00001307,Smartphone,Samsung,Model-50,929905614283459,2025-09-27,True,Active
DEV0001507,CUST00003845,Iot Router,Oneplus,Model-25,889592160039554,2022-03-26,True,Active
DEV0001508,CUST00002601,Tablet,Samsung,Model-92,717951979301633,2025-02-03,True,Retired
DEV0001509,CUST00001625,Tablet,Google,Model-79,271021128518716,2024-01-09,True,Retired
DEV0001510,CUST00001224,Tablet,Motorola,Model-80,717095262206030,2024-10-01,True,Active
DEV0001511,CUST00000294,Smartphone,Motorola,Model-29,804579639790520,2023-03-31,True,Suspended
DEV0001512,CUST00000417,Tablet,Nokia,Model-13,231283505963280,2026-01-20,True,Active
DEV0001513,CUST00000408,Iot Router,Apple,Model-31,309714469623282,2025-08-11,False,Retired
DEV0001514,CUST00002674,Hotspot,Google,Model-55,739229386492594,2024-05-21,True,Active
DEV0001515,CUST00000839,Iot Router,Samsung,Model-83,517648265388864,2025-07-20,True,Active
DEV0001516,CUST00002087,Tablet,Apple,Model-71,432582382671529,2022-06-09,True,Active
DEV0001517,CUST00004312,Smartphone,Samsung,Model-23,710635376356641,2022-01-20,True,Retired
DEV0001518,CUST00001714,Wearable,Motorola,Model-98,461414714927048,2025-02-05,True,Retired
DEV0001519,CUST00002445,Hotspot,Oneplus,Model-22,734484404210511,2023-06-08,True,Retired
DEV0001520,CUST00000078,Iot Router,Nokia,Model-86,886282969240324,2020-04-30,True,Suspended
DEV0001521,CUST00002878,Wearable,Nokia,Model-11,958742198668169,2021-12-30,True,Active
DEV0001522,CUST00003593,Smartphone,Nokia,Model-70,892444802473940,2023-04-26,True,Retired
DEV0001523,CUST00001603,Iot Router,Apple,Model-71,148183443394128,2023-05-13,True,Suspended
DEV0001524,CUST00001662,Iot Router,Motorola,Model-95,442014380934551,2024-11-26,True,Active
DEV0001525,CUST00002093,Tablet,Nokia,Model-11,678076282381428,2025-11-05,True,Retired
DEV0001526,CUST00002312,Hotspot,Motorola,Model-24,609353621213504,2021-11-22,True,Retired
DEV0001527,CUST00003573,Smartphone,Google,Model-63,698443762621629,2025-02-05,True,Active
DEV0001528,CUST00001444,Wearable,Apple,Model-62,914756300920257,2023-08-06,True,Active
DEV0001529,CUST00000181,Smartphone,Apple,Model-69,304118792988894,2023-06-29,True,Active
DEV0001530,CUST00004002,Wearable,Apple,Model-12,708712588092076,2021-03-13,True,Retired
DEV0001531,CUST00000832,Smartphone,Google,Model-97,338854621730627,2023-03-18,True,Suspended
DEV0001532,CUST00002709,Tablet,Motorola,Model-68,657016456352796,2025-06-09,True,Retired
DEV0001533,CUST00001450,Tablet,Nokia,Model-14,712610943619426,2021-09-12,True,Retired
DEV0001534,CUST00000033,Tablet,Nokia,Model-71,540435618871460,2020-06-01,True,Active
DEV0001535,CUST00001924,Smartphone,Apple,Model-85,470812790824029,2022-10-12,True,Active
DEV0001536,CUST00004275,Iot Router,Samsung,Model-79,523700954041855,2022-07-07,True,Active
DEV0001537,CUST00000776,Iot Router,Motorola,Model-41,375882005504015,2025-11-03,True,Active
DEV0001538,CUST00003338,Iot Router,Apple,Model-89,784606640778170,2023-10-06,True,Retired
DEV0001539,CUST00002339,Iot Router,Motorola,Model-80,972389854311887,2024-09-01,True,Retired
DEV0001540,CUST00001546,Iot Router,Apple,Model-32,266346154840626,2024-02-12,True,Retired
DEV0001541,CUST00001084,Hotspot,Apple,Model-43,836670883805933,2023-09-08,True,Active
DEV0001542,CUST00001078,Tablet,Samsung,Model-26,828583238635928,2020-06-03,True,Suspended
DEV0001543,CUST00000527,Wearable,Oneplus,Model-47,890213958868184,2021-12-08,True,Active
DEV0001544,CUST00003877,Hotspot,Apple,Model-85,181296973621812,2021-07-25,True,Retired
DEV0001545,CUST00001614,Tablet,Nokia,Model-77,983655291648838,2023-03-18,True,Suspended
DEV0001546,CUST00003723,Wearable,Samsung,Model-56,941915539280462,2020-07-01,True,Retired
DEV0001547,CUST00001993,Wearable,Google,Model-93,521725914225021,2023-10-09,True,Active
DEV0001548,CUST00003520,Hotspot,Apple,Model-67,612021542460459,2022-08-28,True,Active
DEV0001549,CUST00000367,Iot Router,Apple,Model-72,851519618353268,2025-01-17,True,Suspended
DEV0001550,CUST00002335,Hotspot,Motorola,Model-48,800985107571072,2022-04-14,True,Active
DEV0001551,CUST00002981,Hotspot,Oneplus,Model-20,832186951706608,2024-05-03,True,Active
DEV0001552,CUST00003249,Iot Router,Google,Model-46,772624535979356,2021-06-05,True,Suspended
DEV0001553,CUST00001357,Wearable,Motorola,Model-78,599398363400254,2026-01-24,True,Active
DEV0001554,CUST00003719,Iot Router,Oneplus,Model-23,316645232799634,2025-11-19,True,Active
DEV0001555,CUST00004367,Hotspot,Motorola,Model-58,716089235640100,2023-09-17,True,Active
DEV0001556,CUST00000348,Iot Router,Motorola,Model-38,905766141871592,2022-05-22,True,Active
DEV0001557,CUST00001021,Tablet,Motorola,Model-63,911898837333311,2020-10-11,True,Active
DEV0001558,CUST00000739,Tablet,Nokia,Model-56,750959436243617,2022-05-17,True,Suspended
DEV0001559,CUST00003611,Smartphone,Google,Model-55,460697027992126,2021-10-17,True,Retired
DEV0001560,CUST00000864,Smartphone,Apple,Model-81,252109612660890,2020-02-13,True,Active
DEV0001561,CUST00004123,Wearable,Apple,Model-14,636565407831905,2023-12-06,True,Active
DEV0001562,CUST00003538,Hotspot,Apple,Model-72,641965204768161,2023-01-23,True,Suspended
DEV0001563,CUST00000489,Iot Router,Google,Model-36,474041164335876,2021-11-16,False,Active
DEV0001564,CUST00001718,Hotspot,Nokia,Model-63,924458576018219,2022-05-16,True,Suspended
DEV0001565,CUST00002412,Smartphone,Google,Model-82,790608447269347,2020-04-19,True,Retired
DEV0001566,CUST00000650,Hotspot,Nokia,Model-83,758194082456402,2023-02-23,True,Active
DEV0001567,CUST00001374,Wearable,Apple,Model-19,304207490681836,2025-07-12,False,Active
DEV0001568,CUST00001276,Hotspot,Samsung,Model-56,715388643067661,2026-02-05,True,Retired
DEV0001569,CUST00001789,Tablet,Oneplus,Model-71,368931158170542,2020-06-24,True,Active
DEV0001570,CUST00001366,Tablet,Oneplus,Model-57,455680176731977,2023-07-15,True,Active
DEV0001571,CUST00001049,Iot Router,Apple,Model-61,873069573299172,2022-12-28,True,Retired
DEV0001572,CUST00001342,Wearable,Nokia,Model-65,211848942064706,2020-03-23,True,Suspended
DEV0001573,CUST00001989,Iot Router,Oneplus,Model-63,640418848596684,2024-12-22,True,Active
DEV0001574,CUST00001651,Hotspot,Samsung,Model-49,709111421390573,2020-04-22,True,Suspended
DEV0001575,CUST00002221,Iot Router,Samsung,Model-16,747553297083844,2025-05-22,True,Suspended
DEV0001576,CUST00002536,Tablet,Apple,Model-44,832477498513291,2024-09-29,False,Active
DEV0001577,CUST00001739,Iot Router,Nokia,Model-83,720423562531085,2023-09-20,True,Suspended
DEV0001578,CUST00001474,Smartphone,Google,Model-41,437770340657962,2020-09-19,True,Active
DEV0001579,CUST00001155,Smartphone,Nokia,Model-89,291642325989986,2020-05-04,True,Retired
DEV0001580,CUST00004429,Wearable,Nokia,Model-65,222541507710979,2023-08-21,False,Retired
DEV0001581,CUST00000042,Tablet,Motorola,Model-74,971197660491874,2021-02-04,True,Retired
DEV0001582,CUST00003773,Iot Router,Samsung,Model-35,175702307686116,2022-02-26,True,Active
DEV0001583,CUST00003797,Iot Router,Motorola,Model-65,986810144651255,2020-07-28,True,Active
DEV0001584,CUST00002668,Tablet,Motorola,Model-98,880924705646819,2024-11-18,True,Suspended
DEV0001585,CUST00000814,Smartphone,Nokia,Model-56,602969996317445,2025-08-14,True,Suspended
DEV0001586,CUST00003432,Smartphone,Samsung,Model-25,436589725259460,2025-01-16,False,Active
DEV0001587,CUST00002315,Iot Router,Nokia,Model-36,940453674549541,2021-02-06,True,Retired
DEV0001588,CUST00002113,Tablet,Motorola,Model-53,545277958419444,2024-07-23,True,Active
DEV0001589,CUST00004010,Wearable,Google,Model-95,819361364672214,2021-02-16,True,Suspended
DEV0001590,CUST00002105,Tablet,Nokia,Model-38,766410199566719,2025-03-27,True,Active
DEV0001591,CUST00001142,Hotspot,Samsung,Model-28,997259986137757,2023-03-02,True,Active
DEV0001592,CUST00002256,Iot Router,Oneplus,Model-35,412162980765807,2025-01-26,True,Active
DEV0001593,CUST00004278,Iot Router,Samsung,Model-69,136412176553824,2022-05-16,True,Active
DEV0001594,CUST00002185,Smartphone,Samsung,Model-60,426120912175653,2024-05-05,True,Active
DEV0001595,CUST00003858,Hotspot,Oneplus,Model-93,908015460614614,2025-08-13,True,Retired
DEV0001596,CUST00002238,Tablet,Google,Model-85,419608763832318,2025-08-22,False,Suspended
DEV0001597,CUST00001502,Wearable,Samsung,Model-73,256849848214976,2020-11-18,True,Active
DEV0001598,CUST00000355,Wearable,Apple,Model-72,502521509701558,2020-08-07,True,Suspended
DEV0001599,CUST00004250,Tablet,Nokia,Model-26,919753428797196,2022-05-16,True,Retired
DEV0001600,CUST00002080,Tablet,Samsung,Model-38,105873226866532,2020-05-08,True,Active
DEV0001601,CUST00000070,Iot Router,Oneplus,Model-53,903094297932173,2024-01-20,True,Retired
DEV0001602,CUST00002766,Tablet,Apple,Model-19,488642255771261,2024-08-29,True,Active
DEV0001603,CUST00004445,Tablet,Samsung,Model-59,783933258832644,2024-11-12,True,Retired
DEV0001604,CUST00002101,Tablet,Samsung,Model-29,827695083843260,2023-12-30,True,Retired
DEV0001605,CUST00002359,Smartphone,Nokia,Model-86,560343821693530,2020-11-06,True,Retired
DEV0001606,CUST00002446,Smartphone,Oneplus,Model-33,308176928442531,2023-06-16,True,Suspended
DEV0001607,CUST00003927,Wearable,Nokia,Model-92,621188144078583,2024-09-25,True,Active
DEV0001608,CUST00001344,Wearable,Oneplus,Model-38,212115682956223,2024-08-01,True,Active
DEV0001609,CUST00001241,Smartphone,Google,Model-50,483889821536246,2021-01-19,True,Retired
DEV0001610,CUST00001928,Wearable,Google,Model-80,916931195636534,2025-01-04,True,Active
DEV0001611,CUST00003625,Tablet,Nokia,Model-68,837929657841440,2020-07-07,True,Active
DEV0001612,CUST00001212,Tablet,Nokia,Model-91,171448880134102,2023-04-06,True,Suspended
DEV0001613,CUST00004192,Wearable,Apple,Model-37,902577312333267,2026-04-17,True,Active
DEV0001614,CUST00003381,Iot Router,Samsung,Model-99,462767691517163,2025-04-09,True,Retired
DEV0001615,CUST00002321,Wearable,Samsung,Model-93,984064107901709,2024-10-02,False,Retired
