payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_status
PMT400002169,INV400002169,2026-06-02,190.35,ACH,Pending
PMT400002170,INV400002170,2026-05-03,93.13,CARD,Pending
PMT500002170,INV500002170,2026-07-02,43.95,CARD,Reversed
PMT400002171,INV400002171,2026-05-16,174.76,CARD,Posted
PMT500002171,INV500002171,2026-07-02,124.96,CARD,Failed
PMT400002172,INV400002172,2026-06-02,46.95,CASH,Posted
PMT500002172,INV500002172,2026-06-15,237.97,ACH,Reversed
PMT500002173,INV500002173,2026-06-02,144.13,ACH,Reversed
PMT400002174,INV400002174,2026-05-16,36.42,CASH,Posted
PMT500002174,INV500002174,2026-06-19,45.58,CHECK,Posted
PMT400002175,INV400002175,2026-05-03,228.81,CARD,Failed
PMT500002175,INV500002175,2026-06-07,153.03,ACH,Posted
PMT400002176,INV400002176,2026-05-08,26.17,CHECK,Reversed
PMT500002176,INV500002176,2026-06-19,164.58,ACH,Failed
PMT400002177,INV400002177,2026-05-03,148.83,ACH,Failed
PMT500002177,INV500002177,2026-07-02,187.97,CARD,Reversed
PMT400002178,INV400002178,2026-05-08,101.73,CASH,Pending
PMT500002178,INV500002178,2026-06-15,53.16,ACH,Posted
PMT400002179,INV400002179,2026-05-03,221.97,CARD,Posted
PMT500002179,INV500002179,2026-06-07,13.18,CHECK,Posted
PMT400002180,INV400002180,2026-05-08,125.21,ACH,Posted
PMT500002180,INV500002180,2026-07-02,168.21,CHECK,Pending
PMT400002181,INV400002181,2026-05-20,41.29,ACH,Posted
PMT500002181,INV500002181,2026-06-15,46.27,CASH,Posted
PMT400002182,INV400002182,2026-05-20,49.43,CHECK,Pending
PMT500002182,INV500002182,2026-06-15,163.5,CASH,Reversed
PMT400002183,INV400002183,2026-05-16,93.85,CHECK,Failed
PMT500002183,INV500002183,2026-06-15,62.95,ACH,Posted
PMT400002184,INV400002184,2026-05-16,73.99,CASH,Posted
PMT500002184,INV500002184,2026-06-02,85.04,CARD,Posted
PMT400002185,INV400002185,2026-05-16,146.04,ACH,Pending
PMT500002185,INV500002185,2026-06-07,112.21,ACH,Pending
PMT400002186,INV400002186,2026-05-08,53.04,CARD,Pending
PMT500002186,INV500002186,2026-06-15,28.66,CASH,Failed
PMT400002187,INV400002187,2026-05-08,124.3,ACH,Posted
PMT500002187,INV500002187,2026-06-15,60.42,ACH,Reversed
PMT400002188,INV400002188,2026-05-08,62.13,CARD,Posted
PMT500002188,INV500002188,2026-06-15,196.6,CASH,Pending
PMT400002189,INV400002189,2026-05-20,106.74,CHECK,Posted
PMT500002189,INV500002189,2026-07-02,129.24,CHECK,Pending
PMT400002190,INV400002190,2026-05-03,17.84,ACH,Failed
PMT500002190,INV500002190,2026-06-19,204.58,ACH,Failed
PMT400002191,INV400002191,2026-06-02,233.5,ACH,Posted
PMT500002191,INV500002191,2026-06-07,21.79,ACH,Posted
PMT400002192,INV400002192,2026-05-16,21.41,CARD,Posted
PMT500002192,INV500002192,2026-06-19,82.12,ACH,Pending
PMT400002193,INV400002193,2026-05-16,78.94,ACH,Reversed
PMT500002193,INV500002193,2026-06-02,38.47,CARD,Posted
PMT400002194,INV400002194,2026-05-16,90.78,ACH,Pending
PMT500002194,INV500002194,2026-06-02,191.7,CASH,Reversed
PMT400002195,INV400002195,2026-06-02,12.7,CHECK,Posted
PMT400002196,INV400002196,2026-05-20,157.0,ACH,Posted
PMT500002196,INV500002196,2026-06-07,104.78,CASH,Posted
PMT400002197,INV400002197,2026-05-08,104.87,ACH,Posted
PMT500002197,INV500002197,2026-06-15,145.47,ACH,Posted
PMT400002198,INV400002198,2026-05-08,12.76,ACH,Posted
PMT500002198,INV500002198,2026-06-02,140.19,CARD,Posted
PMT400002199,INV400002199,2026-05-20,133.47,CARD,Posted
PMT500002199,INV500002199,2026-06-07,208.22,CARD,Posted
PMT400002200,INV400002200,2026-05-03,217.64,CARD,Pending
PMT500002200,INV500002200,2026-06-07,257.95,CASH,Posted
PMT400002201,INV400002201,2026-06-02,116.63,CHECK,Pending
PMT400002202,INV400002202,2026-05-16,108.07,CHECK,Failed
PMT500002202,INV500002202,2026-06-02,40.32,CASH,Posted
PMT400002203,INV400002203,2026-06-02,183.59,CASH,Posted
PMT500002203,INV500002203,2026-06-15,52.54,CARD,Posted
PMT400002204,INV400002204,2026-06-02,176.29,CHECK,Posted
PMT500002204,INV500002204,2026-06-07,16.7,ACH,Posted
PMT400002205,INV400002205,2026-05-16,152.31,CHECK,Reversed
PMT500002206,INV500002206,2026-07-02,52.84,CASH,Pending
PMT400002207,INV400002207,2026-05-16,29.93,ACH,Posted
PMT400002208,INV400002208,2026-06-02,125.05,CARD,Posted
PMT500002208,INV500002208,2026-07-02,116.54,CASH,Posted
PMT400002209,INV400002209,2026-05-16,188.98,CASH,Posted
PMT500002209,INV500002209,2026-06-02,97.79,ACH,Posted
PMT400002210,INV400002210,2026-06-02,20.18,ACH,Reversed
PMT500002210,INV500002210,2026-06-02,107.62,ACH,Posted
PMT400002211,INV400002211,2026-06-02,103.14,CASH,Failed
PMT500002211,INV500002211,2026-06-07,246.57,ACH,Reversed
PMT400002212,INV400002212,2026-05-16,87.34,ACH,Pending
PMT400002213,INV400002213,2026-05-03,180.82,CARD,Posted
PMT500002213,INV500002213,2026-06-02,152.49,ACH,Posted
PMT400002214,INV400002214,2026-05-08,171.17,CASH,Failed
PMT400002215,INV400002215,2026-05-20,38.14,ACH,Posted
PMT500002215,INV500002215,2026-06-19,184.32,CASH,Posted
PMT400002216,INV400002216,2026-05-16,87.86,ACH,Reversed
PMT500002216,INV500002216,2026-06-19,222.67,CASH,Posted
PMT500002217,INV500002217,2026-06-19,217.2,CHECK,Reversed
PMT400002218,INV400002218,2026-06-02,218.54,CHECK,Pending
PMT400002219,INV400002219,2026-05-03,68.14,CASH,Posted
PMT500002219,INV500002219,2026-06-19,92.39,CASH,Posted
PMT400002220,INV400002220,2026-06-02,256.26,CARD,Failed
PMT500002220,INV500002220,2026-06-19,146.67,CARD,Posted
PMT400002221,INV400002221,2026-05-08,251.66,CARD,Posted
PMT500002221,INV500002221,2026-06-15,191.18,CASH,Posted
PMT400002222,INV400002222,2026-05-03,122.43,CHECK,Posted
PMT500002222,INV500002222,2026-06-02,56.5,CASH,Posted
PMT500002223,INV500002223,2026-06-02,256.17,CHECK,Pending
PMT400002224,INV400002224,2026-05-03,176.08,CARD,Posted
PMT500002224,INV500002224,2026-06-19,37.52,CHECK,Failed
PMT400002225,INV400002225,2026-05-16,176.09,CHECK,Posted
PMT500002225,INV500002225,2026-06-19,55.36,CARD,Failed
PMT400002226,INV400002226,2026-05-16,33.74,ACH,Posted
PMT500002226,INV500002226,2026-06-15,147.84,CARD,Reversed
PMT400002227,INV400002227,2026-05-03,116.18,ACH,Pending
PMT500002227,INV500002227,2026-06-07,167.71,CARD,Reversed
PMT400002228,INV400002228,2026-05-08,160.0,CARD,Reversed
PMT500002228,INV500002228,2026-07-02,31.73,CHECK,Posted
PMT400002229,INV400002229,2026-06-02,105.27,CHECK,Posted
PMT500002229,INV500002229,2026-06-02,56.22,CHECK,Reversed
PMT400002230,INV400002230,2026-06-02,26.41,ACH,Pending
PMT500002230,INV500002230,2026-06-07,108.68,ACH,Posted
PMT400002231,INV400002231,2026-05-20,250.23,ACH,Posted
PMT500002231,INV500002231,2026-06-19,69.59,CARD,Posted
PMT400002232,INV400002232,2026-05-08,23.41,CASH,Pending
PMT500002232,INV500002232,2026-06-07,85.01,ACH,Posted
PMT400002233,INV400002233,2026-05-08,111.08,CASH,Posted
PMT500002233,INV500002233,2026-06-19,34.99,CARD,Failed
PMT400002234,INV400002234,2026-06-02,150.08,ACH,Posted
PMT500002234,INV500002234,2026-07-02,161.85,CARD,Posted
PMT400002235,INV400002235,2026-05-08,153.93,ACH,Reversed
PMT500002235,INV500002235,2026-06-07,164.54,ACH,Posted
PMT400002236,INV400002236,2026-05-08,82.33,CARD,Pending
PMT500002236,INV500002236,2026-06-02,217.42,ACH,Posted
PMT500002237,INV500002237,2026-06-19,152.84,CHECK,Posted
PMT400002238,INV400002238,2026-05-20,118.14,CHECK,Pending
PMT500002238,INV500002238,2026-06-07,98.83,CARD,Pending
PMT400002239,INV400002239,2026-05-20,95.74,CARD,Reversed
PMT500002239,INV500002239,2026-06-02,252.11,CHECK,Posted
PMT400002240,INV400002240,2026-05-03,42.23,CASH,Posted
PMT500002240,INV500002240,2026-06-15,86.7,CHECK,Pending
PMT400002241,INV400002241,2026-05-03,44.45,ACH,Pending
PMT500002241,INV500002241,2026-06-19,108.25,CHECK,Reversed
PMT400002242,INV400002242,2026-05-03,155.62,ACH,Posted
PMT500002242,INV500002242,2026-06-19,220.9,ACH,Failed
PMT400002243,INV400002243,2026-05-03,16.4,CASH,Failed
PMT500002243,INV500002243,2026-06-07,142.44,ACH,Posted
PMT400002244,INV400002244,2026-05-03,257.53,CHECK,Posted
PMT500002244,INV500002244,2026-06-15,42.8,CHECK,Failed
PMT400002245,INV400002245,2026-05-16,200.29,ACH,Reversed
PMT500002245,INV500002245,2026-06-19,226.9,CASH,Reversed
PMT400002246,INV400002246,2026-06-02,127.88,ACH,Posted
PMT500002246,INV500002246,2026-06-07,54.69,CARD,Failed
PMT500002247,INV500002247,2026-06-19,66.06,CARD,Posted
PMT400002248,INV400002248,2026-05-16,35.32,ACH,Pending
PMT500002248,INV500002248,2026-07-02,171.46,CASH,Pending
PMT400002249,INV400002249,2026-05-20,49.53,ACH,Posted
PMT500002249,INV500002249,2026-06-19,105.72,CASH,Reversed
PMT400002250,INV400002250,2026-06-02,68.2,ACH,Pending
PMT500002250,INV500002250,2026-07-02,151.8,ACH,Failed
PMT400002251,INV400002251,2026-05-16,38.22,ACH,Failed
PMT500002251,INV500002251,2026-06-07,217.13,ACH,Posted
PMT500002252,INV500002252,2026-06-15,108.07,ACH,Failed
PMT400002253,INV400002253,2026-05-03,182.14,ACH,Pending
PMT500002253,INV500002253,2026-07-02,140.25,ACH,Posted
PMT400002254,INV400002254,2026-05-20,84.12,CASH,Failed
PMT400002255,INV400002255,2026-05-03,152.72,CARD,Failed
PMT500002255,INV500002255,2026-06-19,30.51,CHECK,Failed
PMT400002256,INV400002256,2026-06-02,170.47,CHECK,Posted
PMT500002256,INV500002256,2026-07-02,64.12,CHECK,Reversed
PMT400002257,INV400002257,2026-05-08,70.27,CARD,Posted
PMT500002257,INV500002257,2026-06-19,102.85,CARD,Posted
PMT400002258,INV400002258,2026-05-08,43.7,CARD,Posted
PMT500002258,INV500002258,2026-07-02,178.68,CASH,Pending
PMT400002259,INV400002259,2026-05-20,44.57,CARD,Posted
PMT500002259,INV500002259,2026-06-19,63.91,ACH,Posted
PMT500002260,INV500002260,2026-06-02,188.32,CHECK,Failed
PMT400002261,INV400002261,2026-06-02,30.32,ACH,Reversed
PMT500002261,INV500002261,2026-06-19,130.89,ACH,Pending
PMT400002262,INV400002262,2026-05-20,121.88,CASH,Posted
PMT500002262,INV500002262,2026-06-07,89.46,CARD,Posted
PMT400002263,INV400002263,2026-05-20,109.13,ACH,Failed
PMT500002263,INV500002263,2026-06-15,162.33,CARD,Posted
PMT400002264,INV400002264,2026-05-08,220.58,ACH,Failed
PMT500002264,INV500002264,2026-06-19,154.19,ACH,Reversed
PMT400002265,INV400002265,2026-05-20,81.03,CHECK,Pending
PMT400002266,INV400002266,2026-05-16,94.96,CASH,Posted
PMT500002266,INV500002266,2026-06-07,76.93,CHECK,Posted
PMT400002267,INV400002267,2026-05-16,78.88,CASH,Reversed
PMT500002267,INV500002267,2026-06-15,117.2,CASH,Pending
PMT400002268,INV400002268,2026-05-20,126.38,CASH,Posted
PMT500002268,INV500002268,2026-06-02,102.51,CASH,Reversed
PMT400002269,INV400002269,2026-06-02,58.47,ACH,Reversed
PMT500002269,INV500002269,2026-06-07,231.36,ACH,Posted
PMT400002270,INV400002270,2026-05-03,202.85,CHECK,Reversed
PMT500002270,INV500002270,2026-06-07,121.71,ACH,Posted
PMT400002271,INV400002271,2026-05-03,118.51,ACH,Posted
PMT500002271,INV500002271,2026-06-15,131.54,CASH,Pending
PMT400002272,INV400002272,2026-05-08,40.65,CASH,Reversed
PMT500002272,INV500002272,2026-06-07,198.97,CASH,Posted
PMT400002273,INV400002273,2026-05-16,72.48,ACH,Reversed
PMT500002273,INV500002273,2026-06-02,23.59,CHECK,Pending
PMT400002274,INV400002274,2026-05-16,83.96,ACH,Posted
PMT500002274,INV500002274,2026-07-02,22.52,ACH,Posted
PMT400002275,INV400002275,2026-05-16,187.94,ACH,Posted
PMT500002275,INV500002275,2026-07-02,31.0,ACH,Posted
PMT400002276,INV400002276,2026-05-03,144.39,CASH,Posted
PMT500002276,INV500002276,2026-06-19,163.01,CHECK,Pending
PMT400002277,INV400002277,2026-05-16,190.55,CHECK,Pending
PMT500002277,INV500002277,2026-06-19,127.34,ACH,Reversed
PMT400002278,INV400002278,2026-05-16,194.67,CASH,Posted
PMT500002278,INV500002278,2026-07-02,192.61,CHECK,Failed
PMT400002279,INV400002279,2026-05-08,31.17,CASH,Pending
PMT500002279,INV500002279,2026-06-15,61.23,CASH,Reversed
PMT400002280,INV400002280,2026-05-03,109.92,ACH,Failed
PMT400002281,INV400002281,2026-05-20,231.41,CHECK,Failed
PMT500002281,INV500002281,2026-06-07,20.01,CHECK,Posted
PMT500002282,INV500002282,2026-06-19,20.21,CHECK,Pending
PMT400002283,INV400002283,2026-05-03,53.58,ACH,Reversed
PMT500002283,INV500002283,2026-06-19,102.51,ACH,Posted
PMT500002284,INV500002284,2026-06-02,84.49,CASH,Posted
PMT500002285,INV500002285,2026-06-07,52.32,ACH,Posted
PMT400002286,INV400002286,2026-06-02,32.56,ACH,Posted
PMT500002286,INV500002286,2026-07-02,147.06,CHECK,Reversed
PMT400002287,INV400002287,2026-05-20,150.23,ACH,Pending
PMT500002287,INV500002287,2026-06-02,147.94,CHECK,Posted
PMT400002288,INV400002288,2026-06-02,114.96,CARD,Posted
PMT400002289,INV400002289,2026-05-03,50.07,ACH,Posted
PMT500002289,INV500002289,2026-06-19,69.03,ACH,Failed
PMT400002290,INV400002290,2026-06-02,75.78,ACH,Posted
PMT500002290,INV500002290,2026-06-02,90.07,CARD,Pending
PMT400002291,INV400002291,2026-05-16,248.41,CHECK,Posted
PMT500002291,INV500002291,2026-06-02,25.3,ACH,Posted
PMT400002292,INV400002292,2026-05-03,118.34,CARD,Reversed
PMT500002292,INV500002292,2026-06-07,211.7,ACH,Pending
PMT400002293,INV400002293,2026-05-16,250.79,CASH,Posted
PMT500002293,INV500002293,2026-06-19,250.55,CARD,Posted
PMT400002294,INV400002294,2026-05-03,87.22,ACH,Reversed
PMT500002294,INV500002294,2026-06-15,26.5,CHECK,Posted
PMT400002295,INV400002295,2026-05-16,116.87,CASH,Posted
PMT500002295,INV500002295,2026-06-19,30.65,CASH,Posted
PMT400002296,INV400002296,2026-05-20,83.79,CARD,Pending
PMT500002296,INV500002296,2026-06-02,232.56,CHECK,Posted
PMT400002297,INV400002297,2026-05-20,27.61,CASH,Reversed
PMT500002297,INV500002297,2026-06-07,138.81,CHECK,Posted
PMT500002298,INV500002298,2026-06-07,12.18,CARD,Failed
PMT400002299,INV400002299,2026-06-02,171.14,ACH,Pending
PMT500002299,INV500002299,2026-06-02,23.35,ACH,Pending
PMT500002300,INV500002300,2026-06-19,49.34,ACH,Posted
PMT400002301,INV400002301,2026-05-16,220.07,CASH,Pending
PMT500002301,INV500002301,2026-06-19,26.58,ACH,Posted
PMT400002302,INV400002302,2026-05-03,117.08,CASH,Posted
PMT500002302,INV500002302,2026-06-02,55.88,ACH,Failed
PMT400002303,INV400002303,2026-05-16,150.39,ACH,Pending
PMT400002304,INV400002304,2026-05-16,87.27,CHECK,Posted
PMT500002304,INV500002304,2026-07-02,74.1,ACH,Failed
PMT400002305,INV400002305,2026-05-16,90.27,CHECK,Reversed
PMT500002305,INV500002305,2026-07-02,93.98,CARD,Pending
PMT400002306,INV400002306,2026-05-20,92.37,ACH,Posted
PMT500002306,INV500002306,2026-06-02,70.71,ACH,Posted
PMT400002307,INV400002307,2026-06-02,188.99,CARD,Posted
PMT500002307,INV500002307,2026-06-02,162.01,ACH,Reversed
PMT400002308,INV400002308,2026-06-02,52.28,ACH,Posted
PMT500002308,INV500002308,2026-06-19,81.79,ACH,Posted
PMT400002309,INV400002309,2026-05-16,87.9,ACH,Posted
PMT500002309,INV500002309,2026-07-02,192.97,ACH,Pending
PMT400002310,INV400002310,2026-05-08,201.62,CHECK,Pending
PMT500002310,INV500002310,2026-06-07,95.78,CARD,Posted
PMT500002311,INV500002311,2026-06-07,250.94,ACH,Posted
PMT400002312,INV400002312,2026-05-16,42.43,CHECK,Failed
PMT500002312,INV500002312,2026-06-15,90.11,ACH,Posted
PMT400002313,INV400002313,2026-05-16,32.04,CASH,Posted
PMT500002313,INV500002313,2026-06-02,184.99,CARD,Posted
PMT400002314,INV400002314,2026-05-08,157.54,ACH,Posted
PMT500002314,INV500002314,2026-06-15,42.96,CASH,Posted
PMT400002315,INV400002315,2026-05-08,87.32,ACH,Posted
PMT500002315,INV500002315,2026-07-02,113.93,ACH,Pending
PMT400002316,INV400002316,2026-05-20,157.19,CARD,Reversed
PMT500002316,INV500002316,2026-06-19,119.21,CASH,Reversed
PMT400002317,INV400002317,2026-05-03,177.11,CASH,Posted
PMT500002317,INV500002317,2026-06-02,38.64,CHECK,Pending
PMT400002318,INV400002318,2026-05-08,166.16,CASH,Posted
PMT500002318,INV500002318,2026-06-07,185.48,CASH,Posted
PMT400002319,INV400002319,2026-05-08,49.24,CHECK,Failed
PMT500002319,INV500002319,2026-06-02,203.95,CHECK,Posted
PMT400002320,INV400002320,2026-05-03,110.44,ACH,Posted
PMT500002320,INV500002320,2026-06-07,222.6,CARD,Pending
PMT400002321,INV400002321,2026-05-03,82.04,ACH,Pending
PMT500002321,INV500002321,2026-06-07,209.02,ACH,Posted
PMT400002322,INV400002322,2026-05-16,140.58,ACH,Failed
PMT500002322,INV500002322,2026-06-15,214.76,CHECK,Posted
PMT400002323,INV400002323,2026-05-20,66.05,CARD,Posted
PMT500002323,INV500002323,2026-06-19,204.2,CARD,Failed
PMT400002324,INV400002324,2026-05-16,46.82,ACH,Posted
PMT500002324,INV500002324,2026-06-15,162.77,ACH,Failed
PMT400002325,INV400002325,2026-05-08,30.22,CARD,Pending
PMT500002325,INV500002325,2026-06-15,184.36,ACH,Failed
PMT400002326,INV400002326,2026-05-08,128.49,CHECK,Reversed
PMT500002326,INV500002326,2026-06-07,22.2,ACH,Posted
PMT400002327,INV400002327,2026-05-20,104.67,CHECK,Pending
PMT500002327,INV500002327,2026-06-07,189.67,ACH,Failed
PMT400002328,INV400002328,2026-05-20,179.12,CARD,Posted
PMT500002328,INV500002328,2026-06-02,81.88,CARD,Failed
PMT400002329,INV400002329,2026-05-16,76.24,ACH,Posted
PMT500002329,INV500002329,2026-06-15,204.67,CASH,Posted
PMT400002330,INV400002330,2026-06-02,76.37,ACH,Failed
PMT500002330,INV500002330,2026-06-07,22.68,CARD,Pending
PMT400002331,INV400002331,2026-06-02,112.29,ACH,Reversed
PMT500002331,INV500002331,2026-06-19,143.93,CASH,Failed
PMT400002332,INV400002332,2026-05-16,149.46,ACH,Pending
PMT500002332,INV500002332,2026-06-02,136.79,ACH,Posted
PMT400002333,INV400002333,2026-05-16,138.04,ACH,Pending
PMT500002333,INV500002333,2026-06-02,56.53,ACH,Reversed
PMT400002334,INV400002334,2026-06-02,86.64,ACH,Posted
PMT500002334,INV500002334,2026-06-02,166.9,ACH,Posted
PMT400002335,INV400002335,2026-06-02,214.95,CARD,Pending
PMT500002335,INV500002335,2026-06-15,112.99,ACH,Reversed
PMT400002336,INV400002336,2026-05-16,91.3,CASH,Pending
PMT500002336,INV500002336,2026-07-02,95.36,CARD,Posted
PMT400002337,INV400002337,2026-05-03,62.46,CASH,Pending
PMT500002337,INV500002337,2026-06-19,197.91,CASH,Pending
PMT400002338,INV400002338,2026-05-16,250.52,CASH,Posted
PMT500002338,INV500002338,2026-06-07,144.96,CARD,Failed
PMT400002339,INV400002339,2026-05-20,102.26,ACH,Pending
PMT500002339,INV500002339,2026-06-15,103.47,CARD,Posted
PMT400002340,INV400002340,2026-05-08,10.08,ACH,Pending
PMT500002340,INV500002340,2026-06-07,29.48,CHECK,Posted
PMT400002341,INV400002341,2026-05-03,24.3,CARD,Posted
PMT500002341,INV500002341,2026-06-19,123.08,CHECK,Reversed
PMT400002342,INV400002342,2026-05-20,24.76,CASH,Posted
PMT500002342,INV500002342,2026-06-15,77.35,CHECK,Posted
PMT500002343,INV500002343,2026-06-07,80.17,CHECK,Failed
PMT400002344,INV400002344,2026-05-20,87.04,CARD,Reversed
PMT500002344,INV500002344,2026-07-02,251.9,ACH,Posted
PMT400002345,INV400002345,2026-05-20,128.9,CARD,Pending
PMT500002345,INV500002345,2026-06-19,205.84,CASH,Posted
PMT500002346,INV500002346,2026-06-07,65.38,ACH,Failed
PMT400002347,INV400002347,2026-05-20,135.29,ACH,Reversed
PMT500002347,INV500002347,2026-06-15,166.89,CARD,Pending
PMT400002348,INV400002348,2026-05-08,116.74,ACH,Posted
PMT500002348,INV500002348,2026-06-19,180.41,CASH,Posted
PMT400002349,INV400002349,2026-06-02,97.76,CASH,Posted
PMT500002349,INV500002349,2026-06-07,157.39,ACH,Posted
PMT500002350,INV500002350,2026-07-02,36.12,ACH,Reversed
PMT500002351,INV500002351,2026-07-02,29.52,CARD,Posted
PMT400002352,INV400002352,2026-06-02,22.23,ACH,Posted
PMT500002352,INV500002352,2026-07-02,103.33,ACH,Pending
PMT500002353,INV500002353,2026-06-15,150.03,CASH,Failed
PMT400002354,INV400002354,2026-05-20,67.15,CASH,Failed
PMT500002354,INV500002354,2026-06-02,64.03,CARD,Posted
PMT400002355,INV400002355,2026-05-16,144.13,ACH,Posted
PMT500002355,INV500002355,2026-06-15,126.11,ACH,Posted
PMT400002356,INV400002356,2026-05-20,68.78,CHECK,Reversed
PMT500002356,INV500002356,2026-06-19,221.04,ACH,Failed
PMT400002357,INV400002357,2026-05-03,122.9,CHECK,Posted
PMT500002357,INV500002357,2026-06-02,65.25,ACH,Posted
PMT400002358,INV400002358,2026-06-02,57.45,ACH,Failed
PMT500002358,INV500002358,2026-06-02,221.79,CARD,Posted
PMT400002359,INV400002359,2026-05-20,53.9,CARD,Posted
PMT500002359,INV500002359,2026-06-02,213.07,CASH,Pending
PMT400002360,INV400002360,2026-05-03,163.83,ACH,Posted
PMT500002360,INV500002360,2026-07-02,53.04,CHECK,Posted
PMT400002361,INV400002361,2026-06-02,115.88,CHECK,Pending
PMT500002361,INV500002361,2026-06-07,124.99,ACH,Pending
PMT400002362,INV400002362,2026-05-20,234.13,CASH,Pending
PMT400002363,INV400002363,2026-05-20,152.96,ACH,Failed
PMT500002363,INV500002363,2026-07-02,192.19,CHECK,Posted
PMT400002364,INV400002364,2026-05-08,21.45,ACH,Reversed
PMT500002364,INV500002364,2026-07-02,87.22,ACH,Posted
PMT400002365,INV400002365,2026-05-16,145.54,ACH,Posted
PMT500002365,INV500002365,2026-06-07,95.95,CARD,Reversed
PMT400002366,INV400002366,2026-05-03,111.44,CASH,Posted
PMT500002366,INV500002366,2026-07-02,42.54,CARD,Reversed
PMT500002367,INV500002367,2026-06-02,134.57,CHECK,Reversed
PMT500002368,INV500002368,2026-06-07,234.21,ACH,Failed
PMT400002369,INV400002369,2026-05-03,167.0,CHECK,Failed
PMT500002369,INV500002369,2026-06-07,136.57,ACH,Posted
PMT400002370,INV400002370,2026-05-03,119.04,CHECK,Posted
PMT500002370,INV500002370,2026-06-07,64.79,CASH,Failed
PMT400002371,INV400002371,2026-05-03,213.92,ACH,Posted
PMT500002371,INV500002371,2026-06-02,111.56,CARD,Pending
PMT500002372,INV500002372,2026-07-02,198.53,ACH,Failed
PMT400002373,INV400002373,2026-05-03,37.46,CASH,Pending
PMT500002373,INV500002373,2026-07-02,196.84,ACH,Posted
PMT400002374,INV400002374,2026-05-16,175.75,CHECK,Reversed
PMT500002374,INV500002374,2026-06-15,120.58,ACH,Posted
PMT400002375,INV400002375,2026-05-16,87.06,ACH,Posted
PMT400002376,INV400002376,2026-05-08,39.51,CASH,Posted
PMT500002376,INV500002376,2026-07-02,171.7,ACH,Reversed
PMT400002377,INV400002377,2026-05-03,166.18,ACH,Pending
PMT500002377,INV500002377,2026-06-19,61.97,CASH,Posted
PMT400002378,INV400002378,2026-05-03,45.31,CARD,Posted
PMT500002378,INV500002378,2026-06-19,29.08,ACH,Posted
PMT400002379,INV400002379,2026-05-20,77.6,CARD,Posted
PMT500002379,INV500002379,2026-06-02,244.49,ACH,Reversed
PMT400002380,INV400002380,2026-05-03,77.02,CARD,Pending
PMT500002380,INV500002380,2026-07-02,67.77,CHECK,Posted
PMT400002381,INV400002381,2026-06-02,97.03,CHECK,Posted
PMT400002382,INV400002382,2026-05-08,83.01,CHECK,Reversed
PMT400002383,INV400002383,2026-05-20,131.92,CARD,Failed
PMT500002383,INV500002383,2026-07-02,166.57,CASH,Failed
PMT400002384,INV400002384,2026-05-03,207.22,CHECK,Posted
PMT500002384,INV500002384,2026-06-07,59.13,ACH,Posted
PMT400002385,INV400002385,2026-05-20,62.99,ACH,Failed
PMT500002385,INV500002385,2026-06-15,206.55,CASH,Posted
PMT400002386,INV400002386,2026-05-08,190.3,CHECK,Pending
PMT500002386,INV500002386,2026-07-02,183.01,CASH,Posted
PMT400002387,INV400002387,2026-05-08,186.46,ACH,Posted
PMT500002387,INV500002387,2026-06-19,116.93,ACH,Posted
PMT400002388,INV400002388,2026-05-20,114.63,ACH,Posted
PMT500002388,INV500002388,2026-06-07,185.46,ACH,Posted
PMT400002389,INV400002389,2026-05-16,30.74,CHECK,Pending
PMT500002389,INV500002389,2026-06-02,62.79,ACH,Reversed
PMT400002390,INV400002390,2026-05-20,144.47,ACH,Posted
PMT500002390,INV500002390,2026-06-07,105.38,CARD,Pending
PMT400002391,INV400002391,2026-05-20,121.55,CHECK,Posted
PMT500002391,INV500002391,2026-06-15,121.82,CASH,Posted
PMT400002392,INV400002392,2026-05-08,105.3,ACH,Posted
PMT500002392,INV500002392,2026-06-19,179.64,CHECK,Posted
PMT400002393,INV400002393,2026-05-03,67.63,ACH,Pending
PMT500002393,INV500002393,2026-06-07,227.05,CARD,Pending
PMT500002394,INV500002394,2026-06-02,183.49,ACH,Posted
PMT500002395,INV500002395,2026-07-02,53.16,ACH,Reversed
PMT400002396,INV400002396,2026-06-02,181.63,ACH,Posted
PMT500002396,INV500002396,2026-06-15,45.27,CASH,Posted
PMT400002397,INV400002397,2026-05-16,236.09,ACH,Reversed
PMT500002397,INV500002397,2026-07-02,91.12,CASH,Failed
PMT400002398,INV400002398,2026-05-08,231.27,ACH,Reversed
PMT500002398,INV500002398,2026-07-02,69.63,ACH,Pending
PMT400002399,INV400002399,2026-05-16,70.81,CARD,Reversed
PMT500002399,INV500002399,2026-06-15,37.74,ACH,Pending
PMT400002400,INV400002400,2026-05-20,214.77,CASH,Reversed
PMT500002400,INV500002400,2026-06-19,57.67,ACH,Posted
PMT400002401,INV400002401,2026-06-02,84.56,CHECK,Posted
PMT500002401,INV500002401,2026-06-02,237.29,CHECK,Posted
PMT500002402,INV500002402,2026-06-07,110.92,ACH,Posted
PMT400002403,INV400002403,2026-06-02,115.9,CASH,Pending
PMT500002403,INV500002403,2026-06-02,37.15,CASH,Failed
PMT400002404,INV400002404,2026-05-20,182.63,CARD,Pending
PMT500002404,INV500002404,2026-06-19,81.78,CHECK,Failed
PMT400002405,INV400002405,2026-06-02,77.42,CARD,Failed
