cell_id,kpi_ts,connected_users,throughput_mbps,prb_utilization_pct,drop_call_rate_pct,handover_success_pct,availability_pct,kpi_date
CELL000136,2026-05-08 07:00:00,190,673.179,70.493,2.7597,94.578,99.7901,2026-05-08
CELL000136,2026-05-08 08:00:00,130,324.168,57.756,0.905,92.9465,99.8386,2026-05-08
CELL000136,2026-05-08 09:00:00,199,543.406,96.127,1.6538,100.0,100.0,2026-05-08
CELL000136,2026-05-08 10:00:00,157,308.952,81.254,1.7618,94.6415,99.9313,2026-05-08
CELL000136,2026-05-08 11:00:00,104,391.484,48.252,0.1432,92.8714,99.5861,2026-05-08
CELL000136,2026-05-08 12:00:00,317,545.028,96.984,3.482,95.176,99.2625,2026-05-08
CELL000136,2026-05-08 13:00:00,206,245.636,82.347,1.0205,95.8085,99.5735,2026-05-08
CELL000136,2026-05-08 14:00:00,266,424.934,93.738,0.7267,98.2798,99.7931,2026-05-08
CELL000136,2026-05-08 15:00:00,2,405.612,60.931,0.0,98.1496,0.0,2026-05-08
CELL000136,2026-05-08 16:00:00,153,585.609,63.763,1.6313,96.6333,99.7963,2026-05-08
CELL000136,2026-05-08 17:00:00,118,413.786,89.255,0.4703,93.6023,100.0,2026-05-08
CELL000136,2026-05-08 18:00:00,103,393.539,31.002,1.5356,99.3132,100.0,2026-05-08
CELL000136,2026-05-08 19:00:00,205,196.117,55.149,0.0,97.7407,99.4054,2026-05-08
CELL000136,2026-05-08 20:00:00,66,871.359,67.329,1.6274,95.5814,100.0,2026-05-08
CELL000136,2026-05-08 21:00:00,278,612.601,25.868,1.5102,95.417,99.9197,2026-05-08
CELL000136,2026-05-08 22:00:00,234,283.18,59.594,0.8874,93.8249,99.9582,2026-05-08
CELL000136,2026-05-08 23:00:00,135,333.336,27.356,0.4733,100.0,99.6362,2026-05-08
CELL000136,2026-05-09 00:00:00,272,504.993,68.396,2.0048,91.4976,99.889,2026-05-09
CELL000136,2026-05-09 01:00:00,191,541.06,53.72,0.426,96.1142,99.5328,2026-05-09
CELL000136,2026-05-09 02:00:00,240,617.624,70.913,1.3429,98.7077,99.9514,2026-05-09
CELL000136,2026-05-09 03:00:00,122,179.006,28.866,0.8532,94.9438,99.6284,2026-05-09
CELL000136,2026-05-09 04:00:00,118,500.183,44.624,0.9031,93.5588,99.8738,2026-05-09
CELL000136,2026-05-09 05:00:00,146,636.068,45.85,0.0813,92.7329,99.9393,2026-05-09
CELL000136,2026-05-09 06:00:00,135,423.844,86.246,2.5997,96.5393,99.5283,2026-05-09
CELL000136,2026-05-09 07:00:00,116,547.815,52.083,1.5604,98.5669,99.3444,2026-05-09
CELL000136,2026-05-09 08:00:00,206,457.106,53.007,0.0,98.7832,99.3952,2026-05-09
CELL000136,2026-05-09 09:00:00,246,428.436,84.097,1.1643,98.4101,99.468,2026-05-09
CELL000136,2026-05-09 10:00:00,311,450.752,69.631,1.0016,95.9743,99.9117,2026-05-09
CELL000136,2026-05-09 11:00:00,281,382.31,23.397,1.5262,97.2965,100.0,2026-05-09
CELL000136,2026-05-09 12:00:00,191,474.076,58.204,0.0,97.6183,99.6358,2026-05-09
CELL000136,2026-05-09 13:00:00,247,237.165,60.117,0.6642,91.7075,99.9899,2026-05-09
CELL000136,2026-05-09 14:00:00,183,125.485,39.071,3.3307,95.9436,99.5799,2026-05-09
CELL000136,2026-05-09 15:00:00,163,225.222,48.572,0.3479,95.2117,99.4788,2026-05-09
CELL000136,2026-05-09 16:00:00,171,940.148,22.201,1.5307,94.3111,99.9573,2026-05-09
CELL000136,2026-05-09 17:00:00,232,481.979,69.057,0.0,95.9176,100.0,2026-05-09
CELL000136,2026-05-09 18:00:00,318,539.883,23.289,0.8563,96.606,99.3442,2026-05-09
CELL000136,2026-05-09 19:00:00,216,291.625,67.57,1.3447,96.319,100.0,2026-05-09
CELL000136,2026-05-09 20:00:00,182,325.899,48.312,1.7043,96.3403,99.8533,2026-05-09
CELL000136,2026-05-09 21:00:00,122,355.168,27.092,3.0848,100.0,99.2933,2026-05-09
CELL000136,2026-05-09 22:00:00,73,412.196,35.728,2.3446,90.3902,100.0,2026-05-09
CELL000136,2026-05-09 23:00:00,173,773.474,54.034,0.0,93.4835,99.6706,2026-05-09
CELL000136,2026-05-10 00:00:00,119,453.94,71.853,1.6008,94.7443,100.0,2026-05-10
CELL000136,2026-05-10 01:00:00,215,254.699,58.597,1.7148,93.0992,99.6817,2026-05-10
CELL000136,2026-05-10 02:00:00,217,284.889,53.236,0.4169,94.6491,100.0,2026-05-10
CELL000136,2026-05-10 03:00:00,249,289.958,96.566,0.0,95.0611,99.6651,2026-05-10
CELL000136,2026-05-10 04:00:00,289,828.475,8.204,0.0,94.5838,99.7918,2026-05-10
CELL000136,2026-05-10 05:00:00,300,286.327,95.966,1.7012,99.1825,100.0,2026-05-10
CELL000136,2026-05-10 06:00:00,364,407.201,36.508,2.5765,92.5464,99.5567,2026-05-10
CELL000136,2026-05-10 07:00:00,198,335.413,40.257,0.0,94.9646,99.8826,2026-05-10
CELL000136,2026-05-10 08:00:00,132,335.195,72.559,2.7835,95.4247,99.7114,2026-05-10
CELL000136,2026-05-10 09:00:00,272,240.97,43.835,2.4371,95.0541,99.5037,2026-05-10
CELL000136,2026-05-10 10:00:00,85,517.644,90.167,0.7079,96.2385,99.7143,2026-05-10
CELL000136,2026-05-10 11:00:00,332,25.688,48.384,0.0,94.9688,99.917,2026-05-10
CELL000136,2026-05-10 12:00:00,230,497.049,44.891,1.7758,95.0628,99.913,2026-05-10
CELL000136,2026-05-10 13:00:00,208,695.293,33.423,1.7425,94.8404,100.0,2026-05-10
CELL000136,2026-05-10 14:00:00,155,764.975,47.378,1.798,94.9061,99.9071,2026-05-10
CELL000136,2026-05-10 15:00:00,96,575.061,48.895,1.4476,99.5319,99.8469,2026-05-10
CELL000136,2026-05-10 16:00:00,56,545.581,76.941,0.3901,99.1352,99.9393,2026-05-10
CELL000136,2026-05-10 17:00:00,231,520.674,68.798,0.7088,91.6179,99.8129,2026-05-10
CELL000136,2026-05-10 18:00:00,191,577.986,94.364,2.0315,97.3265,99.8207,2026-05-10
CELL000136,2026-05-10 19:00:00,122,609.774,77.065,1.0368,96.2381,99.7881,2026-05-10
CELL000136,2026-05-10 20:00:00,165,666.129,10.762,1.7078,96.317,99.4933,2026-05-10
CELL000136,2026-05-10 21:00:00,220,337.026,64.21,0.5757,94.1677,99.392,2026-05-10
CELL000136,2026-05-10 22:00:00,220,639.811,30.538,0.0,92.3077,99.8488,2026-05-10
CELL000136,2026-05-10 23:00:00,255,32.409,35.614,0.0,95.7907,99.7505,2026-05-10
CELL000136,2026-05-11 00:00:00,88,242.638,21.474,0.4942,96.5505,99.2931,2026-05-11
CELL000136,2026-05-11 01:00:00,109,481.91,69.941,0.6683,93.1611,99.7725,2026-05-11
CELL000136,2026-05-11 02:00:00,93,437.402,58.039,1.8156,96.553,99.2883,2026-05-11
CELL000136,2026-05-11 03:00:00,173,613.092,45.266,0.0,95.3354,99.5783,2026-05-11
CELL000136,2026-05-11 04:00:00,265,243.62,75.354,3.5029,96.1658,99.7564,2026-05-11
CELL000136,2026-05-11 05:00:00,89,409.663,36.619,0.4067,95.7784,99.4605,2026-05-11
CELL000136,2026-05-11 06:00:00,181,728.575,71.948,1.5834,97.4095,99.9449,2026-05-11
CELL000136,2026-05-11 07:00:00,163,516.582,49.003,1.3786,98.4864,99.6743,2026-05-11
CELL000136,2026-05-11 08:00:00,81,297.699,58.077,1.9723,92.4879,99.5667,2026-05-11
CELL000136,2026-05-11 09:00:00,242,494.434,50.626,1.7223,95.5683,99.0665,2026-05-11
CELL000136,2026-05-11 10:00:00,189,314.49,79.82,1.0474,96.8887,100.0,2026-05-11
CELL000136,2026-05-11 11:00:00,90,559.104,59.764,1.2133,96.3485,99.3823,2026-05-11
CELL000136,2026-05-11 12:00:00,130,364.995,51.949,0.469,93.4989,99.9319,2026-05-11
CELL000136,2026-05-11 13:00:00,213,456.803,25.297,1.3424,95.7802,100.0,2026-05-11
CELL000136,2026-05-11 14:00:00,151,692.784,61.221,0.3579,100.0,99.6665,2026-05-11
CELL000136,2026-05-11 15:00:00,168,261.793,61.275,1.7118,95.7247,99.6886,2026-05-11
CELL000136,2026-05-11 16:00:00,101,262.608,95.61,1.271,94.7887,99.3972,2026-05-11
CELL000136,2026-05-11 17:00:00,142,585.098,43.289,0.0,96.2562,99.3006,2026-05-11
CELL000136,2026-05-11 18:00:00,0,64.191,90.615,2.0184,91.5816,100.0,2026-05-11
CELL000136,2026-05-11 19:00:00,112,709.766,69.559,0.0,98.604,99.8012,2026-05-11
CELL000136,2026-05-11 20:00:00,231,504.018,83.729,2.2989,96.4966,99.5142,2026-05-11
CELL000136,2026-05-11 21:00:00,115,562.137,34.906,2.2528,96.1321,99.394,2026-05-11
CELL000136,2026-05-11 22:00:00,254,245.877,28.658,1.7214,98.2651,99.8284,2026-05-11
CELL000136,2026-05-11 23:00:00,317,568.319,45.099,2.8469,92.3751,99.8912,2026-05-11
CELL000136,2026-05-12 00:00:00,141,433.463,54.923,0.672,100.0,99.4669,2026-05-12
CELL000136,2026-05-12 01:00:00,213,418.315,69.634,1.8965,96.5253,99.6817,2026-05-12
CELL000136,2026-05-12 02:00:00,259,661.901,60.751,1.8072,96.2242,99.6244,2026-05-12
CELL000136,2026-05-12 03:00:00,116,466.889,46.18,1.9999,97.1044,100.0,2026-05-12
CELL000136,2026-05-12 04:00:00,254,328.41,59.778,1.262,94.4473,99.7324,2026-05-12
CELL000136,2026-05-12 05:00:00,79,267.53,90.298,2.2095,97.247,99.7998,2026-05-12
CELL000136,2026-05-12 06:00:00,79,234.898,54.96,0.0,94.9278,99.1457,2026-05-12
CELL000136,2026-05-12 07:00:00,207,379.063,81.392,1.097,94.6134,99.6599,2026-05-12
CELL000136,2026-05-12 08:00:00,114,584.684,24.19,1.9988,96.5132,99.5889,2026-05-12
CELL000136,2026-05-12 09:00:00,198,344.889,39.697,2.7826,97.9381,100.0,2026-05-12
CELL000136,2026-05-12 10:00:00,204,439.82,84.551,0.5368,92.8154,99.3714,2026-05-12
CELL000136,2026-05-12 11:00:00,173,723.304,33.956,2.394,97.8961,99.6517,2026-05-12
CELL000136,2026-05-12 12:00:00,145,189.542,50.8,2.3826,94.7224,99.6458,2026-05-12
CELL000136,2026-05-12 13:00:00,132,416.458,71.485,0.6658,92.2021,99.9114,2026-05-12
CELL000136,2026-05-12 14:00:00,168,285.868,76.511,3.4258,97.3663,100.0,2026-05-12
CELL000136,2026-05-12 15:00:00,97,274.381,53.149,2.9647,94.4329,100.0,2026-05-12
CELL000136,2026-05-12 16:00:00,309,663.363,67.302,0.1987,98.8117,98.987,2026-05-12
CELL000136,2026-05-12 17:00:00,152,138.529,65.95,2.6647,96.6786,99.6191,2026-05-12
CELL000136,2026-05-12 18:00:00,85,550.018,51.918,0.0,96.8859,99.7528,2026-05-12
CELL000136,2026-05-12 19:00:00,193,157.559,75.668,0.0,96.6101,99.9076,2026-05-12
CELL000136,2026-05-12 20:00:00,221,616.21,82.528,0.0,97.7943,99.7294,2026-05-12
CELL000136,2026-05-12 21:00:00,335,314.972,34.675,1.7202,98.9384,99.368,2026-05-12
CELL000136,2026-05-12 22:00:00,326,584.953,59.527,1.3414,89.289,99.9743,2026-05-12
CELL000136,2026-05-12 23:00:00,177,334.705,41.663,1.8414,98.937,99.7324,2026-05-12
CELL000136,2026-05-13 00:00:00,17,0.0,58.937,0.0,92.6,99.5101,2026-05-13
CELL000136,2026-05-13 01:00:00,122,488.913,24.907,1.6118,92.5886,99.3093,2026-05-13
CELL000136,2026-05-13 02:00:00,195,76.442,69.781,2.1453,97.4376,99.9267,2026-05-13
CELL000136,2026-05-13 03:00:00,95,628.241,47.987,2.2512,94.3218,99.8549,2026-05-13
CELL000136,2026-05-13 04:00:00,123,64.295,81.719,0.8659,94.3332,99.7235,2026-05-13
CELL000136,2026-05-13 05:00:00,177,514.054,48.218,2.1693,97.0309,100.0,2026-05-13
CELL000136,2026-05-13 06:00:00,286,572.324,40.484,0.432,96.124,99.6857,2026-05-13
CELL000136,2026-05-13 07:00:00,281,647.892,70.923,1.5527,91.9589,99.6452,2026-05-13
CELL000136,2026-05-13 08:00:00,160,479.357,58.601,0.4985,100.0,99.6213,2026-05-13
CELL000136,2026-05-13 09:00:00,0,215.097,25.32,0.7277,96.8804,99.3753,2026-05-13
CELL000136,2026-05-13 10:00:00,68,467.135,38.286,2.838,97.5434,99.184,2026-05-13
CELL000136,2026-05-13 11:00:00,170,525.084,62.785,0.3797,96.3805,99.6823,2026-05-13
CELL000136,2026-05-13 12:00:00,281,191.184,74.281,1.4977,92.5718,99.4185,2026-05-13
CELL000136,2026-05-13 13:00:00,137,583.105,51.024,2.0134,92.569,99.9856,2026-05-13
CELL000136,2026-05-13 14:00:00,117,401.942,96.444,1.7653,97.3912,99.5693,2026-05-13
CELL000136,2026-05-13 15:00:00,295,271.346,38.162,1.502,96.2507,99.6999,2026-05-13
CELL000136,2026-05-13 16:00:00,259,558.437,64.612,1.3682,94.6366,99.7386,2026-05-13
CELL000136,2026-05-13 17:00:00,146,671.897,19.362,0.1669,95.9595,100.0,2026-05-13
CELL000136,2026-05-13 18:00:00,220,482.653,98.504,1.512,98.3806,100.0,2026-05-13
CELL000136,2026-05-13 19:00:00,99,731.186,51.69,2.1316,94.5416,99.4951,2026-05-13
CELL000136,2026-05-13 20:00:00,260,421.518,36.311,1.1601,94.931,99.6835,2026-05-13
CELL000136,2026-05-13 21:00:00,174,362.186,30.194,0.0,93.7129,99.5592,2026-05-13
CELL000136,2026-05-13 22:00:00,192,441.152,84.233,1.1657,91.0071,99.3423,2026-05-13
CELL000136,2026-05-13 23:00:00,164,457.733,54.697,2.5027,95.9182,99.7975,2026-05-13
CELL000136,2026-05-14 00:00:00,78,374.108,46.17,2.4121,96.2344,99.7737,2026-05-14
CELL000136,2026-05-14 01:00:00,354,0.0,47.507,0.8662,92.8011,100.0,2026-05-14
CELL000136,2026-05-14 02:00:00,290,386.845,88.072,2.3831,98.6646,99.6231,2026-05-14
CELL000136,2026-05-14 03:00:00,189,224.818,65.563,1.959,95.1776,99.5145,2026-05-14
CELL000136,2026-05-14 04:00:00,223,694.864,52.882,0.7951,98.9578,99.7588,2026-05-14
CELL000136,2026-05-14 05:00:00,140,450.1,83.167,1.0836,92.2838,99.8126,2026-05-14
CELL000136,2026-05-14 06:00:00,241,389.849,74.844,1.4984,97.0371,99.5892,2026-05-14
CELL000136,2026-05-14 07:00:00,198,501.606,52.808,0.0975,95.3142,100.0,2026-05-14
CELL000136,2026-05-14 08:00:00,266,613.554,33.114,0.0918,94.2934,100.0,2026-05-14
CELL000136,2026-05-14 09:00:00,150,667.792,51.176,1.2951,96.7405,99.5848,2026-05-14
CELL000136,2026-05-14 10:00:00,291,659.729,63.384,1.8616,95.652,99.8547,2026-05-14
CELL000136,2026-05-14 11:00:00,312,280.324,57.225,2.0432,98.1242,99.8384,2026-05-14
CELL000136,2026-05-14 12:00:00,135,423.245,47.962,0.0,98.2617,100.0,2026-05-14
CELL000136,2026-05-14 13:00:00,191,439.052,60.058,1.7663,92.6679,99.8332,2026-05-14
CELL000136,2026-05-14 14:00:00,184,414.765,23.234,1.3989,92.416,99.2341,2026-05-14
CELL000136,2026-05-14 15:00:00,354,372.591,71.657,0.0,98.3839,99.6534,2026-05-14
CELL000136,2026-05-14 16:00:00,80,428.687,44.052,0.2321,94.8819,99.2187,2026-05-14
CELL000136,2026-05-14 17:00:00,180,419.249,52.207,1.1361,96.1526,99.5933,2026-05-14
CELL000136,2026-05-14 18:00:00,113,719.281,100.0,0.0,93.1401,99.9137,2026-05-14
CELL000136,2026-05-14 19:00:00,259,908.595,67.497,1.8277,89.8791,100.0,2026-05-14
CELL000136,2026-05-14 20:00:00,205,485.486,31.984,0.0938,95.6529,99.4494,2026-05-14
CELL000136,2026-05-14 21:00:00,184,275.145,58.828,1.8147,97.3741,99.4774,2026-05-14
CELL000136,2026-05-14 22:00:00,151,452.389,15.359,2.6974,91.9152,99.5401,2026-05-14
CELL000136,2026-05-14 23:00:00,133,605.581,69.296,2.0332,96.0458,99.7289,2026-05-14
CELL000136,2026-05-15 00:00:00,51,263.68,23.31,0.698,95.2508,100.0,2026-05-15
CELL000136,2026-05-15 01:00:00,233,482.136,67.505,1.6134,100.0,99.85,2026-05-15
CELL000136,2026-05-15 02:00:00,228,374.705,62.052,1.1283,97.0993,99.5412,2026-05-15
CELL000136,2026-05-15 03:00:00,96,205.176,67.6,1.195,93.3339,99.8646,2026-05-15
CELL000136,2026-05-15 04:00:00,182,305.249,40.044,0.5085,95.5745,99.5878,2026-05-15
CELL000136,2026-05-15 05:00:00,158,173.515,76.303,3.0093,98.2486,99.8856,2026-05-15
CELL000136,2026-05-15 06:00:00,94,499.305,68.475,0.5016,99.5644,99.881,2026-05-15
CELL000136,2026-05-15 07:00:00,170,463.622,92.383,0.1655,95.4613,99.8703,2026-05-15
CELL000136,2026-05-15 08:00:00,283,220.423,40.268,0.8081,94.8682,99.1579,2026-05-15
CELL000136,2026-05-15 09:00:00,182,525.417,76.643,2.0015,93.4957,99.6796,2026-05-15
CELL000136,2026-05-15 10:00:00,198,380.677,19.866,0.3938,99.8105,99.6827,2026-05-15
CELL000136,2026-05-15 11:00:00,186,496.095,90.443,0.6898,92.7743,99.3828,2026-05-15
CELL000136,2026-05-15 12:00:00,186,695.954,69.982,3.5956,97.5719,99.8486,2026-05-15
CELL000136,2026-05-15 13:00:00,152,259.418,22.932,0.0,93.2908,99.4025,2026-05-15
CELL000136,2026-05-15 14:00:00,246,439.123,79.487,0.0,98.1112,99.8959,2026-05-15
CELL000136,2026-05-15 15:00:00,219,404.635,73.447,0.3489,96.2188,99.9822,2026-05-15
CELL000136,2026-05-15 16:00:00,94,387.097,73.459,0.9554,94.7143,99.4135,2026-05-15
CELL000136,2026-05-15 17:00:00,203,357.515,85.763,0.8763,97.0524,100.0,2026-05-15
CELL000136,2026-05-15 18:00:00,77,456.414,57.872,0.6996,96.7701,99.5361,2026-05-15
CELL000136,2026-05-15 19:00:00,188,84.727,39.842,0.9914,98.6743,100.0,2026-05-15
CELL000136,2026-05-15 20:00:00,134,601.299,0.0,1.2932,95.19,99.7551,2026-05-15
CELL000136,2026-05-15 21:00:00,209,89.198,85.804,1.8742,94.6402,99.2027,2026-05-15
CELL000136,2026-05-15 22:00:00,228,374.477,46.417,1.2333,96.8498,99.9652,2026-05-15
CELL000136,2026-05-15 23:00:00,306,353.974,31.152,1.2897,94.0738,100.0,2026-05-15
CELL000136,2026-05-16 00:00:00,124,108.683,0.0,0.0,96.2387,99.9064,2026-05-16
CELL000136,2026-05-16 01:00:00,76,623.529,39.055,2.3386,96.3477,99.2981,2026-05-16
CELL000136,2026-05-16 02:00:00,219,570.532,98.014,1.2027,95.0265,100.0,2026-05-16
CELL000136,2026-05-16 03:00:00,226,343.277,100.0,1.4334,98.0088,99.7069,2026-05-16
CELL000136,2026-05-16 04:00:00,272,430.082,43.261,0.6866,97.7325,99.6355,2026-05-16
CELL000136,2026-05-16 05:00:00,181,651.067,66.668,1.0235,98.2942,99.5136,2026-05-16
CELL000136,2026-05-16 06:00:00,232,612.634,51.066,0.0,94.5023,99.7086,2026-05-16
CELL000136,2026-05-16 07:00:00,246,214.625,98.337,0.0,96.1369,99.7488,2026-05-16
CELL000136,2026-05-16 08:00:00,218,534.648,44.399,1.7568,96.3162,99.638,2026-05-16
CELL000136,2026-05-16 09:00:00,205,708.927,85.307,1.6209,96.2456,99.7753,2026-05-16
CELL000136,2026-05-16 10:00:00,127,756.298,80.532,1.4133,96.2691,99.733,2026-05-16
CELL000136,2026-05-16 11:00:00,136,581.098,57.136,1.2002,96.163,99.6542,2026-05-16
CELL000136,2026-05-16 12:00:00,254,345.411,71.68,2.5531,99.5942,99.8262,2026-05-16
CELL000136,2026-05-16 13:00:00,114,351.138,20.498,1.3472,96.5545,99.6261,2026-05-16
CELL000136,2026-05-16 14:00:00,45,634.179,56.549,0.9292,96.3417,99.5626,2026-05-16
CELL000136,2026-05-16 15:00:00,250,236.846,70.724,0.9756,97.0072,99.5956,2026-05-16
CELL000136,2026-05-16 16:00:00,91,124.719,78.184,0.9239,95.1915,99.7879,2026-05-16
CELL000136,2026-05-16 17:00:00,180,277.347,82.065,0.0,97.5259,99.6489,2026-05-16
CELL000136,2026-05-16 18:00:00,138,687.122,67.704,1.0428,97.474,99.7321,2026-05-16
CELL000136,2026-05-16 19:00:00,257,651.181,38.797,2.0474,94.0883,99.5866,2026-05-16
CELL000136,2026-05-16 20:00:00,3,572.041,78.425,2.4699,99.8957,99.8548,2026-05-16
CELL000136,2026-05-16 21:00:00,143,351.88,34.085,0.6219,94.6699,99.5661,2026-05-16
CELL000136,2026-05-16 22:00:00,123,345.524,45.736,1.1571,100.0,99.3037,2026-05-16
CELL000136,2026-05-16 23:00:00,112,141.532,65.761,0.8773,95.2282,99.724,2026-05-16
CELL000136,2026-05-17 00:00:00,234,186.503,61.763,0.5383,97.5721,100.0,2026-05-17
CELL000136,2026-05-17 01:00:00,313,392.967,70.145,0.8483,96.2724,99.4052,2026-05-17
CELL000136,2026-05-17 02:00:00,172,585.831,64.741,2.2256,92.5716,99.8865,2026-05-17
CELL000136,2026-05-17 03:00:00,288,379.925,63.487,0.0,95.9325,99.7351,2026-05-17
CELL000136,2026-05-17 04:00:00,145,401.975,83.759,1.0109,96.2438,99.7288,2026-05-17
CELL000136,2026-05-17 05:00:00,212,541.711,67.54,1.3099,93.9664,99.894,2026-05-17
CELL000136,2026-05-17 06:00:00,164,318.262,15.056,1.3369,95.0623,99.8513,2026-05-17
CELL000136,2026-05-17 07:00:00,94,690.241,46.757,1.7092,95.4294,99.4579,2026-05-17
CELL000136,2026-05-17 08:00:00,134,545.948,73.018,1.3984,96.8988,99.5002,2026-05-17
CELL000136,2026-05-17 09:00:00,101,532.159,78.189,2.133,99.0365,99.8105,2026-05-17
CELL000136,2026-05-17 10:00:00,159,483.667,39.751,3.6287,96.7643,100.0,2026-05-17
CELL000136,2026-05-17 11:00:00,214,468.83,86.483,2.0595,95.8768,99.3952,2026-05-17
CELL000136,2026-05-17 12:00:00,92,735.207,81.91,0.928,97.9255,99.2108,2026-05-17
CELL000136,2026-05-17 13:00:00,234,545.472,42.604,3.0465,96.9565,99.6982,2026-05-17
CELL000136,2026-05-17 14:00:00,134,616.734,62.348,0.7263,94.9158,99.7353,2026-05-17
CELL000136,2026-05-17 15:00:00,223,602.035,64.828,0.0,93.5675,99.5214,2026-05-17
CELL000136,2026-05-17 16:00:00,305,203.765,20.488,2.9675,97.575,99.8662,2026-05-17
CELL000136,2026-05-17 17:00:00,117,693.589,87.784,1.0166,94.0056,99.8558,2026-05-17
CELL000136,2026-05-17 18:00:00,254,515.301,100.0,0.0195,96.6058,99.6055,2026-05-17
CELL000136,2026-05-17 19:00:00,98,576.422,51.65,2.0341,100.0,99.514,2026-05-17
CELL000136,2026-05-17 20:00:00,127,87.206,66.008,0.0,93.7134,99.6313,2026-05-17
CELL000136,2026-05-17 21:00:00,183,477.862,43.594,0.1491,93.494,99.8564,2026-05-17
CELL000136,2026-05-17 22:00:00,204,498.198,60.95,1.6019,95.4922,0.0,2026-05-17
CELL000136,2026-05-17 23:00:00,39,182.554,58.164,1.8831,98.9514,99.306,2026-05-17
CELL000136,2026-05-18 00:00:00,254,451.678,100.0,0.8581,100.0,99.6246,2026-05-18
CELL000136,2026-05-18 01:00:00,205,608.224,19.104,1.4219,94.9375,99.4257,2026-05-18
CELL000136,2026-05-18 02:00:00,273,501.523,83.359,0.0,97.0406,99.3125,2026-05-18
CELL000136,2026-05-18 03:00:00,106,72.273,42.078,2.2793,97.3981,99.7717,2026-05-18
CELL000136,2026-05-18 04:00:00,406,361.295,51.82,0.1018,93.8188,99.6697,2026-05-18
CELL000136,2026-05-18 05:00:00,196,328.035,75.45,1.5616,95.4265,99.6075,2026-05-18
CELL000136,2026-05-18 06:00:00,183,396.624,79.949,0.7542,95.9369,99.5071,2026-05-18
CELL000136,2026-05-18 07:00:00,109,598.593,81.997,0.7839,95.8068,100.0,2026-05-18
CELL000136,2026-05-18 08:00:00,294,396.305,62.609,1.4916,92.6294,100.0,2026-05-18
CELL000136,2026-05-18 09:00:00,300,242.213,25.967,0.5534,97.1866,99.87,2026-05-18
CELL000136,2026-05-18 10:00:00,209,500.081,71.616,1.2045,97.2963,99.308,2026-05-18
CELL000136,2026-05-18 11:00:00,254,505.809,62.619,0.4226,95.7185,99.6641,2026-05-18
CELL000136,2026-05-18 12:00:00,99,739.63,34.615,0.1449,97.5373,99.9622,2026-05-18
CELL000136,2026-05-18 13:00:00,272,767.986,97.184,1.1307,96.1944,99.387,2026-05-18
CELL000136,2026-05-18 14:00:00,120,305.811,54.279,0.0,97.9917,99.7457,2026-05-18
CELL000136,2026-05-18 15:00:00,189,576.123,45.128,1.5348,98.8638,100.0,2026-05-18
CELL000136,2026-05-18 16:00:00,249,507.29,51.21,2.3482,97.5423,99.9288,2026-05-18
CELL000136,2026-05-18 17:00:00,179,240.056,72.911,0.956,100.0,99.8557,2026-05-18
CELL000136,2026-05-18 18:00:00,302,648.391,76.878,0.6978,99.6411,99.6407,2026-05-18
CELL000136,2026-05-18 19:00:00,278,530.735,46.984,0.6549,100.0,99.6652,2026-05-18
CELL000136,2026-05-18 20:00:00,163,404.539,52.944,1.0188,97.6184,99.8415,2026-05-18
CELL000136,2026-05-18 21:00:00,197,392.788,60.57,0.0,96.6661,99.4769,2026-05-18
CELL000136,2026-05-18 22:00:00,170,491.828,55.88,1.9385,89.9514,99.3066,2026-05-18
CELL000136,2026-05-18 23:00:00,205,628.369,49.747,2.9845,93.9085,99.8176,2026-05-18
CELL000136,2026-05-19 00:00:00,219,574.159,59.643,2.25,100.0,100.0,2026-05-19
CELL000136,2026-05-19 01:00:00,185,315.199,44.605,0.5768,95.5382,99.5664,2026-05-19
CELL000136,2026-05-19 02:00:00,124,344.072,75.161,2.4107,96.4599,99.7307,2026-05-19
CELL000136,2026-05-19 03:00:00,183,499.442,73.761,0.9095,94.6215,99.5263,2026-05-19
CELL000136,2026-05-19 04:00:00,93,580.934,82.745,1.6304,96.8037,99.8223,2026-05-19
CELL000136,2026-05-19 05:00:00,172,431.898,7.89,0.7804,94.4022,99.8476,2026-05-19
CELL000136,2026-05-19 06:00:00,207,390.891,70.217,0.034,94.1766,99.2115,2026-05-19
CELL000136,2026-05-19 07:00:00,116,510.011,52.87,0.1673,96.0131,99.7897,2026-05-19
CELL000136,2026-05-19 08:00:00,57,348.613,50.659,0.5373,92.3728,99.6719,2026-05-19
CELL000136,2026-05-19 09:00:00,267,632.581,42.317,0.0,92.7893,100.0,2026-05-19
CELL000136,2026-05-19 10:00:00,56,232.848,79.818,0.0,92.943,99.7509,2026-05-19
CELL000136,2026-05-19 11:00:00,222,570.79,38.553,1.7903,95.9671,99.5276,2026-05-19
CELL000136,2026-05-19 12:00:00,210,523.671,64.241,1.8888,95.3006,99.3213,2026-05-19
CELL000136,2026-05-19 13:00:00,272,364.8,70.896,1.9939,100.0,99.8053,2026-05-19
CELL000136,2026-05-19 14:00:00,167,313.607,44.589,1.8952,97.4452,99.6313,2026-05-19
CELL000136,2026-05-19 15:00:00,245,295.606,80.229,1.0263,94.4404,99.4792,2026-05-19
CELL000136,2026-05-19 16:00:00,169,241.804,67.721,0.4427,93.8941,99.5202,2026-05-19
CELL000136,2026-05-19 17:00:00,182,426.701,71.949,2.1243,94.1866,99.5798,2026-05-19
CELL000136,2026-05-19 18:00:00,182,473.074,65.752,1.4833,96.6172,99.7074,2026-05-19
