meter_id,customer_id,site_id,meter_type,install_date,multiplier,status,firmware_version
MTR0000625,CUST0000478,SITE0005,Smart Meter,2018-04-28,bad,Inactive,
MTR0000626,CUST0000650,SITE_UNKNOWN,Smart Meter,2024-07-13,1,Active,v2.1
MTR0000627,CUST0000445,SITE0013,smart meter,11/28/2025,1,active ,v2.0
MTR0000628,CUST0000780,SITE0030,smart meter,09/11/2022,10,Inactive,v1.3
MTR0000629,CUST0000534,SITE0021,smart meter,2018-11-16,1,Inactive,
MTR0000630,CUST0000086,SITE0008,smart meter,09/01/2020,10,Inactive,v1.2
MTR0000631,CUST0000392,SITE0028,Industrial Meter,12/05/2021,1,Disconnected,v1.2
MTR0000632,CUST0000427,SITE0025,smart meter,2025-02-19,bad,Disconnected,v2.0
MTR0000633,CUST0000532,SITE0001,smart meter,02/03/2018,1,Disconnected,v1.3
MTR0000634,CUST0000010,SITE0029,Industrial Meter,03/05/2025,1,Inactive,v2.0
MTR0000635,CUST0000238,SITE0008,smart meter,03/14/2018,10,Inactive,v1.3
MTR0000636,CUST0000460,SITE0015,Industrial Meter,08/23/2021,1,active ,v2.1
MTR0000637,CUST0000108,SITE0007,Commercial Meter,2020-03-01,1,Disconnected,v1.3
MTR0000638,CUST0000605,SITE0001,Commercial Meter,2018-10-22,bad,active ,v1.3
MTR0000639,CUST0000296,SITE0016,Net Meter,10/10/2021,bad,Inactive,v2.1
MTR0000640,CUST0000150,SITE0009,smart meter,10/16/2022,10,Active,v2.1
MTR0000641,CUST0000525,SITE0013,Smart Meter,08/21/2020,bad,Disconnected,v2.0
MTR0000642,CUST0000240,SITE0004,smart meter,2023-08-18,100,Active,
MTR0000643,CUST0000316,SITE0010,smart meter,10/19/2025,10,Active,v1.2
MTR0000644,CUST0000730,SITE0006,Industrial Meter,03/07/2018,10,Inactive,v1.2
MTR0000645,CUST0000734,SITE0019,Commercial Meter,03/27/2025,10,active ,v2.0
MTR0000646,CUST0000509,SITE0022,Industrial Meter,2022-02-23,1,Active,v1.3
MTR0000647,CUST0000624,SITE0011,smart meter,10/06/2024,1,active ,v2.0
MTR0000648,CUST0000730,SITE0011,Net Meter,01/01/2019,1,active ,v1.2
MTR0000649,CUST0000440,SITE0024,Net Meter,12/18/2018,bad,Inactive,v1.3
MTR0000650,CUST0000186,SITE0018,Industrial Meter,10/09/2021,1,Active,v2.0
MTR0000651,CUST0000724,SITE0021,Commercial Meter,03/13/2023,bad,Inactive,v1.2
MTR0000652,CUST0000166,SITE0005,Smart Meter,2018-06-27,100,Inactive,
MTR0000653,CUST0000661,SITE0022,Commercial Meter,2023-09-18,1,Disconnected,v2.0
MTR0000654,CUST0000259,SITE0021,Industrial Meter,05/14/2019,1,Active,v1.3
MTR0000655,CUST0000489,SITE0026,Industrial Meter,2020-06-21,10,active ,v1.2
MTR0000656,CUST0000041,SITE0003,Net Meter,2019-02-24,bad,active ,
MTR0000657,CUST0000491,SITE0013,smart meter,07/13/2022,1,active ,v2.0
MTR0000658,CUST0000432,SITE0020,Commercial Meter,2022-02-05,1,active ,v2.0
MTR0000659,CUST0000166,SITE0010,Industrial Meter,2022-07-09,1,Disconnected,v2.1
MTR0000660,CUST0000060,SITE0008,Industrial Meter,2022-03-02,bad,Active,v2.0
MTR0000661,CUST0000739,SITE0004,smart meter,04/12/2020,1,Inactive,
MTR0000662,CUST0000787,SITE0019,Net Meter,2021-01-11,1,active ,v2.1
MTR0000663,CUST0000422,SITE0004,smart meter,2025-03-17,bad,Disconnected,v1.2
MTR0000664,CUST0000770,SITE0024,smart meter,11/26/2025,1,Inactive,v1.3
MTR0000665,CUST0000764,SITE0021,Commercial Meter,2021-04-18,1,active ,v1.2
MTR0000666,CUST0000402,SITE0024,Commercial Meter,2021-02-21,bad,active ,v1.3
MTR0000667,CUST0000543,SITE0015,smart meter,2019-04-22,10,Active,v1.2
MTR0000668,CUST0000533,SITE0002,Net Meter,10/18/2025,100,Inactive,v1.2
MTR0000669,CUST0000601,SITE0030,Commercial Meter,07/31/2021,10,active ,v2.0
MTR0000670,CUST0000126,SITE0026,Industrial Meter,2025-03-12,100,Inactive,v2.1
MTR0000671,CUST0000747,SITE0004,Industrial Meter,06/13/2024,1,Disconnected,v2.1
MTR0000672,CUST0000244,SITE0013,Smart Meter,06/11/2022,1,active ,v2.1
MTR0000673,CUST0000106,SITE0015,Net Meter,03/25/2020,bad,Inactive,v1.2
MTR0000674,CUST0000791,SITE0017,Smart Meter,10/18/2019,100,active ,
MTR0000675,CUST0000656,SITE0001,Net Meter,2020-01-31,bad,Inactive,v1.3
MTR0000676,CUST0000263,SITE0012,Net Meter,2018-04-20,1,Disconnected,v2.1
MTR0000677,CUST0000053,SITE0015,Industrial Meter,06/13/2025,1,Inactive,v2.0
MTR0000678,CUST0000124,SITE0004,Commercial Meter,2025-08-09,bad,Disconnected,v1.3
MTR0000679,CUST0000327,SITE0020,Industrial Meter,2018-12-30,1,Disconnected,v1.2
MTR0000680,CUST0000694,SITE0005,Smart Meter,04/13/2021,10,Disconnected,
MTR0000681,CUST0000407,SITE0023,Industrial Meter,03/21/2018,1,Inactive,v2.1
MTR0000682,CUST0000776,SITE0015,Net Meter,2023-05-19,1,active ,v2.0
MTR0000683,CUST0000580,SITE0014,Smart Meter,01/31/2022,1,Inactive,
MTR0000684,CUST0000769,SITE0019,Smart Meter,10/20/2024,bad,Active,v2.0
MTR0000685,CUST0000584,SITE0009,Commercial Meter,2020-09-13,1,Active,v1.2
MTR0000686,CUST0000742,SITE0028,Net Meter,05/01/2020,1,Disconnected,
MTR0000687,CUST0000050,SITE0018,Industrial Meter,2021-11-06,1,Inactive,
MTR0000688,CUST0000414,SITE0009,smart meter,2022-08-03,1,Inactive,v2.0
MTR0000689,CUST0000625,SITE0015,Smart Meter,01/28/2025,bad,Disconnected,v2.1
MTR0000690,CUST0000005,SITE0016,smart meter,06/08/2022,100,Inactive,v2.1
MTR0000691,CUST0000563,SITE0024,smart meter,2025-05-05,bad,Active,v1.3
MTR0000692,CUST0000139,SITE0014,Net Meter,2025-11-27,1,Inactive,
MTR0000693,CUST0000446,SITE0006,Commercial Meter,06/23/2020,1,active ,v2.0
MTR0000694,CUST0000560,SITE0002,Smart Meter,2022-01-27,10,Active,v1.2
MTR0000695,CUST0000580,SITE0004,Net Meter,2023-11-19,100,Inactive,v1.3
MTR0000696,CUST0000330,SITE0021,Industrial Meter,2021-05-11,100,Active,v1.2
MTR0000697,CUST0000676,SITE0018,Commercial Meter,10/02/2024,10,Inactive,v1.3
MTR0000698,CUST0000632,SITE0012,Commercial Meter,08/01/2024,10,Inactive,v2.0
MTR0000699,CUST0000600,SITE0001,Smart Meter,2022-04-05,100,Inactive,v2.0
MTR0000700,CUST0000122,SITE0018,Net Meter,2023-08-08,1,active ,v2.0
MTR0000701,CUST0000255,SITE0028,Net Meter,09/18/2025,10,active ,v2.0
MTR0000702,CUST0000466,SITE0017,Net Meter,2022-06-25,bad,Disconnected,
MTR0000703,CUST0000582,SITE0020,Industrial Meter,2019-12-24,1,Active,v2.0
MTR0000704,CUST0000003,SITE0012,Industrial Meter,2022-12-27,100,active ,v1.3
MTR0000705,CUST0000272,SITE0012,Commercial Meter,2021-10-12,1,Disconnected,v2.1
MTR0000706,CUST0000268,SITE0023,Smart Meter,2018-09-25,100,Inactive,v2.1
MTR0000707,CUST0000400,SITE0014,Commercial Meter,11/09/2025,10,Disconnected,v1.3
MTR0000708,CUST0000753,SITE0004,Commercial Meter,2020-08-01,1,Disconnected,v1.3
MTR0000709,CUST0000339,SITE0026,Smart Meter,11/27/2024,1,Disconnected,
MTR0000710,CUST0000107,SITE0004,Net Meter,12/19/2024,100,Active,v1.3
MTR0000711,CUST0000528,SITE0005,Industrial Meter,2019-02-05,100,Active,v2.0
MTR0000712,CUST0000512,SITE0018,Commercial Meter,06/30/2019,1,Inactive,v1.2
MTR0000713,CUST0000032,SITE0028,Commercial Meter,03/21/2019,bad,Inactive,
MTR0000714,CUST0000682,SITE0006,Commercial Meter,2021-06-17,bad,Active,v1.3
MTR0000715,CUST0000414,SITE0004,Net Meter,2019-12-29,1,active ,v1.3
MTR0000716,CUST0000776,SITE0019,Commercial Meter,2021-07-23,10,active ,v1.3
MTR0000717,CUST0000352,SITE0007,Net Meter,07/08/2021,10,Disconnected,v2.1
MTR0000718,CUST0000369,SITE0008,Smart Meter,09/21/2023,bad,Disconnected,v2.0
MTR0000719,CUST0000205,SITE0022,Commercial Meter,2024-12-31,bad,Disconnected,v1.3
MTR0000720,CUST0000079,SITE0008,Commercial Meter,02/04/2025,1,Disconnected,v1.3
MTR0000721,CUST0000588,SITE0005,Industrial Meter,2025-02-02,1,active ,v1.2
MTR0000722,CUST0000606,SITE0010,Commercial Meter,11/01/2022,100,Inactive,v2.0
MTR0000723,CUST0000655,SITE0020,smart meter,2022-01-01,1,active ,v1.2
MTR0000724,CUST0000453,SITE0001,smart meter,2019-08-16,1,active ,v2.0
MTR0000725,CUST0000358,SITE0015,Net Meter,2022-05-28,1,Inactive,
MTR0000726,CUST0000727,SITE0008,Commercial Meter,11/23/2020,100,Inactive,v1.2
MTR0000727,CUST0000424,SITE0007,Net Meter,12/23/2024,10,active ,
MTR0000728,CUST0000330,SITE0022,Commercial Meter,2021-09-30,10,Inactive,v2.0
MTR0000729,CUST0000787,SITE0010,Smart Meter,2022-05-16,1,Inactive,v1.2
MTR0000730,CUST0000263,SITE0028,Smart Meter,05/23/2020,100,Disconnected,v1.2
MTR0000731,CUST0000718,SITE0016,smart meter,2022-11-05,1,Active,v2.1
MTR0000732,CUST0000165,SITE0003,Commercial Meter,11/18/2023,1,Disconnected,v1.2
MTR0000733,CUST0000790,SITE0003,Industrial Meter,2023-01-14,10,Active,
MTR0000734,CUST0000686,SITE0020,Smart Meter,05/22/2021,100,Disconnected,v2.0
MTR0000735,CUST0000322,SITE0009,Commercial Meter,02/27/2020,bad,active ,v2.0
MTR0000736,CUST0000425,SITE0006,Smart Meter,2018-10-23,1,Disconnected,
MTR0000737,CUST0000227,SITE0026,Smart Meter,2024-03-19,100,Active,v1.2
MTR0000738,CUST0000505,SITE0010,Commercial Meter,05/30/2024,1,active ,v1.2
MTR0000739,CUST0000717,SITE0024,Industrial Meter,02/07/2021,1,Disconnected,
MTR0000740,CUST0000399,SITE0028,Net Meter,09/23/2020,1,Inactive,v2.1
MTR0000741,CUST0000219,SITE0013,smart meter,2024-09-17,1,Active,v2.0
MTR0000742,CUST0000130,SITE0005,Smart Meter,2019-02-22,10,Active,
MTR0000743,CUST0000791,SITE0014,Smart Meter,2022-01-12,1,Active,v1.3
MTR0000744,CUST0000799,SITE0005,Commercial Meter,11/24/2021,10,Disconnected,v1.3
MTR0000745,CUST0000664,SITE0028,Industrial Meter,05/26/2023,1,Active,v1.3
MTR0000746,CUST0000546,SITE0007,smart meter,2024-09-29,1,active ,v1.2
MTR0000747,CUST0000758,SITE0017,Industrial Meter,2024-06-29,100,active ,v2.0
MTR0000748,CUST0000165,SITE0027,Industrial Meter,2022-06-06,1,Inactive,v2.0
MTR0000749,CUST0000610,SITE0006,Net Meter,01/04/2024,100,Disconnected,v2.0
MTR0000750,CUST0000539,SITE0006,Net Meter,2021-06-30,1,Disconnected,
MTR0000751,CUST0000708,SITE0010,Smart Meter,2022-12-31,bad,Disconnected,v2.0
MTR0000752,CUST0000072,SITE0009,Industrial Meter,2024-01-26,100,Inactive,
MTR0000753,CUST0000080,SITE0021,smart meter,12/17/2020,10,Disconnected,v2.0
MTR0000754,CUST0000398,SITE0015,Net Meter,01/08/2020,bad,active ,v2.0
MTR0000755,CUST0000612,SITE0004,Industrial Meter,2022-06-09,bad,Active,v2.0
MTR0000756,CUST0000473,SITE0023,Industrial Meter,05/10/2019,100,Active,v1.2
MTR0000757,CUST0000173,SITE0021,smart meter,2021-01-22,1,Disconnected,v1.3
MTR0000758,CUST0000499,SITE0019,Industrial Meter,2025-10-15,bad,active ,v1.3
MTR0000759,CUST0000758,SITE0015,Industrial Meter,2023-08-11,100,Active,v2.0
MTR0000760,CUST0000140,SITE0030,Smart Meter,12/10/2020,1,active ,v2.1
MTR0000761,CUST0000519,SITE0012,Net Meter,2021-06-13,10,active ,v1.2
MTR0000762,CUST0000511,SITE0019,smart meter,2023-06-11,1,Inactive,v1.2
MTR0000763,CUST0000575,SITE0008,smart meter,2019-05-06,1,Inactive,
MTR0000764,CUST0000318,SITE0027,Commercial Meter,01/09/2026,100,Active,v1.2
MTR0000765,CUST0000108,SITE0004,Smart Meter,06/18/2020,1,active ,v1.3
MTR0000766,CUST0000788,SITE0024,Smart Meter,08/03/2019,bad,Inactive,v2.1
MTR0000767,CUST0000337,SITE0011,Industrial Meter,2022-10-23,1,Active,v1.3
MTR0000768,CUST0000570,SITE0023,Smart Meter,02/27/2024,1,active ,v2.1
MTR0000769,CUST0000408,SITE0005,Industrial Meter,2018-04-04,bad,Disconnected,v1.2
MTR0000770,CUST0000325,SITE0016,smart meter,08/03/2024,1,active ,v2.1
MTR0000771,CUST0000096,SITE0023,smart meter,2023-06-13,1,active ,v1.2
MTR0000772,CUST0000184,SITE0027,smart meter,09/25/2022,1,Active,v1.2
MTR0000773,CUST0000406,SITE0018,Commercial Meter,2021-04-23,bad,Disconnected,
MTR0000774,CUST0000663,SITE0029,Net Meter,2021-09-29,1,Inactive,v1.3
MTR0000775,CUST0000508,SITE0023,Commercial Meter,2023-02-06,1,Inactive,
MTR0000776,CUST0000007,SITE0010,Smart Meter,2022-10-09,100,Disconnected,v1.2
MTR0000777,CUST0000518,SITE0014,Smart Meter,05/26/2023,1,Active,v1.2
MTR0000778,CUST0000202,SITE0026,Industrial Meter,2020-06-04,100,Active,v2.1
MTR0000779,CUST0000406,SITE0004,Net Meter,03/21/2022,1,Inactive,v2.0
MTR0000780,CUST0000528,SITE0014,Commercial Meter,2025-05-08,1,Inactive,v1.3
MTR0000781,CUST0000303,SITE0021,Industrial Meter,11/20/2023,1,Inactive,v2.1
MTR0000782,CUST0000343,SITE0014,Industrial Meter,2023-01-11,1,active ,v1.2
MTR0000783,CUST0000247,SITE0001,Smart Meter,2019-05-12,1,Active,v2.0
MTR0000784,CUST0000333,SITE0012,Industrial Meter,03/14/2022,100,Inactive,v1.2
MTR0000785,CUST0000616,SITE0002,Industrial Meter,03/13/2022,10,Disconnected,v1.2
MTR0000786,CUST0000697,SITE0020,Industrial Meter,2024-01-14,1,Active,v2.0
MTR0000787,CUST0000315,SITE0028,Industrial Meter,2022-09-10,bad,Inactive,v1.2
MTR0000788,CUST0000343,SITE0030,smart meter,08/27/2022,bad,active ,
MTR0000789,CUST0000250,SITE0010,Industrial Meter,2021-11-19,10,Inactive,v1.2
MTR0000790,CUST0000228,SITE0013,Commercial Meter,07/15/2022,100,active ,v1.3
MTR0000791,CUST0000255,SITE0028,smart meter,04/23/2020,1,active ,v2.0
MTR0000792,CUST0000316,SITE0006,Smart Meter,06/26/2020,bad,Disconnected,
MTR0000793,CUST0000638,SITE0022,smart meter,08/09/2020,1,active ,
MTR0000794,CUST0000788,SITE0011,smart meter,2021-09-06,10,Inactive,v2.1
MTR0000795,CUST0000320,SITE0023,Industrial Meter,2021-06-01,1,Active,v2.1
MTR0000796,CUST0000559,SITE0023,Industrial Meter,2022-01-22,100,Disconnected,v2.0
MTR0000797,CUST0000223,SITE0011,Industrial Meter,01/09/2018,10,active ,v2.0
MTR0000798,CUST0000508,SITE0017,Net Meter,07/24/2024,100,Inactive,v2.0
MTR0000799,CUST0000220,SITE0026,Commercial Meter,2022-09-26,10,Disconnected,
MTR0000800,CUST0000356,SITE0024,smart meter,2019-08-04,bad,Disconnected,v1.2
MTR0000801,CUST0000241,SITE0023,Industrial Meter,06/17/2018,1,Disconnected,v2.0
MTR0000802,CUST0000615,SITE0017,Net Meter,2025-02-14,10,Disconnected,v1.2
MTR0000803,CUST0000008,SITE0016,Smart Meter,10/15/2024,bad,Inactive,v2.1
MTR0000804,CUST0000502,SITE0004,smart meter,2024-04-28,bad,Active,v1.3
MTR0000805,CUST0000246,SITE0028,Smart Meter,2018-05-14,1,Inactive,v2.1
MTR0000806,CUST0000410,SITE0015,Smart Meter,2020-07-21,10,Inactive,v1.2
MTR0000807,CUST0000545,SITE0015,Commercial Meter,05/31/2021,1,Active,v2.0
MTR0000808,CUST0000522,SITE0016,smart meter,2023-02-17,1,Inactive,v1.3
MTR0000809,CUST0000589,SITE0004,Industrial Meter,2025-07-03,10,Disconnected,v2.0
MTR0000810,CUST0000601,SITE0014,Net Meter,2021-02-16,1,Disconnected,
MTR0000811,CUST0000300,SITE0010,Commercial Meter,2025-07-09,1,Disconnected,v2.1
MTR0000812,CUST0000591,SITE0009,Industrial Meter,2023-11-14,1,Active,v2.0
MTR0000813,CUST0000298,SITE0027,Industrial Meter,04/20/2023,1,Active,v2.1
MTR0000814,CUST0000105,SITE0012,smart meter,04/07/2020,10,active ,v1.3
MTR0000815,CUST0000322,SITE0001,Net Meter,05/10/2025,100,Inactive,v1.2
MTR0000816,CUST0000655,SITE0002,Smart Meter,2023-06-26,10,active ,v2.1
MTR0000817,CUST0000020,SITE0028,Smart Meter,01/22/2021,10,active ,v1.2
MTR0000818,CUST0000753,SITE0011,Commercial Meter,2018-12-11,1,active ,v1.2
MTR0000819,CUST0000049,SITE0029,smart meter,03/07/2018,1,Disconnected,v2.1
MTR0000820,CUST0000005,SITE0022,Smart Meter,2024-09-13,1,Inactive,v2.0
MTR0000821,CUST0000712,SITE0003,Net Meter,06/20/2024,1,Active,
MTR0000822,CUST0000243,SITE0026,Commercial Meter,09/08/2018,1,Inactive,v1.3
MTR0000823,CUST0000663,SITE0011,Commercial Meter,09/19/2022,bad,Inactive,v1.3
MTR0000824,CUST0000139,SITE0004,smart meter,2021-12-28,10,Inactive,
MTR0000825,CUST0000154,SITE0007,Smart Meter,2019-03-26,1,Active,v1.2
MTR0000826,CUST0000063,SITE0029,Commercial Meter,2021-11-04,1,Disconnected,v1.2
MTR0000827,CUST0000426,SITE0018,Commercial Meter,04/16/2022,10,active ,v2.1
MTR0000828,CUST0000359,SITE0001,Commercial Meter,10/02/2019,1,active ,
MTR0000829,CUST0000154,SITE0013,Smart Meter,2023-08-15,10,active ,v1.3
MTR0000830,CUST0000362,SITE0021,smart meter,2022-10-19,1,Active,v2.1
MTR0000831,CUST0000554,SITE0027,Net Meter,2023-07-15,1,Disconnected,
MTR0000832,CUST0000089,SITE0004,Net Meter,04/21/2021,bad,active ,v2.1
MTR0000833,CUST0000328,SITE0025,Commercial Meter,2022-08-31,1,Disconnected,v2.1
MTR0000834,CUST0000658,SITE0018,Net Meter,12/01/2024,1,Disconnected,v2.0
MTR0000835,CUST0000455,SITE0021,Commercial Meter,11/23/2023,1,active ,v1.2
MTR0000836,CUST0000656,SITE0025,Smart Meter,2018-08-17,100,Disconnected,v1.2
MTR0000837,CUST0000195,SITE0004,Industrial Meter,2021-03-23,1,Disconnected,v1.3
MTR0000838,CUST0000010,SITE0010,Net Meter,08/23/2022,1,Disconnected,
MTR0000839,CUST0000185,SITE0024,Smart Meter,2023-01-14,10,Inactive,v2.0
MTR0000840,CUST0000712,SITE0008,Smart Meter,2021-06-10,1,Disconnected,v2.0
MTR0000841,CUST0000718,SITE0001,Net Meter,2025-09-23,bad,Disconnected,v1.3
MTR0000842,CUST0000306,SITE0019,Industrial Meter,2022-12-14,1,Inactive,v2.0
MTR0000843,CUST0000577,SITE0013,smart meter,2023-05-08,1,Active,v2.0
MTR0000844,CUST0000055,SITE0007,smart meter,09/18/2020,100,Inactive,
MTR0000845,CUST0000425,SITE0007,Commercial Meter,03/14/2025,1,Active,v2.0
MTR0000846,CUST0000649,SITE0013,Net Meter,08/23/2024,1,Disconnected,
MTR0000847,CUST0000590,SITE0021,smart meter,2025-02-08,100,Disconnected,v2.1
MTR0000848,CUST0000408,SITE0022,Net Meter,2020-03-13,1,active ,v2.1
MTR0000849,CUST0000389,SITE0021,Smart Meter,2021-03-25,1,Inactive,v1.3
MTR0000850,CUST0000639,SITE0018,Commercial Meter,2020-06-21,bad,Active,v1.2
MTR0000851,CUST0000262,SITE0006,smart meter,07/26/2024,bad,Inactive,v2.1
MTR0000852,CUST0000452,SITE0007,Commercial Meter,2020-11-28,1,Disconnected,v1.3
MTR0000853,CUST0000401,SITE0013,Industrial Meter,12/21/2024,1,active ,v1.2
MTR0000854,CUST0000486,SITE0011,Net Meter,01/15/2023,1,Active,v2.0
MTR0000855,CUST0000180,SITE0017,Industrial Meter,11/01/2024,100,Active,v1.2
MTR0000856,CUST0000519,SITE0025,Industrial Meter,03/02/2020,1,Disconnected,v2.1
MTR0000857,CUST0000494,SITE0014,Smart Meter,2024-12-17,1,Disconnected,v2.1
MTR0000858,CUST0000078,SITE0002,Net Meter,2022-07-23,1,active ,v1.3
MTR0000859,CUST0000229,SITE0009,Net Meter,05/25/2023,bad,Inactive,v2.1
MTR0000860,CUST0000351,SITE0023,Smart Meter,05/31/2023,10,Active,v2.0
MTR0000861,CUST0000451,SITE0020,Commercial Meter,06/29/2020,1,active ,v2.1
MTR0000862,CUST0000747,SITE0013,Smart Meter,01/18/2022,bad,active ,v1.3
MTR0000863,CUST_BAD,SITE0004,Smart Meter,2020-12-14,10,active ,v2.0
MTR0000864,CUST0000256,SITE0005,Net Meter,2019-03-08,1,Inactive,v1.2
MTR0000865,CUST0000163,SITE0002,Net Meter,2018-02-09,1,Disconnected,v2.1
MTR0000866,CUST0000416,SITE0026,Industrial Meter,07/07/2025,100,Active,v2.1
MTR0000867,CUST0000572,SITE0013,Net Meter,2023-12-03,1,active ,v1.3
MTR0000868,CUST0000046,SITE0014,smart meter,01/08/2019,bad,Disconnected,v2.0
MTR0000869,CUST0000441,SITE0024,Commercial Meter,2022-02-12,1,Active,v2.0
MTR0000870,CUST0000323,SITE0001,Commercial Meter,01/03/2021,1,Disconnected,v1.3
MTR0000871,CUST0000274,SITE0023,Net Meter,2021-11-04,bad,Disconnected,v2.1
MTR0000872,CUST0000621,SITE0009,Smart Meter,08/09/2025,100,Active,v2.1
MTR0000873,CUST0000190,SITE0015,Net Meter,2018-04-04,100,Active,v1.3
MTR0000874,CUST0000603,SITE0028,Industrial Meter,09/04/2018,1,active ,v1.3
MTR0000875,CUST0000169,SITE0024,Net Meter,2018-01-20,bad,Active,v2.1
MTR0000876,CUST0000527,SITE0004,Net Meter,08/31/2024,100,Inactive,v2.0
MTR0000877,CUST0000668,SITE0003,smart meter,2024-03-05,bad,Disconnected,v1.2
MTR0000878,CUST0000081,SITE0004,Net Meter,2024-09-09,1,active ,
MTR0000879,CUST0000573,SITE0016,smart meter,2020-08-08,10,Active,v2.1
MTR0000880,CUST0000437,SITE0021,Commercial Meter,01/03/2021,bad,Active,v1.3
MTR0000881,CUST0000333,SITE0010,smart meter,2022-05-23,1,Active,v1.3
MTR0000882,CUST0000573,SITE0007,Industrial Meter,2020-05-27,10,active ,v2.1
MTR0000883,CUST0000292,SITE0021,smart meter,2019-01-13,10,Disconnected,
MTR0000884,CUST0000134,SITE0003,Industrial Meter,03/24/2021,100,Disconnected,
MTR0000885,CUST0000668,SITE0004,Commercial Meter,2024-02-05,bad,Disconnected,v1.2
MTR0000886,CUST0000267,SITE0004,smart meter,2025-01-10,1,Active,v2.0
MTR0000887,CUST0000756,SITE0025,Industrial Meter,01/08/2024,10,Active,v2.1
MTR0000888,CUST0000226,SITE0017,Commercial Meter,2025-04-08,bad,active ,v1.2
MTR0000889,CUST0000147,SITE0009,Smart Meter,2019-03-29,1,Disconnected,v1.3
MTR0000890,CUST0000351,SITE0021,Net Meter,11/01/2021,1,Inactive,v2.1
MTR0000891,CUST0000718,SITE0003,Net Meter,04/04/2022,10,Active,v1.2
MTR0000892,CUST0000695,SITE0019,smart meter,2018-03-04,1,Active,
MTR0000893,CUST0000759,SITE0013,smart meter,2019-10-29,100,Disconnected,
MTR0000894,CUST0000513,SITE0023,Commercial Meter,10/22/2020,1,Active,v1.2
MTR0000895,CUST0000402,SITE0002,Smart Meter,12/28/2019,10,Inactive,v2.0
MTR0000896,CUST0000466,SITE0017,Industrial Meter,09/07/2024,100,Active,
MTR0000897,CUST0000109,SITE0018,Commercial Meter,2020-03-05,bad,Active,v2.1
MTR0000898,CUST0000357,SITE0015,Industrial Meter,11/01/2020,1,Disconnected,v1.3
MTR0000899,CUST0000121,SITE0013,Commercial Meter,12/31/2020,1,Disconnected,
MTR0000900,CUST0000310,SITE0017,smart meter,2022-12-24,1,active ,v1.2
MTR0000901,CUST0000537,SITE0030,Smart Meter,2025-09-11,10,Inactive,v1.3
MTR0000902,CUST0000127,SITE0010,Net Meter,2025-08-21,1,Inactive,
MTR0000903,CUST0000573,SITE0029,Net Meter,2019-07-04,bad,Active,v2.0
MTR0000904,CUST0000213,SITE0029,Smart Meter,06/15/2021,1,active ,v1.3
MTR0000905,CUST0000669,SITE0018,Commercial Meter,01/10/2021,1,Disconnected,
MTR0000906,CUST0000792,SITE0013,Smart Meter,05/02/2018,1,Inactive,
MTR0000907,CUST_BAD,SITE0002,Smart Meter,2021-03-11,1,Disconnected,v1.2
MTR0000908,CUST0000686,SITE0028,Net Meter,2023-08-06,bad,active ,v1.2
MTR0000909,CUST0000047,SITE0004,Smart Meter,2018-04-22,100,Disconnected,v1.3
MTR0000910,CUST0000608,SITE0008,Net Meter,04/02/2022,1,Inactive,v2.0
MTR0000911,CUST0000066,SITE0006,Industrial Meter,2022-08-01,1,Active,v2.1
MTR0000912,CUST0000705,SITE0005,smart meter,04/30/2021,1,Disconnected,v2.1
MTR0000913,CUST0000532,SITE0023,Smart Meter,11/26/2021,10,Active,v2.0
MTR0000914,CUST0000459,SITE0027,Industrial Meter,2021-05-31,100,Inactive,v1.2
MTR0000915,CUST0000030,SITE0001,Commercial Meter,2019-09-24,1,Active,
MTR0000916,CUST0000046,SITE0005,Net Meter,2023-02-08,100,Active,
MTR0000917,CUST0000107,SITE0021,smart meter,01/15/2024,10,Disconnected,v2.0
MTR0000918,CUST0000780,SITE0016,Industrial Meter,2025-08-29,1,Inactive,v2.1
MTR0000919,CUST0000605,SITE0006,Industrial Meter,01/09/2025,1,active ,v1.3
MTR0000920,CUST0000022,SITE0008,Commercial Meter,2024-04-14,1,active ,v2.0
MTR0000921,CUST0000447,SITE0023,smart meter,10/31/2018,1,active ,v1.2
MTR0000922,CUST0000484,SITE0009,Commercial Meter,07/02/2018,1,Active,v1.3
MTR0000923,CUST0000449,SITE0012,Industrial Meter,2023-04-25,bad,Disconnected,v2.1
MTR0000924,CUST0000283,SITE0027,Commercial Meter,2023-10-28,bad,active ,v2.1
MTR0000925,CUST0000006,SITE0021,smart meter,2025-01-12,10,Active,v2.1
MTR0000926,CUST0000505,SITE0018,Net Meter,2021-04-21,100,active ,v1.3
MTR0000927,CUST0000336,SITE0009,Industrial Meter,2021-01-20,10,Active,v2.0
MTR0000928,CUST0000143,SITE0014,Commercial Meter,10/23/2018,100,Inactive,v2.1
MTR0000929,CUST0000526,SITE0018,smart meter,06/22/2021,bad,Inactive,v2.0
MTR0000930,CUST0000770,SITE0017,smart meter,02/26/2020,100,Active,v1.3
MTR0000931,CUST0000495,SITE0014,Commercial Meter,12/26/2019,1,Inactive,v2.1
MTR0000932,CUST0000213,SITE0028,Smart Meter,01/21/2023,1,Disconnected,v1.2
MTR0000933,CUST0000651,SITE0004,Net Meter,2019-05-03,10,Inactive,
MTR0000934,CUST0000048,SITE0026,smart meter,2024-11-26,bad,Active,v2.1
MTR0000935,CUST0000636,SITE0020,Commercial Meter,12/29/2022,1,Disconnected,v2.0
MTR0000936,CUST0000539,SITE0029,Industrial Meter,2023-05-15,1,Disconnected,v1.3
