invoice_id,subscriber_id,billing_month,invoice_date,due_date,monthly_charge,usage_charge,tax_amount,other_fees,total_amount,invoice_status
INV500001898,SUB00001898,2026-05-01,2026-05-28,2026-06-15,138.87,36.76,18.38,10.21,204.21,Cancelled
INV400001899,SUB00001899,2026-04-01,2026-04-28,2026-05-16,59.66,15.79,7.90,4.39,87.74,Open
INV500001899,SUB00001899,2026-05-01,2026-05-28,2026-06-15,140.31,37.14,18.57,10.32,206.33,Cancelled
INV400001900,SUB00001900,2026-04-01,2026-04-28,2026-05-16,127.53,33.76,16.88,9.38,187.55,Open
INV500001900,SUB00001900,2026-05-01,2026-05-28,2026-06-15,81.05,21.45,10.73,5.96,119.19,Past Due
INV400001901,SUB00001901,2026-04-01,2026-04-28,2026-05-16,109.64,29.02,14.51,8.06,161.23,Past Due
INV500001901,SUB00001901,2026-05-01,2026-05-28,2026-06-15,71.64,18.96,9.48,5.27,105.35,Open
INV400001902,SUB00001902,2026-04-01,2026-04-28,2026-05-16,117.55,31.11,15.56,8.64,172.86,Cancelled
INV500001902,SUB00001902,2026-05-01,2026-05-28,2026-06-15,112.40,29.75,14.88,8.26,165.29,Open
INV400001903,SUB00001903,2026-04-01,2026-04-28,2026-05-16,36.27,9.60,4.80,2.67,53.34,Open
INV500001903,SUB00001903,2026-05-01,2026-05-28,2026-06-15,160.32,42.44,21.22,11.79,235.77,Open
INV400001904,SUB00001904,2026-04-01,2026-04-28,2026-05-16,159.26,42.16,21.08,11.71,234.20,open 
INV500001904,SUB00001904,2026-05-01,2026-05-28,2026-06-15,36.56,9.68,4.84,2.69,53.76,Paid
INV400001905,SUB00001905,2026-04-01,2026-04-28,2026-05-16,131.92,34.92,17.46,9.70,194.00,Paid
INV500001905,SUB00001905,2026-05-01,2026-05-28,2026-06-15,134.46,35.59,17.80,9.89,197.73,Cancelled
INV400001906,SUB00001906,2026-04-01,2026-04-28,2026-05-16,102.48,27.13,13.56,7.54,150.70,Cancelled
INV500001906,SUB00001906,2026-05-01,2026-05-28,2026-06-15,113.94,30.16,15.08,8.38,167.57,open 
INV400001907,SUB00001907,2026-04-01,2026-04-28,2026-05-16,46.65,12.35,6.17,3.43,68.61,Past Due
INV500001907,SUB00001907,2026-05-01,2026-05-28,2026-06-15,132.41,35.05,17.52,9.74,194.72,open 
INV400001908,SUB00001908,2026-04-01,2026-04-28,2026-05-16,19.89,5.27,2.63,1.46,29.25,open 
INV500001908,SUB00001908,2026-05-01,2026-05-28,2026-06-15,149.46,39.56,19.78,10.99,219.79,Past Due
INV400001909,SUB00001909,2026-04-01,2026-04-28,2026-05-16,129.82,34.37,17.18,9.55,190.92,Paid
INV500001909,SUB00001909,2026-05-01,2026-05-28,2026-06-15,66.51,17.60,8.80,4.89,97.80,Open
INV400001910,SUB00001910,2026-04-01,2026-04-28,2026-05-16,65.74,17.40,8.70,4.83,96.68,Open
INV500001910,SUB00001910,2026-05-01,2026-05-28,2026-06-15,139.70,36.98,18.49,10.27,205.45,Cancelled
INV400001911,SUB00001911,2026-04-01,2026-04-28,2026-05-16,25.58,6.77,3.38,1.88,37.61,Past Due
INV500001911,SUB00001911,2026-05-01,2026-05-28,2026-06-15,28.31,7.49,3.75,2.08,41.63,Paid
INV400001912,SUB00001912,2026-04-01,2026-04-28,2026-05-16,135.04,35.75,17.87,9.93,198.59,Open
INV500001912,SUB00001912,2026-05-01,2026-05-28,2026-06-15,159.97,42.35,21.17,11.76,235.25,Open
INV400001913,SUB00001913,2026-04-01,2026-04-28,2026-05-16,31.32,8.29,4.14,2.30,46.05,Past Due
INV500001913,SUB00001913,2026-05-01,2026-05-28,2026-06-15,91.28,24.16,12.08,6.71,134.24,Past Due
INV400001914,SUB00001914,2026-04-01,2026-04-28,2026-05-16,85.44,22.62,11.31,6.28,125.65,open 
INV500001914,SUB00001914,2026-05-01,2026-05-28,2026-06-15,83.72,22.16,11.08,6.16,123.12,Paid
INV400001915,SUB00001915,2026-04-01,2026-04-28,2026-05-16,16.90,4.47,2.24,1.24,24.85,Open
INV500001915,SUB00001915,2026-05-01,2026-05-28,2026-06-15,30.36,8.04,4.02,2.23,44.64,Open
INV400001916,SUB00001916,2026-04-01,2026-04-28,2026-05-16,157.24,41.62,20.81,11.56,231.24,open 
INV500001916,SUB00001916,2026-05-01,2026-05-28,2026-06-15,98.12,25.97,12.99,7.21,144.29,Open
INV400001917,SUB00001917,2026-04-01,2026-04-28,2026-05-16,101.74,26.93,13.47,7.48,149.62,Cancelled
INV500001917,SUB00001917,2026-05-01,2026-05-28,2026-06-15,56.59,14.98,7.49,4.16,83.22,open 
INV400001918,SUB00001918,2026-04-01,2026-04-28,2026-05-16,65.81,17.42,8.71,4.84,96.78,Cancelled
INV500001918,SUB00001918,2026-05-01,2026-05-28,2026-06-15,151.08,39.99,20.00,11.11,222.18,open 
INV400001919,SUB00001919,2026-04-01,2026-04-28,2026-05-16,75.06,19.87,9.93,5.52,110.38,Cancelled
INV500001919,SUB00001919,2026-05-01,2026-05-28,2026-06-15,55.65,14.73,7.37,4.09,81.83,Paid
INV400001920,SUB00001920,2026-04-01,2026-04-28,2026-05-16,116.26,30.78,15.39,8.55,170.98,Open
INV500001920,SUB00001920,2026-05-01,2026-05-28,2026-06-15,105.90,28.03,14.02,7.79,155.73,Open
INV400001921,SUB00001921,2026-04-01,2026-04-28,2026-05-16,167.18,44.25,22.13,12.29,245.85,Cancelled
INV500001921,SUB00001921,2026-05-01,2026-05-28,2026-06-15,160.34,42.44,21.22,11.79,235.79,open 
INV400001922,SUB00001922,2026-04-01,2026-04-28,2026-05-16,162.82,43.10,21.55,11.97,239.44,Open
INV500001922,SUB00001922,2026-05-01,2026-05-28,2026-06-15,161.55,42.76,21.38,11.88,237.57,open 
INV400001923,SUB00001923,2026-04-01,2026-04-28,2026-05-16,98.28,26.02,13.01,7.23,144.54,Cancelled
INV500001923,SUB00001923,2026-05-01,2026-05-28,2026-06-15,151.64,40.14,20.07,11.15,223.01,Paid
INV400001924,SUB00001924,2026-04-01,2026-04-28,2026-05-16,155.88,41.26,20.63,11.46,229.23,Cancelled
INV500001924,SUB00001924,2026-05-01,2026-05-28,2026-06-15,141.51,37.46,18.73,10.41,208.11,Open
INV400001925,SUB00001925,2026-04-01,2026-04-28,2026-05-16,62.40,16.52,8.26,4.59,91.77,open 
INV500001925,SUB00001925,2026-05-01,2026-05-28,2026-06-15,143.86,38.08,19.04,10.58,211.56,Open
INV400001926,SUB00001926,2026-04-01,2026-04-28,2026-05-16,165.72,43.87,21.93,12.19,243.71,Open
INV500001926,SUB00001926,2026-05-01,2026-05-28,2026-06-15,55.71,14.75,7.37,4.10,81.93,Open
INV400001927,SUB00001927,2026-04-01,2026-04-28,2026-05-16,99.03,26.21,13.11,7.28,145.63,Cancelled
INV500001927,SUB00001927,2026-05-01,2026-05-28,2026-06-15,150.69,39.89,19.94,11.08,221.60,Open
INV400001928,SUB00001928,2026-04-01,2026-04-28,2026-05-16,25.57,6.77,3.38,1.88,37.60,Paid
INV500001928,SUB00001928,2026-05-01,2026-05-28,2026-06-15,174.87,46.29,23.14,12.86,257.16,open 
INV400001929,SUB00001929,2026-04-01,2026-04-28,2026-05-16,166.52,44.08,22.04,12.24,244.88,Paid
INV500001929,SUB00001929,2026-05-01,2026-05-28,2026-06-15,61.71,16.34,8.17,4.54,90.76,Past Due
INV400001930,SUB00001930,2026-04-01,2026-04-28,2026-05-16,57.35,15.18,7.59,4.22,84.34,Open
INV500001930,SUB00001930,2026-05-01,2026-05-28,2026-06-15,50.61,13.40,6.70,3.72,74.43,open 
INV400001931,SUB00001931,2026-04-01,2026-04-28,2026-05-16,96.55,25.56,12.78,7.10,141.99,Open
INV500001931,SUB00001931,2026-05-01,2026-05-28,2026-06-15,25.76,6.82,3.41,1.89,37.89,Cancelled
INV400001932,SUB00001932,2026-04-01,2026-04-28,2026-05-16,17.40,4.60,2.30,1.28,25.58,Cancelled
INV500001932,SUB00001932,2026-05-01,2026-05-28,2026-06-15,83.73,22.16,11.08,6.16,123.14,Paid
INV400001933,SUB00001933,2026-04-01,2026-04-28,2026-05-16,145.24,38.45,19.22,10.68,213.58,Open
INV500001933,SUB00001933,2026-05-01,2026-05-28,2026-06-15,47.39,12.55,6.27,3.48,69.70,open 
INV400001934,SUB00001934,2026-04-01,2026-04-28,2026-05-16,128.88,34.11,17.06,9.48,189.53,Past Due
INV500001934,SUB00001934,2026-05-01,2026-05-28,2026-06-15,109.01,28.85,14.43,8.02,160.30,Open
INV400001935,SUB00001935,2026-04-01,2026-04-28,2026-05-16,42.51,11.25,5.63,3.13,62.52,Open
INV500001935,SUB00001935,2026-05-01,2026-05-28,2026-06-15,126.13,33.39,16.69,9.27,185.49,open 
INV400001936,SUB00001936,2026-04-01,2026-04-28,2026-05-16,107.11,28.35,14.18,7.88,157.51,Cancelled
INV500001936,SUB00001936,2026-05-01,2026-05-28,2026-06-15,14.48,3.83,1.92,1.06,21.30,Paid
INV400001937,SUB00001937,2026-04-01,2026-04-28,2026-05-16,144.04,38.13,19.06,10.59,211.83,Open
INV500001937,SUB00001937,2026-05-01,2026-05-28,2026-06-15,102.35,27.09,13.55,7.53,150.52,Paid
INV400001938,SUB00001938,2026-04-01,2026-04-28,2026-05-16,79.29,20.99,10.49,5.83,116.61,Paid
INV500001938,SUB00001938,2026-05-01,2026-05-28,2026-06-15,156.22,41.35,20.68,11.49,229.74,open 
INV400001939,SUB_BAD,2026-04-01,2026-04-28,2026-05-16,125.57,33.24,16.62,9.23,184.66,Cancelled
INV500001939,SUB00001939,2026-05-01,2026-05-28,2026-06-15,89.06,23.57,11.79,6.55,130.97,open 
INV400001940,SUB00001940,2026-04-01,2026-04-28,2026-05-16,166.75,44.14,22.07,12.26,245.21,Open
INV500001940,SUB00001940,2026-05-01,2026-05-28,2026-06-15,32.26,8.54,4.27,2.37,47.44,Past Due
INV400001941,SUB00001941,2026-04-01,2026-04-28,2026-05-16,163.27,43.22,21.61,12.00,240.10,Paid
INV500001941,SUB00001941,2026-05-01,2026-05-28,2026-06-15,155.57,41.18,20.59,11.44,228.78,Paid
INV400001942,SUB00001942,2026-04-01,2026-04-28,2026-05-16,26.87,7.11,3.56,1.98,39.52,Paid
INV500001942,SUB00001942,2026-05-01,2026-05-28,2026-06-15,88.83,23.51,11.76,6.53,130.64,Paid
INV400001943,SUB00001943,2026-04-01,2026-04-28,2026-05-16,89.69,23.74,11.87,6.59,131.90,open 
INV500001943,SUB00001943,2026-05-01,2026-05-28,2026-06-15,105.58,27.95,13.97,7.76,155.26,Open
INV400001944,SUB00001944,2026-04-01,2026-04-28,2026-05-16,66.17,17.52,8.76,4.87,97.31,Past Due
INV500001944,SUB00001944,2026-05-01,2026-05-28,2026-06-15,171.68,45.45,22.72,12.62,252.48,Cancelled
INV400001945,SUB00001945,2026-04-01,2026-04-28,2026-05-16,33.29,8.81,4.41,2.45,48.95,open 
INV500001945,SUB00001945,2026-05-01,2026-05-28,2026-06-15,156.31,41.37,20.69,11.49,229.86,Open
INV400001946,SUB00001946,2026-04-01,2026-04-28,2026-05-16,111.98,29.64,14.82,8.23,164.67,open 
INV500001946,SUB00001946,2026-05-01,2026-05-28,2026-06-15,68.06,18.02,9.01,5.00,100.09,Cancelled
INV400001947,SUB00001947,2026-04-01,2026-04-28,2026-05-16,155.52,41.17,20.58,11.44,228.70,Cancelled
INV500001947,SUB00001947,2026-05-01,2026-05-28,2026-06-15,25.57,6.77,3.38,1.88,37.61,Past Due
INV400001948,SUB00001948,2026-04-01,2026-04-28,2026-05-16,164.44,43.53,21.76,12.09,241.82,open 
INV500001948,SUB00001948,2026-05-01,2026-05-28,2026-06-15,14.07,3.72,1.86,1.03,20.69,Paid
INV400001949,SUB00001949,2026-04-01,2026-04-28,2026-05-16,162.80,43.09,21.55,11.97,239.41,Paid
INV500001949,SUB00001949,2026-05-01,2026-05-28,2026-06-15,40.55,10.73,5.37,2.98,59.63,Past Due
INV400001950,SUB00001950,2026-04-01,2026-04-28,2026-05-16,122.04,32.31,16.15,8.97,179.48,open 
INV500001950,SUB00001950,2026-05-01,2026-05-28,2026-06-15,172.27,45.60,22.80,12.67,253.33,Cancelled
INV400001951,SUB00001951,2026-04-01,2026-04-28,2026-05-16,144.27,38.19,19.09,10.61,212.16,Cancelled
INV500001951,SUB00001951,2026-05-01,2026-05-28,2026-06-15,71.86,19.02,9.51,5.28,105.67,Paid
INV400001952,SUB00001952,2026-04-01,2026-04-28,2026-05-16,109.07,28.87,14.44,8.02,160.39,open 
INV500001952,SUB00001952,2026-05-01,2026-05-28,2026-06-15,159.07,42.11,21.05,11.70,233.92,Past Due
INV400001953,SUB00001953,2026-04-01,2026-04-28,2026-05-16,145.24,38.45,19.22,10.68,213.59,Past Due
INV500001953,SUB00001953,2026-05-01,2026-05-28,2026-06-15,86.95,23.02,11.51,6.39,127.86,Cancelled
INV400001954,SUB00001954,2026-04-01,2026-04-28,2026-05-16,112.23,29.71,14.85,8.25,165.04,Paid
INV500001954,SUB00001954,2026-05-01,2026-05-28,2026-06-15,125.40,33.20,16.60,9.22,184.42,Paid
INV400001955,SUB00001955,2026-04-01,2026-04-28,2026-05-16,108.49,28.72,14.36,7.98,159.55,open 
INV500001955,SUB00001955,2026-05-01,2026-05-28,2026-06-15,150.37,39.80,19.90,11.06,221.13,Paid
INV400001956,SUB00001956,2026-04-01,2026-04-28,2026-05-16,160.16,42.40,21.20,11.78,235.53,Open
INV500001956,SUB00001956,2026-05-01,2026-05-28,2026-06-15,131.19,34.73,17.36,9.65,192.93,Past Due
INV400001957,SUB00001957,2026-04-01,2026-04-28,2026-05-16,30.52,8.08,4.04,2.24,44.88,open 
INV500001957,SUB00001957,2026-05-01,2026-05-28,2026-06-15,163.23,43.21,21.60,12.00,240.04,open 
INV400001958,SUB00001958,2026-04-01,2026-04-28,2026-05-16,57.21,15.14,7.57,4.21,84.13,Open
INV500001958,SUB00001958,2026-05-01,2026-05-28,2026-06-15,57.68,15.27,7.63,4.24,84.83,open 
INV400001959,SUB00001959,2026-04-01,2026-04-28,2026-05-16,121.10,32.06,16.03,8.90,178.09,open 
INV500001959,SUB00001959,2026-05-01,2026-05-28,2026-06-15,76.24,20.18,10.09,5.61,112.12,Past Due
INV400001960,SUB00001960,2026-04-01,2026-04-28,2026-05-16,116.76,30.91,15.45,8.59,171.71,Open
INV500001960,SUB00001960,2026-05-01,2026-05-28,2026-06-15,43.21,11.44,5.72,3.18,63.55,Paid
INV400001961,SUB00001961,2026-04-01,2026-04-28,2026-05-16,137.53,36.41,18.20,10.11,202.25,Past Due
INV500001961,SUB00001961,2026-05-01,2026-05-28,2026-06-15,111.97,29.64,14.82,8.23,164.67,open 
INV400001962,SUB00001962,2026-04-01,2026-04-28,2026-05-16,104.65,27.70,13.85,7.69,153.90,Paid
INV500001962,SUB00001962,2026-05-01,2026-05-28,2026-06-15,160.31,42.44,21.22,11.79,235.76,Open
INV400001963,SUB00001963,2026-04-01,2026-04-28,2026-05-16,56.47,14.95,7.47,4.15,83.05,Past Due
INV500001963,SUB00001963,2026-05-01,2026-05-28,2026-06-15,151.48,40.10,20.05,11.14,222.77,Open
INV400001964,SUB00001964,2026-04-01,2026-04-28,2026-05-16,144.88,38.35,19.17,10.65,213.05,Paid
INV500001964,SUB00001964,2026-05-01,2026-05-28,2026-06-15,111.19,29.43,14.72,8.18,163.52,Past Due
INV400001965,SUB00001965,2026-04-01,2026-04-28,2026-05-16,15.88,4.20,2.10,1.17,23.36,Past Due
INV500001965,SUB00001965,2026-05-01,2026-05-28,2026-06-15,117.07,30.99,15.49,8.61,172.16,Cancelled
INV400001966,SUB00001966,2026-04-01,2026-04-28,2026-05-16,134.89,35.71,17.85,9.92,198.37,Cancelled
INV500001966,SUB00001966,2026-05-01,2026-05-28,2026-06-15,160.62,42.52,21.26,11.81,236.21,open 
INV400001967,SUB00001967,2026-04-01,2026-04-28,2026-05-16,140.31,37.14,18.57,10.32,206.34,Paid
INV500001967,SUB00001967,2026-05-01,2026-05-28,2026-06-15,146.28,38.72,19.36,10.76,215.11,Cancelled
INV400001968,SUB00001968,2026-04-01,2026-04-28,2026-05-16,65.52,17.34,8.67,4.82,96.35,Paid
INV500001968,SUB00001968,2026-05-01,2026-05-28,2026-06-15,143.75,38.05,19.03,10.57,211.40,Past Due
INV400001969,SUB00001969,2026-04-01,2026-04-28,2026-05-16,103.61,27.43,13.71,7.62,152.36,Past Due
INV500001969,SUB00001969,2026-05-01,2026-05-28,2026-06-15,20.41,5.40,2.70,1.50,30.02,open 
INV400001970,SUB00001970,2026-04-01,2026-04-28,2026-05-16,19.76,5.23,2.62,1.45,29.06,Past Due
INV500001970,SUB00001970,2026-05-01,2026-05-28,2026-06-15,156.08,41.32,20.66,11.48,229.54,Past Due
INV400001971,SUB00001971,2026-04-01,2026-04-28,2026-05-16,76.00,20.12,10.06,5.59,111.77,Open
INV500001971,SUB00001971,2026-05-01,2026-05-28,2026-06-15,75.33,19.94,9.97,5.54,110.78,Open
INV400001972,SUB00001972,2026-04-01,2026-04-28,2026-05-16,53.54,14.17,7.09,3.94,78.73,Open
INV500001972,SUB00001972,2026-05-01,2026-05-28,2026-06-15,160.24,42.42,21.21,11.78,235.65,Paid
INV400001973,SUB00001973,2026-04-01,2026-04-28,2026-05-16,46.11,12.21,6.10,3.39,67.82,Cancelled
INV500001973,SUB00001973,2026-05-01,2026-05-28,2026-06-15,88.47,23.42,11.71,6.51,130.11,Open
INV400001974,SUB00001974,2026-04-01,2026-04-28,2026-05-16,65.59,17.36,8.68,4.82,96.46,Cancelled
INV500001974,SUB00001974,2026-05-01,2026-05-28,2026-06-15,166.60,44.10,22.05,12.25,245.00,Cancelled
INV400001975,SUB00001975,2026-04-01,2026-04-28,2026-05-16,124.22,32.88,16.44,9.13,182.68,Cancelled
INV500001975,SUB00001975,2026-05-01,2026-05-28,2026-06-15,154.81,40.98,20.49,11.38,227.66,Paid
INV400001976,SUB00001976,2026-04-01,2026-04-28,2026-05-16,126.34,33.44,16.72,9.29,185.79,Open
INV500001976,SUB00001976,2026-05-01,2026-05-28,2026-06-15,64.45,17.06,8.53,4.74,94.78,open 
INV400001977,SUB00001977,2026-04-01,2026-04-28,2026-05-16,120.81,31.98,15.99,8.88,177.67,Cancelled
INV500001977,SUB00001977,2026-05-01,2026-05-28,2026-06-15,160.47,42.48,21.24,11.80,235.99,Cancelled
INV400001978,SUB00001978,2026-04-01,2026-04-28,2026-05-16,165.29,43.75,21.88,12.15,243.07,Cancelled
INV500001978,SUB00001978,2026-05-01,2026-05-28,2026-06-15,115.06,30.46,15.23,8.46,169.21,Paid
INV400001979,SUB00001979,2026-04-01,2026-04-28,2026-05-16,114.10,30.20,15.10,8.39,167.79,Paid
INV500001979,SUB00001979,2026-05-01,2026-05-28,2026-06-15,93.53,24.76,12.38,6.88,137.54,open 
INV400001980,SUB00001980,2026-04-01,2026-04-28,2026-05-16,120.25,31.83,15.92,8.84,176.84,open 
INV500001980,SUB00001980,2026-05-01,2026-05-28,2026-06-15,164.19,43.46,21.73,12.07,241.46,Cancelled
INV400001981,SUB00001981,2026-04-01,2026-04-28,2026-05-16,75.80,20.06,10.03,5.57,111.46,Cancelled
INV500001981,SUB00001981,2026-05-01,2026-05-28,2026-06-15,150.34,39.80,19.90,11.05,221.08,Open
INV400001982,SUB00001982,2026-04-01,2026-04-28,2026-05-16,118.30,31.31,15.66,8.70,173.97,Paid
INV500001982,SUB00001982,2026-05-01,2026-05-28,2026-06-15,100.50,26.60,13.30,7.39,147.79,Open
INV400001983,SUB00001983,2026-04-01,2026-04-28,2026-05-16,21.06,5.57,2.79,1.55,30.97,Open
INV500001983,SUB00001983,2026-05-01,2026-05-28,2026-06-15,15.10,4.00,2.00,1.11,22.21,Cancelled
INV400001984,SUB00001984,2026-04-01,2026-04-28,2026-05-16,38.07,10.08,5.04,2.80,55.99,Cancelled
INV500001984,SUB00001984,2026-05-01,2026-05-28,2026-06-15,151.50,40.10,20.05,11.14,222.80,open 
INV400001985,SUB00001985,2026-04-01,2026-04-28,2026-05-16,31.84,8.43,4.21,2.34,46.82,Paid
INV500001985,SUB00001985,2026-05-01,2026-05-28,2026-06-15,168.11,44.50,22.25,12.36,247.22,Paid
INV400001986,SUB00001986,2026-04-01,2026-04-28,2026-05-16,47.91,12.68,6.34,3.52,70.46,Paid
INV500001986,SUB00001986,2026-05-01,2026-05-28,2026-06-15,111.12,29.41,14.71,8.17,163.40,Past Due
INV400001987,SUB00001987,2026-04-01,2026-04-28,2026-05-16,63.83,16.90,8.45,4.69,93.86,Paid
INV500001987,SUB00001987,2026-05-01,2026-05-28,2026-06-15,124.21,32.88,16.44,9.13,182.66,open 
INV400001988,SUB00001988,2026-04-01,2026-04-28,2026-05-16,34.27,9.07,4.54,2.52,50.40,Open
INV500001988,SUB00001988,2026-05-01,2026-05-28,2026-06-15,175.99,46.58,23.29,12.94,258.80,open 
INV400001989,SUB00001989,2026-04-01,2026-04-28,2026-05-16,120.30,31.85,15.92,8.85,176.92,Cancelled
INV500001989,SUB00001989,2026-05-01,2026-05-28,2026-06-15,42.36,11.21,5.61,3.11,62.29,open 
INV400001990,SUB00001990,2026-04-01,2026-04-28,2026-05-16,64.76,17.14,8.57,4.76,95.23,open 
INV500001990,SUB00001990,2026-05-01,2026-05-28,2026-06-15,88.24,23.36,11.68,6.49,129.77,Paid
INV400001991,SUB00001991,2026-04-01,2026-04-28,2026-05-16,30.09,7.96,3.98,2.21,44.25,open 
INV500001991,SUB00001991,2026-05-01,2026-05-28,2026-06-15,97.35,25.77,12.89,7.16,143.17,Past Due
INV400001992,SUB00001992,2026-04-01,2026-04-28,2026-05-16,148.13,39.21,19.60,10.89,217.83,open 
INV500001992,SUB00001992,2026-05-01,2026-05-28,2026-06-15,167.20,44.26,22.13,12.29,245.89,Paid
INV400001993,SUB00001993,2026-04-01,2026-04-28,2026-05-16,94.20,24.94,12.47,6.93,138.53,Past Due
INV500001993,SUB00001993,2026-05-01,2026-05-28,2026-06-15,173.94,46.04,23.02,12.79,255.80,Open
INV400001994,SUB00001994,2026-04-01,2026-04-28,2026-05-16,136.55,36.14,18.07,10.04,200.80,open 
INV500001994,SUB00001994,2026-05-01,2026-05-28,2026-06-15,81.93,21.69,10.84,6.02,120.49,Paid
INV400001995,SUB00001995,2026-04-01,2026-04-28,2026-05-16,139.48,36.92,18.46,10.26,205.12,Past Due
INV500001995,SUB00001995,2026-05-01,2026-05-28,2026-06-15,135.91,35.98,17.99,9.99,199.87,Paid
INV400001996,SUB00001996,2026-04-01,2026-04-28,2026-05-16,126.11,33.38,16.69,9.27,185.45,open 
INV500001996,SUB00001996,2026-05-01,2026-05-28,2026-06-15,118.48,31.36,15.68,8.71,174.24,Cancelled
INV400001997,SUB00001997,2026-04-01,2026-04-28,2026-05-16,117.59,31.13,15.56,8.65,172.92,Paid
INV500001997,SUB00001997,2026-05-01,2026-05-28,2026-06-15,69.46,18.39,9.19,5.11,102.14,Paid
INV400001998,SUB00001998,2026-04-01,2026-04-28,2026-05-16,129.86,34.37,17.19,9.55,190.97,open 
INV500001998,SUB00001998,2026-05-01,2026-05-28,2026-06-15,26.81,7.10,3.55,1.97,39.43,Open
INV400001999,SUB00001999,2026-04-01,2026-04-28,2026-05-16,114.91,30.42,15.21,8.45,168.99,Paid
INV500001999,SUB00001999,2026-05-01,2026-05-28,2026-06-15,173.74,45.99,22.99,12.77,255.50,open 
INV400002000,SUB00002000,2026-04-01,2026-04-28,2026-05-16,84.28,22.31,11.16,6.20,123.95,open 
INV500002000,SUB00002000,2026-05-01,2026-05-28,2026-06-15,13.70,3.63,1.81,1.01,20.15,Cancelled
INV400002001,SUB00002001,2026-04-01,2026-04-28,2026-05-16,106.79,28.27,14.13,7.85,157.05,Cancelled
INV500002001,SUB00002001,2026-05-01,2026-05-28,2026-06-15,18.14,4.80,2.40,1.33,26.67,Paid
INV400002002,SUB00002002,2026-04-01,2026-04-28,2026-05-16,128.00,33.88,16.94,9.41,188.24,Paid
INV500002002,SUB00002002,2026-05-01,2026-05-28,2026-06-15,76.49,20.25,10.12,5.62,112.48,Paid
INV400002003,SUB00002003,2026-04-01,2026-04-28,2026-05-16,83.49,22.10,11.05,6.14,122.79,Cancelled
INV500002003,SUB00002003,2026-05-01,2026-05-28,2026-06-15,70.33,18.62,9.31,5.17,103.43,Past Due
INV400002004,SUB00002004,2026-04-01,2026-04-28,2026-05-16,89.91,23.80,11.90,6.61,132.21,open 
INV500002004,SUB00002004,2026-05-01,2026-05-28,2026-06-15,31.13,8.24,4.12,2.29,45.78,Cancelled
INV400002005,SUB00002005,2026-04-01,2026-04-28,2026-05-16,59.16,15.66,7.83,4.35,87.00,Open
INV500002005,SUB00002005,2026-05-01,2026-05-28,2026-06-15,140.48,37.18,18.59,10.33,206.58,Cancelled
INV400002006,SUB00002006,2026-04-01,2026-04-28,2026-05-16,123.59,32.71,16.36,9.09,181.75,Paid
INV500002006,SUB00002006,2026-05-01,2026-05-28,2026-06-15,33.53,8.88,4.44,2.47,49.32,Cancelled
INV400002007,SUB00002007,2026-04-01,2026-04-28,2026-05-16,101.19,26.78,13.39,7.44,148.80,Past Due
INV500002007,SUB00002007,2026-05-01,2026-05-28,2026-06-15,66.37,17.57,8.78,4.88,97.60,Paid
INV400002008,SUB00002008,2026-04-01,2026-04-28,2026-05-16,117.82,31.19,15.59,8.66,173.26,Paid
INV500002008,SUB00002008,2026-05-01,2026-05-28,2026-06-15,62.54,16.55,8.28,4.60,91.96,Open
INV400002009,SUB00002009,2026-04-01,2026-04-28,2026-05-16,73.93,19.57,9.79,5.44,108.72,Past Due
INV500002009,SUB00002009,2026-05-01,2026-05-28,2026-06-15,124.98,33.08,16.54,9.19,183.80,Open
INV400002010,SUB00002010,2026-04-01,2026-04-28,2026-05-16,102.43,27.11,13.56,7.53,150.63,Paid
INV500002010,SUB00002010,2026-05-01,2026-05-28,2026-06-15,149.39,39.54,19.77,10.98,219.69,open 
INV400002011,SUB00002011,2026-04-01,2026-04-28,2026-05-16,47.04,12.45,6.23,3.46,69.18,open 
INV500002011,SUB00002011,2026-05-01,2026-05-28,2026-06-15,21.36,5.65,2.83,1.57,31.42,Cancelled
INV400002012,SUB00002012,2026-04-01,2026-04-28,2026-05-16,104.71,27.72,13.86,7.70,153.99,open 
INV500002012,SUB00002012,2026-05-01,2026-05-28,2026-06-15,45.74,12.11,6.05,3.36,67.26,Cancelled
INV400002013,SUB00002013,2026-04-01,2026-04-28,2026-05-16,132.02,34.95,17.47,9.71,194.15,Open
INV500002013,SUB00002013,2026-05-01,2026-05-28,2026-06-15,48.55,12.85,6.43,3.57,71.39,Past Due
INV400002014,SUB00002014,2026-04-01,2026-04-28,2026-05-16,94.24,24.94,12.47,6.93,138.58,Past Due
INV500002014,SUB00002014,2026-05-01,2026-05-28,2026-06-15,18.97,5.02,2.51,1.40,27.90,open 
INV400002015,SUB00002015,2026-04-01,2026-04-28,2026-05-16,147.71,39.10,19.55,10.86,217.22,Paid
INV500002015,SUB00002015,2026-05-01,2026-05-28,2026-06-15,32.32,8.55,4.28,2.38,47.53,Paid
INV400002016,SUB00002016,2026-04-01,2026-04-28,2026-05-16,73.37,19.42,9.71,5.40,107.90,open 
INV500002016,SUB00002016,2026-05-01,2026-05-28,2026-06-15,131.29,34.75,17.38,9.65,193.08,Paid
INV400002017,SUB00002017,2026-04-01,2026-04-28,2026-05-16,20.95,5.55,2.77,1.54,30.81,Past Due
INV500002017,SUB00002017,2026-05-01,2026-05-28,2026-06-15,86.67,22.94,11.47,6.37,127.46,Past Due
