snapshot_date,store_id,product_id,on_hand_qty,reserved_qty,on_order_qty,reorder_point,safety_stock_qty,inventory_status
2026-05-01,STR0013,SKU0000441,287,26,151,20,10,Overstock
2026-05-01,STR0013,SKU0000387,346,6,190,10,5,Low
2026-05-01,STR0013,SKU0000192,385,56,186,20,10,Stockout
2026-05-01,STR0013,SKU0000512,330,51,163,75,10,healthy 
2026-05-01,STR0013,SKU0000472,324,14,12,20,20,Low
2026-05-01,STR0013,SKU0000352,193,53,172,50,5,Healthy
2026-05-01,STR0013,SKU0000451,260,24,34,20,20,Stockout
2026-05-01,STR0013,SKU0000265,125,56,70,10,10,Overstock
2026-05-01,STR0013,SKU0000253,13,6,37,50,20,Low
2026-05-01,STR0013,SKU0000190,2,1,130,30,10,Healthy
2026-05-01,STR0013,SKU0000514,214,43,152,20,5,Low
2026-05-01,STR0013,SKU0000429,234,47,58,50,30,Low
2026-05-01,STR0013,SKU0000487,439,47,159,10,5,Healthy
2026-05-01,STR0013,SKU0000445,488,46,49,20,20,Stockout
2026-05-01,STR0013,SKU0000450,483,32,189,75,30,Stockout
2026-05-01,STR0013,SKU0000343,68,5,42,20,20,Stockout
2026-05-01,STR0013,SKU0000528,371,42,196,75,10,Low
2026-05-01,STR0013,SKU0000313,260,55,108,30,5,Overstock
2026-05-01,STR0013,SKU0000548,408,37,15,30,20,Overstock
2026-05-01,STR0013,SKU0000149,42,11,3,30,20,Overstock
2026-05-01,STR0013,SKU0000522,272,30,174,10,30,Low
2026-05-01,STR0013,SKU0000112,481,47,92,20,30,healthy 
2026-05-01,STR0013,SKU0000575,455,39,133,50,20,Overstock
2026-05-01,STR0013,SKU0000550,66,34,117,75,30,Healthy
2026-05-01,STR0013,SKU0000458,180,35,167,30,10,Low
2026-05-01,STR0013,SKU0000289,19,19,15,20,20,Overstock
2026-05-01,STR0013,SKU0000294,364,23,55,10,10,Stockout
2026-05-01,STR0013,SKU0000407,21,16,0,30,5,Low
2026-05-01,STR0013,SKU0000099,360,34,68,10,10,Healthy
2026-05-01,STR0013,SKU0000469,264,47,190,75,30,Overstock
2026-05-01,STR0013,SKU0000122,292,9,170,10,10,Stockout
2026-05-01,STR0013,SKU0000337,416,20,105,30,20,Stockout
2026-05-01,STR0013,SKU0000222,263,33,98,10,30,Stockout
2026-05-01,STR0013,SKU0000203,473,44,14,20,30,Overstock
2026-05-01,STR0013,SKU0000312,450,60,183,75,10,healthy 
2026-05-01,STR0013,SKU0000100,220,41,135,30,10,healthy 
2026-05-01,STR0013,SKU0000369,331,15,196,20,10,Stockout
2026-05-01,STR0013,SKU0000224,299,33,163,75,30,healthy 
2026-05-01,STR0013,SKU0000364,332,44,87,10,5,Overstock
2026-05-01,STR0013,SKU0000051,42,12,117,50,10,Stockout
2026-05-01,STR0013,SKU0000370,413,49,105,20,20,Overstock
2026-05-01,STR0013,SKU0000481,77,30,15,75,10,Overstock
2026-05-01,STR0013,SKU0000109,311,58,129,20,5,Stockout
2026-05-01,STR0013,SKU0000139,421,53,61,75,10,Stockout
2026-05-01,STR0014,SKU0000323,163,57,0,20,5,Healthy
2026-05-01,STR0014,SKU0000100,405,19,139,10,20,Healthy
2026-05-01,STR0014,SKU0000025,100,13,4,75,5,Healthy
2026-05-01,STR0014,SKU0000162,325,54,90,30,20,healthy 
2026-05-01,STR0014,SKU0000408,227,48,90,75,30,Overstock
2026-05-01,STR0014,SKU0000260,57,22,162,20,5,healthy 
2026-05-01,STR0014,SKU0000160,391,52,146,20,5,Stockout
2026-05-01,STR0014,SKU0000205,48,48,147,20,10,Healthy
2026-05-01,STR0014,SKU0000230,144,33,161,50,5,Stockout
2026-05-01,STR0014,SKU0000389,189,32,104,50,5,healthy 
2026-05-01,STR0014,SKU0000093,399,32,131,20,20,healthy 
2026-05-01,STR0014,SKU0000557,211,26,56,10,30,Overstock
2026-05-01,STR0014,SKU0000327,127,40,132,50,20,Low
2026-05-01,STR0014,SKU0000497,363,54,81,10,10,Low
2026-05-01,STR0014,SKU0000114,280,15,137,75,10,Healthy
2026-05-01,STR0014,SKU0000448,300,57,193,20,5,Overstock
2026-05-01,STR0014,SKU0000362,105,38,120,20,10,Low
2026-05-01,STR0014,SKU0000551,398,30,6,75,30,Overstock
2026-05-01,STR0014,SKU0000465,196,10,7,10,20,healthy 
2026-05-01,STR0014,SKU0000095,167,43,128,75,30,Overstock
2026-05-01,STR0014,SKU0000189,430,37,167,75,10,Overstock
2026-05-01,STR0014,SKU0000493,232,4,187,50,30,healthy 
2026-05-01,STR0014,SKU0000290,345,18,30,30,10,healthy 
2026-05-01,STR0014,SKU0000464,287,57,155,10,5,Overstock
2026-05-01,STR0014,SKU0000236,423,53,97,30,10,Overstock
2026-05-01,STR0014,SKU0000317,366,53,81,10,5,Low
2026-05-01,STR0014,SKU0000530,113,5,10,10,10,healthy 
2026-05-01,STR0014,SKU0000243,480,19,186,50,5,Low
2026-05-01,STR0014,SKU0000409,97,39,153,50,20,Stockout
2026-05-01,STR0014,SKU0000226,488,42,139,50,30,Stockout
2026-05-01,STR0014,SKU0000306,460,48,111,50,10,Overstock
2026-05-01,STR0014,SKU0000082,234,30,199,50,10,Low
2026-05-01,STR0014,SKU0000072,288,39,42,30,20,healthy 
2026-05-01,STR0014,SKU0000483,130,32,28,20,5,Low
2026-05-01,STR0014,SKU0000144,292,30,41,10,10,Stockout
2026-05-01,STR0014,SKU0000276,208,21,87,50,30,Overstock
2026-05-01,STR0014,SKU0000468,405,14,13,30,30,Healthy
2026-05-01,STR0014,SKU0000259,171,7,125,75,20,Stockout
2026-05-01,STR0014,SKU0000315,40,31,83,10,30,Overstock
2026-05-01,STR0014,SKU0000268,317,48,193,10,5,Healthy
2026-05-01,STR0014,SKU0000132,313,11,109,30,10,Healthy
2026-05-01,STR0014,SKU0000174,491,20,135,50,10,Healthy
2026-05-01,STR0014,SKU0000496,234,0,114,30,20,Stockout
2026-05-01,STR0014,SKU0000365,315,6,70,10,5,healthy 
2026-05-01,STR0014,SKU0000423,301,48,58,20,5,Low
2026-05-01,STR0014,SKU0000286,488,35,66,75,10,healthy 
2026-05-01,STR0014,SKU0000507,307,49,173,20,10,Low
2026-05-01,STR0014,SKU0000232,22,11,107,30,5,Overstock
2026-05-01,STR0014,SKU0000027,289,51,95,75,10,Low
2026-05-01,STR0014,SKU0000090,177,25,22,30,20,Low
2026-05-01,STR0014,SKU0000021,429,49,191,30,20,Low
2026-05-01,STR0014,SKU0000490,487,35,77,10,10,Healthy
2026-05-01,STR0014,SKU0000273,158,24,76,75,20,healthy 
2026-05-01,STR0014,SKU0000178,40,17,130,50,20,Healthy
2026-05-01,STR0014,SKU0000529,388,39,162,20,10,Low
2026-05-01,STR0014,SKU0000221,23,0,26,20,10,Stockout
2026-05-01,STR0014,SKU0000172,447,9,69,30,10,Healthy
2026-05-01,STR0014,SKU0000092,452,44,123,50,10,healthy 
2026-05-01,STR0014,SKU0000388,263,18,71,50,30,Healthy
2026-05-01,STR0014,SKU0000234,75,38,184,75,5,Stockout
2026-05-01,STR0014,SKU0000455,393,1,183,20,5,Healthy
2026-05-01,STR0014,SKU0000454,395,29,138,10,5,healthy 
2026-05-01,STR0014,SKU0000117,345,14,191,75,30,healthy 
2026-05-01,STR0014,SKU0000237,107,40,127,50,30,Stockout
2026-05-01,STR0014,SKU0000220,10,2,89,75,20,healthy 
2026-05-01,STR0014,SKU0000350,71,6,191,50,10,Overstock
2026-05-01,STR0014,SKU0000097,191,11,162,20,10,Healthy
2026-05-01,STR0014,SKU0000274,440,43,109,10,30,Overstock
2026-05-01,STR0014,SKU0000085,82,48,16,50,20,healthy 
2026-05-01,STR0014,SKU0000375,287,48,72,20,30,healthy 
2026-05-01,STR0014,SKU0000011,117,29,145,75,30,Overstock
2026-05-01,STR0014,SKU0000432,136,21,69,50,30,Stockout
2026-05-01,STR0014,SKU0000528,77,46,199,10,20,healthy 
2026-05-01,STR0014,SKU0000426,239,22,31,75,5,Healthy
2026-05-01,STR0014,SKU0000244,190,42,178,50,5,Healthy
2026-05-01,STR0014,SKU0000131,290,28,2,20,10,Low
2026-05-01,STR0014,SKU0000104,252,18,143,20,10,healthy 
2026-05-01,STR0014,SKU0000451,397,26,155,10,5,Stockout
2026-05-01,STR0014,SKU0000486,241,10,144,75,20,Overstock
2026-05-01,STR0014,SKU0000214,329,57,27,50,10,Overstock
2026-05-01,STR0014,SKU0000288,426,56,193,30,20,Healthy
2026-05-01,STR0014,SKU0000463,348,54,15,30,5,Overstock
2026-05-01,STR0014,SKU0000192,36,23,74,10,5,Stockout
2026-05-01,STR0014,SKU0000063,9,8,184,10,30,Low
2026-05-01,STR0014,SKU0000013,207,28,63,20,20,Low
2026-05-01,STR0014,SKU0000405,191,23,98,75,5,Overstock
2026-05-01,STR0014,SKU0000004,149,17,25,10,5,Healthy
2026-05-01,STR0014,SKU0000218,364,45,200,75,10,Low
2026-05-01,STR0014,SKU0000251,398,1,182,20,20,Overstock
2026-05-01,STR0014,SKU0000303,376,21,76,50,10,Overstock
2026-05-01,STR0014,SKU0000071,229,9,158,30,10,healthy 
2026-05-01,STR0014,SKU0000461,278,56,122,20,20,Overstock
2026-05-01,STR0014,SKU0000494,322,35,80,50,5,Healthy
2026-05-01,STR0014,SKU0000431,364,23,159,20,20,Healthy
2026-05-01,STR0014,SKU0000503,8,8,151,10,10,Low
2026-05-01,STR0014,SKU0000337,89,3,148,20,30,healthy 
2026-05-01,STR0014,SKU0000366,211,21,131,50,10,Healthy
2026-05-01,STR0014,SKU0000376,389,52,146,75,5,Healthy
2026-05-01,STR0014,SKU0000531,308,37,136,10,20,Overstock
2026-05-01,STR0014,SKU0000578,148,21,176,10,10,Stockout
2026-05-01,STR0014,SKU0000533,137,47,20,20,10,Stockout
2026-05-01,STR0014,SKU0000401,272,18,38,30,10,Healthy
2026-05-01,STR0014,SKU0000459,119,40,93,10,20,Low
2026-05-01,STR0014,SKU0000392,266,52,171,50,10,Stockout
2026-05-01,STR0014,SKU0000580,108,19,51,30,30,Overstock
2026-05-01,STR0014,SKU0000182,343,38,61,75,20,healthy 
2026-05-01,STR0014,SKU0000571,410,41,119,10,30,Healthy
2026-05-01,STR0014,SKU0000402,391,24,66,75,20,healthy 
2026-05-01,STR0014,SKU0000321,137,7,41,75,5,healthy 
2026-05-01,STR0014,SKU0000083,465,36,5,30,20,healthy 
2026-05-01,STR0014,SKU0000577,415,11,170,30,30,Low
2026-05-01,STR0014,SKU0000404,217,10,29,10,20,Overstock
2026-05-01,STR0014,SKU0000015,295,24,0,75,10,Low
2026-05-01,STR0014,SKU0000339,295,40,179,10,30,healthy 
2026-05-01,STR0014,SKU0000469,197,14,184,75,20,Overstock
2026-05-01,STR0014,SKU0000231,140,8,64,75,5,healthy 
2026-05-01,STR0014,SKU0000155,382,41,116,10,30,Stockout
2026-05-01,STR0014,SKU0000302,58,33,92,30,20,healthy 
2026-05-01,STR0014,SKU0000245,375,26,80,75,5,Stockout
2026-05-01,STR0014,SKU0000219,203,16,11,20,10,Low
2026-05-01,STR0014,SKU0000121,266,46,9,10,30,healthy 
2026-05-01,STR0014,SKU0000515,217,26,126,75,5,Low
2026-05-01,STR0014,SKU0000196,488,2,191,30,10,Low
2026-05-01,STR0014,SKU0000163,225,57,141,50,30,Stockout
2026-05-01,STR0014,SKU0000377,175,44,73,75,5,Overstock
2026-05-01,STR0014,SKU0000264,39,3,193,30,10,Low
2026-05-01,STR0014,SKU0000120,166,21,7,50,10,Stockout
2026-05-01,STR0014,SKU0000055,399,36,73,75,20,healthy 
2026-05-01,STR0014,SKU0000566,437,43,134,30,20,Healthy
2026-05-01,STR0014,SKU0000498,212,8,177,20,5,Stockout
2026-05-01,STR0014,SKU0000541,91,58,111,10,20,healthy 
2026-05-01,STR0014,SKU0000279,189,9,157,50,20,healthy 
2026-05-01,STR0014,SKU0000179,71,58,15,20,5,Low
2026-05-01,STR0014,SKU0000313,168,57,76,20,30,Stockout
2026-05-01,STR0014,SKU0000352,121,54,180,20,5,Overstock
2026-05-01,STR0014,SKU0000037,161,52,158,10,20,Healthy
2026-05-01,STR0014,SKU0000106,298,50,198,50,20,Low
2026-05-01,STR0014,SKU0000186,329,30,50,75,10,Stockout
2026-05-01,STR0014,SKU0000078,186,52,88,10,10,Stockout
2026-05-01,STR0014,SKU0000437,31,5,116,20,10,healthy 
2026-05-01,STR0014,SKU0000098,74,3,49,20,5,Stockout
2026-05-01,STR0014,SKU0000387,47,13,22,50,20,healthy 
2026-05-01,STR0014,SKU0000326,75,13,135,10,30,Overstock
2026-05-01,STR0014,SKU0000271,176,37,98,75,30,healthy 
2026-05-01,STR0014,SKU0000403,279,45,61,30,20,Overstock
2026-05-01,STR0014,SKU0000504,445,55,179,75,20,Healthy
2026-05-01,STR0014,SKU0000324,372,10,169,75,10,Overstock
2026-05-01,STR0014,SKU0000436,29,28,78,10,30,healthy 
2026-05-01,STR0014,SKU0000126,408,33,151,75,20,Low
2026-05-01,STR0014,SKU0000294,457,36,177,75,30,Stockout
2026-05-01,STR0014,SKU0000338,171,15,131,10,20,Overstock
2026-05-01,STR0014,SKU0000560,99,33,187,20,20,Overstock
2026-05-01,STR0014,SKU0000052,292,57,177,75,20,Stockout
2026-05-01,STR0014,SKU0000242,278,24,96,30,20,Low
2026-05-01,STR0014,SKU0000167,304,32,106,10,10,Low
2026-05-01,STR0014,SKU0000485,488,26,93,20,20,Overstock
2026-05-01,STR0014,SKU0000081,311,3,114,50,20,healthy 
2026-05-01,STR0014,SKU0000470,485,4,175,30,10,Healthy
2026-05-01,STR0014,SKU0000356,340,34,71,75,20,Low
2026-05-01,STR0014,SKU0000396,367,10,4,30,30,Low
2026-05-01,STR0015,SKU0000527,145,2,46,20,10,Stockout
2026-05-01,STR0015,SKU0000430,100,6,57,75,5,Stockout
2026-05-01,STR0015,SKU0000288,186,3,10,30,30,Stockout
2026-05-01,STR0015,SKU0000522,128,13,79,10,5,Healthy
2026-05-01,STR0015,SKU0000547,88,53,94,20,10,Healthy
2026-05-01,STR0015,SKU0000245,470,2,27,75,30,healthy 
2026-05-01,STR0015,SKU0000031,33,0,21,10,20,Overstock
2026-05-01,STR0015,SKU0000193,177,10,30,50,10,Low
2026-05-01,STR0015,SKU0000169,411,36,180,75,10,Overstock
2026-05-01,STR0015,SKU0000205,322,8,149,30,30,Stockout
2026-05-01,STR0015,SKU0000182,459,47,94,30,20,healthy 
2026-05-01,STR0015,SKU0000254,407,55,125,10,20,Low
2026-05-01,STR0015,SKU0000108,497,15,35,10,20,healthy 
2026-05-01,STR0015,SKU0000281,85,7,197,20,30,healthy 
2026-05-01,STR0015,SKU0000511,10,7,167,10,30,Stockout
2026-05-01,STR0015,SKU0000538,484,53,147,10,5,Stockout
2026-05-01,STR0015,SKU0000397,275,39,57,75,30,Low
2026-05-01,STR0015,SKU0000370,322,60,175,30,10,Low
2026-05-01,STR0015,SKU0000010,3,0,73,20,30,Stockout
2026-05-01,STR0015,SKU0000148,365,36,84,20,5,Overstock
2026-05-01,STR0015,SKU0000471,372,21,88,10,5,healthy 
2026-05-01,STR0015,SKU0000196,177,16,81,50,30,Low
2026-05-01,STR0015,SKU0000183,38,34,156,30,5,Low
2026-05-01,STR0015,SKU0000028,226,19,62,75,20,Overstock
2026-05-01,STR0015,SKU0000005,56,45,104,30,10,healthy 
2026-05-01,STR0015,SKU0000198,54,14,152,50,20,Healthy
2026-05-01,STR0015,SKU0000427,357,12,106,75,30,Overstock
2026-05-01,STR0015,SKU0000326,124,20,55,50,5,Stockout
2026-05-01,STR0015,SKU0000324,251,41,115,30,30,healthy 
2026-05-01,STR0015,SKU0000029,422,26,111,50,30,healthy 
2026-05-01,STR0015,SKU0000388,409,55,70,10,10,Stockout
2026-05-01,STR0015,SKU0000007,467,53,59,30,10,Low
2026-05-01,STR0015,SKU0000206,390,34,180,10,20,Healthy
2026-05-01,STR0015,SKU0000567,217,50,31,10,10,healthy 
2026-05-01,STR0015,SKU0000438,369,7,66,75,20,Healthy
2026-05-01,STR0015,SKU0000494,424,40,182,20,30,Stockout
2026-05-01,STR0015,SKU0000352,411,17,58,50,30,healthy 
2026-05-01,STR0015,SKU0000212,422,57,181,30,10,Overstock
2026-05-01,STR0015,SKU0000539,469,27,119,10,20,Overstock
2026-05-01,STR0015,SKU0000125,34,24,177,30,5,Overstock
2026-05-01,STR0015,SKU0000357,242,18,35,50,30,healthy 
2026-05-01,STR0015,SKU0000476,210,53,13,30,30,Healthy
2026-05-01,STR0015,SKU0000461,284,55,126,30,20,healthy 
2026-05-01,STR0015,SKU0000354,bad,1,190,20,5,Healthy
2026-05-01,STR0015,SKU0000329,322,4,32,20,10,Overstock
2026-05-01,STR0015,SKU0000350,162,19,68,30,30,healthy 
2026-05-01,STR0015,SKU0000410,417,2,25,30,5,Healthy
2026-05-01,STR0015,SKU0000555,70,57,180,20,20,Overstock
2026-05-01,STR0015,SKU0000252,408,42,175,20,30,Overstock
2026-05-01,STR0015,SKU0000564,19,11,75,75,5,Overstock
2026-05-01,STR0015,SKU0000181,482,25,97,10,30,healthy 
2026-05-01,STR0015,SKU0000037,177,7,45,75,10,Low
2026-05-01,STR0015,SKU0000389,11,9,64,75,30,Overstock
2026-05-01,STR0015,SKU0000167,318,25,150,75,5,Low
2026-05-01,STR0015,SKU0000386,378,47,143,10,20,Healthy
2026-05-01,STR0015,SKU0000481,101,21,85,50,10,Overstock
2026-05-01,STR0015,SKU0000190,248,19,108,10,5,Healthy
2026-05-01,STR0015,SKU0000340,334,0,11,20,10,healthy 
2026-05-01,STR0015,SKU0000241,440,7,183,10,30,Stockout
2026-05-01,STR0015,SKU0000490,347,8,109,10,30,Overstock
2026-05-01,STR0015,SKU0000497,239,15,31,75,10,Healthy
2026-05-01,STR0015,SKU0000423,0,0,38,10,30,healthy 
2026-05-01,STR0015,SKU0000347,217,26,180,75,5,healthy 
2026-05-01,STR0015,SKU0000382,37,2,19,75,5,Low
2026-05-01,STR0015,SKU0000027,288,15,37,30,30,Healthy
2026-05-01,STR0015,SKU0000086,173,22,63,10,20,healthy 
2026-05-01,STR0015,SKU0000402,104,54,23,20,5,Overstock
2026-05-01,STR0015,SKU0000486,424,14,165,20,5,Stockout
2026-05-01,STR0015,SKU0000215,319,25,136,50,5,Low
2026-05-01,STR0015,SKU0000163,359,44,49,30,20,healthy 
2026-05-01,STR0015,SKU0000156,68,42,147,75,30,Overstock
2026-05-01,STR0015,SKU0000234,73,13,113,10,20,Low
2026-05-01,STR0015,SKU0000492,487,21,76,30,10,healthy 
2026-05-01,STR0015,SKU0000107,287,3,59,50,5,Overstock
2026-05-01,STR0015,SKU0000556,347,8,78,30,30,healthy 
2026-05-01,STR0015,SKU0000473,248,31,96,50,10,Low
2026-05-01,STR0015,SKU0000048,7,2,63,30,20,Overstock
2026-05-01,STR0015,SKU0000306,284,32,66,50,30,Healthy
2026-05-01,STR0015,SKU0000316,31,31,108,30,30,Overstock
2026-05-01,STR0015,SKU0000477,384,50,100,50,5,Overstock
2026-05-01,STR0015,SKU0000499,315,35,102,50,20,Low
2026-05-01,STR0015,SKU0000202,90,10,0,50,5,healthy 
2026-05-01,STR0015,SKU0000407,411,55,56,50,20,healthy 
2026-05-01,STR0015,SKU0000485,208,21,45,50,30,Healthy
2026-05-01,STR0015,SKU0000580,408,5,178,50,5,Stockout
2026-05-01,STR0015,SKU0000249,225,22,41,50,10,Stockout
2026-05-01,STR0015,SKU0000227,219,50,144,50,30,healthy 
2026-05-01,STR0015,SKU0000213,269,27,131,75,10,Low
2026-05-01,STR0015,SKU0000337,271,24,1,50,20,Overstock
2026-05-01,STR0015,SKU0000336,122,49,162,75,20,Overstock
2026-05-01,STR0015,SKU0000533,208,30,184,20,20,Overstock
2026-05-01,STR0015,SKU0000094,34,15,1,75,10,Stockout
2026-05-01,STR0015,SKU0000343,279,18,67,20,30,Low
2026-05-01,STR0015,SKU0000242,79,28,34,10,5,Low
2026-05-01,STR0015,SKU0000561,21,0,182,30,10,healthy 
2026-05-01,STR0015,SKU0000171,89,59,44,75,10,Healthy
2026-05-01,STR0015,SKU0000224,341,49,116,10,20,healthy 
2026-05-01,STR0015,SKU0000134,45,19,159,50,20,Healthy
2026-05-01,STR0015,SKU0000365,190,57,136,30,5,Healthy
2026-05-01,STR0015,SKU0000537,67,38,54,20,20,Healthy
2026-05-01,STR0015,SKU0000230,390,2,195,50,30,healthy 
2026-05-01,STR0015,SKU0000377,340,35,34,10,20,Low
2026-05-01,STR0015,SKU0000348,211,7,13,75,5,Overstock
2026-05-01,STR0015,SKU0000225,365,56,183,30,5,Low
2026-05-01,STR0015,SKU0000062,315,18,104,75,10,Low
2026-05-01,STR0015,SKU0000426,169,16,125,10,30,Stockout
2026-05-01,STR0015,SKU0000034,105,45,35,10,20,Stockout
2026-05-01,STR0015,SKU0000079,76,0,17,75,20,Stockout
2026-05-01,STR0015,SKU0000421,164,12,141,20,10,Healthy
2026-05-01,STR0015,SKU0000297,487,23,84,75,5,Stockout
2026-05-01,STR0015,SKU0000375,284,26,183,50,20,Stockout
2026-05-01,STR0015,SKU0000046,249,14,52,50,5,Stockout
2026-05-01,STR0015,SKU0000578,197,30,45,30,5,healthy 
2026-05-01,STR0015,SKU0000173,316,55,98,30,20,Low
2026-05-01,STR0015,SKU0000285,285,6,96,50,10,Healthy
2026-05-01,STR0015,SKU0000307,488,46,180,20,20,healthy 
2026-05-01,STR0015,SKU0000433,118,14,143,75,30,Low
2026-05-01,STR0015,SKU0000118,243,57,96,10,20,Overstock
2026-05-01,STR0015,SKU0000017,93,46,18,30,30,Overstock
2026-05-01,STR0015,SKU0000509,327,59,21,50,5,Healthy
2026-05-01,STR0015,SKU0000083,57,17,135,10,30,Healthy
2026-05-01,STR0015,SKU0000558,385,19,3,75,20,Low
2026-05-01,STR0015,SKU0000097,120,7,12,20,30,healthy 
2026-05-01,STR0015,SKU0000368,455,47,140,50,30,Healthy
2026-05-01,STR0015,SKU0000009,119,43,0,10,10,healthy 
2026-05-01,STR0015,SKU0000310,241,59,198,75,30,healthy 
2026-05-01,STR0015,SKU0000420,441,46,183,75,10,Stockout
2026-05-01,STR0015,SKU0000138,457,26,90,30,30,healthy 
2026-05-01,STR0015,SKU0000284,235,57,78,75,5,Overstock
2026-05-01,STR0015,SKU0000431,242,16,200,30,10,Overstock
2026-05-01,STR0015,SKU0000487,195,30,171,50,20,Stockout
2026-05-01,STR0015,SKU0000401,98,40,120,75,30,Low
2026-05-01,STR0015,SKU0000353,480,8,21,20,30,Healthy
2026-05-01,STR0015,SKU0000071,381,45,26,30,20,Stockout
2026-05-01,STR0015,SKU0000380,420,32,90,50,30,healthy 
2026-05-01,STR0015,SKU0000013,310,9,40,20,10,Low
2026-05-01,STR0015,SKU0000534,340,32,79,75,10,Low
2026-05-01,STR0015,SKU0000514,327,35,78,10,20,Low
2026-05-01,STR0015,SKU0000103,338,32,44,20,10,Overstock
2026-05-01,STR0015,SKU0000320,436,11,56,10,10,Low
2026-05-01,STR0015,SKU0000055,197,7,79,75,5,Stockout
2026-05-01,STR0015,SKU0000500,187,43,142,75,20,healthy 
2026-05-01,STR0015,SKU0000548,327,25,129,30,10,Stockout
2026-05-01,STR0015,SKU0000208,26,18,103,10,5,Overstock
2026-05-01,STR0015,SKU0000442,164,1,170,75,20,Overstock
2026-05-01,STR0015,SKU0000095,342,51,134,50,30,Healthy
2026-05-01,STR0015,SKU0000075,146,36,68,30,10,healthy 
2026-05-01,STR0015,SKU0000303,270,28,6,20,5,Low
2026-05-01,STR0015,SKU0000570,295,3,186,30,5,Overstock
2026-05-01,STR0015,SKU0000495,285,39,71,20,10,healthy 
2026-05-01,STR0015,SKU0000573,187,41,51,75,20,Healthy
2026-05-01,STR0015,SKU0000417,236,59,37,30,5,healthy 
2026-05-01,STR0015,SKU0000197,376,4,1,20,10,Stockout
2026-05-01,STR0015,SKU0000237,429,39,151,20,10,Healthy
2026-05-01,STR0015,SKU0000137,491,39,20,30,20,Healthy
2026-05-01,STR0015,SKU0000077,309,25,165,50,30,Low
2026-05-01,STR0015,SKU0000076,498,57,179,30,30,Stockout
2026-05-01,STR0015,SKU0000266,242,29,174,10,20,Healthy
2026-05-01,STR0015,SKU0000311,104,11,80,50,30,Low
2026-05-01,STR0015,SKU0000207,0,0,153,10,5,healthy 
2026-05-01,STR0016,SKU0000039,290,44,162,10,10,Low
2026-05-01,STR0016,SKU0000054,201,24,17,20,5,Overstock
2026-05-01,STR0016,SKU0000539,418,54,165,10,10,Overstock
2026-05-01,STR0016,SKU0000365,329,38,39,30,30,Low
2026-05-01,STR0016,SKU0000073,310,55,19,50,5,Overstock
2026-05-01,STR0016,SKU0000469,400,10,167,20,5,healthy 
2026-05-01,STR0016,SKU0000532,186,37,79,30,10,Low
2026-05-01,STR0016,SKU0000171,9,9,65,10,30,Low
2026-05-01,STR0016,SKU0000511,35,2,88,20,30,Overstock
2026-05-01,STR0016,SKU0000353,55,21,62,75,5,Healthy
2026-05-01,STR0016,SKU0000428,132,45,20,50,30,Healthy
2026-05-01,STR0016,SKU0000406,294,20,126,75,30,Stockout
2026-05-01,STR0016,SKU0000117,196,3,13,50,30,Overstock
2026-05-01,STR0016,SKU0000338,372,13,159,20,5,Overstock
2026-05-01,STR0016,SKU0000280,235,30,31,75,20,Healthy
2026-05-01,STR0016,SKU0000333,432,8,116,75,30,Low
2026-05-01,STR0016,SKU0000042,393,54,147,20,20,Low
2026-05-01,STR0016,SKU0000573,286,17,2,10,10,Low
2026-05-01,STR0016,SKU0000095,331,33,169,30,20,Stockout
2026-05-01,STR0016,SKU0000034,476,10,120,20,20,Overstock
2026-05-01,STR0016,SKU0000285,82,6,13,10,20,Overstock
2026-05-01,STR0016,SKU0000525,413,53,18,30,5,Healthy
2026-05-01,STR0016,SKU0000309,106,55,74,10,20,Low
2026-05-01,STR0016,SKU0000416,494,10,133,50,30,Overstock
2026-05-01,STR0016,SKU0000238,330,18,119,75,30,Stockout
2026-05-01,STR0016,SKU0000474,367,58,56,30,20,Low
2026-05-01,STR0016,SKU0000293,428,42,13,50,20,healthy 
2026-05-01,STR0016,SKU0000088,84,27,123,30,20,Low
2026-05-01,STR0016,SKU0000489,422,23,26,75,30,healthy 
2026-05-01,STR0016,SKU0000456,272,43,62,30,5,Healthy
2026-05-01,STR0016,SKU0000233,432,33,80,75,10,healthy 
2026-05-01,STR0016,SKU0000139,441,19,4,10,20,Healthy
2026-05-01,STR0016,SKU0000102,72,22,8,10,5,Low
2026-05-01,STR0016,SKU0000118,232,48,170,20,10,Healthy
2026-05-01,STR0016,SKU0000097,335,43,169,10,20,healthy 
2026-05-01,STR0016,SKU0000243,37,29,189,20,20,Healthy
2026-05-01,STR0016,SKU0000256,488,50,123,20,20,Healthy
2026-05-01,STR0016,SKU0000104,270,17,52,10,30,Low
2026-05-01,STR0016,SKU0000519,414,6,101,75,30,Overstock
2026-05-01,STR0016,SKU0000130,173,57,31,75,10,healthy 
2026-05-01,STR0016,SKU0000030,166,47,75,10,30,healthy 
2026-05-01,STR0016,SKU0000241,35,27,158,10,10,Stockout
2026-05-01,STR0016,SKU0000111,41,27,141,20,30,Overstock
2026-05-01,STR0016,SKU0000391,71,51,95,30,20,Healthy
2026-05-01,STR0016,SKU0000432,394,8,122,20,10,Overstock
2026-05-01,STR0016,SKU0000508,197,30,69,30,30,Low
2026-05-01,STR0016,SKU0000271,240,23,60,20,20,Low
2026-05-01,STR0016,SKU0000506,145,39,158,10,20,Overstock
2026-05-01,STR0016,SKU0000096,293,24,16,10,20,Healthy
2026-05-01,STR0016,SKU0000196,494,24,189,75,10,Stockout
2026-05-01,STR0016,SKU0000014,41,38,140,50,30,healthy 
