adjustment_id,store_id,product_id,adjustment_ts,adjustment_qty,adjustment_reason,approved_by
ADJ00000609,STR0014,SKU0000216,2026-04-19 02:15:38,-10,Damage,controller
ADJ00000610,STR0003,SKU0000224,2026-04-24 21:14:08,-20,Shrink,controller
ADJ00000611,STR0004,SKU0000494,2026-05-02 08:33:50,-2,Cycle Count,
ADJ00000612,STR0008,SKU0000044,2026-04-20 09:35:45,10,Cycle Count,mgr_2
ADJ00000613,STR0017,SKU0000069,2026-05-12 21:10:05,-5,Damage,mgr_2
ADJ00000614,STR0014,SKU0000106,2026-05-30 17:05:33,5,Found Inventory,mgr_2
ADJ00000615,STR0018,SKU0000335,2026-05-01 20:27:32,2,Cycle Count,mgr_1
ADJ00000616,STR0002,SKU0000511,2026-04-08 05:59:08,-20,Shrink,inventory_lead
ADJ00000617,STR0008,SKU0000166,2026-05-19 21:15:53,-5,Found Inventory,
ADJ00000618,STR0021,SKU0000362,2026-04-12 09:55:56,-2,Shrink,mgr_1
ADJ00000619,STR0006,SKU0000042,2026-05-20 20:51:56,-10,System Correction,controller
ADJ00000620,STR0013,SKU0000040,2026-05-01 09:22:08,-5,Shrink,controller
ADJ00000621,STR0004,SKU0000563,2026-05-21 12:06:16,-2,Shrink,controller
ADJ00000622,STR0006,SKU0000078,2026-04-16 14:48:54,2,Shrink,controller
ADJ00000623,STR0018,SKU0000378,2026-04-23 06:35:28,10,Shrink,mgr_2
ADJ00000624,STR0021,SKU0000467,2026-04-01 15:46:27,bad,Cycle Count,controller
ADJ00000625,STR0020,SKU0000549,2026-05-30 12:56:10,1,Shrink,mgr_1
ADJ00000626,STR0005,SKU0000089,2026-04-22 01:09:09,5,Cycle Count,
ADJ00000627,STR0011,SKU0000293,2026-05-22 18:00:18,20,Shrink,mgr_1
ADJ00000628,STR0005,SKU0000185,2026-05-17 21:24:56,bad,Cycle Count,mgr_1
ADJ00000629,STR0007,SKU0000421,2026-04-05 08:24:51,-20,System Correction,mgr_2
ADJ00000630,STR0011,SKU0000042,2026-04-24 19:29:02,-20,System Correction,controller
ADJ00000631,STR0009,SKU0000439,2026-05-15 18:27:31,-5,System Correction,inventory_lead
ADJ00000632,STR0024,SKU0000210,2026-04-24 17:22:03,20,Shrink,controller
ADJ00000633,STR0011,SKU0000554,2026-04-04 05:05:57,-2,System Correction,mgr_2
ADJ00000634,STR0019,SKU0000569,2026-04-17 11:28:16,20,Found Inventory,inventory_lead
ADJ00000635,STR0003,SKU0000014,2026-04-16 14:13:21,-10,System Correction,controller
ADJ00000636,STR0012,SKU0000150,2026-05-25 08:35:56,bad,Cycle Count,controller
ADJ00000637,STR0024,SKU0000088,2026-05-06 03:54:25,-20,Cycle Count,inventory_lead
ADJ00000638,STR0012,SKU0000376,2026-04-27 18:09:40,10,System Correction,mgr_2
ADJ00000639,STR0023,SKU0000191,2026-05-09 02:15:40,20,Cycle Count,inventory_lead
ADJ00000640,STR0011,SKU0000328,2026-05-17 07:11:54,10,Shrink,mgr_2
ADJ00000641,STR0014,SKU0000302,2026-04-29 12:58:13,10,Shrink,inventory_lead
ADJ00000642,STR0004,SKU0000184,2026-05-29 18:20:17,2,Damage,inventory_lead
ADJ00000643,STR0021,SKU0000263,2026-04-04 03:54:38,-2,System Correction,
ADJ00000644,STR0025,SKU0000404,2026-05-12 01:17:35,2,System Correction,mgr_2
ADJ00000645,STR0016,SKU0000003,2026-05-21 04:28:20,2,Cycle Count,controller
ADJ00000646,STR0008,SKU0000094,2026-04-22 04:13:37,10,Cycle Count,
ADJ00000647,STR0007,SKU0000194,2026-04-17 00:47:02,10,Cycle Count,inventory_lead
ADJ00000648,STR0010,SKU0000115,2026-05-21 08:24:39,-10,Found Inventory,
ADJ00000649,STR0004,SKU0000235,2026-05-29 04:13:04,-2,Shrink,mgr_1
ADJ00000650,STR0023,SKU0000182,2026-05-15 05:56:30,20,Damage,mgr_2
ADJ00000651,STR0023,SKU0000013,2026-04-25 06:32:53,-20,Cycle Count,inventory_lead
ADJ00000652,STR0018,SKU0000561,2026-04-05 15:37:34,20,System Correction,mgr_2
ADJ00000653,STR0018,SKU0000341,2026-05-25 19:21:48,-2,System Correction,mgr_2
ADJ00000654,STR0008,SKU0000084,2026-05-09 20:33:37,-5,Damage,controller
ADJ00000655,STR0002,SKU0000120,2026-05-26 07:49:43,10,Damage,mgr_2
ADJ00000656,STR0015,SKU0000196,2026-04-15 21:02:14,bad,Damage,mgr_2
ADJ00000657,STR0009,SKU_BAD,2026-04-03 19:34:58,-10,System Correction,controller
ADJ00000658,STR0015,SKU0000062,2026-04-10 18:00:01,1,Damage,controller
ADJ00000659,STR0019,SKU0000170,2026-05-07 17:06:45,20,Damage,controller
ADJ00000660,STR0024,SKU0000046,2026-04-14 02:08:46,-5,Shrink,mgr_2
ADJ00000661,STR0003,SKU0000304,2026-05-25 11:37:34,-2,System Correction,mgr_2
ADJ00000662,STR0023,SKU0000359,2026-05-23 07:52:18,-10,System Correction,
ADJ00000663,STR0008,SKU0000117,2026-04-23 21:25:53,-2,Found Inventory,inventory_lead
ADJ00000664,STR0013,SKU0000560,2026-04-16 01:59:07,2,Damage,
ADJ00000665,STR0002,SKU0000194,2026-05-19 12:51:44,2,Shrink,mgr_2
ADJ00000666,STR0008,SKU0000013,2026-04-14 11:28:24,-5,System Correction,mgr_2
ADJ00000667,STR0012,SKU0000453,2026-05-18 09:54:51,-2,Found Inventory,mgr_2
ADJ00000668,STR0005,SKU0000021,2026-04-26 11:22:44,-5,Damage,inventory_lead
ADJ00000669,STR0019,SKU0000447,2026-04-02 14:58:33,-5,Shrink,mgr_2
ADJ00000670,STR0021,SKU0000336,2026-04-13 20:30:26,5,Damage,mgr_2
ADJ00000671,STR0021,SKU0000433,2026-04-29 09:25:59,10,Cycle Count,mgr_2
ADJ00000672,STR0006,SKU0000240,2026-05-26 05:41:36,bad,Shrink,controller
ADJ00000673,STR0017,SKU0000405,2026-05-17 18:53:57,1,Found Inventory,mgr_1
ADJ00000674,STR0019,SKU0000169,2026-04-30 17:53:36,5,Damage,inventory_lead
ADJ00000675,STR0019,SKU0000521,2026-05-04 05:40:24,-10,Shrink,mgr_1
ADJ00000676,STR0005,SKU0000169,2026-05-10 01:20:44,-2,Found Inventory,mgr_1
ADJ00000677,STR0023,SKU0000567,2026-05-23 18:56:48,-5,Shrink,
ADJ00000678,STR0023,SKU0000016,2026-05-13 02:11:10,10,Cycle Count,controller
ADJ00000679,STR0017,SKU0000349,2026-05-17 19:17:21,-20,Damage,
ADJ00000680,STR0017,SKU0000301,2026-05-24 07:54:07,-5,Damage,mgr_1
ADJ00000681,STR0021,SKU0000361,2026-04-27 02:38:08,5,Damage,
ADJ00000682,STR0024,SKU0000299,2026-05-24 20:06:43,5,Shrink,inventory_lead
ADJ00000683,STR0017,SKU0000225,2026-04-22 08:45:52,10,Damage,mgr_2
ADJ00000684,STR0005,SKU0000522,2026-04-26 10:29:17,-20,Damage,
ADJ00000685,STR0006,SKU0000036,2026-05-04 00:10:05,-2,Cycle Count,mgr_1
ADJ00000686,STR0008,SKU0000483,2026-04-06 07:35:26,10,Shrink,
ADJ00000687,STR0018,SKU0000166,2026-04-22 22:29:23,-2,Found Inventory,mgr_2
ADJ00000688,STR0019,SKU0000119,2026-05-07 14:44:47,20,Found Inventory,
ADJ00000689,STR0009,SKU0000039,2026-05-17 08:26:39,bad,Damage,
ADJ00000690,STR0005,SKU0000004,2026-05-24 16:18:22,10,Shrink,mgr_2
ADJ00000691,STR0017,SKU0000532,2026-04-15 06:54:08,-2,Cycle Count,mgr_2
ADJ00000692,STR0015,SKU0000028,2026-04-11 07:35:31,-2,Cycle Count,mgr_2
ADJ00000693,STR0015,SKU0000451,2026-04-02 05:20:38,5,System Correction,mgr_2
ADJ00000694,STR0015,SKU0000416,2026-05-24 06:08:15,1,Shrink,
ADJ00000695,STR0010,SKU0000492,2026-04-21 23:47:25,bad,Cycle Count,mgr_1
ADJ00000696,STR0012,SKU0000077,2026-05-10 23:39:55,1,Shrink,inventory_lead
ADJ00000697,STR0010,SKU0000110,2026-04-08 14:04:53,1,Shrink,mgr_1
ADJ00000698,STR0021,SKU0000209,2026-05-04 20:02:17,1,System Correction,mgr_1
ADJ00000699,STR0015,SKU0000249,2026-04-07 16:34:20,-2,Found Inventory,
ADJ00000700,STR0005,SKU0000213,2026-05-03 18:43:47,20,Cycle Count,mgr_1
ADJ00000701,STR0017,SKU0000152,2026-05-04 16:54:30,bad,Shrink,mgr_2
ADJ00000702,STR0014,SKU0000178,2026-04-17 11:41:29,2,Found Inventory,mgr_2
ADJ00000703,STR0002,SKU0000371,2026-05-17 09:50:44,5,Found Inventory,
ADJ00000704,STR0025,SKU0000208,2026-05-18 20:51:00,2,Cycle Count,inventory_lead
ADJ00000705,STR0010,SKU0000450,2026-04-02 14:39:26,10,Damage,mgr_2
ADJ00000706,STR0021,SKU0000404,2026-05-23 04:24:52,20,Damage,mgr_2
ADJ00000707,STR0001,SKU0000134,2026-05-24 17:58:20,2,Found Inventory,mgr_1
ADJ00000708,STR0014,SKU0000359,2026-04-29 11:51:36,2,System Correction,inventory_lead
ADJ00000709,STR0007,SKU0000144,2026-04-21 11:43:58,-2,Shrink,controller
ADJ00000710,STR0018,SKU0000126,2026-04-02 00:43:09,2,Cycle Count,
ADJ00000711,STR0019,SKU0000161,2026-05-31 03:40:20,-10,Shrink,controller
ADJ00000712,STR0025,SKU0000472,2026-05-01 17:56:59,-5,Found Inventory,controller
ADJ00000713,STR0019,SKU0000332,2026-05-22 11:21:25,-5,System Correction,controller
ADJ00000714,STR0008,SKU0000356,2026-05-02 03:49:07,2,Cycle Count,controller
ADJ00000715,STR0012,SKU0000215,2026-05-17 08:19:46,-5,Damage,controller
ADJ00000716,STR0001,SKU0000177,2026-05-16 07:18:31,-2,System Correction,inventory_lead
ADJ00000717,STR0005,SKU0000258,2026-04-19 21:03:12,-20,System Correction,
ADJ00000718,STR0020,SKU0000414,2026-05-26 04:36:01,20,System Correction,inventory_lead
ADJ00000719,STR0006,SKU0000279,2026-04-16 22:03:33,10,Found Inventory,
ADJ00000720,STR0010,SKU0000314,2026-05-24 02:39:14,20,Damage,
ADJ00000721,STR0025,SKU0000309,2026-04-20 03:45:48,1,Cycle Count,
ADJ00000722,STR0021,SKU0000370,2026-05-03 10:50:57,-2,Found Inventory,inventory_lead
ADJ00000723,STR0011,SKU0000310,2026-04-03 04:33:34,2,Damage,mgr_1
ADJ00000724,STR0012,SKU0000570,2026-05-02 03:07:41,20,Found Inventory,inventory_lead
ADJ00000725,STR0022,SKU0000134,2026-05-31 19:47:13,bad,Cycle Count,
ADJ00000726,STR0022,SKU0000318,2026-04-14 04:55:27,-2,Cycle Count,mgr_2
ADJ00000727,STR0001,SKU0000330,2026-05-28 21:46:54,5,Found Inventory,
ADJ00000728,STR0022,SKU0000042,2026-05-02 01:53:16,1,Shrink,mgr_1
ADJ00000729,STR0009,SKU0000297,2026-04-13 14:06:50,-10,Found Inventory,
ADJ00000730,STR0007,SKU0000251,2026-04-06 20:24:53,20,Cycle Count,mgr_2
ADJ00000731,STR0025,SKU0000519,2026-05-17 14:33:10,-20,Found Inventory,inventory_lead
ADJ00000732,STR0011,SKU0000145,2026-05-28 20:27:59,20,System Correction,controller
ADJ00000733,STR0022,SKU0000374,2026-05-11 20:20:14,1,Cycle Count,
ADJ00000734,STR0024,SKU0000186,2026-05-24 22:53:17,10,Damage,
ADJ00000735,STR0002,SKU0000236,2026-05-11 16:57:59,bad,Cycle Count,
ADJ00000736,STR0002,SKU0000383,2026-04-10 23:17:26,-20,Shrink,inventory_lead
ADJ00000737,STR0009,SKU0000367,2026-04-07 11:10:25,20,Shrink,mgr_1
ADJ00000738,STR0020,SKU0000176,2026-04-30 22:29:24,bad,Shrink,controller
ADJ00000739,STR0016,SKU0000232,2026-04-12 13:58:32,-2,Found Inventory,mgr_2
ADJ00000740,STR0019,SKU0000377,2026-05-14 04:22:56,5,Cycle Count,mgr_2
ADJ00000741,STR0021,SKU0000390,2026-05-13 08:48:48,-2,System Correction,mgr_1
ADJ00000742,STR0011,SKU0000081,2026-04-17 11:32:09,1,Found Inventory,
ADJ00000743,STR0016,SKU0000507,2026-04-21 01:58:45,10,Found Inventory,
ADJ00000744,STR0005,SKU0000269,2026-04-26 11:45:25,1,Found Inventory,mgr_1
ADJ00000745,STR0023,SKU0000131,2026-05-07 22:25:25,-2,Cycle Count,mgr_1
ADJ00000746,STR0021,SKU0000164,2026-04-24 05:05:08,bad,System Correction,inventory_lead
ADJ00000747,STR0004,SKU0000011,2026-05-24 16:10:52,5,Found Inventory,controller
ADJ00000748,STR0018,SKU0000080,2026-04-14 17:29:05,20,Damage,
ADJ00000749,STR0011,SKU0000439,2026-05-11 03:52:19,1,Shrink,mgr_1
ADJ00000750,STR0021,SKU0000004,2026-04-07 18:02:08,-2,Damage,
ADJ00000751,STR0024,SKU0000193,2026-04-18 02:02:04,bad,Found Inventory,mgr_1
ADJ00000752,STR0011,SKU0000340,2026-04-09 10:44:39,-20,System Correction,
ADJ00000753,STR0018,SKU0000246,2026-04-29 13:22:23,-10,Shrink,mgr_1
ADJ00000754,STR0022,SKU0000222,2026-05-09 18:28:49,1,Damage,controller
ADJ00000755,STR0003,SKU0000188,2026-05-17 07:33:41,-20,Cycle Count,inventory_lead
ADJ00000756,STR0007,SKU0000092,2026-05-18 19:49:17,-20,Cycle Count,mgr_2
ADJ00000757,STR0023,SKU0000194,2026-05-14 16:15:51,-10,Found Inventory,
ADJ00000758,STR0020,SKU0000495,2026-04-13 18:40:02,20,Damage,inventory_lead
ADJ00000759,STR0014,SKU0000525,2026-04-21 03:36:35,10,Damage,mgr_1
ADJ00000760,STR0022,SKU0000086,2026-04-27 18:24:48,2,Damage,controller
ADJ00000761,STR0013,SKU0000306,2026-05-27 00:08:19,-5,Found Inventory,
ADJ00000762,STR0022,SKU0000118,2026-04-28 08:54:55,bad,System Correction,mgr_2
ADJ00000763,STR0003,SKU0000108,2026-05-13 09:10:13,10,Shrink,inventory_lead
ADJ00000764,STR0002,SKU0000038,2026-05-19 21:15:19,20,Cycle Count,controller
ADJ00000765,STR0005,SKU0000318,2026-04-16 17:16:49,bad,Shrink,mgr_1
ADJ00000766,STR0014,SKU0000067,2026-04-01 05:08:26,10,Found Inventory,controller
ADJ00000767,STR0019,SKU0000016,2026-05-14 20:40:25,-5,Damage,inventory_lead
ADJ00000768,STR0010,SKU0000455,2026-05-19 02:06:41,bad,Damage,controller
ADJ00000769,STR0014,SKU0000350,2026-05-14 14:04:54,1,Cycle Count,inventory_lead
ADJ00000770,STR0017,SKU0000054,2026-04-23 10:08:21,1,Found Inventory,
ADJ00000771,STR0003,SKU0000267,2026-05-25 22:16:56,-10,Damage,mgr_2
ADJ00000772,STR0005,SKU0000228,2026-04-27 10:17:41,bad,Damage,
ADJ00000773,STR0021,SKU0000251,2026-04-24 06:13:23,1,System Correction,mgr_1
ADJ00000774,STR0013,SKU0000521,2026-05-23 20:27:45,-2,Found Inventory,
ADJ00000775,STR0018,SKU0000567,2026-05-10 21:21:41,-20,Found Inventory,mgr_1
ADJ00000776,STR0024,SKU0000223,2026-05-10 10:41:22,-5,Shrink,mgr_2
ADJ00000777,STR0013,SKU0000152,2026-05-24 23:43:03,-10,Damage,controller
ADJ00000778,STR0010,SKU0000079,2026-05-22 07:44:40,5,System Correction,controller
ADJ00000779,STR0011,SKU0000357,2026-05-31 13:32:50,-2,Cycle Count,controller
ADJ00000780,STR0024,SKU0000210,2026-04-15 23:53:39,-20,Shrink,mgr_1
ADJ00000781,STR0011,SKU0000297,2026-04-21 09:55:25,2,System Correction,inventory_lead
ADJ00000782,STR0006,SKU0000339,2026-04-21 06:57:29,-10,Shrink,mgr_1
ADJ00000783,STR0009,SKU0000281,2026-05-24 04:14:31,bad,Found Inventory,mgr_2
ADJ00000784,STR0014,SKU0000360,2026-05-26 15:23:17,-20,Cycle Count,
ADJ00000785,STR0011,SKU0000515,2026-04-04 18:44:29,2,Damage,controller
ADJ00000786,STR0020,SKU0000090,2026-05-21 14:06:37,-10,Damage,mgr_2
ADJ00000787,STR0018,SKU0000056,2026-04-23 05:07:43,-5,Damage,
ADJ00000788,STR0011,SKU0000018,2026-05-04 07:35:41,bad,Cycle Count,mgr_2
ADJ00000789,STR0010,SKU0000232,2026-05-19 17:38:39,5,Found Inventory,inventory_lead
ADJ00000790,STR0005,SKU0000536,2026-04-06 01:42:26,2,Shrink,controller
ADJ00000791,STR0014,SKU0000555,2026-05-24 20:12:23,bad,Found Inventory,
ADJ00000792,STR0002,SKU0000475,2026-05-09 13:50:42,-20,Found Inventory,mgr_2
ADJ00000793,STR0015,SKU0000515,2026-04-19 06:22:54,-20,Shrink,controller
ADJ00000794,STR0022,SKU0000345,2026-05-22 13:38:21,10,Cycle Count,mgr_1
ADJ00000795,STR0015,SKU0000192,2026-05-11 12:10:00,10,Damage,mgr_1
ADJ00000796,STR0020,SKU0000474,2026-04-17 17:39:51,-2,Shrink,inventory_lead
ADJ00000797,STR0014,SKU0000521,2026-05-24 07:24:17,bad,Damage,controller
ADJ00000798,STR0015,SKU0000026,2026-04-09 07:26:56,1,System Correction,inventory_lead
ADJ00000799,STR0002,SKU0000486,2026-04-29 16:02:57,5,Damage,controller
ADJ00000800,STR0014,SKU0000093,2026-05-28 05:27:23,bad,System Correction,inventory_lead
