work_order_id,asset_id,site_id,created_date,scheduled_date,completed_date,maintenance_type,priority,status,labor_hours,parts_cost,_bronze_loaded_at_utc,_source_file
WO00000293,AST000113,SITE0014,2026-03-06,2026-03-06,2026-03-11,Corrective,High,Completed,27.19,43057.72,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000294,AST000136,SITE0016,2026-02-05,2026-02-15,2026-03-17,Inspection,High,Open,73.66,36158.34,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000295,AST000103,SITE0013,2026-01-16,2026-01-22,2026-01-26,Inspection,medium ,Cancelled,3.12,8642.69,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000296,AST000205,SITE0024,2026-02-26,2026-03-07,2026-02-28,Inspection,Low,Cancelled,9.29,23015.75,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000297,AST000185,SITE0022,2026-04-22,2026-04-25,2026-04-23,Inspection,Low,Cancelled,49.26,44014.93,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000298,AST000236,SITE0028,2026-05-26,2026-05-30,2026-06-05,Corrective,Medium,open ,78.81,35668.21,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000299,AST000117,SITE0014,2026-02-07,2026-02-14,2026-02-27,Inspection,Medium,In Progress,79.31,33686.17,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000300,AST000020,SITE0003,2026-04-16,2026-04-24,2026-05-26,Corrective,medium ,Cancelled,38.11,30667.88,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000301,AST000116,SITE0014,2026-01-28,2026-01-30,,Corrective,Critical,Open,37.58,36335.30,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000302,AST000124,SITE0015,2026-02-17,2026-02-27,2026-02-22,Preventive,High,Completed,77.43,8724.10,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000303,AST000169,SITE0020,2026-02-03,2026-02-03,2026-02-05,Preventive,Critical,Cancelled,38.47,34518.12,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000304,AST000090,SITE0011,2026-03-02,2026-03-05,2026-03-03,Preventive,medium ,Completed,73.40,28687.55,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000305,AST000165,SITE0020,2026-05-29,2026-06-01,2026-05-30,Preventive,Critical,open ,33.54,13138.13,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000306,AST000084,SITE0010,2026-01-09,2026-01-10,2026-01-29,preventive ,High,Open,14.27,1248.95,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000307,AST000141,SITE0017,2026-03-20,2026-03-29,2026-03-30,Corrective,High,In Progress,9.30,39709.08,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000308,AST000147,SITE0018,2026-01-30,2026-01-31,2026-02-19,Corrective,medium ,open ,73.39,5449.85,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000309,AST000248,SITE0029,2026-01-29,2026-02-07,2026-02-08,Preventive,Medium,open ,52.69,9565.36,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000310,AST000020,SITE0003,2026-01-29,2026-02-03,2026-03-10,Preventive,High,Cancelled,17.55,44183.08,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000311,AST000081,SITE0010,2026-01-15,2026-01-21,2026-02-04,Inspection,Critical,Completed,57.30,33962.94,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000312,AST000212,SITE0025,2026-02-25,2026-02-26,2026-03-07,preventive ,Low,open ,51.52,30226.16,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000313,AST000193,SITE0023,2026-02-15,2026-02-16,2026-02-25,Corrective,medium ,Completed,73.17,37089.15,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000314,AST000194,SITE0023,2026-03-09,2026-03-18,2026-03-14,Emergency,Low,Cancelled,40.01,20085.92,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000315,AST000165,SITE0020,2026-04-26,2026-05-05,2026-06-05,Corrective,Low,Completed,3.50,2644.57,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000316,AST000100,SITE0012,2026-04-08,2026-04-11,2026-04-09,Preventive,medium ,Open,28.43,21670.51,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000317,AST000163,SITE0020,2026-04-30,2026-05-08,2026-05-10,Emergency,Medium,In Progress,49.40,26012.27,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000318,AST000216,SITE0026,2026-01-12,2026-01-13,2026-01-14,Corrective,Medium,open ,59.94,35801.34,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000319,AST000072,SITE0009,2026-01-06,2026-01-14,2026-01-08,preventive ,Critical,In Progress,47.59,35363.21,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000320,AST000043,SITE0006,2026-03-13,2026-03-22,2026-03-23,Emergency,medium ,Open,21.99,12952.23,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000321,AST000052,SITE0007,2026-05-04,2026-05-10,2026-05-14,preventive ,Critical,In Progress,78.17,41721.15,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000322,AST000098,SITE0012,2026-01-21,2026-01-29,2026-01-31,Preventive,Critical,Cancelled,3.24,27836.32,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000323,AST000177,SITE0021,2026-04-26,2026-05-01,2026-05-01,preventive ,Low,In Progress,76.89,506.54,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000324,AST000230,SITE0027,2026-05-19,2026-05-22,2026-06-28,Preventive,High,Open,72.20,29962.31,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000325,AST000164,SITE0020,2026-01-10,2026-01-15,2026-01-12,Inspection,Critical,Completed,58.38,28762.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000326,AST000232,SITE0027,2026-02-01,2026-02-06,2026-02-03,Corrective,High,Cancelled,53.99,36257.76,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000327,AST000181,SITE0021,2026-04-19,2026-04-26,2026-04-20,Corrective,Low,Open,14.22,33934.52,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000328,AST000082,SITE0010,2026-02-11,2026-02-21,2026-02-21,preventive ,Medium,open ,52.00,26876.72,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000329,AST000012,SITE0002,2026-02-22,2026-02-23,2026-03-14,Corrective,High,Open,24.46,33755.85,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000330,AST000210,SITE0025,2026-02-03,2026-02-12,2026-02-13,preventive ,medium ,Completed,58.89,1715.90,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000331,AST000046,SITE0006,2026-03-10,2026-03-19,2026-03-15,Emergency,Medium,Completed,63.60,32787.54,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000332,AST000024,SITE0004,2026-03-06,2026-03-16,2026-03-08,Corrective,Critical,Cancelled,61.82,32491.97,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000333,AST000249,SITE0030,2026-05-28,2026-05-31,2026-06-02,Corrective,Medium,open ,32.00,39604.26,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000334,AST000241,SITE0029,2026-04-20,2026-04-24,2026-04-22,Preventive,Critical,Open,12.79,36494.41,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000335,AST000227,SITE0027,2026-01-01,2026-01-10,,preventive ,medium ,Completed,59.53,10236.44,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000336,AST000001,SITE0001,2026-01-07,2026-01-07,2026-01-09,Corrective,High,Cancelled,24.95,19619.23,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000337,AST000245,SITE0029,2026-05-23,2026-05-27,2026-07-02,Corrective,Low,Completed,6.65,41100.74,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000338,AST000086,SITE0011,2026-02-10,2026-02-19,2026-03-02,Inspection,High,Cancelled,33.86,32166.11,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000339,AST000127,SITE0016,2026-05-03,2026-05-05,2026-06-12,Inspection,medium ,Cancelled,51.99,33673.69,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000340,AST000169,SITE0020,2026-01-08,2026-01-14,2026-01-09,Inspection,medium ,In Progress,49.24,17124.16,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000341,AST000115,SITE0014,2026-05-23,2026-05-25,2026-05-28,Preventive,High,In Progress,67.71,1460.92,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000342,AST000239,SITE0028,2026-05-27,2026-06-05,2026-06-01,preventive ,Low,Cancelled,2.87,15733.90,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000343,AST000131,SITE0016,2026-04-13,2026-04-23,2026-04-23,Emergency,Low,In Progress,13.84,24736.33,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000344,AST000035,SITE0005,2026-01-24,2026-02-01,2026-02-13,Inspection,Low,Open,67.08,33613.03,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000345,AST000100,SITE0012,2026-02-19,2026-03-01,2026-02-20,preventive ,Critical,In Progress,29.81,33664.65,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000346,AST000143,SITE0017,2026-02-21,2026-03-02,2026-02-23,Preventive,Critical,Cancelled,38.51,38877.50,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000347,AST000074,SITE0009,2026-01-24,2026-02-03,2026-01-29,Preventive,Low,Open,9.53,11324.60,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000348,AST000110,SITE0013,2026-05-28,2026-05-31,,Corrective,High,Cancelled,2.49,14414.53,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000349,AST000093,SITE0012,2026-04-04,2026-04-07,2026-04-24,Preventive,medium ,Completed,50.10,37886.44,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000350,AST000085,SITE0011,2026-05-28,2026-05-31,,Corrective,High,open ,49.40,13183.80,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000351,AST000076,SITE0010,2026-01-28,2026-02-07,2026-02-17,Inspection,Low,open ,57.59,33478.74,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000352,AST000238,SITE0028,2026-04-13,2026-04-18,2026-04-18,Preventive,Low,Completed,34.16,1581.53,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000353,AST000042,SITE0006,2026-04-16,2026-04-19,2026-04-26,Preventive,High,In Progress,54.91,12153.85,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000354,AST000045,SITE0006,2026-05-12,2026-05-13,2026-05-17,Preventive,High,Cancelled,64.88,34955.85,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000355,AST000030,SITE0004,2026-04-23,2026-04-23,2026-05-03,Corrective,Medium,Open,71.94,29714.96,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000356,AST000246,SITE_BAD,2026-04-11,2026-04-20,2026-04-12,Preventive,High,Completed,16.45,28859.93,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000357,AST000010,SITE0002,2026-02-17,2026-02-27,2026-02-22,preventive ,Critical,Open,20.17,41110.55,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000358,AST000075,SITE0010,2026-03-19,2026-03-23,2026-03-24,Emergency,medium ,Open,10.27,22175.55,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000359,AST000060,SITE0008,2026-04-11,2026-04-19,2026-05-21,Emergency,Medium,Open,64.65,35752.59,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000360,AST000117,SITE0014,2026-04-18,2026-04-21,2026-04-20,Emergency,Medium,open ,1.17,35950.21,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000361,AST000205,SITE0024,2026-03-22,2026-03-22,2026-04-01,preventive ,Low,In Progress,57.33,38983.95,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000362,AST000225,SITE0027,2026-01-28,2026-02-02,2026-01-30,Preventive,Low,Open,10.44,4082.10,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000363,AST000092,SITE0011,2026-05-30,2026-06-01,2026-05-31,Inspection,Critical,Open,79.14,14275.37,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000364,AST000195,SITE0023,2026-02-18,2026-02-24,2026-03-30,Corrective,Medium,Open,37.52,12688.14,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000365,AST000180,SITE0021,2026-03-29,2026-03-31,2026-03-30,Inspection,Low,open ,34.01,38717.60,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000366,AST000226,SITE0027,2026-04-01,2026-04-06,2026-04-11,Inspection,Critical,Completed,5.23,19253.82,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000367,AST000007,SITE0001,2026-01-02,2026-01-02,2026-01-04,Emergency,High,In Progress,75.24,7042.23,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000368,AST000068,SITE0009,2026-02-28,2026-03-01,2026-03-01,preventive ,Medium,Cancelled,39.85,41545.62,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000369,AST000121,SITE0015,2026-05-27,2026-05-27,2026-05-29,Emergency,Critical,Completed,13.16,14664.11,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000370,AST000198,SITE0024,2026-03-09,2026-03-15,2026-04-18,Corrective,Low,Cancelled,36.35,5393.90,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000371,AST000105,SITE0013,2026-05-19,2026-05-21,2026-05-20,Emergency,Medium,Completed,70.61,28370.44,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000372,AST000005,SITE0001,2026-04-12,2026-04-17,2026-04-22,preventive ,Medium,Open,40.74,26045.84,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000373,AST000141,SITE0017,2026-01-30,2026-02-01,2026-02-04,preventive ,High,Completed,41.74,1884.31,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000374,AST000080,SITE0010,2026-04-09,2026-04-16,2026-04-19,Inspection,Critical,Open,37.40,9907.02,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000375,AST000155,SITE0019,2026-01-14,2026-01-20,2026-02-03,preventive ,High,open ,58.77,28186.37,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000376,AST000050,SITE0007,2026-01-08,2026-01-10,2026-01-10,preventive ,Medium,open ,71.01,30056.56,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000377,AST000222,SITE0026,2026-03-17,2026-03-24,2026-04-06,Preventive,High,Completed,10.81,13046.95,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000378,AST000253,SITE0030,2026-02-22,2026-02-25,2026-02-24,Preventive,Critical,Completed,76.03,5574.60,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000379,AST000075,SITE0010,2026-05-19,2026-05-28,2026-06-08,Emergency,Critical,Completed,11.01,17350.99,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000380,AST000069,SITE0009,2026-04-04,2026-04-08,,preventive ,Low,open ,10.71,27726.90,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000381,AST000202,SITE0024,2026-05-19,2026-05-22,2026-06-08,Inspection,High,open ,78.66,30182.39,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000382,AST000023,SITE0003,2026-04-18,2026-04-28,2026-04-20,Corrective,Medium,Open,69.20,31492.86,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000383,AST000023,SITE0003,2026-03-14,2026-03-22,,Emergency,Medium,Open,65.18,26071.48,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000384,AST000235,SITE0028,2026-03-27,2026-03-28,2026-04-01,Preventive,Critical,Cancelled,16.63,28597.36,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000385,AST000237,SITE0028,2026-03-07,2026-03-09,2026-03-27,Preventive,medium ,In Progress,22.16,11726.49,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000386,AST000236,SITE0028,2026-02-18,2026-02-27,2026-02-23,Corrective,medium ,Completed,45.18,10208.39,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000387,AST000127,SITE0016,2026-04-23,2026-05-01,2026-04-28,Emergency,High,Completed,14.31,30204.53,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000388,AST000194,SITE0023,2026-01-09,2026-01-10,,Inspection,Medium,Completed,54.02,8592.28,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000389,AST000239,SITE0028,2026-05-04,2026-05-13,2026-05-24,Inspection,High,In Progress,40.29,12869.68,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000390,AST000096,SITE0012,2026-03-28,2026-04-05,2026-04-02,Emergency,High,open ,77.90,44354.69,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000391,AST000142,SITE0017,2026-02-22,2026-02-26,2026-03-04,Preventive,medium ,Completed,46.22,738.61,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000392,AST000017,SITE0003,2026-04-27,2026-05-02,2026-05-02,Inspection,medium ,open ,74.19,39010.77,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000393,AST000053,SITE0007,2026-02-26,2026-03-07,2026-03-08,preventive ,medium ,In Progress,bad,3503.95,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000394,AST000123,SITE0015,2026-05-25,2026-05-31,2026-05-27,Preventive,Low,open ,79.31,44945.62,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000395,AST000165,SITE0020,2026-01-18,2026-01-24,2026-02-07,Preventive,Medium,Open,9.48,31609.86,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000396,AST000015,SITE0002,2026-01-11,2026-01-20,2026-01-16,Inspection,Medium,open ,72.19,34066.73,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000397,AST000012,SITE0002,2026-02-02,2026-02-06,2026-02-04,Corrective,Low,open ,54.45,37351.11,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000398,AST000013,SITE0002,2026-02-23,2026-02-24,2026-04-04,Corrective,Low,In Progress,40.18,18355.70,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000399,AST000066,SITE0008,2026-03-10,2026-03-12,2026-03-20,preventive ,Medium,Open,68.18,24268.98,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000400,AST000038,SITE0005,2026-05-10,2026-05-17,2026-05-11,Emergency,Medium,In Progress,2.39,793.59,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000401,AST000090,SITE0011,2026-05-31,2026-06-05,2026-07-10,Preventive,medium ,open ,64.50,24050.76,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000402,AST000180,SITE0021,2026-05-29,2026-06-08,,Preventive,High,Cancelled,43.91,35421.14,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000403,AST000073,SITE0009,2026-04-30,2026-05-09,2026-05-20,Inspection,High,open ,36.35,39089.95,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000404,AST000193,SITE0023,2026-02-10,2026-02-11,,Inspection,High,Cancelled,12.34,20119.42,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000405,AST000121,SITE0015,2026-05-02,2026-05-06,2026-05-22,Emergency,High,Completed,8.33,12643.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000406,AST000056,SITE0007,2026-05-30,2026-06-05,2026-06-19,preventive ,High,Completed,24.81,44355.95,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000407,AST000172,SITE0020,2026-03-22,2026-03-22,2026-04-01,preventive ,medium ,open ,32.66,36870.37,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000408,AST000133,SITE0016,2026-02-28,2026-03-01,2026-03-02,preventive ,medium ,In Progress,21.74,25894.85,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000409,AST000140,SITE0017,2026-02-05,2026-02-13,2026-02-15,Preventive,Critical,Open,38.44,18329.18,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000410,AST000209,SITE0025,2026-05-19,2026-05-24,2026-06-08,Preventive,medium ,In Progress,24.00,25179.96,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000411,AST000116,SITE0014,2026-01-04,2026-01-09,2026-01-14,preventive ,Critical,Open,31.95,28865.76,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000412,AST000022,SITE0003,2026-03-01,2026-03-03,2026-03-03,Preventive,High,Completed,75.13,33457.38,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000413,AST000007,SITE0001,2026-04-07,2026-04-15,2026-04-27,Inspection,Medium,Open,15.07,37965.54,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000414,AST000229,SITE0027,2026-05-15,2026-05-20,2026-05-20,Preventive,medium ,Open,26.58,37494.30,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000415,AST000162,SITE0019,2026-01-15,2026-01-21,2026-01-16,Inspection,medium ,In Progress,70.87,38617.25,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000416,AST000045,SITE0006,2026-02-26,2026-03-01,2026-02-28,Preventive,Low,Open,34.79,18896.51,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000417,AST000109,SITE0013,2026-02-11,2026-02-20,2026-03-03,Emergency,High,Open,69.60,16375.43,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000418,AST000192,SITE0023,2026-01-02,2026-01-07,2026-01-07,Preventive,Medium,Open,12.16,15765.26,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000419,AST000165,SITE0020,2026-05-18,2026-05-27,2026-06-07,preventive ,Low,Open,47.68,38053.21,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000420,AST000165,SITE0020,2026-02-09,2026-02-14,2026-02-11,Emergency,High,open ,24.79,13220.57,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000421,AST000163,SITE0020,2026-02-07,2026-02-13,2026-02-09,preventive ,Medium,Open,6.62,12646.68,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000422,AST000092,SITE0011,2026-03-27,2026-03-31,2026-03-28,Emergency,Critical,open ,46.30,38284.93,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000423,AST000123,SITE0015,2026-05-16,2026-05-24,2026-06-05,Corrective,Medium,Completed,18.94,29416.17,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000424,AST000243,SITE0029,2026-03-14,2026-03-19,,Preventive,High,Completed,5.86,12035.63,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000425,AST000105,SITE0013,2026-03-24,2026-03-29,2026-03-29,Emergency,Medium,Completed,44.55,4280.89,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000426,AST000028,SITE0004,2026-03-02,2026-03-04,2026-03-22,preventive ,medium ,Completed,18.47,14620.46,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000427,AST000101,SITE0013,2026-05-17,2026-05-25,2026-05-19,Preventive,Medium,open ,52.71,34760.48,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000428,AST000227,SITE0027,2026-04-13,2026-04-15,2026-05-03,Inspection,Critical,Cancelled,46.35,42001.92,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000429,AST000007,SITE0001,2026-02-08,2026-02-10,2026-02-28,Corrective,medium ,Completed,49.48,21753.10,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000430,AST000061,SITE0008,2026-03-25,2026-03-27,2026-03-27,Inspection,Critical,open ,62.74,34901.68,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000431,AST000004,SITE0001,2026-02-13,2026-02-19,2026-02-18,Preventive,medium ,Open,8.20,18719.93,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000432,AST000226,SITE0027,2026-03-22,2026-03-30,2026-04-11,Preventive,Medium,In Progress,54.78,39809.15,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000433,AST000134,SITE0016,2026-01-09,2026-01-11,2026-01-10,Inspection,medium ,open ,13.97,39682.80,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000434,AST000053,SITE0007,2026-01-12,2026-01-19,2026-02-01,Emergency,Medium,Cancelled,12.18,24900.76,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000435,AST000195,SITE0023,2026-04-21,2026-04-22,2026-04-26,Inspection,High,Open,37.04,32355.63,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000436,AST000055,SITE0007,2026-02-21,2026-03-01,2026-02-23,Preventive,medium ,Open,42.20,3508.37,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000437,AST000063,SITE0008,2026-03-21,2026-03-28,2026-03-23,Emergency,High,Completed,52.38,1214.25,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000438,AST000173,SITE0021,2026-04-29,2026-05-07,,preventive ,Critical,Open,30.27,36401.99,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
