receipt_line_id,receipt_id,po_line_id,product_id,received_qty,rejected_qty,damage_reason
RCL0000000719,RCV00000390,POL0000001563,SKU0000093,50,0,Incorrect item
RCL0000000720,RCV00000390,POL0000001561,SKU0000653,0,0,Temperature breach
RCL0000000721,RCV00000391,POL0000000086,SKU0000212,0,0,
RCL0000000722,RCV00000391,POL0000000089,SKU0000491,0,,
RCL0000000723,RCV00000391,POL0000000088,SKU0000630,100,2,Damaged packaging
RCL0000000724,RCV00000392,POL0000000798,SKU0000493,0,0,Incorrect item
RCL0000000725,RCV00000392,POL0000000799,SKU0000616,50,,Incorrect item
RCL0000000726,RCV00000393,POL0000000363,SKU0000378,0,2,Damaged packaging
RCL0000000727,RCV00000393,POL0000000365,SKU0000367,37,5,Temperature breach
RCL0000000728,RCV00000393,POL0000000364,SKU0000499,75,,Temperature breach
RCL0000000729,RCV00000393,POL0000000362,SKU0000356,500,,
RCL0000000730,RCV00000394,POL0000000361,SKU0000264,187,0,Damaged packaging
RCL0000000731,RCV00000394,POL0000000360,SKU0000673,500,0,Damaged packaging
RCL0000000732,RCV00000395,POL0000001201,SKU0000388,0,0,Damaged packaging
RCL0000000733,RCV00000396,POL0000000168,SKU0000060,0,,Temperature breach
RCL0000000734,RCV00000397,POL0000001640,SKU0000113,37,0,Damaged packaging
RCL0000000735,RCV00000397,POL0000001639,SKU0000009,100,2,
RCL0000000736,RCV00000397,POL0000001641,SKU0000387,187,2,Incorrect item
RCL0000000737,RCV00000398,POL0000001526,SKU0000135,1100,0,Incorrect item
RCL0000000738,RCV00000398,POL0000001525,SKU0000226,250,2,Incorrect item
RCL0000000739,RCV00000399,POL0000000496,SKU0000623,50,0,
RCL0000000740,RCV00000400,POL0000000624,SKU0000285,500,1,Incorrect item
RCL0000000741,RCV00000400,POL0000000623,SKU0000636,55,0,
RCL0000000742,RCV00000401,POL0000001430,SKU0000496,500,0,Temperature breach
RCL0000000743,RCV00000402,POL0000000299,SKU0000146,100,0,
RCL0000000744,RCV00000402,POL0000000298,SKU0000234,110,0,Damaged packaging
RCL0000000745,RCV00000402,POL0000000297,SKU0000568,37,2,Temperature breach
RCL0000000746,RCV00000403,POL0000001403,SKU0000609,bad,5,Damaged packaging
RCL0000000747,RCV00000404,POL0000001791,SKU0000081,100,,
RCL0000000748,RCV00000404,POL0000001790,SKU0000644,250,5,Damaged packaging
RCL0000000749,RCV00000404,POL0000001792,SKU0000363,55,0,
RCL0000000750,RCV00000405,POL0000001660,SKU0000016,50,2,Damaged packaging
RCL0000000751,RCV00000406,POL0000000731,SKU0000586,50,0,Temperature breach
RCL0000000752,RCV00000406,POL0000000732,SKU0000370,100,2,
RCL0000000753,RCV00000406,POL0000000733,SKU0000491,50,,Damaged packaging
RCL0000000754,RCV00000407,POL0000001206,SKU0000039,250,0,Temperature breach
RCL0000000755,RCV00000407,POL0000001207,SKU0000604,275,,
RCL0000000756,RCV00000408,POL0000000029,SKU0000317,500,0,
RCL0000000757,RCV00000408,POL0000000028,SKU0000528,50,5,Damaged packaging
RCL0000000758,RCV00000409,POL0000001166,SKU0000440,0,0,
RCL0000000759,RCV00000409,POL0000001168,SKU0000110,55,1,Temperature breach
RCL0000000760,RCV00000409,POL0000001167,SKU0000139,100,0,Temperature breach
RCL0000000761,RCV00000410,POL0000001381,SKU0000447,250,1,Incorrect item
RCL0000000762,RCV00000411,POL0000000181,SKU_UNKNOWN,37,0,Temperature breach
RCL0000000763,RCV00000412,POL0000000893,SKU0000416,110,0,
RCL0000000764,RCV00000412,POL0000000892,SKU0000196,1100,1,Damaged packaging
RCL0000000765,RCV00000413,POL0000000265,SKU0000180,55,0,Damaged packaging
RCL0000000766,RCV00000413,POL0000000266,SKU0000426,1000,,Temperature breach
RCL0000000767,RCV00000414,POL0000001324,SKU0000260,1000,0,Damaged packaging
RCL0000000768,RCV00000415,POL0000001148,SKU0000449,50,0,Incorrect item
RCL0000000769,RCV00000416,POL0000000632,SKU0000159,500,0,Incorrect item
RCL0000000770,RCV00000416,POL0000000633,SKU0000071,1000,0,Damaged packaging
RCL0000000771,RCV00000416,POL0000000634,SKU0000345,37,5,
RCL0000000772,RCV00000417,POL0000000341,SKU0000382,37,,Incorrect item
RCL0000000773,RCV00000417,POL0000000342,SKU0000157,500,0,Damaged packaging
RCL0000000774,RCV00000417,POL0000000343,SKU0000485,75,0,Incorrect item
RCL0000000775,RCV00000418,POL0000001356,SKU0000415,500,0,
RCL0000000776,RCV00000419,POL0000001866,SKU0000363,50,2,
RCL0000000777,RCV00000419,POL0000001865,SKU0000308,750,0,Temperature breach
RCL0000000778,RCV00000419,POL0000001867,SKU0000296,750,5,Damaged packaging
RCL0000000779,RCV00000420,POL0000001376,SKU0000397,750,0,Damaged packaging
RCL0000000780,RCV00000421,POL0000001932,SKU0000582,100,5,Temperature breach
RCL0000000781,RCV00000421,POL0000001933,SKU0000171,37,2,Temperature breach
RCL0000000782,RCV00000422,POL0000000292,SKU0000387,125,0,Incorrect item
RCL0000000783,RCV00000423,POL0000001079,SKU0000395,25,,
RCL0000000784,RCV00000424,POL0000000031,SKU0000028,250,5,
RCL0000000785,RCV00000425,POL0000001569,SKU0000201,500,0,Temperature breach
RCL0000000786,RCV00000425,POL0000001570,SKU0000399,750,1,Temperature breach
RCL0000000787,RCV00000426,POL0000000514,SKU0000448,50,2,
RCL0000000788,RCV00000426,POL0000000515,SKU0000344,37,,Damaged packaging
RCL0000000789,RCV00000427,POL0000000070,SKU0000458,125,5,Damaged packaging
RCL0000000790,RCV00000427,POL0000000071,SKU0000441,1000,,
RCL0000000791,RCV00000427,POL0000000072,SKU0000335,550,,
RCL0000000792,RCV00000428,POL0000000052,SKU0000189,50,1,Damaged packaging
RCL0000000793,RCV00000428,POL0000000051,SKU0000220,75,5,Damaged packaging
RCL0000000794,RCV00000429,POL0000001128,SKU0000284,250,2,Temperature breach
RCL0000000795,RCV00000429,POL0000001130,SKU0000336,1100,1,Incorrect item
RCL0000000796,RCV00000430,POL0000000962,SKU0000619,50,0,
RCL0000000797,RCV00000431,POL0000000332,SKU0000329,100,2,Incorrect item
RCL0000000798,RCV00000432,POL0000001750,SKU0000374,187,5,Temperature breach
RCL0000000799,RCV00000432,POL0000001749,SKU0000525,75,1,
RCL0000000800,RCV00000433,POL0000001864,SKU0000014,25,0,Temperature breach
RCL0000000801,RCV00000434,POL0000001574,SKU0000496,275,0,Temperature breach
RCL0000000802,RCV00000434,POL0000001573,SKU0000485,55,5,
RCL0000000803,RCV00000435,POL0000001580,SKU0000466,0,0,Temperature breach
RCL0000000804,RCV00000435,POL0000001581,SKU0000183,25,0,Damaged packaging
RCL0000000805,RCV00000436,POL0000000119,SKU0000489,100,2,Incorrect item
RCL0000000806,RCV00000436,POL0000000120,SKU0000306,110,0,Damaged packaging
RCL0000000807,RCV00000437,POL0000001535,SKU0000107,100,0,Damaged packaging
RCL0000000808,RCV00000438,POL0000000220,SKU0000035,50,,Damaged packaging
RCL0000000809,RCV00000438,POL0000000221,SKU0000030,550,0,Damaged packaging
RCL0000000810,RCV00000438,POL0000000219,SKU0000340,50,,Temperature breach
RCL0000000811,RCV00000439,POL0000001794,SKU0000208,750,0,Temperature breach
RCL0000000812,RCV00000440,POL0000000742,SKU0000481,25,0,Temperature breach
RCL0000000813,RCV00000441,POL0000001593,SKU0000653,250,0,
RCL0000000814,RCV00000442,POL0000001061,SKU0000004,250,0,Temperature breach
RCL0000000815,RCV00000443,POL0000000831,SKU0000066,0,0,Damaged packaging
RCL0000000816,RCV00000443,POL0000000830,SKU0000141,0,5,
RCL0000000817,RCV00000444,POL0000001452,SKU0000142,250,1,Damaged packaging
RCL0000000818,RCV00000444,POL0000001453,SKU0000554,1000,0,
RCL0000000819,RCV00000445,POL0000001152,SKU0000266,0,2,
RCL0000000820,RCV00000445,POL0000001153,SKU0000100,0,0,
RCL0000000821,RCV00000445,POL0000001155,SKU0000456,50,0,Damaged packaging
RCL0000000822,RCV00000445,POL0000001154,SKU0000135,110,0,Incorrect item
RCL0000000823,RCV00000446,POL0000000669,SKU0000560,100,5,Temperature breach
RCL0000000824,RCV00000446,POL0000000667,SKU0000317,75,1,Incorrect item
RCL0000000825,RCV00000446,POL0000000666,SKU0000409,550,,Damaged packaging
RCL0000000826,RCV00000447,POL0000000043,SKU0000239,275,5,Incorrect item
RCL0000000827,RCV00000448,POL0000001928,SKU0000323,0,0,Incorrect item
RCL0000000828,RCV00000449,POL0000001687,SKU0000629,0,0,
RCL0000000829,RCV00000449,POL0000001686,SKU0000084,1100,0,
RCL0000000830,RCV00000449,POL0000001685,SKU0000320,187,0,Damaged packaging
RCL0000000831,RCV00000449,POL0000001684,SKU_UNKNOWN,50,1,Temperature breach
RCL0000000832,RCV00000450,POL0000000426,SKU0000461,37,2,
RCL0000000833,RCV00000450,POL0000000428,SKU0000366,50,,
RCL0000000834,RCV00000450,POL0000000427,SKU0000336,55,2,Damaged packaging
RCL0000000835,RCV00000451,POL0000001093,SKU0000487,500,0,Temperature breach
RCL0000000836,RCV00000451,POL0000001092,SKU0000349,0,,Incorrect item
RCL0000000837,RCV00000452,POL0000000276,SKU0000204,1100,5,Damaged packaging
RCL0000000838,RCV00000453,POL0000000803,SKU0000448,110,2,Temperature breach
RCL0000000839,RCV00000454,POL0000000714,SKU0000144,50,5,Incorrect item
RCL0000000840,RCV00000454,POL0000000715,SKU0000483,37,0,Damaged packaging
RCL0000000841,RCV00000454,POL0000000713,SKU0000563,50,2,Damaged packaging
RCL0000000842,RCV00000455,POL0000001217,SKU0000103,1100,0,Temperature breach
RCL0000000843,RCV00000455,POL0000001219,SKU0000445,55,0,
RCL0000000844,RCV00000455,POL0000001218,SKU0000177,0,,Incorrect item
RCL0000000845,RCV00000456,POL0000000933,SKU0000414,110,1,Incorrect item
RCL0000000846,RCV00000457,POL0000001819,SKU0000279,0,0,Incorrect item
RCL0000000847,RCV00000458,POL0000000214,SKU0000030,125,0,Temperature breach
RCL0000000848,RCV00000459,POL0000001756,SKU0000192,1000,2,Incorrect item
RCL0000000849,RCV00000460,POL0000000479,SKU0000008,125,2,Damaged packaging
RCL0000000850,RCV00000461,POL0000000768,SKU0000336,275,5,
RCL0000000851,RCV00000461,POL0000000769,SKU0000530,550,0,Incorrect item
RCL0000000852,RCV00000462,POL0000000929,SKU0000342,1000,5,Incorrect item
RCL0000000853,RCV00000463,POL0000001785,SKU0000528,250,,Damaged packaging
RCL0000000854,RCV00000463,POL0000001784,SKU0000328,250,,Incorrect item
RCL0000000855,RCV00000464,POL0000000957,SKU0000496,37,0,
RCL0000000856,RCV00000465,POL0000000859,SKU0000516,750,5,Incorrect item
RCL0000000857,RCV00000465,POL0000000857,SKU0000007,187,0,Temperature breach
RCL0000000858,RCV00000465,POL0000000858,SKU0000228,55,0,Incorrect item
RCL0000000859,RCV00000466,POL0000000117,SKU0000078,187,5,Damaged packaging
RCL0000000860,RCV00000467,POL0000000921,SKU0000234,250,5,
RCL0000000861,RCV00000467,POL0000000918,SKU0000382,55,0,Incorrect item
RCL0000000862,RCV00000467,POL0000000919,SKU0000326,50,0,Incorrect item
RCL0000000863,RCV00000468,POL0000001392,SKU0000141,125,0,Damaged packaging
RCL0000000864,RCV00000469,POL0000001728,SKU0000046,75,0,Damaged packaging
RCL0000000865,RCV00000469,POL0000001727,SKU0000301,1000,1,Temperature breach
RCL0000000866,RCV00000470,POL0000001271,SKU0000065,50,,
RCL0000000867,RCV00000471,POL0000000394,SKU0000171,0,5,
RCL0000000868,RCV00000472,POL0000001990,SKU0000412,75,0,Damaged packaging
RCL0000000869,RCV00000472,POL0000001988,SKU0000500,50,2,Incorrect item
RCL0000000870,RCV00000473,POL0000000395,SKU0000043,375,0,Temperature breach
RCL0000000871,RCV00000473,POL0000000397,SKU0000147,100,1,
RCL0000000872,RCV00000474,POL0000001351,SKU0000327,0,5,Incorrect item
RCL0000000873,RCV00000474,POL0000001350,SKU0000459,550,0,Temperature breach
RCL0000000874,RCV00000474,POL0000001349,SKU0000618,375,2,
RCL0000000875,RCV00000475,POL0000000384,SKU0000129,110,1,Incorrect item
RCL0000000876,RCV00000476,POL0000001440,SKU0000440,187,0,Damaged packaging
RCL0000000877,RCV00000477,POL0000000453,SKU0000470,50,5,Temperature breach
RCL0000000878,RCV00000477,POL0000000455,SKU0000380,75,0,Temperature breach
RCL0000000879,RCV00000477,POL0000000454,SKU0000109,750,0,
RCL0000000880,RCV00000478,POL0000000648,SKU0000326,110,,Damaged packaging
RCL0000000881,RCV00000478,POL0000000647,SKU0000502,275,,Damaged packaging
RCL0000000882,RCV00000479,POL0000001536,SKU0000461,125,1,Incorrect item
RCL0000000883,RCV00000480,POL0000001691,SKU0000197,500,,
RCL0000000884,RCV00000480,POL0000001692,SKU0000327,100,,Damaged packaging
RCL0000000885,RCV00000481,POL0000001813,SKU0000325,50,0,Damaged packaging
RCL0000000886,RCV00000482,POL0000001946,SKU0000258,100,,
RCL0000000887,RCV00000483,POL0000001634,SKU0000267,0,5,Damaged packaging
RCL0000000888,RCV00000483,POL0000001633,SKU0000417,375,1,Temperature breach
RCL0000000889,RCV00000484,POL0000000226,SKU0000120,100,0,Temperature breach
RCL0000000890,RCV00000485,POL0000001745,SKU0000660,100,5,Damaged packaging
RCL0000000891,RCV00000486,POL0000000312,SKU0000629,375,0,Damaged packaging
RCL0000000892,RCV00000486,POL0000000310,SKU0000638,1000,1,Incorrect item
RCL0000000893,RCV00000486,POL0000000313,SKU0000245,100,0,Incorrect item
RCL0000000894,RCV00000486,POL0000000311,SKU0000283,500,0,Incorrect item
RCL0000000895,RCV00000487,POL0000000740,SKU0000192,50,,Incorrect item
RCL0000000896,RCV00000487,POL0000000741,SKU0000109,0,0,Temperature breach
RCL0000000897,RCV00000488,POL0000001907,SKU0000094,55,5,Damaged packaging
RCL0000000898,RCV00000489,POL0000001806,SKU0000132,100,,
RCL0000000899,RCV00000490,POL0000001902,SKU0000655,250,1,
RCL0000000900,RCV00000490,POL0000001903,SKU0000289,0,0,
RCL0000000901,RCV00000491,POL0000001184,SKU0000530,110,0,Incorrect item
RCL0000000902,RCV00000491,POL0000001183,SKU0000663,275,0,Incorrect item
RCL0000000903,RCV00000492,POL0000000837,SKU0000629,500,0,Temperature breach
RCL0000000904,RCV00000493,POL0000000574,SKU0000669,110,1,Damaged packaging
RCL0000000905,RCV00000493,POL0000000575,SKU0000123,50,0,Damaged packaging
RCL0000000906,RCV00000494,POL0000000186,SKU0000318,25,,Damaged packaging
RCL0000000907,RCV00000494,POL0000000183,SKU0000134,75,5,Damaged packaging
RCL0000000908,RCV00000494,POL0000000185,SKU0000052,275,0,Incorrect item
RCL0000000909,RCV00000494,POL0000000184,SKU0000053,100,5,Incorrect item
RCL0000000910,RCV00000495,POL0000001212,SKU0000090,500,,Temperature breach
RCL0000000911,RCV00000496,POL0000001863,SKU0000610,100,0,Damaged packaging
RCL0000000912,RCV00000496,POL0000001862,SKU0000682,100,0,Incorrect item
RCL0000000913,RCV00000496,POL0000001861,SKU0000284,275,2,Incorrect item
RCL0000000914,RCV00000497,POL0000001636,SKU0000429,250,2,Damaged packaging
RCL0000000915,RCV00000497,POL0000001637,SKU0000160,750,5,Temperature breach
RCL0000000916,RCV00000498,POL0000001039,SKU0000181,50,0,Incorrect item
RCL0000000917,RCV00000499,POL0000001826,SKU0000387,250,0,
RCL0000000918,RCV00000499,POL0000001827,SKU0000441,50,5,Temperature breach
RCL0000000919,RCV00000500,POL0000001127,SKU0000645,250,5,Temperature breach
RCL0000000920,RCV00000501,POL0000001964,SKU0000575,275,1,Temperature breach
RCL0000000921,RCV00000501,POL0000001965,SKU0000316,100,0,Temperature breach
RCL0000000922,RCV00000501,POL0000001963,SKU0000570,0,5,Incorrect item
RCL0000000923,RCV00000502,POL0000000948,SKU0000550,0,1,Incorrect item
RCL0000000924,RCV00000502,POL0000000947,SKU0000285,250,0,Incorrect item
RCL0000000925,RCV00000503,POL0000001842,SKU0000243,1100,0,Incorrect item
RCL0000000926,RCV00000504,POL0000000118,SKU0000517,55,,Damaged packaging
RCL0000000927,RCV00000505,POL0000000131,SKU0000132,375,0,Incorrect item
RCL0000000928,RCV00000506,POL0000001519,SKU0000233,1100,1,Temperature breach
RCL0000000929,RCV00000507,POL0000001825,SKU0000418,0,,Damaged packaging
RCL0000000930,RCV00000508,POL0000000466,SKU0000163,250,0,
RCL0000000931,RCV00000508,POL0000000465,SKU0000452,250,5,Temperature breach
RCL0000000932,RCV00000509,POL0000001871,SKU0000428,1000,2,Temperature breach
RCL0000000933,RCV00000510,POL0000000553,SKU0000666,250,1,Incorrect item
RCL0000000934,RCV00000511,POL0000000958,SKU0000507,1000,2,
RCL0000000935,RCV00000512,POL0000001853,SKU0000337,50,1,Temperature breach
RCL0000000936,RCV00000513,POL0000000738,SKU0000152,25,1,Temperature breach
RCL0000000937,RCV00000513,POL0000000739,SKU0000346,50,0,Temperature breach
RCL0000000938,RCV00000514,POL0000000425,SKU0000292,750,0,Temperature breach
RCL0000000939,RCV00000514,POL0000000423,SKU0000401,100,,Incorrect item
RCL0000000940,RCV00000515,POL0000001135,SKU0000156,50,0,Temperature breach
RCL0000000941,RCV00000515,POL0000001136,SKU0000453,500,2,
RCL0000000942,RCV00000515,POL0000001137,SKU0000058,50,,Incorrect item
RCL0000000943,RCV00000516,POL0000001221,SKU0000203,1000,0,Incorrect item
RCL0000000944,RCV00000516,POL0000001220,SKU0000039,0,0,Temperature breach
RCL0000000945,RCV00000517,POL0000000495,SKU0000190,275,2,Temperature breach
RCL0000000946,RCV00000518,POL0000000679,SKU0000432,110,5,Damaged packaging
RCL0000000947,RCV00000519,POL0000000869,SKU0000328,275,2,
RCL0000000948,RCV00000519,POL0000000870,SKU0000280,250,0,Damaged packaging
RCL0000000949,RCV00000519,POL0000000871,SKU0000326,25,5,Temperature breach
RCL0000000950,RCV00000520,POL0000000765,SKU0000389,0,5,Temperature breach
RCL0000000951,RCV00000520,POL0000000764,SKU0000007,550,2,Incorrect item
RCL0000000952,RCV00000521,POL0000000597,SKU0000405,100,1,
RCL0000000953,RCV00000521,POL0000000595,SKU0000099,100,2,Damaged packaging
RCL0000000954,RCV00000522,POL0000001532,SKU0000661,550,0,Damaged packaging
RCL0000000955,RCV00000523,POL0000000642,SKU0000414,100,0,
RCL0000000956,RCV00000523,POL0000000643,SKU0000618,250,0,Damaged packaging
RCL0000000957,RCV00000524,POL0000001938,SKU0000274,110,2,Damaged packaging
RCL0000000958,RCV00000525,POL0000000984,SKU0000003,1100,2,Damaged packaging
RCL0000000959,RCV00000525,POL0000000983,SKU0000164,100,0,Temperature breach
RCL0000000960,RCV00000526,POL0000001202,SKU0000075,37,0,
RCL0000000961,RCV00000527,POL0000001645,SKU0000308,50,0,Temperature breach
RCL0000000962,RCV00000527,POL0000001643,SKU0000040,75,2,Temperature breach
RCL0000000963,RCV00000527,POL0000001644,SKU0000466,1000,,
RCL0000000964,RCV00000528,POL0000001885,SKU0000329,50,1,
RCL0000000965,RCV00000529,POL0000001300,SKU0000668,125,0,Damaged packaging
RCL0000000966,RCV00000529,POL0000001299,SKU0000433,bad,0,Temperature breach
RCL0000000967,RCV00000530,POL0000001851,SKU0000287,0,0,
RCL0000000968,RCV00000530,POL0000001852,SKU0000509,0,0,Incorrect item
RCL0000000969,RCV00000531,POL0000000002,SKU0000301,250,0,Incorrect item
RCL0000000970,RCV00000531,POL0000000001,SKU0000213,750,1,
RCL0000000971,RCV00000532,POL0000000458,SKU0000521,550,5,Damaged packaging
RCL0000000972,RCV00000532,POL0000000457,SKU0000048,500,5,Incorrect item
RCL0000000973,RCV00000533,POL0000001923,SKU0000203,50,1,Damaged packaging
RCL0000000974,RCV00000534,POL0000000239,SKU0000032,125,0,Temperature breach
RCL0000000975,RCV00000534,POL0000000238,SKU0000541,50,,Damaged packaging
RCL0000000976,RCV00000534,POL0000000237,SKU0000444,275,0,Incorrect item
RCL0000000977,RCV00000535,POL0000000103,SKU0000190,187,0,Incorrect item
RCL0000000978,RCV00000536,POL0000000576,SKU0000063,0,1,
RCL0000000979,RCV00000536,POL0000000577,SKU0000041,250,5,
RCL0000000980,RCV00000537,POL0000000374,SKU0000615,250,,Temperature breach
RCL0000000981,RCV00000537,POL0000000373,SKU0000005,50,5,
RCL0000000982,RCV00000537,POL0000000372,SKU0000508,0,2,Incorrect item
RCL0000000983,RCV00000538,POL0000000241,SKU0000507,250,5,Temperature breach
RCL0000000984,RCV00000538,POL0000000240,SKU0000678,50,5,Temperature breach
RCL0000000985,RCV00000539,POL0000001586,SKU0000094,750,0,
RCL0000000986,RCV00000539,POL0000001588,SKU0000430,375,1,Incorrect item
RCL0000000987,RCV00000539,POL0000001587,SKU0000171,0,0,Incorrect item
RCL0000000988,RCV00000540,POL0000001682,SKU0000421,250,0,Temperature breach
RCL0000000989,RCV00000540,POL0000001683,SKU0000200,110,0,
RCL0000000990,RCV00000541,POL0000000289,SKU0000639,0,2,
RCL0000000991,RCV00000541,POL0000000288,SKU0000266,750,1,Temperature breach
RCL0000000992,RCV00000542,POL0000001609,SKU0000111,500,5,Temperature breach
RCL0000000993,RCV00000543,POL0000000849,SKU0000487,100,2,Damaged packaging
RCL0000000994,RCV00000543,POL0000000848,SKU0000059,50,0,Temperature breach
RCL0000000995,RCV00000544,POL0000000620,SKU0000134,250,,Damaged packaging
RCL0000000996,RCV00000545,POL0000000210,SKU_UNKNOWN,0,5,Temperature breach
RCL0000000997,RCV00000545,POL0000000211,SKU0000047,1000,0,
RCL0000000998,RCV00000546,POL0000001518,SKU0000488,100,2,Incorrect item
RCL0000000999,RCV00000547,POL0000000449,SKU0000294,250,0,
RCL0000001000,RCV00000548,POL0000001399,SKU0000314,500,,Incorrect item
RCL0000001001,RCV00000549,POL0000000509,SKU0000353,750,1,Temperature breach
RCL0000001002,RCV00000550,POL0000001995,SKU0000536,1100,5,
RCL0000001003,RCV00000551,POL0000000533,SKU0000460,25,1,Incorrect item
RCL0000001004,RCV00000551,POL0000000534,SKU0000232,500,0,Incorrect item
RCL0000001005,RCV00000551,POL0000000531,SKU0000436,0,0,Damaged packaging
RCL0000001006,RCV00000552,POL0000001765,SKU0000077,50,1,Incorrect item
RCL0000001007,RCV00000553,POL0000000882,SKU0000645,37,0,
RCL0000001008,RCV00000554,POL0000000392,SKU0000244,50,1,
RCL0000001009,RCV00000555,POL0000000193,SKU0000010,1000,,
RCL0000001010,RCV00000555,POL0000000194,SKU0000218,375,0,Temperature breach
RCL0000001011,RCV00000556,POL0000001623,SKU0000596,100,0,Incorrect item
RCL0000001012,RCV00000557,POL0000001187,SKU0000206,0,,
RCL0000001013,RCV00000557,POL0000001186,SKU0000266,250,,
RCL0000001014,RCV00000558,POL0000000556,SKU0000346,bad,1,
RCL0000001015,RCV00000559,POL0000000345,SKU0000216,0,1,Incorrect item
RCL0000001016,RCV00000559,POL0000000346,SKU0000413,250,0,Damaged packaging
RCL0000001017,RCV00000560,POL0000001959,SKU0000589,110,2,
RCL0000001018,RCV00000560,POL0000001958,SKU0000684,100,,Damaged packaging
RCL0000001019,RCV00000561,POL0000000296,SKU0000671,125,1,Incorrect item
RCL0000001020,RCV00000561,POL0000000295,SKU0000165,1100,,
RCL0000001021,RCV00000562,POL0000000393,SKU0000144,187,2,Damaged packaging
RCL0000001022,RCV00000563,POL0000001162,SKU0000005,37,5,Damaged packaging
RCL0000001023,RCV00000563,POL0000001163,SKU0000246,100,0,Incorrect item
RCL0000001024,RCV00000563,POL0000001165,SKU0000341,55,5,Damaged packaging
RCL0000001025,RCV00000563,POL0000001164,SKU0000538,1000,1,
RCL0000001026,RCV00000564,POL0000002000,SKU0000166,50,,Incorrect item
RCL0000001027,RCV00000565,POL0000000685,SKU0000403,100,0,Incorrect item
RCL0000001028,RCV00000565,POL0000000686,SKU0000638,250,0,Damaged packaging
RCL0000001029,RCV00000565,POL0000000688,SKU0000471,550,0,
RCL0000001030,RCV00000565,POL0000000687,SKU0000196,275,0,Damaged packaging
RCL0000001031,RCV00000566,POL0000000554,SKU0000492,50,0,Damaged packaging
RCL0000001032,RCV00000567,POL0000001305,SKU0000601,750,0,Temperature breach
RCL0000001033,RCV00000567,POL0000001307,SKU0000135,375,5,Damaged packaging
RCL0000001034,RCV00000567,POL0000001306,SKU0000228,1000,1,Damaged packaging
RCL0000001035,RCV00000568,POL0000000964,SKU0000550,375,1,Damaged packaging
RCL0000001036,RCV00000568,POL0000000963,SKU0000238,187,5,
RCL0000001037,RCV00000569,POL0000001396,SKU0000227,55,0,
RCL0000001038,RCV00000569,POL0000001395,SKU0000390,110,,Damaged packaging
RCL0000001039,RCV00000570,POL0000001821,SKU0000043,50,1,Incorrect item
RCL0000001040,RCV00000570,POL0000001820,SKU0000272,50,,
RCL0000001041,RCV00000571,POL0000001808,SKU0000670,0,0,Damaged packaging
RCL0000001042,RCV00000571,POL0000001809,SKU0000397,50,0,
RCL0000001043,RCV00000572,POL0000001378,SKU0000133,550,0,Temperature breach
RCL0000001044,RCV00000573,POL0000001793,SKU0000295,125,0,Incorrect item
RCL0000001045,RCV00000574,POL0000000629,SKU0000044,0,0,
RCL0000001046,RCV00000574,POL0000000628,SKU0000227,275,0,
RCL0000001047,RCV00000574,POL0000000630,SKU0000578,0,0,Damaged packaging
RCL0000001048,RCV00000575,POL0000001111,SKU0000196,250,,Incorrect item
RCL0000001049,RCV00000575,POL0000001110,SKU0000640,1000,,
RCL0000001050,RCV00000575,POL0000001109,SKU0000240,250,5,
RCL0000001051,RCV00000576,POL0000000501,SKU0000618,37,0,Temperature breach
RCL0000001052,RCV00000576,POL0000000502,SKU0000257,100,0,Incorrect item
RCL0000001053,RCV00000576,POL0000000500,SKU0000308,50,0,Incorrect item
RCL0000001054,RCV00000577,POL0000000756,SKU0000493,250,0,Incorrect item
RCL0000001055,RCV00000577,POL0000000757,SKU0000408,250,,Temperature breach
RCL0000001056,RCV00000578,POL0000001736,SKU0000287,187,0,Incorrect item
RCL0000001057,RCV00000578,POL0000001735,SKU0000063,100,0,
RCL0000001058,RCV00000579,POL0000001439,SKU0000102,250,2,Damaged packaging
RCL0000001059,RCV00000579,POL0000001438,SKU0000315,550,2,Damaged packaging
RCL0000001060,RCV00000580,POL0000001773,SKU0000565,1100,5,Damaged packaging
RCL0000001061,RCV00000581,POL0000001646,SKU0000412,250,2,
RCL0000001062,RCV00000582,POL0000000163,SKU0000345,1000,5,Temperature breach
RCL0000001063,RCV00000582,POL0000000162,SKU0000521,50,,Temperature breach
RCL0000001064,RCV00000583,POL0000000674,SKU0000565,25,2,Damaged packaging
RCL0000001065,RCV00000583,POL0000000675,SKU0000579,1100,0,Temperature breach
RCL0000001066,RCV00000584,POL0000000414,SKU0000390,500,2,Temperature breach
RCL0000001067,RCV00000584,POL0000000413,SKU0000002,125,5,Incorrect item
RCL0000001068,RCV00000585,POL0000001409,SKU0000216,50,2,
RCL0000001069,RCV00000585,POL0000001411,SKU0000547,250,0,
RCL0000001070,RCV00000585,POL0000001410,SKU0000014,100,0,
RCL0000001071,RCV00000586,POL0000001632,SKU0000104,250,,Damaged packaging
RCL0000001072,RCV00000587,POL0000000834,SKU0000267,1000,0,
RCL0000001073,RCV00000587,POL0000000835,SKU0000589,125,2,Temperature breach
RCL0000001074,RCV00000587,POL0000000833,SKU0000124,375,,Damaged packaging
RCL0000001075,RCV00000588,POL0000000381,SKU0000257,110,0,Damaged packaging
RCL0000001076,RCV00000589,POL0000000506,SKU0000571,1000,0,
RCL0000001077,RCV00000589,POL0000000505,SKU0000515,0,0,Temperature breach
RCL0000001078,RCV00000589,POL0000000507,SKU0000333,500,2,Damaged packaging
