po_id,supplier_id,warehouse_id,po_date,expected_receipt_date,po_status,currency,created_by,source_system
PO00000588,SUP00050,WH0008,12/18/2025,2026-01-28,Partially Received,MXN,planner_b,erp
PO00000589,SUP00100,WH0009,12/31/2025,2026-01-22,Approved,USD,buyer_1,erp
PO00000590,SUP00042,WH0013,12/13/2025,2026-01-16,Partially Received,EUR,buyer_2,erp
PO00000591,SUP00048,WH0008,02/02/2026,2026-03-02,Received,EUR,planner_c,erp
PO00000592,SUP00059,WH0012,12/10/2025,2026-01-11,Created,USD,planner_c,erp
PO00000593,SUP00097,WH0020,02/28/2026,2026-03-06,Partially Received,USD,planner_c,erp
PO00000594,SUP00035,WH0015,02/10/2026,2026-03-13,Approved,CNY,buyer_1,erp
PO00000595,SUP00089,WH0020,01/08/2026,2026-01-13,Received,EUR,buyer_2,erp
PO00000596,SUP00010,WH0003,04/09/2026,2026-05-06,Cancelled,CNY,planner_c,erp
PO00000597,SUP00100,WH0001,01/19/2026,2026-02-24,approved ,MXN,buyer_1,erp
PO00000598,SUP00024,WH0023,2026-04-17,2026-05-20,Created,USD,planner_a,erp
PO00000599,SUP00078,WH0023,2025-12-08,2026-01-22,Partially Received,USD,planner_c,erp
PO00000600,SUP00058,WH0008,2026-04-09,2026-05-19,Received,USD,buyer_2,erp
PO00000601,SUP00032,WH0016,2025-12-20,2026-01-08,Cancelled,MXN,buyer_2,erp
PO00000602,SUP00031,WH0023,2026-01-18,2026-02-20,Approved,USD,buyer_2,erp
PO00000603,SUP00002,WH0019,03/14/2026,2026-04-28,Partially Received,USD,planner_a,erp
PO00000604,SUP00031,WH0012,2026-03-14,2026-04-08,Received,EUR,buyer_2,erp
PO00000605,SUP00019,WH0002,02/19/2026,2026-03-29,Partially Received,USD,planner_b,erp
PO00000606,SUP00076,WH0014,2026-03-23,2026-04-12,Cancelled,MXN,planner_b,erp
PO00000607,SUP00043,WH0012,03/15/2026,2026-04-14,Approved,MXN,buyer_2,erp
PO00000608,SUP00001,WH0023,01/25/2026,2026-02-20,Received,USD,planner_a,erp
PO00000609,SUP00089,WH0013,2026-03-22,2026-04-20,Approved,EUR,buyer_2,erp
PO00000610,SUP00054,WH0008,05/12/2026,2026-05-18,approved ,USD,planner_a,erp
PO00000611,SUP00112,WH0020,05/12/2026,2026-05-23,Approved,EUR,buyer_1,erp
PO00000612,SUP00090,WH0015,2025-12-24,2025-12-31,Partially Received,CAD,buyer_2,erp
PO00000613,SUP00062,WH0019,2026-01-04,2026-01-27,Received,USD,buyer_2,erp
PO00000614,SUP00074,WH0011,2026-01-12,2026-01-26,Partially Received,EUR,planner_a,erp
PO00000615,SUP00062,WH0014,12/30/2025,2026-01-05,Approved,MXN,buyer_1,erp
PO00000616,SUP00021,WH0024,2026-01-09,2026-01-17,Created,MXN,planner_c,erp
PO00000617,SUP00111,WH0006,04/02/2026,2026-04-11,Partially Received,MXN,planner_b,erp
PO00000618,SUP00074,WH0003,05/07/2026,2026-06-10,approved ,CAD,planner_b,erp
PO00000619,SUP00094,WH0007,03/02/2026,2026-03-11,Partially Received,CNY,planner_c,erp
PO00000620,SUP00035,WH0002,04/19/2026,2026-05-22,approved ,MXN,buyer_2,erp
PO00000621,SUP00009,WH0025,01/06/2026,2026-02-03,Received,USD,planner_c,erp
PO00000622,SUP00052,WH0002,2025-12-24,2026-01-17,Created,EUR,planner_b,erp
PO00000623,SUP00039,WH0022,04/16/2026,2026-05-05,Created,USD,planner_c,erp
PO00000624,SUP00109,WH0019,2026-05-05,2026-06-17,Received,USD,planner_c,erp
PO00000625,SUP00027,WH0007,02/19/2026,2026-03-09,Approved,EUR,planner_a,erp
PO00000626,SUP00051,WH0003,04/11/2026,2026-04-16,Approved,CNY,planner_b,erp
PO00000627,SUP00061,WH0010,2026-04-10,2026-04-24,Received,USD,buyer_2,erp
PO00000628,SUP00023,WH0001,01/22/2026,2026-02-10,approved ,USD,planner_b,erp
PO00000629,SUP00113,WH0012,2026-04-05,2026-04-22,Created,MXN,buyer_2,erp
PO00000630,SUP00109,WH0007,02/26/2026,2026-03-20,approved ,CNY,planner_a,erp
PO00000631,SUP00006,WH0002,2025-12-06,2026-01-16,Cancelled,EUR,planner_c,erp
PO00000632,SUP00119,WH0018,2026-03-05,2026-04-01,Approved,MXN,buyer_2,erp
PO00000633,SUP00087,WH0020,05/12/2026,2026-05-18,approved ,USD,buyer_1,erp
PO00000634,SUP00105,WH0008,2026-02-25,2026-03-21,approved ,USD,planner_a,erp
PO00000635,SUP00105,WH0019,2026-02-20,2026-03-01,Approved,EUR,planner_b,erp
PO00000636,SUP00078,WH0020,2026-04-04,2026-05-04,Received,USD,planner_c,erp
PO00000637,SUP00108,WH0025,04/14/2026,2026-05-07,Partially Received,CNY,buyer_1,erp
PO00000638,SUP00094,WH0008,01/19/2026,2026-02-17,Created,USD,planner_a,erp
PO00000639,SUP00116,WH0011,2026-03-11,2026-03-25,Created,CAD,planner_b,erp
PO00000640,SUP00043,WH0002,01/15/2026,2026-02-08,Approved,EUR,buyer_2,erp
PO00000641,SUP00073,WH0018,2025-12-18,2026-01-03,Partially Received,USD,buyer_2,erp
PO00000642,SUP00030,WH0005,02/25/2026,2026-03-13,approved ,MXN,buyer_1,erp
PO00000643,SUP00115,WH0025,01/07/2026,2026-01-12,Received,USD,buyer_2,erp
PO00000644,SUP00010,WH0004,2026-03-10,2026-04-19,Cancelled,USD,planner_b,erp
PO00000645,SUP00112,WH0001,2026-01-25,2026-02-21,Partially Received,USD,planner_b,erp
PO00000646,SUP00103,WH0006,2026-03-27,2026-04-05,Cancelled,MXN,buyer_1,erp
PO00000647,SUP00100,WH0002,02/27/2026,2026-04-03,Cancelled,USD,planner_c,erp
PO00000648,SUP00040,WH0006,2025-12-22,2026-02-03,Created,CAD,planner_b,erp
PO00000649,SUP00008,WH0003,12/29/2025,2026-01-07,Partially Received,EUR,planner_a,erp
PO00000650,SUP00116,WH0002,02/02/2026,2026-02-18,Received,CNY,buyer_1,erp
PO00000651,SUP00101,WH0020,2026-01-17,2026-01-22,approved ,EUR,buyer_2,erp
PO00000652,SUP00053,WH0015,2026-05-05,2026-06-19,approved ,CAD,planner_a,erp
PO00000653,SUP00112,WH0015,03/02/2026,2026-03-14,Received,USD,buyer_2,erp
PO00000654,SUP00050,WH0006,02/25/2026,2026-03-21,Created,USD,planner_c,erp
PO00000655,SUP00062,WH0021,2026-01-24,2026-02-22,Created,USD,buyer_2,erp
PO00000656,SUP00046,WH0010,02/12/2026,2026-02-27,Approved,MXN,planner_b,erp
PO00000657,SUP00072,WH0011,2026-05-08,2026-06-16,Partially Received,MXN,planner_b,erp
PO00000658,SUP00061,WH0018,02/18/2026,2026-03-12,Cancelled,CNY,planner_b,erp
PO00000659,SUP00106,WH0022,2026-02-06,2026-02-23,Approved,EUR,buyer_1,erp
PO00000660,SUP00002,WH0012,02/27/2026,2026-04-01,Approved,USD,buyer_2,erp
PO00000661,SUP00040,WH0020,2026-03-19,2026-04-29,approved ,CNY,planner_c,erp
PO00000662,SUP00030,WH0009,02/28/2026,2026-03-30,Received,EUR,planner_a,erp
PO00000663,SUP00061,WH0002,01/07/2026,2026-01-15,Cancelled,CNY,planner_b,erp
PO00000664,SUP00013,WH0012,2026-03-28,2026-04-02,Received,USD,planner_c,erp
PO00000665,SUP00101,WH0015,03/28/2026,2026-05-12,Received,CNY,planner_a,erp
PO00000666,SUP00064,WH0009,2025-12-09,2025-12-22,Created,MXN,planner_a,erp
PO00000667,SUP00012,WH0021,05/09/2026,2026-06-07,Approved,EUR,buyer_2,erp
PO00000668,SUP00113,WH0001,05/08/2026,2026-05-23,Approved,CNY,planner_a,erp
PO00000669,SUP00007,WH0018,2026-02-15,2026-03-15,Received,MXN,buyer_1,erp
PO00000670,SUP00061,WH0024,12/26/2025,2026-01-20,Partially Received,EUR,buyer_1,erp
PO00000671,SUP00113,WH0016,03/06/2026,2026-03-14,approved ,MXN,planner_b,erp
PO00000672,SUP00098,WH0002,2026-04-19,2026-05-18,Cancelled,MXN,planner_b,erp
PO00000673,SUP00038,WH0014,03/28/2026,2026-04-15,approved ,CAD,buyer_1,erp
PO00000674,SUP00015,WH0011,01/06/2026,2026-02-15,Received,MXN,buyer_1,erp
PO00000675,SUP00089,WH0004,04/27/2026,2026-05-19,Approved,EUR,planner_c,erp
PO00000676,SUP00110,WH0003,2026-02-03,2026-03-12,Created,USD,buyer_2,erp
PO00000677,SUP00056,WH0022,2026-03-09,2026-04-11,Created,EUR,buyer_2,erp
PO00000678,SUP00064,WH0019,2026-02-02,2026-02-07,Partially Received,USD,buyer_2,erp
PO00000679,SUP00063,WH0002,02/17/2026,2026-02-28,Created,MXN,buyer_2,erp
PO00000680,SUP00074,WH0014,12/27/2025,2026-01-16,Approved,EUR,planner_c,erp
PO00000681,SUP00078,WH0011,02/09/2026,2026-03-16,Approved,MXN,buyer_2,erp
PO00000682,SUP00076,WH0011,2026-01-19,2026-02-27,Partially Received,USD,planner_a,erp
PO00000683,SUP00091,WH0014,04/18/2026,2026-05-20,approved ,USD,buyer_1,erp
PO00000684,SUP00086,WH0022,2026-01-10,2026-01-16,approved ,EUR,buyer_1,erp
PO00000685,SUP00042,WH0018,2026-01-02,2026-01-15,Approved,USD,planner_b,erp
PO00000686,SUP00051,WH0007,01/10/2026,2026-02-06,Approved,USD,planner_a,erp
PO00000687,SUP00042,WH0013,01/02/2026,2026-01-29,Approved,USD,planner_b,erp
PO00000688,SUP00120,WH0024,2026-04-22,2026-04-28,Cancelled,CAD,buyer_1,erp
PO00000689,SUP00073,WH0012,2026-01-31,2026-03-03,Created,CNY,buyer_1,erp
PO00000690,SUP00022,WH0012,02/08/2026,2026-03-11,approved ,USD,planner_c,erp
PO00000691,SUP00025,WH0022,05/13/2026,2026-06-14,Cancelled,EUR,buyer_1,erp
PO00000692,SUP00035,WH0002,02/28/2026,2026-04-02,Cancelled,EUR,buyer_2,erp
PO00000693,SUP00101,WH0014,2026-04-02,2026-04-11,approved ,USD,buyer_1,erp
PO00000694,SUP00010,WH0017,01/24/2026,2026-02-25,Received,USD,planner_b,erp
PO00000695,SUP_UNKNOWN,WH0018,01/07/2026,2026-02-13,Approved,USD,planner_a,erp
PO00000696,SUP00117,WH0012,03/22/2026,2026-04-10,Approved,USD,planner_a,erp
PO00000697,SUP00057,WH0001,12/16/2025,2026-01-13,Partially Received,USD,buyer_2,erp
PO00000698,SUP00078,WH0009,2026-01-15,2026-01-30,Partially Received,USD,planner_b,erp
PO00000699,SUP00062,WH0015,2026-03-08,2026-03-30,approved ,USD,planner_c,erp
PO00000700,SUP00020,WH0020,2025-12-10,2026-01-14,Partially Received,USD,planner_a,erp
PO00000701,SUP00003,WH0004,03/30/2026,2026-04-13,Partially Received,USD,planner_a,erp
PO00000702,SUP00052,WH0017,2026-01-25,2026-02-05,Cancelled,MXN,buyer_1,erp
PO00000703,SUP00101,WH0011,2026-03-10,2026-04-22,Received,MXN,buyer_1,erp
PO00000704,SUP00022,WH0004,2026-03-16,2026-04-03,approved ,EUR,planner_b,erp
PO00000705,SUP00003,WH0002,01/14/2026,2026-01-25,Approved,EUR,planner_a,erp
PO00000706,SUP00063,WH0004,04/06/2026,2026-04-25,Received,USD,planner_a,erp
PO00000707,SUP00103,WH0022,01/11/2026,2026-02-07,Approved,MXN,buyer_1,erp
PO00000708,SUP00013,WH0005,02/14/2026,2026-03-19,Created,MXN,buyer_2,erp
PO00000709,SUP00068,WH0010,2026-04-17,2026-04-23,Cancelled,USD,planner_c,erp
PO00000710,SUP00003,WH0025,2026-02-01,2026-03-07,approved ,EUR,buyer_1,erp
PO00000711,SUP00018,WH0022,02/09/2026,2026-02-22,approved ,MXN,planner_b,erp
PO00000712,SUP00118,WH0025,2026-03-11,2026-03-23,Received,EUR,planner_b,erp
PO00000713,SUP00111,WH0007,2026-03-27,2026-05-02,Partially Received,MXN,planner_b,erp
PO00000714,SUP00002,WH0006,2026-01-31,2026-02-19,Received,USD,planner_b,erp
PO00000715,SUP00024,WH0023,2026-04-26,2026-06-05,Partially Received,EUR,planner_c,erp
PO00000716,SUP00016,WH0005,2026-01-07,2026-01-23,approved ,CAD,planner_c,erp
PO00000717,SUP00054,WH0020,03/14/2026,2026-04-09,approved ,USD,planner_b,erp
PO00000718,SUP00085,WH0001,2025-12-28,2026-01-29,Created,USD,buyer_1,erp
PO00000719,SUP00017,WH0007,2026-02-21,2026-03-15,Approved,USD,planner_b,erp
PO00000720,SUP00101,WH0017,04/16/2026,2026-05-10,Received,USD,buyer_2,erp
PO00000721,SUP00118,WH0021,03/28/2026,2026-04-16,Approved,USD,buyer_1,erp
PO00000722,SUP00073,WH0016,04/19/2026,2026-05-24,Cancelled,CNY,planner_a,erp
PO00000723,SUP00025,WH0013,2026-01-28,2026-03-09,Cancelled,CAD,buyer_2,erp
PO00000724,SUP00098,WH0013,02/20/2026,2026-03-09,Created,CNY,planner_b,erp
PO00000725,SUP00112,WH0024,04/28/2026,2026-05-28,Partially Received,USD,buyer_2,erp
PO00000726,SUP00010,WH0009,2026-04-23,2026-06-05,approved ,CAD,planner_a,erp
PO00000727,SUP00066,WH0009,04/30/2026,2026-05-07,Approved,CAD,buyer_2,erp
PO00000728,SUP00011,WH0008,04/17/2026,2026-05-26,approved ,USD,buyer_2,erp
PO00000729,SUP00062,WH0017,01/08/2026,2026-01-30,Approved,MXN,planner_b,erp
PO00000730,SUP00013,WH0015,2026-02-20,2026-03-11,approved ,CAD,planner_c,erp
PO00000731,SUP00104,WH0006,2026-04-30,2026-05-13,approved ,CNY,planner_a,erp
PO00000732,SUP00043,WH0021,2026-02-22,2026-03-28,approved ,CNY,planner_c,erp
PO00000733,SUP00006,WH0013,02/02/2026,2026-03-15,Partially Received,CAD,buyer_2,erp
PO00000734,SUP00100,WH0006,2026-05-01,2026-05-16,approved ,USD,buyer_1,erp
PO00000735,SUP00003,WH0018,2026-02-14,2026-02-23,approved ,MXN,planner_c,erp
PO00000736,SUP00118,WH0009,04/23/2026,2026-05-29,approved ,USD,buyer_2,erp
PO00000737,SUP00076,WH0018,2026-02-14,2026-03-09,Cancelled,CAD,buyer_2,erp
PO00000738,SUP00052,WH0020,2026-03-12,2026-04-09,Approved,CAD,planner_c,erp
PO00000739,SUP00068,WH0022,2026-02-14,2026-03-09,Received,CAD,planner_c,erp
PO00000740,SUP00011,WH0018,2025-12-26,2026-01-29,approved ,CAD,buyer_2,erp
PO00000741,SUP00055,WH0010,2026-01-22,2026-02-22,Partially Received,CAD,buyer_2,erp
PO00000742,SUP00094,WH0009,2026-03-06,2026-04-18,Created,CAD,planner_b,erp
PO00000743,SUP00094,WH0018,03/04/2026,2026-03-26,Cancelled,CNY,buyer_2,erp
PO00000744,SUP00042,WH0016,2025-12-11,2026-01-01,Cancelled,USD,planner_b,erp
PO00000745,SUP00090,WH0019,04/29/2026,2026-06-12,approved ,USD,buyer_2,erp
PO00000746,SUP00064,WH0023,2026-04-30,2026-05-10,Created,CAD,planner_c,erp
PO00000747,SUP00031,WH0022,2026-01-20,2026-02-23,Received,EUR,planner_c,erp
PO00000748,SUP00057,WH0019,2026-02-18,2026-03-03,Partially Received,EUR,planner_a,erp
PO00000749,SUP00064,WH0014,04/07/2026,2026-04-29,Received,MXN,planner_a,erp
PO00000750,SUP00008,WH0006,01/24/2026,2026-03-07,approved ,USD,buyer_1,erp
PO00000751,SUP00060,WH0002,12/04/2025,2026-01-08,Created,CNY,buyer_1,erp
PO00000752,SUP00067,WH0020,2026-03-13,2026-04-22,Created,USD,buyer_2,erp
PO00000753,SUP00035,WH0007,02/14/2026,2026-03-05,Cancelled,CAD,planner_c,erp
PO00000754,SUP00033,WH0016,2026-01-16,2026-01-28,Cancelled,MXN,buyer_1,erp
PO00000755,SUP00034,WH0017,01/12/2026,2026-01-20,Approved,MXN,planner_c,erp
PO00000756,SUP00070,WH0012,2026-02-15,2026-03-28,Created,CAD,buyer_1,erp
PO00000757,SUP00103,WH0006,04/20/2026,2026-06-01,Approved,CNY,buyer_1,erp
PO00000758,SUP00095,WH0005,12/17/2025,2025-12-24,approved ,CAD,planner_b,erp
PO00000759,SUP00059,WH0009,2026-05-13,2026-05-22,Cancelled,MXN,planner_a,erp
PO00000760,SUP00049,WH0013,04/07/2026,2026-04-24,Cancelled,CAD,planner_b,erp
PO00000761,SUP00099,WH0001,03/19/2026,2026-04-05,Approved,EUR,buyer_1,erp
PO00000762,SUP00007,WH0003,2026-04-20,2026-05-07,Approved,CAD,planner_b,erp
PO00000763,SUP00045,WH0010,04/21/2026,2026-04-27,approved ,EUR,planner_b,erp
PO00000764,SUP00114,WH0021,12/25/2025,2026-01-21,Partially Received,USD,buyer_2,erp
PO00000765,SUP00114,WH0018,2026-02-28,2026-03-12,Received,CAD,planner_b,erp
PO00000766,SUP00067,WH0022,04/13/2026,2026-05-12,Cancelled,CAD,planner_a,erp
PO00000767,SUP00103,WH0012,2026-04-17,2026-06-01,Created,EUR,planner_a,erp
PO00000768,SUP00011,WH0010,04/16/2026,2026-05-08,Created,MXN,planner_b,erp
PO00000769,SUP00088,WH0023,03/28/2026,2026-04-24,approved ,MXN,planner_a,erp
PO00000770,SUP00023,WH0009,12/10/2025,2025-12-29,Cancelled,MXN,buyer_1,erp
PO00000771,SUP00077,WH0014,04/02/2026,2026-04-15,Cancelled,CNY,planner_c,erp
PO00000772,SUP00018,WH0018,2026-04-15,2026-04-30,Received,CAD,planner_c,erp
PO00000773,SUP00006,WH0011,04/03/2026,2026-04-17,Approved,MXN,buyer_2,erp
PO00000774,SUP00109,WH0015,02/02/2026,2026-02-27,approved ,CNY,buyer_2,erp
PO00000775,SUP00011,WH0005,04/09/2026,2026-05-12,Approved,CAD,planner_a,erp
PO00000776,SUP00099,WH0022,04/29/2026,2026-06-09,Approved,EUR,planner_a,erp
PO00000777,SUP00080,WH0009,2026-01-02,2026-02-08,Cancelled,USD,planner_c,erp
PO00000778,SUP00119,WH0009,2026-04-28,2026-05-31,Received,CNY,planner_b,erp
PO00000779,SUP00012,WH0021,02/27/2026,2026-03-31,Created,CNY,planner_a,erp
PO00000780,SUP00005,WH0022,01/21/2026,2026-03-05,Created,EUR,buyer_2,erp
PO00000781,SUP00095,WH0025,02/14/2026,2026-02-26,approved ,MXN,planner_b,erp
PO00000782,SUP00097,WH0020,2025-12-19,2026-01-21,Created,CAD,buyer_1,erp
PO00000783,SUP00049,WH0016,2026-04-17,2026-05-13,Cancelled,CNY,planner_c,erp
PO00000784,SUP00061,WH0001,02/07/2026,2026-03-09,Approved,USD,buyer_2,erp
PO00000785,SUP00053,WH0017,2026-01-02,2026-01-18,Cancelled,USD,planner_c,erp
PO00000786,SUP00087,WH0015,02/04/2026,2026-02-20,approved ,MXN,planner_a,erp
PO00000787,SUP00040,WH0019,01/14/2026,2026-01-28,Received,CNY,planner_c,erp
PO00000788,SUP00115,WH0025,05/03/2026,2026-05-22,approved ,MXN,planner_b,erp
PO00000789,SUP00095,WH0018,02/07/2026,2026-03-24,Created,USD,buyer_2,erp
PO00000790,SUP00080,WH0022,2026-01-25,2026-02-24,Created,EUR,planner_a,erp
PO00000791,SUP00041,WH0013,12/12/2025,2026-01-04,approved ,MXN,planner_a,erp
PO00000792,SUP00073,WH0006,01/27/2026,2026-03-02,Cancelled,MXN,planner_b,erp
PO00000793,SUP00119,WH0008,2026-04-25,2026-06-07,Partially Received,EUR,buyer_2,erp
PO00000794,SUP00111,WH0022,2025-12-22,2026-02-01,Received,USD,planner_b,erp
PO00000795,SUP00055,WH0014,04/09/2026,2026-05-07,Cancelled,EUR,planner_a,erp
PO00000796,SUP00045,WH0011,2025-12-22,2026-01-29,Partially Received,CNY,planner_b,erp
PO00000797,SUP00076,WH0017,2026-03-15,2026-04-03,Received,MXN,planner_a,erp
PO00000798,SUP00027,WH0013,2026-03-09,2026-04-08,approved ,CAD,planner_c,erp
PO00000799,SUP00026,WH0016,04/09/2026,2026-04-22,Partially Received,EUR,buyer_1,erp
PO00000800,SUP00074,WH0022,2026-03-04,2026-03-16,Approved,CNY,buyer_2,erp
