invoice_id,order_id,customer_id,invoice_date,due_date,invoice_amount,currency,invoice_status
INV00000617,SO00001089,CUST000429,2026-03-14,2026-04-28,43598.66,CAD,Cancelled
INV00000618,SO00000621,CUST000084,04/02/2026,2026-05-17,25380.17,USD,Open
INV00000619,SO00000377,CUST000097,2026-04-26,2026-06-10,29081.59,USD,Partially Paid
INV00000620,SO00002360,CUST000045,2026-04-15,2026-04-30,22701.78,MXN,open 
INV00000621,SO00000473,CUST000431,2026-02-21,2026-04-07,38932.50,EUR,Cancelled
INV00000622,SO00000332,CUST000169,04/19/2026,2026-06-03,7073.73,MXN,Partially Paid
INV00000623,SO00002427,CUST000048,2026-06-05,2026-07-20,2030.67,USD,Paid
INV00000624,SO00001727,CUST000256,2026-04-01,2026-05-31,21332.68,USD,Partially Paid
INV00000625,SO00002466,CUST000434,2026-03-09,2026-05-08,42449.53,MXN,Paid
INV00000626,SO00002334,CUST000232,04/22/2026,2026-06-06,43721.42,CAD,Cancelled
INV00000627,SO00001720,CUST000036,2026-03-07,2026-04-21,22086.12,USD,open 
INV00000628,SO00000622,CUST000300,03/02/2026,2026-05-01,28435.85,USD,Paid
INV00000629,SO00001627,CUST000320,2026-02-11,2026-03-28,16474.74,MXN,Open
INV00000630,SO00000623,CUST000380,05/10/2026,2026-07-09,42922.39,CAD,open 
INV00000631,SO00002401,CUST000407,2026-06-01,2026-07-01,42331.20,EUR,Partially Paid
INV00000632,SO00001439,CUST000377,2026-05-09,2026-06-23,2390.40,USD,Partially Paid
INV00000633,SO00001561,CUST000400,01/14/2026,2026-02-13,959.73,MXN,Open
INV00000634,SO00001338,CUST000343,04/26/2026,2026-06-10,22495.57,USD,open 
INV00000635,SO00000671,CUST000071,01/30/2026,2026-03-01,35960.78,CAD,Cancelled
INV00000636,SO00000162,CUST000032,05/29/2026,2026-06-13,12059.71,USD,Partially Paid
INV00000637,SO00002079,CUST000261,2026-04-20,2026-06-04,36916.17,CAD,open 
INV00000638,SO00002331,CUST000426,2026-05-13,2026-07-12,7873.48,MXN,open 
INV00000639,SO00000373,CUST000092,2026-04-23,2026-06-22,10335.41,USD,Cancelled
INV00000640,SO00000407,CUST000281,05/22/2026,2026-07-21,26797.19,USD,open 
INV00000641,SO00002212,CUST_UNKNOWN,2026-02-02,2026-04-03,29119.67,USD,Cancelled
INV00000642,SO00000813,CUST000376,01/12/2026,2026-02-11,4886.75,USD,Paid
INV00000643,SO00001710,CUST000411,04/23/2026,2026-05-23,25641.57,USD,Open
INV00000644,SO00001456,CUST000279,2026-03-10,2026-04-24,17270.58,USD,Paid
INV00000645,SO00001558,CUST000298,2026-04-28,2026-06-12,22663.65,CAD,Paid
INV00000646,SO00000139,CUST000188,04/04/2026,2026-05-19,12792.29,CAD,Partially Paid
INV00000647,SO00000540,CUST000145,2026-04-17,2026-05-02,42266.15,CAD,Open
INV00000648,SO00001481,CUST000417,03/17/2026,2026-04-16,17105.96,USD,Partially Paid
INV00000649,SO00000595,CUST000346,2026-04-08,2026-05-08,35384.25,CAD,Partially Paid
INV00000650,SO00000879,CUST000094,2026-02-28,2026-04-29,22996.97,EUR,Partially Paid
INV00000651,SO00000944,CUST000416,2026-02-26,2026-04-27,3140.92,EUR,Paid
INV00000652,SO00001445,CUST000027,2026-04-12,2026-06-11,22368.83,USD,Paid
INV00000653,SO00000646,CUST000094,2026-02-18,2026-04-19,43343.59,CAD,Partially Paid
INV00000654,SO00000894,CUST000234,2026-02-10,2026-03-27,17757.83,MXN,open 
INV00000655,SO00000670,CUST000105,03/26/2026,2026-05-10,416.49,USD,Paid
INV00000656,SO00002152,CUST000150,2026-05-13,2026-06-12,28371.12,USD,Cancelled
INV00000657,SO00001955,CUST000055,2026-01-12,2026-02-11,1364.04,EUR,Open
INV00000658,SO00001618,CUST000237,2026-03-17,2026-05-16,14577.38,EUR,open 
INV00000659,SO00000915,CUST000195,04/11/2026,2026-06-10,22854.27,USD,Partially Paid
INV00000660,SO00001768,CUST000219,2026-01-13,2026-01-28,4482.77,MXN,Partially Paid
INV00000661,SO00000812,CUST000023,05/27/2026,2026-06-26,24738.87,MXN,Cancelled
INV00000662,SO00002194,CUST000249,04/05/2026,2026-05-05,44231.69,USD,Cancelled
INV00000663,SO00001385,CUST000085,05/14/2026,2026-06-28,24741.44,USD,Cancelled
INV00000664,SO00000088,CUST000350,03/21/2026,2026-04-05,4267.60,USD,Cancelled
INV00000665,SO00000618,CUST000177,01/21/2026,2026-03-07,4446.59,USD,Open
INV00000666,SO00001605,CUST000124,2026-03-06,2026-04-20,32137.82,EUR,Partially Paid
INV00000667,SO00001388,CUST000005,04/14/2026,2026-05-14,2619.14,MXN,Paid
INV00000668,SO00001289,CUST000183,2026-04-22,2026-05-22,8873.56,MXN,open 
INV00000669,SO00002063,CUST000100,2026-05-12,2026-06-11,9224.36,MXN,Paid
INV00000670,SO00002304,CUST000171,2026-05-15,2026-06-14,29802.33,CAD,open 
INV00000671,SO00001693,CUST000371,2026-05-27,2026-07-26,26848.78,USD,Paid
INV00000672,SO00001441,CUST000002,02/26/2026,2026-04-27,3449.59,USD,open 
INV00000673,SO00001571,CUST000020,02/08/2026,2026-04-09,24229.93,MXN,Cancelled
INV00000674,SO00002428,CUST000295,03/17/2026,2026-05-01,4582.32,USD,Partially Paid
INV00000675,SO00001866,CUST000327,04/17/2026,2026-05-17,29665.62,USD,Partially Paid
INV00000676,SO00000246,CUST000125,2026-03-22,2026-04-06,21729.24,USD,Partially Paid
INV00000677,SO00000272,CUST000396,2026-04-05,2026-06-04,44451.43,USD,Partially Paid
INV00000678,SO00001452,CUST000132,2026-04-20,2026-05-05,33677.88,CAD,Paid
INV00000679,SO00001114,CUST000143,01/30/2026,2026-02-14,14922.93,USD,open 
INV00000680,SO00002441,CUST000159,2026-04-18,2026-06-02,21882.61,MXN,Partially Paid
INV00000681,SO00001988,CUST000207,2026-03-02,2026-04-16,25121.64,USD,Paid
INV00000682,SO00002107,CUST000328,2026-05-19,2026-07-03,7789.83,USD,Paid
INV00000683,SO00001279,CUST000093,2026-05-25,2026-06-24,26396.17,EUR,Paid
INV00000684,SO00000463,CUST000419,02/14/2026,2026-03-01,30275.39,CAD,Paid
INV00000685,SO00000899,CUST000208,03/21/2026,2026-04-20,6558.14,USD,Open
INV00000686,SO00001493,CUST000437,2026-01-02,2026-02-01,14300.15,CAD,Partially Paid
INV00000687,SO00002252,CUST000002,03/07/2026,2026-03-22,15580.62,CAD,Partially Paid
INV00000688,SO00001184,CUST000446,2026-04-21,2026-05-21,10165.76,MXN,Open
INV00000689,SO00001234,CUST000258,04/27/2026,2026-06-11,13524.98,USD,Paid
INV00000690,SO00000513,CUST000131,2026-04-27,2026-05-27,9695.49,USD,open 
INV00000691,SO00001373,CUST000204,03/15/2026,2026-04-29,32262.80,MXN,Partially Paid
INV00000692,SO00000597,CUST000313,2026-02-14,2026-03-01,15072.37,USD,open 
INV00000693,SO00001042,CUST000241,2026-02-23,2026-04-24,31316.66,EUR,Paid
INV00000694,SO00001241,CUST000304,2026-01-29,2026-02-28,2014.22,EUR,Paid
INV00000695,SO00002443,CUST000212,03/23/2026,2026-05-22,954.39,USD,Paid
INV00000696,SO00001991,CUST000023,02/13/2026,2026-03-15,28019.94,USD,Cancelled
INV00000697,SO00001198,CUST000306,2026-03-16,2026-05-15,43653.04,CAD,Partially Paid
INV00000698,SO00001045,CUST000325,2026-05-31,2026-07-30,18906.74,USD,Partially Paid
INV00000699,SO00001860,CUST000449,2026-05-11,2026-07-10,34838.68,EUR,open 
INV00000700,SO00001376,CUST000293,02/11/2026,2026-03-13,17932.59,USD,open 
INV00000701,SO00000324,CUST000449,2026-03-25,2026-05-24,760.72,USD,Open
INV00000702,SO00000964,CUST000231,2026-01-29,2026-03-15,39319.69,CAD,Cancelled
INV00000703,SO00000238,CUST000105,01/16/2026,2026-03-02,28512.90,CAD,Paid
INV00000704,SO00001643,CUST000078,2026-05-23,2026-06-07,39131.21,CAD,Open
INV00000705,SO00002363,CUST000102,01/04/2026,2026-02-18,5123.60,USD,Cancelled
INV00000706,SO00000164,CUST000076,05/24/2026,2026-06-08,9924.19,USD,Paid
INV00000707,SO00001789,CUST000161,04/27/2026,2026-05-12,31379.60,CAD,Cancelled
INV00000708,SO00001820,CUST000372,2026-04-08,2026-06-07,590.80,USD,open 
INV00000709,SO00000143,CUST000217,04/01/2026,2026-05-16,30463.09,USD,Paid
INV00000710,SO00001379,CUST000402,2026-01-22,2026-03-08,36866.38,CAD,Cancelled
INV00000711,SO00001249,CUST000329,01/27/2026,2026-02-11,20164.72,MXN,open 
INV00000712,SO00002105,CUST000412,03/25/2026,2026-04-24,30927.67,MXN,Paid
INV00000713,SO00001457,CUST000016,2026-05-05,2026-06-19,42404.84,USD,open 
INV00000714,SO00001911,CUST000154,2026-04-24,2026-05-24,22311.03,MXN,Partially Paid
INV00000715,SO00001796,CUST000377,2026-04-29,2026-05-29,29297.83,CAD,Paid
INV00000716,SO00000538,CUST000167,04/27/2026,2026-06-26,3734.14,EUR,Cancelled
INV00000717,SO00001491,CUST000412,06/06/2026,2026-08-05,36049.77,EUR,Cancelled
INV00000718,SO00000168,CUST000305,2026-02-05,2026-03-07,543.35,USD,Partially Paid
INV00000719,SO00002400,CUST000346,2026-04-11,2026-04-26,22382.42,USD,Cancelled
INV00000720,SO00001822,CUST000450,02/23/2026,2026-03-10,6156.73,USD,Paid
INV00000721,SO00000609,CUST000181,04/10/2026,2026-05-10,2240.41,CAD,open 
INV00000722,SO00001653,CUST000279,2026-04-02,2026-04-17,22545.28,MXN,Cancelled
INV00000723,SO00000420,CUST000320,02/06/2026,2026-03-23,27093.23,USD,Open
INV00000724,SO00000189,CUST000195,01/29/2026,2026-02-28,22251.30,USD,Paid
INV00000725,SO00000056,CUST000023,03/20/2026,2026-04-19,13680.96,CAD,Cancelled
INV00000726,SO00001046,CUST000385,2026-03-02,2026-03-17,30291.36,USD,open 
INV00000727,SO00002244,CUST000339,04/14/2026,2026-05-29,8700.78,CAD,Paid
INV00000728,SO00000102,CUST000321,2026-05-23,2026-06-07,8362.48,CAD,open 
INV00000729,SO00000539,CUST000295,05/10/2026,2026-06-09,4921.56,USD,open 
INV00000730,SO00000911,CUST000005,04/03/2026,2026-06-02,17293.92,USD,open 
INV00000731,SO00001934,CUST000442,03/11/2026,2026-04-25,10309.39,EUR,Paid
INV00000732,SO00000930,CUST000115,2026-01-15,2026-02-14,2462.14,USD,open 
INV00000733,SO00002042,CUST000335,2026-04-13,2026-05-28,11797.83,USD,open 
INV00000734,SO00000861,CUST000444,04/10/2026,2026-06-09,21804.36,CAD,Cancelled
INV00000735,SO00001092,CUST000412,01/30/2026,2026-02-14,5612.91,USD,Paid
INV00000736,SO00001915,CUST000082,01/21/2026,2026-03-07,10122.00,EUR,Cancelled
INV00000737,SO00000053,CUST000378,2026-02-22,2026-03-09,25156.54,USD,Partially Paid
INV00000738,SO00000855,CUST000036,02/27/2026,2026-03-29,15717.40,USD,Partially Paid
INV00000739,SO00000476,CUST000034,02/12/2026,2026-04-13,29182.20,USD,Partially Paid
INV00000740,SO00000169,CUST000283,02/05/2026,2026-04-06,41350.40,CAD,Cancelled
INV00000741,SO00001846,CUST000014,03/01/2026,2026-04-30,12996.32,EUR,Open
INV00000742,SO00001418,CUST000286,05/23/2026,2026-06-22,10179.19,MXN,open 
INV00000743,SO00000554,CUST000086,2026-02-10,2026-03-12,9011.11,USD,Partially Paid
INV00000744,SO00000090,CUST000028,04/07/2026,2026-05-07,31035.89,CAD,Open
INV00000745,SO00001243,CUST000229,2026-02-17,2026-03-04,43164.84,MXN,open 
INV00000746,SO00002213,CUST000318,2026-03-02,2026-04-01,34702.28,USD,Partially Paid
INV00000747,SO00000568,CUST000091,2026-01-21,2026-02-05,10282.28,EUR,Cancelled
INV00000748,SO00001257,CUST000175,2026-06-01,2026-07-01,30605.28,CAD,Cancelled
INV00000749,SO00000182,CUST000429,06/08/2026,2026-07-08,43785.86,USD,Cancelled
INV00000750,SO00002055,CUST000368,2026-01-26,2026-02-25,40616.25,USD,Partially Paid
INV00000751,SO00002113,CUST000212,02/06/2026,2026-04-07,38142.31,EUR,Open
INV00000752,SO00002447,CUST000303,02/09/2026,2026-03-11,7903.79,MXN,Paid
INV00000753,SO00002398,CUST000120,2026-03-01,2026-03-31,23204.88,MXN,Paid
INV00000754,SO00000570,CUST000229,02/28/2026,2026-04-29,1857.87,USD,Open
INV00000755,SO00001154,CUST000297,2026-02-17,2026-03-04,11947.24,EUR,Paid
INV00000756,SO00001416,CUST000129,2026-01-21,2026-02-05,25791.07,USD,open 
INV00000757,SO00002367,CUST000118,02/07/2026,2026-03-24,14350.86,USD,Open
INV00000758,SO00001253,CUST000441,2026-01-06,2026-03-07,29014.19,USD,Partially Paid
INV00000759,SO00001785,CUST000035,01/06/2026,2026-02-05,31259.56,USD,Paid
INV00000760,SO00001043,CUST000144,2026-02-17,2026-04-18,30828.75,EUR,Cancelled
INV00000761,SO00001262,CUST000088,2026-05-16,2026-06-30,4605.99,MXN,Open
INV00000762,SO00000858,CUST000162,2026-01-30,2026-03-01,34232.56,USD,Open
INV00000763,SO00002032,CUST000067,03/02/2026,2026-04-16,12865.09,MXN,Cancelled
INV00000764,SO00000009,CUST000068,01/23/2026,2026-03-24,9483.75,MXN,Open
INV00000765,SO00000544,CUST000097,2026-02-25,2026-04-11,22569.57,USD,Partially Paid
INV00000766,SO00001049,CUST000077,05/18/2026,2026-07-02,7730.92,USD,open 
INV00000767,SO00002214,CUST000175,2026-03-05,2026-05-04,32182.12,CAD,Paid
INV00000768,SO00002150,CUST000064,2026-01-24,2026-02-08,9334.55,EUR,open 
INV00000769,SO00000065,CUST000183,2026-04-29,2026-06-13,29040.70,MXN,Partially Paid
INV00000770,SO00001335,CUST000031,2026-03-07,2026-04-06,15973.24,USD,Cancelled
INV00000771,SO00001187,CUST000398,02/14/2026,2026-03-01,39573.48,EUR,Partially Paid
INV00000772,SO00001856,CUST000220,2026-04-12,2026-05-27,28633.42,USD,Partially Paid
INV00000773,SO00000707,CUST000134,2026-03-10,2026-03-25,15966.56,USD,Open
INV00000774,SO00000933,CUST000099,03/10/2026,2026-04-24,33473.85,USD,Cancelled
INV00000775,SO00000896,CUST000086,2026-05-23,2026-06-22,42156.04,USD,open 
INV00000776,SO00002492,CUST000175,2026-06-05,2026-07-05,16835.33,USD,open 
INV00000777,SO00002274,CUST000304,03/09/2026,2026-05-08,23605.62,USD,Partially Paid
INV00000778,SO00001926,CUST000258,02/10/2026,2026-02-25,18764.54,USD,Paid
INV00000779,SO00001773,CUST000206,02/09/2026,2026-04-10,28657.31,USD,Partially Paid
INV00000780,SO00002257,CUST000357,2026-02-16,2026-04-17,34103.81,USD,Open
INV00000781,SO00001307,CUST000230,06/06/2026,2026-07-21,28177.37,MXN,Partially Paid
INV00000782,SO00001798,CUST000039,03/09/2026,2026-04-23,4308.10,USD,Open
INV00000783,SO00001671,CUST000007,2026-05-14,2026-05-29,9093.45,CAD,Partially Paid
INV00000784,SO00000035,CUST000103,01/25/2026,2026-03-11,826.35,USD,Paid
INV00000785,SO00000136,CUST000256,2026-02-09,2026-03-26,31946.80,USD,open 
INV00000786,SO00001317,CUST000197,06/04/2026,2026-06-19,15111.11,USD,Cancelled
INV00000787,SO00001010,CUST000175,2026-03-14,2026-05-13,31285.00,MXN,Cancelled
INV00000788,SO00001728,CUST000129,04/19/2026,2026-05-19,32977.62,EUR,Cancelled
INV00000789,SO00001053,CUST000174,2026-04-05,2026-05-20,3100.10,EUR,Open
INV00000790,SO00001500,CUST000265,04/07/2026,2026-04-22,37762.44,MXN,Paid
INV00000791,SO00001501,CUST000015,2026-01-29,2026-02-28,22475.89,USD,Partially Paid
INV00000792,SO00002414,CUST000152,2026-05-14,2026-06-28,10560.94,CAD,open 
INV00000793,SO00000674,CUST000223,04/18/2026,2026-06-17,42629.80,MXN,Partially Paid
INV00000794,SO00000161,CUST000270,01/14/2026,2026-02-13,13355.82,MXN,Partially Paid
INV00000795,SO00001541,CUST000178,05/23/2026,2026-07-07,24435.18,USD,Paid
INV00000796,SO00002043,CUST000072,02/02/2026,2026-02-17,12235.39,MXN,Partially Paid
INV00000797,SO00000645,CUST000382,2026-05-27,2026-07-26,23448.62,CAD,Cancelled
INV00000798,SO00001428,CUST000304,2026-03-26,2026-05-10,39406.30,USD,Paid
INV00000799,SO00001062,CUST000320,2026-01-22,2026-03-08,42632.31,USD,open 
INV00000800,SO00001347,CUST000408,02/20/2026,2026-04-06,31414.72,USD,Paid
INV00000801,SO00001027,CUST000415,01/23/2026,2026-02-22,1289.42,EUR,Partially Paid
INV00000802,SO00000615,CUST000408,04/02/2026,2026-05-02,37264.59,MXN,Open
INV00000803,SO00000335,CUST000268,03/26/2026,2026-04-25,36848.53,USD,Cancelled
INV00000804,SO00001819,CUST000366,04/17/2026,2026-05-17,16138.96,USD,open 
INV00000805,SO00000091,CUST000199,2026-04-23,2026-06-22,4722.53,CAD,Open
INV00000806,SO00000985,CUST000277,04/29/2026,2026-05-29,18349.90,USD,open 
INV00000807,SO00000545,CUST000272,2026-01-22,2026-03-08,23317.85,USD,Cancelled
INV00000808,SO00001914,CUST000262,2026-06-07,2026-06-22,13835.44,CAD,open 
INV00000809,SO00000910,CUST000354,2026-04-20,2026-06-04,28612.14,MXN,Partially Paid
INV00000810,SO00001692,CUST000147,2026-04-06,2026-05-21,21210.60,USD,Partially Paid
INV00000811,SO00000289,CUST000030,05/03/2026,2026-07-02,33072.06,USD,Cancelled
INV00000812,SO00001352,CUST000184,04/16/2026,2026-05-16,10137.51,USD,Open
INV00000813,SO00001265,CUST000289,2026-02-08,2026-02-23,12779.53,USD,Paid
INV00000814,SO00001488,CUST000400,05/05/2026,2026-06-19,32078.03,MXN,Open
INV00000815,SO00001365,CUST000157,03/04/2026,2026-04-03,13344.46,EUR,Open
INV00000816,SO00002006,CUST000109,02/11/2026,2026-02-26,8659.59,USD,open 
INV00000817,SO00001153,CUST000421,2026-05-14,2026-05-29,6743.66,USD,Paid
INV00000818,SO_UNKNOWN,CUST000345,2026-01-15,2026-03-01,6804.55,CAD,open 
INV00000819,SO00001364,CUST000401,03/09/2026,2026-04-08,29769.73,CAD,open 
INV00000820,SO00001839,CUST000111,2026-01-20,2026-03-06,450.80,USD,open 
INV00000821,SO00000706,CUST000272,2026-04-18,2026-05-18,20624.28,USD,Paid
INV00000822,SO00001723,CUST000411,2026-06-03,2026-08-02,39176.65,MXN,Cancelled
INV00000823,SO00000318,CUST_UNKNOWN,05/23/2026,2026-07-22,524.23,MXN,open 
INV00000824,SO00000329,CUST000118,03/17/2026,2026-05-01,28850.08,USD,Partially Paid
INV00000825,SO00001398,CUST000213,2026-04-30,2026-06-14,41487.72,CAD,Open
INV00000826,SO00002240,CUST000006,06/08/2026,2026-06-23,7265.50,EUR,Partially Paid
INV00000827,SO00002278,CUST000217,05/16/2026,2026-06-30,39066.23,CAD,open 
INV00000828,SO00001609,CUST000113,2026-02-24,2026-04-25,18769.21,CAD,Partially Paid
INV00000829,SO00001451,CUST000069,05/07/2026,2026-07-06,14317.50,USD,Partially Paid
INV00000830,SO00000187,CUST000040,2026-04-02,2026-06-01,22384.45,USD,Open
INV00000831,SO00001549,CUST000145,04/09/2026,2026-05-24,2297.15,USD,Partially Paid
INV00000832,SO00002424,CUST000096,01/16/2026,2026-03-17,13925.92,USD,Paid
INV00000833,SO00001461,CUST000189,03/28/2026,2026-05-27,41444.54,USD,Open
INV00000834,SO00000450,CUST000224,05/13/2026,2026-06-12,5120.25,EUR,Partially Paid
INV00000835,SO00001395,CUST000132,05/09/2026,2026-06-23,30734.96,USD,Partially Paid
INV00000836,SO00001316,CUST000347,02/20/2026,2026-03-07,417.80,MXN,Open
INV00000837,SO00001134,CUST000330,04/07/2026,2026-05-22,16818.34,USD,Open
INV00000838,SO00001377,CUST000152,2026-03-06,2026-04-05,36783.09,USD,Partially Paid
INV00000839,SO00001751,CUST000283,04/24/2026,2026-06-23,26608.11,CAD,Cancelled
INV00000840,SO00000031,CUST000132,01/23/2026,2026-03-24,25143.63,MXN,Cancelled
INV00000841,SO00001226,CUST000238,2026-03-16,2026-05-15,34507.17,MXN,Paid
INV00000842,SO00001626,CUST000084,03/25/2026,2026-05-09,33116.85,MXN,open 
INV00000843,SO00000664,CUST000064,2026-01-22,2026-02-06,27236.85,USD,Open
INV00000844,SO00001836,CUST000301,2026-02-28,2026-04-29,16122.60,USD,Open
INV00000845,SO00000207,CUST000282,2026-03-25,2026-04-09,7659.78,USD,open 
INV00000846,SO00000723,CUST000446,2026-05-15,2026-06-29,26714.09,CAD,Cancelled
INV00000847,SO00000827,CUST000189,2026-01-14,2026-03-15,11520.68,MXN,Cancelled
INV00000848,SO00000767,CUST000316,02/07/2026,2026-03-09,13945.50,USD,Paid
INV00000849,SO00000153,CUST000012,05/31/2026,2026-06-15,29685.10,USD,open 
INV00000850,SO00001229,CUST000295,05/02/2026,2026-07-01,3559.79,EUR,Partially Paid
INV00000851,SO00000804,CUST000185,2026-05-21,2026-06-20,14833.76,USD,Partially Paid
INV00000852,SO00002139,CUST000062,02/13/2026,2026-02-28,6598.42,USD,Open
INV00000853,SO00001893,CUST000073,01/27/2026,2026-03-13,20363.70,USD,Paid
INV00000854,SO00000488,CUST000348,2026-01-02,2026-03-03,27717.25,CAD,Partially Paid
INV00000855,SO00001438,CUST000378,2026-03-28,2026-05-27,23560.95,CAD,open 
INV00000856,SO_UNKNOWN,CUST000038,04/17/2026,2026-05-02,9486.56,MXN,open 
INV00000857,SO00000647,CUST000423,01/28/2026,2026-02-27,28752.65,USD,open 
INV00000858,SO00001736,CUST000160,2026-04-15,2026-06-14,22688.52,EUR,Partially Paid
INV00000859,SO00001399,CUST000051,2026-01-31,2026-03-17,40029.91,USD,Open
INV00000860,SO00002435,CUST000385,2026-01-04,2026-02-18,12362.61,MXN,Cancelled
INV00000861,SO00002007,CUST000203,02/07/2026,2026-04-08,35807.21,MXN,Cancelled
INV00000862,SO00000816,CUST000311,02/19/2026,2026-03-21,3638.63,CAD,Paid
INV00000863,SO00000248,CUST000416,2026-02-19,2026-03-06,21569.27,USD,Cancelled
INV00000864,SO00001063,CUST000413,02/04/2026,2026-03-21,38526.80,USD,Cancelled
INV00000865,SO00001636,CUST000161,2026-05-03,2026-06-02,1563.23,EUR,Paid
INV00000866,SO00000485,CUST000002,2026-05-29,2026-06-28,33192.23,USD,Paid
INV00000867,SO00000232,CUST000107,03/26/2026,2026-05-10,43712.56,CAD,Paid
INV00000868,SO00001868,CUST000332,2026-03-28,2026-05-12,21591.38,MXN,Paid
INV00000869,SO00000424,CUST000354,03/23/2026,2026-05-22,29388.72,USD,Paid
INV00000870,SO00000778,CUST000244,02/13/2026,2026-02-28,27461.95,MXN,Paid
INV00000871,SO00002321,CUST000048,2026-04-11,2026-04-26,20786.96,EUR,Paid
INV00000872,SO00000475,CUST000308,03/15/2026,2026-05-14,12533.83,MXN,Cancelled
INV00000873,SO00000863,CUST000147,2026-05-22,2026-06-06,17848.04,USD,Cancelled
INV00000874,SO00001744,CUST000445,2026-04-24,2026-06-08,6207.00,EUR,Cancelled
INV00000875,SO00002215,CUST000418,2026-01-20,2026-03-06,30182.19,CAD,Paid
INV00000876,SO00000282,CUST000115,06/10/2026,2026-06-25,16149.52,USD,Open
INV00000877,SO00000253,CUST000147,03/08/2026,2026-04-07,35639.20,USD,Paid
INV00000878,SO00000084,CUST000009,01/10/2026,2026-03-11,41564.90,USD,Cancelled
INV00000879,SO00000262,CUST000154,05/13/2026,2026-05-28,15036.60,MXN,Partially Paid
INV00000880,SO00001268,CUST000013,2026-02-20,2026-04-21,23384.20,MXN,Cancelled
INV00000881,SO00001646,CUST000119,02/10/2026,2026-02-25,34143.13,CAD,Cancelled
INV00000882,SO00001961,CUST000017,2026-04-04,2026-05-04,15998.57,EUR,Open
INV00000883,SO00001937,CUST000289,2026-02-02,2026-02-17,40129.83,EUR,open 
INV00000884,SO00001072,CUST000358,2026-01-09,2026-01-24,231.79,USD,Partially Paid
INV00000885,SO00000552,CUST000038,04/17/2026,2026-06-01,8333.08,CAD,Paid
INV00000886,SO00001139,CUST000227,2026-05-26,2026-07-10,20237.62,MXN,Cancelled
INV00000887,SO00000181,CUST000431,2026-04-06,2026-05-06,19961.71,USD,Open
INV00000888,SO00001294,CUST000176,05/23/2026,2026-07-22,25809.46,MXN,Cancelled
INV00000889,SO00001774,CUST000025,2026-04-05,2026-05-05,21458.75,MXN,open 
INV00000890,SO00002085,CUST000119,04/14/2026,2026-05-29,25716.03,USD,open 
INV00000891,SO00001084,CUST000424,02/01/2026,2026-02-16,21029.64,MXN,open 
INV00000892,SO00000555,CUST000261,2026-01-18,2026-02-17,28713.19,USD,Partially Paid
INV00000893,SO00002251,CUST000157,05/04/2026,2026-05-19,7323.79,USD,Paid
INV00000894,SO00001849,CUST000173,2026-03-31,2026-05-15,44393.94,USD,open 
INV00000895,SO00001615,CUST000110,2026-05-18,2026-07-02,9908.82,EUR,open 
INV00000896,SO00001168,CUST000304,2026-03-12,2026-03-27,7972.77,EUR,Cancelled
INV00000897,SO00000461,CUST000447,2026-04-30,2026-05-15,8202.17,USD,open 
INV00000898,SO00000409,CUST000328,04/23/2026,2026-05-08,42185.21,MXN,Partially Paid
INV00000899,SO00001910,CUST000029,2026-03-27,2026-04-11,30167.26,USD,Open
INV00000900,SO00002408,CUST000338,2026-04-19,2026-06-18,33306.22,USD,open 
INV00000901,SO00000047,CUST000046,2026-03-08,2026-04-22,16098.50,MXN,open 
INV00000902,SO00001691,CUST000259,2026-04-09,2026-05-09,38026.87,USD,Paid
INV00000903,SO00001945,CUST000123,2026-03-24,2026-05-23,22744.44,MXN,Partially Paid
INV00000904,SO00001374,CUST000060,03/04/2026,2026-05-03,1106.63,USD,Open
INV00000905,SO00001321,CUST000100,03/01/2026,2026-04-15,37833.14,EUR,Paid
INV00000906,SO00002074,CUST000023,2026-03-12,2026-03-27,27706.95,USD,open 
INV00000907,SO00001280,CUST000359,2026-02-07,2026-03-09,33221.59,CAD,Cancelled
INV00000908,SO00001903,CUST000035,04/27/2026,2026-05-27,20616.53,USD,open 
INV00000909,SO00001422,CUST000205,05/13/2026,2026-06-27,2523.96,MXN,Open
INV00000910,SO00000159,CUST000208,2026-01-26,2026-03-27,36417.97,USD,Cancelled
INV00000911,SO00000242,CUST000227,02/21/2026,2026-03-08,24638.30,USD,open 
INV00000912,SO00001863,CUST000405,2026-02-26,2026-03-28,44613.85,CAD,open 
INV00000913,SO00001867,CUST000335,02/09/2026,2026-03-11,11676.96,USD,Paid
INV00000914,SO00002371,CUST000284,03/17/2026,2026-05-01,13489.32,USD,open 
INV00000915,SO00002384,CUST000438,2026-01-25,2026-02-24,17057.22,EUR,Cancelled
INV00000916,SO00001070,CUST000293,2026-03-22,2026-05-06,16677.86,USD,Partially Paid
INV00000917,SO00002130,CUST000116,01/30/2026,2026-03-01,43296.74,USD,Open
INV00000918,SO00001487,CUST000105,03/01/2026,2026-03-16,31402.37,CAD,Cancelled
INV00000919,SO00001065,CUST000408,2026-04-01,2026-05-01,3409.30,CAD,Open
INV00000920,SO00000752,CUST000070,2026-05-19,2026-07-18,7904.03,USD,open 
INV00000921,SO00000426,CUST000171,2026-05-06,2026-06-20,15013.84,EUR,Open
INV00000922,SO00001430,CUST000265,03/18/2026,2026-04-02,41565.74,USD,Open
INV00000923,SO00000286,CUST_UNKNOWN,2026-04-27,2026-05-27,14058.33,USD,Cancelled
INV00000924,SO00001469,CUST000156,2026-03-29,2026-05-13,44316.17,MXN,Open
