transaction_line_id,transaction_id,line_number,product_id,quantity,unit_price,regular_price,promotion_id,coupon_amount,tax_amount,line_status,valid_values,store_id,associate_id,customer_id,transaction_ts,transaction_date,transaction_type,sales_channel,receipt_status,department,subcategory,brand,standard_cost,gross_sales,net_sales,estimated_cogs,gross_margin,markdown_amount
TL0000013601,TXN000003906,2,SKU0000518,4.0,198.88,198.88,,5.0,55.69,Sold,True,STR0005,ASC000229,CUST00000832,,,SALE,Store,Completed,Health & Beauty,Wellness,Greathome,76.33,795.52,790.52,305.32,485.2,0.0
TL0000013602,TXN000003906,3,SKU0000468,2.0,372.36,372.36,PRM00029,5.0,37.24,Sold,True,STR0005,ASC000229,CUST00000832,,,SALE,Store,Completed,Health & Beauty,Wellness,Greathome,150.1,744.72,739.72,300.2,439.52000000000004,0.0
TL0000013628,TXN000003912,2,SKU0000075,1.0,183.17,215.49,,1.0,16.48,Sold,True,STR0002,ASC000114,CUST00001420,2026-04-25 00:03:00,2026-04-25,SALE,Pickup,Completed,Sports,Fitness,Northpeak,95.23,183.17,182.17,95.23,86.93999999999998,32.32000000000002
TL0000013629,TXN000003912,3,SKU0000112,1.0,251.22,314.02,,2.0,12.56,Sold,True,STR0002,ASC000114,CUST00001420,2026-04-25 00:03:00,2026-04-25,SALE,Pickup,Completed,Automotive,Tires,Northpeak,184.22,251.22,249.22,184.22,65.0,62.79999999999998
TL0000013639,TXN000003916,2,SKU0000379,1.0,457.71,572.14,PRM00041,5.0,32.04,Sold,True,STR0009,ASC000362,CUST00001672,2026-04-24 10:08:00,2026-04-24,SALE,Pickup,Completed,Office,Stationery,Urbanbasics,257.74,457.71,452.71,257.74,194.96999999999997,114.43
TL0000013642,TXN000003916,5,SKU0000429,2.0,356.5,356.5,,1.0,64.17,Sold,True,STR0009,ASC000362,CUST00001672,2026-04-24 10:08:00,2026-04-24,SALE,Pickup,Completed,Health & Beauty,Cosmetics,Techline,311.28,713.0,712.0,622.56,89.44000000000005,0.0
TL0000013643,TXN000003916,6,SKU0000041,1.0,159.84,177.6,,1.0,0.0,Sold,True,STR0009,ASC000362,CUST00001672,2026-04-24 10:08:00,2026-04-24,SALE,Pickup,Completed,Grocery,Pantry,Greathome,152.46,159.84,158.84,152.46,6.3799999999999955,17.75999999999999
TL0000013645,TXN000003917,2,SKU0000205,3.0,108.28,108.28,,0.0,22.74,Sold,True,STR0019,ASC000227,,,,SALE,Store,Completed,Automotive,Accessories,Healthyyou,74.38,324.84000000000003,324.84000000000003,223.14,101.70000000000005,0.0
TL0000013647,TXN000003918,2,SKU0000238,3.0,682.92,682.92,,1.0,102.44,Sold,True,STR0015,ASC000438,CUST00000076,2026-05-29 13:06:00,2026-05-29,SALE,Store,Completed,Apparel,Men,Urbanbasics,263.73,2048.7599999999998,2047.7599999999998,791.19,1256.5699999999997,0.0
TL0000013649,TXN000003918,4,SKU0000511,1.0,714.61,714.61,,2.0,50.02,Sold,True,STR0015,ASC000438,CUST00000076,2026-05-29 13:06:00,2026-05-29,SALE,Store,Completed,Automotive,Accessories,Urbanbasics,292.97,714.61,712.61,292.97,419.64,0.0
TL0000013650,TXN000003919,1,SKU0000022,1.0,269.66,269.66,,0.0,24.27,Sold,True,STR0022,ASC000419,CUST00000484,,,SALE,Store,Completed,Office,Printing,Northpeak,185.15,269.66,269.66,185.15,84.51000000000002,0.0
TL0000013652,TXN000003919,3,SKU0000316,3.0,483.36,483.36,,0.0,72.5,Sold,True,STR0022,ASC000419,CUST00000484,,,SALE,Store,Completed,Grocery,Produce,Northpeak,395.15,1450.08,1450.08,1185.4499999999998,264.6300000000001,0.0
TL0000013659,TXN000003922,2,SKU0000090,1.0,675.05,710.58,,2.0,33.75,Sold,True,STR0017,ASC000429,,,,SALE,Pickup,Completed,Home,Bedding,Northpeak,309.03,675.05,673.05,309.03,364.02,35.530000000000086
TL0000013660,TXN000003922,3,SKU0000031,1.0,289.05,289.05,,0.0,26.01,Sold,True,STR0017,ASC000429,,,,SALE,Pickup,Completed,Office,School Supplies,Healthyyou,196.94,289.05,289.05,196.94,92.11000000000001,0.0
TL0000013661,TXN000003922,4,SKU0000015,1.0,10.74,12.63,,0.0,0.54,Sold,True,STR0017,ASC000429,,,,SALE,Pickup,Completed,Electronics,Gaming,Techline,10.84,10.74,10.74,10.84,-0.09999999999999964,1.8900000000000006
TL0000013662,TXN000003922,5,SKU0000260,1.0,244.54,305.67,,2.0,17.12,Sold,True,STR0017,ASC000429,,,,SALE,Pickup,Completed,Sports,Fitness,Healthyyou,244.03,244.54,242.54,244.03,-1.490000000000009,61.130000000000024
TL0000013663,TXN000003922,6,SKU0000459,1.0,363.65,404.06,,0.0,25.46,Sold,True,STR0017,ASC000429,,,,SALE,Pickup,Completed,Apparel,Kids,Northpeak,240.9,363.65,363.65,240.9,122.74999999999997,40.410000000000025
TL0000013664,TXN000003923,1,SKU0000313,1.0,77.02,77.02,,1.0,3.85,Sold,True,STR0016,ASC000262,,2026-05-19 17:56:00,2026-05-19,SALE,Store,Completed,Electronics,Gaming,Healthyyou,31.59,77.02,76.02,31.59,44.42999999999999,0.0
TL0000013665,TXN000003923,2,SKU0000569,1.0,496.82,496.82,,0.0,0.0,Sold,True,STR0016,ASC000262,,2026-05-19 17:56:00,2026-05-19,SALE,Store,Completed,Health & Beauty,Personal Care,Healthyyou,406.38,496.82,496.82,406.38,90.44,0.0
TL0000013666,TXN000003923,3,SKU0000075,1.0,193.94,215.49,,0.0,13.58,Sold,True,STR0016,ASC000262,,2026-05-19 17:56:00,2026-05-19,SALE,Store,Completed,Sports,Fitness,Northpeak,95.23,193.94,193.94,95.23,98.71,21.55000000000001
TL0000013667,TXN000003923,4,SKU0000040,1.0,124.99,124.99,,0.0,0.0,Sold,True,STR0016,ASC000262,,2026-05-19 17:56:00,2026-05-19,SALE,Store,Completed,Sports,Fitness,Greathome,59.19,124.99,124.99,59.19,65.8,0.0
TL0000013668,TXN000003923,5,SKU0000503,3.0,540.57,569.02,,0.0,113.52,Sold,True,STR0016,ASC000262,,2026-05-19 17:56:00,2026-05-19,SALE,Store,Completed,Sports,Fitness,Urbanbasics,355.97,1621.71,1621.71,1067.91,553.8,85.3499999999998
TL0000013669,TXN000003923,6,SKU0000191,3.0,356.17,356.17,PRM00011,0.0,74.8,Sold,True,STR0016,ASC000262,,2026-05-19 17:56:00,2026-05-19,SALE,Store,Completed,Sports,Cycling,Healthyyou,142.97,1068.51,1068.51,428.90999999999997,639.6,0.0
TL0000013672,TXN000003924,3,SKU0000577,1.0,22.87,26.91,,0.0,1.6,Sold,True,STR0016,ASC000267,CUST00000186,,,SALE,Store,Completed,Grocery,Beverages,Techline,10.78,22.87,22.87,10.78,12.090000000000002,4.039999999999999
TL0000013673,TXN000003924,4,SKU0000098,2.0,47.0,58.75,,0.0,6.58,Sold,True,STR0016,ASC000267,CUST00000186,,,SALE,Store,Completed,Sports,Fitness,Healthyyou,36.33,94.0,94.0,72.66,21.340000000000003,23.5
TL0000013676,TXN000003925,3,SKU0000445,5.0,254.03,254.03,,0.0,63.51,Sold,True,STR0003,ASC000249,,,,SALE,Store,Completed,Sports,Cycling,Greathome,197.99,1270.15,1270.15,989.95,280.20000000000005,0.0
TL0000013677,TXN000003925,4,SKU0000263,3.0,94.43,99.4,,1.0,19.83,Sold,True,STR0003,ASC000249,,,,SALE,Store,Completed,Office,Stationery,Freshway,46.66,283.29,282.29,139.98,142.31000000000003,14.909999999999997
TL0000013678,TXN000003925,5,SKU0000437,4.0,159.27,167.65,,0.0,31.85,Sold,True,STR0003,ASC000249,,,,SALE,Store,Completed,Apparel,Women,Techline,84.44,637.08,637.08,337.76,299.32000000000005,33.51999999999998
TL0000013691,TXN000003929,1,SKU0000526,3.0,317.64,317.64,,0.0,0.0,Sold,True,STR0002,ASC000253,,2026-04-03 10:09:00,2026-04-03,SALE,Pickup,Completed,Automotive,Car Care,Valueplus,210.05,952.92,952.92,630.1500000000001,322.76999999999987,0.0
TL0000013692,TXN000003929,2,SKU0000335,2.0,349.75,437.19,,0.0,0.0,Sold,True,STR0002,ASC000253,,2026-04-03 10:09:00,2026-04-03,SALE,Pickup,Completed,Apparel,Men,Urbanbasics,219.15,699.5,699.5,438.3,261.2,174.88
TL0000013699,TXN000003931,1,SKU0000274,1.0,49.87,58.67,PRM00001,0.0,0.0,Sold,True,STR0003,ASC000264,CUST00000650,,,SALE,Pickup,Completed,Automotive,Tires,Healthyyou,36.36,49.87,49.87,36.36,13.509999999999998,8.800000000000004
TL0000013700,TXN000003931,2,SKU0000173,4.0,230.48,230.48,,5.0,46.1,Sold,True,STR0003,ASC000264,CUST00000650,,,SALE,Pickup,Completed,Home,Decor,Valueplus,116.05,921.92,916.92,464.2,452.71999999999997,0.0
TL0000013701,TXN000003931,3,SKU0000542,2.0,444.71,494.12,,5.0,80.05,Sold,True,STR0003,ASC000264,CUST00000650,,,SALE,Pickup,Completed,Sports,Cycling,Northpeak,202.49,889.42,884.42,404.98,479.43999999999994,98.82000000000005
TL0000013703,TXN000003932,1,SKU0000129,2.0,577.8,642.0,,0.0,80.89,Sold,True,STR0014,ASC000444,CUST00001130,,,SALE,Store,Completed,Health & Beauty,Pharmacy,Techline,423.68,1155.6,1155.6,847.36,308.2399999999999,128.4000000000001
TL0000013705,TXN000003932,3,SKU0000349,2.0,87.84,87.84,PRM00017,1.0,0.0,Sold,True,STR0014,ASC000444,CUST00001130,,,SALE,Store,Completed,Electronics,Gaming,Valueplus,36.61,175.68,174.68,73.22,101.46000000000001,0.0
TL0000013706,TXN000003933,1,SKU0000502,2.0,371.64,391.2,,0.0,52.03,Sold,True,STR0008,ASC000257,CUST00001617,,,SALE,Store,Completed,Home,Bedding,Techline,266.62,743.28,743.28,533.24,210.03999999999996,39.120000000000005
TL0000013707,TXN000003933,2,SKU0000028,5.0,304.01,320.01,,0.0,136.8,Sold,True,STR0008,ASC000257,CUST00001617,,,SALE,Store,Completed,Grocery,Produce,Valueplus,241.93,1520.05,1520.05,1209.65,310.39999999999986,80.0
TL0000013708,TXN000003933,3,SKU0000314,1.0,53.34,53.34,,0.0,0.0,Sold,True,STR0008,ASC000257,CUST00001617,,,SALE,Store,Completed,Office,Stationery,Techline,45.88,53.34,53.34,45.88,7.460000000000001,0.0
TL0000013710,TXN000003933,5,SKU0000401,1.0,549.69,549.69,,0.0,49.47,Sold,True,STR0008,ASC000257,CUST00001617,,,SALE,Store,Completed,Health & Beauty,Personal Care,Healthyyou,362.0,549.69,549.69,362.0,187.69000000000005,0.0
TL0000013711,TXN000003934,1,SKU0000302,1.0,6.64,8.3,,0.0,0.0,Sold,True,STR0013,ASC000098,,2026-05-21 01:27:00,2026-05-21,SALE,Pickup,Completed,Automotive,Car Care,Urbanbasics,7.36,6.64,6.64,7.36,-0.7200000000000006,1.660000000000001
TL0000013717,TXN000003936,2,SKU0000308,1.0,422.88,497.51,,0.0,21.14,Sold,True,STR0004,ASC000002,CUST00000103,,,SALE,Store,Completed,Apparel,Men,Northpeak,212.19,422.88,422.88,212.19,210.69,74.63
TL0000013718,TXN000003936,3,SKU0000156,5.0,371.34,464.17,,0.0,92.83,Sold,True,STR0004,ASC000002,CUST00000103,,,SALE,Store,Completed,Home,Bedding,Urbanbasics,326.81,1856.6999999999998,1856.6999999999998,1634.05,222.64999999999986,464.1500000000002
TL0000013719,TXN000003936,4,SKU0000078,3.0,44.37,46.7,,0.0,9.32,Sold,True,STR0004,ASC000002,CUST00000103,,,SALE,Store,Completed,Sports,Outdoor,Urbanbasics,26.96,133.10999999999999,133.10999999999999,80.88,52.22999999999999,6.990000000000016
TL0000013725,TXN000003937,4,SKU0000524,1.0,815.91,959.9,,0.0,40.8,Sold,True,STR0012,ASC000116,CUST00000893,2026-05-17 09:43:00,2026-05-17,SALE,Store,Completed,Office,School Supplies,Greathome,413.44,815.91,815.91,413.44,402.46999999999997,143.99
TL0000013731,TXN000003939,2,SKU0000267,1.0,85.77,85.77,,0.0,0.0,Sold,True,STR0024,ASC000108,CUST00000298,2026-05-15 08:13:00,2026-05-15,SALE,Store,Completed,Office,Stationery,Healthyyou,53.94,85.77,85.77,53.94,31.83,0.0
TL0000013732,TXN000003939,3,SKU0000501,1.0,104.32,122.73,,0.0,9.39,Sold,True,STR0024,ASC000108,CUST00000298,2026-05-15 08:13:00,2026-05-15,SALE,Store,Completed,Automotive,Accessories,Greathome,66.1,104.32,104.32,66.1,38.22,18.41000000000001
TL0000013733,TXN000003939,4,SKU0000124,1.0,749.94,749.94,PRM00054,0.0,37.5,Sold,True,STR0024,ASC000108,CUST00000298,2026-05-15 08:13:00,2026-05-15,SALE,Store,Completed,Health & Beauty,Cosmetics,Freshway,398.69,749.94,749.94,398.69,351.25000000000006,0.0
TL0000013734,TXN000003940,1,SKU0000188,2.0,1056.55,1056.55,,0.0,0.0,Sold,True,STR0005,ASC000063,CUST00000499,2026-04-25 06:22:00,2026-04-25,SALE,Store,Completed,Automotive,Tires,Greathome,422.26,2113.1,2113.1,844.52,1268.58,0.0
TL0000013741,TXN000003943,1,SKU0000205,5.0,86.62,108.28,PRM00035,0.0,30.32,Sold,True,STR0010,ASC000394,,,,SALE,Store,Completed,Automotive,Accessories,Healthyyou,74.38,433.1,433.1,371.9,61.200000000000045,108.29999999999998
TL0000013743,TXN000003943,3,SKU0000048,1.0,710.75,888.44,,0.0,63.97,Sold,True,STR0010,ASC000394,,,,SALE,Store,Completed,Home,Storage,Techline,378.7,710.75,710.75,378.7,332.05,177.69000000000005
TL0000013744,TXN000003943,4,SKU0000564,5.0,612.13,612.13,,0.0,214.25,Sold,True,STR0010,ASC000394,,,,SALE,Store,Completed,Office,School Supplies,Urbanbasics,306.21,3060.65,3060.65,1531.05,1529.6000000000001,0.0
TL0000013745,TXN000003943,5,SKU0000522,3.0,110.58,130.1,,0.0,16.59,Sold,True,STR0010,ASC000394,,,,SALE,Store,Completed,Health & Beauty,Cosmetics,Techline,50.61,331.74,331.74,151.82999999999998,179.91000000000003,58.55999999999999
TL0000013746,TXN000003943,6,SKU0000200,1.0,536.53,631.21,,0.0,0.0,Sold,True,STR0010,ASC000394,,,,SALE,Store,Completed,Electronics,Computers,Greathome,351.5,536.53,536.53,351.5,185.02999999999997,94.68000000000006
TL0000013754,TXN000003946,1,SKU0000508,2.0,164.14,205.17,,5.0,16.41,Sold,True,STR0008,ASC000176,CUST00000002,,,SALE,Store,Completed,Apparel,Kids,Urbanbasics,97.72,328.28,323.28,195.44,127.83999999999997,82.06
TL0000013756,TXN000003948,1,SKU0000046,4.0,790.95,790.95,PRM00015,0.0,158.19,Sold,True,STR0012,ASC000209,,,,SALE,Store,Completed,Grocery,Pantry,Healthyyou,329.67,3163.8,3163.8,1318.68,1845.1200000000001,0.0
TL0000013757,TXN000003948,2,SKU0000497,1.0,74.81,88.01,PRM00042,5.0,5.24,Sold,True,STR0012,ASC000209,,,,SALE,Store,Completed,Grocery,Pantry,Urbanbasics,69.82,74.81,69.81,69.82,-0.009999999999990905,13.200000000000003
TL0000013758,TXN000003948,3,SKU0000361,3.0,181.79,227.24,,2.0,0.0,Sold,True,STR0012,ASC000209,,,,SALE,Store,Completed,Apparel,Shoes,Techline,126.26,545.37,543.37,378.78000000000003,164.58999999999997,136.35000000000005
TL0000013759,TXN000003948,4,SKU0000097,5.0,526.51,619.42,,0.0,131.63,Sold,True,STR0012,ASC000209,,,,SALE,Store,Completed,Electronics,Computers,Techline,434.37,2632.55,2632.55,2171.85,460.7000000000003,464.54999999999984
TL0000013760,TXN000003949,1,SKU0000061,1.0,141.07,165.97,,0.0,7.05,Sold,True,STR0004,ASC000009,CUST00000600,2026-05-30 15:45:00,2026-05-30,SALE,Pickup,Completed,Apparel,Men,Techline,83.47,141.07,141.07,83.47,57.599999999999994,24.900000000000006
TL0000013761,TXN000003949,2,SKU0000428,2.0,19.9,19.9,,5.0,1.99,Sold,True,STR0004,ASC000009,CUST00000600,2026-05-30 15:45:00,2026-05-30,SALE,Pickup,Completed,Automotive,Car Care,Freshway,136.17,39.8,34.8,272.34,-237.53999999999996,0.0
TL0000013762,TXN000003949,3,SKU0000362,1.0,580.18,580.18,,0.0,29.01,Sold,True,STR0004,ASC000009,CUST00000600,2026-05-30 15:45:00,2026-05-30,SALE,Pickup,Completed,Office,School Supplies,Northpeak,255.42,580.18,580.18,255.42,324.76,0.0
TL0000013772,TXN000003953,2,SKU0000171,2.0,442.68,442.68,,2.0,44.27,Sold,True,STR0011,ASC000367,,2026-04-01 15:08:00,2026-04-01,SALE,Store,Completed,Home,Kitchen,Urbanbasics,344.6,885.36,883.36,689.2,194.15999999999997,0.0
TL0000013773,TXN000003953,3,SKU0000152,5.0,424.48,471.64,,0.0,191.01,Sold,True,STR0011,ASC000367,,2026-04-01 15:08:00,2026-04-01,SALE,Store,Completed,Automotive,Car Care,Greathome,299.11,2122.4,2122.4,1495.5500000000002,626.8499999999999,235.79999999999984
TL0000013780,TXN000003955,1,SKU0000543,5.0,183.59,183.59,,0.0,82.62,Sold,True,STR0014,ASC000293,,,,SALE,Store,Completed,Office,Printing,Urbanbasics,87.33,917.95,917.95,436.65,481.30000000000007,0.0
TL0000013793,TXN000003960,1,SKU0000043,1.0,507.29,563.66,,1.0,0.0,Sold,True,STR0005,ASC000229,CUST00000366,,,SALE,Store,Completed,Apparel,Kids,Urbanbasics,303.25,507.29,506.29,303.25,203.04000000000002,56.36999999999995
TL0000013795,TXN000003960,3,SKU0000287,5.0,200.59,200.59,,0.0,0.0,Sold,True,STR0005,ASC000229,CUST00000366,,,SALE,Store,Completed,Office,Printing,Valueplus,92.38,1002.95,1002.95,461.9,541.0500000000001,0.0
TL0000013796,TXN000003960,4,SKU0000164,1.0,643.13,714.59,,1.0,32.16,Sold,True,STR0005,ASC000229,CUST00000366,,,SALE,Store,Completed,Apparel,Shoes,Northpeak,321.07,643.13,642.13,321.07,321.06,71.46000000000004
TL0000013819,TXN000003968,2,SKU0000115,4.0,14.48,14.48,,2.0,0.0,Sold,True,STR0001,ASC000299,CUST00001516,2026-04-26 18:23:00,2026-04-26,SALE,Pickup,Completed,Office,Printing,Urbanbasics,10.18,57.92,55.92,40.72,15.200000000000003,0.0
TL0000013820,TXN000003968,3,SKU0000148,1.0,479.17,504.39,,0.0,43.13,Sold,True,STR0001,ASC000299,CUST00001516,2026-04-26 18:23:00,2026-04-26,SALE,Pickup,Completed,Health & Beauty,Personal Care,Techline,263.36,479.17,479.17,263.36,215.81,25.21999999999997
TL0000013829,TXN000003971,2,SKU0000566,4.0,325.03,325.03,,0.0,91.01,Sold,True,STR0021,ASC000450,CUST00001781,,,SALE,Store,Completed,Home,Kitchen,Valueplus,152.8,1300.12,1300.12,611.2,688.9199999999998,0.0
TL0000013841,TXN000003975,1,SKU0000214,2.0,491.09,491.09,,0.0,0.0,Sold,True,STR0001,ASC000006,CUST00000578,2026-05-11 21:05:00,2026-05-11,SALE,Store,Completed,Automotive,Car Care,Techline,316.87,982.18,982.18,633.74,348.43999999999994,0.0
TL0000013842,TXN000003975,2,SKU0000023,3.0,264.07,264.07,,2.0,55.45,Sold,True,STR0001,ASC000006,CUST00000578,2026-05-11 21:05:00,2026-05-11,SALE,Store,Completed,Electronics,Gaming,Techline,238.28,792.21,790.21,714.84,75.37,0.0
TL0000013845,TXN000003976,1,SKU0000559,2.0,492.88,492.88,,1.0,88.72,Sold,True,STR0015,ASC000003,CUST00001366,2026-05-29 12:05:00,2026-05-29,SALE,Store,Completed,Grocery,Dairy,Healthyyou,409.77,985.76,984.76,819.54,165.22000000000003,0.0
TL0000013846,TXN000003976,2,SKU0000430,1.0,325.86,325.86,,0.0,29.33,Sold,True,STR0015,ASC000003,CUST00001366,2026-05-29 12:05:00,2026-05-29,SALE,Store,Completed,Sports,Outdoor,Techline,248.29,325.86,325.86,248.29,77.57000000000002,0.0
TL0000013865,TXN000003981,2,SKU0000162,1.0,326.52,326.52,,0.0,29.39,Sold,True,STR0008,ASC_BAD,CUST00001414,2026-05-28 21:56:00,2026-05-28,SALE,Pickup,Completed,Apparel,Women,Healthyyou,161.93,326.52,326.52,161.93,164.58999999999997,0.0
TL0000013871,TXN000003983,1,SKU0000093,1.0,881.36,881.36,,0.0,0.0,Sold,True,STR0017,ASC000096,CUST00001450,2026-05-06 19:06:00,2026-05-06,SALE,Pickup,Completed,Grocery,Pantry,Greathome,366.92,881.36,881.36,366.92,514.44,0.0
TL0000013872,TXN000003983,2,SKU0000003,1.0,242.21,269.12,PRM00045,2.0,12.11,Sold,True,STR0017,ASC000096,CUST00001450,2026-05-06 19:06:00,2026-05-06,SALE,Pickup,Completed,Home,Decor,Urbanbasics,167.55,242.21,240.21,167.55,72.66,26.909999999999997
TL0000013873,TXN000003983,3,SKU0000193,1.0,539.84,674.8,,0.0,37.79,Sold,True,STR0017,ASC000096,CUST00001450,2026-05-06 19:06:00,2026-05-06,SALE,Pickup,Completed,Office,Printing,Northpeak,446.84,539.84,539.84,446.84,93.00000000000006,134.95999999999992
TL0000013875,TXN000003983,5,SKU0000070,5.0,293.15,293.15,,2.0,73.29,Sold,True,STR0017,ASC000096,CUST00001450,2026-05-06 19:06:00,2026-05-06,SALE,Pickup,Completed,Home,Decor,Northpeak,166.15,1465.75,1463.75,830.75,633.0,0.0
TL0000013885,TXN000003986,1,SKU0000225,2.0,366.99,458.74,,0.0,36.7,Sold,True,STR0005,ASC000044,CUST00001451,,,SALE,Store,Completed,Apparel,Women,Freshway,392.34,733.98,733.98,784.68,-50.69999999999993,183.5
TL0000013887,TXN000003986,3,SKU0000471,2.0,112.86,112.86,,5.0,11.29,Sold,True,STR0005,ASC000044,CUST00001451,,,SALE,Store,Completed,Sports,Fitness,Northpeak,,225.72,220.72,0.0,220.72,0.0
TL0000013888,TXN000003986,4,SKU0000396,5.0,305.49,321.57,PRM00035,0.0,0.0,Sold,True,STR0005,ASC000044,CUST00001451,,,SALE,Store,Completed,Electronics,Audio,Northpeak,253.85,1527.45,1527.45,1269.25,258.20000000000005,80.39999999999992
TL0000013889,TXN000003987,1,SKU0000294,5.0,161.91,170.43,,0.0,0.0,Sold,True,STR0002,ASC000304,CUST00001759,,,SALE,Store,Completed,Grocery,Pantry,Healthyyou,89.25,809.55,809.55,446.25,363.29999999999995,42.60000000000005
TL0000013891,TXN000003987,3,SKU0000537,1.0,6.49,7.21,,0.0,0.58,Sold,True,STR0002,ASC000304,CUST00001759,,,SALE,Store,Completed,Health & Beauty,Personal Care,Urbanbasics,3.67,6.49,6.49,3.67,2.8200000000000003,0.7199999999999998
TL0000013892,TXN000003987,4,SKU0000402,1.0,314.35,369.82,,5.0,22.0,Sold,True,STR0002,ASC000304,CUST00001759,,,SALE,Store,Completed,Sports,Fitness,Valueplus,200.52,314.35,309.35,200.52,108.83000000000001,55.46999999999997
TL0000013893,TXN000003987,5,SKU0000253,1.0,779.26,779.26,,2.0,0.0,Sold,True,STR0002,ASC000304,CUST00001759,,,SALE,Store,Completed,Electronics,Accessories,Techline,348.46,779.26,777.26,348.46,428.8,0.0
TL0000013907,TXN000003992,1,SKU0000229,4.0,905.99,905.99,,0.0,181.2,Sold,True,STR0024,ASC000377,,2026-05-18 09:18:00,2026-05-18,SALE,Pickup,Completed,Electronics,Accessories,Urbanbasics,417.86,3623.96,3623.96,1671.44,1952.52,0.0
TL0000013908,TXN000003992,2,SKU0000553,3.0,493.1,493.1,PRM00005,2.0,133.14,Sold,True,STR0024,ASC000377,,2026-05-18 09:18:00,2026-05-18,SALE,Pickup,Completed,Home,Kitchen,Urbanbasics,333.43,1479.3000000000002,1477.3000000000002,1000.29,477.0100000000002,0.0
TL0000013909,TXN000003992,3,SKU0000261,2.0,284.27,315.85,,0.0,51.17,Sold,True,STR0024,ASC000377,,2026-05-18 09:18:00,2026-05-18,SALE,Pickup,Completed,Sports,Fitness,Northpeak,241.76,568.54,568.54,483.52,85.01999999999998,63.16000000000008
TL0000013910,TXN000003992,4,SKU0000021,1.0,711.51,748.96,,0.0,35.58,Sold,True,STR0024,ASC000377,,2026-05-18 09:18:00,2026-05-18,SALE,Pickup,Completed,Sports,Outdoor,Healthyyou,377.32,711.51,711.51,377.32,334.19,37.450000000000045
TL0000013918,TXN000003996,2,SKU0000552,4.0,527.39,659.24,PRM00028,0.0,147.67,Sold,True,STR0019,ASC000488,,2026-04-22 05:06:00,2026-04-22,SALE,Pickup,Completed,Home,Decor,Urbanbasics,319.44,2109.56,2109.56,1277.76,831.8,527.4000000000001
TL0000013919,TXN000003996,3,SKU0000325,1.0,537.91,537.91,,1.0,37.65,Sold,True,STR0019,ASC000488,,2026-04-22 05:06:00,2026-04-22,SALE,Pickup,Completed,Office,School Supplies,Healthyyou,248.11,537.91,536.91,248.11,288.79999999999995,0.0
TL0000013928,TXN000003999,1,SKU0000492,1.0,486.13,571.92,PRM00026,1.0,34.03,Sold,True,STR0011,ASC000049,,,,SALE,Store,Completed,Health & Beauty,Pharmacy,Valueplus,386.2,486.13,485.13,386.2,98.93,85.78999999999996
TL0000013929,TXN000003999,2,SKU0000396,2.0,257.26,321.57,,0.0,25.73,Sold,True,STR0011,ASC000049,,,,SALE,Store,Completed,Electronics,Audio,Northpeak,253.85,514.52,514.52,507.7,6.819999999999993,128.62
TL0000013930,TXN000003999,3,SKU0000034,1.0,54.75,54.75,,2.0,0.0,Sold,True,STR0011,ASC000049,,,,SALE,Store,Completed,Apparel,Women,Valueplus,20.42,54.75,52.75,20.42,32.33,0.0
TL0000013931,TXN000003999,4,SKU0000292,5.0,119.04,119.04,,1.0,29.76,Sold,True,STR0011,ASC000049,,,,SALE,Store,Completed,Health & Beauty,Cosmetics,Valueplus,74.77,595.2,594.2,373.84999999999997,220.35000000000008,0.0
TL0000013932,TXN000003999,5,SKU0000531,3.0,331.03,331.03,,0.0,0.0,Sold,True,STR0011,ASC000049,,,,SALE,Store,Completed,Office,Stationery,Healthyyou,221.26,993.0899999999999,993.0899999999999,663.78,329.30999999999995,0.0
TL0000013943,TXN000004002,1,SKU0000390,1.0,249.82,249.82,,0.0,22.48,Sold,True,STR0017,ASC000232,CUST00000148,,,SALE,Store,Completed,Grocery,Dairy,Techline,138.38,249.82,249.82,138.38,111.44,0.0
TL0000013944,TXN000004002,2,SKU0000260,1.0,305.67,305.67,PRM00001,5.0,27.51,Sold,True,STR0017,ASC000232,CUST00000148,,,SALE,Store,Completed,Sports,Fitness,Healthyyou,244.03,305.67,300.67,244.03,56.640000000000015,0.0
TL0000013963,TXN000004006,5,SKU0000300,3.0,604.68,604.68,,2.0,90.7,Sold,True,STR0012,ASC000214,,,,SALE,Pickup,Completed,Home,Kitchen,Urbanbasics,390.62,1814.04,1812.04,1171.8600000000001,640.1799999999998,0.0
TL0000013964,TXN000004006,6,SKU0000069,3.0,545.82,545.82,,0.0,81.87,Sold,True,STR0012,ASC000214,,,,SALE,Pickup,Completed,Apparel,Men,Urbanbasics,399.05,1637.46,1637.46,1197.15,440.30999999999995,0.0
TL0000013989,TXN000004011,1,SKU0000184,2.0,719.55,757.42,,0.0,100.74,Sold,True,STR0010,ASC000150,CUST00000120,,,SALE,Pickup,Completed,Health & Beauty,Wellness,Valueplus,338.1,1439.1,1439.1,676.2,762.8999999999999,75.74000000000001
TL0000013990,TXN000004011,2,SKU0000484,2.0,909.84,909.84,,0.0,0.0,Sold,True,STR0010,ASC000150,CUST00000120,,,SALE,Pickup,Completed,Apparel,Kids,Greathome,350.11,1819.68,1819.68,700.22,1119.46,0.0
